date_time,El%20Salvador_maxtempC,El%20Salvador_mintempC,El%20Salvador_totalSnow_cm,El%20Salvador_sunHour,El%20Salvador_uvIndex,El%20Salvador_moon_illumination,El%20Salvador_moonrise,El%20Salvador_moonset,El%20Salvador_sunrise,El%20Salvador_sunset,El%20Salvador_DewPointC,El%20Salvador_FeelsLikeC,El%20Salvador_HeatIndexC,El%20Salvador_WindChillC,El%20Salvador_WindGustKmph,El%20Salvador_cloudcover,El%20Salvador_humidity,El%20Salvador_precipMM,El%20Salvador_pressure,El%20Salvador_tempC,El%20Salvador_visibility,El%20Salvador_winddirDegree,El%20Salvador_windspeedKmph,El%20Salvador_location
2020-06-05,23,20,0.0,9.4,5,100,06:32 PM,05:16 AM,05:29 AM,06:22 PM,21,21,24,21,4,90,97,33.5,1011,23,8,140,3,El%20Salvador
2020-06-06,28,20,0.0,10.7,5,100,07:33 PM,06:12 AM,05:29 AM,06:23 PM,22,25,25,23,5,70,90,6.8,1012,28,6,131,3,El%20Salvador
2020-06-07,29,21,0.0,10.7,6,84,08:32 PM,07:10 AM,05:29 AM,06:23 PM,22,27,27,24,5,67,88,4.5,1012,29,7,169,3,El%20Salvador
2020-06-08,30,22,0.0,8.1,6,76,09:26 PM,08:08 AM,05:29 AM,06:23 PM,22,28,28,25,5,76,86,7.4,1011,30,6,191,3,El%20Salvador
2020-06-09,30,22,0.0,9.4,6,69,10:15 PM,09:04 AM,05:29 AM,06:24 PM,22,28,28,25,6,70,83,5.1,1011,30,8,143,4,El%20Salvador
2020-06-10,31,22,0.0,10.7,6,61,11:00 PM,09:58 AM,05:29 AM,06:24 PM,22,28,28,25,6,69,85,11.0,1012,31,8,148,4,El%20Salvador
2020-06-11,31,21,0.0,8.1,6,54,11:41 PM,10:49 AM,05:29 AM,06:24 PM,22,27,27,25,5,74,87,28.1,1013,31,7,203,3,El%20Salvador
2020-06-12,31,20,0.0,9.4,6,46,No moonrise,11:38 AM,05:29 AM,06:24 PM,21,26,26,24,6,72,84,12.2,1012,31,9,287,4,El%20Salvador
2020-06-13,31,20,0.0,10.7,6,38,12:18 AM,12:24 PM,05:29 AM,06:25 PM,20,27,27,25,6,64,82,7.7,1011,31,9,255,4,El%20Salvador
2020-06-14,30,21,0.0,10.7,6,31,12:54 AM,01:10 PM,05:30 AM,06:25 PM,21,26,26,24,6,62,83,14.6,1011,30,9,215,4,El%20Salvador
2020-06-15,31,21,0.0,10.7,6,23,01:30 AM,01:56 PM,05:30 AM,06:25 PM,21,27,27,25,6,63,84,21.0,1012,31,8,211,4,El%20Salvador
2020-06-16,31,21,0.0,10.7,6,16,02:06 AM,02:42 PM,05:30 AM,06:26 PM,22,27,27,24,6,65,90,48.5,1012,31,7,217,3,El%20Salvador
2020-06-17,28,21,0.0,10.7,5,8,02:43 AM,03:30 PM,05:30 AM,06:26 PM,22,27,27,24,6,65,91,23.1,1012,28,7,216,3,El%20Salvador
2020-06-18,29,21,0.0,8.1,6,1,03:23 AM,04:20 PM,05:30 AM,06:26 PM,22,27,27,25,6,73,88,15.4,1011,29,9,135,4,El%20Salvador
2020-06-19,34,21,0.0,13.0,6,0,04:06 AM,05:13 PM,05:31 AM,06:26 PM,22,29,29,27,6,31,82,10.3,1011,34,8,129,4,El%20Salvador
2020-06-20,31,21,0.0,11.9,6,0,04:54 AM,06:07 PM,05:31 AM,06:26 PM,22,28,28,26,4,49,81,1.4,1011,31,8,261,3,El%20Salvador
2020-06-21,30,21,0.0,10.7,6,0,05:46 AM,07:04 PM,05:31 AM,06:27 PM,22,28,28,25,6,61,85,21.2,1012,30,6,253,4,El%20Salvador
2020-06-22,28,21,0.0,8.1,6,7,06:41 AM,07:59 PM,05:31 AM,06:27 PM,22,26,26,24,6,79,89,16.3,1012,28,7,257,3,El%20Salvador
2020-06-23,32,22,0.0,11.9,6,14,07:39 AM,08:53 PM,05:31 AM,06:27 PM,21,29,29,26,5,63,79,2.8,1010,32,9,143,3,El%20Salvador
2020-06-24,30,21,0.0,9.4,6,22,08:38 AM,09:44 PM,05:32 AM,06:27 PM,22,28,28,25,7,66,85,12.5,1010,30,7,164,4,El%20Salvador
2020-06-25,32,20,0.0,13.0,6,29,09:36 AM,10:32 PM,05:32 AM,06:27 PM,20,27,27,26,6,20,75,1.1,1011,32,8,144,4,El%20Salvador
2020-06-26,32,20,0.0,13.0,6,37,10:33 AM,11:17 PM,05:32 AM,06:28 PM,20,28,28,26,6,28,76,0.8,1012,32,10,245,4,El%20Salvador
2020-06-27,31,20,0.0,13.0,6,44,11:29 AM,No moonset,05:32 AM,06:28 PM,21,28,28,26,6,44,81,4.4,1012,31,7,250,3,El%20Salvador
2020-06-28,30,21,0.0,10.7,6,52,12:25 PM,12:01 AM,05:33 AM,06:28 PM,21,27,27,24,6,49,82,7.6,1011,30,8,185,4,El%20Salvador
2020-06-29,30,20,0.0,10.7,6,59,01:21 PM,12:44 AM,05:33 AM,06:28 PM,20,27,27,25,8,60,80,5.3,1012,30,9,205,5,El%20Salvador
2020-06-30,32,20,0.0,13.0,6,67,02:18 PM,01:29 AM,05:33 AM,06:28 PM,20,27,27,25,6,38,79,5.2,1012,32,8,245,4,El%20Salvador
2020-07-01,31,21,0.0,10.7,6,72,03:17 PM,02:16 AM,05:33 AM,06:28 PM,21,28,28,26,5,43,80,4.8,1011,31,10,261,3,El%20Salvador
2020-07-02,30,20,0.0,9.4,6,79,04:17 PM,03:06 AM,05:34 AM,06:28 PM,21,26,26,24,4,62,86,13.6,1011,30,7,279,2,El%20Salvador
2020-07-03,30,20,0.0,8.1,6,86,05:18 PM,03:59 AM,05:34 AM,06:28 PM,21,26,26,24,5,79,84,11.5,1012,30,9,200,3,El%20Salvador
2020-07-04,30,20,0.0,9.4,6,94,06:17 PM,04:55 AM,05:34 AM,06:28 PM,22,27,27,25,5,68,85,12.8,1012,30,7,325,3,El%20Salvador
2020-07-05,31,20,0.0,11.9,6,100,07:14 PM,05:53 AM,05:35 AM,06:28 PM,22,27,27,25,6,52,84,4.9,1011,31,7,260,4,El%20Salvador
2020-07-06,31,20,0.0,12.9,6,100,08:05 PM,06:51 AM,05:35 AM,06:29 PM,21,27,27,25,7,34,81,16.1,1012,31,8,128,5,El%20Salvador
2020-07-07,31,20,0.0,11.9,6,85,08:53 PM,07:47 AM,05:35 AM,06:29 PM,21,28,28,26,5,49,82,3.7,1013,31,8,255,3,El%20Salvador
2020-07-08,31,20,0.0,11.9,6,77,09:36 PM,08:39 AM,05:35 AM,06:29 PM,21,27,27,25,5,53,82,4.2,1012,31,8,257,3,El%20Salvador
2020-07-09,32,21,0.0,10.6,6,70,10:14 PM,09:30 AM,05:36 AM,06:29 PM,22,28,28,26,6,57,83,7.3,1011,32,7,246,3,El%20Salvador
2020-07-10,29,21,0.0,9.4,5,63,10:52 PM,10:17 AM,05:36 AM,06:29 PM,21,25,25,23,5,74,91,31.1,1013,29,7,212,3,El%20Salvador
2020-07-11,32,20,0.0,12.9,6,55,11:28 PM,11:04 AM,05:36 AM,06:29 PM,21,27,27,26,6,36,80,0.9,1013,32,8,263,4,El%20Salvador
2020-07-12,31,20,0.0,10.6,6,48,No moonrise,11:49 AM,05:37 AM,06:28 PM,21,28,28,26,6,61,80,2.7,1013,31,9,247,3,El%20Salvador
2020-07-13,31,20,0.0,11.9,6,41,12:03 AM,12:35 PM,05:37 AM,06:28 PM,21,27,27,25,5,48,81,4.2,1013,31,8,198,3,El%20Salvador
2020-07-14,31,20,0.0,10.6,6,34,12:40 AM,01:22 PM,05:37 AM,06:28 PM,21,28,28,25,5,62,83,10.8,1012,31,9,207,3,El%20Salvador
2020-07-15,31,20,0.0,10.6,6,26,01:18 AM,02:11 PM,05:37 AM,06:28 PM,21,28,28,25,7,60,82,6.2,1012,31,7,234,4,El%20Salvador
2020-07-16,31,20,0.0,12.9,6,19,02:00 AM,03:02 PM,05:38 AM,06:28 PM,20,27,27,26,8,35,80,7.3,1012,31,8,262,4,El%20Salvador
2020-07-17,31,20,0.0,11.9,6,12,02:45 AM,03:56 PM,05:38 AM,06:28 PM,21,27,27,25,8,50,83,4.1,1012,31,7,324,5,El%20Salvador
2020-07-18,31,20,0.0,11.9,6,5,03:36 AM,04:52 PM,05:38 AM,06:28 PM,21,27,27,25,7,48,80,2.8,1011,31,8,216,4,El%20Salvador
2020-07-19,30,20,0.0,10.6,6,0,04:30 AM,05:49 PM,05:39 AM,06:28 PM,21,27,27,25,6,56,82,8.0,1011,30,7,318,4,El%20Salvador
2020-07-20,31,20,0.0,11.9,6,0,05:28 AM,06:44 PM,05:39 AM,06:28 PM,21,27,27,25,7,46,83,7.0,1011,31,7,260,4,El%20Salvador
2020-07-21,29,21,0.0,10.6,6,2,06:27 AM,07:38 PM,05:39 AM,06:27 PM,22,26,26,24,4,72,87,11.1,1011,29,9,155,3,El%20Salvador
2020-07-22,29,21,0.0,10.6,6,10,07:28 AM,08:28 PM,05:39 AM,06:27 PM,21,27,27,25,5,73,85,7.7,1012,29,9,218,3,El%20Salvador
2020-07-23,29,21,0.0,10.6,6,17,08:26 AM,09:15 PM,05:40 AM,06:27 PM,22,27,27,24,6,65,88,7.7,1011,29,7,218,4,El%20Salvador
2020-07-24,28,20,0.0,12.9,6,24,09:24 AM,10:00 PM,05:40 AM,06:27 PM,22,27,27,24,6,22,88,7.5,1011,28,7,238,3,El%20Salvador
2020-07-25,30,20,0.0,9.3,6,32,10:20 AM,10:44 PM,05:40 AM,06:26 PM,21,27,27,25,6,72,84,6.1,1011,30,9,223,4,El%20Salvador
2020-07-26,27,20,0.0,8.0,5,39,11:17 AM,11:28 PM,05:40 AM,06:26 PM,22,26,26,24,6,77,90,18.2,1012,27,9,168,3,El%20Salvador
2020-07-27,30,20,0.0,9.3,6,46,12:13 PM,No moonset,05:41 AM,06:26 PM,22,27,27,24,5,70,88,21.0,1012,30,8,161,3,El%20Salvador
2020-07-28,29,21,0.0,10.6,6,53,01:10 PM,12:13 AM,05:41 AM,06:26 PM,22,27,27,24,6,71,88,24.4,1011,29,8,223,3,El%20Salvador
2020-07-29,30,20,0.0,11.9,6,61,02:09 PM,01:01 AM,05:41 AM,06:25 PM,22,27,27,25,5,66,86,20.8,1011,30,8,183,3,El%20Salvador
2020-07-30,31,21,0.0,11.9,6,68,03:09 PM,01:52 AM,05:41 AM,06:25 PM,21,28,28,26,6,46,81,4.0,1011,31,8,231,3,El%20Salvador
2020-07-31,33,21,0.0,12.8,6,72,04:07 PM,02:46 AM,05:42 AM,06:25 PM,22,30,30,27,6,41,82,1.7,1011,33,6,237,4,El%20Salvador
2020-08-01,33,20,0.0,12.8,6,82,05:04 PM,03:43 AM,05:42 AM,06:24 PM,21,29,29,27,6,39,79,0.7,1011,33,8,297,4,El%20Salvador
2020-08-02,32,21,0.0,12.8,6,90,05:57 PM,04:39 AM,05:42 AM,06:24 PM,21,29,29,26,5,33,76,0.9,1011,32,10,257,3,El%20Salvador
2020-08-03,29,22,0.0,9.3,6,97,06:45 PM,05:36 AM,05:42 AM,06:24 PM,23,29,29,25,5,69,88,21.2,1012,29,8,198,3,El%20Salvador
2020-08-04,30,22,0.0,10.6,6,100,07:30 PM,06:30 AM,05:42 AM,06:23 PM,23,29,29,25,5,69,88,22.7,1012,30,8,276,3,El%20Salvador
2020-08-05,32,22,0.0,11.9,6,88,08:11 PM,07:21 AM,05:43 AM,06:23 PM,22,28,28,24,6,60,90,43.2,1012,32,6,274,4,El%20Salvador
2020-08-06,28,21,0.0,9.3,5,81,08:49 PM,08:10 AM,05:43 AM,06:22 PM,22,26,26,24,5,75,92,24.9,1011,28,8,145,3,El%20Salvador
2020-08-07,28,21,0.0,9.3,6,74,09:25 PM,08:57 AM,05:43 AM,06:22 PM,21,26,26,24,4,75,86,10.8,1012,28,9,166,3,El%20Salvador
2020-08-08,29,21,0.0,9.3,6,67,10:01 PM,09:43 AM,05:43 AM,06:21 PM,22,26,26,24,7,67,89,23.5,1013,29,8,283,4,El%20Salvador
2020-08-09,30,21,0.0,9.3,6,59,10:36 PM,10:29 AM,05:43 AM,06:21 PM,22,28,28,25,7,65,86,17.1,1012,30,6,228,4,El%20Salvador
2020-08-10,31,20,0.0,10.6,6,52,11:14 PM,11:15 AM,05:43 AM,06:21 PM,22,27,27,25,8,56,86,21.2,1011,31,6,149,5,El%20Salvador
2020-08-11,31,21,0.0,12.8,6,45,11:54 PM,12:03 PM,05:44 AM,06:20 PM,21,27,27,25,7,50,82,3.1,1011,31,8,260,4,El%20Salvador
2020-08-12,31,20,0.0,11.9,6,38,No moonrise,12:52 PM,05:44 AM,06:20 PM,21,28,28,26,7,47,81,1.5,1010,31,7,259,4,El%20Salvador
2020-08-13,32,20,0.0,12.8,6,30,12:37 AM,01:45 PM,05:44 AM,06:19 PM,21,28,28,26,8,37,80,2.1,1010,32,9,255,5,El%20Salvador
2020-08-14,31,20,0.0,11.9,6,23,01:24 AM,02:39 PM,05:44 AM,06:19 PM,21,28,28,25,8,43,82,11.4,1010,31,9,323,5,El%20Salvador
2020-08-15,31,20,0.0,11.9,6,16,02:16 AM,03:35 PM,05:44 AM,06:18 PM,21,26,26,25,8,58,83,22.9,1010,31,6,226,5,El%20Salvador
2020-08-16,30,20,0.0,9.3,5,8,03:13 AM,04:31 PM,05:44 AM,06:17 PM,21,26,26,24,6,76,89,17.3,1012,30,9,197,4,El%20Salvador
2020-08-17,30,20,0.0,9.3,6,1,04:12 AM,05:26 PM,05:44 AM,06:17 PM,21,27,27,24,5,72,85,26.6,1013,30,9,269,3,El%20Salvador
2020-08-18,31,21,0.0,12.7,6,0,05:13 AM,06:18 PM,05:45 AM,06:16 PM,21,27,27,25,7,45,84,11.9,1012,31,7,256,4,El%20Salvador
2020-08-19,30,21,0.0,9.3,6,0,06:13 AM,07:08 PM,05:45 AM,06:16 PM,22,27,27,24,6,71,87,23.4,1011,30,8,218,4,El%20Salvador
2020-08-20,29,21,0.0,7.9,5,6,07:13 AM,07:55 PM,05:45 AM,06:15 PM,22,26,26,24,7,78,91,32.5,1011,29,8,201,4,El%20Salvador
2020-08-21,27,21,0.0,9.3,5,13,08:11 AM,08:40 PM,05:45 AM,06:15 PM,22,26,26,23,7,75,92,24.8,1010,27,5,237,4,El%20Salvador
2020-08-22,27,21,0.0,10.6,5,20,09:10 AM,09:25 PM,05:45 AM,06:14 PM,22,26,26,23,5,65,93,21.8,1010,27,8,202,3,El%20Salvador
2020-08-23,26,21,0.0,9.2,5,28,10:07 AM,10:11 PM,05:45 AM,06:13 PM,22,26,26,23,6,71,94,22.6,1010,26,9,144,4,El%20Salvador
2020-08-24,26,21,0.0,11.9,5,35,11:05 AM,10:59 PM,05:45 AM,06:13 PM,22,26,26,23,7,67,93,16.7,1010,26,8,276,4,El%20Salvador
2020-08-25,29,21,0.0,9.2,6,42,12:04 PM,11:49 PM,05:45 AM,06:12 PM,22,26,26,24,6,70,91,23.5,1010,29,8,229,3,El%20Salvador
2020-08-26,27,21,0.0,9.2,5,50,01:03 PM,No moonset,05:45 AM,06:12 PM,22,25,25,23,6,70,92,27.5,1009,27,8,146,3,El%20Salvador
2020-08-27,25,21,0.0,9.2,5,57,02:02 PM,12:42 AM,05:45 AM,06:11 PM,22,25,25,23,5,72,94,19.1,1011,25,9,108,3,El%20Salvador
2020-08-28,29,20,0.0,9.2,6,64,02:59 PM,01:37 AM,05:45 AM,06:10 PM,22,26,26,24,6,65,89,10.2,1013,29,6,184,4,El%20Salvador
2020-08-29,30,20,0.0,9.2,6,71,03:52 PM,02:33 AM,05:45 AM,06:10 PM,22,26,26,24,6,66,88,14.0,1013,30,7,236,4,El%20Salvador
2020-08-30,31,21,0.0,11.9,6,79,04:41 PM,03:29 AM,05:45 AM,06:09 PM,22,28,28,25,5,49,82,1.3,1012,31,7,233,4,El%20Salvador
2020-08-31,32,20,0.0,11.9,6,82,05:27 PM,04:23 AM,05:46 AM,06:08 PM,21,29,29,26,5,51,82,1.0,1012,32,6,222,3,El%20Salvador
2020-09-01,31,20,0.0,9.2,6,97,06:08 PM,05:15 AM,05:46 AM,06:08 PM,21,28,28,25,5,75,85,4.1,1013,31,10,230,4,El%20Salvador
2020-09-02,28,20,0.0,10.5,6,100,06:47 PM,06:04 AM,05:46 AM,06:07 PM,22,26,26,24,7,66,90,18.0,1011,28,9,276,4,El%20Salvador
2020-09-03,25,21,0.0,7.9,5,88,07:24 PM,06:52 AM,05:46 AM,06:06 PM,21,25,25,23,3,77,94,11.7,1010,25,9,173,2,El%20Salvador
2020-09-04,28,20,0.0,10.5,6,81,07:59 PM,07:38 AM,05:46 AM,06:05 PM,22,26,26,24,6,66,89,13.7,1010,28,9,234,4,El%20Salvador
2020-09-05,31,21,0.0,9.2,6,73,08:35 PM,08:24 AM,05:46 AM,06:05 PM,22,27,27,24,6,74,89,25.2,1011,31,7,235,4,El%20Salvador
2020-09-06,29,21,0.0,7.9,5,66,09:11 PM,09:10 AM,05:46 AM,06:04 PM,22,26,26,23,5,76,90,20.9,1011,29,8,185,3,El%20Salvador
2020-09-07,29,20,0.0,12.6,6,58,09:50 PM,09:56 AM,05:46 AM,06:03 PM,22,26,26,24,7,32,88,18.3,1010,29,6,228,4,El%20Salvador
2020-09-08,29,21,0.0,10.5,6,50,10:31 PM,10:45 AM,05:46 AM,06:03 PM,22,27,27,24,5,69,89,12.5,1009,29,9,214,3,El%20Salvador
2020-09-09,30,21,0.0,7.9,6,43,11:16 PM,11:35 AM,05:46 AM,06:02 PM,22,27,27,24,7,76,88,15.3,1011,30,8,170,4,El%20Salvador
2020-09-10,29,21,0.0,11.8,6,35,No moonrise,12:27 PM,05:46 AM,06:01 PM,22,27,27,24,4,64,89,9.1,1012,29,9,214,3,El%20Salvador
2020-09-11,31,21,0.0,10.5,6,28,12:05 AM,01:22 PM,05:46 AM,06:01 PM,22,28,28,25,5,70,88,14.8,1011,31,9,264,3,El%20Salvador
2020-09-12,31,21,0.0,12.5,6,20,12:58 AM,02:17 PM,05:46 AM,06:00 PM,22,27,27,24,6,39,87,28.3,1009,31,8,251,3,El%20Salvador
2020-09-13,30,21,0.0,7.4,6,13,01:55 AM,03:11 PM,05:46 AM,05:59 PM,22,27,27,24,6,69,91,27.6,1009,30,8,176,3,El%20Salvador
2020-09-14,28,21,0.0,7.4,6,5,02:54 AM,04:04 PM,05:46 AM,05:58 PM,22,27,27,24,6,66,89,18.2,1012,28,9,156,3,El%20Salvador
2020-09-15,29,21,0.0,8.8,6,0,03:55 AM,04:55 PM,05:46 AM,05:58 PM,22,27,27,24,5,67,89,6.2,1013,29,10,200,3,El%20Salvador
2020-09-16,29,21,0.0,10.2,6,0,04:55 AM,05:44 PM,05:46 AM,05:57 PM,22,27,27,24,5,61,87,6.5,1012,29,7,228,3,El%20Salvador
2020-09-17,29,21,0.0,6.1,6,0,05:55 AM,06:30 PM,05:46 AM,05:56 PM,22,28,28,24,6,78,89,19.5,1011,29,7,213,4,El%20Salvador
2020-09-18,31,20,0.0,8.8,6,2,06:55 AM,07:17 PM,05:46 AM,05:55 PM,22,27,27,24,7,57,87,9.3,1011,31,7,182,4,El%20Salvador
2020-09-19,28,21,0.0,10.2,6,10,07:55 AM,08:04 PM,05:46 AM,05:55 PM,22,26,26,24,6,60,91,21.8,1011,28,9,194,3,El%20Salvador
2020-09-20,29,21,0.0,7.4,6,17,08:54 AM,08:52 PM,05:46 AM,05:54 PM,22,27,27,24,6,71,90,18.8,1011,29,8,225,4,El%20Salvador
2020-09-21,31,21,0.0,8.8,6,25,09:55 AM,09:44 PM,05:46 AM,05:53 PM,21,27,27,25,5,63,85,9.3,1011,31,7,216,3,El%20Salvador
2020-09-22,31,20,0.0,11.6,6,32,10:56 AM,10:37 PM,05:46 AM,05:53 PM,21,27,27,25,6,38,82,3.8,1011,31,8,295,4,El%20Salvador
2020-09-23,31,20,0.0,7.4,6,40,11:57 AM,11:33 PM,05:46 AM,05:52 PM,22,27,27,24,6,73,86,17.6,1012,31,8,226,4,El%20Salvador
2020-09-24,28,21,0.0,6.0,6,47,12:55 PM,No moonset,05:46 AM,05:51 PM,22,26,26,24,6,74,90,23.2,1012,28,8,185,4,El%20Salvador
2020-09-25,30,21,0.0,6.0,5,55,01:50 PM,12:29 AM,05:46 AM,05:50 PM,22,26,26,24,5,68,91,24.7,1013,30,7,187,3,El%20Salvador
2020-09-26,32,21,0.0,10.2,6,62,02:39 PM,01:25 AM,05:46 AM,05:50 PM,22,27,27,25,7,62,87,18.3,1012,32,9,148,4,El%20Salvador
2020-09-27,31,21,0.0,7.4,6,70,03:26 PM,02:19 AM,05:46 AM,05:49 PM,22,27,27,25,7,74,87,9.1,1011,31,7,222,4,El%20Salvador
2020-09-28,31,20,0.0,8.8,6,78,04:07 PM,03:11 AM,05:46 AM,05:48 PM,22,27,27,24,6,63,87,12.9,1010,31,9,180,4,El%20Salvador
2020-09-29,30,20,0.0,8.8,6,85,04:46 PM,04:01 AM,05:46 AM,05:48 PM,22,27,27,24,5,66,88,15.8,1010,30,8,257,3,El%20Salvador
2020-09-30,31,20,0.0,8.8,6,93,05:24 PM,04:48 AM,05:46 AM,05:47 PM,21,26,26,24,6,54,84,14.0,1011,31,9,269,4,El%20Salvador
2020-10-01,30,20,0.0,8.8,6,97,05:59 PM,05:35 AM,05:47 AM,05:46 PM,21,27,27,25,7,62,85,18.2,1010,30,8,310,4,El%20Salvador
2020-10-02,30,20,0.0,7.4,6,100,06:34 PM,06:20 AM,05:47 AM,05:46 PM,21,26,26,24,7,72,88,21.6,1009,30,8,293,4,El%20Salvador
2020-10-03,28,21,0.0,7.4,5,89,07:11 PM,07:06 AM,05:47 AM,05:45 PM,22,25,25,23,4,81,91,37.7,1009,28,7,173,2,El%20Salvador
2020-10-04,26,21,0.0,6.0,5,82,07:48 PM,07:53 AM,05:47 AM,05:44 PM,21,25,25,23,4,79,93,22.0,1011,26,9,305,3,El%20Salvador
2020-10-05,28,19,0.0,10.2,5,74,08:28 PM,08:40 AM,05:47 AM,05:44 PM,19,23,23,22,6,52,85,5.4,1012,28,10,237,4,El%20Salvador
2020-10-06,30,19,0.0,10.2,5,67,09:11 PM,09:30 AM,05:47 AM,05:43 PM,20,25,25,23,6,54,83,4.9,1010,30,10,300,4,El%20Salvador
2020-10-07,28,19,0.0,8.8,5,60,09:58 PM,10:21 AM,05:47 AM,05:42 PM,21,25,25,23,7,60,89,20.4,1010,28,6,224,4,El%20Salvador
2020-10-08,27,21,0.0,6.0,5,53,10:48 PM,11:14 AM,05:47 AM,05:42 PM,22,25,25,23,6,71,93,21.9,1011,27,8,158,3,El%20Salvador
2020-10-09,27,20,0.0,7.4,5,45,11:43 PM,12:07 PM,05:47 AM,05:41 PM,21,25,25,23,6,68,91,12.0,1012,27,9,104,3,El%20Salvador
2020-10-10,28,20,0.0,8.8,6,38,No moonrise,01:00 PM,05:47 AM,05:40 PM,22,26,26,24,6,62,90,14.0,1012,28,6,109,4,El%20Salvador
2020-10-11,31,21,0.0,7.4,6,31,12:39 AM,01:52 PM,05:47 AM,05:40 PM,22,29,29,26,5,72,86,5.8,1011,31,8,219,3,El%20Salvador
2020-10-12,31,21,0.0,8.8,6,23,01:38 AM,02:42 PM,05:47 AM,05:39 PM,22,29,29,26,5,51,84,3.2,1011,31,7,269,3,El%20Salvador
2020-10-13,30,21,0.0,8.8,6,16,02:36 AM,03:31 PM,05:48 AM,05:38 PM,22,27,27,24,7,50,85,13.4,1011,30,7,323,4,El%20Salvador
2020-10-14,30,20,0.0,8.8,6,9,03:36 AM,04:17 PM,05:48 AM,05:38 PM,21,26,26,24,7,57,86,12.6,1011,30,9,314,4,El%20Salvador
2020-10-15,30,20,0.0,8.8,6,2,04:35 AM,05:04 PM,05:48 AM,05:37 PM,21,26,26,24,5,57,86,24.3,1010,30,7,263,3,El%20Salvador
2020-10-16,29,20,0.0,7.4,6,0,05:35 AM,05:51 PM,05:48 AM,05:37 PM,22,26,26,24,5,72,88,11.9,1011,29,9,263,3,El%20Salvador
2020-10-17,30,20,0.0,7.4,6,0,06:35 AM,06:39 PM,05:48 AM,05:36 PM,21,27,27,24,7,66,86,7.4,1012,30,8,320,4,El%20Salvador
2020-10-18,30,20,0.0,10.2,6,5,07:38 AM,07:31 PM,05:48 AM,05:36 PM,21,27,27,25,8,49,83,2.0,1011,30,8,321,5,El%20Salvador
2020-10-19,31,20,0.0,8.8,6,13,08:41 AM,08:25 PM,05:49 AM,05:35 PM,21,27,27,25,7,64,83,7.8,1010,31,7,301,4,El%20Salvador
2020-10-20,29,20,0.0,7.3,5,20,09:45 AM,09:23 PM,05:49 AM,05:35 PM,21,26,26,24,6,68,89,11.1,1009,29,9,185,4,El%20Salvador
2020-10-21,30,20,0.0,8.8,6,27,10:46 AM,10:21 PM,05:49 AM,05:34 PM,21,26,26,24,5,70,87,13.2,1010,30,9,176,3,El%20Salvador
2020-10-22,28,20,0.0,7.3,5,35,11:44 AM,11:19 PM,05:49 AM,05:34 PM,22,26,26,23,5,72,92,20.4,1011,28,8,204,3,El%20Salvador
2020-10-23,27,21,0.0,8.8,5,42,12:37 PM,No moonset,05:49 AM,05:33 PM,22,25,25,23,5,62,92,14.7,1011,27,9,130,3,El%20Salvador
2020-10-24,28,21,0.0,5.9,5,49,01:25 PM,12:14 AM,05:50 AM,05:33 PM,22,26,26,24,6,67,92,33.1,1011,28,7,178,3,El%20Salvador
2020-10-25,29,21,0.0,8.8,5,56,02:08 PM,01:08 AM,05:50 AM,05:32 PM,23,27,27,24,5,70,93,36.4,1011,29,7,215,3,El%20Salvador
2020-10-26,30,20,0.0,7.3,5,64,02:47 PM,01:58 AM,05:50 AM,05:32 PM,22,26,26,24,5,80,89,10.3,1010,30,5,136,3,El%20Salvador
2020-10-27,27,20,0.0,8.8,5,71,03:25 PM,02:46 AM,05:50 AM,05:31 PM,22,25,25,23,5,70,93,15.8,1011,27,7,138,3,El%20Salvador
2020-10-28,27,20,0.0,7.3,5,78,04:00 PM,03:33 AM,05:51 AM,05:31 PM,22,25,25,23,6,71,92,16.3,1010,27,6,99,4,El%20Salvador
2020-10-29,26,21,0.0,7.3,5,85,04:35 PM,04:18 AM,05:51 AM,05:30 PM,21,24,24,22,5,70,91,14.2,1011,26,9,232,3,El%20Salvador
2020-10-30,30,20,0.0,7.3,6,93,05:11 PM,05:04 AM,05:51 AM,05:30 PM,21,27,27,25,6,65,82,5.3,1012,30,9,320,4,El%20Salvador
2020-10-31,29,19,0.0,10.2,6,97,05:48 PM,05:50 AM,05:51 AM,05:30 PM,21,25,25,24,8,45,85,6.6,1014,29,7,326,5,El%20Salvador
2020-11-01,29,19,0.0,10.2,6,89,06:27 PM,06:37 AM,05:52 AM,05:29 PM,20,25,25,24,9,50,85,2.7,1013,29,7,324,5,El%20Salvador
2020-11-02,26,20,0.0,11.6,6,81,07:09 PM,07:26 AM,05:52 AM,05:29 PM,18,24,24,23,12,27,77,0.0,1012,26,10,337,8,El%20Salvador
2020-11-03,28,20,0.0,11.6,6,74,07:55 PM,08:17 AM,05:52 AM,05:29 PM,18,24,24,23,13,43,76,0.0,1010,28,10,335,9,El%20Salvador
2020-11-04,24,20,0.0,10.2,5,66,08:44 PM,09:09 AM,05:53 AM,05:28 PM,19,22,22,21,10,57,84,1.7,1010,24,8,315,7,El%20Salvador
2020-11-05,21,19,0.0,5.9,5,58,09:36 PM,10:02 AM,05:53 AM,05:28 PM,19,20,20,20,5,98,97,23.3,1009,21,5,312,4,El%20Salvador
2020-11-06,26,19,0.0,5.9,5,51,10:31 PM,10:54 AM,05:53 AM,05:28 PM,20,23,23,22,5,83,92,6.5,1009,26,6,190,3,El%20Salvador
