date_time,Czech%20Republic_maxtempC,Czech%20Republic_mintempC,Czech%20Republic_totalSnow_cm,Czech%20Republic_sunHour,Czech%20Republic_uvIndex,Czech%20Republic_moon_illumination,Czech%20Republic_moonrise,Czech%20Republic_moonset,Czech%20Republic_sunrise,Czech%20Republic_sunset,Czech%20Republic_DewPointC,Czech%20Republic_FeelsLikeC,Czech%20Republic_HeatIndexC,Czech%20Republic_WindChillC,Czech%20Republic_WindGustKmph,Czech%20Republic_cloudcover,Czech%20Republic_humidity,Czech%20Republic_precipMM,Czech%20Republic_pressure,Czech%20Republic_tempC,Czech%20Republic_visibility,Czech%20Republic_winddirDegree,Czech%20Republic_windspeedKmph,Czech%20Republic_location
2020-01-01,4,-1,0.0,8.1,2,37,11:36 AM,10:45 PM,08:01 AM,04:10 PM,-1,0,2,0,8,14,81,0.0,1036,4,10,241,5,Czech%20Republic
2020-01-02,5,-0,0.0,8.1,2,44,11:54 AM,11:50 PM,08:01 AM,04:11 PM,-5,2,3,2,5,0,57,0.0,1031,5,10,126,4,Czech%20Republic
2020-01-03,5,0,0.0,4.9,1,51,12:12 PM,No moonset,08:01 AM,04:12 PM,-1,-1,3,-1,27,52,75,0.0,1025,5,10,218,15,Czech%20Republic
2020-01-04,4,2,0.0,3.0,1,59,12:30 PM,12:55 AM,08:01 AM,04:13 PM,1,-1,3,-1,34,94,80,1.7,1024,4,9,279,23,Czech%20Republic
2020-01-05,3,-2,1.5,8.1,2,66,12:49 PM,02:01 AM,08:01 AM,04:14 PM,-2,-2,1,-2,15,40,76,2.4,1034,3,9,275,10,Czech%20Republic
2020-01-06,3,-2,0.0,8.2,2,73,01:12 PM,03:10 AM,08:00 AM,04:15 PM,-2,-1,1,-1,9,16,80,0.0,1031,3,10,187,6,Czech%20Republic
2020-01-07,3,-5,0.0,6.8,1,80,01:40 PM,04:19 AM,08:00 AM,04:16 PM,-2,-2,1,-2,17,41,80,0.0,1027,3,10,233,10,Czech%20Republic
2020-01-08,4,-1,0.0,6.8,1,88,02:15 PM,05:30 AM,08:00 AM,04:18 PM,-1,-1,2,-1,19,44,81,0.2,1028,4,9,218,11,Czech%20Republic
2020-01-09,5,1,0.0,3.2,1,95,03:00 PM,06:39 AM,07:59 AM,04:19 PM,3,2,5,2,14,98,88,12.5,1023,5,8,200,8,Czech%20Republic
2020-01-10,8,1,0.0,5.1,2,100,03:58 PM,07:43 AM,07:59 AM,04:20 PM,2,2,5,2,27,63,77,0.2,1019,8,10,216,17,Czech%20Republic
2020-01-11,4,3,0.0,3.2,1,100,05:07 PM,08:36 AM,07:58 AM,04:22 PM,1,1,4,1,18,72,82,0.0,1030,4,10,269,11,Czech%20Republic
2020-01-12,3,0,0.0,3.2,1,83,06:24 PM,09:21 AM,07:58 AM,04:23 PM,-2,-1,2,-1,18,57,78,0.0,1028,3,10,192,10,Czech%20Republic
2020-01-13,5,0,0.0,8.7,2,76,07:46 PM,09:56 AM,07:57 AM,04:24 PM,0,-0,3,-0,18,41,83,0.0,1024,5,10,208,10,Czech%20Republic
2020-01-14,5,-1,0.0,8.7,1,69,09:08 PM,10:24 AM,07:56 AM,04:26 PM,-2,-1,2,-1,18,31,74,0.0,1019,5,10,178,10,Czech%20Republic
2020-01-15,4,0,0.0,6.9,1,61,10:28 PM,10:49 AM,07:56 AM,04:27 PM,-3,-1,2,-1,15,34,72,0.0,1021,4,10,160,9,Czech%20Republic
2020-01-16,6,1,0.0,6.9,1,54,11:48 PM,11:11 AM,07:55 AM,04:29 PM,1,2,4,2,10,38,86,0.0,1029,6,10,171,5,Czech%20Republic
2020-01-17,5,1,0.0,8.7,2,47,No moonrise,11:33 AM,07:54 AM,04:30 PM,0,1,3,1,14,19,85,0.0,1024,5,10,140,9,Czech%20Republic
2020-01-18,5,1,0.0,8.7,1,40,01:06 AM,11:56 AM,07:53 AM,04:32 PM,-1,-1,3,-1,21,47,77,3.5,1023,5,10,233,14,Czech%20Republic
2020-01-19,2,1,1.3,3.3,1,32,02:23 AM,12:21 PM,07:52 AM,04:33 PM,-0,-1,1,-1,13,90,90,1.8,1030,2,6,283,9,Czech%20Republic
2020-01-20,3,-1,0.0,5.1,1,25,03:39 AM,12:51 PM,07:51 AM,04:35 PM,-1,0,2,0,9,75,82,0.0,1045,3,10,185,6,Czech%20Republic
2020-01-21,5,1,0.0,8.7,2,18,04:52 AM,01:28 PM,07:51 AM,04:37 PM,-1,1,2,1,5,2,81,0.0,1043,5,10,194,4,Czech%20Republic
2020-01-22,4,-2,0.0,6.9,1,11,05:59 AM,02:13 PM,07:49 AM,04:38 PM,-3,-1,2,-1,13,35,70,0.0,1035,4,10,270,8,Czech%20Republic
2020-01-23,4,1,0.0,8.7,1,3,06:57 AM,03:06 PM,07:48 AM,04:40 PM,-1,1,2,1,7,37,80,0.0,1034,4,10,162,5,Czech%20Republic
2020-01-24,2,-2,0.0,6.9,1,0,07:45 AM,04:07 PM,07:47 AM,04:41 PM,-3,-1,0,-1,6,33,79,0.0,1026,2,10,152,4,Czech%20Republic
2020-01-25,3,-0,0.0,8.7,2,0,08:23 AM,05:12 PM,07:46 AM,04:43 PM,-2,1,1,1,4,3,75,0.0,1023,3,10,191,3,Czech%20Republic
2020-01-26,3,-0,0.0,6.9,1,4,08:54 AM,06:19 PM,07:45 AM,04:45 PM,-2,1,1,1,6,46,80,0.0,1021,3,10,175,4,Czech%20Republic
2020-01-27,5,-0,0.0,5.2,1,11,09:19 AM,07:26 PM,07:44 AM,04:46 PM,1,1,3,1,17,85,85,1.1,1016,5,7,194,9,Czech%20Republic
2020-01-28,5,1,0.1,3.4,1,18,09:40 AM,08:31 PM,07:43 AM,04:48 PM,-1,-1,3,-1,29,83,76,0.8,1002,5,9,206,18,Czech%20Republic
2020-01-29,4,1,0.1,6.9,1,26,09:59 AM,09:37 PM,07:41 AM,04:50 PM,-3,-3,2,-3,36,63,68,0.2,1007,4,10,261,25,Czech%20Republic
2020-01-30,6,1,0.1,3.4,1,33,10:16 AM,10:41 PM,07:40 AM,04:52 PM,-0,-1,3,-1,31,85,78,0.3,1012,6,10,245,20,Czech%20Republic
2020-01-31,12,5,0.0,3.4,3,37,10:34 AM,11:46 PM,07:39 AM,04:53 PM,6,6,9,6,36,74,78,1.4,1009,12,9,259,22,Czech%20Republic
2020-02-01,12,8,0.0,3.4,3,49,10:52 AM,No moonset,07:37 AM,04:55 PM,7,7,10,7,30,74,82,1.0,1009,12,9,236,19,Czech%20Republic
2020-02-02,9,3,0.0,3.5,2,57,11:13 AM,12:52 AM,07:36 AM,04:57 PM,3,5,8,5,33,85,71,3.7,1011,9,7,256,22,Czech%20Republic
2020-02-03,9,7,0.0,3.5,2,64,11:38 AM,02:00 AM,07:34 AM,04:58 PM,4,5,8,5,34,99,75,8.1,1010,9,7,270,23,Czech%20Republic
2020-02-04,4,2,6.5,3.6,1,72,12:08 PM,03:09 AM,07:33 AM,05:00 PM,0,0,4,0,27,96,77,21.4,1008,4,7,291,20,Czech%20Republic
2020-02-05,2,-1,0.6,3.6,1,79,12:48 PM,04:18 AM,07:31 AM,05:02 PM,-3,-5,1,-5,38,83,74,2.3,1024,2,4,288,28,Czech%20Republic
2020-02-06,4,-1,0.0,8.7,2,87,01:39 PM,05:24 AM,07:30 AM,05:04 PM,-4,-2,1,-2,20,42,69,0.0,1030,4,10,282,13,Czech%20Republic
2020-02-07,6,1,0.0,3.7,1,95,02:42 PM,06:22 AM,07:28 AM,05:05 PM,0,1,3,1,11,67,80,0.0,1029,6,10,212,7,Czech%20Republic
2020-02-08,4,1,0.0,7.0,1,100,03:57 PM,07:11 AM,07:26 AM,05:07 PM,-0,0,3,0,12,23,82,0.0,1026,4,10,149,9,Czech%20Republic
2020-02-09,8,1,0.0,8.7,1,100,05:19 PM,07:51 AM,07:25 AM,05:09 PM,-1,1,4,1,21,26,72,0.0,1023,8,10,185,12,Czech%20Republic
2020-02-10,9,4,0.0,3.7,2,83,06:43 PM,08:23 AM,07:23 AM,05:11 PM,0,3,7,3,51,75,61,10.4,1002,9,9,235,33,Czech%20Republic
2020-02-11,5,2,0.0,8.7,1,75,08:08 PM,08:50 AM,07:21 AM,05:13 PM,-5,-1,4,-1,47,48,53,1.2,1005,5,9,266,34,Czech%20Republic
2020-02-12,4,1,0.7,3.7,1,68,09:31 PM,09:14 AM,07:20 AM,05:14 PM,-5,-3,2,-3,37,66,60,1.6,1015,4,9,263,26,Czech%20Republic
2020-02-13,5,0,0.0,5.4,1,60,10:52 PM,09:37 AM,07:18 AM,05:16 PM,-2,-2,2,-2,24,56,72,1.7,1014,5,9,207,16,Czech%20Republic
2020-02-14,7,4,0.0,3.8,2,53,No moonrise,10:00 AM,07:16 AM,05:18 PM,2,2,5,2,21,89,82,5.2,1015,7,8,257,15,Czech%20Republic
2020-02-15,7,2,0.0,8.7,2,45,12:12 AM,10:24 AM,07:14 AM,05:19 PM,1,2,4,2,17,34,80,0.1,1026,7,10,214,10,Czech%20Republic
2020-02-16,11,2,0.0,8.7,3,38,01:30 AM,10:53 AM,07:12 AM,05:21 PM,0,4,6,4,24,26,67,0.0,1021,11,10,178,13,Czech%20Republic
2020-02-17,10,8,0.0,3.8,2,30,02:44 AM,11:28 AM,07:10 AM,05:23 PM,4,6,9,6,25,69,71,0.2,1018,10,9,219,14,Czech%20Republic
2020-02-18,8,4,0.0,3.8,2,22,03:53 AM,12:10 PM,07:09 AM,05:25 PM,0,2,6,2,33,72,66,0.8,1023,8,10,255,24,Czech%20Republic
2020-02-19,4,2,0.6,3.8,1,15,04:53 AM,01:00 PM,07:07 AM,05:26 PM,-1,-1,3,-1,31,72,73,1.6,1020,4,8,252,22,Czech%20Republic
2020-02-20,6,0,0.2,3.8,1,7,05:43 AM,01:58 PM,07:05 AM,05:28 PM,-0,-0,3,-0,20,62,80,0.4,1021,6,9,231,13,Czech%20Republic
2020-02-21,5,2,0.3,3.9,1,0,06:24 AM,03:01 PM,07:03 AM,05:30 PM,-2,-1,4,-1,33,80,65,1.8,1024,5,9,263,23,Czech%20Republic
2020-02-22,10,2,0.0,7.1,2,0,06:56 AM,04:07 PM,07:01 AM,05:32 PM,-1,2,6,2,33,55,61,0.0,1024,10,10,239,21,Czech%20Republic
2020-02-23,10,4,0.0,4.0,2,0,07:23 AM,05:14 PM,06:59 AM,05:33 PM,4,5,9,5,48,93,71,4.0,1015,10,7,263,32,Czech%20Republic
2020-02-24,6,2,0.0,7.1,1,0,07:45 AM,06:20 PM,06:57 AM,05:35 PM,-1,1,5,1,27,74,64,5.6,1019,6,10,257,20,Czech%20Republic
2020-02-25,9,5,0.0,4.1,2,8,08:04 AM,07:26 PM,06:55 AM,05:37 PM,4,5,8,5,31,79,76,2.2,1003,9,9,240,21,Czech%20Republic
2020-02-26,6,2,0.0,5.6,1,15,08:21 AM,08:30 PM,06:53 AM,05:38 PM,-3,-0,4,-0,27,61,65,0.5,999,6,10,245,19,Czech%20Republic
2020-02-27,5,1,0.3,4.1,1,23,08:39 AM,09:36 PM,06:51 AM,05:40 PM,-4,-2,2,-2,28,74,65,0.6,1007,5,9,249,20,Czech%20Republic
2020-02-28,6,2,0.6,4.1,2,30,08:57 AM,10:40 PM,06:49 AM,05:42 PM,-2,0,5,0,33,85,65,2.4,1003,6,8,248,24,Czech%20Republic
2020-02-29,5,-0,0.0,4.1,1,38,09:16 AM,11:47 PM,06:47 AM,05:43 PM,-2,-1,2,-1,21,91,75,2.3,1008,5,6,172,13,Czech%20Republic
2020-03-01,8,4,0.0,4.1,2,44,09:39 AM,No moonset,06:45 AM,05:45 PM,2,3,6,3,25,88,78,3.3,1003,8,7,214,16,Czech%20Republic
2020-03-02,9,3,0.2,8.7,2,51,10:05 AM,12:54 AM,06:43 AM,05:47 PM,-0,3,6,3,19,47,68,1.0,997,9,8,215,13,Czech%20Republic
2020-03-03,6,4,0.0,4.2,2,58,10:39 AM,02:02 AM,06:41 AM,05:48 PM,0,3,5,3,18,84,71,1.1,1001,6,9,275,13,Czech%20Republic
2020-03-04,6,1,0.0,4.2,1,65,11:24 AM,03:07 AM,06:38 AM,05:50 PM,-2,-0,3,-0,22,47,72,0.1,1013,6,10,255,15,Czech%20Republic
2020-03-05,8,1,0.0,7.2,2,73,12:19 PM,04:07 AM,06:36 AM,05:52 PM,-2,1,4,1,21,52,67,0.1,1006,8,9,177,14,Czech%20Republic
2020-03-06,8,2,0.0,4.2,2,80,01:28 PM,05:00 AM,06:34 AM,05:53 PM,2,2,5,2,24,93,77,4.6,995,8,10,198,17,Czech%20Republic
2020-03-07,6,3,0.0,4.2,1,87,02:46 PM,05:44 AM,06:32 AM,05:55 PM,0,-0,4,-0,31,90,76,3.2,1010,6,10,280,23,Czech%20Republic
2020-03-08,8,1,0.0,8.7,2,95,04:09 PM,06:18 AM,06:30 AM,05:56 PM,-1,2,4,2,18,39,70,0.0,1019,8,10,239,12,Czech%20Republic
2020-03-09,8,4,0.0,4.2,2,100,05:36 PM,06:48 AM,06:28 AM,05:58 PM,1,3,5,3,21,80,72,1.4,1014,8,7,237,14,Czech%20Republic
2020-03-10,7,1,0.0,7.3,2,100,07:02 PM,07:13 AM,06:26 AM,06:00 PM,2,1,5,1,30,63,79,1.0,1015,7,9,235,21,Czech%20Republic
2020-03-11,13,6,0.0,5.9,3,84,08:27 PM,07:37 AM,06:24 AM,06:01 PM,7,8,11,8,41,89,79,3.5,1013,13,7,250,26,Czech%20Republic
2020-03-12,13,8,0.0,5.9,3,76,09:51 PM,08:00 AM,06:21 AM,06:03 PM,7,9,11,9,32,79,74,0.8,1013,13,10,245,21,Czech%20Republic
2020-03-13,8,4,0.0,11.6,3,69,11:14 PM,08:25 AM,06:19 AM,06:04 PM,-1,2,6,2,32,28,62,0.3,1016,8,10,260,24,Czech%20Republic
2020-03-14,6,1,0.0,11.6,1,62,No moonrise,08:53 AM,06:17 AM,06:06 PM,-4,-0,3,-0,17,40,61,0.1,1024,6,10,199,12,Czech%20Republic
2020-03-15,10,0,0.0,11.6,3,55,12:32 AM,09:27 AM,06:15 AM,06:08 PM,-7,1,4,1,24,15,45,0.0,1023,10,10,146,17,Czech%20Republic
2020-03-16,13,1,0.0,10.2,2,47,01:46 AM,10:07 AM,06:13 AM,06:09 PM,-3,5,6,5,13,57,51,0.0,1022,13,10,174,8,Czech%20Republic
2020-03-17,10,6,0.0,6.0,2,40,02:49 AM,10:55 AM,06:11 AM,06:11 PM,4,7,8,7,9,68,77,0.3,1029,10,10,230,6,Czech%20Republic
2020-03-18,15,5,0.0,11.6,3,33,03:43 AM,11:51 AM,06:08 AM,06:12 PM,5,9,10,9,10,41,76,0.0,1028,15,7,237,7,Czech%20Republic
2020-03-19,15,8,0.0,10.2,3,25,04:26 AM,12:53 PM,06:06 AM,06:14 PM,6,11,12,11,7,32,72,0.0,1025,15,10,152,5,Czech%20Republic
2020-03-20,16,8,0.0,8.8,3,18,05:00 AM,01:59 PM,06:04 AM,06:15 PM,5,12,12,12,9,58,66,2.0,1022,16,10,208,7,Czech%20Republic
2020-03-21,5,1,2.0,8.8,1,11,05:28 AM,03:05 PM,06:02 AM,06:17 PM,-0,-1,4,-1,27,75,77,7.7,1024,5,7,36,21,Czech%20Republic
2020-03-22,3,-2,0.0,11.7,1,4,05:51 AM,04:11 PM,06:00 AM,06:19 PM,-9,-5,-0,-5,23,26,50,0.0,1032,3,10,47,17,Czech%20Republic
2020-03-23,3,-2,0.0,12.6,2,0,06:10 AM,05:17 PM,05:58 AM,06:20 PM,-11,-5,-0,-5,22,1,43,0.0,1037,3,10,53,16,Czech%20Republic
2020-03-24,4,-3,0.0,12.7,2,0,06:28 AM,06:22 PM,05:56 AM,06:22 PM,-11,-5,-0,-5,26,0,44,0.0,1035,4,10,69,18,Czech%20Republic
2020-03-25,6,-3,0.0,12.7,2,3,06:45 AM,07:27 PM,05:53 AM,06:23 PM,-10,-4,1,-4,26,5,47,0.0,1030,6,10,84,18,Czech%20Republic
2020-03-26,9,-1,0.0,12.7,3,11,07:02 AM,08:32 PM,05:51 AM,06:25 PM,-5,-1,3,-1,27,30,54,0.0,1024,9,10,100,18,Czech%20Republic
2020-03-27,13,2,0.0,12.8,3,18,07:21 AM,09:39 PM,05:49 AM,06:27 PM,1,5,7,5,23,26,65,0.0,1020,13,10,101,14,Czech%20Republic
2020-03-28,15,6,0.0,12.8,4,25,07:42 AM,10:45 PM,05:47 AM,06:28 PM,3,9,10,9,11,8,65,0.0,1017,15,10,262,7,Czech%20Republic
2020-03-29,6,0,0.9,8.0,1,32,08:06 AM,11:52 PM,05:45 AM,06:30 PM,-0,-0,4,-0,24,81,75,1.7,1019,6,8,220,18,Czech%20Republic
2020-03-30,3,-3,0.4,12.9,2,40,08:37 AM,No moonset,05:43 AM,06:31 PM,-9,-5,-0,-5,22,34,53,0.5,1026,3,9,13,16,Czech%20Republic
2020-03-31,3,-2,1.6,9.4,1,44,09:16 AM,12:57 AM,05:41 AM,06:33 PM,-7,-3,0,-3,16,75,59,2.4,1027,3,8,203,12,Czech%20Republic
2020-04-01,9,-0,0.0,13.0,3,56,10:06 AM,01:59 AM,05:38 AM,06:34 PM,-7,3,4,3,6,2,47,0.0,1023,9,10,225,5,Czech%20Republic
2020-04-02,11,1,0.0,13.0,3,64,11:07 AM,02:52 AM,05:36 AM,06:36 PM,-5,4,5,4,13,8,50,0.0,1014,11,10,233,8,Czech%20Republic
2020-04-03,8,2,0.0,9.4,2,71,12:18 PM,03:38 AM,05:34 AM,06:38 PM,-1,2,5,2,23,53,69,1.3,1014,8,10,273,15,Czech%20Republic
2020-04-04,9,3,0.0,10.7,2,79,01:38 PM,04:15 AM,05:32 AM,06:39 PM,-0,5,6,5,9,61,67,0.0,1025,9,10,130,6,Czech%20Republic
2020-04-05,14,4,0.0,13.1,4,87,03:02 PM,04:46 AM,05:30 AM,06:41 PM,1,7,9,7,19,7,62,0.0,1028,14,10,112,13,Czech%20Republic
2020-04-06,17,6,0.0,13.1,4,94,04:27 PM,05:12 AM,05:28 AM,06:42 PM,2,10,12,10,26,0,58,0.0,1026,17,10,139,16,Czech%20Republic
2020-04-07,16,7,0.0,13.2,4,100,05:53 PM,05:36 AM,05:25 AM,06:44 PM,3,11,11,11,12,2,58,0.0,1030,16,10,96,8,Czech%20Republic
2020-04-08,19,8,0.0,13.2,4,100,07:19 PM,05:59 AM,05:23 AM,06:46 PM,2,12,13,12,9,1,49,0.0,1028,19,10,128,6,Czech%20Republic
2020-04-09,19,8,0.0,12.0,3,83,08:45 PM,06:23 AM,05:21 AM,06:47 PM,5,13,13,13,12,34,59,0.7,1023,19,10,209,8,Czech%20Republic
2020-04-10,14,8,0.0,13.3,3,76,10:09 PM,06:49 AM,05:19 AM,06:49 PM,4,10,11,10,12,44,63,0.1,1026,14,10,201,8,Czech%20Republic
2020-04-11,16,8,0.0,13.3,4,68,11:29 PM,07:21 AM,05:17 AM,06:50 PM,2,11,11,11,9,14,53,0.0,1025,16,10,132,7,Czech%20Republic
2020-04-12,20,8,0.0,13.4,5,61,No moonrise,07:59 AM,05:15 AM,06:52 PM,4,14,14,14,7,6,54,0.0,1018,20,10,197,5,Czech%20Republic
2020-04-13,14,5,0.0,9.6,3,53,12:39 AM,08:46 AM,05:13 AM,06:54 PM,4,8,10,8,23,61,64,2.4,1013,14,10,290,16,Czech%20Republic
2020-04-14,8,1,0.0,13.4,1,46,01:39 AM,09:41 AM,05:11 AM,06:55 PM,-6,0,4,0,22,33,52,0.1,1023,8,10,315,16,Czech%20Republic
2020-04-15,14,1,0.0,13.5,3,38,02:27 AM,10:43 AM,05:09 AM,06:57 PM,-1,6,8,6,14,10,54,0.0,1024,14,10,273,10,Czech%20Republic
2020-04-16,20,7,0.0,13.5,4,30,03:04 AM,11:49 AM,05:07 AM,06:58 PM,4,13,13,13,8,9,56,0.0,1019,20,10,228,5,Czech%20Republic
2020-04-17,17,9,0.0,14.0,4,23,03:34 AM,12:55 PM,05:04 AM,07:00 PM,6,12,13,12,13,27,64,0.0,1017,17,10,160,9,Czech%20Republic
2020-04-18,19,9,0.0,14.0,5,15,03:58 AM,02:02 PM,05:02 AM,07:01 PM,6,13,13,13,8,21,62,0.0,1017,19,10,53,5,Czech%20Republic
2020-04-19,14,6,0.0,13.4,3,8,04:17 AM,03:08 PM,05:00 AM,07:03 PM,1,10,11,10,16,41,51,0.6,1019,14,8,31,12,Czech%20Republic
2020-04-20,12,3,0.0,14.5,3,0,04:35 AM,04:13 PM,04:58 AM,07:05 PM,-1,4,7,4,28,0,57,0.0,1023,12,10,77,20,Czech%20Republic
2020-04-21,14,4,0.0,14.5,4,0,04:52 AM,05:18 PM,04:56 AM,07:06 PM,0,6,9,6,31,0,55,0.0,1021,14,10,87,21,Czech%20Republic
2020-04-22,15,4,0.0,14.5,4,0,05:09 AM,06:23 PM,04:54 AM,07:08 PM,2,7,9,7,28,1,59,0.0,1023,15,10,83,19,Czech%20Republic
2020-04-23,17,6,0.0,14.5,4,0,05:27 AM,07:30 PM,04:52 AM,07:09 PM,4,10,11,10,16,2,62,0.0,1021,17,10,88,11,Czech%20Republic
2020-04-24,18,8,0.0,13.4,3,7,05:47 AM,08:37 PM,04:51 AM,07:11 PM,6,12,13,12,14,49,63,0.2,1012,18,10,247,9,Czech%20Republic
2020-04-25,12,7,0.0,14.5,3,15,06:10 AM,09:45 PM,04:49 AM,07:13 PM,3,8,10,8,19,25,65,0.1,1010,12,10,260,14,Czech%20Republic
2020-04-26,17,6,0.0,14.5,4,22,06:38 AM,10:52 PM,04:47 AM,07:14 PM,3,12,12,12,8,12,60,0.0,1011,17,10,142,5,Czech%20Republic
2020-04-27,21,7,0.0,14.5,5,30,07:14 AM,11:54 PM,04:45 AM,07:16 PM,4,13,14,13,10,10,56,0.0,1010,21,10,161,6,Czech%20Republic
2020-04-28,22,10,0.0,12.4,4,37,08:00 AM,No moonset,04:43 AM,07:17 PM,9,16,17,16,10,47,67,9.0,1006,22,9,225,6,Czech%20Republic
2020-04-29,16,12,0.0,9.2,3,45,08:56 AM,12:50 AM,04:41 AM,07:19 PM,10,13,14,13,19,99,76,14.9,1005,16,9,284,13,Czech%20Republic
2020-04-30,16,9,0.0,10.3,3,52,10:03 AM,01:37 AM,04:39 AM,07:20 PM,8,12,13,12,21,70,73,4.7,1008,16,10,239,14,Czech%20Republic
2020-05-01,15,9,0.0,9.3,3,58,11:17 AM,02:16 AM,04:37 AM,07:22 PM,6,10,12,10,24,84,71,18.6,1007,15,9,252,17,Czech%20Republic
2020-05-02,14,7,0.0,12.4,3,65,12:36 PM,02:47 AM,04:36 AM,07:23 PM,4,8,11,8,27,59,66,0.7,1008,14,9,252,20,Czech%20Republic
2020-05-03,15,6,0.0,11.4,3,72,01:59 PM,03:14 AM,04:34 AM,07:25 PM,4,9,11,9,19,62,62,1.1,1016,15,10,275,13,Czech%20Republic
2020-05-04,14,7,0.0,11.4,3,80,03:22 PM,03:38 AM,04:32 AM,07:27 PM,6,9,10,9,14,59,74,5.2,1016,14,9,250,9,Czech%20Republic
2020-05-05,12,6,0.0,12.4,2,87,04:46 PM,04:00 AM,04:31 AM,07:28 PM,1,6,8,6,17,47,63,1.5,1020,12,10,332,12,Czech%20Republic
2020-05-06,12,3,0.0,10.4,2,94,06:12 PM,04:22 AM,04:29 AM,07:30 PM,2,6,8,6,19,49,69,0.2,1022,12,10,313,13,Czech%20Republic
2020-05-07,14,5,0.0,14.5,3,100,07:38 PM,04:46 AM,04:27 AM,07:31 PM,3,7,9,7,22,17,66,0.0,1022,14,10,250,15,Czech%20Republic
2020-05-08,21,8,0.0,14.5,5,100,09:01 PM,05:15 AM,04:26 AM,07:33 PM,6,14,15,14,9,23,59,0.0,1019,21,10,209,5,Czech%20Republic
2020-05-09,21,11,0.0,12.5,4,84,10:19 PM,05:50 AM,04:24 AM,07:34 PM,10,16,16,16,9,62,68,2.8,1015,21,10,85,6,Czech%20Republic
2020-05-10,23,13,0.0,10.5,4,77,11:27 PM,06:33 AM,04:23 AM,07:36 PM,12,18,19,18,10,68,71,2.7,1007,23,10,173,7,Czech%20Republic
2020-05-11,15,3,9.7,9.5,3,70,No moonrise,07:26 AM,04:21 AM,07:37 PM,8,8,10,8,25,78,88,34.8,1001,15,7,217,18,Czech%20Republic
2020-05-12,11,1,2.5,14.5,3,62,12:21 AM,08:27 AM,04:20 AM,07:38 PM,-2,4,6,4,14,23,60,11.4,1017,11,9,273,10,Czech%20Republic
2020-05-13,12,4,0.0,12.5,2,55,01:04 AM,09:34 AM,04:18 AM,07:40 PM,1,7,8,7,12,47,63,0.6,1015,12,8,97,9,Czech%20Republic
2020-05-14,12,8,0.0,9.5,3,48,01:37 AM,10:42 AM,04:17 AM,07:41 PM,7,9,10,9,12,87,81,16.8,1012,12,9,119,9,Czech%20Republic
2020-05-15,13,7,0.0,9.6,3,40,02:03 AM,11:50 AM,04:15 AM,07:43 PM,3,7,9,7,20,70,67,0.3,1016,13,10,139,14,Czech%20Republic
2020-05-16,16,5,0.0,14.5,3,33,02:24 AM,12:57 PM,04:14 AM,07:44 PM,4,10,10,10,10,31,66,0.0,1023,16,10,211,6,Czech%20Republic
2020-05-17,20,7,0.0,14.5,5,26,02:43 AM,02:02 PM,04:13 AM,07:45 PM,8,14,14,14,9,17,67,0.0,1022,20,10,98,6,Czech%20Republic
2020-05-18,21,11,0.0,14.5,5,19,03:00 AM,03:08 PM,04:11 AM,07:47 PM,8,16,16,16,6,8,62,0.0,1023,21,10,214,4,Czech%20Republic
2020-05-19,22,12,0.0,11.6,4,11,03:16 AM,04:13 PM,04:10 AM,07:48 PM,10,17,17,17,14,51,67,1.1,1019,22,10,221,10,Czech%20Republic
2020-05-20,18,11,0.0,9.6,4,4,03:34 AM,05:19 PM,04:09 AM,07:49 PM,9,14,14,14,16,68,72,1.3,1021,18,10,287,11,Czech%20Republic
