date_time,United%20States%2C%20Oklahoma_maxtempC,United%20States%2C%20Oklahoma_mintempC,United%20States%2C%20Oklahoma_totalSnow_cm,United%20States%2C%20Oklahoma_sunHour,United%20States%2C%20Oklahoma_uvIndex,United%20States%2C%20Oklahoma_moon_illumination,United%20States%2C%20Oklahoma_moonrise,United%20States%2C%20Oklahoma_moonset,United%20States%2C%20Oklahoma_sunrise,United%20States%2C%20Oklahoma_sunset,United%20States%2C%20Oklahoma_DewPointC,United%20States%2C%20Oklahoma_FeelsLikeC,United%20States%2C%20Oklahoma_HeatIndexC,United%20States%2C%20Oklahoma_WindChillC,United%20States%2C%20Oklahoma_WindGustKmph,United%20States%2C%20Oklahoma_cloudcover,United%20States%2C%20Oklahoma_humidity,United%20States%2C%20Oklahoma_precipMM,United%20States%2C%20Oklahoma_pressure,United%20States%2C%20Oklahoma_tempC,United%20States%2C%20Oklahoma_visibility,United%20States%2C%20Oklahoma_winddirDegree,United%20States%2C%20Oklahoma_windspeedKmph,United%20States%2C%20Oklahoma_location
2020-01-01,11,3,0.0,8.7,3,37,11:56 AM,11:43 PM,07:40 AM,05:28 PM,-1,2,6,2,40,10,59,0.0,1011,11,10,194,25,United%20States%2C%20Oklahoma
2020-01-02,16,9,0.0,8.7,3,44,12:23 PM,No moonset,07:40 AM,05:29 PM,5,10,12,10,40,35,66,0.0,998,16,10,225,26,United%20States%2C%20Oklahoma
2020-01-03,8,5,0.0,7.0,2,51,12:50 PM,12:37 AM,07:40 AM,05:30 PM,1,2,6,2,40,63,71,8.3,1012,8,8,341,30,United%20States%2C%20Oklahoma
2020-01-04,10,2,0.0,8.7,3,59,01:18 PM,01:33 AM,07:40 AM,05:31 PM,-3,4,6,4,20,7,53,0.0,1025,10,10,164,11,United%20States%2C%20Oklahoma
2020-01-05,11,5,0.0,8.7,3,66,01:48 PM,02:30 AM,07:40 AM,05:31 PM,-1,4,7,4,33,5,55,0.0,1024,11,10,106,21,United%20States%2C%20Oklahoma
2020-01-06,10,2,0.0,8.7,3,73,02:21 PM,03:29 AM,07:40 AM,05:32 PM,-3,3,5,3,18,3,54,0.0,1023,10,10,197,11,United%20States%2C%20Oklahoma
2020-01-07,13,2,0.0,8.7,3,80,03:00 PM,04:29 AM,07:40 AM,05:33 PM,-7,5,7,5,28,0,37,0.0,1027,13,10,253,15,United%20States%2C%20Oklahoma
2020-01-08,13,6,0.0,5.4,2,88,03:46 PM,05:32 AM,07:40 AM,05:34 PM,-4,5,9,5,48,40,40,0.0,1020,13,10,195,29,United%20States%2C%20Oklahoma
2020-01-09,18,12,0.0,5.4,4,95,04:38 PM,06:34 AM,07:40 AM,05:35 PM,9,13,15,13,47,59,70,0.0,1010,18,10,197,32,United%20States%2C%20Oklahoma
2020-01-10,19,13,0.0,3.7,4,100,05:40 PM,07:35 AM,07:40 AM,05:36 PM,11,16,17,16,50,83,81,28.6,1007,19,8,237,30,United%20States%2C%20Oklahoma
2020-01-11,-2,-6,0.7,3.7,1,100,06:46 PM,08:29 AM,07:40 AM,05:37 PM,-5,-9,-3,-9,37,73,89,22.9,1017,-2,5,258,28,United%20States%2C%20Oklahoma
2020-01-12,9,-5,0.0,8.7,2,83,07:56 PM,09:19 AM,07:40 AM,05:38 PM,-1,-2,2,-2,32,5,78,0.0,1019,9,10,197,21,United%20States%2C%20Oklahoma
2020-01-13,15,4,0.0,8.7,3,76,09:06 PM,10:02 AM,07:40 AM,05:39 PM,5,6,9,6,40,10,76,0.0,1018,15,10,160,25,United%20States%2C%20Oklahoma
2020-01-14,16,7,0.0,8.7,4,69,10:16 PM,10:40 AM,07:39 AM,05:40 PM,4,10,11,10,23,13,63,0.0,1017,16,10,176,12,United%20States%2C%20Oklahoma
2020-01-15,13,7,0.0,8.7,4,61,11:24 PM,11:15 AM,07:39 AM,05:41 PM,4,9,12,9,41,30,62,0.0,1019,13,10,139,25,United%20States%2C%20Oklahoma
2020-01-16,2,-2,0.0,7.1,1,54,No moonrise,11:49 AM,07:39 AM,05:42 PM,-3,-3,2,-3,29,63,68,14.6,1032,2,9,53,22,United%20States%2C%20Oklahoma
2020-01-17,7,2,0.0,3.8,2,47,12:31 AM,12:21 PM,07:38 AM,05:42 PM,5,1,5,1,42,100,93,31.6,1023,7,7,146,28,United%20States%2C%20Oklahoma
2020-01-18,8,4,0.0,8.7,3,40,01:38 AM,12:56 PM,07:38 AM,05:43 PM,-2,3,6,3,39,3,56,0.3,1025,8,10,173,26,United%20States%2C%20Oklahoma
2020-01-19,8,2,0.0,7.1,2,32,02:43 AM,01:33 PM,07:38 AM,05:44 PM,-5,3,4,3,11,24,50,0.0,1033,8,10,165,7,United%20States%2C%20Oklahoma
2020-01-20,11,-1,0.0,8.7,3,25,03:49 AM,02:14 PM,07:37 AM,05:45 PM,-3,1,4,1,20,5,60,0.0,1033,11,10,158,13,United%20States%2C%20Oklahoma
2020-01-21,8,-1,0.0,7.1,1,18,04:52 AM,03:00 PM,07:37 AM,05:46 PM,-2,-1,3,-1,29,62,67,0.9,1029,8,10,133,20,United%20States%2C%20Oklahoma
2020-01-22,7,3,0.0,3.8,2,11,05:52 AM,03:51 PM,07:37 AM,05:47 PM,4,0,5,0,46,100,90,9.0,1017,7,5,173,32,United%20States%2C%20Oklahoma
2020-01-23,10,5,0.0,8.7,2,3,06:47 AM,04:46 PM,07:36 AM,05:49 PM,3,5,8,5,25,43,76,3.8,1015,10,7,287,18,United%20States%2C%20Oklahoma
2020-01-24,12,3,0.0,8.7,3,0,07:36 AM,05:44 PM,07:35 AM,05:50 PM,-3,5,7,5,17,12,51,0.0,1019,12,10,254,10,United%20States%2C%20Oklahoma
2020-01-25,12,3,0.0,8.7,3,0,08:18 AM,06:42 PM,07:35 AM,05:51 PM,1,4,7,4,26,34,68,0.6,1017,12,10,140,16,United%20States%2C%20Oklahoma
2020-01-26,14,7,0.0,8.7,3,4,08:55 AM,07:40 PM,07:34 AM,05:52 PM,6,10,11,10,12,32,75,1.8,1014,14,9,257,8,United%20States%2C%20Oklahoma
2020-01-27,16,7,0.0,8.7,4,11,09:28 AM,08:37 PM,07:34 AM,05:53 PM,5,10,11,10,17,19,68,0.0,1015,16,10,156,10,United%20States%2C%20Oklahoma
2020-01-28,7,-6,16.1,3.8,1,18,09:57 AM,09:33 PM,07:33 AM,05:54 PM,3,-1,4,-1,39,98,92,57.5,1014,7,6,150,27,United%20States%2C%20Oklahoma
2020-01-29,8,1,0.0,8.7,1,26,10:24 AM,10:28 PM,07:32 AM,05:55 PM,0,-0,4,-0,26,38,79,0.0,1020,8,10,146,19,United%20States%2C%20Oklahoma
2020-01-30,5,3,0.0,3.8,1,33,10:51 AM,11:23 PM,07:32 AM,05:56 PM,1,1,4,1,12,96,82,0.0,1022,5,10,145,9,United%20States%2C%20Oklahoma
2020-01-31,9,2,0.0,8.7,3,37,11:19 AM,No moonset,07:31 AM,05:57 PM,-0,2,5,2,22,16,69,0.0,1022,9,10,286,14,United%20States%2C%20Oklahoma
2020-02-01,14,2,0.0,8.7,3,49,11:47 AM,12:18 AM,07:30 AM,05:58 PM,-3,5,8,5,22,6,48,0.0,1022,14,10,273,12,United%20States%2C%20Oklahoma
2020-02-02,19,9,0.0,8.7,4,57,12:18 PM,01:15 AM,07:30 AM,05:59 PM,1,12,13,12,42,13,45,0.0,1015,19,10,215,23,United%20States%2C%20Oklahoma
2020-02-03,19,13,0.0,10.7,5,64,12:53 PM,02:13 AM,07:29 AM,06:00 PM,3,14,15,14,52,34,44,0.0,1002,19,10,203,32,United%20States%2C%20Oklahoma
2020-02-04,5,-4,0.0,5.4,1,72,01:34 PM,03:14 AM,07:28 AM,06:01 PM,-1,-2,3,-2,34,74,76,0.0,1012,5,9,186,26,United%20States%2C%20Oklahoma
2020-02-05,1,-3,0.2,6.9,1,79,02:22 PM,04:15 AM,07:27 AM,06:02 PM,-6,-8,-2,-8,33,75,70,1.1,1016,1,5,347,26,United%20States%2C%20Oklahoma
2020-02-06,6,-5,0.0,10.8,2,87,03:19 PM,05:16 AM,07:26 AM,06:03 PM,-6,-3,0,-3,19,10,65,0.0,1009,6,10,293,12,United%20States%2C%20Oklahoma
2020-02-07,9,-1,0.0,10.8,3,95,04:23 PM,06:14 AM,07:25 AM,06:04 PM,-3,1,4,1,22,23,61,0.0,1010,9,10,249,12,United%20States%2C%20Oklahoma
2020-02-08,11,2,0.0,10.8,3,100,05:33 PM,07:07 AM,07:24 AM,06:05 PM,0,3,6,3,26,12,67,0.0,1019,11,10,185,16,United%20States%2C%20Oklahoma
2020-02-09,16,7,0.0,5.4,3,100,06:45 PM,07:54 AM,07:23 AM,06:06 PM,7,8,11,8,49,74,77,2.0,1012,16,10,175,32,United%20States%2C%20Oklahoma
2020-02-10,4,-2,0.0,5.4,1,83,07:58 PM,08:35 AM,07:22 AM,06:07 PM,-3,-2,3,-2,25,60,66,3.4,1022,4,9,24,19,United%20States%2C%20Oklahoma
2020-02-11,5,3,0.0,5.4,1,75,09:09 PM,09:13 AM,07:21 AM,06:08 PM,-1,-0,4,-0,24,84,69,3.9,1023,5,9,38,18,United%20States%2C%20Oklahoma
2020-02-12,4,-3,0.0,5.4,1,68,10:19 PM,09:48 AM,07:20 AM,06:09 PM,2,1,3,1,16,94,91,18.1,1013,4,8,218,11,United%20States%2C%20Oklahoma
2020-02-13,1,-5,0.0,10.9,2,60,11:28 PM,10:22 AM,07:19 AM,06:10 PM,-12,-8,-2,-8,29,11,47,0.0,1028,1,10,122,22,United%20States%2C%20Oklahoma
2020-02-14,6,-4,0.0,10.9,1,53,No moonrise,10:57 AM,07:18 AM,06:11 PM,-10,-4,0,-4,24,19,47,0.0,1031,6,10,131,17,United%20States%2C%20Oklahoma
2020-02-15,14,4,0.0,11.0,2,45,12:36 AM,11:34 AM,07:17 AM,06:12 PM,3,4,8,4,41,26,71,0.0,1020,14,10,199,28,United%20States%2C%20Oklahoma
2020-02-16,12,6,0.0,8.5,2,38,01:42 AM,12:13 PM,07:16 AM,06:13 PM,7,8,9,8,11,38,87,0.0,1015,12,10,194,7,United%20States%2C%20Oklahoma
2020-02-17,14,8,0.0,10.1,3,30,02:46 AM,12:58 PM,07:15 AM,06:14 PM,8,9,11,9,25,36,83,0.1,1008,14,10,188,16,United%20States%2C%20Oklahoma
2020-02-18,9,5,0.0,11.0,3,22,03:47 AM,01:47 PM,07:14 AM,06:15 PM,1,4,7,4,34,16,63,0.0,1022,9,10,21,24,United%20States%2C%20Oklahoma
2020-02-19,10,1,0.0,11.0,3,15,04:43 AM,02:40 PM,07:13 AM,06:15 PM,-2,2,5,2,22,33,61,0.5,1030,10,9,68,16,United%20States%2C%20Oklahoma
2020-02-20,4,1,2.1,7.0,1,7,05:33 AM,03:36 PM,07:12 AM,06:16 PM,-1,-2,3,-2,31,80,79,3.9,1036,4,5,38,24,United%20States%2C%20Oklahoma
2020-02-21,8,-1,0.0,11.1,2,0,06:16 AM,04:34 PM,07:10 AM,06:17 PM,-6,-0,3,-0,17,3,55,0.0,1037,8,10,143,12,United%20States%2C%20Oklahoma
2020-02-22,12,3,0.0,11.1,3,0,06:54 AM,05:32 PM,07:09 AM,06:18 PM,0,3,7,3,37,19,64,0.0,1026,12,10,188,25,United%20States%2C%20Oklahoma
2020-02-23,12,7,0.0,5.6,3,0,07:28 AM,06:29 PM,07:08 AM,06:19 PM,8,7,11,7,44,83,83,1.7,1012,12,8,188,29,United%20States%2C%20Oklahoma
2020-02-24,11,5,0.0,7.1,2,0,07:59 AM,07:25 PM,07:07 AM,06:20 PM,7,7,10,7,37,72,79,5.2,1005,11,10,278,25,United%20States%2C%20Oklahoma
2020-02-25,10,4,0.0,8.6,2,8,08:26 AM,08:20 PM,07:05 AM,06:21 PM,-2,4,7,4,32,47,54,0.2,1016,10,9,303,24,United%20States%2C%20Oklahoma
2020-02-26,5,-2,0.0,11.2,2,15,08:53 AM,09:15 PM,07:04 AM,06:22 PM,-9,-4,2,-4,33,10,45,0.0,1028,5,10,320,25,United%20States%2C%20Oklahoma
2020-02-27,12,0,0.0,10.1,2,23,09:20 AM,10:10 PM,07:03 AM,06:23 PM,-6,2,6,2,27,23,44,0.0,1024,12,10,219,17,United%20States%2C%20Oklahoma
2020-02-28,14,4,0.0,5.6,2,30,09:48 AM,11:06 PM,07:02 AM,06:24 PM,0,7,9,7,19,58,56,0.5,1027,14,10,231,12,United%20States%2C%20Oklahoma
2020-02-29,19,7,0.0,10.1,3,38,10:17 AM,No moonset,07:00 AM,06:25 PM,1,12,13,12,34,29,44,0.0,1020,19,10,189,22,United%20States%2C%20Oklahoma
2020-03-01,22,12,0.0,11.6,5,44,10:50 AM,12:03 AM,06:59 AM,06:26 PM,5,15,16,15,43,9,50,0.0,1006,22,10,201,29,United%20States%2C%20Oklahoma
2020-03-02,9,7,0.0,8.7,2,51,11:27 AM,01:02 AM,06:58 AM,06:27 PM,5,7,9,7,24,42,73,0.0,1008,9,10,82,16,United%20States%2C%20Oklahoma
2020-03-03,17,9,0.0,11.6,4,58,12:11 PM,02:01 AM,06:56 AM,06:28 PM,4,12,12,12,12,18,58,0.0,1012,17,10,89,8,United%20States%2C%20Oklahoma
2020-03-04,15,10,0.0,11.6,4,65,01:02 PM,03:01 AM,06:55 AM,06:28 PM,1,11,12,11,22,39,48,0.0,1017,15,10,90,15,United%20States%2C%20Oklahoma
2020-03-05,17,6,0.0,11.6,4,73,02:01 PM,03:58 AM,06:54 AM,06:29 PM,-0,9,11,9,22,5,48,0.0,1023,17,10,183,14,United%20States%2C%20Oklahoma
2020-03-06,16,7,0.0,11.6,4,80,03:07 PM,04:52 AM,06:52 AM,06:30 PM,-3,10,11,10,18,2,39,0.0,1032,16,10,144,11,United%20States%2C%20Oklahoma
2020-03-07,16,7,0.0,10.2,3,87,04:18 PM,05:41 AM,06:51 AM,06:31 PM,0,9,11,9,39,48,48,0.0,1028,16,10,182,25,United%20States%2C%20Oklahoma
2020-03-08,14,9,0.0,7.3,3,95,05:31 PM,06:25 AM,06:50 AM,06:32 PM,7,8,11,8,49,57,75,1.4,1021,14,10,189,35,United%20States%2C%20Oklahoma
2020-03-09,23,13,0.0,10.2,4,100,06:44 PM,07:05 AM,06:48 AM,06:33 PM,12,17,19,17,46,50,69,5.6,1015,23,8,216,33,United%20States%2C%20Oklahoma
2020-03-10,22,9,0.0,11.6,5,100,07:57 PM,07:42 AM,06:47 AM,06:34 PM,9,14,15,14,23,15,70,0.1,1021,22,10,118,14,United%20States%2C%20Oklahoma
2020-03-11,23,16,0.0,11.6,4,84,09:09 PM,08:17 AM,06:45 AM,06:35 PM,12,19,19,19,31,38,66,5.1,1012,23,10,145,19,United%20States%2C%20Oklahoma
2020-03-12,23,16,0.0,11.6,4,76,10:20 PM,08:53 AM,06:44 AM,06:35 PM,10,18,19,18,36,25,57,0.0,1008,23,10,153,23,United%20States%2C%20Oklahoma
2020-03-13,11,8,0.0,6.0,2,69,11:31 PM,09:30 AM,06:43 AM,06:36 PM,3,7,10,7,38,82,60,2.6,1021,11,10,70,28,United%20States%2C%20Oklahoma
2020-03-14,16,8,0.0,6.0,3,62,No moonrise,10:10 AM,06:41 AM,06:37 PM,10,10,12,10,25,91,89,58.6,1019,16,7,92,18,United%20States%2C%20Oklahoma
2020-03-15,10,8,0.0,6.0,2,55,12:38 AM,10:54 AM,06:40 AM,06:38 PM,7,6,9,6,24,96,87,2.5,1027,10,10,44,19,United%20States%2C%20Oklahoma
2020-03-16,16,10,0.0,6.0,3,47,01:42 AM,11:43 AM,06:38 AM,06:39 PM,13,13,13,13,20,100,95,17.6,1021,16,7,132,13,United%20States%2C%20Oklahoma
2020-03-17,17,12,0.0,6.0,4,40,02:40 AM,12:35 PM,06:37 AM,06:40 PM,15,15,15,15,27,100,94,6.0,1018,17,8,153,18,United%20States%2C%20Oklahoma
2020-03-18,25,14,0.0,11.6,5,33,03:32 AM,01:31 PM,06:36 AM,06:40 PM,15,20,20,20,38,39,73,21.9,1011,25,9,191,24,United%20States%2C%20Oklahoma
2020-03-19,22,18,0.0,8.8,5,25,04:17 AM,02:28 PM,06:34 AM,06:41 PM,11,19,20,19,50,54,63,3.2,1008,22,10,212,33,United%20States%2C%20Oklahoma
2020-03-20,8,4,0.0,11.6,2,18,04:56 AM,03:26 PM,06:33 AM,06:42 PM,-1,5,8,5,39,23,54,0.0,1025,8,10,183,28,United%20States%2C%20Oklahoma
2020-03-21,13,2,0.0,11.6,3,11,05:31 AM,04:23 PM,06:31 AM,06:43 PM,1,5,7,5,18,23,63,0.7,1029,13,10,74,13,United%20States%2C%20Oklahoma
2020-03-22,19,11,0.0,6.1,4,4,06:02 AM,05:19 PM,06:30 AM,06:44 PM,12,13,14,13,22,96,86,11.6,1018,19,9,196,15,United%20States%2C%20Oklahoma
2020-03-23,24,14,0.0,11.6,4,0,06:30 AM,06:15 PM,06:28 AM,06:45 PM,14,18,19,18,25,41,80,0.3,1012,24,8,175,16,United%20States%2C%20Oklahoma
2020-03-24,22,17,0.0,11.6,5,0,06:57 AM,07:10 PM,06:27 AM,06:45 PM,11,19,20,19,40,17,63,0.2,1007,22,10,252,26,United%20States%2C%20Oklahoma
2020-03-25,25,12,0.0,11.6,5,3,07:23 AM,08:05 PM,06:26 AM,06:46 PM,12,17,18,17,30,7,70,0.0,1009,25,10,164,19,United%20States%2C%20Oklahoma
2020-03-26,29,18,0.0,11.6,6,11,07:50 AM,09:01 PM,06:24 AM,06:47 PM,10,23,23,23,46,2,46,0.0,1004,29,10,211,26,United%20States%2C%20Oklahoma
2020-03-27,29,20,0.0,11.6,5,18,08:18 AM,09:57 PM,06:23 AM,06:48 PM,16,25,25,24,31,38,64,1.8,1003,29,10,201,19,United%20States%2C%20Oklahoma
2020-03-28,20,15,0.0,11.6,4,25,08:50 AM,10:55 PM,06:21 AM,06:49 PM,5,18,18,18,45,36,43,2.4,1005,20,10,258,30,United%20States%2C%20Oklahoma
2020-03-29,19,9,0.0,10.2,4,32,09:25 AM,11:53 PM,06:20 AM,06:50 PM,2,13,14,13,19,23,43,0.0,1017,19,10,235,11,United%20States%2C%20Oklahoma
2020-03-30,19,11,0.0,7.5,3,40,10:06 AM,No moonset,06:18 AM,06:50 PM,8,12,13,12,36,50,70,14.6,1015,19,9,136,22,United%20States%2C%20Oklahoma
2020-03-31,15,11,0.0,7.5,3,44,10:53 AM,12:52 AM,06:17 AM,06:51 PM,10,12,13,12,20,74,82,6.1,1015,15,8,82,15,United%20States%2C%20Oklahoma
2020-04-01,20,10,0.0,11.6,4,56,11:47 AM,01:49 AM,06:16 AM,06:52 PM,9,13,14,13,36,39,73,0.0,1013,20,10,175,24,United%20States%2C%20Oklahoma
2020-04-02,20,14,0.0,7.5,4,64,12:48 PM,02:42 AM,06:14 AM,06:53 PM,13,15,17,15,50,67,81,0.0,1008,20,10,181,36,United%20States%2C%20Oklahoma
2020-04-03,11,0,0.0,6.2,2,71,01:55 PM,03:32 AM,06:13 AM,06:54 PM,6,6,9,6,39,82,79,0.2,1014,11,10,239,30,United%20States%2C%20Oklahoma
2020-04-04,13,3,0.0,7.6,2,79,03:05 PM,04:16 AM,06:11 AM,06:55 PM,3,4,7,4,23,62,76,0.0,1020,13,10,28,17,United%20States%2C%20Oklahoma
2020-04-05,21,9,0.0,7.6,4,87,04:17 PM,04:57 AM,06:10 AM,06:55 PM,11,13,14,13,22,67,83,1.0,1016,21,9,156,15,United%20States%2C%20Oklahoma
2020-04-06,20,15,0.0,7.6,4,94,05:30 PM,05:34 AM,06:09 AM,06:56 PM,15,17,17,17,45,79,86,1.4,1013,20,9,189,31,United%20States%2C%20Oklahoma
2020-04-07,27,16,0.0,11.6,6,100,06:43 PM,06:09 AM,06:07 AM,06:57 PM,13,21,21,21,36,17,65,0.0,1007,27,10,212,23,United%20States%2C%20Oklahoma
2020-04-08,27,16,0.0,11.6,6,100,07:56 PM,06:45 AM,06:06 AM,06:58 PM,8,22,22,21,31,4,44,0.0,1007,27,10,249,19,United%20States%2C%20Oklahoma
2020-04-09,17,11,0.0,11.6,4,83,09:09 PM,07:22 AM,06:05 AM,06:59 PM,4,13,14,13,29,8,52,0.0,1017,17,10,55,21,United%20States%2C%20Oklahoma
2020-04-10,17,7,0.0,11.6,3,76,10:20 PM,08:01 AM,06:03 AM,07:00 PM,2,9,11,9,26,31,53,0.0,1018,17,10,106,17,United%20States%2C%20Oklahoma
2020-04-11,21,12,0.0,6.5,4,68,11:28 PM,08:45 AM,06:02 AM,07:00 PM,13,15,16,15,42,69,79,0.8,1006,21,10,187,30,United%20States%2C%20Oklahoma
2020-04-12,25,17,0.0,10.3,5,61,No moonrise,09:34 AM,06:01 AM,07:01 PM,10,20,21,20,45,48,69,7.0,998,25,10,235,32,United%20States%2C%20Oklahoma
2020-04-13,9,0,0.0,13.3,3,53,12:31 AM,10:26 AM,05:59 AM,07:02 PM,-6,1,6,1,32,38,47,0.1,1022,9,10,168,25,United%20States%2C%20Oklahoma
2020-04-14,4,-0,3.7,8.4,1,46,01:28 AM,11:23 AM,05:58 AM,07:03 PM,1,-0,3,-0,15,88,86,5.0,1025,4,5,123,11,United%20States%2C%20Oklahoma
2020-04-15,16,1,0.0,13.5,3,38,02:16 AM,12:21 PM,05:57 AM,07:04 PM,2,6,8,6,27,9,67,0.2,1021,16,10,219,17,United%20States%2C%20Oklahoma
2020-04-16,19,8,0.0,13.5,4,30,02:58 AM,01:19 PM,05:56 AM,07:05 PM,7,11,13,11,51,16,67,0.0,1014,19,10,177,35,United%20States%2C%20Oklahoma
2020-04-17,12,4,0.0,10.9,2,23,03:34 AM,02:17 PM,05:54 AM,07:05 PM,4,5,9,5,32,63,75,1.1,1019,12,7,189,25,United%20States%2C%20Oklahoma
2020-04-18,17,4,0.0,13.3,3,15,04:05 AM,03:14 PM,05:53 AM,07:06 PM,5,9,10,9,24,38,73,2.2,1016,17,10,149,16,United%20States%2C%20Oklahoma
2020-04-19,19,14,0.0,12.1,4,8,04:34 AM,04:09 PM,05:52 AM,07:07 PM,12,16,16,16,32,53,79,0.4,1006,19,10,151,23,United%20States%2C%20Oklahoma
2020-04-20,22,10,0.0,13.6,5,0,05:01 AM,05:04 PM,05:51 AM,07:08 PM,9,15,17,15,13,11,69,0.0,1011,22,10,157,8,United%20States%2C%20Oklahoma
2020-04-21,25,14,0.0,13.6,6,0,05:27 AM,05:59 PM,05:49 AM,07:09 PM,11,19,20,19,21,22,62,0.0,1013,25,10,181,14,United%20States%2C%20Oklahoma
2020-04-22,23,16,0.0,8.5,5,0,05:54 AM,06:55 PM,05:48 AM,07:10 PM,16,19,19,19,41,84,86,36.0,1004,23,8,217,23,United%20States%2C%20Oklahoma
2020-04-23,26,13,0.0,13.6,6,0,06:21 AM,07:52 PM,05:47 AM,07:10 PM,11,19,20,19,27,15,62,0.1,1005,26,10,268,16,United%20States%2C%20Oklahoma
2020-04-24,17,7,0.0,8.5,4,7,06:52 AM,08:50 PM,05:46 AM,07:11 PM,12,14,15,14,28,68,76,6.2,1006,17,10,170,18,United%20States%2C%20Oklahoma
2020-04-25,20,11,0.0,13.7,5,15,07:26 AM,09:49 PM,05:45 AM,07:12 PM,9,15,16,15,25,29,64,0.0,1016,20,10,240,16,United%20States%2C%20Oklahoma
2020-04-26,23,11,0.0,13.7,5,22,08:04 AM,10:47 PM,05:44 AM,07:13 PM,9,17,18,17,25,13,60,0.0,1020,23,10,204,16,United%20States%2C%20Oklahoma
2020-04-27,25,15,0.0,10.9,5,30,08:49 AM,11:45 PM,05:42 AM,07:14 PM,15,20,21,20,43,52,72,2.2,1013,25,10,188,28,United%20States%2C%20Oklahoma
2020-04-28,25,18,0.0,9.8,5,37,09:40 AM,No moonset,05:41 AM,07:15 PM,18,21,22,21,37,51,82,0.7,1009,25,10,163,24,United%20States%2C%20Oklahoma
2020-04-29,20,13,0.0,13.8,5,45,10:38 AM,12:38 AM,05:40 AM,07:15 PM,7,16,17,16,36,4,54,0.0,1016,20,10,213,24,United%20States%2C%20Oklahoma
2020-04-30,24,12,0.0,13.8,5,52,11:41 AM,01:28 AM,05:39 AM,07:16 PM,8,17,18,17,18,1,56,0.0,1017,24,10,250,11,United%20States%2C%20Oklahoma
2020-05-01,28,17,0.0,13.3,5,58,12:48 PM,02:12 AM,05:38 AM,07:17 PM,12,23,23,22,50,31,55,0.0,1008,28,10,188,33,United%20States%2C%20Oklahoma
2020-05-02,29,20,0.0,13.3,5,65,01:57 PM,02:53 AM,05:37 AM,07:18 PM,17,26,26,24,43,33,65,1.5,1008,29,10,183,29,United%20States%2C%20Oklahoma
2020-05-03,22,20,0.0,11.0,5,72,03:07 PM,03:30 AM,05:36 AM,07:19 PM,18,22,24,22,35,45,79,0.1,1009,22,10,111,24,United%20States%2C%20Oklahoma
2020-05-04,33,17,0.0,13.3,6,80,04:18 PM,04:05 AM,05:35 AM,07:20 PM,18,25,25,24,24,48,75,2.1,1007,33,6,137,17,United%20States%2C%20Oklahoma
2020-05-05,22,15,0.0,13.9,4,87,05:30 PM,04:39 AM,05:34 AM,07:20 PM,10,19,20,19,33,20,61,0.8,1016,22,10,23,23,United%20States%2C%20Oklahoma
2020-05-06,23,12,0.0,13.9,5,94,06:42 PM,05:14 AM,05:33 AM,07:21 PM,7,17,18,17,24,10,51,0.0,1021,23,10,180,15,United%20States%2C%20Oklahoma
2020-05-07,23,14,0.0,9.9,4,100,07:55 PM,05:52 AM,05:32 AM,07:22 PM,12,18,19,18,37,57,68,2.9,1014,23,10,157,25,United%20States%2C%20Oklahoma
2020-05-08,15,11,0.0,11.0,3,100,09:07 PM,06:33 AM,05:31 AM,07:23 PM,8,12,14,12,44,56,71,19.3,1019,15,9,151,28,United%20States%2C%20Oklahoma
2020-05-09,18,6,0.0,13.9,4,84,10:14 PM,07:21 AM,05:30 AM,07:24 PM,6,11,13,11,25,11,66,0.0,1023,18,10,147,17,United%20States%2C%20Oklahoma
2020-05-10,18,10,0.0,14.0,3,77,11:16 PM,08:12 AM,05:29 AM,07:25 PM,7,13,14,13,20,36,66,0.0,1024,18,10,107,13,United%20States%2C%20Oklahoma
2020-05-11,12,8,0.0,9.9,3,70,No moonrise,09:09 AM,05:29 AM,07:25 PM,7,8,11,8,25,79,77,3.8,1024,12,8,96,17,United%20States%2C%20Oklahoma
2020-05-12,15,9,0.0,8.7,3,62,12:09 AM,10:09 AM,05:28 AM,07:26 PM,10,10,12,10,29,98,91,9.4,1015,15,7,77,19,United%20States%2C%20Oklahoma
2020-05-13,22,15,0.0,9.9,4,55,12:55 AM,11:09 AM,05:27 AM,07:27 PM,17,18,19,18,40,84,91,7.0,1011,22,10,174,26,United%20States%2C%20Oklahoma
2020-05-14,25,17,0.0,9.9,5,48,01:34 AM,12:08 PM,05:26 AM,07:28 PM,19,22,22,21,42,67,83,22.0,1008,25,9,197,28,United%20States%2C%20Oklahoma
2020-05-15,26,21,0.0,8.8,5,40,02:07 AM,01:06 PM,05:25 AM,07:29 PM,21,24,24,23,40,80,88,35.9,1008,26,8,171,23,United%20States%2C%20Oklahoma
2020-05-16,27,18,0.0,11.1,5,33,02:37 AM,02:02 PM,05:25 AM,07:29 PM,18,24,24,23,20,70,78,9.9,1009,27,9,174,12,United%20States%2C%20Oklahoma
2020-05-17,27,19,0.0,11.1,5,26,03:05 AM,02:57 PM,05:24 AM,07:30 PM,18,24,24,23,20,52,79,3.2,1014,27,10,121,13,United%20States%2C%20Oklahoma
2020-05-18,25,14,0.0,14.1,6,19,03:31 AM,03:53 PM,05:23 AM,07:31 PM,12,20,21,20,16,9,65,0.0,1013,25,10,71,10,United%20States%2C%20Oklahoma
