date_time,Bangladesh_maxtempC,Bangladesh_mintempC,Bangladesh_totalSnow_cm,Bangladesh_sunHour,Bangladesh_uvIndex,Bangladesh_moon_illumination,Bangladesh_moonrise,Bangladesh_moonset,Bangladesh_sunrise,Bangladesh_sunset,Bangladesh_DewPointC,Bangladesh_FeelsLikeC,Bangladesh_HeatIndexC,Bangladesh_WindChillC,Bangladesh_WindGustKmph,Bangladesh_cloudcover,Bangladesh_humidity,Bangladesh_precipMM,Bangladesh_pressure,Bangladesh_tempC,Bangladesh_visibility,Bangladesh_winddirDegree,Bangladesh_windspeedKmph,Bangladesh_location
2020-11-19,31,22,0.0,8.7,7,24,10:23 AM,09:16 PM,06:15 AM,05:12 PM,14,27,27,26,8,11,49,0.0,1011,31,10,140,6,Bangladesh
2020-11-20,31,22,0.0,8.7,7,32,11:16 AM,10:16 PM,06:16 AM,05:12 PM,16,27,27,26,9,26,53,0.0,1011,31,10,159,7,Bangladesh
2020-11-21,31,24,0.0,8.7,7,39,12:01 PM,11:14 PM,06:17 AM,05:11 PM,17,28,28,27,10,25,54,0.0,1010,31,10,73,7,Bangladesh
2020-11-22,29,23,0.0,8.7,7,47,12:41 PM,No moonset,06:18 AM,05:11 PM,16,27,27,26,11,31,54,0.0,1012,29,10,181,9,Bangladesh
2020-11-23,31,21,0.0,8.7,7,54,01:17 PM,12:08 AM,06:18 AM,05:11 PM,11,26,26,25,12,0,40,0.0,1013,31,10,260,10,Bangladesh
2020-11-24,32,21,0.0,8.7,7,62,01:50 PM,01:01 AM,06:19 AM,05:11 PM,15,27,27,26,8,0,52,0.0,1013,32,10,262,7,Bangladesh
2020-11-25,32,22,0.0,8.7,7,70,02:21 PM,01:51 AM,06:20 AM,05:11 PM,15,28,28,27,9,0,51,0.0,1013,32,10,102,8,Bangladesh
2020-11-26,30,20,0.0,8.7,6,77,02:52 PM,02:40 AM,06:20 AM,05:11 PM,13,25,25,25,12,34,49,0.0,1014,30,10,101,8,Bangladesh
2020-11-27,29,21,0.0,8.7,7,85,03:24 PM,03:30 AM,06:21 AM,05:11 PM,13,26,26,25,12,37,50,0.0,1014,29,10,218,9,Bangladesh
2020-11-28,31,21,0.0,8.7,7,92,03:57 PM,04:20 AM,06:22 AM,05:11 PM,14,26,26,25,16,13,51,0.0,1014,31,10,340,11,Bangladesh
2020-11-29,33,22,0.0,8.7,7,100,04:33 PM,05:12 AM,06:22 AM,05:11 PM,16,28,28,27,13,1,52,0.0,1014,33,10,334,11,Bangladesh
2020-11-30,33,22,0.0,8.7,7,100,05:13 PM,06:05 AM,06:23 AM,05:11 PM,16,28,28,27,9,0,54,0.0,1013,33,10,309,7,Bangladesh
2020-12-01,33,23,0.0,8.7,7,89,05:57 PM,06:59 AM,06:24 AM,05:11 PM,15,28,28,28,7,0,48,0.0,1014,33,10,219,6,Bangladesh
2020-12-02,32,24,0.0,8.7,7,82,06:46 PM,07:54 AM,06:24 AM,05:11 PM,16,29,29,29,6,0,49,0.0,1013,32,10,168,5,Bangladesh
2020-12-03,32,22,0.0,8.7,7,75,07:39 PM,08:48 AM,06:25 AM,05:11 PM,14,27,27,27,8,4,46,0.0,1012,32,10,139,6,Bangladesh
2020-12-04,30,22,0.0,8.7,7,67,08:35 PM,09:40 AM,06:26 AM,05:11 PM,13,26,26,25,7,9,47,0.0,1011,30,10,164,5,Bangladesh
2020-12-05,30,21,0.0,8.7,7,60,09:34 PM,10:28 AM,06:26 AM,05:11 PM,13,26,26,25,6,13,48,0.0,1012,30,10,172,4,Bangladesh
2020-12-06,31,22,0.0,8.7,7,53,10:33 PM,11:14 AM,06:27 AM,05:12 PM,14,27,27,26,7,8,50,0.0,1014,31,10,166,5,Bangladesh
2020-12-07,29,21,0.0,8.7,7,46,11:33 PM,11:55 AM,06:28 AM,05:12 PM,13,26,26,25,9,11,50,0.0,1015,29,10,102,6,Bangladesh
2020-12-08,29,22,0.0,8.7,7,38,No moonrise,12:34 PM,06:28 AM,05:12 PM,14,26,26,25,11,6,52,0.0,1014,29,10,227,8,Bangladesh
2020-12-09,30,23,0.0,8.7,7,31,12:33 AM,01:13 PM,06:29 AM,05:12 PM,15,27,27,26,8,2,50,0.0,1013,30,10,201,7,Bangladesh
2020-12-10,31,22,0.0,8.7,7,24,01:33 AM,01:51 PM,06:30 AM,05:13 PM,16,28,28,27,8,1,53,0.0,1013,31,10,218,7,Bangladesh
2020-12-11,32,24,0.0,8.7,7,17,02:35 AM,02:31 PM,06:30 AM,05:13 PM,16,29,29,28,6,0,50,0.0,1013,32,10,173,6,Bangladesh
2020-12-12,29,20,0.0,8.7,7,9,03:40 AM,03:15 PM,06:31 AM,05:13 PM,13,25,25,25,10,11,48,0.0,1012,29,10,191,7,Bangladesh
2020-12-13,29,20,0.0,8.7,7,2,04:46 AM,04:03 PM,06:32 AM,05:14 PM,12,25,25,25,8,12,48,0.0,1011,29,10,198,6,Bangladesh
2020-12-14,30,21,0.0,8.7,7,0,05:54 AM,04:56 PM,06:32 AM,05:14 PM,12,26,26,25,9,9,44,0.0,1012,30,10,201,7,Bangladesh
2020-12-15,29,20,0.0,8.7,7,0,07:01 AM,05:55 PM,06:33 AM,05:14 PM,12,26,26,25,11,3,44,0.0,1014,29,10,183,9,Bangladesh
2020-12-16,29,20,0.0,8.7,7,5,08:05 AM,06:56 PM,06:33 AM,05:15 PM,11,25,25,24,13,8,44,0.0,1015,29,10,174,10,Bangladesh
2020-12-17,28,20,0.0,8.7,6,12,09:02 AM,07:59 PM,06:34 AM,05:15 PM,11,25,25,24,14,5,43,0.0,1014,28,10,295,10,Bangladesh
2020-12-18,28,19,0.0,8.7,6,20,09:53 AM,09:00 PM,06:35 AM,05:16 PM,7,23,23,23,12,5,37,0.0,1014,28,10,328,9,Bangladesh
2020-12-19,27,18,0.0,8.7,6,27,10:36 AM,09:57 PM,06:35 AM,05:16 PM,4,22,22,22,12,0,32,0.0,1015,27,10,338,10,Bangladesh
2020-12-20,27,18,0.0,8.7,6,34,11:15 AM,10:52 PM,06:36 AM,05:16 PM,11,23,23,22,11,0,49,0.0,1015,27,10,317,10,Bangladesh
2020-12-21,30,20,0.0,8.7,7,41,11:50 AM,11:44 PM,06:36 AM,05:17 PM,11,25,25,25,6,0,43,0.0,1013,30,10,240,5,Bangladesh
2020-12-22,30,21,0.0,8.7,7,49,12:22 PM,No moonset,06:37 AM,05:17 PM,12,26,26,25,5,0,46,0.0,1013,30,10,245,4,Bangladesh
2020-12-23,31,21,0.0,8.7,7,56,12:53 PM,12:34 AM,06:37 AM,05:18 PM,13,26,26,26,6,0,47,0.0,1012,31,10,183,5,Bangladesh
2020-12-24,30,22,0.0,8.7,7,63,01:25 PM,01:24 AM,06:38 AM,05:19 PM,12,26,26,25,9,2,47,0.0,1012,30,10,255,7,Bangladesh
2020-12-25,29,21,0.0,8.7,7,70,01:57 PM,02:14 AM,06:38 AM,05:19 PM,12,25,25,25,11,0,47,0.0,1012,29,10,337,9,Bangladesh
2020-12-26,29,20,0.0,8.7,6,78,02:32 PM,03:05 AM,06:38 AM,05:20 PM,9,25,25,24,11,0,41,0.0,1013,29,10,250,10,Bangladesh
2020-12-27,29,19,0.0,8.7,6,85,03:10 PM,03:57 AM,06:39 AM,05:20 PM,7,24,24,23,11,0,35,0.0,1012,29,10,323,9,Bangladesh
2020-12-28,29,19,0.0,8.7,6,92,03:53 PM,04:51 AM,06:39 AM,05:21 PM,10,24,24,24,10,0,42,0.0,1012,29,10,328,8,Bangladesh
2020-12-29,30,20,0.0,8.7,7,100,04:40 PM,05:47 AM,06:40 AM,05:21 PM,11,25,25,24,11,0,45,0.0,1013,30,10,216,9,Bangladesh
2020-12-30,29,20,0.0,8.7,7,100,05:33 PM,06:41 AM,06:40 AM,05:22 PM,12,24,24,24,13,0,48,0.0,1013,29,10,250,11,Bangladesh
2020-12-31,29,19,0.0,8.7,6,89,06:29 PM,07:35 AM,06:40 AM,05:23 PM,10,24,24,24,13,0,44,0.0,1013,29,10,329,11,Bangladesh
2021-01-01,30,19,0.0,8.7,7,79,07:28 PM,08:25 AM,06:41 AM,05:23 PM,11,25,25,24,11,0,44,0.0,1014,30,10,327,10,Bangladesh
2021-01-02,29,20,0.0,8.7,7,71,08:28 PM,09:13 AM,06:41 AM,05:24 PM,10,25,25,24,12,1,43,0.0,1013,29,10,329,9,Bangladesh
2021-01-03,31,18,0.0,8.7,7,64,09:28 PM,09:56 AM,06:41 AM,05:25 PM,10,24,24,24,11,3,41,0.0,1013,31,10,293,8,Bangladesh
2021-01-04,30,21,0.0,8.7,7,57,10:27 PM,10:35 AM,06:41 AM,05:25 PM,10,25,25,24,9,8,41,0.0,1013,30,10,167,7,Bangladesh
2021-01-05,33,22,0.0,8.7,7,50,11:27 PM,11:14 AM,06:42 AM,05:26 PM,12,27,27,27,8,1,42,0.0,1013,33,10,256,6,Bangladesh
2021-01-06,32,20,0.0,8.7,7,42,No moonrise,11:51 AM,06:42 AM,05:27 PM,12,26,26,26,8,7,42,0.0,1011,32,10,199,6,Bangladesh
2021-01-07,33,22,0.0,8.7,7,35,12:26 AM,12:29 PM,06:42 AM,05:27 PM,12,27,27,27,6,4,38,0.0,1010,33,10,287,5,Bangladesh
2021-01-08,31,24,0.0,8.7,7,28,01:27 AM,01:09 PM,06:42 AM,05:28 PM,11,27,27,27,9,7,37,0.0,1010,31,10,241,7,Bangladesh
2021-01-09,31,20,0.0,8.7,7,20,02:30 AM,01:54 PM,06:42 AM,05:29 PM,9,25,25,25,11,6,36,0.0,1011,31,10,306,7,Bangladesh
2021-01-10,30,22,0.0,8.7,7,13,03:36 AM,02:43 PM,06:42 AM,05:30 PM,11,26,26,26,11,5,38,0.0,1010,30,10,284,8,Bangladesh
2021-01-11,30,23,0.0,8.7,7,6,04:41 AM,03:38 PM,06:43 AM,05:30 PM,12,27,27,26,14,12,42,0.0,1011,30,10,276,10,Bangladesh
2021-01-12,29,22,0.0,8.7,7,0,05:46 AM,04:37 PM,06:43 AM,05:31 PM,9,26,26,26,13,1,37,0.0,1011,29,10,309,10,Bangladesh
2021-01-13,29,19,0.0,8.7,6,0,06:46 AM,05:40 PM,06:43 AM,05:32 PM,8,24,24,24,10,3,35,0.0,1012,29,10,233,8,Bangladesh
2021-01-14,28,20,0.0,8.7,6,1,07:40 AM,06:41 PM,06:43 AM,05:32 PM,7,24,24,23,9,3,36,0.0,1013,28,10,262,7,Bangladesh
2021-01-15,28,20,0.0,8.7,6,8,08:27 AM,07:42 PM,06:43 AM,05:33 PM,5,24,24,24,9,0,30,0.0,1011,28,10,237,8,Bangladesh
2021-01-16,29,20,0.0,8.7,6,16,09:09 AM,08:39 PM,06:43 AM,05:34 PM,7,24,24,24,8,0,33,0.0,1010,29,10,295,7,Bangladesh
2021-01-17,30,20,0.0,8.7,7,23,09:46 AM,09:33 PM,06:43 AM,05:35 PM,8,25,25,25,8,0,37,0.0,1013,30,10,205,7,Bangladesh
2021-01-18,32,21,0.0,8.7,7,30,10:20 AM,10:25 PM,06:43 AM,05:35 PM,11,26,26,26,5,0,42,0.0,1013,32,10,291,5,Bangladesh
2021-01-19,29,20,0.0,8.7,7,38,10:52 AM,11:16 PM,06:42 AM,05:36 PM,10,24,24,24,11,3,43,0.0,1011,29,10,185,8,Bangladesh
2021-01-20,26,19,0.0,7.2,5,45,11:24 AM,No moonset,06:42 AM,05:37 PM,15,22,22,22,17,55,67,0.6,1011,26,10,187,12,Bangladesh
2021-01-21,28,18,0.0,8.7,5,52,11:55 AM,12:05 AM,06:42 AM,05:38 PM,13,23,23,23,11,31,61,1.4,1011,28,10,206,8,Bangladesh
2021-01-22,28,19,0.0,8.7,6,59,12:29 PM,12:56 AM,06:42 AM,05:38 PM,8,24,24,23,9,4,40,0.0,1012,28,10,190,6,Bangladesh
2021-01-23,29,19,0.0,8.7,7,67,01:06 PM,01:48 AM,06:42 AM,05:39 PM,10,24,24,24,7,4,41,0.0,1011,29,10,216,5,Bangladesh
2021-01-24,32,20,0.0,8.7,7,74,01:46 PM,02:41 AM,06:42 AM,05:40 PM,10,25,25,26,6,1,39,0.0,1012,32,10,214,4,Bangladesh
2021-01-25,31,21,0.0,8.7,7,81,02:31 PM,03:36 AM,06:41 AM,05:40 PM,11,26,26,26,7,1,40,0.0,1013,31,10,159,6,Bangladesh
2021-01-26,29,19,0.0,8.7,7,88,03:22 PM,04:30 AM,06:41 AM,05:41 PM,9,25,25,25,9,1,38,0.0,1012,29,10,218,7,Bangladesh
2021-01-27,30,19,0.0,8.7,7,96,04:17 PM,05:25 AM,06:41 AM,05:42 PM,7,24,24,24,12,0,33,0.0,1013,30,10,244,9,Bangladesh
2021-01-28,31,18,0.0,8.7,7,100,05:17 PM,06:17 AM,06:40 AM,05:43 PM,7,24,24,24,14,0,35,0.0,1013,31,10,323,11,Bangladesh
2021-01-29,31,19,0.0,8.7,7,90,06:18 PM,07:07 AM,06:40 AM,05:43 PM,8,24,24,24,12,0,38,0.0,1013,31,10,309,10,Bangladesh
2021-01-30,30,17,0.0,8.7,6,82,07:20 PM,07:52 AM,06:40 AM,05:44 PM,5,24,24,23,15,18,34,0.0,1013,30,10,274,9,Bangladesh
2021-01-31,27,17,0.0,8.7,6,79,08:20 PM,08:34 AM,06:39 AM,05:45 PM,2,22,22,22,13,0,28,0.0,1015,27,10,320,11,Bangladesh
2021-02-01,29,16,0.0,8.7,6,63,09:21 PM,09:14 AM,06:39 AM,05:45 PM,3,22,22,22,10,0,28,0.0,1016,29,10,240,8,Bangladesh
2021-02-02,28,17,0.0,8.7,6,55,10:21 PM,09:52 AM,06:39 AM,05:46 PM,5,23,23,23,12,0,33,0.0,1015,28,10,319,10,Bangladesh
2021-02-03,31,18,0.0,8.7,7,48,11:22 PM,10:29 AM,06:38 AM,05:47 PM,7,24,24,24,10,0,34,0.0,1014,31,10,311,9,Bangladesh
2021-02-04,32,20,0.0,8.7,7,40,No moonrise,11:09 AM,06:38 AM,05:47 PM,8,25,25,25,10,6,38,0.0,1013,32,10,246,7,Bangladesh
2021-02-05,32,20,0.0,8.7,7,33,12:23 AM,11:51 AM,06:37 AM,05:48 PM,9,25,25,26,8,2,35,0.0,1012,32,10,218,6,Bangladesh
2021-02-06,31,21,0.0,8.7,7,25,01:27 AM,12:37 PM,06:37 AM,05:49 PM,8,26,26,26,9,2,33,0.0,1011,31,10,248,6,Bangladesh
2021-02-07,29,19,0.0,5.7,5,18,02:30 AM,01:29 PM,06:36 AM,05:49 PM,8,23,23,23,24,43,39,0.6,1013,29,10,288,15,Bangladesh
