date_time,Sri%20Lanka_maxtempC,Sri%20Lanka_mintempC,Sri%20Lanka_totalSnow_cm,Sri%20Lanka_sunHour,Sri%20Lanka_uvIndex,Sri%20Lanka_moon_illumination,Sri%20Lanka_moonrise,Sri%20Lanka_moonset,Sri%20Lanka_sunrise,Sri%20Lanka_sunset,Sri%20Lanka_DewPointC,Sri%20Lanka_FeelsLikeC,Sri%20Lanka_HeatIndexC,Sri%20Lanka_WindChillC,Sri%20Lanka_WindGustKmph,Sri%20Lanka_cloudcover,Sri%20Lanka_humidity,Sri%20Lanka_precipMM,Sri%20Lanka_pressure,Sri%20Lanka_tempC,Sri%20Lanka_visibility,Sri%20Lanka_winddirDegree,Sri%20Lanka_windspeedKmph,Sri%20Lanka_location
2021-01-01,28,22,0.0,8.7,6,79,08:05 PM,08:07 AM,06:21 AM,05:59 PM,21,27,27,24,19,33,84,0.2,1010,28,9,42,13,Sri%20Lanka
2021-01-02,27,21,0.0,4.3,6,71,09:00 PM,08:58 AM,06:22 AM,05:59 PM,22,27,27,24,14,82,91,12.1,1010,27,6,23,9,Sri%20Lanka
2021-01-03,27,22,0.0,5.9,6,64,09:54 PM,09:47 AM,06:22 AM,06:00 PM,23,28,28,25,16,78,93,10.2,1009,27,5,56,10,Sri%20Lanka
2021-01-04,27,23,0.0,5.9,6,57,10:46 PM,10:32 AM,06:23 AM,06:00 PM,23,27,27,24,18,81,93,15.1,1009,27,7,49,11,Sri%20Lanka
2021-01-05,28,23,0.0,5.9,6,50,11:39 PM,11:17 AM,06:23 AM,06:01 PM,23,28,28,25,12,79,92,21.0,1009,28,5,60,7,Sri%20Lanka
2021-01-06,29,23,0.0,8.7,6,42,No moonrise,12:02 PM,06:23 AM,06:01 PM,24,29,29,25,9,64,90,22.2,1009,29,7,165,5,Sri%20Lanka
2021-01-07,28,23,0.0,10.2,6,35,12:31 AM,12:47 PM,06:24 AM,06:02 PM,23,28,28,25,11,61,90,27.5,1008,28,8,188,6,Sri%20Lanka
2021-01-08,29,23,0.0,7.3,6,28,01:25 AM,01:34 PM,06:24 AM,06:02 PM,24,29,29,25,12,78,90,19.6,1007,29,6,57,7,Sri%20Lanka
2021-01-09,29,23,0.0,10.2,6,20,02:21 AM,02:25 PM,06:24 AM,06:03 PM,23,28,28,25,15,49,90,8.5,1008,29,7,59,10,Sri%20Lanka
2021-01-10,25,23,0.0,5.9,5,13,03:21 AM,03:20 PM,06:25 AM,06:03 PM,23,26,26,24,10,67,94,8.0,1008,25,6,84,7,Sri%20Lanka
2021-01-11,24,19,0.0,5.9,5,6,04:22 AM,04:18 PM,06:25 AM,06:04 PM,22,25,25,22,21,90,96,19.9,1008,24,9,31,12,Sri%20Lanka
2021-01-12,23,18,0.0,5.9,5,0,05:24 AM,05:19 PM,06:25 AM,06:04 PM,22,25,25,22,22,81,98,180.5,1008,23,6,29,13,Sri%20Lanka
2021-01-13,27,23,0.0,5.9,6,0,06:24 AM,06:19 PM,06:26 AM,06:05 PM,23,27,27,24,21,72,94,14.5,1008,27,9,74,13,Sri%20Lanka
2021-01-14,27,23,0.0,5.9,6,1,07:22 AM,07:18 PM,06:26 AM,06:05 PM,23,27,27,24,17,76,92,28.9,1009,27,6,75,11,Sri%20Lanka
2021-01-15,27,23,0.0,7.3,6,8,08:13 AM,08:13 PM,06:26 AM,06:06 PM,23,27,27,24,15,61,93,14.1,1009,27,6,61,9,Sri%20Lanka
2021-01-16,29,22,0.0,11.6,6,16,09:00 AM,09:04 PM,06:26 AM,06:06 PM,22,28,28,25,16,51,86,0.3,1009,29,7,75,10,Sri%20Lanka
2021-01-17,29,22,0.0,7.3,6,23,09:43 AM,09:52 PM,06:26 AM,06:07 PM,22,28,28,25,14,62,88,4.6,1010,29,7,61,9,Sri%20Lanka
2021-01-18,27,22,0.0,8.8,6,30,10:23 AM,10:38 PM,06:27 AM,06:07 PM,22,27,27,24,18,70,88,3.5,1010,27,7,34,12,Sri%20Lanka
2021-01-19,28,20,0.0,8.8,5,38,11:01 AM,11:22 PM,06:27 AM,06:08 PM,21,25,25,23,13,78,89,18.9,1010,28,6,85,8,Sri%20Lanka
2021-01-20,28,23,0.0,7.3,6,45,11:39 AM,No moonset,06:27 AM,06:08 PM,23,28,28,25,14,80,93,27.7,1010,28,8,106,8,Sri%20Lanka
2021-01-21,29,23,0.0,10.2,6,52,12:16 PM,12:06 AM,06:27 AM,06:09 PM,23,29,29,25,14,68,89,1.5,1010,29,6,65,9,Sri%20Lanka
2021-01-22,30,23,0.0,8.8,6,59,12:56 PM,12:51 AM,06:27 AM,06:09 PM,23,28,28,25,14,73,86,1.8,1010,30,6,77,9,Sri%20Lanka
2021-01-23,29,22,0.0,8.8,6,67,01:38 PM,01:37 AM,06:27 AM,06:09 PM,21,27,27,24,14,50,84,0.9,1011,29,7,68,9,Sri%20Lanka
2021-01-24,28,20,0.0,11.6,7,74,02:22 PM,02:25 AM,06:27 AM,06:10 PM,20,25,25,23,16,16,82,0.0,1012,28,8,61,10,Sri%20Lanka
2021-01-25,27,20,0.0,8.8,5,81,03:11 PM,03:16 AM,06:27 AM,06:10 PM,19,24,24,23,15,33,81,0.3,1012,27,9,58,9,Sri%20Lanka
2021-01-26,28,19,0.0,11.6,6,88,04:03 PM,04:09 AM,06:28 AM,06:11 PM,19,24,24,23,16,23,80,0.0,1011,28,7,50,10,Sri%20Lanka
2021-01-27,27,19,0.0,11.6,5,96,04:58 PM,05:04 AM,06:28 AM,06:11 PM,19,24,24,23,15,37,83,0.9,1011,27,9,43,9,Sri%20Lanka
2021-01-28,27,20,0.0,8.8,5,100,05:55 PM,05:58 AM,06:28 AM,06:11 PM,20,25,25,23,16,43,85,0.2,1012,27,8,36,10,Sri%20Lanka
2021-01-29,27,21,0.0,5.9,5,90,06:51 PM,06:50 AM,06:28 AM,06:12 PM,22,26,26,24,15,68,91,30.2,1012,27,6,34,8,Sri%20Lanka
2021-01-30,28,22,0.0,7.3,6,82,07:47 PM,07:41 AM,06:28 AM,06:12 PM,23,28,28,25,16,74,91,17.9,1011,28,6,55,9,Sri%20Lanka
2021-01-31,28,22,0.0,5.9,6,79,08:41 PM,08:29 AM,06:28 AM,06:12 PM,23,27,27,24,19,86,91,11.9,1011,28,6,48,11,Sri%20Lanka
2021-02-01,27,22,0.0,5.9,6,63,09:35 PM,09:16 AM,06:27 AM,06:13 PM,23,27,27,24,20,80,92,17.7,1012,27,7,39,11,Sri%20Lanka
2021-02-02,29,22,0.0,7.3,6,55,10:27 PM,10:00 AM,06:27 AM,06:13 PM,22,27,27,24,19,77,88,3.0,1012,29,5,42,12,Sri%20Lanka
2021-02-03,28,20,0.0,5.9,6,48,11:21 PM,10:45 AM,06:27 AM,06:13 PM,21,26,26,24,20,70,84,0.8,1013,28,9,40,13,Sri%20Lanka
2021-02-04,28,21,0.0,10.2,6,40,No moonrise,11:32 AM,06:27 AM,06:14 PM,21,26,26,24,18,50,84,0.1,1012,28,7,47,12,Sri%20Lanka
2021-02-05,28,20,0.0,10.2,6,33,12:16 AM,12:21 PM,06:27 AM,06:14 PM,21,25,25,24,17,51,84,0.0,1012,28,6,52,11,Sri%20Lanka
2021-02-06,29,20,0.0,5.9,6,25,01:13 AM,01:13 PM,06:27 AM,06:14 PM,21,26,26,24,17,66,85,0.4,1011,29,7,41,11,Sri%20Lanka
2021-02-07,29,22,0.0,5.9,6,18,02:12 AM,02:08 PM,06:27 AM,06:14 PM,22,28,28,25,17,82,88,6.7,1010,29,6,41,12,Sri%20Lanka
