date_time,Tajikistan_maxtempC,Tajikistan_mintempC,Tajikistan_totalSnow_cm,Tajikistan_sunHour,Tajikistan_uvIndex,Tajikistan_moon_illumination,Tajikistan_moonrise,Tajikistan_moonset,Tajikistan_sunrise,Tajikistan_sunset,Tajikistan_DewPointC,Tajikistan_FeelsLikeC,Tajikistan_HeatIndexC,Tajikistan_WindChillC,Tajikistan_WindGustKmph,Tajikistan_cloudcover,Tajikistan_humidity,Tajikistan_precipMM,Tajikistan_pressure,Tajikistan_tempC,Tajikistan_visibility,Tajikistan_winddirDegree,Tajikistan_windspeedKmph,Tajikistan_location
2020-01-01,6,0,0.0,5.3,1,37,11:42 AM,11:10 PM,07:43 AM,05:14 PM,-4,1,3,1,10,66,62,0.1,1019,6,10,35,6,Tajikistan
2020-01-02,8,5,0.0,3.6,2,44,12:07 PM,No moonset,07:43 AM,05:15 PM,1,5,6,5,8,93,70,3.8,1019,8,4,109,6,Tajikistan
2020-01-03,4,2,5.1,3.6,1,51,12:32 PM,12:06 AM,07:43 AM,05:16 PM,2,2,3,2,6,96,94,29.0,1023,4,7,134,5,Tajikistan
2020-01-04,7,2,0.0,7.0,1,59,12:58 PM,01:03 AM,07:43 AM,05:17 PM,-1,3,4,3,4,76,71,2.8,1024,7,10,88,3,Tajikistan
2020-01-05,9,1,0.0,8.7,2,66,01:26 PM,02:01 AM,07:43 AM,05:18 PM,-7,3,5,3,8,34,43,0.1,1017,9,10,34,5,Tajikistan
2020-01-06,3,2,8.8,3.7,1,73,01:55 PM,03:01 AM,07:43 AM,05:18 PM,2,1,3,1,7,96,93,20.0,1018,3,5,112,5,Tajikistan
2020-01-07,3,-2,9.5,3.7,1,80,02:30 PM,04:02 AM,07:43 AM,05:19 PM,0,1,2,1,4,73,92,11.2,1027,3,4,90,3,Tajikistan
2020-01-08,3,-1,3.3,8.7,1,88,03:11 PM,05:05 AM,07:43 AM,05:20 PM,-3,-2,0,-2,7,49,80,4.1,1029,3,6,79,5,Tajikistan
2020-01-09,7,-1,0.0,8.7,2,95,03:59 PM,06:09 AM,07:43 AM,05:21 PM,-9,1,3,1,9,13,42,0.0,1022,7,10,42,6,Tajikistan
2020-01-10,8,3,0.0,5.3,2,100,04:56 PM,07:11 AM,07:43 AM,05:22 PM,-11,4,5,4,6,72,32,0.0,1018,8,10,94,3,Tajikistan
2020-01-11,11,4,0.0,3.7,2,100,06:01 PM,08:08 AM,07:43 AM,05:23 PM,-6,7,7,7,6,83,41,0.1,1015,11,10,133,4,Tajikistan
2020-01-12,10,6,0.0,3.7,2,83,07:11 PM,09:00 AM,07:42 AM,05:24 PM,3,7,7,7,5,91,73,5.8,1012,10,5,209,4,Tajikistan
2020-01-13,2,-0,17.6,3.7,1,76,08:23 PM,09:44 AM,07:42 AM,05:25 PM,1,0,1,0,5,100,95,20.7,1020,2,2,264,4,Tajikistan
2020-01-14,2,-3,0.9,8.7,2,69,09:35 PM,10:22 AM,07:42 AM,05:26 PM,-3,-1,-1,-1,3,44,84,1.1,1027,2,8,175,3,Tajikistan
2020-01-15,2,-2,0.0,8.7,2,61,10:46 PM,10:57 AM,07:42 AM,05:27 PM,-4,-1,-0,-1,3,29,77,0.0,1031,2,10,142,3,Tajikistan
2020-01-16,1,-2,0.0,7.0,1,54,11:56 PM,11:29 AM,07:41 AM,05:28 PM,-7,-1,-1,-1,3,35,64,0.0,1032,1,10,152,3,Tajikistan
2020-01-17,2,-3,0.0,8.7,2,47,No moonrise,12:00 PM,07:41 AM,05:29 PM,-8,-2,-1,-2,5,8,62,0.0,1035,2,10,76,4,Tajikistan
2020-01-18,6,-2,0.0,8.7,2,40,01:04 AM,12:31 PM,07:41 AM,05:31 PM,-8,1,2,1,4,0,51,0.0,1027,6,10,67,3,Tajikistan
2020-01-19,5,1,0.0,5.4,1,32,02:12 AM,01:05 PM,07:40 AM,05:32 PM,-7,2,2,2,6,69,49,0.0,1021,5,10,105,4,Tajikistan
2020-01-20,4,0,0.0,8.7,1,25,03:20 AM,01:43 PM,07:40 AM,05:33 PM,-4,1,1,1,3,48,65,0.0,1022,4,10,169,2,Tajikistan
2020-01-21,1,-4,6.9,3.7,1,18,04:25 AM,02:25 PM,07:39 AM,05:34 PM,-1,-1,-0,-1,3,100,95,8.1,1023,1,3,182,2,Tajikistan
2020-01-22,0,-5,17.5,3.7,1,11,05:29 AM,03:13 PM,07:39 AM,05:35 PM,-3,-2,-2,-2,4,81,95,21.1,1030,0,4,148,2,Tajikistan
2020-01-23,4,-5,0.0,8.7,1,3,06:26 AM,04:06 PM,07:38 AM,05:36 PM,-6,-2,-1,-2,9,25,65,0.0,1027,4,10,40,4,Tajikistan
2020-01-24,4,0,6.0,3.8,1,0,07:18 AM,05:03 PM,07:37 AM,05:37 PM,0,2,3,2,7,97,82,12.3,1017,4,8,120,5,Tajikistan
2020-01-25,7,-4,2.3,8.7,1,0,08:02 AM,06:02 PM,07:37 AM,05:38 PM,-1,2,3,2,5,50,73,3.0,1024,7,8,87,4,Tajikistan
2020-01-26,3,2,2.3,3.8,1,4,08:40 AM,07:02 PM,07:36 AM,05:39 PM,0,2,2,2,3,77,87,4.4,1025,3,7,73,2,Tajikistan
2020-01-27,5,1,0.1,8.7,1,11,09:13 AM,08:01 PM,07:35 AM,05:41 PM,-5,1,2,1,5,25,59,0.1,1025,5,10,85,4,Tajikistan
2020-01-28,5,-1,0.0,8.7,2,18,09:43 AM,08:59 PM,07:35 AM,05:42 PM,-5,1,2,1,6,34,63,0.1,1029,5,10,60,4,Tajikistan
2020-01-29,5,-1,0.0,8.7,2,26,10:09 AM,09:56 PM,07:34 AM,05:43 PM,-8,0,2,0,7,8,50,0.0,1026,5,10,52,5,Tajikistan
2020-01-30,8,1,0.0,8.7,1,33,10:34 AM,10:52 PM,07:33 AM,05:44 PM,-10,2,4,2,7,31,37,0.0,1021,8,10,34,5,Tajikistan
2020-01-31,7,2,0.0,8.7,1,37,10:59 AM,11:49 PM,07:32 AM,05:45 PM,-8,2,3,2,8,62,42,0.0,1020,7,10,55,5,Tajikistan
2020-02-01,11,1,0.0,8.7,2,49,11:26 AM,No moonset,07:31 AM,05:46 PM,-6,3,5,3,9,21,44,0.0,1020,11,10,42,5,Tajikistan
2020-02-02,11,3,0.0,3.8,2,57,11:54 AM,12:47 AM,07:31 AM,05:47 PM,-5,6,7,6,9,74,44,0.0,1015,11,10,50,5,Tajikistan
2020-02-03,5,3,1.8,3.8,1,64,12:25 PM,01:47 AM,07:30 AM,05:49 PM,-1,4,4,4,5,92,70,10.3,1018,5,7,205,4,Tajikistan
2020-02-04,5,2,0.3,5.5,1,72,01:02 PM,02:48 AM,07:29 AM,05:50 PM,0,3,3,3,4,54,82,0.3,1022,5,9,179,4,Tajikistan
2020-02-05,9,1,0.0,5.5,2,79,01:46 PM,03:50 AM,07:28 AM,05:51 PM,-6,3,4,3,8,82,48,0.0,1020,9,10,96,4,Tajikistan
2020-02-06,8,3,0.0,5.5,2,87,02:37 PM,04:52 AM,07:27 AM,05:52 PM,-0,5,5,5,7,72,68,0.7,1025,8,9,114,5,Tajikistan
2020-02-07,12,1,0.0,8.7,3,95,03:39 PM,05:52 AM,07:26 AM,05:53 PM,-5,6,7,6,7,5,45,0.0,1024,12,10,50,5,Tajikistan
2020-02-08,17,5,0.0,8.7,4,100,04:47 PM,06:46 AM,07:25 AM,05:54 PM,-6,10,11,10,9,0,31,0.0,1019,17,10,41,5,Tajikistan
2020-02-09,12,6,0.0,5.5,2,100,06:00 PM,07:35 AM,07:24 AM,05:55 PM,-4,8,9,8,11,41,42,1.6,1016,12,9,82,8,Tajikistan
2020-02-10,11,6,0.0,3.9,2,83,07:15 PM,08:16 AM,07:23 AM,05:56 PM,5,7,8,7,8,89,83,30.3,1015,11,6,61,7,Tajikistan
2020-02-11,12,6,0.0,3.9,2,75,08:29 PM,08:54 AM,07:22 AM,05:58 PM,5,8,8,8,8,80,80,26.7,1015,12,8,66,6,Tajikistan
2020-02-12,11,5,0.0,3.9,2,68,09:42 PM,09:28 AM,07:20 AM,05:59 PM,5,8,9,8,8,92,82,29.3,1012,11,7,177,5,Tajikistan
2020-02-13,5,4,0.0,5.4,1,60,10:53 PM,10:00 AM,07:19 AM,06:00 PM,3,4,4,4,4,91,90,36.5,1025,5,7,187,3,Tajikistan
2020-02-14,14,1,0.0,10.8,3,53,No moonrise,10:32 AM,07:18 AM,06:01 PM,-5,5,6,5,9,12,46,0.0,1028,14,10,24,6,Tajikistan
2020-02-15,5,1,13.7,5.4,1,45,12:04 AM,11:06 AM,07:17 AM,06:02 PM,-5,2,3,2,8,75,62,16.9,1026,5,7,126,5,Tajikistan
2020-02-16,7,-2,3.1,10.9,2,38,01:13 AM,11:43 AM,07:16 AM,06:03 PM,-4,0,2,0,7,30,70,5.5,1037,7,9,66,5,Tajikistan
2020-02-17,9,3,0.0,7.0,2,30,02:19 AM,12:23 PM,07:14 AM,06:04 PM,-5,5,6,5,7,84,47,0.0,1029,9,10,35,4,Tajikistan
2020-02-18,7,4,0.0,5.5,2,22,03:23 AM,01:10 PM,07:13 AM,06:05 PM,1,5,6,5,7,100,69,5.2,1028,7,8,237,5,Tajikistan
2020-02-19,6,-3,4.1,8.5,1,15,04:21 AM,02:00 PM,07:12 AM,06:06 PM,1,2,3,2,4,69,83,4.9,1031,6,8,228,3,Tajikistan
2020-02-20,13,1,0.0,11.0,3,7,05:14 AM,02:56 PM,07:11 AM,06:07 PM,-2,6,7,6,5,1,54,0.0,1022,13,10,66,4,Tajikistan
2020-02-21,17,6,0.0,10.1,3,0,06:00 AM,03:54 PM,07:09 AM,06:08 PM,-4,10,11,10,10,26,35,0.0,1016,17,10,84,5,Tajikistan
2020-02-22,14,8,0.0,8.6,3,0,06:39 AM,04:53 PM,07:08 AM,06:09 PM,3,10,10,10,11,59,63,1.4,1024,14,8,118,8,Tajikistan
2020-02-23,18,8,0.0,11.0,4,0,07:14 AM,05:52 PM,07:07 AM,06:11 PM,2,12,13,12,9,9,52,0.0,1021,18,10,36,6,Tajikistan
2020-02-24,9,8,0.0,5.5,2,0,07:44 AM,06:50 PM,07:05 AM,06:12 PM,4,8,9,8,9,89,74,5.4,1020,9,6,87,7,Tajikistan
2020-02-25,15,7,0.0,7.1,3,8,08:11 AM,07:48 PM,07:04 AM,06:13 PM,2,10,11,10,9,61,60,0.9,1018,15,10,54,6,Tajikistan
2020-02-26,15,7,0.0,8.6,3,15,08:37 AM,08:44 PM,07:03 AM,06:14 PM,2,10,11,10,13,54,56,3.3,1018,15,8,112,9,Tajikistan
2020-02-27,13,8,0.0,7.1,3,23,09:02 AM,09:41 PM,07:01 AM,06:15 PM,7,10,10,10,3,74,79,9.3,1020,13,8,137,3,Tajikistan
2020-02-28,11,10,0.0,8.6,3,30,09:27 AM,10:38 PM,07:00 AM,06:16 PM,8,10,10,10,4,56,85,1.1,1016,11,8,230,3,Tajikistan
2020-02-29,17,6,0.0,11.6,4,38,09:54 AM,11:37 PM,06:58 AM,06:17 PM,4,11,12,11,3,8,67,0.0,1015,17,10,168,2,Tajikistan
2020-03-01,20,11,0.0,11.6,5,44,10:23 AM,No moonset,06:57 AM,06:18 PM,2,15,16,15,6,6,43,0.0,1015,20,10,91,4,Tajikistan
2020-03-02,22,11,0.0,11.6,5,51,10:57 AM,12:35 AM,06:55 AM,06:19 PM,1,16,17,16,6,2,38,0.0,1016,22,10,81,5,Tajikistan
2020-03-03,19,11,0.0,7.3,4,58,11:37 AM,01:36 AM,06:54 AM,06:20 PM,-2,14,15,14,7,74,32,0.0,1013,19,10,75,4,Tajikistan
2020-03-04,14,8,0.0,8.7,3,65,12:23 PM,02:37 AM,06:52 AM,06:21 PM,2,11,11,11,8,52,54,0.1,1013,14,10,198,6,Tajikistan
2020-03-05,5,-1,0.0,5.9,1,73,01:19 PM,03:36 AM,06:51 AM,06:22 PM,4,3,4,3,5,100,95,10.2,1020,5,8,269,4,Tajikistan
2020-03-06,10,0,0.0,7.3,2,80,02:22 PM,04:31 AM,06:49 AM,06:23 PM,3,6,6,6,4,79,76,2.8,1022,10,9,205,3,Tajikistan
2020-03-07,6,4,0.0,5.9,2,87,03:32 PM,05:22 AM,06:48 AM,06:24 PM,3,5,5,5,6,89,84,19.2,1022,6,8,198,5,Tajikistan
2020-03-08,8,2,0.8,7.3,2,95,04:46 PM,06:06 AM,06:46 AM,06:25 PM,0,4,4,4,5,77,75,1.3,1028,8,9,249,4,Tajikistan
2020-03-09,9,3,0.0,7.3,2,100,06:02 PM,06:46 AM,06:45 AM,06:26 PM,-2,5,6,5,5,61,59,0.2,1024,9,9,294,4,Tajikistan
2020-03-10,6,2,0.0,5.9,1,100,07:18 PM,07:22 AM,06:43 AM,06:27 PM,2,3,5,3,7,99,82,2.2,1023,6,8,211,6,Tajikistan
2020-03-11,7,4,0.0,5.9,2,84,08:32 PM,07:56 AM,06:42 AM,06:28 PM,3,5,5,5,4,98,88,3.5,1022,7,8,225,3,Tajikistan
2020-03-12,9,5,0.0,5.9,2,76,09:46 PM,08:29 AM,06:40 AM,06:29 PM,3,7,7,7,3,57,77,0.2,1021,9,10,235,2,Tajikistan
2020-03-13,15,6,0.0,11.6,4,69,10:58 PM,09:03 AM,06:39 AM,06:30 PM,0,10,10,10,3,6,52,0.0,1022,15,10,95,3,Tajikistan
2020-03-14,17,8,0.0,11.6,4,62,No moonrise,09:40 AM,06:37 AM,06:31 PM,-1,12,12,12,7,10,41,0.0,1022,17,10,76,5,Tajikistan
2020-03-15,19,10,0.0,8.8,4,55,12:09 AM,10:20 AM,06:36 AM,06:32 PM,-4,14,15,14,7,34,31,0.0,1018,19,10,71,5,Tajikistan
2020-03-16,20,10,0.0,10.2,4,47,01:16 AM,11:06 AM,06:34 AM,06:33 PM,-5,14,15,14,8,59,26,0.0,1017,20,10,70,4,Tajikistan
2020-03-17,20,12,0.0,8.8,4,40,02:17 AM,11:56 AM,06:33 AM,06:34 PM,1,16,16,16,5,61,39,0.0,1020,20,10,111,3,Tajikistan
2020-03-18,21,12,0.0,10.2,4,33,03:13 AM,12:50 PM,06:31 AM,06:35 PM,5,16,16,16,6,40,47,0.1,1021,21,10,130,4,Tajikistan
2020-03-19,22,13,0.0,11.6,5,25,04:00 AM,01:48 PM,06:30 AM,06:36 PM,4,17,17,17,6,19,44,0.0,1016,22,10,86,4,Tajikistan
2020-03-20,23,14,0.0,10.2,4,18,04:41 AM,02:47 PM,06:28 AM,06:37 PM,2,18,18,18,6,27,38,0.0,1011,23,10,68,4,Tajikistan
2020-03-21,12,11,0.0,6.1,3,11,05:17 AM,03:46 PM,06:26 AM,06:38 PM,8,12,12,12,6,84,79,17.2,1015,12,6,169,5,Tajikistan
2020-03-22,20,10,0.0,8.8,4,4,05:48 AM,04:44 PM,06:25 AM,06:39 PM,3,15,15,15,9,38,49,1.3,1017,20,10,55,6,Tajikistan
2020-03-23,18,14,0.0,11.6,4,0,06:15 AM,05:42 PM,06:23 AM,06:40 PM,3,15,15,15,14,54,46,0.6,1010,18,9,71,10,Tajikistan
2020-03-24,19,14,0.0,8.8,4,0,06:41 AM,06:38 PM,06:22 AM,06:41 PM,8,16,16,16,8,65,60,2.2,1008,19,9,160,7,Tajikistan
2020-03-25,15,11,0.0,6.1,3,3,07:06 AM,07:35 PM,06:20 AM,06:42 PM,10,12,12,12,7,84,84,45.7,1015,15,8,226,4,Tajikistan
2020-03-26,15,10,0.0,6.1,3,11,07:31 AM,08:32 PM,06:19 AM,06:43 PM,8,12,12,12,6,80,77,15.6,1018,15,8,239,4,Tajikistan
2020-03-27,16,9,0.0,7.5,3,18,07:57 AM,09:30 PM,06:17 AM,06:44 PM,7,12,12,12,7,75,76,19.0,1020,16,8,238,6,Tajikistan
2020-03-28,15,9,0.0,7.5,3,25,08:25 AM,10:29 PM,06:16 AM,06:45 PM,6,12,12,12,6,65,70,5.3,1019,15,9,132,4,Tajikistan
2020-03-29,20,9,0.0,11.6,5,32,08:57 AM,11:29 PM,06:14 AM,06:45 PM,2,14,14,14,7,14,48,0.0,1016,20,10,65,5,Tajikistan
2020-03-30,17,10,0.0,8.9,3,40,09:33 AM,No moonset,06:12 AM,06:46 PM,4,14,14,14,11,57,52,1.9,1010,17,9,25,8,Tajikistan
2020-03-31,16,12,0.0,6.2,3,44,10:16 AM,12:28 AM,06:11 AM,06:47 PM,8,14,14,14,9,70,72,17.3,1007,16,7,178,6,Tajikistan
2020-04-01,11,9,0.0,6.2,3,56,11:06 AM,01:27 AM,06:09 AM,06:48 PM,8,10,10,10,7,85,88,24.5,1017,11,8,141,5,Tajikistan
2020-04-02,18,7,0.0,11.6,4,64,12:05 PM,02:22 AM,06:08 AM,06:49 PM,5,13,13,13,7,30,64,2.5,1020,18,10,50,5,Tajikistan
2020-04-03,22,8,0.0,11.6,5,71,01:10 PM,03:13 AM,06:06 AM,06:50 PM,0,15,16,15,11,11,38,0.0,1017,22,10,35,6,Tajikistan
2020-04-04,23,12,0.0,11.6,5,79,02:20 PM,03:58 AM,06:05 AM,06:51 PM,4,18,19,18,9,17,43,0.0,1015,23,10,129,5,Tajikistan
2020-04-05,18,14,0.0,6.2,4,87,03:34 PM,04:39 AM,06:03 AM,06:52 PM,7,16,16,16,8,72,57,3.3,1017,18,9,195,6,Tajikistan
2020-04-06,23,13,0.0,11.6,4,94,04:48 PM,05:15 AM,06:02 AM,06:53 PM,8,18,18,18,7,37,58,1.3,1014,23,10,134,5,Tajikistan
2020-04-07,13,11,0.0,9.2,3,100,06:04 PM,05:50 AM,06:00 AM,06:54 PM,10,13,13,13,5,60,83,5.9,1017,13,10,182,4,Tajikistan
2020-04-08,13,8,0.0,8.1,3,100,07:19 PM,06:22 AM,05:59 AM,06:55 PM,9,11,11,11,6,85,86,22.4,1019,13,8,236,5,Tajikistan
2020-04-09,5,2,36.9,9.4,1,83,08:34 PM,06:56 AM,05:58 AM,06:56 PM,3,3,4,3,6,77,94,64.4,1030,5,6,166,5,Tajikistan
2020-04-10,17,3,0.0,13.0,3,76,09:49 PM,07:33 AM,05:56 AM,06:57 PM,2,9,10,9,8,34,60,0.0,1021,17,10,108,5,Tajikistan
2020-04-11,17,10,0.0,12.0,4,68,11:00 PM,08:12 AM,05:55 AM,06:58 PM,8,13,14,13,11,57,69,2.2,1018,17,9,36,8,Tajikistan
2020-04-12,19,10,0.0,12.0,4,61,No moonrise,08:57 AM,05:53 AM,06:59 PM,11,15,16,15,9,62,72,2.8,1017,19,8,150,7,Tajikistan
2020-04-13,15,13,0.0,8.4,3,53,12:07 AM,09:47 AM,05:52 AM,07:00 PM,12,14,14,14,4,79,89,30.2,1016,15,8,143,3,Tajikistan
2020-04-14,12,11,0.0,8.4,3,46,01:07 AM,10:42 AM,05:50 AM,07:01 PM,11,12,12,12,4,95,94,33.3,1017,12,7,206,3,Tajikistan
2020-04-15,10,8,0.0,9.7,2,38,01:58 AM,11:40 AM,05:49 AM,07:02 PM,8,9,9,9,3,87,95,43.9,1022,10,6,184,2,Tajikistan
2020-04-16,21,8,0.0,13.6,4,30,02:42 AM,12:39 PM,05:47 AM,07:03 PM,6,15,16,15,6,28,60,0.3,1018,21,10,144,4,Tajikistan
2020-04-17,22,10,0.0,13.6,5,23,03:20 AM,01:39 PM,05:46 AM,07:04 PM,4,16,18,16,9,8,46,0.0,1014,22,10,115,5,Tajikistan
2020-04-18,21,11,0.0,13.6,5,15,03:51 AM,02:37 PM,05:45 AM,07:05 PM,6,16,17,16,7,14,53,0.0,1017,21,10,138,5,Tajikistan
2020-04-19,22,11,0.0,13.6,4,8,04:19 AM,03:36 PM,05:43 AM,07:06 PM,7,17,18,17,6,17,53,0.2,1015,22,10,119,4,Tajikistan
2020-04-20,22,13,0.0,13.7,4,0,04:46 AM,04:32 PM,05:42 AM,07:07 PM,7,18,18,18,5,24,53,0.4,1015,22,10,108,4,Tajikistan
2020-04-21,25,14,0.0,13.7,5,0,05:11 AM,05:29 PM,05:41 AM,07:08 PM,9,19,20,19,4,19,53,0.2,1015,25,10,117,3,Tajikistan
2020-04-22,25,14,0.0,13.7,6,0,05:35 AM,06:26 PM,05:39 AM,07:09 PM,8,20,20,20,6,4,49,0.0,1013,25,10,86,4,Tajikistan
2020-04-23,29,16,0.0,13.7,6,0,06:00 AM,07:24 PM,05:38 AM,07:10 PM,7,23,23,23,6,1,40,0.0,1011,29,10,92,4,Tajikistan
2020-04-24,26,16,0.0,13.3,5,7,06:28 AM,08:23 PM,05:37 AM,07:10 PM,6,21,21,21,5,22,40,0.0,1009,26,10,139,4,Tajikistan
