date_time,Andorra_maxtempC,Andorra_mintempC,Andorra_totalSnow_cm,Andorra_sunHour,Andorra_uvIndex,Andorra_moon_illumination,Andorra_moonrise,Andorra_moonset,Andorra_sunrise,Andorra_sunset,Andorra_DewPointC,Andorra_FeelsLikeC,Andorra_HeatIndexC,Andorra_WindChillC,Andorra_WindGustKmph,Andorra_cloudcover,Andorra_humidity,Andorra_precipMM,Andorra_pressure,Andorra_tempC,Andorra_visibility,Andorra_winddirDegree,Andorra_windspeedKmph,Andorra_location
2020-01-01,6,-2,0.0,8.7,2,37,12:19 PM,11:46 PM,08:23 AM,05:31 PM,-8,0,1,0,9,17,51,0.0,1031,6,10,93,5,Andorra
2020-01-02,6,-2,0.0,8.7,1,44,12:43 PM,No moonset,08:23 AM,05:32 PM,-9,1,1,1,5,26,45,0.0,1030,6,10,105,3,Andorra
2020-01-03,5,-3,0.0,8.7,2,51,01:06 PM,12:45 AM,08:24 AM,05:33 PM,-9,-1,1,-1,14,25,50,0.0,1031,5,10,72,7,Andorra
2020-01-04,6,-3,0.0,8.7,2,59,01:29 PM,01:45 AM,08:24 AM,05:34 PM,-4,-3,1,-3,23,11,71,0.0,1033,6,10,12,13,Andorra
2020-01-05,7,-1,0.0,8.7,1,66,01:55 PM,02:45 AM,08:23 AM,05:35 PM,-10,-1,2,-1,22,13,41,0.0,1030,7,10,18,12,Andorra
2020-01-06,6,-2,0.0,8.7,2,73,02:23 PM,03:48 AM,08:23 AM,05:36 PM,-8,1,2,1,10,0,50,0.0,1029,6,10,135,5,Andorra
2020-01-07,7,-1,0.0,6.9,1,80,02:56 PM,04:52 AM,08:23 AM,05:37 PM,-8,-1,2,-1,23,18,46,0.0,1030,7,10,19,12,Andorra
2020-01-08,6,0,0.0,8.7,2,88,03:37 PM,05:58 AM,08:23 AM,05:38 PM,0,0,2,0,16,42,88,0.0,1029,6,10,40,8,Andorra
2020-01-09,3,-5,0.0,8.7,2,95,04:25 PM,07:03 AM,08:23 AM,05:39 PM,-4,-2,-0,-2,8,14,79,0.0,1025,3,10,200,5,Andorra
2020-01-10,-0,-7,7.8,3.4,1,100,05:24 PM,08:04 AM,08:23 AM,05:40 PM,-4,-6,-2,-6,18,73,86,10.2,1028,-0,6,12,12,Andorra
2020-01-11,5,-4,0.0,8.7,2,100,06:30 PM,09:00 AM,08:22 AM,05:41 PM,-11,-3,1,-3,21,1,47,0.0,1030,5,10,18,12,Andorra
2020-01-12,6,-4,0.0,8.7,2,83,07:44 PM,09:48 AM,08:22 AM,05:42 PM,-15,-2,0,-2,13,3,32,0.0,1029,6,10,27,7,Andorra
2020-01-13,4,-8,0.0,5.2,1,76,08:58 PM,10:29 AM,08:22 AM,05:43 PM,-16,-2,-2,-2,6,44,32,0.0,1024,4,10,119,3,Andorra
2020-01-14,4,-3,0.0,8.7,1,69,10:13 PM,11:04 AM,08:21 AM,05:45 PM,-14,-1,-0,-1,7,32,37,0.0,1018,4,10,148,4,Andorra
2020-01-15,3,-6,0.0,7.0,1,61,11:27 PM,11:35 AM,08:21 AM,05:46 PM,-11,-2,-1,-2,8,29,47,0.0,1020,3,10,181,4,Andorra
2020-01-16,4,-4,0.0,8.7,2,54,No moonrise,12:03 PM,08:21 AM,05:47 PM,-5,-2,-1,-2,9,18,73,0.0,1025,4,8,152,5,Andorra
2020-01-17,1,-7,6.5,3.5,1,47,12:39 AM,12:31 PM,08:20 AM,05:48 PM,-3,-5,-2,-5,15,87,93,9.7,1025,1,4,233,8,Andorra
2020-01-18,1,-6,0.0,8.7,1,40,01:50 AM,01:01 PM,08:20 AM,05:49 PM,-7,-5,-3,-5,8,33,70,0.1,1028,1,10,170,5,Andorra
2020-01-19,-2,-11,1.0,3.5,1,32,03:01 AM,01:33 PM,08:19 AM,05:50 PM,-7,-10,-4,-10,21,82,80,2.3,1025,-2,6,30,18,Andorra
2020-01-20,-1,-9,0.1,3.5,1,25,04:11 AM,02:09 PM,08:18 AM,05:52 PM,-10,-11,-5,-11,28,77,75,0.4,1030,-1,9,33,17,Andorra
2020-01-21,2,-6,5.0,3.5,1,18,05:18 AM,02:50 PM,08:18 AM,05:53 PM,-5,-7,-3,-7,24,66,83,9.9,1027,2,7,66,13,Andorra
2020-01-22,1,-8,74.5,3.5,1,11,06:21 AM,03:38 PM,08:17 AM,05:54 PM,-2,-4,-2,-4,15,92,98,87.6,1022,1,3,130,8,Andorra
2020-01-23,-1,-6,37.1,3.5,1,3,07:19 AM,04:32 PM,08:16 AM,05:55 PM,-2,-5,-2,-5,15,91,99,43.6,1020,-1,5,142,8,Andorra
2020-01-24,-0,-7,0.0,5.3,1,0,08:08 AM,05:31 PM,08:16 AM,05:57 PM,-6,-5,-5,-5,5,31,89,0.0,1021,-0,8,118,3,Andorra
2020-01-25,1,-7,1.2,7.0,1,0,08:49 AM,06:31 PM,08:15 AM,05:58 PM,-4,-4,-3,-4,8,50,93,1.5,1020,1,8,177,4,Andorra
2020-01-26,2,-6,1.2,8.7,1,4,09:25 AM,07:34 PM,08:14 AM,05:59 PM,-3,-3,-2,-3,6,66,94,1.5,1019,2,7,135,4,Andorra
2020-01-27,2,-7,0.0,9.9,1,11,09:55 AM,08:34 PM,08:13 AM,06:00 PM,-4,-4,-3,-4,8,62,92,0.3,1019,2,4,176,4,Andorra
2020-01-28,4,-5,0.0,9.9,1,18,10:21 AM,09:35 PM,08:12 AM,06:02 PM,-2,-1,-0,-1,6,51,92,0.1,1018,4,5,214,4,Andorra
2020-01-29,5,-3,0.0,9.9,1,26,10:45 AM,10:34 PM,08:11 AM,06:03 PM,-5,-1,1,-1,8,21,73,0.0,1021,5,10,85,4,Andorra
2020-01-30,5,-5,0.0,5.0,1,33,11:08 AM,11:33 PM,08:10 AM,06:04 PM,-1,-0,1,-0,9,71,86,0.4,1020,5,10,56,4,Andorra
2020-01-31,4,-1,0.0,8.3,1,37,11:31 AM,No moonset,08:09 AM,06:05 PM,-0,-0,1,-0,9,54,91,0.4,1021,4,9,105,5,Andorra
2020-02-01,5,-1,0.0,9.9,1,49,11:55 AM,12:32 AM,08:08 AM,06:07 PM,-0,-0,1,-0,11,48,90,0.4,1021,5,7,95,6,Andorra
2020-02-02,7,-2,0.0,10.0,2,57,12:21 PM,01:33 AM,08:07 AM,06:08 PM,-1,1,3,1,11,8,78,0.0,1025,7,10,23,5,Andorra
2020-02-03,8,2,0.0,10.0,2,64,12:52 PM,02:35 AM,08:06 AM,06:09 PM,-1,2,4,2,16,2,75,0.0,1027,8,10,19,8,Andorra
2020-02-04,6,-1,0.0,10.0,1,72,01:28 PM,03:39 AM,08:05 AM,06:11 PM,-0,-1,2,-1,20,23,84,0.2,1025,6,9,165,13,Andorra
2020-02-05,4,-4,0.0,10.1,2,79,02:11 PM,04:43 AM,08:04 AM,06:12 PM,-7,-4,0,-4,22,9,63,0.0,1030,4,10,36,13,Andorra
2020-02-06,6,-3,0.0,10.1,2,87,03:04 PM,05:46 AM,08:03 AM,06:13 PM,-13,0,2,0,5,5,36,0.0,1025,6,10,160,4,Andorra
2020-02-07,7,-3,0.0,10.1,2,95,04:07 PM,06:44 AM,08:02 AM,06:15 PM,-11,1,2,1,7,10,43,0.0,1023,7,10,98,4,Andorra
2020-02-08,5,-3,0.1,10.0,1,100,05:18 PM,07:37 AM,08:01 AM,06:16 PM,-7,-1,0,-1,9,38,61,0.2,1024,5,10,141,5,Andorra
2020-02-09,3,-4,0.0,10.0,1,100,06:34 PM,08:21 AM,07:59 AM,06:17 PM,-3,-3,-1,-3,9,40,87,0.0,1028,3,9,187,5,Andorra
2020-02-10,10,-4,0.0,10.6,3,83,07:52 PM,09:00 AM,07:58 AM,06:18 PM,-1,3,4,3,10,9,75,0.0,1026,10,10,182,6,Andorra
2020-02-11,8,1,0.0,8.5,2,75,09:09 PM,09:34 AM,07:57 AM,06:20 PM,2,2,4,2,12,49,87,0.0,1025,8,10,140,8,Andorra
2020-02-12,5,0,0.0,5.3,1,68,10:24 PM,10:04 AM,07:56 AM,06:21 PM,2,1,2,1,7,94,96,0.4,1022,5,4,211,4,Andorra
2020-02-13,5,-2,0.0,5.3,1,60,11:39 PM,10:33 AM,07:54 AM,06:22 PM,1,0,2,0,10,84,92,0.6,1019,5,6,188,6,Andorra
2020-02-14,10,-1,0.0,10.7,3,53,No moonrise,11:03 AM,07:53 AM,06:24 PM,-2,2,4,2,14,12,70,0.0,1025,10,9,90,7,Andorra
2020-02-15,8,-1,0.0,10.7,2,45,12:52 AM,11:35 AM,07:52 AM,06:25 PM,-5,3,4,3,6,3,60,0.0,1025,8,10,141,4,Andorra
2020-02-16,8,-0,0.0,10.8,2,38,02:03 AM,12:09 PM,07:50 AM,06:26 PM,-4,3,4,3,9,4,62,0.0,1024,8,10,171,5,Andorra
2020-02-17,9,1,0.0,10.0,3,30,03:12 AM,12:49 PM,07:49 AM,06:28 PM,-3,3,5,3,10,23,62,0.2,1024,9,10,162,6,Andorra
2020-02-18,6,-0,0.0,10.8,2,22,04:16 AM,01:35 PM,07:48 AM,06:29 PM,-2,0,3,0,10,32,76,0.0,1031,6,10,112,9,Andorra
2020-02-19,9,-3,0.0,10.8,2,15,05:14 AM,02:26 PM,07:46 AM,06:30 PM,-7,1,3,1,11,11,55,0.0,1031,9,10,115,7,Andorra
2020-02-20,11,1,0.0,10.9,2,7,06:05 AM,03:23 PM,07:45 AM,06:31 PM,-9,6,7,6,9,35,39,0.0,1024,11,10,144,5,Andorra
2020-02-21,11,-2,0.0,10.9,3,0,06:48 AM,04:22 PM,07:43 AM,06:33 PM,-5,3,5,3,12,3,57,0.0,1029,11,10,135,6,Andorra
2020-02-22,13,0,0.0,10.9,3,0,07:26 AM,05:24 PM,07:42 AM,06:34 PM,-12,5,7,5,14,11,29,0.0,1031,13,10,103,8,Andorra
2020-02-23,14,2,0.0,11.0,3,0,07:57 AM,06:25 PM,07:40 AM,06:35 PM,-11,7,8,7,12,0,28,0.0,1032,14,10,95,6,Andorra
2020-02-24,15,4,0.0,11.0,4,0,08:24 AM,07:26 PM,07:39 AM,06:36 PM,-11,9,10,9,9,1,29,0.0,1026,15,10,124,5,Andorra
2020-02-25,8,0,0.0,10.1,2,8,08:48 AM,08:25 PM,07:37 AM,06:38 PM,-8,3,5,3,11,42,47,0.1,1018,8,10,160,7,Andorra
2020-02-26,3,-4,0.0,10.1,1,15,09:12 AM,09:25 PM,07:36 AM,06:39 PM,-6,-4,-0,-4,16,35,68,0.3,1018,3,9,242,12,Andorra
2020-02-27,8,-4,0.0,11.1,2,23,09:35 AM,10:23 PM,07:34 AM,06:40 PM,-10,1,2,1,9,11,51,0.0,1021,8,10,189,6,Andorra
2020-02-28,8,-2,0.0,8.6,1,30,09:58 AM,11:23 PM,07:32 AM,06:41 PM,-11,2,3,2,10,35,39,0.0,1014,8,10,140,7,Andorra
2020-02-29,6,-2,0.2,8.6,1,38,10:22 AM,No moonset,07:31 AM,06:43 PM,-0,-1,2,-1,16,61,89,0.5,1010,6,7,207,10,Andorra
2020-03-01,2,-3,2.0,7.1,1,44,10:50 AM,12:23 AM,07:29 AM,06:44 PM,-2,-3,-1,-3,11,85,92,2.6,1009,2,5,206,8,Andorra
2020-03-02,2,-5,26.1,5.6,1,51,11:23 AM,01:26 AM,07:28 AM,06:45 PM,-1,-3,0,-3,17,89,95,31.0,1002,2,5,251,12,Andorra
2020-03-03,2,-7,4.8,8.6,1,58,12:02 PM,02:28 AM,07:26 AM,06:46 PM,-4,-6,-2,-6,13,61,93,6.6,1012,2,6,272,9,Andorra
2020-03-04,4,-5,8.8,8.6,1,65,12:49 PM,03:30 AM,07:24 AM,06:48 PM,-2,-3,-0,-3,16,60,89,11.3,1017,4,7,217,9,Andorra
2020-03-05,4,-3,4.3,5.6,1,73,01:46 PM,04:29 AM,07:23 AM,06:49 PM,-0,-1,1,-1,15,92,97,7.0,1009,4,2,171,9,Andorra
2020-03-06,-0,-8,0.8,8.6,1,80,02:51 PM,05:23 AM,07:21 AM,06:50 PM,-7,-9,-4,-9,18,51,82,2.8,1009,-0,8,253,13,Andorra
2020-03-07,1,-6,20.6,10.1,1,87,04:05 PM,06:10 AM,07:19 AM,06:51 PM,-5,-8,-3,-8,22,62,87,24.4,1020,1,7,204,17,Andorra
2020-03-08,6,-6,0.1,10.1,2,95,05:22 PM,06:52 AM,07:18 AM,06:52 PM,-4,-2,1,-2,14,35,78,0.1,1023,6,10,56,7,Andorra
2020-03-09,2,-4,0.3,11.4,1,100,06:41 PM,07:28 AM,07:16 AM,06:54 PM,-4,-5,-1,-5,22,38,87,0.4,1025,2,9,138,14,Andorra
2020-03-10,9,-5,0.0,8.7,2,100,07:59 PM,08:00 AM,07:14 AM,06:55 PM,-0,-0,3,-0,23,33,84,0.2,1025,9,10,10,13,Andorra
2020-03-11,13,-0,0.0,11.4,3,84,09:17 PM,08:30 AM,07:12 AM,06:56 PM,-1,5,7,5,14,10,64,0.0,1024,13,10,99,7,Andorra
2020-03-12,15,3,0.0,11.5,4,76,10:33 PM,09:01 AM,07:11 AM,06:57 PM,1,9,10,9,9,18,61,0.1,1020,15,10,121,6,Andorra
2020-03-13,8,4,0.0,5.7,2,69,11:49 PM,09:33 AM,07:09 AM,06:58 PM,6,6,6,6,7,89,95,2.8,1020,8,8,169,5,Andorra
2020-03-14,11,3,0.0,11.6,2,62,No moonrise,10:07 AM,07:07 AM,07:00 PM,2,6,7,6,6,49,83,0.3,1020,11,8,250,4,Andorra
2020-03-15,10,1,0.0,10.2,2,55,01:01 AM,10:46 AM,07:05 AM,07:01 PM,1,4,6,4,13,65,84,4.8,1016,10,5,206,9,Andorra
2020-03-16,3,-2,6.0,6.0,1,47,02:09 AM,11:31 AM,07:04 AM,07:02 PM,1,-1,1,-1,13,99,99,39.4,1016,3,6,128,8,Andorra
2020-03-17,8,-2,0.0,8.8,1,40,03:11 AM,12:21 PM,07:02 AM,07:03 PM,2,1,3,1,9,57,95,3.8,1026,8,8,159,5,Andorra
2020-03-18,11,-0,0.0,8.8,2,33,04:04 AM,01:17 PM,07:00 AM,07:04 PM,2,5,6,5,10,36,81,0.5,1027,11,9,136,5,Andorra
2020-03-19,9,-0,0.0,7.6,2,25,04:50 AM,02:16 PM,06:58 AM,07:06 PM,2,4,5,4,7,65,89,2.6,1022,9,9,149,4,Andorra
2020-03-20,10,-2,0.0,11.6,2,18,05:28 AM,03:17 PM,06:57 AM,07:07 PM,-3,3,5,3,7,20,68,0.0,1019,10,10,154,5,Andorra
2020-03-21,9,0,0.0,11.6,3,11,06:00 AM,04:18 PM,06:55 AM,07:08 PM,-2,4,5,4,6,19,70,0.0,1014,9,10,151,5,Andorra
2020-03-22,8,1,0.0,8.9,2,4,06:28 AM,05:19 PM,06:53 AM,07:09 PM,1,4,5,4,6,71,84,6.6,1012,8,8,197,4,Andorra
2020-03-23,7,1,1.8,6.3,1,0,06:53 AM,06:18 PM,06:51 AM,07:10 PM,1,2,3,2,7,82,91,12.7,1018,7,5,135,5,Andorra
2020-03-24,8,-1,0.0,7.6,2,0,07:17 AM,07:18 PM,06:50 AM,07:11 PM,-0,3,4,3,5,62,83,0.7,1020,8,8,217,3,Andorra
2020-03-25,1,-5,13.9,6.3,1,3,07:39 AM,08:16 PM,06:48 AM,07:12 PM,-4,-4,-2,-4,9,75,91,16.5,1017,1,5,187,6,Andorra
2020-03-26,-0,-7,13.2,6.3,1,11,08:02 AM,09:16 PM,06:46 AM,07:14 PM,-6,-5,-3,-5,11,78,91,15.5,1011,-0,5,75,7,Andorra
2020-03-27,4,-9,1.0,10.3,1,18,08:25 AM,10:16 PM,06:44 AM,07:15 PM,-5,-5,-2,-5,14,58,86,1.7,1015,4,9,29,8,Andorra
2020-03-28,5,-5,1.0,6.4,1,25,08:52 AM,11:18 PM,06:43 AM,07:16 PM,-2,-2,-1,-2,8,88,88,6.5,1017,5,8,177,5,Andorra
2020-03-29,6,-4,0.0,9.0,1,32,09:23 AM,No moonset,06:41 AM,07:17 PM,-2,-3,1,-3,16,45,84,1.1,1017,6,9,128,11,Andorra
2020-03-30,-1,-6,0.3,10.3,1,40,09:58 AM,12:20 AM,06:39 AM,07:18 PM,-7,-7,-3,-7,14,46,74,1.0,1016,-1,8,92,12,Andorra
2020-03-31,4,-6,0.3,6.4,1,44,10:41 AM,01:21 AM,06:37 AM,07:19 PM,-1,-2,-0,-2,7,78,96,1.4,1015,4,4,147,4,Andorra
2020-04-01,5,-1,0.3,6.4,1,56,11:33 AM,02:19 AM,06:36 AM,07:21 PM,1,0,2,0,9,96,97,1.7,1015,5,7,146,6,Andorra
2020-04-02,5,-2,7.3,6.4,1,64,12:32 PM,03:14 AM,06:34 AM,07:22 PM,-0,-1,0,-1,8,82,95,11.3,1014,5,6,80,5,Andorra
2020-04-03,6,-4,0.4,11.6,1,71,01:41 PM,04:03 AM,06:32 AM,07:23 PM,-2,-1,2,-1,13,32,83,0.5,1016,6,9,55,8,Andorra
2020-04-04,10,-5,0.0,11.6,3,79,02:54 PM,04:45 AM,06:30 AM,07:24 PM,-2,2,4,2,8,16,76,0.0,1019,10,9,145,5,Andorra
2020-04-05,9,-3,0.0,11.6,1,87,04:11 PM,05:22 AM,06:29 AM,07:25 PM,-3,2,4,2,12,22,74,0.0,1020,9,7,198,8,Andorra
2020-04-06,5,-3,0.0,6.5,1,94,05:29 PM,05:55 AM,06:27 AM,07:26 PM,-1,1,1,1,5,65,90,9.6,1022,5,7,160,4,Andorra
2020-04-07,5,0,0.0,6.5,1,100,06:47 PM,06:26 AM,06:25 AM,07:27 PM,2,2,2,2,6,100,98,11.4,1027,5,7,118,4,Andorra
2020-04-08,9,1,0.0,7.8,2,100,08:06 PM,06:56 AM,06:24 AM,07:29 PM,3,4,5,4,6,75,91,3.6,1025,9,6,185,4,Andorra
2020-04-09,12,1,0.0,7.8,2,83,09:24 PM,07:27 AM,06:22 AM,07:30 PM,3,5,6,5,8,52,82,5.2,1022,12,8,130,5,Andorra
2020-04-10,11,1,0.0,10.3,2,76,10:40 PM,08:01 AM,06:20 AM,07:31 PM,2,6,7,6,7,52,82,1.8,1022,11,8,179,5,Andorra
2020-04-11,8,1,0.0,9.1,2,68,11:54 PM,08:39 AM,06:19 AM,07:32 PM,3,4,5,4,8,70,92,2.4,1021,8,8,190,5,Andorra
2020-04-12,5,0,0.0,6.6,1,61,No moonrise,09:23 AM,06:17 AM,07:33 PM,2,2,3,2,8,100,97,1.4,1018,5,4,199,5,Andorra
2020-04-13,11,-1,0.0,10.3,2,53,01:01 AM,10:12 AM,06:15 AM,07:34 PM,0,4,5,4,6,45,74,0.7,1011,11,9,120,5,Andorra
2020-04-14,11,4,0.0,6.6,2,46,02:00 AM,11:08 AM,06:14 AM,07:35 PM,5,6,7,6,5,82,92,8.6,1013,11,7,125,4,Andorra
2020-04-15,11,3,0.0,6.6,2,38,02:49 AM,12:07 PM,06:12 AM,07:36 PM,5,6,8,6,13,83,88,2.5,1016,11,10,187,9,Andorra
2020-04-16,12,1,0.0,9.1,2,30,03:30 AM,01:09 PM,06:11 AM,07:38 PM,3,5,7,5,12,71,85,0.4,1018,12,6,177,8,Andorra
2020-04-17,14,1,0.0,11.6,4,23,04:04 AM,02:10 PM,06:09 AM,07:39 PM,2,7,8,7,12,21,71,0.0,1017,14,9,172,8,Andorra
2020-04-18,15,3,0.0,10.4,3,15,04:33 AM,03:11 PM,06:07 AM,07:40 PM,3,9,10,9,8,29,70,0.3,1015,15,10,143,6,Andorra
2020-04-19,13,3,0.0,6.7,2,8,04:59 AM,04:11 PM,06:06 AM,07:41 PM,6,7,8,7,7,68,87,9.1,1011,13,8,111,5,Andorra
2020-04-20,9,4,0.0,6.7,2,0,05:22 AM,05:11 PM,06:04 AM,07:42 PM,5,5,6,5,10,78,93,25.8,1006,9,8,21,7,Andorra
2020-04-21,7,2,0.0,6.7,2,0,05:44 AM,06:10 PM,06:03 AM,07:43 PM,4,4,5,4,6,97,96,28.1,1006,7,7,79,4,Andorra
2020-04-22,8,2,0.0,6.7,2,0,06:06 AM,07:10 PM,06:01 AM,07:44 PM,3,3,5,3,13,76,91,10.4,1013,8,8,54,8,Andorra
2020-04-23,11,1,0.0,9.6,2,0,06:30 AM,08:10 PM,06:00 AM,07:45 PM,4,6,6,6,6,67,90,7.9,1018,11,6,116,4,Andorra
2020-04-24,13,4,0.0,8.7,3,7,06:55 AM,09:12 PM,05:58 AM,07:47 PM,6,8,9,8,8,82,90,15.7,1014,13,6,222,5,Andorra
2020-04-25,12,3,0.0,9.9,2,15,07:24 AM,10:14 PM,05:57 AM,07:48 PM,5,7,8,7,7,64,87,14.1,1010,12,9,160,4,Andorra
2020-04-26,12,2,0.0,11.0,2,22,07:58 AM,11:16 PM,05:56 AM,07:49 PM,5,7,8,7,12,62,87,11.8,1009,12,9,132,7,Andorra
2020-04-27,12,4,0.0,11.0,2,30,08:38 AM,No moonset,05:54 AM,07:50 PM,5,7,9,7,11,74,86,1.5,1009,12,7,202,8,Andorra
2020-04-28,10,1,0.0,9.9,2,37,09:27 AM,12:15 AM,05:53 AM,07:51 PM,2,4,6,4,9,68,84,4.4,1011,10,9,161,7,Andorra
2020-04-29,10,2,0.0,14.0,3,45,10:22 AM,01:11 AM,05:51 AM,07:52 PM,2,4,6,4,10,40,81,0.3,1014,10,9,169,8,Andorra
2020-04-30,10,1,0.0,11.1,2,52,11:27 AM,02:00 AM,05:50 AM,07:53 PM,3,5,6,5,9,64,81,0.3,1013,10,7,236,7,Andorra
2020-05-01,14,2,0.0,12.2,3,58,12:36 PM,02:43 AM,05:49 AM,07:54 PM,4,8,9,8,9,60,79,0.2,1015,14,8,229,7,Andorra
2020-05-02,14,5,0.0,13.4,3,65,01:49 PM,03:21 AM,05:47 AM,07:55 PM,6,10,11,10,10,45,80,0.9,1017,14,10,201,7,Andorra
2020-05-03,18,3,0.0,14.1,4,72,03:04 PM,03:54 AM,05:46 AM,07:57 PM,4,10,12,10,12,9,69,0.0,1019,18,10,135,7,Andorra
2020-05-04,21,6,0.0,14.1,5,80,04:20 PM,04:23 AM,05:45 AM,07:58 PM,6,14,15,14,8,7,67,0.0,1016,21,10,141,6,Andorra
2020-05-05,20,11,0.0,13.4,4,87,05:37 PM,04:53 AM,05:43 AM,07:59 PM,5,15,15,15,13,27,54,0.2,1015,20,10,187,10,Andorra
2020-05-06,19,7,0.0,13.4,4,94,06:55 PM,05:23 AM,05:42 AM,08:00 PM,2,13,14,13,7,29,54,0.1,1016,19,10,187,5,Andorra
2020-05-07,19,5,0.0,14.5,5,100,08:13 PM,05:54 AM,05:41 AM,08:01 PM,6,13,14,13,9,17,71,0.0,1019,19,10,149,6,Andorra
2020-05-08,19,6,0.0,14.5,5,100,09:30 PM,06:30 AM,05:40 AM,08:02 PM,5,14,14,14,10,25,66,0.0,1016,19,9,186,7,Andorra
2020-05-09,18,6,0.0,12.4,3,84,10:42 PM,07:11 AM,05:39 AM,08:03 PM,4,13,13,13,10,34,61,0.5,1012,18,10,159,7,Andorra
2020-05-10,11,2,0.0,9.2,2,77,11:47 PM,07:59 AM,05:37 AM,08:04 PM,5,6,7,6,12,83,90,17.8,1004,11,9,170,8,Andorra
2020-05-11,9,2,0.0,9.2,2,70,No moonrise,08:54 AM,05:36 AM,08:05 PM,5,4,6,4,8,88,92,6.9,1003,9,7,223,6,Andorra
2020-05-12,13,4,0.0,13.4,2,62,12:42 AM,09:54 AM,05:35 AM,08:06 PM,5,8,9,8,9,47,82,0.6,1009,13,6,139,7,Andorra
2020-05-13,11,5,0.0,10.3,2,55,01:28 AM,10:56 AM,05:34 AM,08:07 PM,5,6,7,6,12,73,85,14.4,1002,11,8,185,9,Andorra
2020-05-14,13,1,0.0,12.4,2,48,02:05 AM,11:59 AM,05:33 AM,08:08 PM,4,6,7,6,6,61,84,17.1,1004,13,6,150,5,Andorra
2020-05-15,11,4,0.0,9.2,2,40,02:36 AM,01:01 PM,05:32 AM,08:09 PM,6,7,7,7,6,78,89,20.7,1011,11,8,177,5,Andorra
2020-05-16,9,2,0.0,10.3,2,33,03:03 AM,02:02 PM,05:31 AM,08:10 PM,5,5,6,5,9,68,92,14.4,1017,9,9,79,5,Andorra
2020-05-17,11,2,0.0,9.3,2,26,03:27 AM,03:02 PM,05:30 AM,08:11 PM,5,6,8,6,10,78,88,11.5,1018,11,6,103,6,Andorra
2020-05-18,15,1,0.0,14.5,4,19,03:50 AM,04:01 PM,05:29 AM,08:12 PM,0,7,9,7,18,12,63,0.1,1021,15,10,16,12,Andorra
2020-05-19,17,3,0.0,14.5,4,11,04:11 AM,05:01 PM,05:28 AM,08:13 PM,2,9,11,9,21,7,63,0.0,1019,17,10,11,13,Andorra
2020-05-20,20,5,0.0,14.5,5,4,04:34 AM,06:01 PM,05:27 AM,08:14 PM,3,12,14,12,17,4,57,0.0,1017,20,10,57,10,Andorra
2020-05-21,21,5,0.0,12.4,4,0,04:59 AM,07:03 PM,05:27 AM,08:15 PM,3,14,15,14,11,28,54,1.2,1019,21,10,107,6,Andorra
2020-05-22,22,8,0.0,14.5,5,0,05:27 AM,08:06 PM,05:26 AM,08:16 PM,6,16,17,16,9,20,62,0.0,1022,22,10,106,6,Andorra
2020-05-23,21,8,0.0,12.4,4,3,05:59 AM,09:09 PM,05:25 AM,08:17 PM,9,15,15,15,7,40,74,2.6,1026,21,10,164,5,Andorra
2020-05-24,19,8,0.0,12.4,4,10,06:37 AM,10:10 PM,05:24 AM,08:18 PM,10,13,13,13,6,59,84,4.8,1029,19,8,213,5,Andorra
2020-05-25,17,8,0.0,11.4,3,17,07:23 AM,11:08 PM,05:23 AM,08:19 PM,9,13,13,13,5,74,82,4.5,1026,17,9,151,3,Andorra
2020-05-26,21,5,0.0,14.5,5,25,08:17 AM,11:59 PM,05:23 AM,08:20 PM,6,13,15,13,11,21,66,0.6,1026,21,10,61,7,Andorra
2020-05-27,19,4,0.0,13.5,3,32,09:19 AM,No moonset,05:22 AM,08:21 PM,3,11,12,11,10,44,62,2.2,1026,19,10,133,6,Andorra
2020-05-28,18,7,0.0,13.5,3,39,10:26 AM,12:44 AM,05:21 AM,08:22 PM,8,12,13,12,6,60,79,3.0,1024,18,8,225,4,Andorra
2020-05-29,20,5,0.0,14.5,5,47,11:37 AM,01:23 AM,05:21 AM,08:22 PM,3,13,14,13,10,20,58,1.1,1016,20,10,143,6,Andorra
2020-05-30,17,5,0.0,11.4,3,54,12:49 PM,01:56 AM,05:20 AM,08:23 PM,7,12,12,12,5,61,79,4.4,1016,17,9,178,4,Andorra
2020-05-31,19,5,0.0,13.5,3,58,02:02 PM,02:26 AM,05:20 AM,08:24 PM,8,12,13,12,6,44,78,9.7,1013,19,9,127,4,Andorra
2020-06-01,15,8,0.0,12.5,3,71,03:17 PM,02:54 AM,05:19 AM,08:25 PM,9,12,12,12,7,70,86,19.9,1015,15,8,146,5,Andorra
2020-06-02,18,5,0.0,13.5,3,79,04:31 PM,03:22 AM,05:19 AM,08:26 PM,8,11,12,11,6,53,81,13.6,1015,18,9,180,4,Andorra
2020-06-03,15,6,0.0,9.4,3,86,05:48 PM,03:51 AM,05:18 AM,08:26 PM,9,11,11,11,9,74,88,22.0,1009,15,9,146,5,Andorra
2020-06-04,9,-1,0.0,9.4,2,94,07:04 PM,04:24 AM,05:18 AM,08:27 PM,6,5,7,5,8,87,95,36.1,1004,9,7,146,6,Andorra
2020-06-05,16,3,0.0,14.5,3,100,08:18 PM,05:02 AM,05:18 AM,08:28 PM,4,8,10,8,10,41,77,0.6,1009,16,8,276,8,Andorra
2020-06-06,15,5,0.0,13.5,3,100,09:28 PM,05:46 AM,05:17 AM,08:28 PM,8,10,11,10,9,55,85,10.4,1010,15,7,214,6,Andorra
