date_time,Iceland_maxtempC,Iceland_mintempC,Iceland_totalSnow_cm,Iceland_sunHour,Iceland_uvIndex,Iceland_moon_illumination,Iceland_moonrise,Iceland_moonset,Iceland_sunrise,Iceland_sunset,Iceland_DewPointC,Iceland_FeelsLikeC,Iceland_HeatIndexC,Iceland_WindChillC,Iceland_WindGustKmph,Iceland_cloudcover,Iceland_humidity,Iceland_precipMM,Iceland_pressure,Iceland_tempC,Iceland_visibility,Iceland_winddirDegree,Iceland_windspeedKmph,Iceland_location
2021-01-18,0,-1,0.5,5.8,1,30,12:24 PM,No moonset,10:47 AM,04:30 PM,-2,-6,0,-6,33,55,84,1.2,1006,0,8,260,23,Iceland
2021-01-19,-1,-6,0.0,3.6,1,38,12:21 PM,12:02 AM,10:44 AM,04:33 PM,-5,-8,-2,-8,39,58,80,0.0,1008,-1,10,14,28,Iceland
2021-01-20,-2,-5,0.0,1.5,1,45,12:19 PM,01:29 AM,10:42 AM,04:36 PM,-6,-10,-3,-10,34,65,78,0.0,1012,-2,10,27,24,Iceland
2021-01-21,-2,-3,0.0,5.8,2,52,12:18 PM,02:55 AM,10:39 AM,04:40 PM,-6,-9,-3,-9,36,41,77,0.0,1012,-2,10,19,25,Iceland
2021-01-22,-3,-4,0.4,3.7,1,59,12:16 PM,04:23 AM,10:36 AM,04:43 PM,-8,-11,-3,-11,41,50,71,0.6,1012,-3,7,226,30,Iceland
2021-01-23,-3,-4,0.0,5.8,1,67,12:16 PM,05:56 AM,10:34 AM,04:46 PM,-7,-10,-3,-10,40,38,74,0.2,1010,-3,8,49,30,Iceland
2021-01-24,-4,-5,0.0,3.7,1,74,12:18 PM,07:31 AM,10:31 AM,04:50 PM,-8,-11,-4,-11,36,42,76,0.0,1012,-4,10,22,25,Iceland
2021-01-25,-5,-5,0.0,1.6,1,81,12:27 PM,09:07 AM,10:28 AM,04:53 PM,-12,-12,-5,-12,34,86,58,0.0,1017,-5,10,60,24,Iceland
2021-01-26,-5,-6,0.0,3.7,1,88,12:57 PM,10:28 AM,10:25 AM,04:56 PM,-12,-12,-5,-12,33,80,58,0.1,1017,-5,9,73,25,Iceland
2021-01-27,-2,-6,0.0,1.7,1,96,02:09 PM,11:10 AM,10:22 AM,05:00 PM,-13,-10,-4,-10,28,91,49,0.0,1017,-2,10,80,19,Iceland
2021-01-28,-3,-13,0.0,5.8,2,100,03:51 PM,11:23 AM,10:19 AM,05:03 PM,-12,-9,-5,-9,19,7,50,0.0,1010,-3,10,73,11,Iceland
2021-01-29,-1,-3,0.0,1.7,1,90,05:40 PM,11:27 AM,10:16 AM,05:06 PM,-9,-4,-2,-4,12,58,59,0.0,1011,-1,10,78,7,Iceland
2021-01-30,-4,-8,0.0,5.8,1,82,07:29 PM,11:28 AM,10:13 AM,05:10 PM,-10,-10,-5,-10,22,53,71,0.0,1016,-4,10,40,14,Iceland
2021-01-31,-3,-8,0.0,5.8,1,79,09:14 PM,11:27 AM,10:10 AM,05:13 PM,-9,-9,-4,-9,20,65,70,0.0,1011,-3,10,84,13,Iceland
2021-02-01,-1,-6,0.0,3.8,1,63,10:58 PM,11:25 AM,10:07 AM,05:16 PM,-9,-7,-3,-7,28,74,62,0.0,1008,-1,10,95,17,Iceland
2021-02-02,0,-1,0.0,1.8,1,55,No moonrise,11:23 AM,10:04 AM,05:20 PM,-6,-7,-0,-7,45,66,65,0.0,1008,0,10,91,29,Iceland
2021-02-03,-0,-2,0.0,5.8,2,48,12:41 AM,11:21 AM,10:01 AM,05:23 PM,-6,-7,-1,-7,40,24,67,0.0,1015,-0,10,97,25,Iceland
2021-02-04,2,0,0.0,3.9,1,40,02:27 AM,11:20 AM,09:58 AM,05:27 PM,-3,-6,1,-6,60,45,75,0.2,1022,2,6,126,40,Iceland
2021-02-05,3,2,0.0,3.9,1,33,04:16 AM,11:19 AM,09:55 AM,05:30 PM,-2,-5,2,-5,60,63,72,0.1,1023,3,6,130,41,Iceland
2021-02-06,1,-0,0.0,3.9,1,25,06:10 AM,11:19 AM,09:52 AM,05:33 PM,-4,-5,1,-5,47,42,68,0.2,1027,1,9,97,31,Iceland
2021-02-07,1,-4,0.0,5.8,2,18,08:06 AM,11:25 AM,09:49 AM,05:37 PM,-8,-6,-0,-6,42,17,56,0.0,1028,1,10,73,26,Iceland
