date_time,Mozambique_maxtempC,Mozambique_mintempC,Mozambique_totalSnow_cm,Mozambique_sunHour,Mozambique_uvIndex,Mozambique_moon_illumination,Mozambique_moonrise,Mozambique_moonset,Mozambique_sunrise,Mozambique_sunset,Mozambique_DewPointC,Mozambique_FeelsLikeC,Mozambique_HeatIndexC,Mozambique_WindChillC,Mozambique_WindGustKmph,Mozambique_cloudcover,Mozambique_humidity,Mozambique_precipMM,Mozambique_pressure,Mozambique_tempC,Mozambique_visibility,Mozambique_winddirDegree,Mozambique_windspeedKmph,Mozambique_location
2020-01-01,31,23,0.0,13.3,6,37,10:24 AM,11:13 PM,05:01 AM,06:45 PM,21,28,28,26,19,47,74,0.4,1012,31,10,143,15,Mozambique
2020-01-02,32,24,0.0,13.3,6,44,11:15 AM,11:44 PM,05:02 AM,06:45 PM,22,30,30,27,12,61,76,1.4,1011,32,10,113,10,Mozambique
2020-01-03,33,24,0.0,13.4,6,51,12:05 PM,No moonset,05:02 AM,06:45 PM,22,31,31,28,15,30,72,0.1,1012,33,10,106,11,Mozambique
2020-01-04,34,25,0.0,13.4,8,59,12:56 PM,12:15 AM,05:03 AM,06:46 PM,22,31,31,28,16,22,69,0.5,1012,34,10,45,13,Mozambique
2020-01-05,35,25,0.0,13.4,8,66,01:49 PM,12:48 AM,05:04 AM,06:46 PM,20,31,31,29,22,7,63,0.0,1009,35,10,81,17,Mozambique
2020-01-06,33,25,0.0,13.3,6,73,02:43 PM,01:23 AM,05:04 AM,06:46 PM,21,30,30,28,16,26,66,0.4,1011,33,10,76,12,Mozambique
2020-01-07,32,25,0.0,13.3,6,80,03:41 PM,02:01 AM,05:05 AM,06:46 PM,20,30,30,28,17,29,67,0.3,1012,32,10,138,13,Mozambique
2020-01-08,33,25,0.0,13.3,6,88,04:40 PM,02:44 AM,05:06 AM,06:46 PM,21,30,30,28,18,38,69,0.9,1011,33,10,48,13,Mozambique
2020-01-09,34,25,0.0,13.4,8,95,05:41 PM,03:33 AM,05:07 AM,06:46 PM,22,32,32,29,16,25,69,0.0,1009,34,10,131,12,Mozambique
2020-01-10,28,24,0.0,8.4,6,100,06:40 PM,04:28 AM,05:07 AM,06:46 PM,22,28,28,25,31,90,81,42.4,1015,28,5,180,22,Mozambique
2020-01-11,30,23,0.0,13.4,7,100,07:36 PM,05:30 AM,05:08 AM,06:46 PM,21,29,29,26,25,40,72,0.4,1016,30,10,165,18,Mozambique
2020-01-12,31,23,0.0,10.8,6,83,08:28 PM,06:34 AM,05:09 AM,06:46 PM,22,30,30,27,15,57,77,0.5,1013,31,10,145,11,Mozambique
2020-01-13,30,24,0.0,8.4,6,76,09:15 PM,07:41 AM,05:10 AM,06:46 PM,22,29,29,27,18,74,77,3.9,1013,30,9,146,13,Mozambique
2020-01-14,30,23,0.0,9.6,6,69,09:58 PM,08:46 AM,05:10 AM,06:46 PM,21,29,29,26,19,73,75,5.5,1013,30,10,153,13,Mozambique
2020-01-15,31,23,0.0,13.4,7,61,10:37 PM,09:50 AM,05:11 AM,06:46 PM,21,29,29,27,21,27,72,0.2,1014,31,10,159,16,Mozambique
2020-01-16,31,24,0.0,8.3,6,54,11:16 PM,10:52 AM,05:12 AM,06:46 PM,22,29,29,27,22,76,75,3.1,1013,31,9,160,15,Mozambique
2020-01-17,32,24,0.0,12.0,6,47,11:54 PM,11:54 AM,05:13 AM,06:46 PM,23,31,31,28,15,46,76,1.9,1010,32,10,135,11,Mozambique
2020-01-18,34,25,0.0,8.3,6,40,No moonrise,12:55 PM,05:14 AM,06:46 PM,23,32,32,28,17,69,77,17.1,1007,34,9,184,11,Mozambique
2020-01-19,27,23,0.0,9.6,6,32,12:34 AM,01:56 PM,05:14 AM,06:46 PM,19,26,26,24,33,75,72,2.5,1010,27,10,178,24,Mozambique
2020-01-20,25,21,0.0,8.3,5,25,01:16 AM,02:57 PM,05:15 AM,06:46 PM,17,25,25,23,31,72,70,1.7,1015,25,9,169,23,Mozambique
2020-01-21,27,19,0.0,13.3,5,18,02:01 AM,03:57 PM,05:16 AM,06:45 PM,16,24,24,23,20,43,67,0.5,1015,27,10,157,14,Mozambique
2020-01-22,29,21,0.0,13.3,6,11,02:50 AM,04:54 PM,05:17 AM,06:45 PM,18,26,26,24,15,33,67,0.0,1012,29,10,145,11,Mozambique
2020-01-23,29,23,0.0,10.8,6,3,03:43 AM,05:49 PM,05:18 AM,06:45 PM,20,27,27,25,12,63,72,0.5,1013,29,10,120,9,Mozambique
2020-01-24,29,24,0.0,10.8,6,0,04:38 AM,06:38 PM,05:18 AM,06:45 PM,19,28,28,26,17,52,68,1.0,1016,29,10,78,12,Mozambique
2020-01-25,31,24,0.0,12.0,6,0,05:34 AM,07:22 PM,05:19 AM,06:44 PM,20,28,28,26,21,44,69,0.8,1014,31,10,116,16,Mozambique
2020-01-26,34,23,0.0,13.2,7,4,06:29 AM,08:02 PM,05:20 AM,06:44 PM,21,31,31,28,23,11,67,0.0,1010,34,10,160,17,Mozambique
2020-01-27,27,23,0.0,8.3,6,11,07:23 AM,08:38 PM,05:21 AM,06:44 PM,20,27,27,25,31,77,75,9.6,1015,27,9,165,21,Mozambique
2020-01-28,27,22,0.0,10.8,6,18,08:15 AM,09:12 PM,05:21 AM,06:43 PM,18,26,26,24,18,56,67,0.4,1016,27,10,142,13,Mozambique
2020-01-29,30,22,0.0,13.2,7,26,09:07 AM,09:44 PM,05:22 AM,06:43 PM,19,28,28,26,15,22,70,0.0,1014,30,10,163,12,Mozambique
2020-01-30,30,23,0.0,12.0,6,33,09:57 AM,10:15 PM,05:23 AM,06:42 PM,19,27,27,26,13,58,68,0.1,1018,30,10,128,10,Mozambique
2020-01-31,31,21,0.0,13.2,6,37,10:47 AM,10:46 PM,05:24 AM,06:42 PM,19,27,27,26,15,35,68,0.0,1016,31,10,131,11,Mozambique
2020-02-01,30,22,0.0,13.2,7,49,11:39 AM,11:19 PM,05:25 AM,06:41 PM,20,28,28,26,20,8,70,0.0,1015,30,10,49,14,Mozambique
2020-02-02,31,23,0.0,12.0,6,57,12:31 PM,11:55 PM,05:25 AM,06:41 PM,20,28,28,26,15,45,70,0.1,1018,31,10,127,10,Mozambique
2020-02-03,32,23,0.0,12.0,6,64,01:26 PM,No moonset,05:26 AM,06:40 PM,21,29,29,27,18,50,73,1.2,1017,32,10,146,13,Mozambique
2020-02-04,31,25,0.0,10.7,6,72,02:23 PM,12:35 AM,05:27 AM,06:40 PM,22,30,30,27,13,51,75,2.9,1014,31,10,107,10,Mozambique
2020-02-05,33,24,0.0,13.1,8,79,03:22 PM,01:20 AM,05:28 AM,06:39 PM,22,32,32,28,18,11,71,0.0,1010,33,10,113,14,Mozambique
2020-02-06,35,26,0.0,13.1,7,87,04:21 PM,02:11 AM,05:28 AM,06:39 PM,22,33,33,30,19,20,68,0.8,1010,35,10,105,14,Mozambique
2020-02-07,31,23,0.0,12.0,6,95,05:20 PM,03:10 AM,05:29 AM,06:38 PM,22,30,30,27,20,54,77,2.8,1014,31,10,145,14,Mozambique
2020-02-08,30,25,0.0,8.2,6,100,06:14 PM,04:13 AM,05:30 AM,06:37 PM,23,31,31,27,15,78,78,3.8,1013,30,10,119,10,Mozambique
2020-02-09,32,25,0.0,12.0,6,100,07:05 PM,05:20 AM,05:31 AM,06:37 PM,23,31,31,27,18,63,82,23.7,1011,32,8,159,11,Mozambique
2020-02-10,24,23,0.0,8.2,5,83,07:51 PM,06:27 AM,05:31 AM,06:36 PM,22,26,26,24,28,91,92,122.6,1013,24,7,169,16,Mozambique
2020-02-11,23,17,0.0,8.1,5,75,08:33 PM,07:35 AM,05:32 AM,06:35 PM,20,24,24,22,28,82,84,7.4,1017,23,7,184,19,Mozambique
2020-02-12,28,22,0.0,12.0,6,68,09:14 PM,08:40 AM,05:33 AM,06:35 PM,19,26,26,24,25,54,73,0.8,1016,28,10,169,18,Mozambique
2020-02-13,30,21,0.0,13.0,7,60,09:53 PM,09:45 AM,05:33 AM,06:34 PM,21,28,28,25,15,22,76,0.0,1012,30,10,122,10,Mozambique
2020-02-14,32,23,0.0,13.0,7,53,10:33 PM,10:47 AM,05:34 AM,06:33 PM,23,31,31,27,14,5,77,0.0,1011,32,10,162,10,Mozambique
2020-02-15,33,25,0.0,13.0,6,45,11:15 PM,11:50 AM,05:35 AM,06:33 PM,23,31,31,28,12,35,75,0.4,1013,33,10,174,8,Mozambique
2020-02-16,30,24,0.0,11.9,6,38,12:00 AM,12:51 PM,05:35 AM,06:32 PM,22,29,29,27,13,37,75,0.4,1015,30,10,153,9,Mozambique
2020-02-17,32,23,0.0,13.0,7,30,No moonrise,01:52 PM,05:36 AM,06:31 PM,22,30,30,27,13,10,74,0.0,1013,32,10,144,9,Mozambique
2020-02-18,30,24,0.0,9.4,6,22,12:48 AM,02:50 PM,05:37 AM,06:30 PM,22,30,30,27,19,71,78,1.0,1015,30,10,157,14,Mozambique
2020-02-19,30,23,0.0,9.4,6,15,01:39 AM,03:44 PM,05:37 AM,06:29 PM,22,29,29,26,25,73,78,5.9,1015,30,10,180,18,Mozambique
2020-02-20,32,24,0.0,11.9,6,7,02:32 AM,04:34 PM,05:38 AM,06:29 PM,23,31,31,27,15,43,77,0.8,1012,32,10,130,11,Mozambique
2020-02-21,31,26,0.0,8.1,6,0,03:27 AM,05:20 PM,05:39 AM,06:28 PM,23,31,31,28,11,77,78,4.7,1012,31,10,151,8,Mozambique
2020-02-22,32,25,0.0,12.9,7,0,04:22 AM,06:01 PM,05:39 AM,06:27 PM,23,31,31,28,10,34,73,0.0,1009,32,10,122,7,Mozambique
2020-02-23,24,21,0.0,8.0,5,0,05:16 AM,06:38 PM,05:40 AM,06:26 PM,21,25,25,23,35,87,87,35.9,1014,24,8,182,22,Mozambique
2020-02-24,26,17,0.0,8.0,5,0,06:09 AM,07:12 PM,05:40 AM,06:25 PM,16,23,23,22,29,72,69,1.6,1020,26,10,177,21,Mozambique
2020-02-25,27,20,0.0,11.9,5,8,07:01 AM,07:44 PM,05:41 AM,06:24 PM,16,24,24,23,18,37,66,0.5,1018,27,10,168,13,Mozambique
2020-02-26,29,20,0.0,12.8,7,15,07:51 AM,08:15 PM,05:42 AM,06:23 PM,18,26,26,24,16,10,69,0.0,1013,29,10,150,12,Mozambique
2020-02-27,31,22,0.0,12.8,7,23,08:41 AM,08:46 PM,05:42 AM,06:22 PM,21,29,29,26,21,10,74,0.0,1011,31,10,34,15,Mozambique
2020-02-28,24,22,0.0,8.0,5,30,09:32 AM,09:19 PM,05:43 AM,06:21 PM,21,26,26,23,31,88,87,19.3,1017,24,9,181,20,Mozambique
2020-02-29,25,21,0.0,8.0,5,38,10:23 AM,09:53 PM,05:43 AM,06:20 PM,17,24,24,23,30,78,69,2.3,1021,25,10,165,22,Mozambique
2020-03-01,26,18,0.0,12.8,5,44,11:17 AM,10:29 PM,05:44 AM,06:20 PM,16,23,23,22,19,38,68,0.1,1019,26,10,146,13,Mozambique
2020-03-02,28,19,0.0,12.8,6,51,12:11 PM,11:11 PM,05:44 AM,06:19 PM,17,25,25,24,16,19,67,0.0,1016,28,10,192,11,Mozambique
2020-03-03,28,22,0.0,11.9,6,58,01:08 PM,11:58 PM,05:45 AM,06:18 PM,18,26,26,24,14,49,69,0.2,1017,28,10,214,10,Mozambique
2020-03-04,28,22,0.0,10.6,6,65,02:06 PM,No moonset,05:46 AM,06:17 PM,18,26,26,24,12,51,70,0.5,1020,28,10,132,9,Mozambique
2020-03-05,28,22,0.0,10.6,6,73,03:03 PM,12:52 AM,05:46 AM,06:16 PM,19,26,26,24,12,52,72,2.7,1020,28,10,132,8,Mozambique
2020-03-06,28,21,0.0,10.6,6,80,03:58 PM,01:52 AM,05:47 AM,06:15 PM,19,25,25,24,19,48,74,2.7,1020,28,10,157,13,Mozambique
2020-03-07,28,21,0.0,7.9,6,87,04:50 PM,02:56 AM,05:47 AM,06:14 PM,20,26,26,24,20,77,77,4.1,1020,28,10,148,13,Mozambique
2020-03-08,29,21,0.0,10.5,6,95,05:38 PM,04:03 AM,05:48 AM,06:13 PM,20,27,27,25,14,55,74,0.5,1017,29,10,151,9,Mozambique
2020-03-09,29,22,0.0,10.5,6,100,06:22 PM,05:11 AM,05:48 AM,06:12 PM,20,27,27,25,17,55,75,1.5,1016,29,10,152,12,Mozambique
2020-03-10,30,22,0.0,12.6,6,100,07:05 PM,06:18 AM,05:49 AM,06:11 PM,21,28,28,26,13,40,75,1.3,1013,30,10,126,10,Mozambique
2020-03-11,31,22,0.0,12.6,7,84,07:46 PM,07:26 AM,05:49 AM,06:10 PM,21,28,28,26,13,19,74,0.1,1012,31,10,156,10,Mozambique
2020-03-12,29,23,0.0,12.6,7,76,08:27 PM,08:31 AM,05:50 AM,06:09 PM,21,28,28,26,13,35,75,0.0,1015,29,10,138,9,Mozambique
2020-03-13,32,23,0.0,12.6,7,69,09:10 PM,09:37 AM,05:50 AM,06:08 PM,21,30,30,27,12,27,73,0.0,1015,32,10,131,8,Mozambique
2020-03-14,31,24,0.0,12.6,6,62,09:55 PM,10:41 AM,05:51 AM,06:06 PM,22,30,30,27,13,42,76,1.5,1013,31,10,161,9,Mozambique
2020-03-15,30,25,0.0,10.5,6,55,10:43 PM,11:45 AM,05:51 AM,06:05 PM,22,30,30,27,12,58,78,0.3,1013,30,10,148,9,Mozambique
2020-03-16,29,23,0.0,9.2,6,47,11:35 PM,12:45 PM,05:52 AM,06:04 PM,21,27,27,25,27,75,79,7.7,1016,29,9,174,18,Mozambique
2020-03-17,25,21,0.0,10.5,5,40,No moonrise,01:41 PM,05:52 AM,06:03 PM,16,24,24,23,28,59,67,1.4,1020,25,10,167,21,Mozambique
2020-03-18,28,19,0.0,12.5,6,33,12:28 AM,02:33 PM,05:53 AM,06:02 PM,16,24,24,23,14,22,67,0.0,1016,28,10,140,10,Mozambique
2020-03-19,29,21,0.0,12.5,7,25,01:23 AM,03:20 PM,05:53 AM,06:01 PM,18,26,26,25,18,8,70,0.0,1015,29,10,164,13,Mozambique
2020-03-20,30,22,0.0,12.5,7,18,02:17 AM,04:01 PM,05:54 AM,06:00 PM,20,27,27,25,17,23,72,0.0,1015,30,10,155,13,Mozambique
2020-03-21,30,21,0.0,11.6,7,11,03:12 AM,04:39 PM,05:54 AM,05:59 PM,19,26,26,25,18,4,69,0.0,1016,30,10,128,13,Mozambique
2020-03-22,31,22,0.0,11.6,7,4,04:04 AM,05:14 PM,05:54 AM,05:58 PM,20,27,27,25,13,24,71,0.0,1018,31,10,148,9,Mozambique
2020-03-23,31,22,0.0,11.6,7,0,04:56 AM,05:46 PM,05:55 AM,05:57 PM,20,28,28,26,12,14,72,0.0,1017,31,10,157,9,Mozambique
2020-03-24,32,23,0.0,10.2,6,0,05:47 AM,06:17 PM,05:55 AM,05:56 PM,21,29,29,27,10,44,73,0.0,1014,32,10,139,7,Mozambique
2020-03-25,32,23,0.0,11.6,7,3,06:37 AM,06:48 PM,05:56 AM,05:55 PM,21,29,29,27,12,24,75,0.0,1010,32,10,124,9,Mozambique
2020-03-26,33,23,0.0,11.6,6,11,07:28 AM,07:20 PM,05:56 AM,05:54 PM,19,29,29,27,27,18,65,0.3,1008,33,10,231,19,Mozambique
2020-03-27,21,15,0.0,6.0,4,18,08:19 AM,07:53 PM,05:57 AM,05:53 PM,18,20,21,20,24,95,83,11.4,1019,21,10,185,17,Mozambique
2020-03-28,27,17,0.0,7.4,5,25,09:12 AM,08:28 PM,05:57 AM,05:52 PM,18,25,25,23,15,59,72,3.0,1020,27,10,112,11,Mozambique
2020-03-29,30,20,0.0,11.6,7,32,10:06 AM,09:08 PM,05:58 AM,05:51 PM,18,26,26,24,20,8,71,0.0,1015,30,10,198,14,Mozambique
2020-03-30,28,23,0.0,7.4,5,40,11:01 AM,09:52 PM,05:58 AM,05:50 PM,19,26,26,24,11,60,76,1.3,1016,28,10,166,8,Mozambique
2020-03-31,30,20,0.0,11.6,7,44,11:57 AM,10:42 PM,05:59 AM,05:49 PM,17,26,26,24,20,7,66,0.0,1014,30,10,176,14,Mozambique
2020-04-01,28,21,0.0,8.8,6,56,12:53 PM,11:37 PM,05:59 AM,05:48 PM,19,26,26,24,20,53,72,0.4,1017,28,10,223,14,Mozambique
2020-04-02,26,20,0.0,8.8,5,64,01:47 PM,No moonset,05:59 AM,05:47 PM,15,24,24,23,33,48,63,0.0,1022,26,10,176,24,Mozambique
2020-04-03,25,19,0.0,7.2,5,71,02:38 PM,12:37 AM,06:00 AM,05:46 PM,16,23,23,22,24,71,68,1.0,1021,25,10,166,18,Mozambique
2020-04-04,27,21,0.0,5.7,6,79,03:27 PM,01:42 AM,06:00 AM,05:45 PM,19,25,25,24,14,64,76,2.9,1017,27,10,141,10,Mozambique
2020-04-05,28,21,0.0,8.7,7,87,04:11 PM,02:47 AM,06:01 AM,05:44 PM,19,26,26,24,17,32,75,2.0,1013,28,10,167,12,Mozambique
2020-04-06,33,22,0.0,8.7,7,94,04:54 PM,03:54 AM,06:01 AM,05:43 PM,18,28,28,27,17,4,63,0.0,1008,33,10,226,10,Mozambique
2020-04-07,29,22,0.0,7.2,6,100,05:36 PM,05:01 AM,06:02 AM,05:42 PM,18,27,27,25,24,54,69,0.2,1011,29,10,192,18,Mozambique
2020-04-08,23,21,0.0,4.3,5,100,06:17 PM,06:08 AM,06:02 AM,05:41 PM,15,21,23,21,27,94,69,1.7,1022,23,10,171,19,Mozambique
2020-04-09,23,20,0.0,4.3,5,83,07:00 PM,07:15 AM,06:03 AM,05:40 PM,17,23,23,22,16,93,75,5.3,1025,23,10,109,11,Mozambique
2020-04-10,26,20,0.0,8.7,6,76,07:45 PM,08:22 AM,06:03 AM,05:39 PM,17,24,24,23,15,35,70,0.0,1021,26,10,147,11,Mozambique
2020-04-11,27,20,0.0,8.7,6,68,08:33 PM,09:29 AM,06:04 AM,05:38 PM,17,25,25,23,19,6,71,0.0,1017,27,10,156,13,Mozambique
2020-04-12,32,20,0.0,8.7,7,61,09:25 PM,10:32 AM,06:04 AM,05:37 PM,18,27,27,26,21,5,67,0.0,1011,32,10,203,13,Mozambique
2020-04-13,25,23,0.0,4.2,5,53,10:19 PM,11:33 AM,06:04 AM,05:36 PM,20,26,26,24,21,55,76,0.3,1014,25,10,153,15,Mozambique
2020-04-14,31,22,0.0,8.7,7,46,11:16 PM,12:28 PM,06:05 AM,05:35 PM,21,28,28,26,17,25,76,0.1,1013,31,10,201,12,Mozambique
2020-04-15,25,22,0.0,4.2,5,38,No moonrise,01:18 PM,06:05 AM,05:34 PM,20,26,26,23,14,69,83,4.1,1014,25,10,137,10,Mozambique
2020-04-16,29,22,0.0,7.2,6,30,12:11 AM,02:02 PM,06:06 AM,05:33 PM,21,27,27,24,11,63,81,16.4,1015,29,9,146,8,Mozambique
2020-04-17,27,22,0.0,4.2,5,23,01:07 AM,02:40 PM,06:06 AM,05:32 PM,20,26,26,24,18,59,82,11.3,1018,27,9,144,12,Mozambique
2020-04-18,27,21,0.0,5.7,5,15,02:00 AM,03:16 PM,06:07 AM,05:31 PM,19,26,26,24,14,58,77,0.2,1022,27,10,137,10,Mozambique
2020-04-19,27,20,0.0,8.7,6,8,02:52 AM,03:49 PM,06:07 AM,05:30 PM,18,24,24,23,14,23,71,0.1,1023,27,10,135,10,Mozambique
2020-04-20,28,19,0.0,8.7,6,0,03:43 AM,04:20 PM,06:08 AM,05:29 PM,18,24,24,23,13,6,74,0.0,1020,28,10,161,9,Mozambique
2020-04-21,28,21,0.0,4.2,5,0,04:33 AM,04:51 PM,06:08 AM,05:28 PM,19,25,25,24,14,68,78,0.9,1018,28,10,171,10,Mozambique
2020-04-22,27,20,0.0,7.2,5,0,05:24 AM,05:22 PM,06:09 AM,05:27 PM,19,24,24,23,18,47,78,1.0,1019,27,10,166,12,Mozambique
2020-04-23,27,19,0.0,8.7,6,0,06:15 AM,05:54 PM,06:09 AM,05:26 PM,18,24,24,23,17,14,76,0.0,1021,27,10,159,12,Mozambique
2020-04-24,28,22,0.0,7.2,6,7,07:08 AM,06:29 PM,06:10 AM,05:26 PM,19,26,26,24,11,53,74,1.5,1018,28,10,96,8,Mozambique
2020-04-25,29,20,0.0,8.7,6,15,08:01 AM,07:08 PM,06:10 AM,05:25 PM,17,25,25,24,17,19,69,2.0,1015,29,10,215,12,Mozambique
2020-04-26,25,21,0.0,4.2,5,22,08:57 AM,07:50 PM,06:11 AM,05:24 PM,18,24,24,22,25,70,78,11.2,1020,25,9,155,16,Mozambique
2020-04-27,25,20,0.0,5.7,5,30,09:53 AM,08:38 PM,06:11 AM,05:23 PM,17,23,23,22,15,59,72,0.7,1022,25,10,84,10,Mozambique
2020-04-28,26,19,0.0,7.2,5,37,10:48 AM,09:31 PM,06:12 AM,05:22 PM,18,23,23,22,19,47,75,4.6,1019,26,10,119,13,Mozambique
2020-04-29,25,19,0.0,5.7,5,45,11:43 AM,10:28 PM,06:12 AM,05:22 PM,17,21,22,21,13,79,81,3.6,1019,25,10,163,9,Mozambique
2020-04-30,28,20,0.0,8.7,7,52,12:33 PM,11:29 PM,06:13 AM,05:21 PM,18,24,24,23,11,35,73,0.2,1018,28,10,227,8,Mozambique
2020-05-01,29,20,0.0,8.7,7,58,01:21 PM,No moonset,06:13 AM,05:20 PM,18,25,25,24,11,6,71,0.0,1021,29,10,209,7,Mozambique
2020-05-02,29,19,0.0,8.7,6,65,02:05 PM,12:32 AM,06:14 AM,05:19 PM,17,23,23,23,12,5,71,0.0,1020,29,10,155,8,Mozambique
2020-05-03,30,19,0.0,8.7,6,72,02:47 PM,01:37 AM,06:14 AM,05:19 PM,17,24,24,23,14,1,70,0.0,1016,30,10,236,10,Mozambique
2020-05-04,27,20,0.0,5.7,5,80,03:28 PM,02:41 AM,06:15 AM,05:18 PM,18,24,24,23,16,53,74,0.1,1021,27,10,168,11,Mozambique
2020-05-05,27,19,0.0,8.7,6,87,04:07 PM,03:46 AM,06:15 AM,05:17 PM,18,24,24,23,13,21,77,0.0,1022,27,10,134,9,Mozambique
2020-05-06,25,20,0.0,7.2,5,94,04:48 PM,04:52 AM,06:16 AM,05:17 PM,18,23,23,22,16,54,78,0.3,1023,25,10,168,11,Mozambique
2020-05-07,26,18,0.0,8.7,6,100,05:33 PM,05:59 AM,06:16 AM,05:16 PM,16,22,22,22,17,11,73,0.0,1023,26,10,161,11,Mozambique
2020-05-08,26,19,0.0,7.2,5,100,06:19 PM,07:06 AM,06:17 AM,05:15 PM,16,23,23,22,10,41,72,0.0,1022,26,10,148,7,Mozambique
2020-05-09,26,19,0.0,7.2,5,84,07:11 PM,08:13 AM,06:17 AM,05:15 PM,16,23,23,22,12,45,72,0.4,1024,26,10,150,8,Mozambique
2020-05-10,26,19,0.0,7.2,5,77,08:06 PM,09:17 AM,06:18 AM,05:14 PM,16,23,23,22,12,48,67,0.3,1024,26,10,153,8,Mozambique
2020-05-11,27,19,0.0,8.7,6,70,09:03 PM,10:17 AM,06:18 AM,05:13 PM,16,23,23,22,16,1,70,0.0,1020,27,10,222,11,Mozambique
2020-05-12,28,18,0.0,8.7,6,62,10:01 PM,11:11 AM,06:19 AM,05:13 PM,14,22,22,22,13,0,64,0.0,1017,28,10,254,9,Mozambique
2020-05-13,30,18,0.0,8.7,6,55,10:58 PM,11:58 AM,06:19 AM,05:12 PM,14,24,24,23,17,10,63,0.0,1015,30,10,260,12,Mozambique
2020-05-14,25,19,0.0,8.7,6,48,11:53 PM,12:39 PM,06:20 AM,05:12 PM,14,22,22,22,24,28,64,0.1,1022,25,10,166,17,Mozambique
2020-05-15,27,17,0.0,8.7,6,40,No moonrise,01:17 PM,06:20 AM,05:11 PM,15,22,22,22,18,7,66,0.0,1018,27,10,220,12,Mozambique
2020-05-16,24,19,0.0,4.1,5,33,12:46 AM,01:51 PM,06:21 AM,05:11 PM,15,22,22,22,26,54,67,0.5,1021,24,10,191,18,Mozambique
2020-05-17,26,18,0.0,8.7,6,26,01:38 AM,02:22 PM,06:21 AM,05:10 PM,15,22,22,21,18,38,70,0.3,1023,26,10,154,12,Mozambique
2020-05-18,29,17,0.0,8.7,6,19,02:28 AM,02:53 PM,06:22 AM,05:10 PM,14,23,23,22,13,4,65,0.0,1022,29,10,221,8,Mozambique
2020-05-19,26,17,0.0,7.2,5,11,03:19 AM,03:24 PM,06:22 AM,05:10 PM,16,21,21,21,14,32,77,0.0,1024,26,10,159,9,Mozambique
2020-05-20,26,18,0.0,8.7,5,4,04:10 AM,03:56 PM,06:23 AM,05:09 PM,16,22,22,21,13,22,72,0.1,1025,26,10,200,9,Mozambique
2020-05-21,27,18,0.0,8.7,6,0,05:02 AM,04:29 PM,06:23 AM,05:09 PM,16,22,22,22,13,10,73,0.0,1027,27,10,158,9,Mozambique
2020-05-22,26,18,0.0,8.7,6,0,05:56 AM,05:07 PM,06:24 AM,05:08 PM,17,22,22,22,12,24,75,0.0,1025,26,10,157,8,Mozambique
2020-05-23,27,19,0.0,8.7,6,3,06:51 AM,05:48 PM,06:25 AM,05:08 PM,17,23,23,22,10,23,75,0.0,1023,27,10,152,7,Mozambique
2020-05-24,28,18,0.0,8.7,6,10,07:48 AM,06:34 PM,06:25 AM,05:08 PM,17,23,23,22,11,1,73,0.0,1020,28,10,167,7,Mozambique
2020-05-25,29,17,0.0,8.7,6,17,08:44 AM,07:27 PM,06:26 AM,05:07 PM,12,23,23,23,23,3,56,0.0,1014,29,10,259,15,Mozambique
2020-05-26,28,20,0.0,8.7,5,25,09:40 AM,08:23 PM,06:26 AM,05:07 PM,10,23,23,22,27,18,47,0.1,1010,28,10,244,18,Mozambique
2020-05-27,21,16,0.0,8.7,5,32,10:31 AM,09:23 PM,06:26 AM,05:07 PM,10,18,19,18,21,40,61,0.6,1020,21,10,159,15,Mozambique
2020-05-28,23,15,0.0,8.7,5,39,11:20 AM,10:24 PM,06:27 AM,05:07 PM,9,19,20,19,17,28,53,0.0,1021,23,10,253,11,Mozambique
2020-05-29,28,15,0.0,8.7,6,47,12:04 PM,11:27 PM,06:27 AM,05:06 PM,7,20,20,20,22,0,44,0.0,1016,28,10,259,13,Mozambique
2020-05-30,25,17,0.0,8.7,6,54,12:45 PM,No moonset,06:28 AM,05:06 PM,14,20,21,20,20,28,68,0.0,1022,25,10,147,13,Mozambique
2020-05-31,26,19,0.0,8.7,6,58,01:25 PM,12:29 AM,06:28 AM,05:06 PM,17,23,23,22,18,26,77,0.1,1024,26,10,187,12,Mozambique
2020-06-01,26,18,0.0,8.7,6,71,02:03 PM,01:32 AM,06:29 AM,05:06 PM,17,22,22,21,20,9,78,0.0,1024,26,10,110,13,Mozambique
2020-06-02,25,18,0.0,8.7,6,79,02:42 PM,02:35 AM,06:29 AM,05:06 PM,16,21,21,21,18,2,75,0.0,1024,25,10,153,12,Mozambique
2020-06-03,25,16,0.0,8.7,6,86,03:24 PM,03:40 AM,06:30 AM,05:06 PM,15,20,21,20,18,4,75,0.0,1022,25,10,205,12,Mozambique
2020-06-04,23,18,0.0,5.6,5,94,04:08 PM,04:45 AM,06:30 AM,05:06 PM,16,20,21,20,13,54,77,0.2,1023,23,10,161,9,Mozambique
2020-06-05,24,19,0.0,7.1,5,100,04:57 PM,05:52 AM,06:31 AM,05:06 PM,15,21,21,21,9,41,70,0.4,1025,24,10,150,6,Mozambique
2020-06-06,24,17,0.0,5.6,5,100,05:50 PM,06:58 AM,06:31 AM,05:06 PM,15,20,21,20,15,50,74,0.8,1025,24,10,175,10,Mozambique
2020-06-07,25,17,0.0,8.7,6,84,06:47 PM,08:01 AM,06:31 AM,05:06 PM,15,20,21,20,14,15,75,0.2,1025,25,10,167,9,Mozambique
