date_time,Malaysia_maxtempC,Malaysia_mintempC,Malaysia_totalSnow_cm,Malaysia_sunHour,Malaysia_uvIndex,Malaysia_moon_illumination,Malaysia_moonrise,Malaysia_moonset,Malaysia_sunrise,Malaysia_sunset,Malaysia_DewPointC,Malaysia_FeelsLikeC,Malaysia_HeatIndexC,Malaysia_WindChillC,Malaysia_WindGustKmph,Malaysia_cloudcover,Malaysia_humidity,Malaysia_precipMM,Malaysia_pressure,Malaysia_tempC,Malaysia_visibility,Malaysia_winddirDegree,Malaysia_windspeedKmph,Malaysia_location
2020-12-01,31,25,0.0,6.0,6,89,07:50 PM,07:35 AM,07:04 AM,07:01 PM,22,31,31,27,8,74,75,11.1,1009,31,9,259,6,Malaysia
2020-12-02,31,24,0.0,10.2,6,82,08:41 PM,08:26 AM,07:04 AM,07:01 PM,22,30,30,27,9,53,75,3.0,1009,31,10,177,6,Malaysia
2020-12-03,31,24,0.0,7.4,6,75,09:35 PM,09:19 AM,07:05 AM,07:02 PM,22,30,30,27,6,72,77,24.1,1009,31,8,115,4,Malaysia
2020-12-04,25,23,0.0,6.0,5,67,10:28 PM,10:12 AM,07:05 AM,07:02 PM,22,26,26,24,9,71,88,32.6,1009,25,8,67,6,Malaysia
2020-12-05,29,23,0.0,8.8,6,60,11:22 PM,11:05 AM,07:05 AM,07:02 PM,21,28,28,25,9,72,78,2.9,1010,29,8,66,6,Malaysia
2020-12-06,33,23,0.0,8.8,6,53,No moonrise,11:56 AM,07:06 AM,07:03 PM,22,30,30,27,5,57,76,2.5,1010,33,10,89,3,Malaysia
2020-12-07,32,24,0.0,8.8,6,46,12:14 AM,12:45 PM,07:06 AM,07:03 PM,22,31,31,28,5,65,75,9.2,1010,32,9,134,3,Malaysia
2020-12-08,31,24,0.0,7.4,6,38,01:05 AM,01:34 PM,07:07 AM,07:04 PM,22,30,30,27,6,74,77,18.2,1010,31,8,166,4,Malaysia
2020-12-09,31,24,0.0,6.0,6,31,01:56 AM,02:21 PM,07:07 AM,07:04 PM,22,29,29,26,5,67,81,3.9,1010,31,10,157,4,Malaysia
2020-12-10,31,24,0.0,6.0,6,24,02:46 AM,03:10 PM,07:08 AM,07:05 PM,22,30,30,27,5,75,78,12.2,1009,31,9,169,3,Malaysia
2020-12-11,31,24,0.0,8.8,6,17,03:38 AM,04:00 PM,07:08 AM,07:05 PM,22,30,30,27,9,68,76,5.1,1009,31,10,230,6,Malaysia
2020-12-12,29,25,0.0,8.8,6,9,04:32 AM,04:52 PM,07:09 AM,07:05 PM,23,29,29,26,6,65,81,5.7,1009,29,9,265,4,Malaysia
2020-12-13,30,24,0.0,10.2,6,2,05:30 AM,05:49 PM,07:09 AM,07:06 PM,22,29,29,26,5,66,80,1.5,1008,30,10,261,3,Malaysia
2020-12-14,29,23,0.0,7.4,6,0,06:30 AM,06:48 PM,07:10 AM,07:06 PM,21,28,28,25,6,58,76,2.1,1008,29,9,174,4,Malaysia
2020-12-15,31,24,0.0,6.0,6,0,07:33 AM,07:50 PM,07:10 AM,07:07 PM,23,30,30,27,6,78,79,26.9,1009,31,7,177,3,Malaysia
2020-12-16,32,24,0.0,7.4,6,5,08:34 AM,08:52 PM,07:11 AM,07:07 PM,22,30,30,27,5,60,77,18.3,1010,32,9,112,3,Malaysia
2020-12-17,30,24,0.0,7.4,6,12,09:35 AM,09:51 PM,07:11 AM,07:08 PM,23,29,29,26,5,68,83,21.6,1010,30,9,177,3,Malaysia
2020-12-18,26,24,0.0,7.4,6,20,10:30 AM,10:45 PM,07:12 AM,07:08 PM,23,28,28,25,4,62,88,9.1,1010,26,9,192,3,Malaysia
2020-12-19,25,23,0.0,6.0,5,27,11:21 AM,11:36 PM,07:12 AM,07:09 PM,22,26,26,24,4,74,88,2.8,1011,25,6,108,3,Malaysia
2020-12-20,29,23,0.0,7.4,6,34,12:07 PM,No moonset,07:13 AM,07:09 PM,21,27,27,25,5,61,77,0.9,1010,29,10,82,3,Malaysia
2020-12-21,30,24,0.0,7.4,6,41,12:50 PM,12:23 AM,07:13 AM,07:10 PM,22,29,29,26,5,64,79,13.2,1009,30,9,168,3,Malaysia
2020-12-22,31,23,0.0,7.4,6,49,01:31 PM,01:07 AM,07:14 AM,07:10 PM,22,30,30,26,5,68,79,12.2,1008,31,9,167,3,Malaysia
2020-12-23,31,24,0.0,8.8,6,56,02:10 PM,01:49 AM,07:14 AM,07:11 PM,22,30,30,27,6,59,78,3.5,1007,31,10,208,4,Malaysia
2020-12-24,30,24,0.0,10.2,6,63,02:49 PM,02:30 AM,07:15 AM,07:11 PM,23,30,30,27,6,60,81,12.1,1007,30,9,242,4,Malaysia
2020-12-25,31,23,0.0,7.4,6,70,03:30 PM,03:12 AM,07:15 AM,07:12 PM,22,29,29,26,6,60,78,6.3,1008,31,10,123,4,Malaysia
2020-12-26,31,24,0.0,7.4,6,78,04:11 PM,03:55 AM,07:16 AM,07:12 PM,23,30,30,27,7,58,80,16.7,1009,31,9,177,4,Malaysia
2020-12-27,34,24,0.0,8.8,6,85,04:56 PM,04:40 AM,07:16 AM,07:13 PM,23,32,32,28,6,55,75,5.1,1009,34,10,130,4,Malaysia
2020-12-28,30,24,0.0,6.0,6,92,05:44 PM,05:29 AM,07:17 AM,07:13 PM,23,30,30,26,7,66,82,28.4,1009,30,8,174,4,Malaysia
2020-12-29,31,23,0.0,6.0,6,100,06:35 PM,06:19 AM,07:17 AM,07:14 PM,22,30,30,26,6,74,80,24.8,1009,31,8,135,3,Malaysia
2020-12-30,32,23,0.0,8.8,6,100,07:28 PM,07:12 AM,07:18 AM,07:14 PM,22,31,31,27,5,50,75,8.6,1009,32,9,101,3,Malaysia
2020-12-31,32,23,0.0,10.2,6,89,08:23 PM,08:06 AM,07:18 AM,07:15 PM,21,30,30,27,5,48,74,5.0,1009,32,10,132,3,Malaysia
2021-01-01,28,23,0.0,7.4,6,79,09:18 PM,09:00 AM,07:19 AM,07:15 PM,22,28,28,25,6,72,83,4.5,1009,28,10,90,4,Malaysia
2021-01-02,28,23,0.0,7.4,6,71,10:11 PM,09:53 AM,07:19 AM,07:16 PM,22,28,28,25,4,73,81,2.3,1009,28,10,70,3,Malaysia
2021-01-03,28,23,0.0,8.8,6,64,11:03 PM,10:43 AM,07:20 AM,07:16 PM,22,27,27,25,7,72,85,38.3,1009,28,8,188,5,Malaysia
2021-01-04,25,22,0.0,6.0,5,57,11:53 PM,11:32 AM,07:20 AM,07:17 PM,22,26,26,23,5,70,91,20.6,1010,25,8,97,4,Malaysia
2021-01-05,30,23,0.0,8.8,6,50,No moonrise,12:19 PM,07:20 AM,07:17 PM,22,29,29,26,6,62,78,0.5,1009,30,10,139,4,Malaysia
2021-01-06,29,24,0.0,7.4,6,42,12:42 AM,01:06 PM,07:21 AM,07:18 PM,22,28,28,26,9,67,83,8.5,1009,29,10,166,6,Malaysia
2021-01-07,27,23,0.0,7.4,6,35,01:33 AM,01:54 PM,07:21 AM,07:18 PM,21,27,27,25,7,70,79,2.3,1008,27,9,44,4,Malaysia
2021-01-08,29,23,0.0,7.4,6,28,02:24 AM,02:43 PM,07:22 AM,07:19 PM,22,28,28,25,11,62,81,5.7,1008,29,9,61,7,Malaysia
2021-01-09,31,23,0.0,10.2,6,20,03:18 AM,03:36 PM,07:22 AM,07:19 PM,21,29,29,26,13,51,77,3.3,1008,31,10,50,8,Malaysia
2021-01-10,28,23,0.0,6.0,6,13,04:14 AM,04:32 PM,07:22 AM,07:20 PM,22,28,28,25,7,82,83,18.0,1009,28,9,113,5,Malaysia
2021-01-11,27,23,0.0,7.4,6,6,05:15 AM,05:32 PM,07:23 AM,07:20 PM,22,27,27,25,5,75,84,4.5,1009,27,10,91,3,Malaysia
2021-01-12,31,23,0.0,7.4,6,0,06:16 AM,06:33 PM,07:23 AM,07:20 PM,21,29,29,26,9,59,76,4.0,1009,31,10,49,5,Malaysia
2021-01-13,31,22,0.0,8.8,6,0,07:17 AM,07:34 PM,07:23 AM,07:21 PM,21,28,28,25,9,43,76,0.6,1009,31,10,53,6,Malaysia
2021-01-14,27,23,0.0,7.4,6,1,08:14 AM,08:30 PM,07:24 AM,07:21 PM,21,27,27,25,6,65,78,3.2,1010,27,10,111,4,Malaysia
2021-01-15,31,23,0.0,10.2,6,8,09:08 AM,09:24 PM,07:24 AM,07:22 PM,22,29,29,26,5,57,77,0.6,1009,31,10,109,4,Malaysia
2021-01-16,34,23,0.0,10.2,6,16,09:58 AM,10:13 PM,07:24 AM,07:22 PM,20,30,30,28,11,40,69,0.2,1008,34,10,104,7,Malaysia
2021-01-17,32,23,0.0,11.6,6,23,10:43 AM,10:59 PM,07:25 AM,07:22 PM,22,29,29,26,8,43,76,1.4,1009,32,10,66,5,Malaysia
2021-01-18,31,22,0.0,11.6,7,30,11:25 AM,11:43 PM,07:25 AM,07:23 PM,19,28,28,26,13,25,71,0.0,1011,31,10,66,8,Malaysia
2021-01-19,32,22,0.0,10.2,6,38,12:05 PM,No moonset,07:25 AM,07:23 PM,19,28,28,26,7,34,69,0.0,1010,32,10,89,5,Malaysia
2021-01-20,32,22,0.0,8.8,6,45,12:45 PM,12:25 AM,07:25 AM,07:23 PM,19,29,29,26,8,44,67,0.7,1010,32,10,128,5,Malaysia
2021-01-21,31,23,0.0,6.0,6,52,01:25 PM,01:07 AM,07:26 AM,07:24 PM,22,29,29,26,5,76,77,6.7,1009,31,10,172,4,Malaysia
2021-01-22,30,23,0.0,10.2,6,59,02:06 PM,01:50 AM,07:26 AM,07:24 PM,22,29,29,26,6,64,79,8.3,1009,30,9,172,4,Malaysia
2021-01-23,28,23,0.0,6.0,6,67,02:49 PM,02:34 AM,07:26 AM,07:24 PM,22,27,27,25,5,83,84,8.1,1010,28,10,84,3,Malaysia
2021-01-24,30,23,0.0,8.8,6,74,03:36 PM,03:21 AM,07:26 AM,07:25 PM,21,28,28,25,6,57,79,1.6,1010,30,10,144,4,Malaysia
2021-01-25,31,23,0.0,7.4,6,81,04:25 PM,04:10 AM,07:27 AM,07:25 PM,23,30,30,27,5,69,79,17.8,1010,31,9,109,3,Malaysia
2021-01-26,34,23,0.0,8.8,6,88,05:18 PM,05:02 AM,07:27 AM,07:25 PM,21,30,30,28,5,65,71,1.6,1009,34,10,129,3,Malaysia
2021-01-27,34,23,0.0,10.2,6,96,06:12 PM,05:56 AM,07:27 AM,07:26 PM,20,30,30,28,6,36,69,1.0,1009,34,10,112,3,Malaysia
2021-01-28,32,24,0.0,7.4,6,100,07:08 PM,06:50 AM,07:27 AM,07:26 PM,22,30,30,27,6,73,76,11.9,1010,32,9,128,4,Malaysia
2021-01-29,33,22,0.0,11.6,7,90,08:03 PM,07:45 AM,07:27 AM,07:26 PM,20,29,29,27,8,25,71,0.3,1011,33,10,56,6,Malaysia
2021-01-30,32,23,0.0,10.2,6,82,08:57 PM,08:37 AM,07:27 AM,07:26 PM,20,29,29,27,6,46,71,1.6,1011,32,10,90,4,Malaysia
2021-01-31,33,22,0.0,8.8,6,79,09:49 PM,09:28 AM,07:27 AM,07:26 PM,20,30,30,27,7,41,70,3.2,1011,33,10,67,4,Malaysia
2021-02-01,33,23,0.0,10.2,6,63,10:40 PM,10:16 AM,07:27 AM,07:27 PM,21,30,30,27,6,40,74,4.3,1011,33,10,49,4,Malaysia
2021-02-02,33,24,0.0,10.2,6,55,11:30 PM,11:04 AM,07:27 AM,07:27 PM,21,30,30,27,6,57,73,1.3,1011,33,10,93,4,Malaysia
2021-02-03,34,23,0.0,11.6,7,48,No moonrise,11:52 AM,07:28 AM,07:27 PM,21,31,31,28,5,34,72,0.5,1011,34,10,117,3,Malaysia
2021-02-04,35,24,0.0,11.6,7,40,12:21 AM,12:40 PM,07:28 AM,07:27 PM,20,31,31,29,7,18,66,0.4,1011,35,10,78,5,Malaysia
2021-02-05,34,23,0.0,11.6,6,33,01:13 AM,01:32 PM,07:28 AM,07:27 PM,20,30,30,28,6,26,65,0.2,1011,34,10,77,4,Malaysia
2021-02-06,34,23,0.0,11.6,7,25,02:08 AM,02:25 PM,07:28 AM,07:27 PM,21,31,31,29,7,28,69,0.1,1010,34,10,99,4,Malaysia
2021-02-07,36,23,0.0,11.6,7,18,03:06 AM,03:22 PM,07:28 AM,07:28 PM,21,32,32,29,7,26,67,0.5,1009,36,10,130,5,Malaysia
