date_time,Tunisia_maxtempC,Tunisia_mintempC,Tunisia_totalSnow_cm,Tunisia_sunHour,Tunisia_uvIndex,Tunisia_moon_illumination,Tunisia_moonrise,Tunisia_moonset,Tunisia_sunrise,Tunisia_sunset,Tunisia_DewPointC,Tunisia_FeelsLikeC,Tunisia_HeatIndexC,Tunisia_WindChillC,Tunisia_WindGustKmph,Tunisia_cloudcover,Tunisia_humidity,Tunisia_precipMM,Tunisia_pressure,Tunisia_tempC,Tunisia_visibility,Tunisia_winddirDegree,Tunisia_windspeedKmph,Tunisia_location
2020-01-01,13,8,0.0,8.7,4,37,11:39 AM,11:15 PM,07:32 AM,05:14 PM,4,9,10,9,18,33,66,0.0,1031,13,10,306,13,Tunisia
2020-01-02,15,8,0.0,8.7,4,44,12:05 PM,No moonset,07:32 AM,05:14 PM,8,11,12,11,13,16,75,0.0,1032,15,10,297,10,Tunisia
2020-01-03,16,9,0.0,8.7,4,51,12:31 PM,12:10 AM,07:33 AM,05:15 PM,8,11,12,11,14,11,75,0.0,1030,16,10,279,10,Tunisia
2020-01-04,14,9,0.0,3.7,3,59,12:58 PM,01:06 AM,07:33 AM,05:16 PM,8,10,12,10,28,79,77,0.3,1028,14,10,283,19,Tunisia
2020-01-05,15,10,0.0,3.7,3,66,01:27 PM,02:03 AM,07:33 AM,05:17 PM,8,11,13,11,35,74,71,1.6,1026,15,10,301,24,Tunisia
2020-01-06,17,11,0.0,8.7,4,73,01:58 PM,03:02 AM,07:33 AM,05:18 PM,6,13,14,13,9,16,59,0.8,1028,17,10,145,6,Tunisia
2020-01-07,15,9,0.0,3.7,3,80,02:34 PM,04:03 AM,07:33 AM,05:19 PM,8,10,12,10,19,50,77,0.6,1027,15,10,282,12,Tunisia
2020-01-08,14,10,0.0,3.7,3,88,03:17 PM,05:06 AM,07:33 AM,05:19 PM,9,11,12,11,24,76,78,5.8,1024,14,9,230,16,Tunisia
2020-01-09,16,11,0.0,8.7,3,95,04:07 PM,06:09 AM,07:33 AM,05:20 PM,7,12,13,12,17,34,71,0.6,1026,16,9,145,11,Tunisia
2020-01-10,16,11,0.0,8.7,4,100,05:06 PM,07:10 AM,07:33 AM,05:21 PM,7,13,13,13,10,6,69,0.0,1025,16,10,155,7,Tunisia
2020-01-11,14,10,0.0,7.0,3,100,06:11 PM,08:07 AM,07:32 AM,05:22 PM,7,12,12,12,8,36,69,0.6,1024,14,10,76,6,Tunisia
2020-01-12,14,9,0.0,8.7,3,83,07:21 PM,08:57 AM,07:32 AM,05:23 PM,6,10,12,10,15,40,68,0.2,1024,14,9,169,11,Tunisia
2020-01-13,14,11,0.0,3.7,3,76,08:32 PM,09:42 AM,07:32 AM,05:24 PM,8,11,12,11,14,63,75,4.3,1023,14,10,177,9,Tunisia
2020-01-14,15,9,0.0,8.7,4,69,09:43 PM,10:20 AM,07:32 AM,05:25 PM,7,11,11,11,11,14,73,0.0,1024,15,10,203,8,Tunisia
2020-01-15,16,11,0.0,8.7,4,61,10:52 PM,10:55 AM,07:32 AM,05:26 PM,7,13,13,13,6,4,68,0.0,1025,16,10,156,5,Tunisia
2020-01-16,15,9,0.0,8.7,4,54,No moonrise,11:28 AM,07:31 AM,05:27 PM,7,11,12,11,8,12,73,0.0,1028,15,10,205,5,Tunisia
2020-01-17,15,9,0.0,8.7,4,47,12:01 AM,12:00 PM,07:31 AM,05:28 PM,7,10,11,10,14,24,74,0.0,1028,15,10,275,9,Tunisia
2020-01-18,15,10,0.0,7.0,3,40,01:08 AM,12:33 PM,07:31 AM,05:29 PM,7,10,12,10,28,51,75,0.2,1028,15,10,285,18,Tunisia
2020-01-19,15,10,0.0,5.4,3,32,02:15 AM,01:09 PM,07:30 AM,05:30 PM,6,12,12,12,19,49,68,0.0,1021,15,10,172,13,Tunisia
2020-01-20,16,12,0.0,5.4,3,25,03:21 AM,01:48 PM,07:30 AM,05:31 PM,8,13,14,13,44,60,68,2.1,1022,16,10,142,30,Tunisia
2020-01-21,17,15,0.0,3.8,4,18,04:26 AM,02:31 PM,07:29 AM,05:32 PM,10,14,15,14,58,48,71,0.5,1027,17,10,135,40,Tunisia
2020-01-22,16,14,0.0,5.4,4,11,05:28 AM,03:21 PM,07:29 AM,05:34 PM,10,14,15,14,42,65,73,0.3,1028,16,10,143,29,Tunisia
2020-01-23,17,12,0.0,7.1,4,3,06:24 AM,04:14 PM,07:28 AM,05:35 PM,11,13,15,13,35,35,78,0.0,1024,17,10,142,24,Tunisia
2020-01-24,21,12,0.0,8.7,5,0,07:15 AM,05:12 PM,07:28 AM,05:36 PM,10,15,16,15,15,12,73,0.0,1023,21,10,165,9,Tunisia
2020-01-25,18,10,0.0,5.4,3,0,07:58 AM,06:10 PM,07:27 AM,05:37 PM,8,14,14,14,10,45,68,0.0,1022,18,10,196,6,Tunisia
2020-01-26,14,12,0.0,3.8,3,4,08:36 AM,07:10 PM,07:27 AM,05:38 PM,8,12,13,12,18,63,72,3.0,1020,14,8,233,11,Tunisia
2020-01-27,16,10,0.0,7.1,3,11,09:10 AM,08:07 PM,07:26 AM,05:39 PM,9,12,13,12,26,34,77,0.0,1023,16,10,281,17,Tunisia
2020-01-28,17,10,0.0,7.1,3,18,09:39 AM,09:04 PM,07:25 AM,05:40 PM,7,12,13,12,20,24,69,0.0,1023,17,10,261,13,Tunisia
2020-01-29,18,10,0.0,8.7,4,26,10:06 AM,10:00 PM,07:24 AM,05:41 PM,8,12,13,12,29,14,68,0.0,1023,18,10,268,18,Tunisia
2020-01-30,19,11,0.0,8.7,5,33,10:32 AM,10:56 PM,07:24 AM,05:42 PM,9,13,14,13,18,31,74,0.0,1023,19,10,265,11,Tunisia
2020-01-31,20,14,0.0,8.7,4,37,10:59 AM,11:52 PM,07:23 AM,05:43 PM,8,16,16,16,13,52,60,0.0,1022,20,10,260,9,Tunisia
2020-02-01,17,12,0.0,7.1,3,49,11:26 AM,No moonset,07:22 AM,05:44 PM,9,14,14,14,16,54,71,1.1,1022,17,10,276,10,Tunisia
2020-02-02,18,12,0.0,8.7,4,57,11:55 AM,12:49 AM,07:21 AM,05:45 PM,11,13,14,13,32,23,80,0.0,1024,18,10,285,21,Tunisia
2020-02-03,20,13,0.0,8.7,5,64,12:28 PM,01:48 AM,07:21 AM,05:46 PM,11,15,16,15,41,8,72,0.0,1024,20,10,283,26,Tunisia
2020-02-04,20,14,0.0,8.7,5,72,01:07 PM,02:48 AM,07:20 AM,05:47 PM,10,15,16,15,46,3,66,0.0,1021,20,10,292,28,Tunisia
2020-02-05,14,11,0.0,5.5,3,79,01:53 PM,03:50 AM,07:19 AM,05:49 PM,5,10,13,10,42,48,60,1.0,1020,14,10,317,30,Tunisia
2020-02-06,12,10,0.0,8.7,4,87,02:46 PM,04:51 AM,07:18 AM,05:50 PM,1,8,11,8,39,22,50,0.8,1026,12,10,343,27,Tunisia
2020-02-07,15,7,0.0,8.7,4,95,03:49 PM,05:50 AM,07:17 AM,05:51 PM,3,10,11,10,17,27,59,0.0,1027,15,10,199,11,Tunisia
2020-02-08,17,8,0.0,8.7,4,100,04:58 PM,06:44 AM,07:16 AM,05:52 PM,4,11,12,11,12,30,58,0.0,1025,17,10,151,8,Tunisia
2020-02-09,19,10,0.0,8.7,4,100,06:10 PM,07:32 AM,07:15 AM,05:53 PM,6,14,14,14,9,10,60,0.0,1029,19,10,179,6,Tunisia
2020-02-10,20,11,0.0,8.7,5,83,07:24 PM,08:14 AM,07:14 AM,05:54 PM,8,15,15,15,12,4,66,0.0,1031,20,10,263,8,Tunisia
2020-02-11,20,12,0.0,8.7,5,75,08:36 PM,08:52 AM,07:13 AM,05:55 PM,8,15,16,15,27,1,63,0.0,1025,20,10,269,16,Tunisia
2020-02-12,19,12,0.0,8.7,5,68,09:48 PM,09:27 AM,07:12 AM,05:56 PM,9,15,15,15,13,20,71,0.0,1023,19,10,207,8,Tunisia
2020-02-13,19,12,0.0,7.1,4,60,10:58 PM,10:00 AM,07:11 AM,05:57 PM,8,15,15,15,7,44,65,0.0,1022,19,10,171,4,Tunisia
2020-02-14,18,12,0.0,3.9,4,53,No moonrise,10:34 AM,07:10 AM,05:58 PM,10,14,15,14,29,48,75,0.0,1023,18,10,289,20,Tunisia
2020-02-15,17,11,0.0,8.7,3,45,12:07 AM,11:09 AM,07:09 AM,05:59 PM,10,14,14,14,15,22,77,0.0,1026,17,10,235,11,Tunisia
2020-02-16,18,12,0.0,10.9,5,38,01:15 AM,11:48 AM,07:07 AM,06:00 PM,8,15,15,15,9,0,67,0.0,1028,18,10,153,7,Tunisia
2020-02-17,19,11,0.0,11.0,5,30,02:20 AM,12:30 PM,07:06 AM,06:01 PM,7,14,15,14,13,0,65,0.0,1027,19,10,152,9,Tunisia
2020-02-18,18,9,0.0,11.0,4,22,03:22 AM,01:17 PM,07:05 AM,06:02 PM,8,13,13,13,21,16,73,0.0,1025,18,10,272,14,Tunisia
2020-02-19,16,11,0.0,11.0,4,15,04:20 AM,02:09 PM,07:04 AM,06:03 PM,7,10,13,10,42,9,71,0.0,1026,16,10,300,29,Tunisia
2020-02-20,15,11,0.0,8.6,3,7,05:11 AM,03:05 PM,07:03 AM,06:04 PM,8,11,13,11,31,50,71,0.0,1024,15,10,311,21,Tunisia
2020-02-21,16,8,0.0,11.0,4,0,05:57 AM,04:02 PM,07:01 AM,06:05 PM,8,11,12,11,21,30,77,0.0,1026,16,10,285,14,Tunisia
2020-02-22,16,11,0.0,8.6,3,0,06:36 AM,05:01 PM,07:00 AM,06:06 PM,8,12,13,12,25,58,73,0.3,1029,16,10,307,18,Tunisia
2020-02-23,18,9,0.0,11.5,4,0,07:10 AM,05:59 PM,06:59 AM,06:07 PM,9,13,13,13,12,11,75,0.0,1032,18,10,261,9,Tunisia
2020-02-24,20,9,0.0,11.5,5,0,07:41 AM,06:56 PM,06:58 AM,06:08 PM,6,14,15,14,21,1,63,0.0,1026,20,10,271,14,Tunisia
2020-02-25,22,10,0.0,10.1,5,8,08:08 AM,07:53 PM,06:56 AM,06:09 PM,4,15,17,15,14,23,46,0.0,1019,22,10,264,8,Tunisia
2020-02-26,18,12,0.0,8.7,4,15,08:35 AM,08:48 PM,06:55 AM,06:10 PM,8,13,15,13,32,54,65,0.4,1015,18,10,285,22,Tunisia
2020-02-27,15,8,0.0,11.6,4,23,09:01 AM,09:44 PM,06:54 AM,06:11 PM,5,10,12,10,34,16,61,0.3,1021,15,10,310,25,Tunisia
2020-02-28,21,9,0.0,11.6,5,30,09:28 AM,10:40 PM,06:52 AM,06:12 PM,6,14,15,14,15,4,59,0.0,1020,21,10,190,9,Tunisia
2020-02-29,23,13,0.0,10.2,4,38,09:55 AM,11:38 PM,06:51 AM,06:13 PM,9,17,18,17,15,23,61,0.0,1017,23,10,224,10,Tunisia
2020-03-01,22,14,0.0,11.6,5,44,10:26 AM,No moonset,06:50 AM,06:14 PM,7,17,18,17,18,22,53,0.0,1015,22,10,266,11,Tunisia
2020-03-02,22,13,0.0,8.7,4,51,11:02 AM,12:36 AM,06:48 AM,06:15 PM,10,17,18,17,22,38,66,0.6,1012,22,8,216,15,Tunisia
2020-03-03,14,11,0.0,5.8,3,58,11:43 AM,01:36 AM,06:47 AM,06:16 PM,6,11,13,11,35,82,65,5.2,1012,14,10,286,25,Tunisia
2020-03-04,14,11,0.0,5.9,3,65,12:31 PM,02:36 AM,06:45 AM,06:17 PM,6,10,13,10,48,80,67,20.4,1010,14,8,294,35,Tunisia
2020-03-05,20,11,0.0,11.6,4,73,01:28 PM,03:35 AM,06:44 AM,06:18 PM,9,14,15,14,21,46,70,0.1,1014,20,10,233,13,Tunisia
2020-03-06,19,12,0.0,11.6,4,80,02:32 PM,04:29 AM,06:43 AM,06:18 PM,8,14,15,14,33,32,66,0.0,1009,19,10,270,22,Tunisia
2020-03-07,13,10,0.0,5.9,3,87,03:43 PM,05:20 AM,06:41 AM,06:19 PM,5,9,12,9,48,53,63,1.9,1011,13,10,285,34,Tunisia
2020-03-08,15,10,0.0,5.9,3,95,04:56 PM,06:04 AM,06:40 AM,06:20 PM,7,10,12,10,42,72,69,6.0,1019,15,10,309,28,Tunisia
2020-03-09,17,9,0.0,5.9,3,100,06:10 PM,06:44 AM,06:38 AM,06:21 PM,8,10,12,10,30,64,74,4.4,1020,17,10,297,21,Tunisia
2020-03-10,15,9,0.0,5.9,3,100,07:25 PM,07:21 AM,06:37 AM,06:22 PM,7,9,12,9,38,77,75,14.3,1015,15,9,202,26,Tunisia
2020-03-11,16,11,0.0,11.6,3,84,08:37 PM,07:56 AM,06:35 AM,06:23 PM,8,13,14,13,16,24,71,0.1,1023,16,10,163,11,Tunisia
2020-03-12,21,10,0.0,11.6,5,76,09:50 PM,08:30 AM,06:34 AM,06:24 PM,10,15,15,15,12,16,74,0.0,1024,21,10,175,8,Tunisia
2020-03-13,23,14,0.0,10.2,4,69,11:01 PM,09:06 AM,06:32 AM,06:25 PM,10,18,18,18,12,36,60,0.0,1017,23,10,196,7,Tunisia
2020-03-14,20,13,0.0,11.6,4,62,No moonrise,09:44 AM,06:31 AM,06:26 PM,9,16,16,16,21,26,66,0.1,1015,20,10,288,15,Tunisia
2020-03-15,18,12,0.0,11.6,5,55,12:10 AM,10:26 AM,06:30 AM,06:27 PM,9,14,14,14,23,6,73,0.0,1018,18,10,216,16,Tunisia
2020-03-16,18,12,0.0,10.2,4,47,01:16 AM,11:13 AM,06:28 AM,06:28 PM,11,14,15,14,26,36,77,0.0,1019,18,10,138,19,Tunisia
2020-03-17,18,14,0.0,7.4,4,40,02:16 AM,12:04 PM,06:27 AM,06:28 PM,10,14,15,14,31,62,73,0.9,1025,18,10,126,22,Tunisia
2020-03-18,17,12,0.0,10.2,3,33,03:10 AM,12:59 PM,06:25 AM,06:29 PM,7,13,14,13,21,38,63,0.0,1025,17,10,117,15,Tunisia
2020-03-19,17,11,0.0,11.6,4,25,03:57 AM,01:57 PM,06:24 AM,06:30 PM,8,13,14,13,17,7,68,0.0,1023,17,10,129,13,Tunisia
2020-03-20,17,11,0.0,8.8,4,18,04:37 AM,02:55 PM,06:22 AM,06:31 PM,10,13,14,13,29,53,73,0.0,1020,17,10,138,21,Tunisia
