date_time,Philippines_maxtempC,Philippines_mintempC,Philippines_totalSnow_cm,Philippines_sunHour,Philippines_uvIndex,Philippines_moon_illumination,Philippines_moonrise,Philippines_moonset,Philippines_sunrise,Philippines_sunset,Philippines_DewPointC,Philippines_FeelsLikeC,Philippines_HeatIndexC,Philippines_WindChillC,Philippines_WindGustKmph,Philippines_cloudcover,Philippines_humidity,Philippines_precipMM,Philippines_pressure,Philippines_tempC,Philippines_visibility,Philippines_winddirDegree,Philippines_windspeedKmph,Philippines_location
2020-01-01,30,26,0.0,5.7,6,37,10:47 AM,10:49 PM,06:21 AM,05:38 PM,21,30,30,28,23,56,69,0.3,1016,30,10,58,18,Philippines
2020-01-02,30,26,0.0,5.7,6,44,11:24 AM,11:35 PM,06:21 AM,05:39 PM,21,30,30,28,23,63,68,0.5,1016,30,10,58,18,Philippines
2020-01-03,29,26,0.0,8.7,7,51,12:00 PM,No moonset,06:21 AM,05:39 PM,20,29,29,27,19,24,65,0.0,1015,29,10,49,15,Philippines
2020-01-04,29,24,0.0,8.7,7,59,12:35 PM,12:21 AM,06:22 AM,05:40 PM,20,29,29,27,16,25,69,0.0,1014,29,10,48,12,Philippines
2020-01-05,28,25,0.0,8.7,7,66,01:13 PM,01:08 AM,06:22 AM,05:40 PM,19,28,28,26,22,29,65,0.1,1014,28,10,68,17,Philippines
2020-01-06,29,25,0.0,7.2,6,73,01:53 PM,01:57 AM,06:22 AM,05:41 PM,20,28,28,26,18,36,66,0.0,1014,29,10,56,14,Philippines
2020-01-07,30,25,0.0,7.2,6,80,02:36 PM,02:47 AM,06:23 AM,05:41 PM,21,29,29,27,12,46,67,0.0,1013,30,10,53,9,Philippines
2020-01-08,30,25,0.0,4.2,6,88,03:24 PM,03:42 AM,06:23 AM,05:42 PM,21,30,30,27,15,52,70,0.5,1013,30,10,58,12,Philippines
2020-01-09,30,25,0.0,8.7,6,95,04:17 PM,04:38 AM,06:23 AM,05:43 PM,21,29,29,27,14,28,69,0.0,1012,30,10,72,11,Philippines
2020-01-10,30,25,0.0,7.2,6,100,05:15 PM,05:38 AM,06:23 AM,05:43 PM,21,29,29,27,13,36,69,0.1,1011,30,10,69,10,Philippines
2020-01-11,30,25,0.0,7.2,6,100,06:16 PM,06:36 AM,06:24 AM,05:44 PM,21,29,29,27,11,34,70,0.1,1010,30,10,75,9,Philippines
2020-01-12,30,25,0.0,7.2,6,83,07:19 PM,07:34 AM,06:24 AM,05:44 PM,21,29,29,27,12,36,69,0.3,1010,30,10,100,9,Philippines
2020-01-13,30,25,0.0,7.2,6,76,08:20 PM,08:28 AM,06:24 AM,05:45 PM,21,29,29,27,11,46,69,0.4,1010,30,10,117,8,Philippines
2020-01-14,29,25,0.0,8.7,6,69,09:21 PM,09:19 AM,06:24 AM,05:45 PM,21,29,29,27,13,33,70,0.2,1012,29,10,81,11,Philippines
2020-01-15,29,22,0.0,5.7,6,61,10:18 PM,10:06 AM,06:24 AM,05:46 PM,20,28,28,26,13,35,69,0.0,1013,29,10,74,11,Philippines
2020-01-16,31,25,0.0,8.7,7,54,11:15 PM,10:50 AM,06:25 AM,05:47 PM,21,30,30,27,8,21,68,0.0,1013,31,10,106,7,Philippines
2020-01-17,31,26,0.0,8.7,7,47,No moonrise,11:34 AM,06:25 AM,05:47 PM,22,31,31,28,8,32,71,0.0,1013,31,10,106,6,Philippines
2020-01-18,31,26,0.0,8.7,6,40,12:11 AM,12:18 PM,06:25 AM,05:48 PM,22,31,31,28,7,30,71,0.0,1013,31,10,61,6,Philippines
2020-01-19,31,25,0.0,8.7,7,32,01:07 AM,01:03 PM,06:25 AM,05:48 PM,21,30,30,28,11,15,69,0.0,1014,31,10,79,9,Philippines
2020-01-20,29,25,0.0,8.7,7,25,02:03 AM,01:50 PM,06:25 AM,05:49 PM,21,29,29,27,15,26,70,0.0,1016,29,10,92,12,Philippines
2020-01-21,28,24,0.0,5.7,6,18,03:00 AM,02:39 PM,06:25 AM,05:49 PM,19,27,27,26,23,37,67,0.3,1017,28,10,88,18,Philippines
2020-01-22,29,23,0.0,8.7,7,11,03:57 AM,03:32 PM,06:25 AM,05:50 PM,18,27,27,26,23,21,65,0.0,1017,29,10,74,18,Philippines
2020-01-23,30,24,0.0,8.7,7,3,04:53 AM,04:25 PM,06:25 AM,05:50 PM,20,28,28,26,17,25,67,0.1,1015,30,10,65,14,Philippines
2020-01-24,29,24,0.0,5.7,6,0,05:46 AM,05:20 PM,06:25 AM,05:51 PM,21,29,29,27,11,56,72,2.0,1014,29,10,137,8,Philippines
2020-01-25,30,25,0.0,5.7,6,0,06:36 AM,06:13 PM,06:25 AM,05:51 PM,21,30,30,27,13,53,71,2.4,1012,30,10,66,10,Philippines
2020-01-26,32,25,0.0,7.2,6,4,07:23 AM,07:05 PM,06:25 AM,05:52 PM,22,31,31,28,7,50,72,5.4,1011,32,10,130,5,Philippines
2020-01-27,33,26,0.0,8.7,8,11,08:05 AM,07:55 PM,06:25 AM,05:52 PM,22,32,32,29,12,14,69,0.2,1010,33,10,122,9,Philippines
2020-01-28,33,24,0.0,8.7,7,18,08:44 AM,08:42 PM,06:25 AM,05:53 PM,21,31,31,28,6,26,67,0.2,1012,33,10,128,5,Philippines
2020-01-29,31,25,0.0,8.7,6,26,09:22 AM,09:29 PM,06:25 AM,05:53 PM,21,31,31,28,6,32,66,0.7,1012,31,10,114,5,Philippines
2020-01-30,29,24,0.0,8.7,6,33,09:57 AM,10:15 PM,06:25 AM,05:54 PM,19,28,28,26,10,48,64,0.3,1012,29,10,141,8,Philippines
2020-01-31,29,23,0.0,8.7,7,37,10:33 AM,11:01 PM,06:24 AM,05:54 PM,18,27,27,25,12,19,67,0.0,1014,29,10,55,10,Philippines
2020-02-01,28,23,0.0,8.7,7,49,11:09 AM,11:48 PM,06:24 AM,05:55 PM,18,26,26,25,12,23,66,0.0,1016,28,10,78,10,Philippines
2020-02-02,27,23,0.0,4.2,5,57,11:47 AM,No moonset,06:24 AM,05:55 PM,18,26,26,24,17,42,67,0.2,1017,27,10,82,13,Philippines
2020-02-03,27,23,0.0,5.7,5,64,12:27 PM,12:36 AM,06:24 AM,05:56 PM,17,26,26,24,17,49,67,0.3,1016,27,10,78,14,Philippines
2020-02-04,29,20,0.0,8.7,7,72,01:12 PM,01:28 AM,06:24 AM,05:56 PM,18,27,27,25,15,25,65,0.0,1015,29,10,64,12,Philippines
2020-02-05,29,23,0.0,7.2,6,79,02:02 PM,02:22 AM,06:23 AM,05:57 PM,19,28,28,26,13,38,68,0.0,1013,29,10,49,10,Philippines
2020-02-06,29,25,0.0,5.7,6,87,02:57 PM,03:20 AM,06:23 AM,05:57 PM,20,29,29,27,18,55,68,0.2,1013,29,10,60,14,Philippines
2020-02-07,30,25,0.0,5.7,6,95,03:56 PM,04:18 AM,06:23 AM,05:57 PM,21,30,30,27,11,56,71,2.4,1014,30,10,90,9,Philippines
2020-02-08,29,26,0.0,5.7,6,100,04:59 PM,05:17 AM,06:23 AM,05:58 PM,21,30,30,28,18,57,69,0.0,1014,29,10,59,14,Philippines
2020-02-09,29,25,0.0,8.7,7,100,06:02 PM,06:13 AM,06:22 AM,05:58 PM,20,29,29,27,19,42,67,0.0,1015,29,10,71,15,Philippines
2020-02-10,28,24,0.0,8.7,7,83,07:05 PM,07:07 AM,06:22 AM,05:58 PM,18,27,27,26,18,23,64,0.0,1016,28,10,83,14,Philippines
2020-02-11,28,23,0.0,8.7,7,75,08:06 PM,07:57 AM,06:22 AM,05:59 PM,18,27,27,25,18,14,64,0.0,1018,28,10,85,15,Philippines
2020-02-12,30,22,0.0,8.7,7,68,09:06 PM,08:44 AM,06:21 AM,05:59 PM,19,28,28,26,16,10,66,0.0,1017,30,10,78,13,Philippines
2020-02-13,30,24,0.0,11.6,6,60,10:04 PM,09:30 AM,06:21 AM,06:00 PM,20,28,28,27,14,33,67,0.1,1015,30,10,78,11,Philippines
2020-02-14,30,25,0.0,10.2,6,53,11:01 PM,10:15 AM,06:21 AM,06:00 PM,21,29,29,27,12,21,69,0.0,1014,30,10,87,10,Philippines
2020-02-15,32,26,0.0,11.6,7,45,11:59 PM,11:01 AM,06:20 AM,06:00 PM,22,31,31,28,14,3,68,0.0,1014,32,10,92,12,Philippines
2020-02-16,32,27,0.0,11.6,8,38,No moonrise,11:48 AM,06:20 AM,06:01 PM,21,32,32,29,10,7,65,0.0,1014,32,10,107,8,Philippines
2020-02-17,31,25,0.0,11.6,7,30,12:56 AM,12:37 PM,06:19 AM,06:01 PM,20,30,30,28,11,25,64,0.0,1015,31,10,75,9,Philippines
2020-02-18,28,25,0.0,7.3,6,22,01:53 AM,01:28 PM,06:19 AM,06:01 PM,19,28,28,26,23,60,67,0.5,1016,28,10,63,18,Philippines
2020-02-19,29,24,0.0,11.6,7,15,02:48 AM,02:20 PM,06:18 AM,06:01 PM,18,27,27,26,17,26,64,0.0,1017,29,10,63,14,Philippines
2020-02-20,29,23,0.0,11.6,7,7,03:42 AM,03:14 PM,06:18 AM,06:02 PM,18,27,27,26,17,12,64,0.0,1017,29,10,74,14,Philippines
2020-02-21,28,20,0.0,11.6,7,0,04:32 AM,04:07 PM,06:18 AM,06:02 PM,18,26,26,25,26,21,64,0.0,1018,28,10,52,20,Philippines
2020-02-22,29,24,0.0,11.6,7,0,05:19 AM,04:59 PM,06:17 AM,06:02 PM,18,28,28,26,21,26,64,0.0,1018,29,10,55,16,Philippines
2020-02-23,29,24,0.0,10.2,6,0,06:02 AM,05:49 PM,06:17 AM,06:02 PM,19,28,28,26,21,39,66,0.0,1017,29,10,46,17,Philippines
2020-02-24,30,25,0.0,10.2,6,0,06:42 AM,06:37 PM,06:16 AM,06:03 PM,20,29,29,27,20,39,66,0.2,1015,30,10,66,16,Philippines
2020-02-25,30,25,0.0,11.6,7,8,07:20 AM,07:25 PM,06:15 AM,06:03 PM,20,29,29,27,22,14,65,0.0,1014,30,10,75,17,Philippines
2020-02-26,31,23,0.0,11.6,7,15,07:57 AM,08:10 PM,06:15 AM,06:03 PM,20,30,30,27,11,11,65,0.0,1013,31,10,85,9,Philippines
2020-02-27,29,25,0.0,7.4,6,23,08:32 AM,08:56 PM,06:14 AM,06:03 PM,20,29,29,27,18,53,65,0.6,1013,29,10,69,14,Philippines
2020-02-28,29,24,0.0,10.2,6,30,09:08 AM,09:43 PM,06:14 AM,06:04 PM,20,28,28,26,15,38,68,0.0,1013,29,10,69,13,Philippines
2020-02-29,32,25,0.0,11.6,7,38,09:45 AM,10:30 PM,06:13 AM,06:04 PM,20,29,29,27,15,4,63,0.0,1013,32,10,92,12,Philippines
2020-03-01,31,25,0.0,11.6,7,44,10:23 AM,11:20 PM,06:13 AM,06:04 PM,20,30,30,28,12,7,65,0.0,1012,31,10,120,10,Philippines
2020-03-02,33,25,0.0,11.6,7,51,11:05 AM,No moonset,06:12 AM,06:04 PM,20,30,30,28,13,3,63,0.0,1013,33,10,97,11,Philippines
2020-03-03,31,25,0.0,11.6,7,58,11:52 AM,12:11 AM,06:11 AM,06:04 PM,20,30,30,27,15,20,66,0.0,1013,31,10,73,13,Philippines
2020-03-04,31,25,0.0,7.4,6,65,12:42 PM,01:06 AM,06:11 AM,06:05 PM,20,29,29,27,14,40,67,0.2,1012,31,10,77,11,Philippines
2020-03-05,33,25,0.0,11.6,8,73,01:38 PM,02:02 AM,06:10 AM,06:05 PM,21,31,31,29,12,5,65,0.0,1012,33,10,110,10,Philippines
2020-03-06,32,25,0.0,11.6,7,80,02:38 PM,02:59 AM,06:10 AM,06:05 PM,20,30,30,28,11,18,65,0.0,1012,32,10,104,9,Philippines
2020-03-07,32,26,0.0,8.8,6,87,03:40 PM,03:56 AM,06:09 AM,06:05 PM,22,32,32,28,9,46,69,0.7,1012,32,10,114,7,Philippines
2020-03-08,34,27,0.0,10.2,7,95,04:43 PM,04:50 AM,06:08 AM,06:05 PM,22,33,33,30,8,34,67,0.2,1010,34,10,129,7,Philippines
2020-03-09,35,28,0.0,11.6,8,100,05:46 PM,05:43 AM,06:08 AM,06:05 PM,22,34,34,30,12,5,64,0.0,1010,35,10,121,10,Philippines
2020-03-10,34,28,0.0,10.2,7,100,06:47 PM,06:32 AM,06:07 AM,06:06 PM,23,34,34,30,7,37,66,0.2,1011,34,10,226,6,Philippines
2020-03-11,32,28,0.0,8.8,7,84,07:48 PM,07:20 AM,06:06 AM,06:06 PM,22,32,32,29,12,49,65,0.7,1013,32,10,102,10,Philippines
2020-03-12,33,26,0.0,11.6,8,76,08:48 PM,08:06 AM,06:06 AM,06:06 PM,21,31,31,29,20,6,63,0.0,1014,33,10,96,17,Philippines
2020-03-13,34,29,0.0,11.6,8,69,09:48 PM,08:53 AM,06:05 AM,06:06 PM,22,35,35,31,12,1,61,0.0,1015,34,10,99,10,Philippines
2020-03-14,34,26,0.0,11.6,8,62,10:47 PM,09:42 AM,06:04 AM,06:06 PM,21,32,32,30,10,13,60,0.0,1013,34,10,121,8,Philippines
2020-03-15,31,26,0.0,7.4,6,55,11:47 PM,10:31 AM,06:04 AM,06:06 PM,21,31,31,28,15,51,66,1.8,1013,31,10,108,12,Philippines
2020-03-16,30,26,0.0,8.8,6,47,No moonrise,11:24 AM,06:03 AM,06:06 PM,21,30,30,28,16,51,65,0.2,1014,30,10,82,13,Philippines
2020-03-17,31,25,0.0,11.6,7,40,12:44 AM,12:16 PM,06:02 AM,06:07 PM,20,30,30,28,15,37,64,0.0,1015,31,10,85,13,Philippines
2020-03-18,32,25,0.0,11.6,7,33,01:39 AM,01:10 PM,06:02 AM,06:07 PM,21,30,30,28,13,11,65,0.0,1014,32,10,97,10,Philippines
2020-03-19,33,26,0.0,11.6,7,25,02:30 AM,02:04 PM,06:01 AM,06:07 PM,21,31,31,29,12,8,63,0.0,1013,33,10,104,10,Philippines
2020-03-20,33,27,0.0,12.1,8,18,03:18 AM,02:56 PM,06:00 AM,06:07 PM,21,32,32,29,12,11,62,0.0,1013,33,10,105,10,Philippines
2020-03-21,33,27,0.0,12.1,8,11,04:02 AM,03:46 PM,06:00 AM,06:07 PM,21,32,32,29,14,11,64,0.0,1013,33,10,95,12,Philippines
2020-03-22,33,27,0.0,11.8,7,4,04:42 AM,04:34 PM,05:59 AM,06:07 PM,22,32,32,29,11,35,65,1.1,1013,33,10,102,9,Philippines
2020-03-23,35,27,0.0,12.5,8,0,05:21 AM,05:22 PM,05:58 AM,06:07 PM,22,34,34,30,13,4,63,0.0,1012,35,10,108,11,Philippines
2020-03-24,32,25,0.0,11.8,7,0,05:57 AM,06:08 PM,05:57 AM,06:07 PM,21,32,32,29,14,26,63,1.4,1011,32,10,93,11,Philippines
2020-03-25,32,26,0.0,12.5,8,3,06:32 AM,06:53 PM,05:57 AM,06:07 PM,20,31,31,29,20,15,60,0.0,1012,32,10,89,17,Philippines
2020-03-26,33,26,0.0,11.8,6,11,07:08 AM,07:40 PM,05:56 AM,06:08 PM,21,32,32,29,16,28,62,0.3,1012,33,10,84,13,Philippines
2020-03-27,33,24,0.0,12.5,8,18,07:44 AM,08:26 PM,05:55 AM,06:08 PM,21,32,32,29,17,9,62,0.0,1012,33,10,81,14,Philippines
2020-03-28,34,26,0.0,12.5,8,25,08:22 AM,09:15 PM,05:55 AM,06:08 PM,22,34,34,30,14,7,63,0.0,1011,34,10,94,11,Philippines
2020-03-29,34,27,0.0,12.5,8,32,09:03 AM,10:06 PM,05:54 AM,06:08 PM,21,33,33,30,14,9,61,0.0,1011,34,10,97,11,Philippines
2020-03-30,33,27,0.0,12.6,8,40,09:47 AM,10:58 PM,05:53 AM,06:08 PM,22,33,33,30,14,16,64,0.0,1011,33,10,93,12,Philippines
2020-03-31,34,28,0.0,12.6,8,44,10:35 AM,11:53 PM,05:53 AM,06:08 PM,22,34,34,31,16,6,63,0.0,1012,34,10,102,13,Philippines
2020-04-01,34,27,0.0,12.6,8,56,11:27 AM,No moonset,05:52 AM,06:08 PM,21,33,33,30,11,16,61,0.0,1012,34,10,115,9,Philippines
2020-04-02,34,27,0.0,12.6,8,64,12:23 PM,12:48 AM,05:51 AM,06:08 PM,21,33,33,30,18,8,61,0.0,1013,34,10,87,15,Philippines
2020-04-03,34,27,0.0,12.6,8,71,01:23 PM,01:43 AM,05:50 AM,06:08 PM,20,32,32,30,17,3,59,0.0,1013,34,10,86,14,Philippines
2020-04-04,34,26,0.0,12.6,8,79,02:23 PM,02:37 AM,05:50 AM,06:09 PM,21,33,33,30,14,2,62,0.0,1013,34,10,84,12,Philippines
2020-04-05,34,27,0.0,12.6,8,87,03:25 PM,03:29 AM,05:49 AM,06:09 PM,20,32,32,30,17,2,58,0.0,1013,34,10,93,14,Philippines
2020-04-06,32,24,0.0,12.6,7,94,04:26 PM,04:18 AM,05:48 AM,06:09 PM,21,32,32,29,11,23,62,0.0,1012,32,10,99,9,Philippines
2020-04-07,35,26,0.0,12.6,8,100,05:27 PM,05:06 AM,05:48 AM,06:09 PM,20,32,32,30,10,13,59,0.0,1011,35,10,130,8,Philippines
2020-04-08,32,27,0.0,11.9,7,100,06:28 PM,05:53 AM,05:47 AM,06:09 PM,21,33,33,30,10,53,62,1.6,1011,32,10,111,8,Philippines
2020-04-09,33,27,0.0,7.9,7,83,07:29 PM,06:40 AM,05:46 AM,06:09 PM,22,33,33,29,10,77,64,2.5,1013,33,10,114,8,Philippines
2020-04-10,32,27,0.0,7.9,7,76,08:31 PM,07:29 AM,05:46 AM,06:09 PM,22,32,32,29,15,72,65,10.0,1014,32,9,85,11,Philippines
2020-04-11,33,27,0.0,11.9,7,68,09:33 PM,08:19 AM,05:45 AM,06:09 PM,22,33,33,29,10,46,66,2.6,1012,33,10,124,8,Philippines
2020-04-12,32,27,0.0,7.9,7,61,10:33 PM,09:13 AM,05:44 AM,06:10 PM,22,33,33,30,10,76,65,7.2,1011,32,10,152,8,Philippines
2020-04-13,31,27,0.0,10.5,6,53,11:32 PM,10:07 AM,05:44 AM,06:10 PM,22,32,32,29,13,62,68,4.6,1011,31,10,68,10,Philippines
2020-04-14,29,27,0.0,11.9,6,46,No moonrise,11:03 AM,05:43 AM,06:10 PM,21,30,30,28,15,49,68,0.1,1013,29,10,100,13,Philippines
2020-04-15,32,26,0.0,11.9,7,38,12:25 AM,11:58 AM,05:43 AM,06:10 PM,22,32,32,29,8,59,67,5.0,1013,32,9,124,6,Philippines
2020-04-16,33,28,0.0,10.6,7,30,01:16 AM,12:51 PM,05:42 AM,06:10 PM,23,34,34,30,8,64,66,4.3,1012,33,10,113,6,Philippines
2020-04-17,33,27,0.0,12.7,8,23,02:01 AM,01:43 PM,05:41 AM,06:10 PM,22,33,33,30,13,34,64,0.1,1013,33,10,107,11,Philippines
2020-04-18,33,28,0.0,12.7,8,15,02:43 AM,02:31 PM,05:41 AM,06:10 PM,22,34,34,30,13,28,64,0.0,1013,33,10,102,10,Philippines
2020-04-19,34,28,0.0,12.7,8,8,03:22 AM,03:19 PM,05:40 AM,06:11 PM,22,35,35,31,15,24,63,0.1,1012,34,10,102,12,Philippines
2020-04-20,34,29,0.0,12.7,8,0,03:58 AM,04:05 PM,05:40 AM,06:11 PM,23,36,36,31,12,18,65,0.1,1012,34,10,125,10,Philippines
2020-04-21,35,28,0.0,12.7,8,0,04:33 AM,04:51 PM,05:39 AM,06:11 PM,23,36,36,31,13,10,64,0.0,1012,35,10,110,11,Philippines
2020-04-22,34,29,0.0,12.7,7,0,05:09 AM,05:37 PM,05:38 AM,06:11 PM,23,36,36,31,11,36,64,0.3,1011,34,10,110,9,Philippines
2020-04-23,34,28,0.0,12.7,8,0,05:45 AM,06:24 PM,05:38 AM,06:11 PM,23,35,35,31,15,18,64,0.1,1012,34,10,103,13,Philippines
