date_time,Suriname_maxtempC,Suriname_mintempC,Suriname_totalSnow_cm,Suriname_sunHour,Suriname_uvIndex,Suriname_moon_illumination,Suriname_moonrise,Suriname_moonset,Suriname_sunrise,Suriname_sunset,Suriname_DewPointC,Suriname_FeelsLikeC,Suriname_HeatIndexC,Suriname_WindChillC,Suriname_WindGustKmph,Suriname_cloudcover,Suriname_humidity,Suriname_precipMM,Suriname_pressure,Suriname_tempC,Suriname_visibility,Suriname_winddirDegree,Suriname_windspeedKmph,Suriname_location
2021-01-24,29,23,0.0,7.4,6,74,03:20 PM,03:13 AM,06:57 AM,06:48 PM,22,28,28,26,20,60,82,1.5,1011,29,10,64,13,Suriname
2021-01-25,29,22,0.0,8.8,6,81,04:10 PM,04:04 AM,06:57 AM,06:49 PM,21,27,27,25,18,37,78,0.2,1011,29,10,56,12,Suriname
2021-01-26,29,23,0.0,7.4,6,88,05:04 PM,04:58 AM,06:58 AM,06:49 PM,22,28,28,25,19,67,82,1.6,1011,29,10,48,12,Suriname
2021-01-27,29,24,0.0,7.4,6,96,05:59 PM,05:52 AM,06:58 AM,06:49 PM,22,28,28,25,21,67,81,3.0,1011,29,10,57,14,Suriname
2021-01-28,29,22,0.0,7.4,6,100,06:55 PM,06:46 AM,06:58 AM,06:50 PM,20,27,27,25,18,56,77,0.9,1011,29,10,60,12,Suriname
2021-01-29,26,23,0.0,8.8,5,90,07:51 PM,07:40 AM,06:58 AM,06:50 PM,22,27,27,24,16,60,88,13.5,1011,26,9,47,9,Suriname
2021-01-30,27,23,0.0,6.0,6,82,08:45 PM,08:30 AM,06:58 AM,06:50 PM,23,28,28,25,21,76,89,10.7,1011,27,9,68,13,Suriname
2021-01-31,28,24,0.0,7.4,6,79,09:38 PM,09:19 AM,06:58 AM,06:50 PM,22,28,28,25,24,70,82,1.9,1012,28,10,57,15,Suriname
2021-02-01,27,23,0.0,8.8,6,63,10:29 PM,10:05 AM,06:58 AM,06:51 PM,22,27,27,25,23,67,82,3.1,1011,27,10,59,14,Suriname
2021-02-02,28,23,0.0,7.4,6,55,11:21 PM,10:52 AM,06:58 AM,06:51 PM,22,28,28,25,21,67,83,5.8,1011,28,10,68,13,Suriname
2021-02-03,27,23,0.0,6.0,6,48,No moonrise,11:39 AM,06:58 AM,06:51 PM,23,28,28,25,22,79,90,13.4,1011,27,8,75,13,Suriname
2021-02-04,29,24,0.0,8.8,6,40,12:13 AM,12:27 PM,06:58 AM,06:51 PM,22,28,28,26,23,62,80,1.5,1012,29,10,68,15,Suriname
2021-02-05,29,23,0.0,6.0,6,33,01:08 AM,01:19 PM,06:58 AM,06:52 PM,22,27,27,25,20,81,82,1.9,1012,29,10,60,13,Suriname
2021-02-06,26,24,0.0,7.4,6,25,02:04 AM,02:13 PM,06:58 AM,06:52 PM,23,27,27,25,21,73,90,10.3,1012,26,10,45,12,Suriname
2021-02-07,27,23,0.0,7.4,6,18,03:03 AM,03:10 PM,06:58 AM,06:52 PM,23,28,28,25,20,80,90,18.1,1012,27,9,69,12,Suriname
