date_time,Bosnia%20and%20Herzegovina_maxtempC,Bosnia%20and%20Herzegovina_mintempC,Bosnia%20and%20Herzegovina_totalSnow_cm,Bosnia%20and%20Herzegovina_sunHour,Bosnia%20and%20Herzegovina_uvIndex,Bosnia%20and%20Herzegovina_moon_illumination,Bosnia%20and%20Herzegovina_moonrise,Bosnia%20and%20Herzegovina_moonset,Bosnia%20and%20Herzegovina_sunrise,Bosnia%20and%20Herzegovina_sunset,Bosnia%20and%20Herzegovina_DewPointC,Bosnia%20and%20Herzegovina_FeelsLikeC,Bosnia%20and%20Herzegovina_HeatIndexC,Bosnia%20and%20Herzegovina_WindChillC,Bosnia%20and%20Herzegovina_WindGustKmph,Bosnia%20and%20Herzegovina_cloudcover,Bosnia%20and%20Herzegovina_humidity,Bosnia%20and%20Herzegovina_precipMM,Bosnia%20and%20Herzegovina_pressure,Bosnia%20and%20Herzegovina_tempC,Bosnia%20and%20Herzegovina_visibility,Bosnia%20and%20Herzegovina_winddirDegree,Bosnia%20and%20Herzegovina_windspeedKmph,Bosnia%20and%20Herzegovina_location
2020-12-01,7,-6,0.0,8.7,2,89,04:58 PM,07:54 AM,07:01 AM,04:10 PM,-6,-1,0,-1,5,14,65,0.0,1021,7,10,153,3,Bosnia%20and%20Herzegovina
2020-12-02,6,-3,0.0,3.4,1,82,05:44 PM,08:53 AM,07:02 AM,04:10 PM,-2,0,2,0,7,64,75,1.6,1017,6,9,153,5,Bosnia%20and%20Herzegovina
2020-12-03,6,1,0.0,3.4,2,75,06:38 PM,09:48 AM,07:03 AM,04:09 PM,4,2,5,2,16,65,95,18.7,1009,6,9,147,10,Bosnia%20and%20Herzegovina
2020-12-04,9,2,0.0,8.7,2,67,07:40 PM,10:35 AM,07:04 AM,04:09 PM,5,4,6,4,12,58,90,5.9,1005,9,9,163,8,Bosnia%20and%20Herzegovina
2020-12-05,9,5,0.0,6.9,2,60,08:47 PM,11:16 AM,07:05 AM,04:09 PM,5,4,7,4,16,41,89,0.2,1009,9,10,169,11,Bosnia%20and%20Herzegovina
2020-12-06,9,2,0.0,8.7,2,53,09:58 PM,11:50 AM,07:06 AM,04:09 PM,4,5,7,5,14,33,83,0.1,1007,9,10,133,10,Bosnia%20and%20Herzegovina
2020-12-07,8,4,0.0,5.2,2,46,11:09 PM,12:20 PM,07:07 AM,04:09 PM,4,5,6,5,6,73,89,3.1,1007,8,9,183,5,Bosnia%20and%20Herzegovina
2020-12-08,8,2,0.0,8.7,3,38,No moonrise,12:47 PM,07:08 AM,04:09 PM,3,3,5,3,12,33,86,0.2,1010,8,9,159,8,Bosnia%20and%20Herzegovina
2020-12-09,5,4,0.0,3.4,1,31,12:22 AM,01:12 PM,07:09 AM,04:09 PM,4,2,4,2,9,91,96,28.5,1004,5,7,144,8,Bosnia%20and%20Herzegovina
2020-12-10,6,2,0.0,8.7,1,24,01:37 AM,01:38 PM,07:10 AM,04:09 PM,2,3,4,3,9,42,88,1.8,1006,6,8,178,6,Bosnia%20and%20Herzegovina
2020-12-11,5,1,0.0,6.9,1,17,02:53 AM,02:05 PM,07:11 AM,04:09 PM,1,1,3,1,7,48,89,0.6,1007,5,7,176,5,Bosnia%20and%20Herzegovina
2020-12-12,7,2,0.0,8.7,1,9,04:11 AM,02:36 PM,07:12 AM,04:09 PM,2,4,4,4,3,61,91,0.0,1002,7,6,118,2,Bosnia%20and%20Herzegovina
2020-12-13,3,-1,0.9,3.4,1,2,05:32 AM,03:13 PM,07:13 AM,04:09 PM,2,1,2,1,6,99,97,1.2,1007,3,3,59,6,Bosnia%20and%20Herzegovina
2020-12-14,3,0,0.7,3.4,1,0,06:50 AM,03:59 PM,07:13 AM,04:09 PM,1,1,2,1,5,82,93,0.8,1017,3,7,25,4,Bosnia%20and%20Herzegovina
2020-12-15,9,0,0.0,8.7,2,0,08:03 AM,04:54 PM,07:14 AM,04:09 PM,-2,2,3,2,8,20,73,0.0,1020,9,10,164,5,Bosnia%20and%20Herzegovina
2020-12-16,8,-3,0.0,8.7,2,5,09:06 AM,05:57 PM,07:15 AM,04:10 PM,-0,3,4,3,8,37,71,0.0,1023,8,10,198,4,Bosnia%20and%20Herzegovina
2020-12-17,10,0,0.0,8.7,3,12,09:57 AM,07:06 PM,07:15 AM,04:10 PM,0,5,5,5,5,5,71,0.0,1025,10,10,168,3,Bosnia%20and%20Herzegovina
2020-12-18,8,3,0.0,8.7,3,20,10:38 AM,08:15 PM,07:16 AM,04:10 PM,2,5,5,5,2,7,85,0.0,1027,8,10,88,1,Bosnia%20and%20Herzegovina
2020-12-19,9,3,0.0,8.7,3,27,11:10 AM,09:23 PM,07:17 AM,04:11 PM,2,5,5,5,4,14,82,0.0,1026,9,10,201,3,Bosnia%20and%20Herzegovina
2020-12-20,10,2,0.0,8.7,3,34,11:37 AM,10:28 PM,07:17 AM,04:11 PM,1,5,5,5,5,7,78,0.0,1026,10,10,172,3,Bosnia%20and%20Herzegovina
2020-12-21,9,4,0.0,6.9,2,41,12:00 PM,11:32 PM,07:18 AM,04:12 PM,2,5,5,5,4,51,80,0.0,1026,9,10,154,2,Bosnia%20and%20Herzegovina
2020-12-22,9,3,0.0,8.7,3,49,12:21 PM,No moonset,07:18 AM,04:12 PM,2,5,5,5,6,26,81,0.0,1026,9,10,214,3,Bosnia%20and%20Herzegovina
2020-12-23,11,5,0.0,8.7,3,56,12:41 PM,12:33 AM,07:19 AM,04:13 PM,4,6,7,6,8,19,84,0.0,1024,11,9,196,5,Bosnia%20and%20Herzegovina
2020-12-24,10,3,0.0,8.7,2,63,01:02 PM,01:34 AM,07:19 AM,04:13 PM,5,5,7,5,12,47,90,0.3,1018,10,8,186,9,Bosnia%20and%20Herzegovina
2020-12-25,8,-1,20.3,3.4,2,70,01:25 PM,02:35 AM,07:20 AM,04:14 PM,5,4,5,4,7,84,96,35.2,1012,8,5,153,5,Bosnia%20and%20Herzegovina
2020-12-26,3,-1,15.8,3.4,1,78,01:50 PM,03:37 AM,07:20 AM,04:15 PM,1,-0,1,-0,7,100,98,31.5,1017,3,3,53,6,Bosnia%20and%20Herzegovina
2020-12-27,2,-3,4.5,3.4,1,85,02:19 PM,04:40 AM,07:20 AM,04:15 PM,-1,-3,-1,-3,7,95,98,5.4,1011,2,3,114,5,Bosnia%20and%20Herzegovina
2020-12-28,4,-2,6.2,3.4,1,92,02:55 PM,05:43 AM,07:20 AM,04:16 PM,2,-2,2,-2,27,76,96,21.1,998,4,6,187,20,Bosnia%20and%20Herzegovina
2020-12-29,5,-5,0.0,3.4,1,100,03:39 PM,06:44 AM,07:21 AM,04:17 PM,2,-1,3,-1,17,77,93,35.4,1003,5,7,197,13,Bosnia%20and%20Herzegovina
2020-12-30,6,3,0.0,3.4,1,100,04:31 PM,07:42 AM,07:21 AM,04:18 PM,4,3,5,3,10,92,98,37.7,1006,6,7,193,7,Bosnia%20and%20Herzegovina
2020-12-31,5,2,0.8,3.4,1,89,05:32 PM,08:32 AM,07:21 AM,04:19 PM,3,2,3,2,6,98,97,14.4,1008,5,7,187,5,Bosnia%20and%20Herzegovina
2021-01-01,4,-1,0.0,8.7,2,79,06:38 PM,09:16 AM,07:21 AM,04:19 PM,-0,-1,1,-1,11,26,91,0.0,1015,4,10,188,8,Bosnia%20and%20Herzegovina
2021-01-02,4,-2,0.4,3.4,1,71,07:49 PM,09:53 AM,07:21 AM,04:20 PM,1,-1,2,-1,12,72,93,3.0,1015,4,6,152,9,Bosnia%20and%20Herzegovina
2021-01-03,4,-5,10.4,3.4,1,64,09:01 PM,10:24 AM,07:21 AM,04:21 PM,3,1,2,1,5,99,98,35.3,1012,4,6,146,4,Bosnia%20and%20Herzegovina
2021-01-04,4,0,0.0,3.4,1,57,10:12 PM,10:51 AM,07:21 AM,04:22 PM,1,0,2,0,7,69,94,0.3,1012,4,7,196,5,Bosnia%20and%20Herzegovina
2021-01-05,5,-1,0.1,8.7,1,50,11:25 PM,11:17 AM,07:21 AM,04:23 PM,0,-1,1,-1,10,34,91,0.6,1013,5,9,181,7,Bosnia%20and%20Herzegovina
2021-01-06,2,2,34.5,3.4,1,42,No moonrise,11:41 AM,07:21 AM,04:24 PM,1,0,2,0,8,89,98,40.6,1012,2,3,175,6,Bosnia%20and%20Herzegovina
2021-01-07,3,-2,7.7,6.9,1,35,12:38 AM,12:07 PM,07:21 AM,04:25 PM,-0,-1,1,-1,6,65,92,9.4,1015,3,6,180,4,Bosnia%20and%20Herzegovina
2021-01-08,1,-1,10.0,3.4,1,28,01:53 AM,12:35 PM,07:20 AM,04:26 PM,0,-1,0,-1,4,98,98,11.8,1013,1,2,164,4,Bosnia%20and%20Herzegovina
2021-01-09,-0,-4,0.4,3.4,1,20,03:10 AM,01:08 PM,07:20 AM,04:27 PM,-3,-3,-2,-3,5,97,95,2.4,1019,-0,6,68,4,Bosnia%20and%20Herzegovina
2021-01-10,-1,-3,22.0,3.4,1,13,04:27 AM,01:48 PM,07:20 AM,04:29 PM,-2,-4,-2,-4,6,94,97,25.9,1017,-1,2,44,5,Bosnia%20and%20Herzegovina
2021-01-11,-2,-5,21.0,3.4,1,6,05:41 AM,02:37 PM,07:19 AM,04:30 PM,-4,-5,-3,-5,5,91,97,24.7,1019,-2,2,83,4,Bosnia%20and%20Herzegovina
2021-01-12,0,-7,0.3,3.4,1,0,06:48 AM,03:36 PM,07:19 AM,04:31 PM,-4,-3,-3,-3,3,85,97,0.3,1016,0,3,184,2,Bosnia%20and%20Herzegovina
2021-01-13,0,-7,0.3,5.2,1,0,07:45 AM,04:42 PM,07:19 AM,04:32 PM,-5,-4,-3,-4,7,53,87,1.3,1014,0,9,239,4,Bosnia%20and%20Herzegovina
2021-01-14,-3,-9,3.7,3.4,1,1,08:30 AM,05:53 PM,07:18 AM,04:33 PM,-8,-9,-7,-9,10,63,87,5.6,1015,-3,6,257,6,Bosnia%20and%20Herzegovina
2021-01-15,-4,-10,0.4,6.9,1,8,09:07 AM,07:03 PM,07:18 AM,04:35 PM,-8,-8,-7,-8,4,79,96,0.7,1019,-4,7,298,3,Bosnia%20and%20Herzegovina
2021-01-16,-6,-11,1.6,3.4,1,16,09:37 AM,08:11 PM,07:17 AM,04:36 PM,-9,-11,-9,-11,8,94,95,2.1,1020,-6,4,296,6,Bosnia%20and%20Herzegovina
2021-01-17,-3,-12,0.1,8.7,1,23,10:01 AM,09:17 PM,07:17 AM,04:37 PM,-9,-9,-8,-9,4,60,88,0.4,1020,-3,8,224,3,Bosnia%20and%20Herzegovina
2021-01-18,-6,-13,0.7,8.7,1,30,10:23 AM,10:19 PM,07:16 AM,04:38 PM,-10,-10,-9,-10,4,61,91,0.8,1026,-6,8,208,2,Bosnia%20and%20Herzegovina
2021-01-19,1,-10,0.0,8.7,2,38,10:44 AM,11:22 PM,07:15 AM,04:40 PM,-6,-6,-4,-6,9,25,89,0.0,1027,1,10,196,5,Bosnia%20and%20Herzegovina
2021-01-20,2,-6,0.0,3.5,1,45,11:05 AM,No moonset,07:15 AM,04:41 PM,-2,-4,-1,-4,13,63,95,0.4,1024,2,6,186,8,Bosnia%20and%20Herzegovina
2021-01-21,3,1,0.0,3.5,1,52,11:27 AM,12:22 AM,07:14 AM,04:42 PM,2,-0,2,-0,14,93,97,0.5,1019,3,4,184,10,Bosnia%20and%20Herzegovina
2021-01-22,4,-2,0.0,3.5,1,59,11:51 AM,01:24 AM,07:13 AM,04:44 PM,3,-0,3,-0,19,74,96,11.4,1013,4,7,174,12,Bosnia%20and%20Herzegovina
2021-01-23,5,2,0.0,3.5,1,67,12:18 PM,02:26 AM,07:12 AM,04:45 PM,3,0,4,0,23,67,95,18.5,1001,5,8,188,17,Bosnia%20and%20Herzegovina
2021-01-24,4,-1,8.6,3.5,1,74,12:51 PM,03:29 AM,07:11 AM,04:46 PM,2,-1,2,-1,13,88,96,32.9,998,4,7,185,10,Bosnia%20and%20Herzegovina
2021-01-25,1,-5,15.8,3.5,1,81,01:31 PM,04:31 AM,07:11 AM,04:48 PM,-2,-4,-1,-4,9,86,92,28.0,1002,1,5,237,8,Bosnia%20and%20Herzegovina
2021-01-26,-2,-6,5.2,3.5,1,88,02:20 PM,05:30 AM,07:10 AM,04:49 PM,-4,-7,-3,-7,11,94,95,6.6,1010,-2,4,333,9,Bosnia%20and%20Herzegovina
2021-01-27,-4,-7,3.1,3.5,1,96,03:18 PM,06:24 AM,07:09 AM,04:50 PM,-6,-9,-5,-9,12,91,95,5.1,1016,-4,2,320,10,Bosnia%20and%20Herzegovina
2021-01-28,-0,-9,0.0,8.7,2,100,04:24 PM,07:11 AM,07:08 AM,04:52 PM,-7,-7,-5,-7,8,54,83,0.0,1016,-0,10,221,5,Bosnia%20and%20Herzegovina
2021-01-29,3,-5,0.2,5.3,1,90,05:35 PM,07:51 AM,07:07 AM,04:53 PM,-0,-3,0,-3,13,74,96,3.6,1008,3,4,202,9,Bosnia%20and%20Herzegovina
2021-01-30,4,-3,13.5,3.6,1,82,06:48 PM,08:25 AM,07:06 AM,04:54 PM,1,-0,2,-0,10,80,97,16.0,1003,4,4,223,7,Bosnia%20and%20Herzegovina
2021-01-31,3,1,0.0,3.6,1,79,08:02 PM,08:54 AM,07:05 AM,04:56 PM,2,1,3,1,11,85,96,20.0,998,3,8,172,7,Bosnia%20and%20Herzegovina
2021-02-01,4,1,3.2,3.6,1,63,09:16 PM,09:21 AM,07:03 AM,04:57 PM,3,2,3,2,5,98,98,5.5,1001,4,4,195,4,Bosnia%20and%20Herzegovina
2021-02-02,5,2,0.0,3.6,1,55,10:29 PM,09:46 AM,07:02 AM,04:59 PM,3,3,3,3,5,88,97,1.5,1011,5,3,140,4,Bosnia%20and%20Herzegovina
2021-02-03,7,2,0.0,7.0,1,48,11:44 PM,10:11 AM,07:01 AM,05:00 PM,3,2,4,2,12,53,95,0.0,1016,7,5,190,8,Bosnia%20and%20Herzegovina
2021-02-04,9,3,0.0,7.1,2,40,No moonrise,10:38 AM,07:00 AM,05:01 PM,4,4,6,4,11,49,93,0.0,1019,9,8,188,7,Bosnia%20and%20Herzegovina
2021-02-05,10,4,0.0,5.5,2,33,12:59 AM,11:09 AM,06:59 AM,05:03 PM,5,6,7,6,10,69,86,0.0,1019,10,10,186,6,Bosnia%20and%20Herzegovina
2021-02-06,11,5,0.0,8.7,2,25,02:14 AM,11:45 AM,06:58 AM,05:04 PM,5,6,7,6,13,39,84,0.0,1015,11,10,195,8,Bosnia%20and%20Herzegovina
2021-02-07,12,5,0.0,8.7,3,18,03:28 AM,12:29 PM,06:56 AM,05:06 PM,4,6,8,6,19,28,77,1.0,1006,12,10,182,12,Bosnia%20and%20Herzegovina
