date_time,Egypt_maxtempC,Egypt_mintempC,Egypt_totalSnow_cm,Egypt_sunHour,Egypt_uvIndex,Egypt_moon_illumination,Egypt_moonrise,Egypt_moonset,Egypt_sunrise,Egypt_sunset,Egypt_DewPointC,Egypt_FeelsLikeC,Egypt_HeatIndexC,Egypt_WindChillC,Egypt_WindGustKmph,Egypt_cloudcover,Egypt_humidity,Egypt_precipMM,Egypt_pressure,Egypt_tempC,Egypt_visibility,Egypt_winddirDegree,Egypt_windspeedKmph,Egypt_location
2020-01-01,17,13,0.0,8.7,4,37,11:07 AM,10:51 PM,06:51 AM,05:06 PM,5,14,15,14,14,34,53,0.0,1019,17,10,314,10,Egypt
2020-01-02,16,12,0.0,8.7,4,44,11:37 AM,11:44 PM,06:51 AM,05:07 PM,5,13,14,13,20,32,57,0.0,1017,16,10,299,14,Egypt
2020-01-03,14,9,0.0,8.7,3,51,12:06 PM,No moonset,06:51 AM,05:07 PM,2,9,11,9,39,29,54,0.0,1018,14,10,235,28,Egypt
2020-01-04,15,10,0.0,5.5,3,59,12:36 PM,12:36 AM,06:51 AM,05:08 PM,3,10,12,10,33,53,56,0.2,1019,15,10,250,23,Egypt
2020-01-05,16,8,0.0,8.7,4,66,01:08 PM,01:30 AM,06:52 AM,05:09 PM,3,11,12,11,25,19,53,0.0,1019,16,10,218,17,Egypt
2020-01-06,16,9,0.0,8.7,4,73,01:43 PM,02:25 AM,06:52 AM,05:10 PM,3,10,12,10,43,11,53,0.0,1015,16,10,199,29,Egypt
2020-01-07,15,10,0.0,8.7,4,80,02:21 PM,03:23 AM,06:52 AM,05:10 PM,1,10,12,10,38,21,49,0.0,1016,15,10,232,28,Egypt
2020-01-08,15,9,0.0,7.1,3,88,03:06 PM,04:22 AM,06:52 AM,05:11 PM,3,10,12,10,41,43,52,0.0,1017,15,10,263,30,Egypt
2020-01-09,15,10,0.0,7.1,3,95,03:58 PM,05:24 AM,06:52 AM,05:12 PM,5,10,12,10,36,51,62,0.6,1017,15,10,271,26,Egypt
2020-01-10,17,10,0.0,8.7,3,100,04:56 PM,06:24 AM,06:52 AM,05:13 PM,7,12,13,12,19,43,67,1.4,1018,17,10,257,13,Egypt
2020-01-11,17,13,0.0,8.7,5,100,06:00 PM,07:22 AM,06:52 AM,05:14 PM,8,14,14,14,12,18,65,0.0,1024,17,10,297,9,Egypt
2020-01-12,20,11,0.0,8.7,5,83,07:07 PM,08:15 AM,06:52 AM,05:14 PM,6,15,15,15,8,17,55,0.0,1025,20,10,292,6,Egypt
2020-01-13,21,13,0.0,8.7,5,76,08:14 PM,09:03 AM,06:52 AM,05:15 PM,8,16,17,16,13,6,62,0.0,1023,21,10,29,10,Egypt
2020-01-14,20,12,0.0,8.7,5,69,09:22 PM,09:46 AM,06:52 AM,05:16 PM,7,15,16,15,25,15,56,0.0,1021,20,10,62,17,Egypt
2020-01-15,24,15,0.0,5.6,5,61,10:27 PM,10:24 AM,06:52 AM,05:17 PM,3,19,19,19,14,40,36,0.0,1017,24,10,158,9,Egypt
2020-01-16,19,14,0.0,8.7,5,54,11:31 PM,11:01 AM,06:52 AM,05:18 PM,3,16,16,16,28,9,44,0.0,1014,19,10,220,19,Egypt
2020-01-17,18,12,0.0,5.6,4,47,No moonrise,11:38 AM,06:51 AM,05:19 PM,8,14,15,14,28,58,65,0.1,1015,18,10,251,20,Egypt
2020-01-18,17,12,0.0,5.6,4,40,12:34 AM,12:14 PM,06:51 AM,05:20 PM,7,13,14,13,25,51,63,0.5,1018,17,10,270,17,Egypt
2020-01-19,17,11,0.0,5.6,3,32,01:37 AM,12:53 PM,06:51 AM,05:20 PM,5,12,13,12,23,39,58,0.1,1022,17,10,266,16,Egypt
2020-01-20,17,12,0.0,4.0,3,25,02:40 AM,01:35 PM,06:51 AM,05:21 PM,6,13,14,13,23,65,59,0.4,1025,17,10,291,16,Egypt
2020-01-21,16,11,0.0,8.7,3,18,03:42 AM,02:21 PM,06:50 AM,05:22 PM,3,11,13,11,31,30,52,0.0,1025,16,10,336,23,Egypt
2020-01-22,16,11,0.0,8.7,3,11,04:42 AM,03:11 PM,06:50 AM,05:23 PM,3,12,13,12,16,28,51,0.0,1023,16,10,306,12,Egypt
2020-01-23,16,9,0.0,5.6,3,3,05:39 AM,04:05 PM,06:50 AM,05:24 PM,5,12,13,12,16,41,56,0.0,1023,16,10,271,11,Egypt
2020-01-24,17,11,0.0,8.7,3,0,06:30 AM,05:01 PM,06:49 AM,05:25 PM,3,12,14,12,31,23,52,0.0,1024,17,10,303,22,Egypt
2020-01-25,18,11,0.0,8.7,4,0,07:16 AM,05:58 PM,06:49 AM,05:26 PM,2,14,14,14,11,0,46,0.0,1029,18,10,34,10,Egypt
2020-01-26,17,12,0.0,8.7,4,4,07:57 AM,06:54 PM,06:49 AM,05:27 PM,2,13,14,13,16,3,46,0.0,1028,17,10,40,13,Egypt
2020-01-27,18,10,0.0,8.7,4,11,08:33 AM,07:49 PM,06:48 AM,05:27 PM,3,13,14,13,25,32,48,0.0,1024,18,10,47,17,Egypt
2020-01-28,21,12,0.0,8.7,5,18,09:06 AM,08:42 PM,06:48 AM,05:28 PM,7,15,16,15,17,19,57,0.0,1020,21,10,88,13,Egypt
2020-01-29,21,12,0.0,8.7,5,26,09:37 AM,09:35 PM,06:47 AM,05:29 PM,8,16,17,16,14,12,61,0.0,1022,21,10,268,10,Egypt
2020-01-30,21,14,0.0,8.7,5,33,10:06 AM,10:27 PM,06:47 AM,05:30 PM,8,17,17,17,10,1,57,0.0,1023,21,10,211,8,Egypt
2020-01-31,20,12,0.0,8.7,5,37,10:35 AM,11:20 PM,06:46 AM,05:31 PM,4,15,16,15,20,18,49,0.0,1020,20,10,293,15,Egypt
2020-02-01,21,13,0.0,8.7,5,49,11:06 AM,No moonset,06:46 AM,05:32 PM,5,16,16,16,10,0,49,0.0,1022,21,10,251,8,Egypt
2020-02-02,21,11,0.0,8.7,5,57,11:39 AM,12:13 AM,06:45 AM,05:33 PM,8,16,17,16,10,6,63,0.0,1022,21,10,96,8,Egypt
2020-02-03,20,11,0.0,8.7,5,64,12:14 PM,01:09 AM,06:44 AM,05:34 PM,7,15,16,15,19,34,62,0.0,1021,20,10,138,13,Egypt
2020-02-04,22,13,0.0,8.7,5,72,12:55 PM,02:06 AM,06:44 AM,05:34 PM,9,16,17,16,11,7,63,0.0,1019,22,10,213,9,Egypt
2020-02-05,22,15,0.0,8.7,5,79,01:43 PM,03:06 AM,06:43 AM,05:35 PM,6,17,18,17,25,1,49,0.0,1014,22,10,193,18,Egypt
2020-02-06,20,13,0.0,8.7,5,87,02:37 PM,04:06 AM,06:42 AM,05:36 PM,1,16,17,16,36,18,36,0.0,1014,20,10,231,24,Egypt
2020-02-07,17,13,0.0,8.7,4,95,03:38 PM,05:05 AM,06:42 AM,05:37 PM,-1,13,15,13,32,28,35,0.0,1018,17,10,263,24,Egypt
2020-02-08,15,10,0.0,4.1,3,100,04:45 PM,06:00 AM,06:41 AM,05:38 PM,4,11,12,11,28,47,57,0.1,1023,15,10,290,20,Egypt
2020-02-09,15,10,0.0,5.6,3,100,05:54 PM,06:51 AM,06:40 AM,05:39 PM,3,11,12,11,25,42,55,0.2,1027,15,10,319,19,Egypt
2020-02-10,16,10,0.0,8.7,4,83,07:04 PM,07:38 AM,06:39 AM,05:39 PM,2,10,12,10,26,43,50,0.0,1027,16,10,341,20,Egypt
2020-02-11,16,9,0.0,4.1,3,75,08:12 PM,08:19 AM,06:39 AM,05:40 PM,5,13,13,13,15,50,57,0.0,1025,16,10,277,11,Egypt
2020-02-12,23,13,0.0,8.7,5,68,09:20 PM,08:59 AM,06:38 AM,05:41 PM,5,17,18,17,15,0,45,0.0,1023,23,10,224,12,Egypt
2020-02-13,26,17,0.0,8.7,5,60,10:25 PM,09:37 AM,06:37 AM,05:42 PM,6,20,20,20,13,21,40,0.0,1021,26,10,199,9,Egypt
2020-02-14,23,14,0.0,8.7,4,53,11:30 PM,10:14 AM,06:36 AM,05:43 PM,8,18,19,18,23,35,53,0.0,1019,23,10,35,16,Egypt
2020-02-15,24,16,0.0,8.7,6,45,No moonrise,10:53 AM,06:35 AM,05:43 PM,10,19,20,19,17,2,59,0.0,1015,24,10,249,13,Egypt
2020-02-16,20,14,0.0,8.7,5,38,12:34 AM,11:34 AM,06:34 AM,05:44 PM,9,17,18,17,21,32,61,0.0,1016,20,10,249,16,Egypt
2020-02-17,18,12,0.0,5.7,4,30,01:37 AM,12:19 PM,06:34 AM,05:45 PM,8,14,15,14,25,40,65,0.0,1018,18,10,25,18,Egypt
2020-02-18,20,12,0.0,8.7,4,22,02:37 AM,01:08 PM,06:33 AM,05:46 PM,8,14,15,14,18,31,64,0.1,1017,20,10,233,14,Egypt
2020-02-19,20,13,0.0,8.7,4,15,03:34 AM,02:00 PM,06:32 AM,05:46 PM,7,15,16,15,25,26,58,0.0,1017,20,10,315,19,Egypt
2020-02-20,21,12,0.0,8.7,5,7,04:26 AM,02:54 PM,06:31 AM,05:47 PM,7,16,17,16,14,13,58,0.0,1019,21,10,280,11,Egypt
2020-02-21,19,14,0.0,8.7,4,0,05:13 AM,03:50 PM,06:30 AM,05:48 PM,4,16,16,16,25,23,45,0.0,1016,19,10,232,19,Egypt
2020-02-22,17,12,0.0,4.2,3,0,05:55 AM,04:46 PM,06:29 AM,05:49 PM,6,13,14,13,24,56,59,0.5,1019,17,10,290,18,Egypt
2020-02-23,17,13,0.0,8.7,5,0,06:32 AM,05:42 PM,06:28 AM,05:49 PM,4,15,15,15,12,42,49,0.0,1018,17,10,188,10,Egypt
2020-02-24,17,10,0.0,8.7,3,0,07:07 AM,06:35 PM,06:27 AM,05:50 PM,6,13,13,13,18,48,64,0.4,1016,17,10,150,14,Egypt
2020-02-25,20,11,0.0,8.7,5,8,07:38 AM,07:29 PM,06:26 AM,05:51 PM,7,14,15,14,23,30,61,1.8,1017,20,10,322,18,Egypt
2020-02-26,24,12,0.0,8.7,6,15,08:07 AM,08:20 PM,06:25 AM,05:52 PM,8,19,19,19,9,0,55,0.0,1019,24,10,259,8,Egypt
2020-02-27,25,15,0.0,8.7,5,23,08:36 AM,09:13 PM,06:24 AM,05:52 PM,3,21,21,21,11,29,33,0.0,1018,25,10,190,9,Egypt
2020-02-28,22,14,0.0,8.7,5,30,09:06 AM,10:06 PM,06:23 AM,05:53 PM,5,19,19,19,21,1,40,0.0,1017,22,10,282,17,Egypt
2020-02-29,20,14,0.0,8.7,5,38,09:38 AM,11:00 PM,06:22 AM,05:54 PM,8,17,17,17,25,29,60,0.0,1017,20,10,311,19,Egypt
2020-03-01,20,13,0.0,8.7,5,44,10:11 AM,11:55 PM,06:20 AM,05:54 PM,6,15,16,15,23,9,53,0.0,1019,20,10,302,18,Egypt
2020-03-02,25,15,0.0,8.7,5,51,10:49 AM,No moonset,06:19 AM,05:55 PM,7,19,19,19,12,1,52,0.0,1021,25,10,105,10,Egypt
2020-03-03,24,14,0.0,8.7,5,58,11:32 AM,12:52 AM,06:18 AM,05:56 PM,4,18,19,18,27,1,44,0.0,1018,24,10,45,20,Egypt
2020-03-04,28,17,0.0,8.7,6,65,12:22 PM,01:51 AM,06:17 AM,05:56 PM,3,22,22,23,10,2,35,0.0,1013,28,10,170,8,Egypt
2020-03-05,28,20,0.0,7.2,5,73,01:18 PM,02:48 AM,06:16 AM,05:57 PM,-3,23,23,23,27,23,17,0.0,1009,28,10,186,17,Egypt
2020-03-06,21,16,0.0,8.7,5,80,02:21 PM,03:45 AM,06:15 AM,05:58 PM,7,18,18,18,31,27,47,0.0,1013,21,10,289,24,Egypt
2020-03-07,25,15,0.0,8.7,6,87,03:29 PM,04:37 AM,06:14 AM,05:58 PM,9,20,20,20,11,2,53,0.0,1018,25,10,148,9,Egypt
2020-03-08,28,16,0.0,8.7,6,95,04:38 PM,05:26 AM,06:13 AM,05:59 PM,4,22,22,22,22,4,38,0.0,1017,28,10,55,17,Egypt
2020-03-09,29,17,0.0,11.6,6,100,05:48 PM,06:09 AM,06:11 AM,06:00 PM,3,22,22,22,25,13,33,0.0,1012,29,10,226,19,Egypt
2020-03-10,23,14,0.0,11.6,5,100,06:58 PM,06:50 AM,06:10 AM,06:00 PM,5,18,19,18,24,14,46,0.0,1016,23,10,58,19,Egypt
2020-03-11,24,14,0.0,11.6,6,84,08:07 PM,07:30 AM,06:09 AM,06:01 PM,10,18,19,18,40,27,60,0.0,1011,24,10,37,32,Egypt
2020-03-12,22,17,0.0,7.4,5,76,09:15 PM,08:08 AM,06:08 AM,06:02 PM,12,19,20,19,48,56,65,4.7,1000,22,10,67,37,Egypt
2020-03-13,18,13,0.0,6.0,4,69,10:22 PM,08:48 AM,06:07 AM,06:02 PM,9,14,16,14,35,86,67,3.0,997,18,10,264,29,Egypt
2020-03-14,23,15,0.0,7.4,4,62,11:28 PM,09:30 AM,06:06 AM,06:03 PM,12,19,19,19,22,65,67,1.0,1012,23,10,239,17,Egypt
2020-03-15,25,17,0.0,7.4,5,55,No moonrise,10:15 AM,06:05 AM,06:03 PM,10,21,21,21,10,47,54,0.0,1015,25,10,172,8,Egypt
2020-03-16,26,19,0.0,11.6,6,47,12:31 AM,11:03 AM,06:03 AM,06:04 PM,10,23,23,23,15,3,49,0.0,1014,26,10,231,12,Egypt
2020-03-17,18,12,0.0,10.2,4,40,01:30 AM,11:55 AM,06:02 AM,06:05 PM,6,15,16,15,35,36,56,0.0,1015,18,10,316,29,Egypt
2020-03-18,19,12,0.0,11.6,5,33,02:24 AM,12:50 PM,06:01 AM,06:05 PM,5,14,15,14,29,4,50,0.0,1016,19,10,295,24,Egypt
2020-03-19,19,13,0.0,12.1,5,25,03:13 AM,01:46 PM,06:00 AM,06:06 PM,5,15,16,15,25,5,50,0.0,1018,19,10,296,20,Egypt
2020-03-20,16,12,0.0,12.5,3,18,03:56 AM,02:41 PM,05:59 AM,06:07 PM,3,12,14,12,25,35,51,0.0,1016,16,10,296,19,Egypt
2020-03-21,20,12,0.0,12.5,5,11,04:34 AM,03:37 PM,05:57 AM,06:07 PM,4,15,15,15,21,25,49,0.2,1015,20,10,226,17,Egypt
2020-03-22,24,14,0.0,12.5,6,4,05:09 AM,04:30 PM,05:56 AM,06:08 PM,2,19,19,19,9,1,36,0.0,1016,24,10,109,8,Egypt
2020-03-23,29,18,0.0,12.5,6,0,05:40 AM,05:24 PM,05:55 AM,06:08 PM,-1,22,22,23,25,15,21,0.0,1010,29,10,182,17,Egypt
2020-03-24,26,18,0.0,12.6,6,0,06:10 AM,06:16 PM,05:54 AM,06:09 PM,6,22,22,22,19,9,38,0.0,1009,26,10,288,14,Egypt
2020-03-25,24,14,0.0,12.6,5,3,06:39 AM,07:08 PM,05:53 AM,06:10 PM,7,19,19,19,23,22,51,0.0,1012,24,10,39,19,Egypt
2020-03-26,25,18,0.0,12.6,6,11,07:09 AM,08:01 PM,05:51 AM,06:10 PM,4,21,21,21,27,27,36,0.0,1008,25,10,51,21,Egypt
2020-03-27,27,17,0.0,12.6,6,18,07:39 AM,08:54 PM,05:50 AM,06:11 PM,7,22,22,22,30,5,45,0.0,1010,27,10,160,23,Egypt
2020-03-28,24,15,0.0,12.6,4,25,08:11 AM,09:49 PM,05:49 AM,06:11 PM,7,19,19,19,27,32,52,0.0,1016,24,10,326,21,Egypt
2020-03-29,26,17,0.0,12.6,6,32,08:47 AM,10:45 PM,05:48 AM,06:12 PM,3,21,21,21,15,2,35,0.0,1015,26,10,171,12,Egypt
2020-03-30,31,20,0.0,12.7,7,40,09:28 AM,11:43 PM,05:47 AM,06:13 PM,-1,24,24,25,28,16,19,0.0,1011,31,10,188,19,Egypt
2020-03-31,29,23,0.0,12.7,7,44,10:14 AM,No moonset,05:45 AM,06:13 PM,2,25,25,26,41,3,24,0.0,1008,29,10,246,28,Egypt
2020-04-01,22,16,0.0,12.7,4,56,11:06 AM,12:39 AM,05:44 AM,06:14 PM,10,19,20,19,21,36,56,0.1,1014,22,10,249,17,Egypt
2020-04-02,26,17,0.0,12.7,6,64,12:04 PM,01:34 AM,05:43 AM,06:14 PM,7,21,21,21,16,8,44,0.0,1015,26,10,140,13,Egypt
2020-04-03,30,21,0.0,12.7,7,71,01:08 PM,02:26 AM,05:42 AM,06:15 PM,5,25,25,25,13,9,30,0.0,1015,30,10,84,10,Egypt
2020-04-04,34,22,0.0,12.8,7,79,02:14 PM,03:15 AM,05:41 AM,06:16 PM,-0,28,28,28,30,10,19,0.0,1011,34,10,112,20,Egypt
2020-04-05,28,23,0.0,12.8,7,87,03:23 PM,03:59 AM,05:40 AM,06:16 PM,4,26,26,26,38,8,29,0.0,1010,28,10,255,26,Egypt
2020-04-06,26,17,0.0,12.8,6,94,04:32 PM,04:41 AM,05:38 AM,06:17 PM,8,22,22,21,23,9,49,0.0,1016,26,10,89,19,Egypt
2020-04-07,25,16,0.0,12.8,6,100,05:42 PM,05:20 AM,05:37 AM,06:17 PM,6,20,21,20,23,5,44,0.0,1015,25,10,178,18,Egypt
2020-04-08,25,16,0.0,12.8,6,100,06:51 PM,05:59 AM,05:36 AM,06:18 PM,7,20,20,20,19,22,46,0.0,1015,25,10,137,15,Egypt
2020-04-09,23,17,0.0,12.8,6,83,08:00 PM,06:38 AM,05:35 AM,06:19 PM,8,19,20,19,18,30,49,0.0,1014,23,10,166,15,Egypt
2020-04-10,22,15,0.0,12.9,5,76,09:09 PM,07:20 AM,05:34 AM,06:19 PM,7,18,18,18,21,15,51,0.0,1015,22,10,281,17,Egypt
2020-04-11,24,14,0.0,12.9,6,68,10:16 PM,08:05 AM,05:33 AM,06:20 PM,8,19,19,19,17,19,51,0.0,1016,24,10,292,14,Egypt
2020-04-12,28,16,0.0,12.9,6,61,11:20 PM,08:54 AM,05:32 AM,06:20 PM,8,22,22,22,15,3,51,0.0,1017,28,10,95,13,Egypt
2020-04-13,27,16,0.0,12.9,6,53,No moonrise,09:47 AM,05:30 AM,06:21 PM,6,22,22,22,21,5,45,0.0,1017,27,10,23,16,Egypt
2020-04-14,28,15,0.0,12.9,6,46,12:18 AM,10:42 AM,05:29 AM,06:22 PM,5,21,21,21,26,1,44,0.0,1017,28,10,23,20,Egypt
2020-04-15,29,17,0.0,12.9,5,38,01:10 AM,11:39 AM,05:28 AM,06:22 PM,7,23,23,23,19,16,43,0.0,1017,29,10,127,15,Egypt
2020-04-16,25,18,0.0,13.0,6,30,01:56 AM,12:35 PM,05:27 AM,06:23 PM,5,23,23,23,26,7,33,0.0,1012,25,10,272,21,Egypt
2020-04-17,28,16,0.0,13.0,6,23,02:35 AM,01:31 PM,05:26 AM,06:24 PM,9,21,21,21,33,32,50,0.0,1012,28,10,251,26,Egypt
2020-04-18,29,16,0.0,13.0,6,15,03:11 AM,02:25 PM,05:25 AM,06:24 PM,11,22,22,22,25,12,54,0.0,1014,29,10,136,20,Egypt
2020-04-19,29,16,0.0,13.0,6,8,03:43 AM,03:19 PM,05:24 AM,06:25 PM,9,23,23,23,30,4,48,0.0,1012,29,10,22,23,Egypt
2020-04-20,31,16,0.0,13.0,7,0,04:13 AM,04:11 PM,05:23 AM,06:25 PM,8,24,24,24,23,4,43,0.0,1011,31,10,29,18,Egypt
2020-04-21,37,19,0.0,13.0,8,0,04:42 AM,05:04 PM,05:22 AM,06:26 PM,6,29,29,29,13,11,29,0.0,1010,37,10,113,9,Egypt
2020-04-22,35,24,0.0,13.1,8,0,05:11 AM,05:56 PM,05:21 AM,06:27 PM,4,29,29,29,28,1,23,0.0,1008,35,10,229,22,Egypt
2020-04-23,31,20,0.0,13.1,7,0,05:41 AM,06:50 PM,05:20 AM,06:27 PM,10,26,26,25,16,2,46,0.0,1011,31,10,281,13,Egypt
2020-04-24,36,21,0.0,13.1,7,7,06:13 AM,07:45 PM,05:19 AM,06:28 PM,6,27,27,27,36,8,37,0.0,1005,36,10,200,30,Egypt
2020-04-25,25,16,0.0,13.1,5,15,06:48 AM,08:41 PM,05:18 AM,06:29 PM,9,20,20,20,26,40,51,0.0,1011,25,10,318,21,Egypt
2020-04-26,28,18,0.0,13.1,6,22,07:27 AM,09:38 PM,05:17 AM,06:29 PM,8,23,23,23,18,1,47,0.0,1013,28,10,265,14,Egypt
2020-04-27,32,21,0.0,13.1,7,30,08:11 AM,10:34 PM,05:16 AM,06:30 PM,6,26,26,26,16,11,30,0.0,1011,32,10,137,12,Egypt
2020-04-28,31,20,0.0,13.2,7,37,09:01 AM,11:30 PM,05:15 AM,06:31 PM,8,26,26,25,31,2,38,0.0,1010,31,10,61,24,Egypt
2020-04-29,30,16,0.0,13.2,6,45,09:56 AM,No moonset,05:14 AM,06:31 PM,6,23,23,23,24,2,44,0.0,1014,30,10,224,19,Egypt
2020-04-30,30,18,0.0,13.2,7,52,10:56 AM,12:22 AM,05:13 AM,06:32 PM,7,25,25,24,18,4,42,0.0,1014,30,10,63,15,Egypt
2020-05-01,33,22,0.0,13.2,7,58,12:00 PM,01:10 AM,05:12 AM,06:32 PM,7,29,29,28,16,6,31,0.0,1013,33,10,181,13,Egypt
2020-05-02,33,20,0.0,13.2,7,65,01:05 PM,01:54 AM,05:11 AM,06:33 PM,8,27,27,27,23,3,37,0.0,1011,33,10,175,18,Egypt
2020-05-03,32,20,0.0,13.2,7,72,02:12 PM,02:35 AM,05:10 AM,06:34 PM,6,26,26,27,19,11,35,0.0,1011,32,10,180,15,Egypt
2020-05-04,33,23,0.0,13.3,8,80,03:19 PM,03:14 AM,05:09 AM,06:34 PM,7,28,28,28,18,3,32,0.0,1010,33,10,191,14,Egypt
2020-05-05,26,19,0.0,13.3,6,87,04:27 PM,03:52 AM,05:09 AM,06:35 PM,9,23,23,23,28,15,47,0.0,1011,26,10,250,23,Egypt
2020-05-06,29,16,0.0,13.3,6,94,05:36 PM,04:29 AM,05:08 AM,06:36 PM,9,22,22,22,22,11,47,0.0,1015,29,10,307,17,Egypt
2020-05-07,34,21,0.0,13.3,7,100,06:45 PM,05:10 AM,05:07 AM,06:36 PM,9,28,28,27,14,0,37,0.0,1013,34,10,216,10,Egypt
2020-05-08,36,26,0.0,13.3,8,100,07:55 PM,05:53 AM,05:06 AM,06:37 PM,6,30,30,30,18,13,25,0.0,1010,36,10,156,15,Egypt
2020-05-09,29,18,0.0,13.3,7,84,09:02 PM,06:40 AM,05:05 AM,06:38 PM,11,24,24,24,30,15,51,0.0,1012,29,10,322,24,Egypt
2020-05-10,33,18,0.0,13.3,7,77,10:05 PM,07:33 AM,05:05 AM,06:38 PM,10,26,26,26,18,0,48,0.0,1016,33,10,287,15,Egypt
2020-05-11,34,18,0.0,13.4,7,70,11:01 PM,08:28 AM,05:04 AM,06:39 PM,8,27,27,26,26,1,41,0.0,1017,34,10,37,20,Egypt
2020-05-12,36,19,0.0,13.3,7,62,11:51 PM,09:27 AM,05:03 AM,06:40 PM,6,28,28,28,39,29,33,0.0,1015,36,10,42,28,Egypt
2020-05-13,37,21,0.0,12.0,7,55,No moonrise,10:25 AM,05:03 AM,06:40 PM,7,29,29,29,42,36,31,0.0,1013,37,10,40,30,Egypt
2020-05-14,38,21,0.0,13.4,7,48,12:34 AM,11:23 AM,05:02 AM,06:41 PM,6,31,31,30,35,40,30,0.0,1011,38,10,28,25,Egypt
2020-05-15,38,20,0.0,13.4,8,40,01:12 AM,12:18 PM,05:01 AM,06:42 PM,8,29,29,29,34,18,35,0.0,1010,38,10,23,26,Egypt
2020-05-16,40,21,0.0,13.4,8,33,01:45 AM,01:13 PM,05:01 AM,06:42 PM,9,32,32,31,39,9,33,0.0,1008,40,10,34,28,Egypt
2020-05-17,42,25,0.0,13.4,9,26,02:16 AM,02:05 PM,05:00 AM,06:43 PM,8,35,35,34,38,10,26,0.0,1008,42,10,38,26,Egypt
2020-05-18,42,27,0.0,13.4,9,19,02:45 AM,02:58 PM,05:00 AM,06:43 PM,8,35,35,35,39,9,24,0.0,1009,42,10,38,27,Egypt
2020-05-19,43,28,0.0,13.9,9,11,03:14 AM,03:50 PM,04:59 AM,06:44 PM,7,37,37,36,29,0,21,0.0,1009,43,10,39,20,Egypt
2020-05-20,46,29,0.0,13.9,9,4,03:44 AM,04:43 PM,04:59 AM,06:45 PM,6,40,40,38,28,0,18,0.0,1007,46,10,88,16,Egypt
2020-05-21,43,33,0.0,13.9,9,0,04:14 AM,05:38 PM,04:58 AM,06:45 PM,4,38,38,38,19,17,15,0.0,1006,43,10,79,14,Egypt
2020-05-22,37,22,0.0,13.9,8,0,04:48 AM,06:34 PM,04:58 AM,06:46 PM,12,31,31,30,32,3,43,0.0,1012,37,10,248,26,Egypt
2020-05-23,31,21,0.0,13.9,7,3,05:26 AM,07:32 PM,04:57 AM,06:47 PM,12,27,27,26,29,5,49,0.0,1016,31,10,250,23,Egypt
2020-05-24,28,18,0.0,13.9,6,10,06:09 AM,08:30 PM,04:57 AM,06:47 PM,8,24,24,24,35,3,41,0.0,1016,28,10,330,27,Egypt
2020-05-25,34,18,0.0,13.9,7,17,06:57 AM,09:27 PM,04:56 AM,06:48 PM,9,26,26,26,18,0,42,0.0,1016,34,10,243,14,Egypt
2020-05-26,36,19,0.0,13.9,7,25,07:51 AM,10:20 PM,04:56 AM,06:48 PM,10,28,28,28,19,0,43,0.0,1015,36,10,53,15,Egypt
2020-05-27,33,20,0.0,13.9,7,32,08:50 AM,11:09 PM,04:56 AM,06:49 PM,11,27,27,27,25,0,45,0.0,1015,33,10,188,20,Egypt
2020-05-28,32,19,0.0,14.0,7,39,09:53 AM,11:54 PM,04:55 AM,06:50 PM,9,26,26,26,26,1,46,0.0,1016,32,10,122,20,Egypt
2020-05-29,32,19,0.0,14.0,7,47,10:56 AM,No moonset,04:55 AM,06:50 PM,9,26,26,25,23,2,46,0.0,1017,32,10,107,18,Egypt
2020-05-30,32,17,0.0,14.0,7,54,12:01 PM,12:35 AM,04:55 AM,06:51 PM,7,25,25,25,27,6,42,0.0,1017,32,10,75,20,Egypt
2020-05-31,33,17,0.0,14.0,7,58,01:05 PM,01:13 AM,04:54 AM,06:51 PM,6,26,26,26,29,1,37,0.0,1016,33,10,40,22,Egypt
2020-06-01,38,22,0.0,14.0,8,71,02:10 PM,01:49 AM,04:54 AM,06:52 PM,5,32,32,31,20,5,23,0.0,1011,38,10,71,13,Egypt
2020-06-02,33,24,0.0,14.0,7,79,03:17 PM,02:25 AM,04:54 AM,06:52 PM,8,29,29,28,26,4,32,0.0,1009,33,10,290,20,Egypt
2020-06-03,36,22,0.0,14.0,8,86,04:24 PM,03:03 AM,04:54 AM,06:53 PM,10,30,30,29,17,2,38,0.0,1011,36,10,110,13,Egypt
2020-06-04,35,21,0.0,14.0,8,94,05:33 PM,03:44 AM,04:54 AM,06:53 PM,11,29,29,28,30,8,40,0.0,1011,35,10,69,23,Egypt
2020-06-05,35,20,0.0,14.0,7,100,06:40 PM,04:28 AM,04:53 AM,06:54 PM,12,28,28,28,31,3,46,0.0,1013,35,10,39,24,Egypt
2020-06-06,39,20,0.0,14.0,7,100,07:47 PM,05:18 AM,04:53 AM,06:54 PM,8,31,31,30,26,11,36,0.0,1011,39,10,42,18,Egypt
2020-06-07,42,26,0.0,14.0,9,84,08:47 PM,06:12 AM,04:53 AM,06:55 PM,5,35,35,34,20,5,20,0.0,1009,42,10,104,14,Egypt
2020-06-08,38,21,0.0,14.0,7,76,09:42 PM,07:11 AM,04:53 AM,06:55 PM,10,31,31,30,25,16,38,0.0,1008,38,10,158,19,Egypt
2020-06-09,37,22,0.0,14.0,8,69,10:28 PM,08:10 AM,04:53 AM,06:56 PM,11,30,30,30,21,10,43,0.0,1010,37,10,63,16,Egypt
