date_time,Somalia_maxtempC,Somalia_mintempC,Somalia_totalSnow_cm,Somalia_sunHour,Somalia_uvIndex,Somalia_moon_illumination,Somalia_moonrise,Somalia_moonset,Somalia_sunrise,Somalia_sunset,Somalia_DewPointC,Somalia_FeelsLikeC,Somalia_HeatIndexC,Somalia_WindChillC,Somalia_WindGustKmph,Somalia_cloudcover,Somalia_humidity,Somalia_precipMM,Somalia_pressure,Somalia_tempC,Somalia_visibility,Somalia_winddirDegree,Somalia_windspeedKmph,Somalia_location
2020-01-01,29,26,0.0,11.6,7,37,10:50 AM,11:07 PM,06:02 AM,06:02 PM,23,30,30,27,44,20,76,0.0,1010,29,10,70,32,Somalia
2020-01-02,29,26,0.0,10.2,6,44,11:31 AM,11:49 PM,06:02 AM,06:02 PM,23,31,31,27,43,40,76,0.1,1011,29,10,66,32,Somalia
2020-01-03,29,27,0.0,11.6,7,51,12:10 PM,No moonset,06:02 AM,06:03 PM,23,31,31,28,46,27,77,0.0,1012,29,10,66,32,Somalia
2020-01-04,29,26,0.0,11.6,7,59,12:51 PM,12:30 AM,06:03 AM,06:03 PM,22,30,30,27,40,19,77,0.0,1012,29,10,77,29,Somalia
2020-01-05,29,26,0.0,11.6,6,66,01:33 PM,01:13 AM,06:03 AM,06:04 PM,24,31,31,27,34,28,81,0.0,1010,29,10,78,26,Somalia
2020-01-06,29,27,0.0,8.8,6,73,02:18 PM,01:58 AM,06:04 AM,06:04 PM,24,32,32,28,37,48,81,0.2,1010,29,10,82,28,Somalia
2020-01-07,30,27,0.0,11.6,7,80,03:06 PM,02:45 AM,06:04 AM,06:05 PM,24,32,32,28,43,26,78,0.1,1010,30,10,75,33,Somalia
2020-01-08,30,27,0.0,11.6,7,88,03:58 PM,03:37 AM,06:05 AM,06:05 PM,23,31,31,28,42,18,75,0.0,1010,30,10,68,32,Somalia
2020-01-09,29,25,0.0,11.6,7,95,04:54 PM,04:31 AM,06:05 AM,06:06 PM,22,30,30,27,39,16,76,0.0,1010,29,10,68,30,Somalia
2020-01-10,29,26,0.0,11.6,7,100,05:53 PM,05:30 AM,06:05 AM,06:06 PM,23,30,30,27,39,20,78,0.0,1009,29,10,79,30,Somalia
2020-01-11,29,26,0.0,11.6,6,100,06:53 PM,06:29 AM,06:06 AM,06:06 PM,24,31,31,27,32,45,81,0.0,1009,29,10,89,25,Somalia
2020-01-12,29,27,0.0,10.2,6,83,07:52 PM,07:28 AM,06:06 AM,06:07 PM,24,32,32,28,34,60,79,0.5,1010,29,10,86,25,Somalia
2020-01-13,30,26,0.0,8.8,6,76,08:49 PM,08:25 AM,06:06 AM,06:07 PM,23,31,31,28,50,55,76,0.7,1010,30,10,66,36,Somalia
2020-01-14,30,26,0.0,11.6,7,69,09:44 PM,09:20 AM,06:07 AM,06:08 PM,22,30,30,27,53,26,75,0.0,1010,30,10,64,39,Somalia
2020-01-15,29,26,0.0,11.6,6,61,10:36 PM,10:11 AM,06:07 AM,06:08 PM,21,29,29,27,52,21,72,0.0,1011,29,10,63,39,Somalia
2020-01-16,29,24,0.0,11.6,7,54,11:28 PM,11:01 AM,06:07 AM,06:08 PM,19,28,28,26,51,2,66,0.0,1011,29,10,57,37,Somalia
2020-01-17,29,24,0.0,11.6,7,47,No moonrise,11:50 AM,06:08 AM,06:09 PM,19,28,28,26,50,5,68,0.0,1011,29,10,55,36,Somalia
2020-01-18,29,24,0.0,11.6,7,40,12:18 AM,12:39 PM,06:08 AM,06:09 PM,20,28,28,26,51,5,70,0.0,1010,29,10,60,36,Somalia
2020-01-19,28,25,0.0,7.4,6,32,01:09 AM,01:29 PM,06:08 AM,06:09 PM,22,29,29,26,50,40,76,0.5,1011,28,10,66,35,Somalia
2020-01-20,29,25,0.0,11.6,7,25,02:01 AM,02:20 PM,06:09 AM,06:10 PM,22,29,29,27,48,10,75,0.0,1010,29,10,68,34,Somalia
2020-01-21,29,25,0.0,11.6,6,18,02:55 AM,03:14 PM,06:09 AM,06:10 PM,23,30,30,27,49,18,78,0.0,1009,29,10,68,34,Somalia
2020-01-22,29,25,0.0,11.6,7,11,03:49 AM,04:08 PM,06:09 AM,06:10 PM,23,30,30,27,50,16,77,0.0,1009,29,10,68,35,Somalia
2020-01-23,30,26,0.0,11.6,7,3,04:44 AM,05:02 PM,06:09 AM,06:11 PM,23,31,31,27,47,7,77,0.0,1009,30,10,64,34,Somalia
2020-01-24,29,26,0.0,11.6,7,0,05:37 AM,05:55 PM,06:10 AM,06:11 PM,24,31,31,27,48,23,80,0.0,1010,29,10,71,34,Somalia
2020-01-25,30,27,0.0,11.6,7,0,06:28 AM,06:45 PM,06:10 AM,06:11 PM,24,31,31,28,48,14,79,0.0,1011,30,10,71,34,Somalia
2020-01-26,29,26,0.0,11.6,7,4,07:17 AM,07:34 PM,06:10 AM,06:12 PM,23,31,31,27,46,10,78,0.0,1011,29,10,75,33,Somalia
2020-01-27,30,26,0.0,11.6,7,11,08:02 AM,08:19 PM,06:10 AM,06:12 PM,22,30,30,27,53,12,74,0.0,1011,30,10,65,36,Somalia
2020-01-28,29,26,0.0,10.2,6,18,08:45 AM,09:02 PM,06:10 AM,06:12 PM,22,29,29,27,55,30,72,0.0,1011,29,10,64,39,Somalia
2020-01-29,29,24,0.0,11.6,7,26,09:26 AM,09:44 PM,06:11 AM,06:12 PM,21,28,28,26,51,12,73,0.0,1012,29,10,65,37,Somalia
2020-01-30,29,24,0.0,10.2,6,33,10:06 AM,10:25 PM,06:11 AM,06:12 PM,21,28,28,26,47,28,75,0.0,1012,29,10,69,33,Somalia
2020-01-31,29,25,0.0,11.6,7,37,10:46 AM,11:07 PM,06:11 AM,06:13 PM,21,28,28,26,44,18,75,0.0,1011,29,10,69,32,Somalia
2020-02-01,29,24,0.0,11.6,6,49,11:27 AM,11:50 PM,06:11 AM,06:13 PM,21,28,28,26,44,22,74,0.0,1010,29,10,70,32,Somalia
2020-02-02,28,25,0.0,10.2,6,57,12:10 PM,No moonset,06:11 AM,06:13 PM,21,28,28,26,45,34,75,0.0,1011,28,10,70,32,Somalia
2020-02-03,29,25,0.0,11.6,7,64,12:55 PM,12:35 AM,06:11 AM,06:13 PM,21,28,28,26,46,15,73,0.0,1012,29,10,69,34,Somalia
2020-02-04,28,24,0.0,11.6,7,72,01:44 PM,01:24 AM,06:11 AM,06:13 PM,21,28,28,26,50,3,73,0.0,1011,28,10,66,36,Somalia
2020-02-05,28,24,0.0,11.6,7,79,02:37 PM,02:16 AM,06:11 AM,06:13 PM,21,28,28,26,48,12,73,0.0,1011,28,10,71,34,Somalia
2020-02-06,28,24,0.0,11.6,7,87,03:35 PM,03:12 AM,06:11 AM,06:14 PM,20,28,28,26,47,16,73,0.0,1012,28,10,69,34,Somalia
2020-02-07,28,24,0.0,10.2,6,95,04:34 PM,04:10 AM,06:11 AM,06:14 PM,21,28,28,26,46,19,74,0.0,1013,28,10,70,32,Somalia
2020-02-08,28,24,0.0,10.2,6,100,05:35 PM,05:10 AM,06:11 AM,06:14 PM,22,28,28,25,38,35,80,0.1,1013,28,10,78,27,Somalia
2020-02-09,28,24,0.0,7.4,6,100,06:34 PM,06:09 AM,06:11 AM,06:14 PM,22,28,28,26,34,42,82,0.3,1013,28,10,72,24,Somalia
2020-02-10,28,25,0.0,11.6,7,83,07:32 PM,07:07 AM,06:11 AM,06:14 PM,23,29,29,26,31,20,83,0.0,1011,28,10,85,23,Somalia
2020-02-11,28,25,0.0,10.2,6,75,08:27 PM,08:01 AM,06:11 AM,06:14 PM,22,28,28,26,31,38,78,0.1,1010,28,10,96,22,Somalia
2020-02-12,29,25,0.0,7.4,6,68,09:21 PM,08:54 AM,06:11 AM,06:14 PM,22,29,29,26,43,51,79,0.2,1010,29,10,78,31,Somalia
2020-02-13,29,25,0.0,11.6,7,60,10:13 PM,09:45 AM,06:11 AM,06:14 PM,22,30,30,27,58,13,72,0.0,1011,29,10,61,40,Somalia
2020-02-14,29,26,0.0,10.2,7,53,11:05 PM,10:35 AM,06:11 AM,06:14 PM,22,30,30,27,59,32,72,0.0,1011,29,10,58,41,Somalia
2020-02-15,29,25,0.0,8.8,6,45,11:58 PM,11:26 AM,06:11 AM,06:14 PM,22,29,29,27,47,50,77,0.6,1012,29,10,63,33,Somalia
2020-02-16,29,26,0.0,11.6,7,38,No moonrise,12:18 PM,06:11 AM,06:14 PM,23,30,30,27,48,22,79,0.0,1011,29,10,73,34,Somalia
2020-02-17,29,25,0.0,11.6,6,30,12:51 AM,01:11 PM,06:11 AM,06:14 PM,23,29,29,27,46,37,79,0.0,1011,29,10,77,34,Somalia
2020-02-18,28,25,0.0,10.2,6,22,01:45 AM,02:04 PM,06:11 AM,06:14 PM,22,29,29,27,43,35,78,0.1,1011,28,10,81,31,Somalia
2020-02-19,29,25,0.0,11.6,6,15,02:39 AM,02:57 PM,06:11 AM,06:14 PM,23,30,30,27,37,31,77,0.1,1011,29,10,88,26,Somalia
2020-02-20,30,26,0.0,10.2,6,7,03:33 AM,03:50 PM,06:10 AM,06:14 PM,23,31,31,28,35,43,79,0.3,1009,30,10,92,25,Somalia
2020-02-21,30,27,0.0,11.6,6,0,04:23 AM,04:40 PM,06:10 AM,06:14 PM,24,32,32,28,41,46,79,0.3,1009,30,10,86,30,Somalia
2020-02-22,30,27,0.0,10.2,6,0,05:12 AM,05:29 PM,06:10 AM,06:14 PM,24,33,33,28,48,53,78,6.5,1010,30,10,73,33,Somalia
2020-02-23,30,26,0.0,11.6,6,0,05:58 AM,06:15 PM,06:10 AM,06:14 PM,23,31,31,27,49,23,76,0.0,1010,30,10,70,38,Somalia
2020-02-24,29,26,0.0,10.2,6,0,06:42 AM,06:59 PM,06:10 AM,06:14 PM,23,31,31,27,46,27,76,0.0,1010,29,10,73,34,Somalia
2020-02-25,31,27,0.0,11.6,7,8,07:24 AM,07:42 PM,06:10 AM,06:13 PM,24,32,32,28,46,43,78,0.0,1008,31,10,70,33,Somalia
2020-02-26,30,27,0.0,10.2,6,15,08:04 AM,08:23 PM,06:09 AM,06:13 PM,24,32,32,28,47,40,79,0.0,1009,30,10,76,33,Somalia
2020-02-27,29,27,0.0,8.8,6,23,08:44 AM,09:04 PM,06:09 AM,06:13 PM,23,31,31,28,42,65,79,0.6,1010,29,10,84,30,Somalia
2020-02-28,30,26,0.0,11.6,6,30,09:24 AM,09:46 PM,06:09 AM,06:13 PM,24,31,31,28,42,36,79,0.0,1010,30,10,78,30,Somalia
2020-02-29,29,26,0.0,11.6,7,38,10:05 AM,10:30 PM,06:09 AM,06:13 PM,22,30,30,27,36,2,73,0.0,1009,29,10,86,26,Somalia
2020-03-01,29,26,0.0,10.2,6,44,10:49 AM,11:16 PM,06:08 AM,06:13 PM,22,30,30,27,34,26,76,0.1,1008,29,10,86,25,Somalia
2020-03-02,29,25,0.0,11.6,7,51,11:36 AM,No moonset,06:08 AM,06:13 PM,22,30,30,27,42,8,74,0.0,1009,29,10,76,30,Somalia
2020-03-03,29,26,0.0,10.2,6,58,12:25 PM,12:05 AM,06:08 AM,06:13 PM,22,29,29,27,38,24,75,0.1,1011,29,10,92,27,Somalia
2020-03-04,29,26,0.0,10.2,6,65,01:19 PM,12:58 AM,06:08 AM,06:12 PM,22,30,30,27,28,34,74,0.2,1012,29,10,109,20,Somalia
2020-03-05,29,26,0.0,10.2,6,73,02:16 PM,01:53 AM,06:07 AM,06:12 PM,23,30,30,27,22,38,77,0.1,1011,29,10,135,16,Somalia
2020-03-06,29,26,0.0,11.6,7,80,03:15 PM,02:51 AM,06:07 AM,06:12 PM,22,30,30,27,25,4,74,0.0,1010,29,10,121,18,Somalia
2020-03-07,29,27,0.0,8.8,6,87,04:14 PM,03:50 AM,06:07 AM,06:12 PM,24,32,32,28,29,57,78,0.7,1010,29,10,109,21,Somalia
2020-03-08,29,26,0.0,11.6,6,95,05:13 PM,04:48 AM,06:07 AM,06:12 PM,22,30,30,27,35,38,74,0.2,1010,29,10,95,25,Somalia
2020-03-09,29,26,0.0,10.2,6,100,06:10 PM,05:44 AM,06:06 AM,06:11 PM,23,31,31,27,34,35,76,0.1,1009,29,10,90,25,Somalia
2020-03-10,29,26,0.0,10.2,6,100,07:06 PM,06:38 AM,06:06 AM,06:11 PM,22,30,30,27,44,41,74,0.1,1008,29,10,81,32,Somalia
2020-03-11,29,26,0.0,10.2,6,84,08:00 PM,07:32 AM,06:06 AM,06:11 PM,22,29,29,27,45,21,73,0.1,1009,29,10,77,33,Somalia
2020-03-12,30,26,0.0,11.6,7,76,08:54 PM,08:24 AM,06:05 AM,06:11 PM,23,31,31,28,48,18,74,0.0,1009,30,10,78,34,Somalia
2020-03-13,30,27,0.0,10.2,7,69,09:49 PM,09:17 AM,06:05 AM,06:11 PM,23,32,32,28,49,29,77,0.0,1009,30,10,79,35,Somalia
2020-03-14,30,27,0.0,10.2,6,62,10:44 PM,10:10 AM,06:05 AM,06:10 PM,24,33,33,28,44,40,78,0.3,1009,30,10,81,32,Somalia
2020-03-15,30,27,0.0,10.2,6,55,11:40 PM,11:05 AM,06:04 AM,06:10 PM,24,33,33,28,34,47,78,0.3,1009,30,10,91,26,Somalia
2020-03-16,30,28,0.0,10.2,6,47,No moonrise,11:59 AM,06:04 AM,06:10 PM,25,34,34,29,37,43,78,0.3,1008,30,10,87,29,Somalia
2020-03-17,31,28,0.0,10.2,6,40,12:35 AM,12:54 PM,06:04 AM,06:10 PM,24,34,34,29,45,22,76,0.1,1008,31,10,78,34,Somalia
2020-03-18,30,28,0.0,10.2,6,33,01:29 AM,01:47 PM,06:03 AM,06:10 PM,24,33,33,29,36,29,75,0.3,1010,30,10,86,27,Somalia
2020-03-19,30,28,0.0,6.0,6,25,02:21 AM,02:38 PM,06:03 AM,06:09 PM,24,34,34,29,34,67,77,4.7,1010,30,9,91,25,Somalia
2020-03-20,30,28,0.0,10.2,6,18,03:10 AM,03:27 PM,06:03 AM,06:09 PM,24,33,33,29,24,52,78,1.1,1011,30,10,125,18,Somalia
2020-03-21,30,28,0.0,8.8,6,11,03:57 AM,04:13 PM,06:02 AM,06:09 PM,24,32,32,28,25,60,76,0.5,1010,30,10,134,19,Somalia
2020-03-22,29,27,0.0,11.6,7,4,04:40 AM,04:57 PM,06:02 AM,06:09 PM,23,32,32,28,23,16,74,0.0,1010,29,10,134,18,Somalia
2020-03-23,30,27,0.0,10.2,6,0,05:23 AM,05:40 PM,06:02 AM,06:08 PM,23,32,32,29,24,28,72,0.0,1010,30,10,138,19,Somalia
2020-03-24,30,28,0.0,11.6,7,0,06:03 AM,06:21 PM,06:01 AM,06:08 PM,23,32,32,29,23,22,72,0.0,1009,30,10,146,18,Somalia
2020-03-25,30,28,0.0,10.2,6,3,06:43 AM,07:03 PM,06:01 AM,06:08 PM,24,33,33,29,21,39,74,0.2,1007,30,10,146,16,Somalia
2020-03-26,30,28,0.0,7.4,6,11,07:23 AM,07:45 PM,06:01 AM,06:08 PM,24,34,34,29,27,61,76,2.2,1007,30,10,94,21,Somalia
2020-03-27,31,29,0.0,7.5,6,18,08:04 AM,08:27 PM,06:00 AM,06:07 PM,24,34,34,29,37,79,73,7.5,1009,31,10,72,27,Somalia
2020-03-28,30,28,0.0,11.7,6,25,08:46 AM,09:13 PM,06:00 AM,06:07 PM,24,34,34,29,40,50,76,14.8,1010,30,9,73,27,Somalia
2020-03-29,30,28,0.0,7.8,6,32,09:32 AM,10:00 PM,05:59 AM,06:07 PM,25,34,34,29,30,81,78,7.5,1010,30,9,98,22,Somalia
2020-03-30,30,28,0.0,10.5,6,40,10:19 AM,10:50 PM,05:59 AM,06:07 PM,24,33,33,29,23,58,78,1.6,1009,30,10,123,17,Somalia
2020-03-31,30,28,0.0,11.8,6,44,11:11 AM,11:44 PM,05:59 AM,06:06 PM,24,33,33,29,25,48,76,6.2,1010,30,9,115,18,Somalia
2020-04-01,30,28,0.0,10.5,6,56,12:05 PM,No moonset,05:58 AM,06:06 PM,24,34,34,29,32,47,76,0.5,1010,30,10,95,23,Somalia
2020-04-02,30,28,0.0,11.8,6,64,01:01 PM,12:39 AM,05:58 AM,06:06 PM,23,33,33,29,30,37,73,0.3,1010,30,10,91,22,Somalia
2020-04-03,30,28,0.0,11.8,6,71,01:58 PM,01:36 AM,05:58 AM,06:06 PM,23,32,32,28,33,31,73,0.2,1009,30,10,89,25,Somalia
2020-04-04,30,27,0.0,12.5,6,79,02:56 PM,02:32 AM,05:57 AM,06:05 PM,23,32,32,28,29,36,72,0.2,1010,30,10,95,23,Somalia
2020-04-05,30,28,0.0,10.5,6,87,03:52 PM,03:28 AM,05:57 AM,06:05 PM,24,33,33,29,29,44,74,0.2,1011,30,10,93,23,Somalia
2020-04-06,30,28,0.0,12.5,6,94,04:47 PM,04:21 AM,05:57 AM,06:05 PM,24,33,33,29,36,26,74,0.1,1011,30,10,87,27,Somalia
2020-04-07,30,28,0.0,12.5,6,100,05:43 PM,05:15 AM,05:56 AM,06:05 PM,24,34,34,29,35,26,75,1.4,1011,30,10,96,25,Somalia
2020-04-08,30,28,0.0,10.5,6,100,06:37 PM,06:08 AM,05:56 AM,06:05 PM,24,33,33,29,31,61,75,1.8,1011,30,10,107,22,Somalia
2020-04-09,30,28,0.0,9.1,6,83,07:33 PM,07:01 AM,05:56 AM,06:04 PM,24,33,33,29,26,56,75,0.8,1011,30,10,123,19,Somalia
2020-04-10,30,28,0.0,12.5,7,76,08:30 PM,07:56 AM,05:55 AM,06:04 PM,22,32,32,29,22,13,67,0.0,1010,30,10,138,16,Somalia
2020-04-11,30,28,0.0,12.5,7,68,09:28 PM,08:52 AM,05:55 AM,06:04 PM,23,33,33,29,23,29,68,0.0,1010,30,10,121,16,Somalia
2020-04-12,30,29,0.0,9.1,6,61,10:25 PM,09:49 AM,05:55 AM,06:04 PM,24,34,34,29,31,59,72,4.4,1010,30,9,99,23,Somalia
2020-04-13,30,24,0.0,9.2,6,53,11:22 PM,10:45 AM,05:54 AM,06:04 PM,24,32,32,28,26,55,74,0.3,1010,30,10,113,20,Somalia
2020-04-14,30,29,0.0,9.1,6,46,No moonrise,11:41 AM,05:54 AM,06:03 PM,24,34,34,29,24,61,74,4.7,1010,30,9,131,18,Somalia
2020-04-15,31,29,0.0,12.5,7,38,12:16 AM,12:34 PM,05:54 AM,06:03 PM,24,35,35,30,23,25,72,0.0,1010,31,10,124,18,Somalia
2020-04-16,30,28,0.0,12.5,7,30,01:07 AM,01:24 PM,05:54 AM,06:03 PM,24,34,34,29,24,23,73,0.0,1009,30,10,120,19,Somalia
2020-04-17,31,29,0.0,12.5,6,23,01:55 AM,02:11 PM,05:53 AM,06:03 PM,25,35,35,29,25,46,76,0.5,1008,31,10,115,19,Somalia
2020-04-18,31,29,0.0,11.8,6,15,02:39 AM,02:56 PM,05:53 AM,06:03 PM,24,34,34,29,22,51,73,1.8,1009,31,10,105,17,Somalia
2020-04-19,31,29,0.0,12.5,7,8,03:22 AM,03:39 PM,05:53 AM,06:03 PM,23,34,34,29,22,30,69,0.6,1009,31,10,117,17,Somalia
2020-04-20,30,29,0.0,9.2,6,0,04:03 AM,04:20 PM,05:52 AM,06:02 PM,23,33,33,29,24,69,72,10.3,1010,30,9,198,17,Somalia
2020-04-21,29,28,0.0,12.5,6,0,04:42 AM,05:02 PM,05:52 AM,06:02 PM,23,32,32,28,27,70,73,35.5,1011,29,8,223,16,Somalia
