date_time,Romania_maxtempC,Romania_mintempC,Romania_totalSnow_cm,Romania_sunHour,Romania_uvIndex,Romania_moon_illumination,Romania_moonrise,Romania_moonset,Romania_sunrise,Romania_sunset,Romania_DewPointC,Romania_FeelsLikeC,Romania_HeatIndexC,Romania_WindChillC,Romania_WindGustKmph,Romania_cloudcover,Romania_humidity,Romania_precipMM,Romania_pressure,Romania_tempC,Romania_visibility,Romania_winddirDegree,Romania_windspeedKmph,Romania_location
2020-01-01,7,1,0.0,8.7,2,37,11:42 AM,11:02 PM,07:52 AM,04:46 PM,-3,3,4,3,6,3,61,0.0,1026,7,10,225,4,Romania
2020-01-02,4,1,0.0,8.7,2,44,12:04 PM,No moonset,07:52 AM,04:47 PM,-5,0,2,0,11,3,60,0.0,1033,4,10,257,7,Romania
2020-01-03,5,-0,0.0,6.9,1,51,12:25 PM,12:03 AM,07:52 AM,04:48 PM,-5,-1,2,-1,21,46,62,0.0,1026,5,10,254,12,Romania
2020-01-04,6,1,0.0,8.7,1,59,12:48 PM,01:03 AM,07:52 AM,04:49 PM,-6,2,3,2,9,33,50,0.0,1018,6,10,232,5,Romania
2020-01-05,4,2,1.4,3.4,1,66,01:12 PM,02:05 AM,07:52 AM,04:50 PM,-1,1,3,1,10,79,81,1.9,1019,4,7,179,6,Romania
2020-01-06,3,-1,0.0,6.9,1,73,01:39 PM,03:09 AM,07:52 AM,04:51 PM,-6,-3,1,-3,19,46,62,0.1,1028,3,10,60,12,Romania
2020-01-07,4,-1,0.0,8.7,2,80,02:10 PM,04:14 AM,07:52 AM,04:52 PM,-7,-1,1,-1,10,1,58,0.0,1029,4,10,170,8,Romania
2020-01-08,3,-3,0.0,8.7,2,88,02:49 PM,05:21 AM,07:52 AM,04:53 PM,-7,-1,0,-1,7,4,59,0.0,1031,3,10,233,5,Romania
2020-01-09,3,-1,0.0,5.2,1,95,03:37 PM,06:27 AM,07:51 AM,04:54 PM,-7,-3,0,-3,18,38,60,0.0,1028,3,10,248,11,Romania
2020-01-10,5,-0,0.0,8.7,2,100,04:34 PM,07:29 AM,07:51 AM,04:55 PM,-5,-1,2,-1,18,25,58,0.0,1023,5,10,236,10,Romania
2020-01-11,7,2,0.0,6.9,1,100,05:41 PM,08:25 AM,07:51 AM,04:56 PM,-1,3,4,3,14,49,66,0.0,1023,7,10,162,8,Romania
2020-01-12,6,3,0.0,5.2,1,83,06:54 PM,09:13 AM,07:50 AM,04:58 PM,-0,4,5,4,10,66,70,0.0,1030,6,10,173,6,Romania
2020-01-13,7,2,0.0,8.7,2,76,08:11 PM,09:53 AM,07:50 AM,04:59 PM,1,1,4,1,19,12,82,0.0,1028,7,10,241,12,Romania
2020-01-14,7,2,0.0,8.7,2,69,09:27 PM,10:26 AM,07:50 AM,05:00 PM,1,4,5,4,7,14,80,0.0,1025,7,10,192,4,Romania
2020-01-15,9,3,0.0,8.7,3,61,10:42 PM,10:56 AM,07:49 AM,05:01 PM,1,4,5,4,8,4,76,0.0,1029,9,10,154,5,Romania
2020-01-16,7,2,0.0,8.7,2,54,11:56 PM,11:24 AM,07:49 AM,05:02 PM,1,3,4,3,9,6,80,0.0,1030,7,10,78,5,Romania
2020-01-17,6,1,0.0,8.7,1,47,No moonrise,11:50 AM,07:48 AM,05:04 PM,-1,0,3,0,15,20,76,0.0,1031,6,10,51,9,Romania
2020-01-18,3,-1,0.0,3.6,1,40,01:09 AM,12:18 PM,07:47 AM,05:05 PM,-1,-1,1,-1,12,59,85,0.0,1029,3,8,71,7,Romania
2020-01-19,3,-2,0.0,3.6,1,32,02:21 AM,12:48 PM,07:47 AM,05:06 PM,-3,-1,2,-1,12,93,71,0.1,1027,3,10,122,8,Romania
2020-01-20,5,2,0.0,5.3,1,25,03:33 AM,01:23 PM,07:46 AM,05:08 PM,-3,2,3,2,8,58,65,0.0,1039,5,10,251,6,Romania
2020-01-21,5,-2,0.0,8.7,2,18,04:41 AM,02:02 PM,07:45 AM,05:09 PM,-4,-1,2,-1,14,9,66,0.0,1040,5,10,255,9,Romania
2020-01-22,6,-0,0.0,8.7,1,11,05:46 AM,02:49 PM,07:45 AM,05:10 PM,-4,-2,2,-2,23,31,65,0.0,1028,6,10,249,15,Romania
2020-01-23,9,1,0.0,8.7,3,3,06:43 AM,03:43 PM,07:44 AM,05:12 PM,-5,3,4,3,10,5,51,0.0,1029,9,10,200,6,Romania
2020-01-24,5,1,0.0,8.7,2,0,07:33 AM,04:41 PM,07:43 AM,05:13 PM,-4,0,3,0,13,1,61,0.0,1031,5,10,221,9,Romania
2020-01-25,8,0,0.0,8.7,2,0,08:15 AM,05:44 PM,07:42 AM,05:14 PM,-6,1,4,1,18,4,52,0.0,1023,8,10,229,10,Romania
2020-01-26,8,2,0.0,8.7,3,4,08:49 AM,06:46 PM,07:41 AM,05:16 PM,-5,3,5,3,11,16,49,0.0,1024,8,10,61,6,Romania
2020-01-27,7,2,0.0,7.0,2,11,09:19 AM,07:49 PM,07:40 AM,05:17 PM,-0,3,5,3,12,53,70,1.5,1019,7,10,118,7,Romania
2020-01-28,10,5,0.0,5.4,2,18,09:44 AM,08:50 PM,07:39 AM,05:19 PM,3,5,7,5,16,67,77,0.0,1012,10,10,243,10,Romania
2020-01-29,10,5,0.0,3.7,2,26,10:07 AM,09:51 PM,07:38 AM,05:20 PM,-1,4,7,4,30,70,61,1.4,1008,10,7,248,19,Romania
2020-01-30,9,3,0.0,8.7,2,33,10:28 AM,10:51 PM,07:37 AM,05:21 PM,-4,3,6,3,21,41,53,0.0,1015,9,10,261,13,Romania
2020-01-31,8,2,0.0,5.4,2,37,10:50 AM,11:52 PM,07:36 AM,05:23 PM,-2,1,5,1,29,63,60,0.0,1014,8,10,252,18,Romania
2020-02-01,13,3,0.0,8.7,3,49,11:13 AM,No moonset,07:35 AM,05:24 PM,4,8,9,8,18,16,71,0.0,1014,13,10,248,10,Romania
2020-02-02,15,7,0.0,7.0,3,57,11:38 AM,12:53 AM,07:34 AM,05:26 PM,5,8,10,8,29,24,72,0.0,1015,15,10,257,17,Romania
2020-02-03,15,9,0.0,7.0,3,64,12:06 PM,01:57 AM,07:33 AM,05:27 PM,5,10,12,10,37,58,64,0.0,1010,15,10,258,23,Romania
2020-02-04,10,7,0.0,5.4,2,72,12:40 PM,03:01 AM,07:32 AM,05:28 PM,4,6,8,6,19,59,73,0.5,1005,10,10,235,12,Romania
2020-02-05,6,1,2.4,3.8,2,79,01:23 PM,04:07 AM,07:30 AM,05:30 PM,2,2,6,2,23,97,73,12.4,989,6,7,234,17,Romania
2020-02-06,1,-1,17.0,3.8,1,87,02:15 PM,05:10 AM,07:29 AM,05:31 PM,-4,-3,1,-3,22,89,71,21.7,1010,1,4,229,14,Romania
2020-02-07,4,-1,0.2,7.1,1,95,03:17 PM,06:09 AM,07:28 AM,05:33 PM,-3,-3,1,-3,19,74,74,0.3,1019,4,8,201,13,Romania
2020-02-08,2,-4,0.0,7.1,1,100,04:29 PM,07:01 AM,07:27 AM,05:34 PM,-7,-5,-1,-5,23,49,63,0.5,1030,2,9,221,15,Romania
2020-02-09,2,-3,0.0,8.7,2,100,05:46 PM,07:46 AM,07:25 AM,05:35 PM,-4,-4,-1,-4,14,17,79,0.0,1032,2,10,225,8,Romania
2020-02-10,3,-1,0.0,8.7,1,83,07:05 PM,08:23 AM,07:24 AM,05:37 PM,-3,-2,1,-2,16,31,76,0.0,1023,3,10,218,10,Romania
2020-02-11,7,-1,0.0,3.8,1,75,08:24 PM,08:55 AM,07:23 AM,05:38 PM,1,1,4,1,31,68,80,2.9,1010,7,8,252,18,Romania
2020-02-12,9,3,0.0,8.7,3,68,09:42 PM,09:25 AM,07:21 AM,05:40 PM,-2,2,6,2,33,14,56,0.0,1017,9,10,266,21,Romania
2020-02-13,10,3,0.0,8.7,3,60,10:57 PM,09:52 AM,07:20 AM,05:41 PM,-4,3,6,3,21,25,51,0.0,1023,10,10,258,13,Romania
2020-02-14,9,4,0.0,5.5,2,53,No moonrise,10:20 AM,07:18 AM,05:42 PM,-1,5,6,5,10,61,59,0.0,1019,9,10,180,6,Romania
2020-02-15,10,4,0.0,5.5,2,45,12:12 AM,10:50 AM,07:17 AM,05:44 PM,1,6,7,6,12,65,65,0.0,1024,10,10,194,8,Romania
2020-02-16,10,5,0.0,5.5,2,38,01:25 AM,11:24 AM,07:15 AM,05:45 PM,1,6,7,6,6,53,64,0.0,1033,10,10,130,4,Romania
2020-02-17,12,5,0.0,8.7,3,30,02:35 AM,12:02 PM,07:14 AM,05:47 PM,1,6,8,6,12,10,63,0.0,1028,12,10,223,8,Romania
2020-02-18,13,5,0.0,8.7,3,22,03:41 AM,12:46 PM,07:12 AM,05:48 PM,2,8,9,8,12,21,60,0.0,1021,13,10,231,8,Romania
2020-02-19,12,8,0.0,3.9,3,15,04:39 AM,01:37 PM,07:11 AM,05:49 PM,3,8,9,8,14,84,64,0.9,1021,12,9,119,9,Romania
2020-02-20,7,6,0.0,3.9,2,7,05:31 AM,02:33 PM,07:09 AM,05:51 PM,5,4,7,4,20,100,88,23.9,1017,7,8,61,14,Romania
2020-02-21,9,5,0.0,3.9,2,0,06:14 AM,03:34 PM,07:07 AM,05:52 PM,2,4,7,4,16,85,74,10.9,1022,9,9,118,11,Romania
2020-02-22,10,5,0.0,7.1,2,0,06:50 AM,04:36 PM,07:06 AM,05:53 PM,-0,5,7,5,14,62,63,0.0,1026,10,10,119,9,Romania
2020-02-23,11,4,0.0,8.7,2,0,07:21 AM,05:39 PM,07:04 AM,05:55 PM,0,5,7,5,22,39,62,0.0,1022,11,10,245,15,Romania
2020-02-24,15,9,0.0,8.7,4,0,07:47 AM,06:40 PM,07:03 AM,05:56 PM,-1,9,11,9,31,25,47,0.0,1014,15,10,242,20,Romania
2020-02-25,13,4,0.0,8.7,3,8,08:10 AM,07:42 PM,07:01 AM,05:57 PM,-3,6,8,6,16,6,46,0.0,1016,13,10,240,11,Romania
2020-02-26,16,7,0.0,8.7,4,15,08:32 AM,08:42 PM,06:59 AM,05:59 PM,0,10,11,10,16,15,48,0.0,1002,16,10,229,10,Romania
2020-02-27,14,9,0.0,10.1,3,23,08:54 AM,09:43 PM,06:58 AM,06:00 PM,4,11,12,11,16,51,64,20.6,997,14,9,195,11,Romania
2020-02-28,10,5,0.0,11.5,2,30,09:16 AM,10:43 PM,06:56 AM,06:01 PM,-2,4,8,4,29,50,53,30.2,1008,10,9,272,20,Romania
2020-02-29,9,3,0.0,8.7,2,38,09:39 AM,11:45 PM,06:54 AM,06:03 PM,0,5,7,5,14,54,64,0.3,1016,9,10,123,10,Romania
2020-03-01,12,4,0.0,11.5,3,44,10:06 AM,No moonset,06:52 AM,06:04 PM,-1,7,8,7,10,33,56,0.0,1017,12,10,153,7,Romania
2020-03-02,13,6,0.0,8.7,3,51,10:36 AM,12:48 AM,06:51 AM,06:05 PM,3,9,10,9,10,55,63,0.0,1010,13,10,203,7,Romania
2020-03-03,20,10,0.0,11.6,5,58,11:14 AM,01:52 AM,06:49 AM,06:06 PM,6,14,14,14,13,16,60,0.0,1008,20,10,140,7,Romania
2020-03-04,18,11,0.0,11.6,5,65,12:00 PM,02:54 AM,06:47 AM,06:08 PM,7,14,15,14,24,23,63,0.0,1006,18,10,151,16,Romania
2020-03-05,13,9,0.0,10.2,3,73,12:56 PM,03:54 AM,06:45 AM,06:09 PM,5,9,11,9,19,67,69,1.6,1007,13,10,219,14,Romania
2020-03-06,14,6,0.0,8.7,3,80,02:02 PM,04:48 AM,06:44 AM,06:10 PM,1,9,10,9,12,37,59,0.0,1007,14,10,192,9,Romania
2020-03-07,17,9,0.0,11.6,4,87,03:16 PM,05:35 AM,06:42 AM,06:12 PM,2,13,13,13,9,36,49,0.0,1008,17,10,199,6,Romania
2020-03-08,15,10,0.0,7.3,3,95,04:34 PM,06:15 AM,06:40 AM,06:13 PM,8,12,12,12,12,60,76,27.6,1013,15,9,186,8,Romania
2020-03-09,11,6,0.0,5.9,2,100,05:55 PM,06:50 AM,06:38 AM,06:14 PM,3,7,8,7,12,68,72,1.1,1015,11,10,177,9,Romania
2020-03-10,14,11,0.0,5.9,3,100,07:15 PM,07:21 AM,06:36 AM,06:15 PM,8,12,13,12,11,82,76,4.1,1009,14,10,233,7,Romania
2020-03-11,15,8,0.0,11.6,4,84,08:34 PM,07:50 AM,06:35 AM,06:17 PM,6,8,11,8,25,44,73,3.0,1017,15,10,243,18,Romania
2020-03-12,18,9,0.0,11.6,4,76,09:53 PM,08:18 AM,06:33 AM,06:18 PM,6,13,14,13,11,18,62,0.0,1020,18,10,233,7,Romania
2020-03-13,21,13,0.0,11.6,5,69,11:10 PM,08:48 AM,06:31 AM,06:19 PM,7,16,16,16,11,8,57,0.0,1013,21,10,246,7,Romania
2020-03-14,14,11,0.0,7.4,3,62,No moonrise,09:22 AM,06:29 AM,06:21 PM,5,12,13,12,15,72,59,0.4,1016,14,10,118,10,Romania
2020-03-15,6,4,0.0,6.0,2,55,12:24 AM,09:59 AM,06:27 AM,06:22 PM,-5,2,6,2,35,77,45,4.7,1024,6,8,65,27,Romania
2020-03-16,11,1,0.0,11.6,3,47,01:34 AM,10:42 AM,06:25 AM,06:23 PM,-10,4,5,4,11,1,34,0.0,1033,11,10,137,7,Romania
2020-03-17,12,3,0.0,11.6,3,40,02:36 AM,11:32 AM,06:24 AM,06:24 PM,-7,5,7,5,15,18,38,0.0,1029,12,10,240,10,Romania
2020-03-18,12,5,0.0,8.8,2,33,03:30 AM,12:27 PM,06:22 AM,06:26 PM,-2,7,9,7,18,37,49,0.1,1029,12,10,77,12,Romania
2020-03-19,15,7,0.0,11.6,4,25,04:15 AM,01:27 PM,06:20 AM,06:27 PM,1,10,11,10,10,16,51,0.0,1027,15,10,228,8,Romania
2020-03-20,19,10,0.0,7.4,4,18,04:53 AM,02:29 PM,06:18 AM,06:28 PM,3,14,14,14,10,48,50,0.0,1022,19,10,223,6,Romania
2020-03-21,20,13,0.0,11.6,5,11,05:25 AM,03:31 PM,06:16 AM,06:29 PM,6,16,16,16,11,29,53,0.0,1015,20,10,218,8,Romania
2020-03-22,9,4,0.0,6.1,2,4,05:52 AM,04:33 PM,06:14 AM,06:31 PM,4,5,8,5,28,78,74,1.8,1014,9,8,85,21,Romania
2020-03-23,5,4,3.9,6.1,1,0,06:15 AM,05:34 PM,06:13 AM,06:32 PM,1,-1,4,-1,35,100,82,13.8,1021,5,7,67,26,Romania
2020-03-24,5,2,0.0,7.5,1,0,06:37 AM,06:34 PM,06:11 AM,06:33 PM,-7,-3,3,-3,51,82,50,1.0,1025,5,8,56,39,Romania
2020-03-25,7,1,0.0,8.9,1,3,06:59 AM,07:35 PM,06:09 AM,06:34 PM,-7,-1,4,-1,39,63,45,0.0,1028,7,10,59,29,Romania
2020-03-26,12,4,0.0,8.9,2,11,07:20 AM,08:36 PM,06:07 AM,06:36 PM,-0,4,8,4,39,57,56,0.0,1025,12,10,61,29,Romania
2020-03-27,15,7,0.0,11.6,3,18,07:43 AM,09:38 PM,06:05 AM,06:37 PM,2,8,11,8,34,27,56,0.0,1019,15,10,52,24,Romania
2020-03-28,16,8,0.0,11.6,4,25,08:08 AM,10:40 PM,06:04 AM,06:38 PM,1,10,12,10,19,35,50,0.0,1014,16,10,44,13,Romania
2020-03-29,18,10,0.0,10.2,3,32,08:36 AM,11:43 PM,06:02 AM,06:39 PM,2,13,13,13,11,37,46,0.0,1009,18,10,244,7,Romania
2020-03-30,19,10,0.0,12.4,4,40,09:11 AM,No moonset,06:00 AM,06:41 PM,4,14,15,14,13,38,56,1.8,1010,19,10,181,8,Romania
2020-03-31,6,2,0.1,8.0,1,44,09:53 AM,12:45 AM,05:58 AM,06:42 PM,-2,1,5,1,33,90,66,2.0,1018,6,8,65,26,Romania
2020-04-01,9,3,0.0,12.9,2,56,10:43 AM,01:45 AM,05:56 AM,06:43 PM,-7,2,6,2,28,51,40,0.0,1021,9,10,70,21,Romania
2020-04-02,12,2,0.0,12.9,3,64,11:43 AM,02:39 AM,05:55 AM,06:44 PM,-8,5,7,5,10,26,36,0.0,1018,12,10,92,7,Romania
2020-04-03,14,5,0.0,12.9,4,71,12:51 PM,03:28 AM,05:53 AM,06:46 PM,-2,8,10,8,12,4,46,0.0,1014,14,10,223,9,Romania
2020-04-04,17,9,0.0,13.0,4,79,02:06 PM,04:09 AM,05:51 AM,06:47 PM,2,12,12,12,14,18,52,0.0,1019,17,10,131,10,Romania
2020-04-05,16,8,0.0,13.0,3,87,03:24 PM,04:45 AM,05:49 AM,06:48 PM,-1,9,11,9,40,33,43,0.0,1027,16,10,58,28,Romania
2020-04-06,14,7,0.0,13.0,4,94,04:43 PM,05:17 AM,05:47 AM,06:49 PM,-5,7,10,7,39,0,35,0.0,1033,14,10,60,27,Romania
2020-04-07,16,6,0.0,13.1,4,100,06:03 PM,05:46 AM,05:46 AM,06:51 PM,-3,9,11,9,29,12,39,0.0,1033,16,10,55,20,Romania
2020-04-08,18,7,0.0,13.1,4,100,07:24 PM,06:14 AM,05:44 AM,06:52 PM,-1,12,12,12,15,1,40,0.0,1030,18,10,57,10,Romania
2020-04-09,22,10,0.0,13.1,5,83,08:44 PM,06:44 AM,05:42 AM,06:53 PM,1,16,17,16,8,2,40,0.0,1023,22,10,259,5,Romania
2020-04-10,22,12,0.0,13.1,5,76,10:02 PM,07:16 AM,05:40 AM,06:54 PM,3,16,17,16,21,15,40,0.0,1018,22,10,159,13,Romania
2020-04-11,15,11,0.0,12.0,3,68,11:17 PM,07:52 AM,05:39 AM,06:56 PM,0,12,13,12,21,48,43,0.0,1023,15,10,87,16,Romania
2020-04-12,18,9,0.0,13.2,4,61,No moonrise,08:34 AM,05:37 AM,06:57 PM,-1,12,13,12,14,27,39,0.0,1025,18,10,119,9,Romania
2020-04-13,20,9,0.0,13.2,5,53,12:25 AM,09:23 AM,05:35 AM,06:58 PM,2,13,14,13,13,20,46,0.0,1018,20,10,187,9,Romania
2020-04-14,20,12,0.0,9.5,4,46,01:25 AM,10:18 AM,05:33 AM,06:59 PM,6,15,16,15,28,68,58,0.4,1011,20,10,225,20,Romania
2020-04-15,13,5,0.0,10.9,3,38,02:14 AM,11:18 AM,05:32 AM,07:01 PM,-1,8,10,8,21,61,52,11.8,1020,13,8,180,16,Romania
2020-04-16,17,7,0.0,13.7,4,30,02:55 AM,12:20 PM,05:30 AM,07:02 PM,1,10,12,10,20,4,50,0.0,1021,17,10,254,13,Romania
2020-04-17,20,10,0.0,12.1,4,23,03:29 AM,01:23 PM,05:28 AM,07:03 PM,5,14,15,14,16,29,52,0.0,1015,20,10,253,9,Romania
2020-04-18,20,12,0.0,13.8,5,15,03:57 AM,02:25 PM,05:27 AM,07:04 PM,7,15,17,15,19,22,58,0.0,1016,20,10,101,12,Romania
2020-04-19,22,10,0.0,11.0,4,8,04:21 AM,03:27 PM,05:25 AM,07:06 PM,9,16,17,16,17,66,68,3.3,1012,22,9,108,12,Romania
2020-04-20,15,9,0.0,9.8,3,0,04:43 AM,04:27 PM,05:23 AM,07:07 PM,3,10,12,10,29,76,57,5.6,1017,15,9,65,21,Romania
2020-04-21,14,7,0.0,12.2,3,0,05:05 AM,05:28 PM,05:22 AM,07:08 PM,-1,8,11,8,25,44,46,0.0,1021,14,10,75,17,Romania
2020-04-22,15,7,0.0,13.9,4,0,05:26 AM,06:29 PM,05:20 AM,07:09 PM,-0,10,11,10,18,17,47,0.0,1022,15,10,65,13,Romania
2020-04-23,15,7,0.0,13.9,4,0,05:48 AM,07:31 PM,05:18 AM,07:11 PM,1,10,11,10,15,40,50,0.0,1022,15,10,82,10,Romania
2020-04-24,19,9,0.0,14.0,5,7,06:11 AM,08:33 PM,05:17 AM,07:12 PM,2,13,13,13,9,19,48,0.0,1016,19,10,229,6,Romania
2020-04-25,21,11,0.0,13.3,4,15,06:39 AM,09:37 PM,05:15 AM,07:13 PM,5,15,16,15,24,30,48,0.0,1007,21,10,252,17,Romania
2020-04-26,19,12,0.0,14.0,5,22,07:11 AM,10:40 PM,05:14 AM,07:14 PM,4,15,16,15,17,21,49,0.1,1008,19,10,131,12,Romania
2020-04-27,19,11,0.0,14.0,4,30,07:50 AM,11:41 PM,05:12 AM,07:16 PM,4,14,15,14,15,33,50,0.0,1013,19,10,96,10,Romania
2020-04-28,22,11,0.0,14.1,5,37,08:37 AM,No moonset,05:10 AM,07:17 PM,6,16,17,16,9,19,54,0.0,1014,22,10,155,6,Romania
2020-04-29,24,13,0.0,12.2,4,45,09:33 AM,12:36 AM,05:09 AM,07:18 PM,10,18,18,18,13,46,62,0.9,1009,24,10,178,8,Romania
2020-04-30,24,15,0.0,12.2,4,52,10:37 AM,01:26 AM,05:07 AM,07:19 PM,11,18,19,18,15,59,63,2.1,1007,24,9,229,10,Romania
2020-05-01,23,15,0.0,14.1,6,58,11:47 AM,02:08 AM,05:06 AM,07:20 PM,11,19,19,19,14,35,62,0.9,1008,23,10,180,9,Romania
2020-05-02,24,14,0.0,14.2,5,65,01:01 PM,02:44 AM,05:05 AM,07:22 PM,9,18,19,18,20,22,57,0.0,1005,24,10,247,13,Romania
2020-05-03,22,14,0.0,8.9,4,72,02:18 PM,03:16 AM,05:03 AM,07:23 PM,11,17,18,17,17,87,67,5.7,1006,22,10,121,12,Romania
2020-05-04,15,12,0.0,8.9,3,80,03:36 PM,03:45 AM,05:02 AM,07:24 PM,11,13,13,13,11,96,85,41.6,1011,15,7,235,8,Romania
2020-05-05,21,12,0.0,12.3,4,87,04:54 PM,04:12 AM,05:00 AM,07:25 PM,9,15,16,15,17,61,65,0.6,1012,21,9,243,11,Romania
2020-05-06,17,13,0.0,10.2,4,94,06:13 PM,04:40 AM,04:59 AM,07:27 PM,5,14,15,14,17,72,55,1.1,1010,17,10,248,12,Romania
2020-05-07,19,9,0.0,14.5,4,100,07:34 PM,05:10 AM,04:58 AM,07:28 PM,3,13,14,13,25,29,50,0.1,1011,19,10,247,18,Romania
2020-05-08,18,10,0.0,14.5,4,100,08:52 PM,05:44 AM,04:56 AM,07:29 PM,5,13,14,13,14,35,55,0.0,1019,18,10,204,10,Romania
2020-05-09,22,12,0.0,14.5,5,84,10:06 PM,06:23 AM,04:55 AM,07:30 PM,8,17,18,17,10,20,57,0.0,1017,22,10,205,7,Romania
2020-05-10,25,14,0.0,14.5,6,77,11:12 PM,07:10 AM,04:54 AM,07:31 PM,10,20,21,20,11,24,56,0.0,1013,25,10,117,7,Romania
2020-05-11,29,18,0.0,14.5,6,70,No moonrise,08:04 AM,04:53 AM,07:32 PM,13,24,24,23,12,23,56,0.0,1010,29,10,162,8,Romania
2020-05-12,26,19,0.0,14.5,6,62,12:08 AM,09:04 AM,04:51 AM,07:34 PM,11,23,23,22,27,12,52,0.0,1008,26,10,258,20,Romania
2020-05-13,20,10,0.0,13.5,5,55,12:53 AM,10:07 AM,04:50 AM,07:35 PM,6,14,16,14,19,36,56,0.1,1020,20,10,115,15,Romania
2020-05-14,28,14,0.0,14.5,6,48,01:31 AM,11:11 AM,04:49 AM,07:36 PM,13,22,22,21,16,29,64,0.0,1014,28,10,200,12,Romania
2020-05-15,27,16,0.0,14.5,6,40,02:01 AM,12:15 PM,04:48 AM,07:37 PM,14,22,23,22,19,18,61,0.0,1011,27,10,130,13,Romania
2020-05-16,24,17,0.0,14.5,6,33,02:26 AM,01:17 PM,04:47 AM,07:38 PM,11,21,22,21,25,33,55,0.0,1017,24,10,193,17,Romania
2020-05-17,28,14,0.0,14.5,6,26,02:49 AM,02:18 PM,04:46 AM,07:39 PM,11,21,21,21,13,26,58,0.0,1023,28,10,106,9,Romania
2020-05-18,23,12,0.0,10.4,5,19,03:11 AM,03:19 PM,04:45 AM,07:40 PM,12,18,19,18,16,54,63,1.1,1023,23,8,95,12,Romania
2020-05-19,27,17,0.0,13.5,6,11,03:31 AM,04:20 PM,04:44 AM,07:41 PM,14,23,23,22,11,41,60,0.1,1019,27,10,140,7,Romania
2020-05-20,22,18,0.0,11.4,5,4,03:53 AM,05:22 PM,04:43 AM,07:42 PM,15,21,23,21,29,57,67,1.8,1011,22,10,69,22,Romania
2020-05-21,14,10,0.0,11.4,3,0,04:15 AM,06:24 PM,04:42 AM,07:43 PM,9,10,12,10,31,84,81,17.6,1014,14,9,118,21,Romania
2020-05-22,17,10,0.0,9.4,3,0,04:41 AM,07:29 PM,04:41 AM,07:44 PM,7,13,13,13,14,84,65,4.9,1021,17,9,136,10,Romania
2020-05-23,19,10,0.0,12.5,4,3,05:12 AM,08:32 PM,04:40 AM,07:45 PM,6,14,14,14,15,61,58,0.3,1024,19,10,164,10,Romania
2020-05-24,20,9,0.0,11.5,4,10,05:49 AM,09:35 PM,04:39 AM,07:46 PM,9,14,14,14,18,56,67,6.8,1022,20,9,219,13,Romania
2020-05-25,20,12,0.0,11.5,4,17,06:34 AM,10:33 PM,04:38 AM,07:47 PM,9,15,15,15,16,63,67,7.0,1021,20,10,207,11,Romania
2020-05-26,20,12,0.0,9.4,4,25,07:28 AM,11:25 PM,04:38 AM,07:48 PM,9,16,16,16,17,72,66,9.3,1019,20,9,67,11,Romania
2020-05-27,20,12,0.0,11.5,4,32,08:29 AM,No moonset,04:37 AM,07:49 PM,9,16,16,16,13,65,63,4.1,1020,20,10,77,9,Romania
2020-05-28,21,12,0.0,11.5,4,39,09:37 AM,12:09 AM,04:36 AM,07:50 PM,8,16,17,16,13,59,60,1.2,1017,21,10,253,9,Romania
2020-05-29,23,13,0.0,12.5,4,47,10:49 AM,12:47 AM,04:36 AM,07:51 PM,11,18,19,18,11,62,67,7.5,1014,23,9,252,8,Romania
2020-05-30,22,13,0.0,12.5,4,54,12:03 PM,01:19 AM,04:35 AM,07:52 PM,11,17,18,17,12,66,69,7.3,1013,22,10,199,8,Romania
2020-05-31,21,12,0.0,14.5,5,58,01:18 PM,01:48 AM,04:34 AM,07:53 PM,9,16,17,16,29,25,62,0.8,1010,21,10,247,20,Romania
2020-06-01,20,12,0.0,14.5,4,71,02:33 PM,02:14 AM,04:34 AM,07:54 PM,8,15,16,15,21,34,60,0.1,1009,20,10,209,15,Romania
2020-06-02,12,11,0.0,9.5,3,79,03:50 PM,02:40 AM,04:33 AM,07:54 PM,9,11,12,11,15,92,84,15.4,1010,12,7,112,11,Romania
2020-06-03,21,9,0.0,14.5,5,86,05:08 PM,03:08 AM,04:33 AM,07:55 PM,7,14,15,14,18,22,61,0.0,1008,21,10,254,12,Romania
2020-06-04,25,13,0.0,14.5,6,94,06:25 PM,03:39 AM,04:32 AM,07:56 PM,11,18,19,18,22,18,62,0.0,1007,25,10,239,15,Romania
