date_time,Ukraine_maxtempC,Ukraine_mintempC,Ukraine_totalSnow_cm,Ukraine_sunHour,Ukraine_uvIndex,Ukraine_moon_illumination,Ukraine_moonrise,Ukraine_moonset,Ukraine_sunrise,Ukraine_sunset,Ukraine_DewPointC,Ukraine_FeelsLikeC,Ukraine_HeatIndexC,Ukraine_WindChillC,Ukraine_WindGustKmph,Ukraine_cloudcover,Ukraine_humidity,Ukraine_precipMM,Ukraine_pressure,Ukraine_tempC,Ukraine_visibility,Ukraine_winddirDegree,Ukraine_windspeedKmph,Ukraine_location
2020-10-27,16,10,0.0,8.7,4,71,03:48 PM,01:45 AM,06:41 AM,04:42 PM,7,11,12,11,20,19,68,0.0,1018,16,10,123,13,Ukraine
2020-10-28,15,11,0.0,8.7,4,78,04:04 PM,02:53 AM,06:42 AM,04:40 PM,7,12,13,12,15,8,67,0.0,1020,15,10,133,11,Ukraine
2020-10-29,14,9,0.0,8.7,3,85,04:19 PM,03:59 AM,06:44 AM,04:38 PM,7,11,11,11,8,22,73,0.0,1017,14,10,153,6,Ukraine
2020-10-30,13,10,0.0,3.7,3,93,04:35 PM,05:06 AM,06:46 AM,04:36 PM,7,10,11,10,13,80,78,0.0,1016,13,10,291,9,Ukraine
2020-10-31,9,3,0.0,3.7,2,97,04:52 PM,06:12 AM,06:47 AM,04:35 PM,5,6,8,6,21,86,80,3.7,1017,9,8,241,15,Ukraine
2020-11-01,8,3,0.0,3.7,2,89,05:11 PM,07:19 AM,06:49 AM,04:33 PM,7,4,8,4,33,98,88,16.9,1014,8,8,14,23,Ukraine
2020-11-02,10,1,0.0,3.7,2,81,05:34 PM,08:26 AM,06:51 AM,04:31 PM,6,5,8,5,20,84,84,0.2,1017,10,9,319,14,Ukraine
2020-11-03,10,6,0.0,3.7,2,74,06:03 PM,09:34 AM,06:53 AM,04:29 PM,5,7,8,7,7,73,84,0.0,1022,10,10,183,4,Ukraine
2020-11-04,12,5,0.0,3.7,3,66,06:39 PM,10:39 AM,06:54 AM,04:28 PM,7,9,10,9,5,55,77,0.3,1028,12,10,151,3,Ukraine
2020-11-05,8,7,0.0,3.6,2,58,07:26 PM,11:39 AM,06:56 AM,04:26 PM,6,7,8,7,13,59,85,0.6,1029,8,9,279,9,Ukraine
2020-11-06,8,4,0.0,3.6,2,51,08:23 PM,12:30 PM,06:58 AM,04:25 PM,4,3,6,3,27,56,86,0.0,1027,8,10,292,18,Ukraine
2020-11-07,10,3,0.0,3.6,2,43,09:30 PM,01:13 PM,06:59 AM,04:23 PM,7,6,8,6,23,80,90,0.0,1029,10,10,303,15,Ukraine
2020-11-08,12,6,0.0,8.7,3,36,10:44 PM,01:48 PM,07:01 AM,04:22 PM,6,7,9,7,16,25,86,0.0,1027,12,9,268,11,Ukraine
2020-11-09,9,8,0.0,3.4,2,28,No moonrise,02:16 PM,07:03 AM,04:20 PM,5,7,8,7,9,86,79,0.0,1028,9,10,262,7,Ukraine
2020-11-10,10,7,0.0,8.7,3,21,12:03 AM,02:39 PM,07:04 AM,04:19 PM,3,7,8,7,11,30,69,0.0,1031,10,10,283,9,Ukraine
2020-11-11,8,4,0.0,8.7,3,13,01:25 AM,03:01 PM,07:06 AM,04:17 PM,2,5,6,5,7,12,77,0.0,1034,8,10,101,5,Ukraine
2020-11-12,6,3,0.0,8.7,2,6,02:47 AM,03:21 PM,07:08 AM,04:16 PM,1,3,5,3,10,30,80,0.0,1032,6,10,146,7,Ukraine
2020-11-13,7,3,0.0,8.7,2,0,04:12 AM,03:42 PM,07:10 AM,04:14 PM,-1,2,4,2,12,24,69,0.0,1030,7,10,151,9,Ukraine
2020-11-14,8,4,0.0,3.4,2,0,05:40 AM,04:04 PM,07:11 AM,04:13 PM,2,4,6,4,12,88,73,0.2,1027,8,10,183,9,Ukraine
2020-11-15,8,2,0.0,3.4,2,0,07:09 AM,04:32 PM,07:13 AM,04:12 PM,4,5,7,5,10,85,84,0.4,1024,8,10,183,7,Ukraine
2020-11-16,4,0,0.0,6.9,1,2,08:36 AM,05:08 PM,07:15 AM,04:11 PM,-0,-0,3,-0,20,63,78,0.2,1026,4,10,112,15,Ukraine
2020-11-17,1,-2,0.0,3.3,1,9,09:58 AM,05:54 PM,07:16 AM,04:09 PM,-4,-5,-0,-5,20,71,76,1.2,1032,1,9,130,15,Ukraine
2020-11-18,2,0,0.0,3.3,1,17,11:07 AM,06:51 PM,07:18 AM,04:08 PM,-1,-3,1,-3,19,79,87,4.4,1035,2,7,155,13,Ukraine
2020-11-19,3,0,0.0,8.7,2,24,12:02 PM,07:58 PM,07:19 AM,04:07 PM,-2,-3,2,-3,27,23,80,0.0,1030,3,10,183,18,Ukraine
2020-11-20,4,1,0.7,3.3,1,32,12:42 PM,09:10 PM,07:21 AM,04:06 PM,1,-1,3,-1,26,84,84,1.9,1022,4,8,250,17,Ukraine
2020-11-21,4,-3,0.0,8.7,1,39,01:13 PM,10:22 PM,07:23 AM,04:05 PM,-1,-2,2,-2,18,51,76,0.0,1029,4,10,319,13,Ukraine
2020-11-22,3,-0,0.0,5.1,1,47,01:37 PM,11:34 PM,07:24 AM,04:04 PM,-3,-2,2,-2,23,61,71,0.0,1028,3,10,254,15,Ukraine
2020-11-23,5,-4,0.0,8.7,1,54,01:56 PM,No moonset,07:26 AM,04:03 PM,-1,-1,3,-1,26,66,75,0.6,1021,5,9,263,17,Ukraine
2020-11-24,6,-3,0.0,3.3,2,62,02:12 PM,12:42 AM,07:27 AM,04:02 PM,1,0,4,0,31,89,74,0.7,1021,6,10,289,21,Ukraine
2020-11-25,5,2,0.0,6.9,1,70,02:27 PM,01:49 AM,07:29 AM,04:01 PM,1,1,4,1,21,78,80,0.0,1023,5,10,282,14,Ukraine
2020-11-26,7,3,0.0,8.7,3,77,02:43 PM,02:55 AM,07:30 AM,04:00 PM,1,2,5,2,13,38,79,0.0,1023,7,10,244,9,Ukraine
2020-11-27,4,-1,0.0,5.1,1,85,02:59 PM,04:01 AM,07:32 AM,04:00 PM,-1,-1,3,-1,21,55,73,0.0,1018,4,10,250,15,Ukraine
2020-11-28,5,2,0.0,5.0,1,92,03:17 PM,05:08 AM,07:33 AM,03:59 PM,0,2,3,2,10,83,81,0.0,1018,5,10,200,7,Ukraine
2020-11-29,2,-2,0.3,3.1,1,100,03:39 PM,06:16 AM,07:34 AM,03:58 PM,1,1,2,1,4,93,91,0.4,1020,2,8,158,3,Ukraine
2020-11-30,2,-4,0.0,5.0,1,100,04:05 PM,07:25 AM,07:36 AM,03:58 PM,-3,-2,0,-2,9,59,75,0.0,1025,2,10,304,7,Ukraine
2020-12-01,1,-5,0.1,6.8,1,89,04:39 PM,08:31 AM,07:37 AM,03:57 PM,-3,-4,-1,-4,17,72,79,0.1,1028,1,10,94,12,Ukraine
2020-12-02,0,-5,1.6,3.1,1,82,05:22 PM,09:34 AM,07:39 AM,03:57 PM,-1,-4,-0,-4,15,100,93,2.0,1027,0,4,86,11,Ukraine
2020-12-03,2,-4,0.8,3.1,1,75,06:16 PM,10:28 AM,07:40 AM,03:56 PM,1,-2,1,-2,18,92,96,1.3,1025,2,6,121,12,Ukraine
2020-12-04,4,-3,0.0,3.1,1,67,07:21 PM,11:15 AM,07:41 AM,03:56 PM,2,-2,3,-2,32,92,91,0.1,1023,4,10,133,21,Ukraine
2020-12-05,2,-1,0.0,3.0,1,60,08:32 PM,11:51 AM,07:42 AM,03:55 PM,0,-3,2,-3,29,79,88,0.0,1028,2,10,140,21,Ukraine
2020-12-06,-1,-5,0.0,8.1,2,53,09:49 PM,12:20 PM,07:43 AM,03:55 PM,-8,-8,-2,-8,27,0,62,0.0,1033,-1,10,120,19,Ukraine
2020-12-07,-4,-10,0.0,8.1,1,46,11:07 PM,12:44 PM,07:45 AM,03:55 PM,-10,-11,-5,-11,31,14,69,0.0,1032,-4,10,115,21,Ukraine
2020-12-08,-4,-11,0.0,4.9,1,38,No moonrise,01:06 PM,07:46 AM,03:54 PM,-9,-11,-6,-11,27,39,71,0.0,1029,-4,10,108,19,Ukraine
2020-12-09,-4,-9,0.0,4.9,1,31,12:26 AM,01:25 PM,07:47 AM,03:54 PM,-8,-10,-5,-10,24,55,74,0.0,1027,-4,10,109,18,Ukraine
2020-12-10,-2,-10,0.0,3.0,1,24,01:47 AM,01:44 PM,07:48 AM,03:54 PM,-5,-9,-4,-9,33,92,87,8.8,1023,-2,8,113,22,Ukraine
2020-12-11,1,-5,0.0,3.0,1,17,03:10 AM,02:05 PM,07:49 AM,03:54 PM,-2,-6,-1,-6,34,84,89,1.2,1020,1,9,119,22,Ukraine
2020-12-12,-1,-7,0.0,3.0,1,9,04:35 AM,02:29 PM,07:50 AM,03:54 PM,-3,-7,-2,-7,29,100,90,0.2,1018,-1,9,109,20,Ukraine
2020-12-13,2,-8,0.0,3.0,1,2,06:02 AM,03:00 PM,07:51 AM,03:54 PM,1,-4,0,-4,26,100,97,1.5,1016,2,7,105,17,Ukraine
2020-12-14,1,-4,0.0,3.0,1,0,07:27 AM,03:40 PM,07:52 AM,03:54 PM,1,-3,1,-3,17,100,98,9.9,1017,1,6,129,11,Ukraine
2020-12-15,2,-3,0.0,3.0,1,0,08:44 AM,04:31 PM,07:52 AM,03:54 PM,1,-1,1,-1,13,97,98,0.4,1022,2,2,324,8,Ukraine
2020-12-16,1,-4,0.0,3.0,1,5,09:48 AM,05:35 PM,07:53 AM,03:55 PM,-1,-3,-0,-3,12,92,92,0.0,1027,1,9,169,8,Ukraine
2020-12-17,2,-4,0.0,3.0,1,12,10:36 AM,06:46 PM,07:54 AM,03:55 PM,0,-1,1,-1,10,95,95,0.0,1028,2,3,233,7,Ukraine
2020-12-18,1,-4,0.0,3.0,1,20,11:12 AM,08:01 PM,07:54 AM,03:55 PM,0,-2,1,-2,11,99,95,0.0,1029,1,4,166,7,Ukraine
2020-12-19,2,-3,0.0,3.0,1,27,11:39 AM,09:16 PM,07:55 AM,03:56 PM,1,-1,1,-1,10,100,97,0.0,1028,2,1,287,6,Ukraine
2020-12-20,2,-4,0.2,3.0,1,34,12:00 PM,10:27 PM,07:56 AM,03:56 PM,1,-0,1,-0,6,95,96,0.3,1032,2,3,284,4,Ukraine
2020-12-21,1,-2,0.1,3.0,1,41,12:18 PM,11:36 PM,07:56 AM,03:56 PM,-1,-2,0,-2,9,80,89,0.2,1034,1,10,122,7,Ukraine
2020-12-22,1,-2,0.0,8.0,2,49,12:34 PM,No moonset,07:57 AM,03:57 PM,-4,-5,-1,-5,13,8,82,0.0,1031,1,10,151,11,Ukraine
2020-12-23,-0,-5,0.3,3.0,1,56,12:49 PM,12:43 AM,07:57 AM,03:58 PM,-2,-7,-1,-7,29,86,91,2.9,1021,-0,7,189,19,Ukraine
2020-12-24,2,-5,0.0,3.0,1,63,01:05 PM,01:49 AM,07:57 AM,03:58 PM,1,-3,1,-3,23,98,98,2.2,1013,2,5,199,14,Ukraine
2020-12-25,5,-2,0.0,6.8,1,70,01:22 PM,02:55 AM,07:58 AM,03:59 PM,3,-0,4,-0,28,82,94,8.9,1006,5,9,225,17,Ukraine
2020-12-26,1,-1,0.0,3.2,1,78,01:42 PM,04:03 AM,07:58 AM,04:00 PM,-2,-4,0,-4,20,75,85,0.1,1015,1,10,275,13,Ukraine
2020-12-27,1,-4,0.0,8.4,2,85,02:06 PM,05:11 AM,07:58 AM,04:00 PM,-3,-4,-0,-4,15,14,83,0.0,1023,1,10,220,11,Ukraine
2020-12-28,2,-8,0.0,3.2,1,92,02:37 PM,06:19 AM,07:58 AM,04:01 PM,-2,-6,-0,-6,43,85,81,1.0,1017,2,9,135,28,Ukraine
2020-12-29,6,-4,0.0,3.2,2,100,03:18 PM,07:24 AM,07:59 AM,04:02 PM,4,0,4,0,36,81,92,1.5,1011,6,10,151,22,Ukraine
2020-12-30,7,4,0.0,3.2,2,100,04:09 PM,08:22 AM,07:59 AM,04:03 PM,5,3,5,3,24,78,94,0.1,1014,7,6,161,14,Ukraine
2020-12-31,8,3,0.0,3.2,2,89,05:11 PM,09:13 AM,07:59 AM,04:04 PM,7,5,8,5,23,96,92,0.0,1011,8,10,159,14,Ukraine
2021-01-01,9,1,0.0,3.2,2,79,06:22 PM,09:53 AM,07:59 AM,04:05 PM,6,5,7,5,23,93,90,8.0,1008,9,9,190,15,Ukraine
2021-01-02,5,3,0.0,8.5,1,71,07:38 PM,10:24 AM,07:58 AM,04:06 PM,1,1,4,1,19,33,80,0.0,1021,5,10,234,13,Ukraine
2021-01-03,5,-2,0.0,8.5,2,64,08:56 PM,10:50 AM,07:58 AM,04:07 PM,0,-1,3,-1,26,24,79,0.0,1025,5,10,158,16,Ukraine
2021-01-04,5,-0,0.0,5.0,1,57,10:14 PM,11:12 AM,07:58 AM,04:08 PM,2,1,4,1,24,78,85,1.3,1022,5,7,146,16,Ukraine
2021-01-05,2,0,0.0,3.2,1,50,11:33 PM,11:31 AM,07:58 AM,04:09 PM,-0,-3,2,-3,25,93,88,0.0,1019,2,10,113,18,Ukraine
2021-01-06,4,-3,0.0,3.2,1,42,No moonrise,11:50 AM,07:57 AM,04:10 PM,1,-1,2,-1,16,86,94,2.2,1015,4,4,159,10,Ukraine
2021-01-07,4,1,0.0,3.2,1,35,12:53 AM,12:09 PM,07:57 AM,04:12 PM,2,-1,2,-1,18,86,97,7.3,1011,4,6,127,11,Ukraine
2021-01-08,2,1,0.0,3.2,1,28,02:14 AM,12:31 PM,07:57 AM,04:13 PM,-2,-4,1,-4,31,96,77,1.4,1011,2,8,272,22,Ukraine
2021-01-09,0,-5,0.1,3.2,1,20,03:38 AM,12:57 PM,07:56 AM,04:14 PM,-4,-4,-0,-4,22,99,76,0.2,1015,0,10,293,16,Ukraine
2021-01-10,0,-6,0.2,3.2,1,13,05:01 AM,01:32 PM,07:56 AM,04:16 PM,-4,-6,-1,-6,23,99,80,0.3,1020,0,10,289,17,Ukraine
2021-01-11,-1,-2,0.0,3.2,1,6,06:20 AM,02:16 PM,07:55 AM,04:17 PM,-5,-4,-2,-4,9,91,78,0.0,1024,-1,10,293,7,Ukraine
2021-01-12,-1,-2,0.3,5.1,1,0,07:30 AM,03:13 PM,07:55 AM,04:18 PM,-5,-5,-1,-5,16,82,77,0.3,1019,-1,9,168,11,Ukraine
2021-01-13,-1,-8,0.0,3.2,1,0,08:25 AM,04:21 PM,07:54 AM,04:20 PM,-6,-6,-2,-6,14,78,73,0.0,1009,-1,10,88,11,Ukraine
2021-01-14,-4,-6,0.1,3.3,1,1,09:07 AM,05:37 PM,07:53 AM,04:21 PM,-7,-8,-4,-8,10,97,83,0.4,1004,-4,8,235,8,Ukraine
2021-01-15,-8,-11,3.0,3.3,1,8,09:39 AM,06:52 PM,07:52 AM,04:23 PM,-11,-15,-8,-15,21,100,83,3.5,1008,-8,5,294,17,Ukraine
2021-01-16,-14,-16,0.1,3.3,1,16,10:02 AM,08:07 PM,07:52 AM,04:24 PM,-16,-21,-15,-21,17,96,86,0.2,1016,-14,9,291,13,Ukraine
2021-01-17,-11,-19,0.0,5.1,1,23,10:22 AM,09:18 PM,07:51 AM,04:26 PM,-15,-16,-13,-16,6,48,84,0.0,1018,-11,10,280,5,Ukraine
2021-01-18,-12,-15,0.9,3.3,1,30,10:39 AM,10:27 PM,07:50 AM,04:27 PM,-14,-18,-13,-18,12,100,89,1.2,1020,-12,6,289,9,Ukraine
2021-01-19,-13,-15,0.0,3.3,1,38,10:54 AM,11:34 PM,07:49 AM,04:29 PM,-16,-19,-14,-19,11,84,88,0.0,1021,-13,10,269,8,Ukraine
2021-01-20,-8,-13,0.0,8.7,1,45,11:10 AM,No moonset,07:48 AM,04:31 PM,-12,-16,-11,-16,17,39,88,0.0,1022,-8,10,172,11,Ukraine
2021-01-21,-0,-13,0.1,3.3,1,52,11:27 AM,12:41 AM,07:47 AM,04:32 PM,-5,-9,-4,-9,31,69,91,0.4,1019,-0,9,196,19,Ukraine
2021-01-22,2,-7,0.0,8.7,1,59,11:45 AM,01:48 AM,07:46 AM,04:34 PM,-2,-5,-0,-5,31,31,87,0.0,1014,2,10,198,17,Ukraine
2021-01-23,2,-4,0.0,6.9,1,67,12:07 PM,02:55 AM,07:45 AM,04:35 PM,-0,-3,1,-3,23,54,92,0.0,1010,2,10,171,13,Ukraine
2021-01-24,5,-2,0.0,3.3,1,74,12:35 PM,04:03 AM,07:44 AM,04:37 PM,3,-0,4,-0,36,91,93,3.0,1006,5,9,157,21,Ukraine
2021-01-25,6,1,0.0,3.4,2,81,01:11 PM,05:10 AM,07:42 AM,04:39 PM,4,1,5,1,34,100,93,10.6,999,6,9,149,22,Ukraine
2021-01-26,2,0,0.1,3.4,1,88,01:58 PM,06:11 AM,07:41 AM,04:41 PM,-1,-3,2,-3,33,90,80,9.1,999,2,7,213,24,Ukraine
2021-01-27,1,-1,2.9,3.4,1,96,02:56 PM,07:05 AM,07:40 AM,04:42 PM,-3,-5,-0,-5,20,81,82,3.4,1009,1,8,181,15,Ukraine
2021-01-28,-0,-5,8.4,3.4,1,100,04:05 PM,07:50 AM,07:39 AM,04:44 PM,-1,-6,-1,-6,25,100,96,11.8,1001,-0,4,191,18,Ukraine
2021-01-29,-1,-7,1.2,5.2,1,90,05:22 PM,08:25 AM,07:37 AM,04:46 PM,-4,-9,-3,-9,27,72,90,4.1,998,-1,7,265,18,Ukraine
2021-01-30,-1,-6,1.7,3.4,1,82,06:41 PM,08:53 AM,07:36 AM,04:47 PM,-4,-7,-3,-7,20,86,94,2.2,997,-1,6,200,13,Ukraine
2021-01-31,-3,-4,3.4,3.4,1,79,08:02 PM,09:17 AM,07:34 AM,04:49 PM,-4,-8,-3,-8,25,74,90,4.1,1001,-3,7,256,18,Ukraine
2021-02-01,-2,-8,7.1,3.4,1,63,09:22 PM,09:37 AM,07:33 AM,04:51 PM,-4,-8,-3,-8,20,92,95,10.0,1007,-2,4,89,14,Ukraine
2021-02-02,-2,-6,3.1,3.5,1,55,10:42 PM,09:56 AM,07:31 AM,04:53 PM,-4,-7,-4,-7,14,94,95,3.8,1012,-2,4,123,10,Ukraine
2021-02-03,1,-5,0.0,3.5,1,48,No moonrise,10:14 AM,07:30 AM,04:54 PM,-2,-6,-2,-6,22,76,95,0.0,1013,1,9,205,13,Ukraine
2021-02-04,4,-4,0.0,3.5,1,40,12:03 AM,10:35 AM,07:28 AM,04:56 PM,1,-3,1,-3,33,97,93,4.9,1005,4,6,239,20,Ukraine
2021-02-05,-3,-5,0.0,8.7,2,33,01:26 AM,11:00 AM,07:27 AM,04:58 PM,-8,-9,-3,-9,24,24,71,0.2,1017,-3,8,312,19,Ukraine
2021-02-06,-4,-11,0.0,5.3,1,25,02:47 AM,11:30 AM,07:25 AM,05:00 PM,-8,-10,-6,-10,14,51,78,0.0,1019,-4,10,302,10,Ukraine
2021-02-07,-9,-12,0.3,3.7,1,18,04:06 AM,12:09 PM,07:24 AM,05:02 PM,-13,-15,-10,-15,12,85,79,0.3,1022,-9,10,122,9,Ukraine
