date_time,United%20States%2C%20Texas_maxtempC,United%20States%2C%20Texas_mintempC,United%20States%2C%20Texas_totalSnow_cm,United%20States%2C%20Texas_sunHour,United%20States%2C%20Texas_uvIndex,United%20States%2C%20Texas_moon_illumination,United%20States%2C%20Texas_moonrise,United%20States%2C%20Texas_moonset,United%20States%2C%20Texas_sunrise,United%20States%2C%20Texas_sunset,United%20States%2C%20Texas_DewPointC,United%20States%2C%20Texas_FeelsLikeC,United%20States%2C%20Texas_HeatIndexC,United%20States%2C%20Texas_WindChillC,United%20States%2C%20Texas_WindGustKmph,United%20States%2C%20Texas_cloudcover,United%20States%2C%20Texas_humidity,United%20States%2C%20Texas_precipMM,United%20States%2C%20Texas_pressure,United%20States%2C%20Texas_tempC,United%20States%2C%20Texas_visibility,United%20States%2C%20Texas_winddirDegree,United%20States%2C%20Texas_windspeedKmph,United%20States%2C%20Texas_location
2020-01-01,15,9,0.0,3.8,3,37,11:42 AM,11:35 PM,07:14 AM,05:32 PM,9,12,14,12,35,79,74,45.7,1015,15,8,97,23,United%20States%2C%20Texas
2020-01-02,17,10,0.0,3.8,4,44,12:11 PM,No moonset,07:14 AM,05:33 PM,15,15,16,15,29,78,91,48.2,1005,17,7,229,16,United%20States%2C%20Texas
2020-01-03,16,13,0.0,8.7,4,51,12:41 PM,12:26 AM,07:15 AM,05:34 PM,9,14,15,14,41,6,68,0.0,1012,16,10,268,25,United%20States%2C%20Texas
2020-01-04,16,12,0.0,8.7,4,59,01:12 PM,01:19 AM,07:15 AM,05:35 PM,6,13,14,13,23,1,58,0.0,1026,16,10,301,15,United%20States%2C%20Texas
2020-01-05,18,13,0.0,8.7,5,66,01:45 PM,02:13 AM,07:15 AM,05:35 PM,9,15,15,15,27,0,67,0.0,1027,18,10,217,15,United%20States%2C%20Texas
2020-01-06,18,15,0.0,5.5,4,73,02:21 PM,03:09 AM,07:15 AM,05:36 PM,13,17,17,17,25,46,78,0.2,1022,18,10,208,13,United%20States%2C%20Texas
2020-01-07,15,12,0.0,7.1,3,80,03:02 PM,04:07 AM,07:15 AM,05:37 PM,5,12,14,12,27,45,56,0.1,1028,15,10,30,18,United%20States%2C%20Texas
2020-01-08,16,12,0.0,8.7,4,88,03:50 PM,05:07 AM,07:15 AM,05:38 PM,8,13,14,13,28,17,67,0.0,1026,16,10,110,17,United%20States%2C%20Texas
2020-01-09,19,14,0.0,3.8,4,95,04:43 PM,06:08 AM,07:15 AM,05:38 PM,16,18,18,18,51,76,88,2.4,1019,19,10,158,26,United%20States%2C%20Texas
2020-01-10,20,16,0.0,3.8,4,100,05:44 PM,07:08 AM,07:15 AM,05:39 PM,18,19,19,19,60,90,92,1.8,1013,20,10,162,30,United%20States%2C%20Texas
2020-01-11,14,11,0.0,8.7,3,100,06:49 PM,08:04 AM,07:15 AM,05:40 PM,9,13,14,13,43,37,72,23.2,1015,14,9,249,26,United%20States%2C%20Texas
2020-01-12,14,9,0.0,8.7,4,83,07:56 PM,08:55 AM,07:15 AM,05:41 PM,7,10,12,10,17,11,74,0.0,1022,14,10,92,12,United%20States%2C%20Texas
2020-01-13,15,9,0.0,3.9,3,76,09:04 PM,09:42 AM,07:15 AM,05:42 PM,13,12,14,12,27,72,89,0.7,1021,15,9,85,16,United%20States%2C%20Texas
2020-01-14,21,15,0.0,3.9,4,69,10:09 PM,10:23 AM,07:15 AM,05:42 PM,19,19,19,19,27,86,95,6.7,1020,21,8,183,13,United%20States%2C%20Texas
2020-01-15,20,19,0.0,8.7,5,61,11:14 PM,11:02 AM,07:15 AM,05:43 PM,18,19,19,19,33,55,94,0.0,1019,20,8,171,16,United%20States%2C%20Texas
2020-01-16,18,18,0.0,3.9,4,54,No moonrise,11:39 AM,07:15 AM,05:44 PM,17,18,18,18,30,80,96,0.0,1023,18,7,102,16,United%20States%2C%20Texas
2020-01-17,17,14,0.0,3.9,4,47,12:17 AM,12:15 PM,07:15 AM,05:45 PM,15,16,16,16,45,84,93,0.3,1023,17,10,87,28,United%20States%2C%20Texas
2020-01-18,20,16,0.0,8.7,4,40,01:20 AM,12:53 PM,07:15 AM,05:46 PM,16,18,18,18,20,36,88,3.8,1021,20,10,162,11,United%20States%2C%20Texas
2020-01-19,11,6,0.0,5.5,3,32,02:23 AM,01:33 PM,07:15 AM,05:47 PM,5,8,11,8,39,68,66,0.5,1027,11,9,30,29,United%20States%2C%20Texas
2020-01-20,12,8,0.0,8.7,4,25,03:25 AM,02:16 PM,07:14 AM,05:48 PM,2,8,10,8,25,5,56,0.0,1032,12,10,47,18,United%20States%2C%20Texas
2020-01-21,11,7,0.0,8.7,4,18,04:26 AM,03:04 PM,07:14 AM,05:48 PM,3,8,10,8,30,10,61,0.0,1030,11,10,81,22,United%20States%2C%20Texas
2020-01-22,13,9,0.0,3.9,3,11,05:25 AM,03:56 PM,07:14 AM,05:49 PM,9,9,12,9,46,87,79,21.0,1021,13,9,112,32,United%20States%2C%20Texas
2020-01-23,19,14,0.0,5.5,4,3,06:20 AM,04:50 PM,07:13 AM,05:50 PM,14,17,17,17,36,56,84,38.6,1014,19,8,262,21,United%20States%2C%20Texas
2020-01-24,14,10,0.0,8.7,4,0,07:10 AM,05:47 PM,07:13 AM,05:51 PM,8,12,13,12,21,3,71,0.0,1019,14,10,76,14,United%20States%2C%20Texas
2020-01-25,16,12,0.0,8.7,4,0,07:54 AM,06:43 PM,07:13 AM,05:52 PM,9,13,14,13,29,23,71,1.5,1020,16,10,113,19,United%20States%2C%20Texas
2020-01-26,17,14,0.0,3.9,4,4,08:33 AM,07:39 PM,07:12 AM,05:53 PM,15,16,16,16,27,85,93,9.3,1015,17,8,134,16,United%20States%2C%20Texas
2020-01-27,18,15,0.0,8.7,4,11,09:09 AM,08:33 PM,07:12 AM,05:53 PM,14,16,16,16,17,26,89,0.1,1015,18,9,168,10,United%20States%2C%20Texas
2020-01-28,17,12,0.0,7.1,4,18,09:41 AM,09:26 PM,07:11 AM,05:54 PM,14,15,16,15,32,41,86,2.5,1013,17,10,163,18,United%20States%2C%20Texas
2020-01-29,15,10,0.0,8.7,4,26,10:11 AM,10:18 PM,07:11 AM,05:55 PM,8,11,13,11,36,41,72,0.1,1014,15,10,250,25,United%20States%2C%20Texas
2020-01-30,13,11,0.0,3.9,3,33,10:41 AM,11:10 PM,07:10 AM,05:56 PM,9,10,12,10,27,71,83,0.1,1017,13,10,45,20,United%20States%2C%20Texas
2020-01-31,14,11,0.0,8.7,3,37,11:11 AM,No moonset,07:10 AM,05:57 PM,8,11,13,11,24,43,75,0.0,1020,14,10,102,17,United%20States%2C%20Texas
2020-02-01,15,11,0.0,8.7,4,49,11:43 AM,12:02 AM,07:09 AM,05:58 PM,5,11,13,11,21,1,59,0.0,1024,15,10,295,14,United%20States%2C%20Texas
2020-02-02,17,12,0.0,8.7,4,57,12:16 PM,12:56 AM,07:09 AM,05:58 PM,7,14,14,14,22,3,62,0.0,1022,17,10,231,13,United%20States%2C%20Texas
2020-02-03,18,15,0.0,3.9,4,64,12:54 PM,01:52 AM,07:08 AM,05:59 PM,14,16,17,16,49,59,85,0.7,1014,18,9,186,27,United%20States%2C%20Texas
2020-02-04,20,18,0.0,5.5,4,72,01:37 PM,02:50 AM,07:07 AM,06:00 PM,17,18,18,18,44,81,92,2.3,1009,20,8,194,22,United%20States%2C%20Texas
2020-02-05,19,11,0.0,8.5,4,79,02:27 PM,03:50 AM,07:07 AM,06:01 PM,13,15,16,15,48,55,82,10.3,1006,19,9,268,27,United%20States%2C%20Texas
2020-02-06,11,7,0.0,11.0,2,87,03:24 PM,04:49 AM,07:06 AM,06:02 PM,1,6,9,6,32,35,59,0.6,1010,11,10,306,25,United%20States%2C%20Texas
2020-02-07,16,8,0.0,11.0,4,95,04:27 PM,05:48 AM,07:05 AM,06:02 PM,3,12,12,12,25,0,54,0.0,1014,16,10,240,15,United%20States%2C%20Texas
2020-02-08,15,12,0.0,11.0,4,100,05:35 PM,06:42 AM,07:05 AM,06:03 PM,11,13,14,13,25,25,80,0.0,1020,15,10,144,15,United%20States%2C%20Texas
2020-02-09,18,14,0.0,7.0,4,100,06:44 PM,07:32 AM,07:04 AM,06:04 PM,16,17,17,17,47,66,88,0.3,1017,18,10,150,25,United%20States%2C%20Texas
2020-02-10,19,16,0.0,5.5,4,83,07:53 PM,08:16 AM,07:03 AM,06:05 PM,18,19,19,19,46,87,96,10.3,1015,19,8,173,23,United%20States%2C%20Texas
2020-02-11,19,17,0.0,5.5,4,75,09:01 PM,08:58 AM,07:02 AM,06:06 PM,17,18,18,18,27,98,94,0.7,1015,19,8,117,14,United%20States%2C%20Texas
2020-02-12,20,17,0.0,5.5,4,68,10:07 PM,09:37 AM,07:02 AM,06:06 PM,17,19,19,19,48,78,89,4.4,1010,20,9,215,24,United%20States%2C%20Texas
2020-02-13,14,12,0.0,11.1,4,60,11:12 PM,10:14 AM,07:01 AM,06:07 PM,9,12,14,12,30,22,75,0.7,1020,14,10,157,21,United%20States%2C%20Texas
2020-02-14,11,6,0.0,11.1,3,53,No moonrise,10:53 AM,07:00 AM,06:08 PM,4,6,9,6,31,1,69,0.0,1028,11,10,51,23,United%20States%2C%20Texas
2020-02-15,16,9,0.0,7.2,3,45,12:16 AM,11:33 AM,06:59 AM,06:09 PM,10,12,13,12,27,47,78,0.1,1024,16,10,95,18,United%20States%2C%20Texas
2020-02-16,19,15,0.0,11.5,4,38,01:20 AM,12:15 PM,06:58 AM,06:09 PM,16,17,17,17,18,49,90,0.3,1018,19,7,138,10,United%20States%2C%20Texas
2020-02-17,20,17,0.0,5.8,4,30,02:21 AM,01:02 PM,06:57 AM,06:10 PM,17,19,19,19,36,75,92,0.4,1012,20,9,179,19,United%20States%2C%20Texas
2020-02-18,20,18,0.0,10.1,4,22,03:21 AM,01:52 PM,06:56 AM,06:11 PM,18,19,19,19,27,69,94,0.1,1015,20,10,155,14,United%20States%2C%20Texas
2020-02-19,16,14,0.0,5.8,4,15,04:16 AM,02:45 PM,06:55 AM,06:12 PM,14,16,16,16,33,82,88,0.8,1022,16,10,44,21,United%20States%2C%20Texas
2020-02-20,15,11,0.0,5.8,3,7,05:06 AM,03:40 PM,06:55 AM,06:12 PM,12,12,14,12,40,100,89,13.0,1023,15,6,34,29,United%20States%2C%20Texas
2020-02-21,11,6,0.0,11.6,3,0,05:52 AM,04:36 PM,06:54 AM,06:13 PM,2,5,9,5,35,19,61,0.0,1034,11,10,32,28,United%20States%2C%20Texas
2020-02-22,11,4,0.0,11.6,3,0,06:32 AM,05:32 PM,06:53 AM,06:14 PM,3,6,9,6,22,8,64,0.0,1030,11,10,82,16,United%20States%2C%20Texas
2020-02-23,17,11,0.0,5.8,4,0,07:09 AM,06:26 PM,06:52 AM,06:14 PM,13,15,16,15,30,88,81,0.0,1020,17,10,151,19,United%20States%2C%20Texas
2020-02-24,20,17,0.0,5.8,4,0,07:42 AM,07:19 PM,06:51 AM,06:15 PM,15,19,19,19,41,87,83,14.0,1011,20,9,219,23,United%20States%2C%20Texas
2020-02-25,17,15,0.0,10.2,4,8,08:12 AM,08:11 PM,06:50 AM,06:16 PM,10,16,16,16,17,65,69,0.0,1013,17,10,154,11,United%20States%2C%20Texas
2020-02-26,11,9,0.0,11.6,4,15,08:42 AM,09:04 PM,06:49 AM,06:17 PM,-0,7,11,7,41,13,47,0.1,1026,11,10,343,32,United%20States%2C%20Texas
2020-02-27,10,6,0.0,11.6,3,23,09:12 AM,09:56 PM,06:48 AM,06:17 PM,-3,6,8,6,19,0,44,0.0,1028,10,10,134,14,United%20States%2C%20Texas
2020-02-28,15,8,0.0,10.2,4,30,09:42 AM,10:48 PM,06:46 AM,06:18 PM,2,11,12,11,13,22,51,0.0,1029,15,10,205,8,United%20States%2C%20Texas
2020-02-29,17,13,0.0,11.6,5,38,10:14 AM,11:43 PM,06:45 AM,06:19 PM,9,15,15,15,19,20,66,0.0,1026,17,10,208,12,United%20States%2C%20Texas
2020-03-01,18,16,0.0,5.9,4,44,10:50 AM,No moonset,06:44 AM,06:19 PM,14,18,18,18,47,73,82,0.9,1017,18,10,175,27,United%20States%2C%20Texas
2020-03-02,19,17,0.0,5.9,4,51,11:30 AM,12:38 AM,06:43 AM,06:20 PM,17,18,18,18,42,86,91,1.0,1011,19,7,158,22,United%20States%2C%20Texas
2020-03-03,20,18,0.0,5.9,4,58,12:15 PM,01:36 AM,06:42 AM,06:21 PM,17,19,19,19,32,69,90,0.9,1009,20,10,137,17,United%20States%2C%20Texas
2020-03-04,20,18,0.0,5.9,4,65,01:07 PM,02:34 AM,06:41 AM,06:21 PM,17,19,19,19,45,79,89,4.7,1008,20,10,167,23,United%20States%2C%20Texas
2020-03-05,16,12,0.0,8.8,3,73,02:06 PM,03:32 AM,06:40 AM,06:22 PM,11,13,15,13,36,54,75,0.5,1019,16,9,230,25,United%20States%2C%20Texas
2020-03-06,17,14,0.0,11.6,4,80,03:10 PM,04:26 AM,06:39 AM,06:23 PM,7,14,15,14,27,21,59,0.0,1029,17,10,43,18,United%20States%2C%20Texas
2020-03-07,14,11,0.0,10.2,3,87,04:18 PM,05:18 AM,06:38 AM,06:23 PM,7,11,13,11,32,39,63,0.0,1030,14,10,85,23,United%20States%2C%20Texas
2020-03-08,18,14,0.0,7.4,4,95,05:28 PM,06:05 AM,06:37 AM,06:24 PM,12,16,16,16,32,43,77,0.2,1026,18,10,119,21,United%20States%2C%20Texas
2020-03-09,20,16,0.0,7.4,4,100,06:38 PM,06:48 AM,06:35 AM,06:24 PM,16,18,19,18,33,58,83,0.8,1024,20,10,155,19,United%20States%2C%20Texas
2020-03-10,21,19,0.0,7.4,4,100,07:47 PM,07:29 AM,06:34 AM,06:25 PM,18,19,19,19,28,61,90,1.0,1024,21,9,190,15,United%20States%2C%20Texas
2020-03-11,21,18,0.0,11.6,5,84,08:55 PM,08:08 AM,06:33 AM,06:26 PM,18,19,19,19,30,29,90,0.0,1019,21,10,188,18,United%20States%2C%20Texas
2020-03-12,21,18,0.0,11.6,5,76,10:02 PM,08:47 AM,06:32 AM,06:26 PM,17,19,19,19,32,24,89,0.0,1014,21,10,193,19,United%20States%2C%20Texas
2020-03-13,21,19,0.0,6.0,4,69,11:09 PM,09:28 AM,06:31 AM,06:27 PM,18,20,20,20,30,75,92,0.2,1016,21,10,147,17,United%20States%2C%20Texas
2020-03-14,21,19,0.0,8.8,5,62,No moonrise,10:11 AM,06:30 AM,06:28 PM,19,20,20,20,29,66,92,0.1,1020,21,10,148,17,United%20States%2C%20Texas
2020-03-15,21,20,0.0,11.6,5,55,12:13 AM,10:58 AM,06:28 AM,06:28 PM,19,20,21,20,26,41,90,0.3,1022,21,10,128,16,United%20States%2C%20Texas
2020-03-16,20,16,0.0,8.8,4,47,01:15 AM,11:48 AM,06:27 AM,06:29 PM,18,19,19,19,28,48,89,0.0,1021,20,10,105,17,United%20States%2C%20Texas
2020-03-17,22,20,0.0,10.2,5,40,02:13 AM,12:40 PM,06:26 AM,06:29 PM,19,21,21,21,27,50,91,0.1,1019,22,9,138,16,United%20States%2C%20Texas
2020-03-18,22,20,0.0,11.6,5,33,03:05 AM,01:36 PM,06:25 AM,06:30 PM,19,21,22,21,34,55,92,0.5,1018,22,10,151,20,United%20States%2C%20Texas
2020-03-19,23,21,0.0,6.0,5,25,03:52 AM,02:31 PM,06:24 AM,06:31 PM,20,21,23,21,36,81,92,0.5,1016,23,10,169,21,United%20States%2C%20Texas
2020-03-20,23,20,0.0,7.4,5,18,04:33 AM,03:27 PM,06:23 AM,06:31 PM,20,22,24,22,29,82,90,13.0,1020,23,9,188,17,United%20States%2C%20Texas
2020-03-21,19,14,0.0,6.1,4,11,05:10 AM,04:21 PM,06:21 AM,06:32 PM,19,19,19,19,30,89,94,6.8,1023,19,9,58,21,United%20States%2C%20Texas
2020-03-22,23,19,0.0,7.4,5,4,05:44 AM,05:15 PM,06:20 AM,06:32 PM,19,21,22,21,30,71,89,1.0,1019,23,10,136,19,United%20States%2C%20Texas
2020-03-23,23,21,0.0,8.8,5,0,06:15 AM,06:07 PM,06:19 AM,06:33 PM,20,22,23,22,31,55,92,0.1,1018,23,10,177,20,United%20States%2C%20Texas
2020-03-24,23,21,0.0,7.5,5,0,06:45 AM,06:59 PM,06:18 AM,06:34 PM,20,24,24,22,38,65,90,0.3,1014,23,10,193,24,United%20States%2C%20Texas
2020-03-25,25,20,0.0,11.6,6,3,07:14 AM,07:51 PM,06:17 AM,06:34 PM,19,24,24,22,23,10,82,0.0,1012,25,10,215,13,United%20States%2C%20Texas
2020-03-26,24,21,0.0,11.6,6,11,07:44 AM,08:43 PM,06:15 AM,06:35 PM,20,24,24,22,29,18,88,0.0,1012,24,10,176,18,United%20States%2C%20Texas
2020-03-27,24,22,0.0,11.6,5,18,08:15 AM,09:37 PM,06:14 AM,06:35 PM,21,25,25,23,33,36,90,0.0,1010,24,10,167,21,United%20States%2C%20Texas
2020-03-28,24,22,0.0,6.1,5,25,08:49 AM,10:32 PM,06:13 AM,06:36 PM,20,25,25,23,29,72,82,0.7,1011,24,10,219,19,United%20States%2C%20Texas
2020-03-29,23,20,0.0,10.2,6,32,09:27 AM,11:29 PM,06:12 AM,06:36 PM,12,22,23,22,22,29,53,0.0,1017,23,10,66,15,United%20States%2C%20Texas
2020-03-30,24,22,0.0,8.9,5,40,10:09 AM,No moonset,06:11 AM,06:37 PM,20,25,25,23,29,57,85,1.8,1014,24,10,145,20,United%20States%2C%20Texas
2020-03-31,25,22,0.0,11.6,5,44,10:58 AM,12:25 AM,06:10 AM,06:38 PM,17,25,25,23,34,25,72,0.0,1012,25,10,220,22,United%20States%2C%20Texas
2020-04-01,19,16,0.0,11.6,5,56,11:52 AM,01:22 AM,06:08 AM,06:38 PM,12,18,18,18,32,11,69,0.0,1016,19,10,84,25,United%20States%2C%20Texas
2020-04-02,22,19,0.0,7.5,5,64,12:52 PM,02:16 AM,06:07 AM,06:39 PM,16,21,22,21,35,74,73,0.9,1014,22,10,139,24,United%20States%2C%20Texas
2020-04-03,24,22,0.0,6.2,5,71,01:57 PM,03:07 AM,06:06 AM,06:39 PM,20,25,25,23,34,74,82,0.6,1013,24,10,145,24,United%20States%2C%20Texas
2020-04-04,22,16,0.0,8.9,5,79,03:04 PM,03:54 AM,06:05 AM,06:40 PM,19,21,23,21,28,67,86,20.1,1014,22,9,102,20,United%20States%2C%20Texas
2020-04-05,21,19,0.0,7.5,5,87,04:12 PM,04:38 AM,06:04 AM,06:41 PM,17,20,21,20,28,70,81,1.6,1016,21,10,90,21,United%20States%2C%20Texas
2020-04-06,23,21,0.0,6.2,5,94,05:21 PM,05:19 AM,06:03 AM,06:41 PM,19,23,23,22,26,59,82,0.0,1016,23,10,117,18,United%20States%2C%20Texas
2020-04-07,25,20,0.0,8.9,5,100,06:30 PM,05:58 AM,06:02 AM,06:42 PM,22,26,26,23,28,59,90,0.6,1014,25,10,183,19,United%20States%2C%20Texas
2020-04-08,26,22,0.0,10.3,5,100,07:39 PM,06:38 AM,06:01 AM,06:42 PM,22,26,26,24,28,41,87,0.4,1013,26,10,210,18,United%20States%2C%20Texas
2020-04-09,26,22,0.0,12.8,6,83,08:48 PM,07:18 AM,05:59 AM,06:43 PM,21,26,26,24,22,40,82,8.3,1011,26,9,180,13,United%20States%2C%20Texas
2020-04-10,21,18,0.0,10.6,5,76,09:56 PM,08:01 AM,05:58 AM,06:44 PM,17,20,21,20,34,56,77,8.1,1014,21,8,72,25,United%20States%2C%20Texas
2020-04-11,24,19,0.0,8.0,5,68,11:02 PM,08:48 AM,05:57 AM,06:44 PM,20,24,24,22,40,80,84,6.9,1010,24,10,130,28,United%20States%2C%20Texas
2020-04-12,27,21,0.0,10.6,6,61,No moonrise,09:38 AM,05:56 AM,06:45 PM,20,27,27,24,51,53,75,2.4,1003,27,10,209,32,United%20States%2C%20Texas
2020-04-13,19,14,0.0,12.9,5,53,12:04 AM,10:32 AM,05:55 AM,06:45 PM,10,17,19,17,32,0,58,0.0,1014,19,10,129,23,United%20States%2C%20Texas
2020-04-14,21,16,0.0,12.9,4,46,01:00 AM,11:28 AM,05:54 AM,06:46 PM,14,18,19,18,25,31,72,0.0,1017,21,10,57,19,United%20States%2C%20Texas
2020-04-15,19,13,0.0,12.9,5,38,01:50 AM,12:24 PM,05:53 AM,06:47 PM,9,15,16,15,34,15,60,0.0,1020,19,10,41,27,United%20States%2C%20Texas
2020-04-16,21,15,0.0,13.0,4,30,02:33 AM,01:21 PM,05:52 AM,06:47 PM,12,19,19,19,30,32,65,0.0,1019,21,10,101,22,United%20States%2C%20Texas
2020-04-17,23,20,0.0,9.4,5,23,03:12 AM,02:16 PM,05:51 AM,06:48 PM,19,24,24,22,26,74,81,0.5,1016,23,10,141,18,United%20States%2C%20Texas
2020-04-18,23,20,0.0,8.1,5,15,03:47 AM,03:10 PM,05:50 AM,06:48 PM,21,24,24,22,28,82,90,21.5,1014,23,8,97,17,United%20States%2C%20Texas
2020-04-19,25,18,0.0,8.1,5,8,04:18 AM,04:02 PM,05:49 AM,06:49 PM,21,25,25,22,33,71,85,2.1,1007,25,9,209,21,United%20States%2C%20Texas
2020-04-20,27,21,0.0,13.0,6,0,04:48 AM,04:54 PM,05:48 AM,06:50 PM,16,25,25,24,19,18,63,0.1,1010,27,10,200,11,United%20States%2C%20Texas
2020-04-21,25,22,0.0,13.0,6,0,05:17 AM,05:47 PM,05:47 AM,06:50 PM,16,25,25,23,23,21,63,0.0,1013,25,10,164,14,United%20States%2C%20Texas
2020-04-22,25,23,0.0,8.2,5,0,05:47 AM,06:39 PM,05:46 AM,06:51 PM,22,26,26,24,40,84,88,0.5,1009,25,10,172,27,United%20States%2C%20Texas
2020-04-23,28,24,0.0,12.0,6,0,06:17 AM,07:33 PM,05:45 AM,06:51 PM,21,27,27,25,21,39,79,0.6,1007,28,10,184,13,United%20States%2C%20Texas
2020-04-24,26,23,0.0,13.1,6,7,06:50 AM,08:28 PM,05:44 AM,06:52 PM,18,26,26,24,30,0,69,0.0,1008,26,10,156,19,United%20States%2C%20Texas
2020-04-25,25,22,0.0,12.0,5,15,07:27 AM,09:24 PM,05:43 AM,06:53 PM,16,25,25,24,20,35,63,0.4,1013,25,10,81,14,United%20States%2C%20Texas
2020-04-26,23,20,0.0,13.1,6,22,08:08 AM,10:21 PM,05:42 AM,06:53 PM,13,22,23,22,27,13,59,0.1,1020,23,10,71,19,United%20States%2C%20Texas
2020-04-27,25,22,0.0,13.1,6,30,08:54 AM,11:17 PM,05:41 AM,06:54 PM,17,25,25,23,34,4,69,0.0,1019,25,10,147,24,United%20States%2C%20Texas
2020-04-28,26,23,0.0,9.5,6,37,09:46 AM,No moonset,05:40 AM,06:55 PM,22,27,27,25,41,70,83,2.5,1015,26,10,167,29,United%20States%2C%20Texas
2020-04-29,26,23,0.0,8.2,5,45,10:43 AM,12:11 AM,05:39 AM,06:55 PM,20,26,26,24,34,72,76,28.1,1013,26,8,172,21,United%20States%2C%20Texas
2020-04-30,22,19,0.0,13.2,6,52,11:44 AM,01:02 AM,05:38 AM,06:56 PM,11,21,22,21,25,0,54,0.0,1019,22,10,130,17,United%20States%2C%20Texas
2020-05-01,24,20,0.0,13.2,6,58,12:48 PM,01:50 AM,05:37 AM,06:56 PM,15,23,23,22,27,4,64,0.0,1017,24,10,197,20,United%20States%2C%20Texas
2020-05-02,25,22,0.0,13.2,6,65,01:54 PM,02:32 AM,05:37 AM,06:57 PM,19,25,25,23,35,27,75,0.0,1017,25,10,173,26,United%20States%2C%20Texas
2020-05-03,25,23,0.0,12.0,5,72,03:00 PM,03:13 AM,05:36 AM,06:58 PM,20,26,26,24,32,49,80,0.0,1015,25,10,179,23,United%20States%2C%20Texas
2020-05-04,25,22,0.0,12.0,5,80,04:07 PM,03:52 AM,05:35 AM,06:58 PM,20,26,26,24,27,35,81,0.0,1014,25,10,173,19,United%20States%2C%20Texas
2020-05-05,26,23,0.0,10.8,5,87,05:15 PM,04:29 AM,05:34 AM,06:59 PM,22,27,27,25,24,44,85,0.2,1013,26,10,175,17,United%20States%2C%20Texas
2020-05-06,24,21,0.0,13.3,5,94,06:23 PM,05:09 AM,05:33 AM,07:00 PM,15,25,25,23,25,32,61,0.4,1019,24,9,85,19,United%20States%2C%20Texas
2020-05-07,24,22,0.0,13.7,6,100,07:33 PM,05:50 AM,05:33 AM,07:00 PM,16,25,25,23,35,1,64,0.0,1020,24,10,137,26,United%20States%2C%20Texas
2020-05-08,27,23,0.0,8.6,6,100,08:41 PM,06:35 AM,05:32 AM,07:01 PM,20,27,27,25,50,59,74,10.5,1014,27,9,172,33,United%20States%2C%20Texas
2020-05-09,21,19,0.0,13.3,4,84,09:48 PM,07:24 AM,05:31 AM,07:02 PM,13,20,21,20,41,44,63,0.0,1020,21,10,71,33,United%20States%2C%20Texas
2020-05-10,24,17,0.0,13.7,6,77,10:48 PM,08:18 AM,05:30 AM,07:02 PM,12,20,21,20,24,6,58,0.0,1021,24,10,62,18,United%20States%2C%20Texas
2020-05-11,23,21,0.0,13.7,6,70,11:43 PM,09:15 AM,05:30 AM,07:03 PM,15,24,24,22,31,9,63,0.0,1021,23,10,95,23,United%20States%2C%20Texas
2020-05-12,25,23,0.0,11.0,5,62,No moonrise,10:13 AM,05:29 AM,07:03 PM,18,26,26,24,36,52,71,0.3,1017,25,10,155,26,United%20States%2C%20Texas
2020-05-13,26,23,0.0,13.8,5,55,12:30 AM,11:12 AM,05:29 AM,07:04 PM,20,27,27,25,33,44,78,0.6,1016,26,10,148,24,United%20States%2C%20Texas
2020-05-14,27,24,0.0,9.8,6,48,01:11 AM,12:08 PM,05:28 AM,07:05 PM,22,28,28,25,32,62,83,3.6,1014,27,10,146,22,United%20States%2C%20Texas
