date_time,Lesotho_maxtempC,Lesotho_mintempC,Lesotho_totalSnow_cm,Lesotho_sunHour,Lesotho_uvIndex,Lesotho_moon_illumination,Lesotho_moonrise,Lesotho_moonset,Lesotho_sunrise,Lesotho_sunset,Lesotho_DewPointC,Lesotho_FeelsLikeC,Lesotho_HeatIndexC,Lesotho_WindChillC,Lesotho_WindGustKmph,Lesotho_cloudcover,Lesotho_humidity,Lesotho_precipMM,Lesotho_pressure,Lesotho_tempC,Lesotho_visibility,Lesotho_winddirDegree,Lesotho_windspeedKmph,Lesotho_location
2020-12-27,28,17,0.0,14.0,7,85,04:58 PM,02:58 AM,05:11 AM,07:12 PM,7,24,24,24,20,8,38,0.0,1010,28,10,186,15,Lesotho
2020-12-28,29,21,0.0,14.0,7,92,05:54 PM,03:37 AM,05:12 AM,07:12 PM,9,25,25,24,17,8,38,0.0,1010,29,10,113,11,Lesotho
2020-12-29,28,19,0.0,13.4,5,100,06:50 PM,04:21 AM,05:12 AM,07:13 PM,13,23,23,23,17,29,57,3.6,1012,28,10,139,12,Lesotho
2020-12-30,26,18,0.0,13.4,5,100,07:45 PM,05:12 AM,05:13 AM,07:13 PM,14,24,24,22,5,50,64,5.1,1011,26,10,179,4,Lesotho
2020-12-31,28,17,0.0,11.0,5,89,08:35 PM,06:07 AM,05:14 AM,07:13 PM,14,23,23,22,20,61,68,13.4,1011,28,9,171,14,Lesotho
2021-01-01,25,17,0.0,12.2,5,79,09:22 PM,07:07 AM,05:14 AM,07:13 PM,14,20,20,20,12,56,71,20.2,1015,25,9,142,8,Lesotho
2021-01-02,21,14,0.0,11.0,4,71,10:04 PM,08:08 AM,05:15 AM,07:14 PM,12,18,18,18,14,58,72,0.7,1021,21,10,228,11,Lesotho
2021-01-03,16,15,0.0,9.9,4,64,10:42 PM,09:11 AM,05:16 AM,07:14 PM,12,15,15,15,4,52,82,2.5,1020,16,10,125,3,Lesotho
2021-01-04,23,12,0.0,13.3,4,57,11:18 PM,10:13 AM,05:17 AM,07:14 PM,12,17,17,17,12,41,75,4.7,1015,23,10,152,9,Lesotho
2021-01-05,16,15,0.0,8.7,4,50,11:52 PM,11:16 AM,05:17 AM,07:14 PM,14,16,16,16,9,84,91,29.2,1012,16,7,58,7,Lesotho
2021-01-06,23,13,0.0,9.9,4,42,No moonrise,12:18 PM,05:18 AM,07:14 PM,15,18,19,18,11,71,82,24.8,1010,23,7,138,6,Lesotho
2021-01-07,27,15,0.0,13.3,5,35,12:26 AM,01:22 PM,05:19 AM,07:14 PM,11,21,21,21,10,35,59,0.5,1013,27,10,153,6,Lesotho
2021-01-08,27,17,0.0,13.9,6,28,01:03 AM,02:27 PM,05:20 AM,07:14 PM,11,22,22,22,12,8,52,0.0,1012,27,10,160,8,Lesotho
2021-01-09,27,17,0.0,13.9,5,20,01:43 AM,03:35 PM,05:20 AM,07:14 PM,11,22,22,22,16,22,53,0.4,1011,27,10,169,11,Lesotho
2021-01-10,28,19,0.0,13.9,6,13,02:28 AM,04:42 PM,05:21 AM,07:14 PM,13,23,23,22,8,31,55,1.9,1010,28,9,234,5,Lesotho
2021-01-11,19,17,0.0,9.9,4,6,03:19 AM,05:49 PM,05:22 AM,07:14 PM,14,18,18,18,11,73,78,7.8,1014,19,10,223,8,Lesotho
2021-01-12,24,16,0.0,8.7,5,0,04:16 AM,06:51 PM,05:23 AM,07:14 PM,14,19,20,19,9,79,74,16.7,1015,24,9,154,6,Lesotho
2021-01-13,27,17,0.0,13.9,5,0,05:19 AM,07:46 PM,05:24 AM,07:14 PM,14,23,23,22,9,35,63,3.7,1014,27,10,129,5,Lesotho
2021-01-14,25,18,0.0,8.7,5,1,06:22 AM,08:34 PM,05:25 AM,07:14 PM,14,22,22,21,15,82,67,31.0,1012,25,7,169,9,Lesotho
2021-01-15,25,17,0.0,9.8,5,8,07:26 AM,09:15 PM,05:25 AM,07:14 PM,15,22,22,21,28,73,75,42.7,1009,25,7,160,16,Lesotho
2021-01-16,25,16,0.0,11.0,5,16,08:26 AM,09:51 PM,05:26 AM,07:14 PM,12,20,21,20,14,54,66,4.2,1007,25,10,230,10,Lesotho
2021-01-17,27,16,0.0,13.9,6,23,09:24 AM,10:23 PM,05:27 AM,07:13 PM,6,22,22,21,10,1,39,0.0,1009,27,10,194,7,Lesotho
2021-01-18,25,15,0.0,13.9,5,30,10:19 AM,10:53 PM,05:28 AM,07:13 PM,11,21,21,21,11,17,58,0.1,1011,25,10,87,8,Lesotho
2021-01-19,28,17,0.0,13.8,6,38,11:13 AM,11:22 PM,05:29 AM,07:13 PM,12,23,23,22,16,14,55,0.2,1011,28,10,172,11,Lesotho
2021-01-20,29,19,0.0,13.8,7,45,12:05 PM,11:51 PM,05:30 AM,07:13 PM,12,24,24,24,11,9,49,0.0,1012,29,10,174,7,Lesotho
2021-01-21,29,18,0.0,11.0,5,52,12:58 PM,No moonset,05:31 AM,07:12 PM,11,23,23,23,11,40,51,0.8,1014,29,10,188,7,Lesotho
2021-01-22,29,18,0.0,13.8,6,59,01:52 PM,12:21 AM,05:32 AM,07:12 PM,12,24,24,23,14,9,51,0.1,1014,29,10,93,10,Lesotho
2021-01-23,30,19,0.0,13.8,7,67,02:46 PM,12:55 AM,05:32 AM,07:12 PM,11,25,25,25,11,8,46,0.0,1011,30,10,122,7,Lesotho
2021-01-24,30,19,0.0,13.8,7,74,03:43 PM,01:32 AM,05:33 AM,07:11 PM,11,25,25,24,9,5,47,0.0,1010,30,10,148,6,Lesotho
2021-01-25,27,15,0.0,13.3,5,81,04:39 PM,02:13 AM,05:34 AM,07:11 PM,12,20,20,20,9,29,62,0.7,1015,27,9,143,6,Lesotho
2021-01-26,23,14,0.0,11.0,5,88,05:35 PM,03:01 AM,05:35 AM,07:10 PM,13,19,20,19,9,57,68,2.0,1013,23,10,179,7,Lesotho
2021-01-27,20,17,0.0,8.6,4,96,06:27 PM,03:55 AM,05:36 AM,07:10 PM,16,18,18,18,19,84,86,42.6,1011,20,6,171,11,Lesotho
2021-01-28,17,14,0.0,8.6,4,100,07:16 PM,04:54 AM,05:37 AM,07:09 PM,14,16,16,16,8,76,87,18.0,1013,17,9,101,5,Lesotho
2021-01-29,24,13,0.0,9.8,5,90,08:01 PM,05:57 AM,05:38 AM,07:09 PM,12,19,19,19,8,56,69,0.7,1014,24,10,214,5,Lesotho
2021-01-30,28,16,0.0,13.7,6,82,08:41 PM,07:01 AM,05:38 AM,07:08 PM,10,22,22,22,9,5,52,0.0,1012,28,10,135,6,Lesotho
2021-01-31,26,16,0.0,13.7,5,79,09:18 PM,08:05 AM,05:39 AM,07:08 PM,13,22,22,21,13,35,67,1.7,1009,26,10,143,8,Lesotho
2021-02-01,28,14,0.0,13.7,6,63,09:54 PM,09:09 AM,05:40 AM,07:07 PM,9,21,21,21,16,7,56,0.0,1011,28,10,162,11,Lesotho
2021-02-02,22,13,0.0,12.1,4,55,10:28 PM,10:12 AM,05:41 AM,07:07 PM,10,18,18,18,13,36,65,0.7,1018,22,10,138,9,Lesotho
2021-02-03,16,14,0.0,9.7,3,48,11:04 PM,11:16 AM,05:42 AM,07:06 PM,13,15,15,15,7,69,90,12.0,1018,16,8,54,5,Lesotho
2021-02-04,24,12,0.0,12.1,5,40,11:42 PM,12:20 PM,05:43 AM,07:05 PM,13,18,19,18,8,59,74,0.6,1016,24,8,163,6,Lesotho
2021-02-05,27,15,0.0,10.9,5,33,No moonrise,01:26 PM,05:44 AM,07:05 PM,13,22,22,21,8,47,65,1.0,1015,27,10,177,5,Lesotho
2021-02-06,26,16,0.0,10.9,5,25,12:24 AM,02:32 PM,05:44 AM,07:04 PM,14,21,21,21,13,46,68,10.3,1014,26,9,178,8,Lesotho
2021-02-07,26,15,0.0,13.6,5,18,01:12 AM,03:37 PM,05:45 AM,07:03 PM,13,22,22,21,11,46,68,7.6,1012,26,9,189,7,Lesotho
