date_time,Afghanistan_maxtempC,Afghanistan_mintempC,Afghanistan_totalSnow_cm,Afghanistan_sunHour,Afghanistan_uvIndex,Afghanistan_moon_illumination,Afghanistan_moonrise,Afghanistan_moonset,Afghanistan_sunrise,Afghanistan_sunset,Afghanistan_DewPointC,Afghanistan_FeelsLikeC,Afghanistan_HeatIndexC,Afghanistan_WindChillC,Afghanistan_WindGustKmph,Afghanistan_cloudcover,Afghanistan_humidity,Afghanistan_precipMM,Afghanistan_pressure,Afghanistan_tempC,Afghanistan_visibility,Afghanistan_winddirDegree,Afghanistan_windspeedKmph,Afghanistan_location
2020-01-01,3,-1,0.1,3.6,1,37,11:06 AM,10:41 PM,07:00 AM,04:53 PM,-10,-2,1,-2,12,88,46,0.4,1026,3,9,188,9,Afghanistan
2020-01-02,-1,-4,4.5,3.6,1,44,11:34 AM,11:36 PM,07:00 AM,04:54 PM,-3,-4,-2,-4,8,100,95,6.5,1028,-1,2,170,5,Afghanistan
2020-01-03,-1,-6,0.5,7.0,1,51,12:01 PM,No moonset,07:00 AM,04:55 PM,-5,-5,-4,-5,8,56,87,0.9,1026,-1,8,211,5,Afghanistan
2020-01-04,4,-3,0.0,8.7,2,59,12:29 PM,12:30 AM,07:00 AM,04:56 PM,-12,-2,0,-2,9,4,42,0.0,1023,4,10,211,6,Afghanistan
2020-01-05,2,-4,1.0,5.3,1,66,12:58 PM,01:26 AM,07:01 AM,04:56 PM,-11,-3,-2,-3,7,47,52,2.1,1022,2,8,184,5,Afghanistan
2020-01-06,-2,-6,12.2,3.6,1,73,01:31 PM,02:23 AM,07:01 AM,04:57 PM,-4,-6,-4,-6,9,90,95,14.8,1022,-2,4,275,6,Afghanistan
2020-01-07,-3,-10,0.3,8.7,1,80,02:07 PM,03:23 AM,07:01 AM,04:58 PM,-10,-10,-7,-10,13,29,78,0.3,1025,-3,9,205,7,Afghanistan
2020-01-08,-6,-14,0.0,8.7,2,88,02:49 PM,04:24 AM,07:01 AM,04:59 PM,-16,-15,-10,-15,17,3,62,0.0,1027,-6,10,210,9,Afghanistan
2020-01-09,-2,-13,0.0,8.7,2,95,03:39 PM,05:27 AM,07:01 AM,05:00 PM,-19,-11,-8,-11,13,0,39,0.0,1023,-2,10,211,7,Afghanistan
2020-01-10,-1,-11,0.0,8.7,2,100,04:36 PM,06:28 AM,07:01 AM,05:01 PM,-19,-10,-7,-10,11,2,36,0.0,1025,-1,10,211,6,Afghanistan
2020-01-11,-1,-10,0.2,3.8,1,100,05:40 PM,07:26 AM,07:01 AM,05:02 PM,-12,-7,-4,-7,12,52,52,0.6,1023,-1,9,196,6,Afghanistan
2020-01-12,-0,-3,2.6,3.8,1,83,06:49 PM,08:18 AM,07:00 AM,05:02 PM,-3,-3,-2,-3,7,93,93,5.8,1020,-0,3,169,5,Afghanistan
2020-01-13,-1,-7,12.6,3.8,1,76,07:59 PM,09:04 AM,07:00 AM,05:03 PM,-4,-4,-3,-4,6,94,94,14.8,1013,-1,4,226,4,Afghanistan
2020-01-14,-4,-11,0.0,8.7,2,69,09:08 PM,09:45 AM,07:00 AM,05:04 PM,-13,-11,-8,-11,12,34,68,0.0,1024,-4,10,203,6,Afghanistan
2020-01-15,-2,-10,0.0,8.7,2,61,10:16 PM,10:22 AM,07:00 AM,05:05 PM,-13,-11,-8,-11,13,21,65,0.0,1026,-2,10,199,7,Afghanistan
2020-01-16,-3,-12,0.0,8.7,2,54,11:23 PM,10:56 AM,07:00 AM,05:06 PM,-16,-13,-8,-13,17,29,53,0.0,1025,-3,10,199,9,Afghanistan
2020-01-17,-3,-11,0.0,8.7,2,47,No moonrise,11:30 AM,06:59 AM,05:07 PM,-17,-12,-8,-12,15,40,50,0.0,1025,-3,10,201,8,Afghanistan
2020-01-18,-5,-12,0.0,8.7,2,40,12:29 AM,12:04 PM,06:59 AM,05:08 PM,-16,-13,-8,-13,15,2,53,0.0,1026,-5,10,202,8,Afghanistan
2020-01-19,-4,-13,0.0,5.5,1,32,01:35 AM,12:40 PM,06:59 AM,05:09 PM,-16,-11,-8,-11,12,42,54,0.0,1025,-4,10,209,6,Afghanistan
2020-01-20,-2,-9,1.0,8.7,2,25,02:40 AM,01:20 PM,06:58 AM,05:10 PM,-9,-7,-5,-7,7,52,76,1.3,1022,-2,9,207,4,Afghanistan
2020-01-21,-2,-7,4.3,3.9,1,18,03:44 AM,02:04 PM,06:58 AM,05:11 PM,-5,-5,-5,-5,5,76,93,5.3,1024,-2,6,206,3,Afghanistan
2020-01-22,-4,-11,0.3,8.7,1,11,04:45 AM,02:52 PM,06:58 AM,05:12 PM,-11,-12,-8,-12,14,34,78,0.3,1031,-4,9,201,7,Afghanistan
2020-01-23,-5,-14,0.0,8.7,2,3,05:43 AM,03:46 PM,06:57 AM,05:13 PM,-15,-14,-9,-14,15,6,61,0.0,1028,-5,10,200,8,Afghanistan
2020-01-24,1,-7,0.0,5.5,1,0,06:34 AM,04:42 PM,06:57 AM,05:14 PM,-12,-7,-4,-7,13,42,54,0.1,1022,1,10,205,7,Afghanistan
2020-01-25,-1,-8,0.1,7.1,1,0,07:20 AM,05:40 PM,06:56 AM,05:15 PM,-7,-8,-5,-8,14,33,81,0.1,1022,-1,10,197,7,Afghanistan
2020-01-26,-3,-11,0.0,8.7,2,4,08:00 AM,06:38 PM,06:56 AM,05:16 PM,-14,-11,-7,-11,14,2,58,0.0,1023,-3,10,196,8,Afghanistan
2020-01-27,-2,-10,0.0,8.7,2,11,08:34 AM,07:36 PM,06:55 AM,05:17 PM,-12,-9,-6,-9,13,8,63,0.0,1022,-2,10,200,7,Afghanistan
2020-01-28,-4,-10,0.0,8.7,2,18,09:06 AM,08:31 PM,06:54 AM,05:18 PM,-14,-12,-7,-12,15,4,59,0.0,1023,-4,10,207,9,Afghanistan
2020-01-29,-4,-12,0.0,8.7,2,26,09:35 AM,09:26 PM,06:54 AM,05:19 PM,-16,-13,-8,-13,17,20,54,0.0,1022,-4,10,199,9,Afghanistan
2020-01-30,-3,-12,0.0,8.7,2,33,10:02 AM,10:20 PM,06:53 AM,05:20 PM,-14,-12,-7,-12,15,20,59,0.0,1024,-3,10,197,8,Afghanistan
2020-01-31,-1,-7,0.7,4.0,1,37,10:29 AM,11:15 PM,06:52 AM,05:21 PM,-8,-8,-5,-8,12,70,78,0.8,1020,-1,7,198,6,Afghanistan
2020-02-01,-2,-10,0.0,8.7,2,49,10:57 AM,No moonset,06:52 AM,05:22 PM,-13,-10,-6,-10,15,3,60,0.0,1024,-2,10,199,8,Afghanistan
2020-02-02,-2,-10,0.0,8.7,2,57,11:28 AM,12:10 AM,06:51 AM,05:23 PM,-13,-9,-6,-9,14,21,55,0.0,1025,-2,10,199,8,Afghanistan
2020-02-03,-1,-8,2.0,4.0,1,64,12:01 PM,01:08 AM,06:50 AM,05:24 PM,-9,-7,-4,-7,9,72,70,2.4,1023,-1,7,224,5,Afghanistan
2020-02-04,-1,-8,6.3,4.0,1,72,12:39 PM,02:07 AM,06:49 AM,05:25 PM,-6,-6,-4,-6,6,69,89,7.4,1023,-1,6,173,4,Afghanistan
2020-02-05,-3,-10,0.0,8.7,2,79,01:25 PM,03:08 AM,06:49 AM,05:26 PM,-11,-11,-7,-11,14,29,74,0.0,1024,-3,10,200,8,Afghanistan
2020-02-06,-1,-9,0.0,7.1,1,87,02:17 PM,04:09 AM,06:48 AM,05:27 PM,-12,-10,-6,-10,16,51,62,0.0,1024,-1,10,204,9,Afghanistan
2020-02-07,-2,-12,0.0,8.7,2,95,03:19 PM,05:08 AM,06:47 AM,05:28 PM,-15,-12,-7,-12,19,0,51,0.0,1025,-2,10,200,10,Afghanistan
2020-02-08,2,-9,0.0,8.7,2,100,04:25 PM,06:04 AM,06:46 AM,05:29 PM,-14,-7,-3,-7,14,0,45,0.0,1023,2,10,197,8,Afghanistan
2020-02-09,1,-6,0.0,8.7,2,100,05:37 PM,06:54 AM,06:45 AM,05:30 PM,-13,-6,-3,-6,14,0,45,0.0,1024,1,10,198,8,Afghanistan
2020-02-10,1,-6,0.1,7.2,1,83,06:49 PM,07:38 AM,06:44 AM,05:31 PM,-9,-5,-2,-5,13,40,59,0.3,1023,1,9,204,7,Afghanistan
2020-02-11,1,-3,2.6,4.1,1,75,08:00 PM,08:18 AM,06:43 AM,05:32 PM,-2,-2,-1,-2,5,86,96,5.0,1022,1,3,226,3,Afghanistan
2020-02-12,1,-3,16.9,4.1,1,68,09:11 PM,08:54 AM,06:42 AM,05:33 PM,0,-0,0,-0,3,100,99,19.9,1021,1,2,190,2,Afghanistan
2020-02-13,3,-2,5.4,4.1,1,60,10:19 PM,09:30 AM,06:41 AM,05:34 PM,0,-1,1,-1,10,78,94,6.4,1021,3,5,179,6,Afghanistan
2020-02-14,3,-6,0.0,8.7,2,53,11:27 PM,10:04 AM,06:40 AM,05:35 PM,-14,-6,-2,-6,18,1,38,0.0,1025,3,10,204,10,Afghanistan
2020-02-15,6,-4,0.0,8.7,2,45,No moonrise,10:41 AM,06:39 AM,05:36 PM,-13,-2,1,-2,13,15,37,0.0,1023,6,10,215,8,Afghanistan
2020-02-16,1,-5,0.0,8.7,2,38,12:33 AM,11:20 AM,06:38 AM,05:37 PM,-15,-6,-2,-6,18,4,36,0.0,1029,1,10,206,11,Afghanistan
2020-02-17,4,-5,0.0,8.7,2,30,01:38 AM,12:02 PM,06:37 AM,05:38 PM,-15,-5,-1,-5,19,3,34,0.0,1027,4,10,201,11,Afghanistan
2020-02-18,6,-2,0.0,8.7,2,22,02:40 AM,12:49 PM,06:36 AM,05:39 PM,-9,-1,2,-1,16,5,42,0.0,1022,6,10,203,9,Afghanistan
2020-02-19,3,-0,0.4,5.7,1,15,03:38 AM,01:41 PM,06:35 AM,05:40 PM,-6,-1,1,-1,10,36,58,0.6,1022,3,9,152,7,Afghanistan
2020-02-20,5,-4,0.0,8.7,2,7,04:31 AM,02:35 PM,06:34 AM,05:41 PM,-8,-2,0,-2,11,17,53,0.0,1024,5,10,203,6,Afghanistan
2020-02-21,6,-2,0.0,8.7,2,0,05:18 AM,03:33 PM,06:33 AM,05:42 PM,-8,-1,2,-1,15,23,49,0.0,1023,6,10,201,9,Afghanistan
2020-02-22,8,0,0.0,8.7,2,0,05:59 AM,04:30 PM,06:32 AM,05:43 PM,-6,1,3,1,14,6,50,0.0,1026,8,10,203,8,Afghanistan
2020-02-23,8,-1,0.0,8.7,2,0,06:34 AM,05:27 PM,06:30 AM,05:43 PM,-6,1,3,1,14,4,52,0.0,1024,8,10,200,8,Afghanistan
2020-02-24,7,-1,0.0,8.7,2,0,07:07 AM,06:23 PM,06:29 AM,05:44 PM,-7,0,3,0,16,6,49,0.0,1021,7,10,200,10,Afghanistan
2020-02-25,10,2,0.0,8.7,3,8,07:36 AM,07:19 PM,06:28 AM,05:45 PM,-4,4,6,4,13,9,50,0.0,1019,10,10,199,8,Afghanistan
2020-02-26,12,2,0.0,8.7,3,15,08:04 AM,08:13 PM,06:27 AM,05:46 PM,-4,6,7,6,12,21,44,0.0,1019,12,10,198,7,Afghanistan
2020-02-27,15,7,0.0,8.7,4,23,08:31 AM,09:08 PM,06:26 AM,05:47 PM,1,10,10,10,7,27,52,0.0,1017,15,10,166,5,Afghanistan
2020-02-28,6,4,0.0,4.2,2,30,08:58 AM,10:02 PM,06:24 AM,05:48 PM,3,4,6,4,9,85,83,15.8,1016,6,8,51,8,Afghanistan
2020-02-29,12,4,0.0,4.2,2,38,09:28 AM,10:58 PM,06:23 AM,05:49 PM,1,7,7,7,4,63,66,2.5,1018,12,10,203,2,Afghanistan
2020-03-01,13,3,0.0,8.7,3,44,09:59 AM,11:56 PM,06:22 AM,05:50 PM,-0,8,8,8,4,14,61,0.0,1019,13,10,218,2,Afghanistan
2020-03-02,15,5,0.0,8.7,4,51,10:34 AM,No moonset,06:21 AM,05:50 PM,-2,9,9,9,8,4,46,0.0,1017,15,10,207,5,Afghanistan
2020-03-03,14,5,0.0,8.7,4,58,11:15 AM,12:54 AM,06:19 AM,05:51 PM,-6,9,9,9,7,11,34,0.0,1016,14,10,171,5,Afghanistan
2020-03-04,8,1,0.0,4.3,2,65,12:03 PM,01:54 AM,06:18 AM,05:52 PM,2,5,6,5,10,82,73,12.3,1013,8,7,92,8,Afghanistan
2020-03-05,7,4,0.0,4.3,2,73,12:59 PM,02:52 AM,06:17 AM,05:53 PM,2,4,6,4,9,74,80,6.5,1015,7,7,39,7,Afghanistan
2020-03-06,11,4,0.0,8.7,3,80,02:01 PM,03:49 AM,06:16 AM,05:54 PM,-2,7,8,7,3,13,55,0.0,1015,11,10,215,3,Afghanistan
2020-03-07,10,4,0.3,4.3,2,87,03:10 PM,04:40 AM,06:14 AM,05:55 PM,-3,6,6,6,7,65,56,1.9,1016,10,9,146,6,Afghanistan
2020-03-08,8,2,0.0,8.7,3,95,04:22 PM,05:27 AM,06:13 AM,05:55 PM,-10,5,5,5,5,6,33,0.0,1023,8,10,168,4,Afghanistan
2020-03-09,10,3,0.0,4.3,2,100,05:35 PM,06:09 AM,06:12 AM,05:56 PM,-5,6,6,6,5,63,44,0.1,1019,10,10,196,4,Afghanistan
2020-03-10,7,3,0.0,4.3,2,100,06:47 PM,06:47 AM,06:10 AM,05:57 PM,-0,4,5,4,7,87,72,5.3,1016,7,6,323,6,Afghanistan
2020-03-11,10,2,4.1,5.8,2,84,07:59 PM,07:24 AM,06:09 AM,05:58 PM,-1,3,6,3,16,66,65,5.8,1014,10,7,121,13,Afghanistan
2020-03-12,8,4,0.0,4.3,2,76,09:10 PM,08:00 AM,06:08 AM,05:59 PM,-1,4,6,4,12,74,62,1.5,1015,8,8,32,10,Afghanistan
2020-03-13,13,1,0.0,11.6,3,69,10:20 PM,08:36 AM,06:06 AM,06:00 PM,-3,6,6,6,4,12,55,0.0,1020,13,10,195,3,Afghanistan
2020-03-14,15,3,0.0,11.6,3,62,11:28 PM,09:16 AM,06:05 AM,06:00 PM,-9,8,8,8,5,8,30,0.0,1022,15,10,223,3,Afghanistan
2020-03-15,13,4,0.0,10.2,3,55,No moonrise,09:59 AM,06:04 AM,06:01 PM,-9,9,9,9,5,20,29,0.0,1021,13,10,224,3,Afghanistan
2020-03-16,15,5,0.0,11.6,4,47,12:33 AM,10:45 AM,06:02 AM,06:02 PM,-6,10,10,10,5,51,31,0.0,1020,15,10,264,4,Afghanistan
2020-03-17,14,6,0.0,11.6,4,40,01:34 AM,11:36 AM,06:01 AM,06:03 PM,-1,10,10,10,7,22,47,0.0,1021,14,10,196,5,Afghanistan
2020-03-18,18,7,0.0,12.0,4,33,02:29 AM,12:30 PM,06:00 AM,06:03 PM,-1,12,12,12,5,4,41,0.0,1021,18,10,257,4,Afghanistan
2020-03-19,16,7,0.0,12.5,3,25,03:18 AM,01:27 PM,05:58 AM,06:04 PM,-3,12,12,12,6,18,37,0.0,1016,16,10,236,5,Afghanistan
2020-03-20,14,9,0.0,10.5,3,18,04:00 AM,02:24 PM,05:57 AM,06:05 PM,1,11,11,11,6,47,50,1.1,1015,14,9,81,5,Afghanistan
2020-03-21,10,6,0.0,9.2,2,11,04:36 AM,03:22 PM,05:56 AM,06:06 PM,5,7,8,7,8,69,81,13.2,1016,10,9,193,6,Afghanistan
2020-03-22,16,7,0.0,12.5,4,4,05:10 AM,04:17 PM,05:54 AM,06:07 PM,-1,12,12,12,6,12,42,0.0,1018,16,10,155,5,Afghanistan
2020-03-23,13,9,0.0,10.5,3,0,05:40 AM,05:13 PM,05:53 AM,06:07 PM,2,10,11,10,11,70,56,3.0,1016,13,8,63,9,Afghanistan
2020-03-24,10,6,0.0,7.9,2,0,06:07 AM,06:08 PM,05:51 AM,06:08 PM,5,7,8,7,8,81,82,15.0,1014,10,8,100,7,Afghanistan
2020-03-25,13,7,0.0,11.8,3,3,06:34 AM,07:02 PM,05:50 AM,06:09 PM,3,10,10,10,7,64,66,4.2,1016,13,10,121,6,Afghanistan
2020-03-26,14,6,0.0,7.9,3,11,07:01 AM,07:57 PM,05:49 AM,06:10 PM,3,10,10,10,9,80,64,5.8,1018,14,10,127,7,Afghanistan
2020-03-27,16,8,0.0,12.6,3,18,07:30 AM,08:53 PM,05:47 AM,06:10 PM,1,12,12,12,5,24,47,0.4,1016,16,10,213,4,Afghanistan
2020-03-28,14,8,0.0,11.9,3,25,08:00 AM,09:50 PM,05:46 AM,06:11 PM,-0,10,10,10,7,34,48,1.9,1017,14,10,161,6,Afghanistan
2020-03-29,15,5,0.0,12.7,3,32,08:33 AM,10:47 PM,05:45 AM,06:12 PM,1,10,10,10,6,35,56,0.4,1017,15,10,121,4,Afghanistan
2020-03-30,8,2,0.0,9.3,2,40,09:12 AM,11:46 PM,05:43 AM,06:13 PM,4,6,8,6,8,71,76,5.3,1016,8,9,215,6,Afghanistan
2020-03-31,6,4,0.0,8.0,2,44,09:56 AM,No moonset,05:42 AM,06:14 PM,4,4,5,4,6,93,93,34.2,1014,6,7,184,4,Afghanistan
2020-04-01,11,2,0.0,9.3,2,56,10:47 AM,12:43 AM,05:40 AM,06:14 PM,1,6,7,6,8,61,68,4.8,1017,11,10,267,6,Afghanistan
2020-04-02,14,5,0.0,12.8,4,64,11:45 AM,01:39 AM,05:39 AM,06:15 PM,-5,8,10,8,10,24,40,0.1,1019,14,10,222,7,Afghanistan
2020-04-03,20,7,0.0,12.8,5,71,12:49 PM,02:30 AM,05:38 AM,06:16 PM,-5,14,14,14,5,6,30,0.0,1018,20,10,174,3,Afghanistan
2020-04-04,18,10,0.0,12.8,5,79,01:57 PM,03:18 AM,05:36 AM,06:17 PM,-2,14,14,14,7,15,35,0.0,1017,18,10,189,5,Afghanistan
2020-04-05,17,9,0.0,12.8,3,87,03:08 PM,04:00 AM,05:35 AM,06:17 PM,2,13,13,13,5,46,46,1.0,1018,17,10,133,4,Afghanistan
2020-04-06,13,8,0.0,10.6,3,94,04:20 PM,04:39 AM,05:34 AM,06:18 PM,4,10,11,10,9,61,64,15.1,1017,13,9,88,7,Afghanistan
2020-04-07,17,4,0.0,12.9,3,100,05:32 PM,05:16 AM,05:32 AM,06:19 PM,3,11,11,11,6,22,58,1.5,1016,17,10,222,5,Afghanistan
2020-04-08,18,10,0.0,12.9,5,100,06:44 PM,05:52 AM,05:31 AM,06:20 PM,1,14,14,14,4,13,44,0.0,1016,18,10,130,3,Afghanistan
2020-04-09,14,6,0.0,11.9,3,83,07:57 PM,06:28 AM,05:30 AM,06:20 PM,5,11,12,11,7,41,57,2.0,1017,14,9,154,6,Afghanistan
2020-04-10,18,10,0.0,12.9,5,76,09:09 PM,07:07 AM,05:28 AM,06:21 PM,-0,14,14,14,5,5,39,0.0,1019,18,10,164,4,Afghanistan
2020-04-11,21,12,0.0,13.0,5,68,10:18 PM,07:50 AM,05:27 AM,06:22 PM,6,17,17,17,4,21,50,0.1,1019,21,10,88,4,Afghanistan
2020-04-12,22,12,0.0,13.0,5,61,11:24 PM,08:36 AM,05:26 AM,06:23 PM,7,17,18,17,6,30,53,0.1,1018,22,10,215,5,Afghanistan
2020-04-13,20,13,0.0,12.0,4,53,No moonrise,09:28 AM,05:24 AM,06:24 PM,7,17,17,17,8,44,54,1.1,1016,20,10,191,7,Afghanistan
2020-04-14,15,11,0.0,9.4,3,46,12:22 AM,10:22 AM,05:23 AM,06:24 PM,9,13,14,13,11,66,74,19.7,1015,15,9,179,7,Afghanistan
2020-04-15,20,9,0.0,9.4,4,38,01:15 AM,11:20 AM,05:22 AM,06:25 PM,5,14,15,14,6,72,61,7.1,1017,20,10,212,5,Afghanistan
2020-04-16,19,12,0.0,13.1,5,30,02:00 AM,12:18 PM,05:21 AM,06:26 PM,1,15,15,15,5,20,39,0.1,1015,19,10,221,4,Afghanistan
2020-04-17,11,9,0.0,9.4,3,23,02:39 AM,01:16 PM,05:19 AM,06:27 PM,5,10,11,10,6,61,68,9.4,1015,11,9,283,5,Afghanistan
2020-04-18,18,5,0.0,12.0,3,15,03:13 AM,02:12 PM,05:18 AM,06:28 PM,4,12,12,12,5,60,61,1.4,1016,18,10,127,4,Afghanistan
2020-04-19,19,9,0.0,13.1,5,8,03:43 AM,03:08 PM,05:17 AM,06:28 PM,-0,15,15,15,5,8,38,0.0,1015,19,10,163,4,Afghanistan
2020-04-20,18,10,0.0,8.2,4,0,04:11 AM,04:02 PM,05:16 AM,06:29 PM,2,14,14,14,10,77,50,4.0,1016,18,9,183,8,Afghanistan
2020-04-21,22,10,0.0,13.2,5,0,04:38 AM,04:57 PM,05:14 AM,06:30 PM,3,16,16,16,5,7,43,0.1,1016,22,10,197,4,Afghanistan
2020-04-22,21,11,0.0,12.0,4,0,05:05 AM,05:52 PM,05:13 AM,06:31 PM,-1,16,16,16,7,48,33,0.0,1014,21,10,155,5,Afghanistan
2020-04-23,23,13,0.0,13.2,6,0,05:33 AM,06:47 PM,05:12 AM,06:31 PM,2,19,19,19,5,0,35,0.0,1013,23,10,156,4,Afghanistan
2020-04-24,21,15,0.0,13.2,4,7,06:02 AM,07:44 PM,05:11 AM,06:32 PM,6,18,18,18,7,41,46,0.3,1013,21,10,136,6,Afghanistan
2020-04-25,22,12,0.0,12.0,4,15,06:34 AM,08:42 PM,05:10 AM,06:33 PM,5,17,17,17,7,46,47,1.0,1014,22,10,126,5,Afghanistan
2020-04-26,26,14,0.0,13.3,6,22,07:11 AM,09:41 PM,05:09 AM,06:34 PM,3,20,20,20,6,2,35,0.0,1015,26,10,181,4,Afghanistan
2020-04-27,25,15,0.0,13.3,6,30,07:53 AM,10:38 PM,05:08 AM,06:35 PM,3,20,20,20,8,7,33,0.0,1014,25,10,126,6,Afghanistan
2020-04-28,22,14,0.0,8.3,4,37,08:41 AM,11:35 PM,05:06 AM,06:35 PM,8,17,18,17,10,68,56,4.5,1016,22,10,280,8,Afghanistan
2020-04-29,21,14,0.0,12.0,4,45,09:37 AM,No moonset,05:05 AM,06:36 PM,7,17,18,17,10,53,53,5.0,1015,21,10,228,8,Afghanistan
2020-04-30,24,14,0.0,12.0,5,52,10:37 AM,12:26 AM,05:04 AM,06:37 PM,6,20,20,20,7,35,49,3.4,1016,24,10,181,5,Afghanistan
2020-05-01,20,13,0.0,10.8,4,58,11:42 AM,01:14 AM,05:03 AM,06:38 PM,8,16,16,16,8,54,60,5.0,1015,20,9,223,6,Afghanistan
2020-05-02,24,11,0.0,13.3,5,65,12:49 PM,01:56 AM,05:02 AM,06:39 PM,6,18,19,18,7,34,52,2.5,1013,24,10,187,5,Afghanistan
2020-05-03,22,12,0.0,13.4,4,72,01:59 PM,02:35 AM,05:01 AM,06:39 PM,6,17,18,17,7,38,50,1.9,1013,22,10,219,5,Afghanistan
2020-05-04,23,12,0.0,13.3,4,80,03:09 PM,03:11 AM,05:00 AM,06:40 PM,5,17,18,17,8,39,46,3.7,1014,23,10,172,6,Afghanistan
2020-05-05,22,10,0.0,13.8,5,87,04:19 PM,03:46 AM,04:59 AM,06:41 PM,3,16,17,16,10,7,44,0.2,1015,22,10,218,8,Afghanistan
2020-05-06,22,13,0.0,13.8,5,94,05:31 PM,04:21 AM,04:58 AM,06:42 PM,1,18,18,18,7,0,35,0.0,1015,22,10,253,6,Afghanistan
2020-05-07,23,14,0.0,13.3,5,100,06:43 PM,04:58 AM,04:57 AM,06:43 PM,1,19,18,19,6,24,33,0.0,1014,23,10,179,4,Afghanistan
2020-05-08,26,15,0.0,13.3,6,100,07:55 PM,05:39 AM,04:56 AM,06:43 PM,4,21,21,21,11,25,40,3.0,1013,26,10,153,8,Afghanistan
2020-05-09,26,13,0.0,13.3,5,84,09:04 PM,06:23 AM,04:55 AM,06:44 PM,6,19,19,19,7,34,46,1.2,1013,26,10,188,5,Afghanistan
2020-05-10,27,16,0.0,13.9,6,77,10:09 PM,07:14 AM,04:55 AM,06:45 PM,4,21,21,21,6,6,35,0.0,1015,27,10,158,4,Afghanistan
2020-05-11,24,16,0.0,8.7,5,70,11:06 PM,08:08 AM,04:54 AM,06:46 PM,8,19,20,19,10,69,51,8.2,1014,24,10,136,7,Afghanistan
2020-05-12,24,16,0.0,13.9,5,62,11:56 PM,09:07 AM,04:53 AM,06:47 PM,10,19,20,19,8,34,57,16.6,1014,24,9,76,6,Afghanistan
2020-05-13,21,14,0.0,8.7,4,55,No moonrise,10:06 AM,04:52 AM,06:47 PM,10,17,17,17,11,82,64,17.4,1013,21,9,128,8,Afghanistan
2020-05-14,19,11,0.0,8.7,4,48,12:38 AM,11:06 AM,04:51 AM,06:48 PM,10,14,15,14,14,79,74,39.9,1013,19,7,126,8,Afghanistan
2020-05-15,20,11,0.0,11.0,4,40,01:14 AM,12:04 PM,04:51 AM,06:49 PM,9,16,16,16,11,57,67,7.8,1014,20,9,79,8,Afghanistan
2020-05-16,22,11,0.0,11.1,4,33,01:46 AM,01:00 PM,04:50 AM,06:50 PM,5,17,18,17,6,71,53,10.1,1013,22,9,167,5,Afghanistan
2020-05-17,21,10,0.0,8.8,4,26,02:15 AM,01:56 PM,04:49 AM,06:50 PM,5,16,17,16,7,70,57,4.5,1012,21,10,131,5,Afghanistan
2020-05-18,21,12,0.0,14.0,5,19,02:42 AM,02:50 PM,04:48 AM,06:51 PM,3,16,17,16,8,22,46,2.6,1013,21,10,161,7,Afghanistan
