date_time,South%20Africa_maxtempC,South%20Africa_mintempC,South%20Africa_totalSnow_cm,South%20Africa_sunHour,South%20Africa_uvIndex,South%20Africa_moon_illumination,South%20Africa_moonrise,South%20Africa_moonset,South%20Africa_sunrise,South%20Africa_sunset,South%20Africa_DewPointC,South%20Africa_FeelsLikeC,South%20Africa_HeatIndexC,South%20Africa_WindChillC,South%20Africa_WindGustKmph,South%20Africa_cloudcover,South%20Africa_humidity,South%20Africa_precipMM,South%20Africa_pressure,South%20Africa_tempC,South%20Africa_visibility,South%20Africa_winddirDegree,South%20Africa_windspeedKmph,South%20Africa_location
2021-01-29,23,19,0.0,10.9,5,90,07:52 PM,06:01 AM,05:41 AM,07:00 PM,16,20,21,20,14,57,78,10.5,1014,23,9,160,10,South%20Africa
2021-01-30,27,20,0.0,8.2,5,82,08:33 PM,07:04 AM,05:42 AM,06:59 PM,17,24,24,23,18,78,69,38.5,1013,27,6,160,10,South%20Africa
2021-01-31,22,20,0.0,8.2,5,79,09:13 PM,08:06 AM,05:42 AM,06:59 PM,17,21,22,21,16,79,79,52.3,1010,22,7,142,9,South%20Africa
2021-02-01,28,20,0.0,9.5,5,63,09:50 PM,09:08 AM,05:43 AM,06:58 PM,16,23,23,23,17,72,66,26.5,1010,28,7,119,12,South%20Africa
2021-02-02,15,11,0.0,8.2,3,55,10:26 PM,10:09 AM,05:44 AM,06:58 PM,12,13,15,13,32,94,82,43.4,1018,15,7,110,24,South%20Africa
2021-02-03,23,12,0.0,12.0,5,48,11:04 PM,11:11 AM,05:45 AM,06:57 PM,14,19,20,19,12,58,70,0.1,1016,23,10,111,9,South%20Africa
2021-02-04,24,19,0.0,8.2,5,40,11:45 PM,12:13 PM,05:45 AM,06:57 PM,15,21,21,21,13,82,72,7.2,1015,24,9,135,9,South%20Africa
2021-02-05,23,20,0.0,9.5,5,33,No moonrise,01:17 PM,05:46 AM,06:56 PM,17,21,23,21,15,71,76,19.4,1015,23,9,81,11,South%20Africa
2021-02-06,19,18,0.0,8.2,4,25,12:28 AM,02:21 PM,05:47 AM,06:56 PM,17,19,19,19,11,83,87,18.2,1015,19,7,47,8,South%20Africa
2021-02-07,26,17,0.0,13.1,6,18,01:18 AM,03:26 PM,05:47 AM,06:55 PM,14,21,21,21,11,33,65,0.2,1012,26,10,182,9,South%20Africa
