date_time,Canada%2C%20Northwest%20Territories_maxtempC,Canada%2C%20Northwest%20Territories_mintempC,Canada%2C%20Northwest%20Territories_totalSnow_cm,Canada%2C%20Northwest%20Territories_sunHour,Canada%2C%20Northwest%20Territories_uvIndex,Canada%2C%20Northwest%20Territories_moon_illumination,Canada%2C%20Northwest%20Territories_moonrise,Canada%2C%20Northwest%20Territories_moonset,Canada%2C%20Northwest%20Territories_sunrise,Canada%2C%20Northwest%20Territories_sunset,Canada%2C%20Northwest%20Territories_DewPointC,Canada%2C%20Northwest%20Territories_FeelsLikeC,Canada%2C%20Northwest%20Territories_HeatIndexC,Canada%2C%20Northwest%20Territories_WindChillC,Canada%2C%20Northwest%20Territories_WindGustKmph,Canada%2C%20Northwest%20Territories_cloudcover,Canada%2C%20Northwest%20Territories_humidity,Canada%2C%20Northwest%20Territories_precipMM,Canada%2C%20Northwest%20Territories_pressure,Canada%2C%20Northwest%20Territories_tempC,Canada%2C%20Northwest%20Territories_visibility,Canada%2C%20Northwest%20Territories_winddirDegree,Canada%2C%20Northwest%20Territories_windspeedKmph,Canada%2C%20Northwest%20Territories_location
2020-01-01,-24,-29,0.4,0.0,1,37,02:10 PM,No moonset,12:00 AM,12:00 AM,-25,-33,-25,-33,22,100,98,0.5,1005,-24,8,325,13,Canada%2C%20Northwest%20Territories
2020-01-02,-22,-25,2.3,0.0,1,44,02:03 PM,12:41 AM,12:00 AM,12:00 AM,-23,-33,-23,-33,25,100,98,2.7,1016,-22,3,308,16,Canada%2C%20Northwest%20Territories
2020-01-03,-27,-27,2.4,0.0,1,51,01:56 PM,02:13 AM,12:00 AM,12:00 AM,-27,-38,-27,-38,24,100,98,2.8,1021,-27,3,308,16,Canada%2C%20Northwest%20Territories
2020-01-04,-29,-34,2.1,0.0,1,59,01:48 PM,03:47 AM,12:00 AM,12:00 AM,-29,-38,-29,-38,19,100,98,2.5,1022,-29,4,178,12,Canada%2C%20Northwest%20Territories
2020-01-05,-29,-31,1.1,0.0,1,66,01:40 PM,05:25 AM,12:00 AM,12:00 AM,-30,-36,-29,-36,11,100,98,1.3,1025,-29,6,186,6,Canada%2C%20Northwest%20Territories
2020-01-06,-36,-43,0.0,0.0,2,73,01:30 PM,07:10 AM,01:57 PM,02:04 PM,-38,-41,-37,-41,13,6,82,0.0,1028,-36,10,147,6,Canada%2C%20Northwest%20Territories
2020-01-07,-36,-37,0.0,0.0,1,80,01:15 PM,09:07 AM,01:36 PM,02:27 PM,-37,-44,-36,-44,15,62,92,0.0,1028,-36,6,208,7,Canada%2C%20Northwest%20Territories
2020-01-08,-27,-33,0.9,0.0,1,88,12:19 PM,11:54 AM,01:25 PM,02:39 PM,-29,-39,-29,-39,19,100,98,1.0,1030,-27,5,266,11,Canada%2C%20Northwest%20Territories
2020-01-09,-25,-33,0.7,0.0,1,95,12:00 AM,12:00 AM,01:16 PM,02:48 PM,-26,-35,-26,-35,26,100,96,0.8,1032,-25,8,222,14,Canada%2C%20Northwest%20Territories
2020-01-10,-22,-28,1.4,0.0,1,100,12:00 AM,12:00 AM,01:08 PM,02:57 PM,-24,-34,-24,-34,29,100,97,1.7,1028,-22,6,310,18,Canada%2C%20Northwest%20Territories
2020-01-11,-31,-38,0.0,2.0,1,100,04:12 PM,02:12 PM,01:02 PM,03:04 PM,-32,-38,-32,-38,13,65,97,0.0,1035,-31,2,256,6,Canada%2C%20Northwest%20Territories
2020-01-12,-25,-34,0.0,2.6,2,83,06:44 PM,01:42 PM,12:55 PM,03:12 PM,-30,-34,-27,-34,24,2,73,0.0,1034,-25,10,167,11,Canada%2C%20Northwest%20Territories
2020-01-13,-23,-25,0.0,2.7,2,76,08:53 PM,01:29 PM,12:49 PM,03:18 PM,-28,-36,-24,-36,40,2,74,0.0,1025,-23,10,173,20,Canada%2C%20Northwest%20Territories
2020-01-14,-26,-34,0.0,2.8,2,69,10:54 PM,01:19 PM,12:43 PM,03:25 PM,-29,-35,-27,-35,24,16,78,0.0,1027,-26,10,192,12,Canada%2C%20Northwest%20Territories
2020-01-15,-19,-26,0.9,0.4,1,61,No moonrise,01:10 PM,12:38 PM,03:31 PM,-20,-27,-20,-27,20,100,98,1.1,1038,-19,4,273,11,Canada%2C%20Northwest%20Territories
2020-01-16,-23,-25,0.0,0.4,1,54,12:49 AM,01:02 PM,12:33 PM,03:37 PM,-25,-28,-23,-28,13,71,89,0.0,1034,-23,8,183,6,Canada%2C%20Northwest%20Territories
2020-01-17,-18,-26,0.0,2.9,2,47,02:41 AM,12:54 PM,12:27 PM,03:43 PM,-22,-28,-20,-28,45,25,75,0.0,1026,-18,10,180,22,Canada%2C%20Northwest%20Territories
2020-01-18,-19,-28,0.0,2.9,2,40,04:35 AM,12:44 PM,12:22 PM,03:49 PM,-24,-30,-20,-30,47,4,66,0.0,1022,-19,10,173,23,Canada%2C%20Northwest%20Territories
2020-01-19,-22,-33,0.0,2.9,2,32,06:33 AM,12:32 PM,12:17 PM,03:54 PM,-29,-32,-24,-32,22,5,65,0.0,1012,-22,10,184,10,Canada%2C%20Northwest%20Territories
2020-01-20,-23,-28,0.0,2.9,2,25,08:42 AM,12:13 PM,12:12 PM,04:00 PM,-29,-31,-25,-31,12,22,68,0.0,1007,-23,10,154,6,Canada%2C%20Northwest%20Territories
2020-01-21,-25,-31,0.0,2.9,2,18,12:00 AM,12:00 AM,12:08 PM,04:05 PM,-30,-31,-26,-31,11,8,70,0.0,1006,-25,10,146,5,Canada%2C%20Northwest%20Territories
2020-01-22,-24,-32,0.0,0.5,1,11,12:00 AM,12:00 AM,12:03 PM,04:10 PM,-26,-28,-25,-28,9,90,90,0.0,1007,-24,10,199,4,Canada%2C%20Northwest%20Territories
2020-01-23,-24,-34,0.0,1.1,1,3,12:00 AM,12:00 AM,11:58 AM,04:16 PM,-25,-28,-25,-28,10,88,96,0.0,1014,-24,5,217,5,Canada%2C%20Northwest%20Territories
2020-01-24,-24,-27,1.8,1.2,1,0,01:54 PM,02:30 PM,11:54 AM,04:21 PM,-25,-37,-25,-37,32,100,96,2.1,1020,-24,5,341,21,Canada%2C%20Northwest%20Territories
2020-01-25,-27,-30,0.3,1.2,1,0,01:01 PM,05:06 PM,11:49 AM,04:26 PM,-28,-43,-28,-43,44,100,97,9.3,1020,-27,0,332,30,Canada%2C%20Northwest%20Territories
2020-01-26,-32,-42,1.2,1.2,1,4,12:45 PM,06:59 PM,11:44 AM,04:31 PM,-33,-42,-33,-42,21,100,98,1.4,1025,-32,4,206,13,Canada%2C%20Northwest%20Territories
2020-01-27,-31,-36,6.5,1.2,1,11,12:34 PM,08:40 PM,11:40 AM,04:36 PM,-32,-43,-31,-43,27,100,98,7.6,1020,-31,5,241,16,Canada%2C%20Northwest%20Territories
2020-01-28,-33,-42,0.5,1.3,1,18,12:25 PM,10:16 PM,11:35 AM,04:41 PM,-33,-42,-34,-42,15,100,98,0.6,1022,-33,9,310,9,Canada%2C%20Northwest%20Territories
2020-01-29,-33,-39,0.6,1.3,1,26,12:17 PM,11:49 PM,11:31 AM,04:46 PM,-33,-39,-34,-39,16,100,99,0.7,1015,-33,5,137,9,Canada%2C%20Northwest%20Territories
2020-01-30,-29,-34,2.7,1.3,1,33,12:10 PM,No moonset,11:26 AM,04:51 PM,-30,-39,-30,-39,19,100,98,3.2,1006,-29,4,289,12,Canada%2C%20Northwest%20Territories
2020-01-31,-30,-35,0.9,1.3,1,37,12:02 PM,01:22 AM,11:22 AM,04:56 PM,-32,-41,-32,-41,16,100,99,1.0,1010,-30,2,298,9,Canada%2C%20Northwest%20Territories
2020-02-01,-30,-36,0.3,1.5,1,49,11:54 AM,02:56 AM,11:17 AM,05:01 PM,-34,-42,-34,-42,16,100,99,0.3,1016,-30,4,272,9,Canada%2C%20Northwest%20Territories
2020-02-02,-29,-36,0.4,1.5,1,57,11:45 AM,04:35 AM,11:13 AM,05:06 PM,-32,-41,-32,-41,20,83,96,0.5,1022,-29,7,196,11,Canada%2C%20Northwest%20Territories
2020-02-03,-26,-35,0.0,1.5,1,64,11:33 AM,06:24 AM,11:08 AM,05:10 PM,-32,-37,-31,-37,14,54,84,0.0,1013,-26,10,124,7,Canada%2C%20Northwest%20Territories
2020-02-04,-21,-27,3.6,1.5,1,72,11:10 AM,08:32 AM,11:04 AM,05:15 PM,-23,-30,-23,-30,16,100,98,4.2,1004,-21,2,199,10,Canada%2C%20Northwest%20Territories
2020-02-05,-25,-28,2.6,1.7,1,79,12:00 AM,12:00 AM,10:59 AM,05:20 PM,-26,-34,-26,-34,16,100,98,3.1,1002,-25,6,311,10,Canada%2C%20Northwest%20Territories
2020-02-06,-25,-29,3.3,1.7,1,87,12:00 AM,12:00 AM,10:55 AM,05:24 PM,-27,-33,-27,-33,11,100,98,3.9,1009,-25,4,322,7,Canada%2C%20Northwest%20Territories
2020-02-07,-32,-43,0.4,1.7,1,95,12:00 AM,12:00 AM,10:51 AM,05:29 PM,-34,-42,-34,-42,15,99,99,0.5,1018,-32,3,300,8,Canada%2C%20Northwest%20Territories
2020-02-08,-28,-36,0.5,1.7,1,100,03:46 PM,12:04 PM,10:46 AM,05:33 PM,-30,-34,-30,-34,10,100,96,0.6,1016,-28,5,146,5,Canada%2C%20Northwest%20Territories
2020-02-09,-26,-33,0.1,1.7,1,100,06:06 PM,11:46 AM,10:42 AM,05:38 PM,-28,-33,-28,-33,10,93,97,0.1,1011,-26,3,171,5,Canada%2C%20Northwest%20Territories
2020-02-10,-23,-31,0.1,1.8,1,83,08:15 PM,11:34 AM,10:37 AM,05:42 PM,-28,-35,-27,-35,18,88,98,0.1,1018,-23,2,226,9,Canada%2C%20Northwest%20Territories
2020-02-11,-28,-36,0.0,1.8,1,75,10:17 PM,11:25 AM,10:33 AM,05:46 PM,-31,-39,-31,-39,16,100,99,0.0,1032,-28,0,226,8,Canada%2C%20Northwest%20Territories
2020-02-12,-30,-33,0.0,1.8,1,68,No moonrise,11:16 AM,10:29 AM,05:51 PM,-32,-40,-31,-40,19,83,95,0.0,1028,-30,6,148,9,Canada%2C%20Northwest%20Territories
2020-02-13,-35,-38,0.0,3.8,1,60,12:14 AM,11:08 AM,10:24 AM,05:55 PM,-36,-45,-36,-45,16,56,95,0.0,1028,-35,5,202,8,Canada%2C%20Northwest%20Territories
2020-02-14,-35,-38,0.1,1.8,1,53,02:11 AM,10:58 AM,10:20 AM,05:59 PM,-37,-45,-37,-45,14,93,99,0.1,1029,-35,1,212,7,Canada%2C%20Northwest%20Territories
2020-02-15,-36,-39,0.0,7.9,2,45,04:11 AM,10:47 AM,10:16 AM,06:03 PM,-38,-40,-37,-40,7,27,92,0.0,1026,-36,10,153,3,Canada%2C%20Northwest%20Territories
2020-02-16,-30,-37,0.0,8.0,2,38,06:18 AM,10:30 AM,10:12 AM,06:07 PM,-35,-43,-33,-43,34,8,85,0.0,1026,-30,10,175,17,Canada%2C%20Northwest%20Territories
2020-02-17,-27,-30,0.0,8.0,2,30,12:00 AM,12:00 AM,10:07 AM,06:11 PM,-31,-41,-29,-41,38,25,77,0.0,1021,-27,10,175,19,Canada%2C%20Northwest%20Territories
2020-02-18,-13,-27,0.0,6.8,1,22,12:00 AM,12:00 AM,10:03 AM,06:15 PM,-22,-27,-20,-27,20,39,80,0.0,1012,-13,10,153,10,Canada%2C%20Northwest%20Territories
2020-02-19,-6,-14,0.8,3.2,1,15,12:00 AM,12:00 AM,09:59 AM,06:20 PM,-11,-15,-9,-15,31,56,81,0.9,993,-6,9,171,16,Canada%2C%20Northwest%20Territories
2020-02-20,-15,-24,2.7,3.3,1,7,12:00 AM,12:00 AM,09:55 AM,06:24 PM,-18,-23,-18,-23,18,95,97,3.2,993,-15,2,267,11,Canada%2C%20Northwest%20Territories
2020-02-21,-19,-21,0.1,3.3,1,0,11:22 AM,02:34 PM,09:51 AM,06:28 PM,-20,-27,-19,-27,19,100,96,0.1,993,-19,5,185,11,Canada%2C%20Northwest%20Territories
2020-02-22,-17,-20,1.4,3.3,1,0,11:01 AM,04:32 PM,09:46 AM,06:32 PM,-19,-22,-19,-22,7,100,97,1.6,1003,-17,4,193,4,Canada%2C%20Northwest%20Territories
2020-02-23,-21,-25,1.6,3.4,1,0,10:49 AM,06:17 PM,09:42 AM,06:36 PM,-22,-30,-22,-30,18,100,98,1.9,1018,-21,5,307,11,Canada%2C%20Northwest%20Territories
2020-02-24,-20,-25,0.0,3.4,1,0,10:39 AM,07:55 PM,09:38 AM,06:40 PM,-24,-29,-23,-29,13,86,95,0.0,1033,-20,6,212,7,Canada%2C%20Northwest%20Territories
2020-02-25,-24,-27,0.1,8.7,1,8,10:31 AM,09:30 PM,09:34 AM,06:44 PM,-26,-33,-25,-33,18,42,94,0.1,1031,-24,7,158,9,Canada%2C%20Northwest%20Territories
2020-02-26,-24,-29,0.2,3.4,1,15,10:23 AM,11:02 PM,09:29 AM,06:48 PM,-27,-33,-27,-33,15,76,97,0.2,1020,-24,4,226,7,Canada%2C%20Northwest%20Territories
2020-02-27,-29,-35,0.4,3.5,1,23,10:15 AM,No moonset,09:25 AM,06:52 PM,-31,-41,-31,-41,20,100,98,0.5,1020,-29,6,257,12,Canada%2C%20Northwest%20Territories
2020-02-28,-29,-34,1.4,3.5,1,30,10:07 AM,12:35 AM,09:21 AM,06:56 PM,-32,-41,-32,-41,16,100,97,1.7,1021,-29,4,63,10,Canada%2C%20Northwest%20Territories
2020-02-29,-25,-30,0.0,7.0,1,38,09:58 AM,02:12 AM,09:16 AM,07:00 PM,-30,-39,-28,-39,27,55,87,0.0,1021,-25,10,180,14,Canada%2C%20Northwest%20Territories
2020-03-01,-27,-32,0.0,8.7,2,44,09:47 AM,03:56 AM,09:12 AM,07:04 PM,-31,-36,-29,-36,16,17,83,0.0,1005,-27,10,200,8,Canada%2C%20Northwest%20Territories
2020-03-02,-29,-32,0.2,3.8,1,51,09:29 AM,05:53 AM,09:08 AM,07:08 PM,-31,-39,-30,-39,18,100,99,0.2,1007,-29,2,109,10,Canada%2C%20Northwest%20Territories
2020-03-03,-32,-38,0.3,5.4,1,58,12:00 AM,12:00 AM,09:04 AM,07:11 PM,-34,-44,-34,-44,18,84,92,0.3,1010,-32,9,31,10,Canada%2C%20Northwest%20Territories
2020-03-04,-28,-38,0.1,5.3,1,65,12:00 AM,12:00 AM,08:59 AM,07:15 PM,-32,-40,-34,-40,15,95,97,0.1,1018,-28,4,254,8,Canada%2C%20Northwest%20Territories
2020-03-05,-27,-34,0.0,6.9,1,73,12:00 AM,12:00 AM,08:55 AM,07:19 PM,-30,-37,-30,-37,21,85,96,0.0,1030,-27,8,234,11,Canada%2C%20Northwest%20Territories
2020-03-06,-25,-33,0.0,10.0,1,80,12:23 PM,10:43 AM,08:51 AM,07:23 PM,-31,-35,-29,-35,16,50,80,0.0,1028,-25,10,133,9,Canada%2C%20Northwest%20Territories
2020-03-07,-21,-29,0.0,7.0,1,87,03:04 PM,10:07 AM,08:46 AM,07:27 PM,-26,-33,-24,-33,34,62,79,0.0,1016,-21,10,164,19,Canada%2C%20Northwest%20Territories
2020-03-08,-18,-25,0.0,5.4,1,95,05:20 PM,09:52 AM,08:42 AM,07:31 PM,-23,-25,-21,-25,8,96,85,0.0,1010,-18,9,220,4,Canada%2C%20Northwest%20Territories
2020-03-09,-22,-29,0.9,5.5,1,100,07:28 PM,09:41 AM,08:38 AM,07:34 PM,-25,-30,-24,-30,17,100,95,1.1,1010,-22,7,24,10,Canada%2C%20Northwest%20Territories
2020-03-10,-23,-32,3.7,5.5,1,100,09:31 PM,09:31 AM,08:34 AM,07:38 PM,-24,-34,-24,-34,30,100,97,4.4,1014,-23,2,260,21,Canada%2C%20Northwest%20Territories
2020-03-11,-24,-29,1.4,5.6,1,84,11:33 PM,09:22 AM,08:29 AM,07:42 PM,-26,-34,-26,-34,18,98,96,1.6,1032,-24,5,306,12,Canada%2C%20Northwest%20Territories
2020-03-12,-25,-33,0.0,11.2,1,76,No moonrise,09:12 AM,08:25 AM,07:45 PM,-29,-33,-29,-33,14,57,92,0.0,1043,-25,8,205,8,Canada%2C%20Northwest%20Territories
2020-03-13,-8,-25,0.6,5.6,1,69,01:37 AM,09:01 AM,08:21 AM,07:49 PM,-16,-22,-15,-22,29,73,83,0.7,1031,-8,8,187,16,Canada%2C%20Northwest%20Territories
2020-03-14,-5,-15,0.0,7.2,1,62,03:47 AM,08:44 AM,08:17 AM,07:53 PM,-10,-13,-8,-13,24,69,77,0.0,1023,-5,10,229,13,Canada%2C%20Northwest%20Territories
2020-03-15,-17,-27,0.0,11.4,2,55,06:19 AM,08:07 AM,08:12 AM,07:56 PM,-18,-25,-17,-25,30,27,87,0.3,1034,-17,9,279,17,Canada%2C%20Northwest%20Territories
2020-03-16,-10,-19,2.5,6.0,1,47,12:00 AM,12:00 AM,08:08 AM,08:00 PM,-14,-22,-14,-22,35,82,90,4.6,1023,-10,6,203,22,Canada%2C%20Northwest%20Territories
2020-03-17,-12,-18,0.3,8.8,1,40,12:00 AM,12:00 AM,08:04 AM,08:04 PM,-14,-19,-13,-19,18,48,91,0.3,1026,-12,9,240,9,Canada%2C%20Northwest%20Territories
2020-03-18,-7,-13,0.0,7.4,1,33,12:00 AM,12:00 AM,08:00 AM,08:07 PM,-12,-18,-10,-18,39,74,84,0.0,1019,-7,10,164,22,Canada%2C%20Northwest%20Territories
2020-03-19,-2,-11,0.7,10.3,1,25,09:54 AM,11:57 AM,07:56 AM,08:11 PM,-6,-11,-6,-11,33,52,86,0.8,1016,-2,9,199,18,Canada%2C%20Northwest%20Territories
2020-03-20,1,-2,4.8,6.3,1,18,09:22 AM,02:08 PM,07:51 AM,08:15 PM,-2,-5,-1,-5,26,87,91,5.9,1009,1,3,230,16,Canada%2C%20Northwest%20Territories
2020-03-21,-4,-9,0.0,7.7,1,11,09:06 AM,03:56 PM,07:47 AM,08:18 PM,-8,-10,-6,-10,22,70,85,0.0,1015,-4,10,257,12,Canada%2C%20Northwest%20Territories
2020-03-22,-7,-22,0.0,9.0,1,4,08:55 AM,05:36 PM,07:43 AM,08:22 PM,-15,-21,-13,-21,30,74,89,2.4,1023,-7,6,276,20,Canada%2C%20Northwest%20Territories
2020-03-23,-14,-24,0.0,7.7,1,0,08:46 AM,07:11 PM,07:39 AM,08:26 PM,-20,-27,-19,-27,24,70,87,0.0,1023,-14,9,197,13,Canada%2C%20Northwest%20Territories
2020-03-24,-7,-17,0.0,6.5,1,0,08:37 AM,08:44 PM,07:34 AM,08:29 PM,-14,-15,-12,-15,14,90,81,0.0,1008,-7,10,188,8,Canada%2C%20Northwest%20Territories
2020-03-25,-10,-16,0.2,6.5,1,3,08:29 AM,10:18 PM,07:30 AM,08:33 PM,-13,-19,-11,-19,32,93,89,0.2,1003,-10,10,297,19,Canada%2C%20Northwest%20Territories
2020-03-26,-20,-29,0.5,6.6,1,11,08:20 AM,11:54 PM,07:26 AM,08:37 PM,-20,-30,-20,-30,39,100,94,1.1,1013,-20,4,304,26,Canada%2C%20Northwest%20Territories
2020-03-27,-26,-36,0.1,6.6,1,18,08:11 AM,No moonset,07:21 AM,08:41 PM,-30,-39,-31,-39,20,86,95,0.1,1031,-26,4,285,11,Canada%2C%20Northwest%20Territories
2020-03-28,-24,-32,0.0,9.1,1,25,08:00 AM,01:36 AM,07:17 AM,08:44 PM,-29,-36,-28,-36,21,44,89,0.0,1026,-24,10,222,12,Canada%2C%20Northwest%20Territories
2020-03-29,-23,-32,0.3,6.7,1,32,07:43 AM,03:29 AM,07:13 AM,08:48 PM,-25,-33,-25,-33,19,100,96,0.4,1032,-23,7,283,11,Canada%2C%20Northwest%20Territories
2020-03-30,-19,-27,0.0,11.6,2,40,12:00 AM,12:00 AM,07:08 AM,08:52 PM,-25,-32,-23,-32,33,20,85,0.0,1033,-19,10,170,19,Canada%2C%20Northwest%20Territories
2020-03-31,-13,-22,0.0,11.6,2,44,12:00 AM,12:00 AM,07:04 AM,08:56 PM,-20,-28,-18,-28,48,2,79,0.0,1032,-13,10,167,28,Canada%2C%20Northwest%20Territories
2020-04-01,-12,-19,0.0,14.0,2,56,12:00 AM,12:00 AM,07:00 AM,09:00 PM,-17,-22,-15,-22,28,2,84,0.0,1035,-12,10,163,16,Canada%2C%20Northwest%20Territories
2020-04-02,-15,-23,0.0,12.3,1,64,12:00 AM,12:00 AM,06:55 AM,09:03 PM,-18,-26,-17,-26,43,22,83,0.0,1031,-15,10,151,26,Canada%2C%20Northwest%20Territories
2020-04-03,-15,-22,0.0,12.3,1,71,12:00 PM,08:36 AM,06:51 AM,09:07 PM,-19,-26,-18,-26,27,51,89,0.0,1023,-15,10,160,14,Canada%2C%20Northwest%20Territories
2020-04-04,-10,-20,0.1,13.4,1,79,02:21 PM,08:13 AM,06:47 AM,09:11 PM,-15,-21,-16,-21,19,60,94,0.1,1019,-10,7,182,11,Canada%2C%20Northwest%20Territories
2020-04-05,-3,-12,0.0,13.4,1,87,04:31 PM,07:59 AM,06:42 AM,09:15 PM,-10,-15,-8,-15,50,38,84,0.0,1002,-3,10,164,30,Canada%2C%20Northwest%20Territories
2020-04-06,-6,-10,0.2,9.3,1,94,06:36 PM,07:49 AM,06:38 AM,09:19 PM,-9,-14,-7,-14,27,96,87,0.2,999,-6,9,249,17,Canada%2C%20Northwest%20Territories
2020-04-07,-10,-14,0.3,9.3,1,100,08:40 PM,07:39 AM,06:33 AM,09:23 PM,-14,-18,-11,-18,23,98,82,0.3,1009,-10,9,208,13,Canada%2C%20Northwest%20Territories
2020-04-08,-9,-19,0.0,13.5,2,100,10:45 PM,07:28 AM,06:29 AM,09:27 PM,-16,-19,-14,-19,16,46,82,0.0,1016,-9,10,120,9,Canada%2C%20Northwest%20Territories
2020-04-09,-12,-19,0.2,11.4,1,83,No moonrise,07:17 AM,06:25 AM,09:30 PM,-16,-20,-15,-20,15,63,93,0.2,1020,-12,9,276,9,Canada%2C%20Northwest%20Territories
2020-04-10,-10,-21,0.0,12.5,1,76,12:57 AM,07:02 AM,06:20 AM,09:34 PM,-16,-21,-16,-21,12,61,92,0.0,1030,-10,5,187,7,Canada%2C%20Northwest%20Territories
2020-04-11,-11,-21,0.0,13.5,1,68,03:23 AM,06:35 AM,06:16 AM,09:38 PM,-17,-22,-17,-22,18,58,92,0.0,1032,-11,7,241,11,Canada%2C%20Northwest%20Territories
2020-04-12,-3,-13,0.0,11.5,1,61,12:00 AM,12:00 AM,06:11 AM,09:42 PM,-8,-12,-7,-12,23,73,88,0.0,1022,-3,10,207,13,Canada%2C%20Northwest%20Territories
2020-04-13,-0,-8,0.2,10.6,1,53,12:00 AM,12:00 AM,06:07 AM,09:46 PM,-6,-8,-4,-8,14,79,87,0.2,1016,-0,8,171,8,Canada%2C%20Northwest%20Territories
2020-04-14,-1,-9,0.7,10.6,1,46,12:00 AM,12:00 AM,06:03 AM,09:50 PM,-3,-8,-3,-8,20,91,96,0.8,1026,-1,7,294,13,Canada%2C%20Northwest%20Territories
2020-04-15,-0,-5,0.0,12.9,1,38,12:00 AM,12:00 AM,05:58 AM,09:54 PM,-3,-6,-2,-6,21,78,92,0.0,1022,-0,6,184,12,Canada%2C%20Northwest%20Territories
2020-04-16,1,-8,0.1,12.0,1,30,07:47 AM,11:37 AM,05:54 AM,09:58 PM,-1,-4,-1,-4,22,97,95,0.5,1012,1,7,225,13,Canada%2C%20Northwest%20Territories
2020-04-17,-4,-15,1.0,12.4,1,23,07:26 AM,01:33 PM,05:49 AM,10:02 PM,-7,-12,-8,-12,18,92,94,1.2,1019,-4,7,232,12,Canada%2C%20Northwest%20Territories
2020-04-18,-6,-10,2.3,12.5,1,15,07:13 AM,03:16 PM,05:45 AM,10:06 PM,-9,-13,-8,-13,17,95,94,2.7,1014,-6,6,65,11,Canada%2C%20Northwest%20Territories
2020-04-19,-10,-19,0.4,14.1,1,8,07:03 AM,04:52 PM,05:41 AM,10:10 PM,-12,-16,-11,-16,14,78,89,0.5,1014,-10,8,322,9,Canada%2C%20Northwest%20Territories
2020-04-20,-7,-10,1.2,12.6,1,0,06:53 AM,06:26 PM,05:36 AM,10:14 PM,-10,-13,-9,-13,13,97,92,1.4,1011,-7,6,43,9,Canada%2C%20Northwest%20Territories
2020-04-21,-12,-20,0.3,12.7,1,0,06:44 AM,08:00 PM,05:31 AM,10:18 PM,-15,-21,-15,-21,19,97,95,0.4,1014,-12,7,311,12,Canada%2C%20Northwest%20Territories
2020-04-22,-8,-18,2.0,12.7,1,0,06:35 AM,09:36 PM,05:27 AM,10:23 PM,-12,-18,-13,-18,21,100,93,2.4,1013,-8,5,274,14,Canada%2C%20Northwest%20Territories
2020-04-23,-10,-14,1.3,12.8,1,0,06:26 AM,11:17 PM,05:22 AM,10:27 PM,-12,-19,-11,-19,30,100,91,1.7,1015,-10,7,315,20,Canada%2C%20Northwest%20Territories
2020-04-24,-16,-23,0.3,12.8,1,7,06:14 AM,No moonset,05:18 AM,10:31 PM,-20,-25,-20,-25,14,100,95,0.3,1028,-16,8,327,9,Canada%2C%20Northwest%20Territories
2020-04-25,-14,-24,0.0,13.7,1,15,05:59 AM,01:07 AM,05:13 AM,10:36 PM,-20,-23,-19,-23,15,73,92,0.0,1023,-14,7,167,10,Canada%2C%20Northwest%20Territories
2020-04-26,-9,-19,0.0,13.7,1,22,05:24 AM,03:22 AM,05:08 AM,10:40 PM,-16,-23,-14,-23,35,64,85,0.0,1006,-9,10,171,22,Canada%2C%20Northwest%20Territories
2020-04-27,-7,-15,0.2,14.5,1,30,12:00 AM,12:00 AM,05:03 AM,10:45 PM,-12,-16,-10,-16,19,72,86,0.2,1000,-7,9,278,12,Canada%2C%20Northwest%20Territories
2020-04-28,-6,-16,1.9,13.4,1,37,12:00 AM,12:00 AM,04:59 AM,10:49 PM,-10,-13,-9,-13,13,100,87,2.2,1002,-6,7,204,8,Canada%2C%20Northwest%20Territories
2020-04-29,-14,-22,0.0,14.2,1,45,12:00 AM,12:00 AM,04:54 AM,10:54 PM,-18,-23,-17,-23,15,67,92,0.0,1018,-14,7,139,9,Canada%2C%20Northwest%20Territories
2020-04-30,-10,-21,0.0,17.4,2,52,08:58 AM,07:18 AM,04:49 AM,10:58 PM,-16,-20,-15,-20,15,8,86,0.0,1022,-10,10,112,9,Canada%2C%20Northwest%20Territories
2020-05-01,-5,-13,0.2,13.9,1,58,11:35 AM,06:36 AM,04:44 AM,11:03 PM,-10,-14,-9,-14,18,83,88,0.3,1019,-5,10,166,11,Canada%2C%20Northwest%20Territories
2020-05-02,-10,-17,0.0,14.6,1,65,01:44 PM,06:19 AM,04:39 AM,11:08 PM,-13,-17,-11,-17,19,68,89,0.1,1022,-10,10,321,13,Canada%2C%20Northwest%20Territories
2020-05-03,-8,-18,0.2,15.2,1,72,03:48 PM,06:07 AM,04:34 AM,11:13 PM,-13,-18,-13,-18,13,71,93,0.2,1026,-8,7,269,8,Canada%2C%20Northwest%20Territories
2020-05-04,-3,-13,0.0,16.9,1,80,05:49 PM,05:56 AM,04:29 AM,11:18 PM,-9,-13,-8,-13,19,21,87,0.0,1026,-3,10,150,11,Canada%2C%20Northwest%20Territories
2020-05-05,-0,-6,0.0,14.2,1,87,07:51 PM,05:46 AM,04:24 AM,11:23 PM,-3,-6,-2,-6,17,99,95,0.1,1020,-0,5,208,11,Canada%2C%20Northwest%20Territories
2020-05-06,-2,-7,3.9,14.3,1,94,09:59 PM,05:35 AM,04:19 AM,11:28 PM,-4,-9,-4,-9,23,94,95,4.6,1024,-2,5,308,15,Canada%2C%20Northwest%20Territories
2020-05-07,-3,-11,0.4,15.9,1,100,No moonrise,05:22 AM,04:14 AM,11:33 PM,-5,-8,-6,-8,9,69,94,0.6,1034,-3,9,163,6,Canada%2C%20Northwest%20Territories
