date_time,Eritrea_maxtempC,Eritrea_mintempC,Eritrea_totalSnow_cm,Eritrea_sunHour,Eritrea_uvIndex,Eritrea_moon_illumination,Eritrea_moonrise,Eritrea_moonset,Eritrea_sunrise,Eritrea_sunset,Eritrea_DewPointC,Eritrea_FeelsLikeC,Eritrea_HeatIndexC,Eritrea_WindChillC,Eritrea_WindGustKmph,Eritrea_cloudcover,Eritrea_humidity,Eritrea_precipMM,Eritrea_pressure,Eritrea_tempC,Eritrea_visibility,Eritrea_winddirDegree,Eritrea_windspeedKmph,Eritrea_location
2020-01-01,19,12,0.0,7.2,4,37,11:25 AM,11:28 PM,06:50 AM,06:05 PM,12,15,15,15,11,59,79,0.5,1013,19,10,54,7,Eritrea
2020-01-02,19,13,0.0,8.7,4,44,12:00 PM,No moonset,06:51 AM,06:05 PM,11,16,16,16,11,43,76,0.7,1013,19,10,48,6,Eritrea
2020-01-03,20,14,0.0,8.7,4,51,12:36 PM,12:14 AM,06:51 AM,06:06 PM,11,16,16,16,12,30,73,0.7,1014,20,10,49,7,Eritrea
2020-01-04,18,13,0.0,10.1,4,59,01:12 PM,01:00 AM,06:51 AM,06:06 PM,12,15,15,15,17,41,79,1.8,1014,18,10,53,10,Eritrea
2020-01-05,17,13,0.0,8.7,4,66,01:50 PM,01:48 AM,06:52 AM,06:07 PM,12,15,15,15,11,52,84,0.9,1013,17,10,91,7,Eritrea
2020-01-06,21,13,0.0,11.6,5,73,02:29 PM,02:37 AM,06:52 AM,06:07 PM,9,16,16,16,6,8,67,0.0,1014,21,10,194,4,Eritrea
2020-01-07,20,14,0.0,11.6,5,80,03:14 PM,03:29 AM,06:52 AM,06:08 PM,9,17,17,17,6,4,60,0.0,1015,20,10,47,4,Eritrea
2020-01-08,18,12,0.0,8.7,4,88,04:03 PM,04:23 AM,06:53 AM,06:09 PM,11,15,15,15,9,37,76,0.7,1014,18,10,52,5,Eritrea
2020-01-09,20,13,0.0,11.6,5,95,04:57 PM,05:22 AM,06:53 AM,06:09 PM,10,16,16,16,9,24,73,0.1,1014,20,10,204,6,Eritrea
2020-01-10,19,12,0.0,11.6,5,100,05:55 PM,06:20 AM,06:53 AM,06:10 PM,6,15,15,15,13,6,60,0.0,1014,19,10,241,8,Eritrea
2020-01-11,17,9,0.0,11.6,4,100,06:57 PM,07:20 AM,06:53 AM,06:10 PM,3,12,13,12,8,4,54,0.0,1016,17,10,181,5,Eritrea
2020-01-12,19,7,0.0,11.6,4,83,08:00 PM,08:16 AM,06:54 AM,06:11 PM,3,11,11,11,9,4,59,0.0,1017,19,10,54,5,Eritrea
2020-01-13,21,11,0.0,11.6,5,76,09:02 PM,09:09 AM,06:54 AM,06:12 PM,4,15,16,15,5,1,48,0.0,1016,21,10,147,3,Eritrea
2020-01-14,19,12,0.0,11.6,5,69,10:01 PM,09:58 AM,06:54 AM,06:12 PM,2,15,15,15,11,0,44,0.0,1015,19,10,49,7,Eritrea
2020-01-15,19,10,0.0,11.6,5,61,10:59 PM,10:44 AM,06:54 AM,06:13 PM,1,13,14,13,20,1,44,0.0,1014,19,10,59,11,Eritrea
2020-01-16,23,12,0.0,11.6,5,54,11:56 PM,11:29 AM,06:54 AM,06:13 PM,6,18,18,18,8,1,48,0.0,1013,23,10,61,4,Eritrea
2020-01-17,24,14,0.0,11.6,5,47,No moonrise,12:12 PM,06:54 AM,06:14 PM,6,18,18,18,5,3,49,0.0,1012,24,10,142,3,Eritrea
2020-01-18,20,13,0.0,11.6,5,40,12:52 AM,12:56 PM,06:54 AM,06:14 PM,9,16,16,16,9,7,66,0.0,1014,20,10,42,5,Eritrea
2020-01-19,18,11,0.0,11.6,4,32,01:49 AM,01:41 PM,06:54 AM,06:15 PM,9,13,14,13,14,21,77,0.0,1015,18,10,49,8,Eritrea
2020-01-20,18,10,0.0,11.6,4,25,02:45 AM,02:28 PM,06:55 AM,06:16 PM,9,12,13,12,17,31,79,0.1,1016,18,10,49,9,Eritrea
2020-01-21,21,11,0.0,11.6,5,18,03:43 AM,03:18 PM,06:55 AM,06:16 PM,7,15,15,15,7,14,63,0.1,1015,21,10,173,4,Eritrea
2020-01-22,19,9,0.0,11.6,4,11,04:39 AM,04:10 PM,06:55 AM,06:17 PM,5,13,14,13,10,8,64,0.0,1014,19,10,113,6,Eritrea
2020-01-23,18,9,0.0,11.6,4,3,05:35 AM,05:05 PM,06:55 AM,06:17 PM,5,12,12,12,10,12,66,0.0,1016,18,10,172,6,Eritrea
2020-01-24,19,9,0.0,11.6,4,0,06:27 AM,05:59 PM,06:55 AM,06:18 PM,3,13,13,13,14,7,57,0.0,1017,19,10,176,9,Eritrea
2020-01-25,19,11,0.0,11.6,5,0,07:17 AM,06:52 PM,06:54 AM,06:18 PM,3,14,14,14,7,3,50,0.0,1018,19,10,224,5,Eritrea
2020-01-26,20,9,0.0,11.6,5,4,08:02 AM,07:44 PM,06:54 AM,06:19 PM,2,13,14,13,7,1,48,0.0,1018,20,10,107,5,Eritrea
2020-01-27,21,10,0.0,11.6,5,11,08:43 AM,08:33 PM,06:54 AM,06:19 PM,4,14,15,14,7,1,50,0.0,1016,21,10,117,4,Eritrea
2020-01-28,23,12,0.0,11.6,5,18,09:22 AM,09:21 PM,06:54 AM,06:20 PM,3,18,18,18,6,0,39,0.0,1014,23,10,210,4,Eritrea
2020-01-29,22,12,0.0,10.2,4,26,09:58 AM,10:07 PM,06:54 AM,06:20 PM,5,16,17,16,6,20,48,0.2,1014,22,10,214,4,Eritrea
2020-01-30,19,11,0.0,8.7,4,33,10:33 AM,10:53 PM,06:54 AM,06:21 PM,9,14,14,14,13,45,75,0.7,1015,19,9,97,7,Eritrea
2020-01-31,21,11,0.0,11.6,5,37,11:09 AM,11:40 PM,06:54 AM,06:21 PM,7,16,16,16,9,5,57,0.0,1014,21,10,230,6,Eritrea
2020-02-01,19,12,0.0,10.2,4,49,11:45 AM,No moonset,06:54 AM,06:22 PM,9,15,15,15,9,20,68,0.2,1014,19,10,97,5,Eritrea
2020-02-02,19,11,0.0,11.6,5,57,12:23 PM,12:27 AM,06:53 AM,06:22 PM,9,14,14,14,9,23,73,0.1,1015,19,10,113,5,Eritrea
2020-02-03,20,12,0.0,11.6,5,64,01:05 PM,01:17 AM,06:53 AM,06:23 PM,9,16,16,16,9,8,67,0.0,1015,20,10,111,5,Eritrea
2020-02-04,22,12,0.0,10.2,4,72,01:50 PM,02:09 AM,06:53 AM,06:23 PM,10,17,17,17,9,21,67,0.1,1013,22,10,174,5,Eritrea
2020-02-05,22,13,0.0,11.6,5,79,02:41 PM,03:05 AM,06:53 AM,06:24 PM,8,17,17,17,6,6,59,0.0,1013,22,10,198,4,Eritrea
2020-02-06,23,14,0.0,11.6,5,87,03:37 PM,04:02 AM,06:52 AM,06:24 PM,6,18,18,18,7,2,49,0.0,1015,23,10,101,4,Eritrea
2020-02-07,20,13,0.0,10.2,4,95,04:37 PM,05:01 AM,06:52 AM,06:24 PM,7,16,16,16,16,15,57,0.1,1015,20,10,49,9,Eritrea
2020-02-08,19,13,0.0,11.6,5,100,05:40 PM,05:59 AM,06:52 AM,06:25 PM,10,15,16,15,16,18,73,0.0,1016,19,10,61,9,Eritrea
2020-02-09,19,12,0.0,11.6,4,100,06:44 PM,06:55 AM,06:51 AM,06:25 PM,11,14,14,14,18,29,79,0.1,1016,19,10,58,10,Eritrea
2020-02-10,22,12,0.0,11.6,5,83,07:47 PM,07:48 AM,06:51 AM,06:26 PM,9,16,17,16,8,10,69,0.0,1015,22,10,137,5,Eritrea
2020-02-11,20,12,0.0,11.6,5,75,08:48 PM,08:37 AM,06:51 AM,06:26 PM,6,15,15,15,8,7,62,0.0,1015,20,10,190,5,Eritrea
2020-02-12,20,9,0.0,11.6,5,68,09:47 PM,09:24 AM,06:50 AM,06:26 PM,4,14,14,14,9,4,55,0.0,1016,20,10,113,6,Eritrea
2020-02-13,21,11,0.0,11.6,5,60,10:45 PM,10:08 AM,06:50 AM,06:27 PM,6,16,16,16,10,3,54,0.0,1016,21,10,83,6,Eritrea
2020-02-14,20,12,0.0,10.2,4,53,11:43 PM,10:53 AM,06:50 AM,06:27 PM,10,15,15,15,15,25,75,0.1,1014,20,10,72,9,Eritrea
2020-02-15,23,13,0.0,11.6,5,45,No moonrise,11:39 AM,06:49 AM,06:28 PM,8,18,18,18,9,5,56,0.0,1012,23,10,81,6,Eritrea
2020-02-16,25,15,0.0,11.6,6,38,12:41 AM,12:26 PM,06:49 AM,06:28 PM,5,20,20,20,9,3,40,0.0,1010,25,10,263,6,Eritrea
2020-02-17,24,16,0.0,11.6,6,30,01:39 AM,01:16 PM,06:48 AM,06:28 PM,7,20,20,20,6,3,46,0.0,1011,24,10,216,4,Eritrea
2020-02-18,25,15,0.0,10.2,5,22,02:35 AM,02:07 PM,06:48 AM,06:29 PM,9,20,20,20,5,12,51,0.2,1012,25,10,89,4,Eritrea
2020-02-19,24,15,0.0,8.8,5,15,03:31 AM,03:00 PM,06:47 AM,06:29 PM,10,19,20,19,6,23,56,0.8,1012,24,10,182,4,Eritrea
2020-02-20,20,13,0.0,11.6,4,7,04:23 AM,03:53 PM,06:47 AM,06:29 PM,11,16,16,16,11,35,76,0.2,1013,20,10,140,6,Eritrea
2020-02-21,25,14,0.0,11.6,6,0,05:13 AM,04:46 PM,06:46 AM,06:29 PM,10,19,19,19,4,3,56,0.0,1013,25,10,153,3,Eritrea
2020-02-22,24,16,0.0,11.6,6,0,05:58 AM,05:38 PM,06:46 AM,06:30 PM,10,19,20,19,7,2,55,0.0,1013,24,10,73,5,Eritrea
2020-02-23,22,13,0.0,11.6,5,0,06:41 AM,06:27 PM,06:45 AM,06:30 PM,8,17,18,17,13,3,56,0.0,1012,22,10,74,8,Eritrea
2020-02-24,24,14,0.0,10.2,4,0,07:20 AM,07:16 PM,06:45 AM,06:30 PM,9,18,18,18,10,22,59,0.2,1010,24,10,95,6,Eritrea
2020-02-25,21,14,0.0,7.4,4,8,07:57 AM,08:03 PM,06:44 AM,06:31 PM,11,17,17,17,11,60,68,5.8,1013,21,9,229,6,Eritrea
2020-02-26,21,12,0.0,11.6,5,15,08:33 AM,08:49 PM,06:44 AM,06:31 PM,9,16,17,16,10,12,63,0.0,1014,21,10,124,6,Eritrea
2020-02-27,23,15,0.0,11.6,5,23,09:08 AM,09:35 PM,06:43 AM,06:31 PM,8,19,19,19,8,2,51,0.0,1014,23,10,98,5,Eritrea
2020-02-28,25,16,0.0,11.6,6,30,09:44 AM,10:22 PM,06:42 AM,06:31 PM,8,21,21,21,6,1,46,0.0,1011,25,10,159,4,Eritrea
2020-02-29,25,15,0.0,11.6,6,38,10:20 AM,11:10 PM,06:42 AM,06:32 PM,5,20,20,20,7,0,38,0.0,1011,25,10,232,5,Eritrea
2020-03-01,23,15,0.0,11.6,5,44,11:00 AM,No moonset,06:41 AM,06:32 PM,8,18,19,18,8,2,51,0.0,1012,23,10,194,5,Eritrea
2020-03-02,24,15,0.0,11.6,6,51,11:43 AM,12:00 AM,06:40 AM,06:32 PM,8,19,20,19,6,1,48,0.0,1012,24,10,180,4,Eritrea
2020-03-03,25,16,0.0,11.6,6,58,12:29 PM,12:53 AM,06:40 AM,06:32 PM,7,20,21,20,5,0,43,0.0,1013,25,10,144,4,Eritrea
2020-03-04,26,16,0.0,11.6,6,65,01:21 PM,01:48 AM,06:39 AM,06:32 PM,5,21,21,21,10,0,38,0.0,1012,26,10,239,6,Eritrea
2020-03-05,26,16,0.0,11.6,6,73,02:18 PM,02:44 AM,06:39 AM,06:33 PM,5,21,21,21,8,0,38,0.0,1012,26,10,215,5,Eritrea
2020-03-06,25,16,0.0,11.6,6,80,03:19 PM,03:42 AM,06:38 AM,06:33 PM,6,20,20,20,9,1,42,0.0,1011,25,10,203,6,Eritrea
2020-03-07,21,15,0.0,11.6,5,87,04:21 PM,04:38 AM,06:37 AM,06:33 PM,6,17,17,17,14,5,51,0.0,1013,21,10,47,9,Eritrea
2020-03-08,23,14,0.0,11.6,5,95,05:25 PM,05:32 AM,06:37 AM,06:33 PM,5,18,18,18,9,1,43,0.0,1012,23,10,130,6,Eritrea
2020-03-09,23,14,0.0,11.6,5,100,06:27 PM,06:23 AM,06:36 AM,06:33 PM,8,18,18,18,8,6,55,0.0,1010,23,10,173,5,Eritrea
2020-03-10,24,13,0.0,11.6,5,100,07:30 PM,07:11 AM,06:35 AM,06:34 PM,9,18,19,18,7,4,59,0.0,1009,24,10,145,5,Eritrea
2020-03-11,25,14,0.0,11.6,6,84,08:30 PM,07:58 AM,06:34 AM,06:34 PM,11,19,19,19,8,6,62,0.0,1009,25,10,127,5,Eritrea
2020-03-12,27,17,0.0,11.6,6,76,09:31 PM,08:45 AM,06:34 AM,06:34 PM,6,22,22,22,11,0,38,0.0,1007,27,10,220,8,Eritrea
2020-03-13,27,17,0.0,11.6,6,69,10:30 PM,09:32 AM,06:33 AM,06:34 PM,2,22,22,22,15,3,29,0.0,1007,27,10,243,10,Eritrea
2020-03-14,23,15,0.0,11.6,5,62,11:31 PM,10:20 AM,06:32 AM,06:34 PM,7,19,19,19,10,4,46,0.0,1012,23,10,279,6,Eritrea
2020-03-15,23,14,0.0,11.6,5,55,No moonrise,11:10 AM,06:32 AM,06:34 PM,5,19,19,19,8,1,43,0.0,1011,23,10,253,5,Eritrea
2020-03-16,24,15,0.0,11.6,6,47,12:29 AM,12:02 PM,06:31 AM,06:34 PM,4,20,19,20,10,0,36,0.0,1010,24,10,251,7,Eritrea
2020-03-17,25,16,0.0,11.6,6,40,01:27 AM,12:56 PM,06:30 AM,06:35 PM,4,21,21,21,10,0,33,0.0,1010,25,10,250,7,Eritrea
2020-03-18,25,16,0.0,11.6,6,33,02:20 AM,01:50 PM,06:29 AM,06:35 PM,4,20,20,20,9,1,37,0.0,1010,25,10,223,6,Eritrea
2020-03-19,25,15,0.0,11.6,6,25,03:11 AM,02:42 PM,06:29 AM,06:35 PM,5,19,19,19,6,1,40,0.0,1012,25,10,271,4,Eritrea
2020-03-20,24,15,0.0,11.6,6,18,03:58 AM,03:35 PM,06:28 AM,06:35 PM,4,19,19,19,11,1,36,0.0,1012,24,10,261,8,Eritrea
2020-03-21,25,15,0.0,11.6,6,11,04:40 AM,04:24 PM,06:27 AM,06:35 PM,3,20,20,20,14,0,34,0.0,1010,25,10,248,9,Eritrea
2020-03-22,24,14,0.0,11.6,5,4,05:20 AM,05:13 PM,06:27 AM,06:35 PM,1,19,19,19,12,0,31,0.0,1011,24,10,253,8,Eritrea
2020-03-23,24,13,0.0,11.6,6,0,05:58 AM,06:00 PM,06:26 AM,06:35 PM,2,19,19,19,7,0,34,0.0,1012,24,10,276,5,Eritrea
2020-03-24,24,13,0.0,11.6,6,0,06:33 AM,06:46 PM,06:25 AM,06:36 PM,4,19,19,19,6,0,40,0.0,1010,24,10,235,4,Eritrea
2020-03-25,23,13,0.0,11.6,5,3,07:09 AM,07:33 PM,06:24 AM,06:36 PM,-3,18,18,18,16,0,26,0.0,1009,23,10,43,10,Eritrea
2020-03-26,25,14,0.0,11.6,6,11,07:44 AM,08:19 PM,06:24 AM,06:36 PM,-4,19,19,19,20,0,22,0.0,1008,25,10,61,13,Eritrea
2020-03-27,26,14,0.0,11.6,6,18,08:20 AM,09:07 PM,06:23 AM,06:36 PM,-4,19,19,19,21,0,22,0.0,1009,26,10,59,13,Eritrea
2020-03-28,28,16,0.0,11.6,6,25,08:59 AM,09:56 PM,06:22 AM,06:36 PM,-1,21,21,22,19,0,25,0.0,1008,28,10,54,12,Eritrea
2020-03-29,26,16,0.0,10.2,5,32,09:40 AM,10:47 PM,06:21 AM,06:36 PM,4,21,20,21,12,21,37,0.6,1010,26,10,166,7,Eritrea
2020-03-30,25,13,0.0,11.6,6,40,10:24 AM,11:41 PM,06:21 AM,06:36 PM,7,20,20,20,7,1,46,0.0,1010,25,10,88,5,Eritrea
2020-03-31,26,15,0.0,11.6,6,44,11:13 AM,No moonset,06:20 AM,06:36 PM,6,21,21,21,8,3,41,0.0,1010,26,10,54,5,Eritrea
2020-04-01,28,16,0.0,11.6,6,56,12:06 PM,12:35 AM,06:19 AM,06:37 PM,7,22,22,21,10,5,41,0.0,1010,28,10,83,6,Eritrea
2020-04-02,24,16,0.0,8.8,5,64,01:04 PM,01:31 AM,06:19 AM,06:37 PM,11,20,20,20,14,31,60,2.0,1010,24,10,67,9,Eritrea
2020-04-03,21,15,0.0,7.5,4,71,02:03 PM,02:25 AM,06:18 AM,06:37 PM,14,17,17,17,21,54,81,3.3,1010,21,10,66,12,Eritrea
2020-04-04,25,14,0.0,7.5,5,79,03:05 PM,03:18 AM,06:17 AM,06:37 PM,13,19,19,19,18,66,75,1.5,1010,25,10,78,10,Eritrea
2020-04-05,26,17,0.0,10.2,5,87,04:06 PM,04:09 AM,06:16 AM,06:37 PM,11,21,21,21,16,41,56,3.2,1010,26,10,109,10,Eritrea
2020-04-06,26,17,0.0,11.6,6,94,05:08 PM,04:58 AM,06:16 AM,06:37 PM,5,21,21,21,22,0,37,0.0,1010,26,10,93,14,Eritrea
2020-04-07,27,18,0.0,11.6,6,100,06:09 PM,05:45 AM,06:15 AM,06:37 PM,3,22,22,22,20,0,30,0.0,1009,27,10,87,12,Eritrea
2020-04-08,27,17,0.0,11.6,6,100,07:11 PM,06:31 AM,06:14 AM,06:38 PM,4,22,22,22,16,4,33,0.0,1008,27,10,84,10,Eritrea
2020-04-09,26,18,0.0,11.6,6,83,08:12 PM,07:19 AM,06:14 AM,06:38 PM,7,22,22,22,15,11,39,0.0,1008,26,10,75,10,Eritrea
2020-04-10,25,18,0.0,7.5,5,76,09:14 PM,08:07 AM,06:13 AM,06:38 PM,12,21,21,21,11,41,57,1.2,1009,25,10,75,7,Eritrea
2020-04-11,23,14,0.0,7.5,4,68,10:16 PM,08:59 AM,06:12 AM,06:38 PM,11,19,19,19,11,43,60,1.4,1011,23,10,97,6,Eritrea
2020-04-12,23,15,0.0,8.9,4,61,11:17 PM,09:52 AM,06:12 AM,06:38 PM,11,18,18,18,11,27,61,0.9,1011,23,10,95,6,Eritrea
2020-04-13,24,15,0.0,10.2,4,53,No moonrise,10:47 AM,06:11 AM,06:38 PM,10,19,19,19,7,21,57,0.1,1011,24,10,206,4,Eritrea
2020-04-14,25,16,0.0,11.6,6,46,12:14 AM,11:43 AM,06:10 AM,06:39 PM,7,20,20,20,8,16,43,0.0,1010,25,10,245,5,Eritrea
2020-04-15,24,17,0.0,11.6,6,38,01:07 AM,12:37 PM,06:10 AM,06:39 PM,7,20,20,20,7,1,42,0.0,1011,24,10,154,5,Eritrea
2020-04-16,26,16,0.0,11.6,6,30,01:56 AM,01:30 PM,06:09 AM,06:39 PM,5,21,21,21,7,0,36,0.0,1010,26,10,220,5,Eritrea
2020-04-17,27,17,0.0,11.6,6,23,02:40 AM,02:21 PM,06:08 AM,06:39 PM,5,22,22,22,6,0,35,0.0,1008,27,10,162,4,Eritrea
2020-04-18,26,18,0.0,11.6,6,15,03:21 AM,03:10 PM,06:08 AM,06:39 PM,9,22,22,22,7,0,44,0.0,1008,26,10,154,5,Eritrea
2020-04-19,26,18,0.0,10.2,5,8,03:59 AM,03:57 PM,06:07 AM,06:39 PM,4,22,22,22,10,25,32,0.6,1009,26,10,257,7,Eritrea
2020-04-20,25,16,0.0,10.2,5,0,04:35 AM,04:44 PM,06:07 AM,06:40 PM,-1,21,20,21,20,27,24,0.5,1009,25,10,270,13,Eritrea
2020-04-21,25,16,0.0,11.6,6,0,05:10 AM,05:30 PM,06:06 AM,06:40 PM,-1,21,21,21,12,1,27,0.0,1011,25,10,261,7,Eritrea
2020-04-22,26,15,0.0,10.2,5,0,05:45 AM,06:16 PM,06:05 AM,06:40 PM,9,19,19,19,10,22,57,0.7,1010,26,10,85,6,Eritrea
2020-04-23,25,15,0.0,10.2,5,0,06:21 AM,07:04 PM,06:05 AM,06:40 PM,11,19,20,19,14,35,65,3.9,1010,25,10,77,9,Eritrea
2020-04-24,25,16,0.0,8.9,5,7,06:58 AM,07:53 PM,06:04 AM,06:40 PM,11,20,21,20,13,53,58,0.9,1009,25,10,64,8,Eritrea
2020-04-25,25,17,0.0,10.2,5,15,07:39 AM,08:44 PM,06:04 AM,06:41 PM,12,22,22,21,12,42,57,3.3,1009,25,10,77,8,Eritrea
2020-04-26,24,17,0.0,8.9,5,22,08:22 AM,09:37 PM,06:03 AM,06:41 PM,12,20,21,20,14,51,62,2.3,1009,24,10,61,9,Eritrea
2020-04-27,22,16,0.0,8.9,4,30,09:10 AM,10:30 PM,06:03 AM,06:41 PM,14,19,19,19,14,40,74,0.8,1011,22,10,75,8,Eritrea
2020-04-28,24,18,0.0,7.5,5,37,10:01 AM,11:25 PM,06:02 AM,06:41 PM,13,20,20,20,12,47,64,3.7,1010,24,10,113,7,Eritrea
2020-04-29,27,18,0.0,10.3,5,45,10:56 AM,No moonset,06:02 AM,06:42 PM,9,23,23,23,11,24,45,1.4,1009,27,10,257,8,Eritrea
2020-04-30,26,19,0.0,8.9,5,52,11:54 AM,12:19 AM,06:01 AM,06:42 PM,8,24,24,23,8,32,40,2.0,1009,26,10,141,5,Eritrea
2020-05-01,26,19,0.0,10.3,5,58,12:53 PM,01:11 AM,06:01 AM,06:42 PM,7,23,23,23,8,11,39,0.1,1011,26,10,294,6,Eritrea
2020-05-02,25,18,0.0,12.4,6,65,01:52 PM,02:01 AM,06:00 AM,06:42 PM,7,22,22,22,8,0,38,0.0,1010,25,10,192,5,Eritrea
2020-05-03,26,17,0.0,12.4,6,72,02:52 PM,02:48 AM,06:00 AM,06:43 PM,8,22,22,22,9,1,44,0.0,1010,26,10,43,6,Eritrea
2020-05-04,26,20,0.0,12.8,6,80,03:51 PM,03:35 AM,05:59 AM,06:43 PM,8,23,23,23,10,0,40,0.0,1010,26,10,72,7,Eritrea
2020-05-05,27,19,0.0,12.8,6,87,04:51 PM,04:20 AM,05:59 AM,06:43 PM,9,22,22,22,13,11,45,0.1,1009,27,10,71,8,Eritrea
2020-05-06,24,17,0.0,10.6,5,94,05:52 PM,05:06 AM,05:59 AM,06:43 PM,13,20,20,20,20,61,67,4.1,1009,24,10,55,12,Eritrea
2020-05-07,24,17,0.0,10.6,5,100,06:53 PM,05:53 AM,05:58 AM,06:44 PM,14,20,20,20,15,60,69,8.8,1009,24,10,65,9,Eritrea
2020-05-08,25,18,0.0,10.6,5,100,07:56 PM,06:43 AM,05:58 AM,06:44 PM,14,22,22,21,10,60,64,14.1,1009,25,9,96,6,Eritrea
2020-05-09,25,18,0.0,12.9,5,84,08:59 PM,07:37 AM,05:57 AM,06:44 PM,13,23,23,22,14,41,57,3.2,1008,25,10,98,9,Eritrea
2020-05-10,25,17,0.0,12.9,6,77,10:00 PM,08:32 AM,05:57 AM,06:44 PM,12,21,22,21,20,33,57,0.5,1009,25,10,67,12,Eritrea
2020-05-11,25,17,0.0,12.9,5,70,10:57 PM,09:30 AM,05:57 AM,06:45 PM,10,21,21,21,17,13,55,0.3,1011,25,10,91,10,Eritrea
2020-05-12,26,18,0.0,12.9,5,62,11:49 PM,10:26 AM,05:56 AM,06:45 PM,10,22,22,22,18,23,51,0.6,1010,26,10,97,11,Eritrea
2020-05-13,27,19,0.0,12.9,5,55,No moonrise,11:22 AM,05:56 AM,06:45 PM,9,23,23,23,18,22,42,0.2,1010,27,10,84,11,Eritrea
2020-05-14,28,20,0.0,12.9,6,48,12:36 AM,12:15 PM,05:56 AM,06:46 PM,9,24,24,24,14,3,40,0.0,1008,28,10,86,9,Eritrea
2020-05-15,27,21,0.0,10.6,5,40,01:19 AM,01:05 PM,05:55 AM,06:46 PM,8,24,24,23,9,47,39,3.8,1007,27,10,165,5,Eritrea
2020-05-16,25,17,0.0,10.6,5,33,01:59 AM,01:54 PM,05:55 AM,06:46 PM,9,22,22,21,23,65,47,9.8,1009,25,9,145,13,Eritrea
2020-05-17,26,16,0.0,11.9,5,26,02:35 AM,02:40 PM,05:55 AM,06:47 PM,9,22,22,21,10,51,45,9.0,1010,26,9,173,6,Eritrea
2020-05-18,19,12,0.0,8.1,4,19,03:11 AM,03:27 PM,05:55 AM,06:47 PM,11,17,17,17,14,75,65,10.1,1013,19,9,164,8,Eritrea
2020-05-19,23,15,0.0,11.9,4,11,03:46 AM,04:12 PM,05:54 AM,06:47 PM,9,19,19,19,19,48,55,2.9,1012,23,9,167,12,Eritrea
2020-05-20,22,17,0.0,8.1,5,4,04:21 AM,05:00 PM,05:54 AM,06:48 PM,11,20,20,20,13,65,59,21.1,1010,22,8,273,7,Eritrea
2020-05-21,23,14,0.0,8.1,5,0,04:58 AM,05:48 PM,05:54 AM,06:48 PM,12,19,20,19,6,79,61,19.7,1011,23,8,186,4,Eritrea
2020-05-22,24,17,0.0,12.9,5,0,05:37 AM,06:39 PM,05:54 AM,06:48 PM,10,21,21,21,13,25,51,0.2,1011,24,10,125,8,Eritrea
2020-05-23,25,18,0.0,13.0,6,3,06:20 AM,07:32 PM,05:54 AM,06:49 PM,9,22,22,21,17,2,46,0.0,1012,25,10,136,11,Eritrea
2020-05-24,25,19,0.0,13.0,6,10,07:07 AM,08:26 PM,05:54 AM,06:49 PM,6,23,23,22,13,1,36,0.0,1011,25,10,111,8,Eritrea
2020-05-25,24,18,0.0,13.0,6,17,07:58 AM,09:22 PM,05:53 AM,06:49 PM,6,22,22,21,15,3,38,0.0,1010,24,10,48,9,Eritrea
2020-05-26,25,17,0.0,13.0,6,25,08:52 AM,10:16 PM,05:53 AM,06:50 PM,5,22,22,21,9,0,34,0.0,1011,25,10,50,6,Eritrea
2020-05-27,25,17,0.0,13.0,6,32,09:49 AM,11:09 PM,05:53 AM,06:50 PM,7,23,23,22,10,1,38,0.0,1011,25,10,113,7,Eritrea
2020-05-28,25,20,0.0,13.0,6,39,10:47 AM,11:58 PM,05:53 AM,06:50 PM,4,23,23,23,14,0,30,0.0,1010,25,10,72,9,Eritrea
2020-05-29,26,20,0.0,13.0,6,47,11:46 AM,No moonset,05:53 AM,06:51 PM,2,23,23,23,19,0,27,0.0,1009,26,10,48,12,Eritrea
2020-05-30,26,19,0.0,13.0,6,54,12:43 PM,12:45 AM,05:53 AM,06:51 PM,2,22,22,22,21,0,28,0.0,1009,26,10,55,12,Eritrea
2020-05-31,27,19,0.0,13.0,6,58,01:41 PM,01:31 AM,05:53 AM,06:51 PM,1,22,22,23,20,0,25,0.0,1010,27,10,52,12,Eritrea
2020-06-01,27,18,0.0,13.0,6,71,02:38 PM,02:14 AM,05:53 AM,06:52 PM,1,23,23,23,13,0,23,0.0,1010,27,10,108,9,Eritrea
2020-06-02,27,19,0.0,13.0,6,79,03:36 PM,02:58 AM,05:53 AM,06:52 PM,3,23,23,24,12,0,24,0.0,1008,27,10,128,9,Eritrea
2020-06-03,27,18,0.0,13.0,6,86,04:36 PM,03:44 AM,05:53 AM,06:52 PM,2,23,23,23,15,0,24,0.0,1007,27,10,105,11,Eritrea
2020-06-04,26,19,0.0,13.0,6,94,05:38 PM,04:31 AM,05:53 AM,06:53 PM,2,23,23,23,12,0,25,0.0,1009,26,10,71,8,Eritrea
2020-06-05,24,18,0.0,13.0,5,100,06:40 PM,05:22 AM,05:53 AM,06:53 PM,7,22,23,22,19,29,39,0.1,1010,24,10,40,12,Eritrea
2020-06-06,26,18,0.0,13.0,5,100,07:42 PM,06:16 AM,05:53 AM,06:53 PM,6,23,23,22,21,30,36,0.1,1010,26,10,71,14,Eritrea
2020-06-07,27,18,0.0,13.0,6,84,08:42 PM,07:13 AM,05:53 AM,06:54 PM,5,23,23,23,19,15,32,0.0,1008,27,10,59,13,Eritrea
