date_time,Canada%2C%20Quebec_maxtempC,Canada%2C%20Quebec_mintempC,Canada%2C%20Quebec_totalSnow_cm,Canada%2C%20Quebec_sunHour,Canada%2C%20Quebec_uvIndex,Canada%2C%20Quebec_moon_illumination,Canada%2C%20Quebec_moonrise,Canada%2C%20Quebec_moonset,Canada%2C%20Quebec_sunrise,Canada%2C%20Quebec_sunset,Canada%2C%20Quebec_DewPointC,Canada%2C%20Quebec_FeelsLikeC,Canada%2C%20Quebec_HeatIndexC,Canada%2C%20Quebec_WindChillC,Canada%2C%20Quebec_WindGustKmph,Canada%2C%20Quebec_cloudcover,Canada%2C%20Quebec_humidity,Canada%2C%20Quebec_precipMM,Canada%2C%20Quebec_pressure,Canada%2C%20Quebec_tempC,Canada%2C%20Quebec_visibility,Canada%2C%20Quebec_winddirDegree,Canada%2C%20Quebec_windspeedKmph,Canada%2C%20Quebec_location
2020-12-28,0,-8,10.6,3.3,1,92,02:52 PM,06:08 AM,07:30 AM,04:04 PM,-5,-6,-2,-6,17,95,81,12.5,1014,0,7,114,11,Canada%2C%20Quebec
2020-12-29,-8,-10,1.7,6.9,1,100,03:37 PM,07:10 AM,07:30 AM,04:05 PM,-12,-16,-8,-16,31,66,70,2.1,1019,-8,7,265,22,Canada%2C%20Quebec
2020-12-30,-6,-10,1.4,3.3,1,100,04:31 PM,08:06 AM,07:30 AM,04:06 PM,-11,-13,-8,-13,19,73,81,1.6,1023,-6,9,195,13,Canada%2C%20Quebec
2020-12-31,-1,-12,6.5,3.3,1,89,05:35 PM,08:54 AM,07:30 AM,04:07 PM,-5,-8,-4,-8,27,79,86,15.8,1010,-1,5,220,17,Canada%2C%20Quebec
2021-01-01,-7,-12,0.0,8.7,2,79,06:44 PM,09:35 AM,07:30 AM,04:08 PM,-11,-14,-9,-14,15,6,89,0.0,1030,-7,10,267,9,Canada%2C%20Quebec
2021-01-02,-3,-11,1.2,3.3,1,71,07:58 PM,10:08 AM,07:30 AM,04:09 PM,-6,-9,-5,-9,16,93,93,4.2,1015,-3,7,90,11,Canada%2C%20Quebec
2021-01-03,-5,-11,0.1,8.7,2,64,09:12 PM,10:35 AM,07:30 AM,04:10 PM,-8,-9,-7,-9,9,37,92,0.2,1020,-5,10,161,5,Canada%2C%20Quebec
2021-01-04,-2,-10,0.0,8.7,1,57,10:27 PM,11:00 AM,07:30 AM,04:11 PM,-5,-7,-5,-7,12,56,92,0.0,1017,-2,9,68,7,Canada%2C%20Quebec
2021-01-05,-2,-8,0.0,3.3,1,50,11:42 PM,11:22 AM,07:30 AM,04:12 PM,-5,-9,-4,-9,27,92,90,0.0,1017,-2,10,64,17,Canada%2C%20Quebec
2021-01-06,-2,-7,0.0,8.7,2,42,No moonrise,11:45 AM,07:30 AM,04:13 PM,-6,-7,-5,-7,10,36,89,0.0,1019,-2,10,182,5,Canada%2C%20Quebec
2021-01-07,-1,-7,0.0,8.7,2,35,12:59 AM,12:08 PM,07:29 AM,04:14 PM,-7,-8,-5,-8,12,1,88,0.0,1019,-1,10,246,7,Canada%2C%20Quebec
2021-01-08,-4,-9,0.0,8.7,2,28,02:16 AM,12:34 PM,07:29 AM,04:15 PM,-9,-9,-7,-9,8,3,89,0.0,1020,-4,10,223,5,Canada%2C%20Quebec
2021-01-09,-4,-9,0.0,8.7,2,20,03:37 AM,01:07 PM,07:29 AM,04:16 PM,-8,-10,-7,-10,8,42,91,0.0,1014,-4,10,226,5,Canada%2C%20Quebec
2021-01-10,-5,-10,0.0,8.7,1,13,04:55 AM,01:47 PM,07:28 AM,04:17 PM,-9,-12,-8,-12,15,23,89,0.0,1022,-5,10,238,9,Canada%2C%20Quebec
2021-01-11,-5,-9,0.3,3.3,1,6,06:10 AM,02:37 PM,07:28 AM,04:19 PM,-8,-11,-7,-11,14,84,95,0.5,1023,-5,7,252,9,Canada%2C%20Quebec
2021-01-12,-1,-6,1.0,3.3,1,0,07:15 AM,03:38 PM,07:27 AM,04:20 PM,-4,-6,-4,-6,8,100,96,1.5,1016,-1,6,260,5,Canada%2C%20Quebec
2021-01-13,-2,-8,0.3,3.4,1,0,08:07 AM,04:46 PM,07:27 AM,04:21 PM,-5,-8,-5,-8,13,100,96,1.0,1013,-2,3,237,8,Canada%2C%20Quebec
2021-01-14,-1,-5,2.6,3.4,1,1,08:49 AM,05:59 PM,07:26 AM,04:22 PM,-4,-4,-3,-4,5,87,95,3.1,1010,-1,4,191,3,Canada%2C%20Quebec
2021-01-15,-2,-8,0.0,8.7,1,8,09:22 AM,07:11 PM,07:26 AM,04:24 PM,-6,-9,-5,-9,17,51,92,0.0,1015,-2,8,72,10,Canada%2C%20Quebec
2021-01-16,-2,-9,0.0,3.4,1,16,09:47 AM,08:21 PM,07:25 AM,04:25 PM,-5,-10,-4,-10,39,75,90,7.8,1009,-2,6,70,25,Canada%2C%20Quebec
2021-01-17,0,-6,8.1,3.4,1,23,10:09 AM,09:29 PM,07:24 AM,04:27 PM,-2,-6,-1,-6,32,90,92,13.0,988,0,3,179,21,Canada%2C%20Quebec
2021-01-18,-10,-13,0.0,3.4,1,30,10:28 AM,10:33 PM,07:24 AM,04:28 PM,-11,-18,-10,-18,29,84,89,0.2,999,-10,9,254,20,Canada%2C%20Quebec
2021-01-19,-12,-18,0.0,6.9,1,38,10:47 AM,11:37 PM,07:23 AM,04:29 PM,-17,-22,-15,-22,20,51,88,0.0,1014,-12,10,248,12,Canada%2C%20Quebec
2021-01-20,-12,-16,1.4,3.4,1,45,11:06 AM,No moonset,07:22 AM,04:31 PM,-15,-18,-14,-18,12,92,94,2.0,1012,-12,6,131,8,Canada%2C%20Quebec
2021-01-21,-11,-17,0.3,3.4,1,52,11:26 AM,12:41 AM,07:21 AM,04:32 PM,-15,-19,-14,-19,13,98,95,0.7,1007,-11,7,147,8,Canada%2C%20Quebec
2021-01-22,-8,-14,5.1,3.4,1,59,11:48 AM,01:45 AM,07:20 AM,04:34 PM,-10,-16,-9,-16,24,100,94,6.3,1002,-8,2,69,16,Canada%2C%20Quebec
2021-01-23,-8,-13,1.1,3.4,1,67,12:15 PM,02:49 AM,07:19 AM,04:35 PM,-12,-16,-10,-16,22,85,88,1.3,1008,-8,7,247,15,Canada%2C%20Quebec
2021-01-24,-12,-15,0.0,6.9,1,74,12:47 PM,03:54 AM,07:18 AM,04:37 PM,-16,-24,-14,-24,36,71,82,0.0,1013,-12,10,264,23,Canada%2C%20Quebec
2021-01-25,-10,-18,0.0,8.7,1,81,01:29 PM,04:57 AM,07:17 AM,04:38 PM,-16,-23,-15,-23,29,42,90,0.0,1017,-10,10,252,18,Canada%2C%20Quebec
2021-01-26,-9,-18,0.0,8.7,1,88,02:19 PM,05:56 AM,07:16 AM,04:40 PM,-15,-18,-14,-18,12,39,94,0.0,1020,-9,7,174,6,Canada%2C%20Quebec
2021-01-27,-4,-16,0.1,3.5,1,96,03:20 PM,06:47 AM,07:15 AM,04:41 PM,-8,-14,-8,-14,24,76,94,0.2,1018,-4,9,63,15,Canada%2C%20Quebec
2021-01-28,-8,-13,1.5,3.5,1,100,04:29 PM,07:32 AM,07:14 AM,04:43 PM,-9,-14,-9,-14,18,100,93,2.3,1017,-8,5,233,11,Canada%2C%20Quebec
2021-01-29,-11,-18,0.0,5.2,1,90,05:43 PM,08:08 AM,07:13 AM,04:44 PM,-17,-21,-15,-21,17,74,85,0.0,1019,-11,10,268,10,Canada%2C%20Quebec
2021-01-30,-15,-23,0.0,8.7,1,82,06:59 PM,08:38 AM,07:12 AM,04:46 PM,-21,-28,-19,-28,23,22,89,0.0,1024,-15,10,249,14,Canada%2C%20Quebec
2021-01-31,-14,-24,0.0,8.7,1,79,08:16 PM,09:04 AM,07:10 AM,04:47 PM,-20,-24,-20,-24,11,36,93,0.0,1029,-14,6,225,6,Canada%2C%20Quebec
2021-02-01,-7,-18,0.0,8.7,1,63,09:33 PM,09:27 AM,07:09 AM,04:49 PM,-14,-18,-13,-18,21,21,92,0.0,1026,-7,9,64,12,Canada%2C%20Quebec
2021-02-02,-4,-13,0.2,3.5,1,55,10:49 PM,09:49 AM,07:08 AM,04:50 PM,-7,-13,-6,-13,44,87,86,0.5,1015,-4,7,62,28,Canada%2C%20Quebec
2021-02-03,-1,-8,14.4,3.5,1,48,No moonrise,10:12 AM,07:07 AM,04:52 PM,-4,-7,-3,-7,21,94,92,16.9,1002,-1,3,56,14,Canada%2C%20Quebec
2021-02-04,-1,-8,0.0,8.7,2,40,12:06 AM,10:37 AM,07:05 AM,04:53 PM,-7,-8,-5,-8,12,21,87,0.0,1007,-1,10,287,7,Canada%2C%20Quebec
2021-02-05,-4,-8,3.7,3.6,1,33,01:25 AM,11:07 AM,07:04 AM,04:55 PM,-6,-10,-6,-10,17,78,95,4.3,1004,-4,7,129,11,Canada%2C%20Quebec
2021-02-06,-7,-11,2.0,3.6,1,25,02:42 AM,11:43 AM,07:02 AM,04:56 PM,-10,-15,-9,-15,25,84,89,4.0,1005,-7,5,231,16,Canada%2C%20Quebec
2021-02-07,-8,-16,0.4,3.6,1,18,03:56 AM,12:28 PM,07:01 AM,04:58 PM,-12,-17,-11,-17,17,81,92,0.9,1017,-8,6,150,10,Canada%2C%20Quebec
