date_time,Kyrgyz%20Republic_maxtempC,Kyrgyz%20Republic_mintempC,Kyrgyz%20Republic_totalSnow_cm,Kyrgyz%20Republic_sunHour,Kyrgyz%20Republic_uvIndex,Kyrgyz%20Republic_moon_illumination,Kyrgyz%20Republic_moonrise,Kyrgyz%20Republic_moonset,Kyrgyz%20Republic_sunrise,Kyrgyz%20Republic_sunset,Kyrgyz%20Republic_DewPointC,Kyrgyz%20Republic_FeelsLikeC,Kyrgyz%20Republic_HeatIndexC,Kyrgyz%20Republic_WindChillC,Kyrgyz%20Republic_WindGustKmph,Kyrgyz%20Republic_cloudcover,Kyrgyz%20Republic_humidity,Kyrgyz%20Republic_precipMM,Kyrgyz%20Republic_pressure,Kyrgyz%20Republic_tempC,Kyrgyz%20Republic_visibility,Kyrgyz%20Republic_winddirDegree,Kyrgyz%20Republic_windspeedKmph,Kyrgyz%20Republic_location
2020-01-01,13,8,0.0,3.7,3,37,10:52 AM,10:27 PM,06:46 AM,04:32 PM,8,10,10,10,7,80,84,3.6,1016,13,10,246,5,Kyrgyz%20Republic
2020-01-02,11,8,0.0,3.7,3,44,11:20 AM,11:23 PM,06:46 AM,04:33 PM,8,9,10,9,10,78,89,4.4,1017,11,9,63,8,Kyrgyz%20Republic
2020-01-03,9,8,0.0,3.7,2,51,11:46 AM,No moonset,06:46 AM,04:34 PM,7,6,8,6,18,100,93,24.3,1016,9,6,49,15,Kyrgyz%20Republic
2020-01-04,10,7,0.0,3.7,2,59,12:13 PM,12:18 AM,06:46 AM,04:34 PM,7,8,9,8,8,97,92,19.2,1013,10,6,57,7,Kyrgyz%20Republic
2020-01-05,12,6,0.0,5.4,2,66,12:42 PM,01:15 AM,06:47 AM,04:35 PM,6,9,9,9,3,73,85,1.5,1013,12,10,101,2,Kyrgyz%20Republic
2020-01-06,9,7,0.0,3.7,2,73,01:14 PM,02:13 AM,06:47 AM,04:36 PM,6,5,8,5,20,78,89,5.0,1017,9,8,53,16,Kyrgyz%20Republic
2020-01-07,11,3,0.0,7.0,2,80,01:50 PM,03:13 AM,06:47 AM,04:37 PM,7,6,9,6,16,48,86,15.6,1014,11,9,82,13,Kyrgyz%20Republic
2020-01-08,10,8,0.0,3.7,2,88,02:32 PM,04:15 AM,06:47 AM,04:38 PM,7,6,9,6,17,95,91,48.1,1010,10,7,58,14,Kyrgyz%20Republic
2020-01-09,10,3,0.0,3.7,2,95,03:23 PM,05:19 AM,06:47 AM,04:39 PM,5,6,8,6,14,87,81,2.8,1012,10,10,49,11,Kyrgyz%20Republic
2020-01-10,12,5,0.0,8.7,3,100,04:20 PM,06:19 AM,06:46 AM,04:40 PM,4,8,8,8,6,8,74,0.0,1017,12,10,138,4,Kyrgyz%20Republic
2020-01-11,13,6,0.0,8.7,3,100,05:26 PM,07:17 AM,06:46 AM,04:41 PM,3,8,8,8,9,1,69,0.0,1021,13,10,277,6,Kyrgyz%20Republic
2020-01-12,13,7,0.0,3.7,3,83,06:34 PM,08:08 AM,06:46 AM,04:42 PM,8,10,10,10,11,75,85,1.1,1020,13,9,263,8,Kyrgyz%20Republic
2020-01-13,16,6,0.0,8.7,4,76,07:46 PM,08:53 AM,06:46 AM,04:43 PM,7,11,11,11,5,15,75,0.1,1021,16,10,245,3,Kyrgyz%20Republic
2020-01-14,13,7,0.0,8.7,3,69,08:56 PM,09:33 AM,06:46 AM,04:43 PM,3,9,10,9,8,12,63,0.0,1026,13,10,51,6,Kyrgyz%20Republic
2020-01-15,11,6,0.0,8.7,2,61,10:04 PM,10:08 AM,06:46 AM,04:44 PM,1,7,8,7,16,49,61,0.6,1024,11,10,65,10,Kyrgyz%20Republic
2020-01-16,10,5,0.0,8.7,2,54,11:12 PM,10:42 AM,06:45 AM,04:45 PM,2,4,7,4,27,50,68,0.7,1021,10,9,68,21,Kyrgyz%20Republic
2020-01-17,8,6,0.0,3.8,2,47,No moonrise,11:15 AM,06:45 AM,04:46 PM,4,3,7,3,27,93,86,4.5,1019,8,9,56,23,Kyrgyz%20Republic
2020-01-18,10,2,0.0,8.7,2,40,12:19 AM,11:48 AM,06:45 AM,04:47 PM,6,7,8,7,5,55,85,0.1,1016,10,10,107,4,Kyrgyz%20Republic
2020-01-19,8,6,0.0,3.8,2,32,01:26 AM,12:24 PM,06:44 AM,04:49 PM,5,7,7,7,6,75,87,0.7,1018,8,7,54,5,Kyrgyz%20Republic
2020-01-20,10,0,0.0,7.1,2,25,02:31 AM,01:03 PM,06:44 AM,04:50 PM,5,7,7,7,4,50,83,0.3,1022,10,10,124,4,Kyrgyz%20Republic
2020-01-21,12,5,0.0,8.7,3,18,03:36 AM,01:47 PM,06:43 AM,04:51 PM,3,7,8,7,10,35,72,0.6,1021,12,10,102,8,Kyrgyz%20Republic
2020-01-22,12,5,0.0,8.7,3,11,04:37 AM,02:36 PM,06:43 AM,04:52 PM,1,7,8,7,6,6,63,0.0,1021,12,10,159,4,Kyrgyz%20Republic
2020-01-23,12,5,0.0,5.4,2,3,05:34 AM,03:30 PM,06:42 AM,04:53 PM,4,6,8,6,16,49,78,2.4,1016,12,9,276,11,Kyrgyz%20Republic
2020-01-24,8,3,0.0,8.7,3,0,06:25 AM,04:26 PM,06:42 AM,04:54 PM,-2,3,6,3,15,23,59,0.9,1020,8,10,295,10,Kyrgyz%20Republic
2020-01-25,11,3,0.0,8.7,3,0,07:10 AM,05:25 PM,06:41 AM,04:55 PM,-3,6,6,6,8,0,52,0.0,1028,11,10,206,5,Kyrgyz%20Republic
2020-01-26,12,3,0.0,8.7,2,4,07:49 AM,06:23 PM,06:41 AM,04:56 PM,4,5,7,5,16,35,81,0.2,1026,12,10,270,10,Kyrgyz%20Republic
2020-01-27,12,5,0.0,3.8,2,11,08:22 AM,07:21 PM,06:40 AM,04:57 PM,5,8,8,8,5,75,83,0.0,1024,12,10,260,3,Kyrgyz%20Republic
2020-01-28,12,6,0.0,5.4,2,18,08:53 AM,08:17 PM,06:40 AM,04:58 PM,4,8,9,8,10,58,75,0.7,1019,12,9,87,7,Kyrgyz%20Republic
2020-01-29,12,7,0.0,3.8,3,26,09:21 AM,09:13 PM,06:39 AM,04:59 PM,7,9,9,9,8,85,84,3.2,1019,12,9,108,5,Kyrgyz%20Republic
2020-01-30,13,8,0.0,4.0,3,33,09:47 AM,10:08 PM,06:38 AM,05:00 PM,9,10,11,10,18,73,88,6.6,1018,13,10,218,12,Kyrgyz%20Republic
2020-01-31,10,5,0.0,5.6,2,37,10:14 AM,11:04 PM,06:37 AM,05:01 PM,4,6,9,6,37,61,70,15.5,1010,10,9,272,24,Kyrgyz%20Republic
2020-02-01,12,5,0.0,7.1,2,49,10:41 AM,12:00 AM,06:37 AM,05:02 PM,-1,6,8,6,13,27,56,0.0,1016,12,10,274,8,Kyrgyz%20Republic
2020-02-02,12,4,0.0,8.7,3,57,11:11 AM,No moonset,06:36 AM,05:03 PM,0,7,7,7,8,4,61,0.0,1022,12,10,76,5,Kyrgyz%20Republic
2020-02-03,11,4,0.0,8.7,2,64,11:45 AM,12:58 AM,06:35 AM,05:04 PM,2,6,7,6,11,23,68,0.0,1022,11,10,46,6,Kyrgyz%20Republic
2020-02-04,10,6,0.0,4.0,2,72,12:23 PM,01:58 AM,06:34 AM,05:05 PM,4,7,7,7,5,77,83,5.1,1018,10,9,89,3,Kyrgyz%20Republic
2020-02-05,14,5,0.0,4.0,3,79,01:08 PM,03:00 AM,06:33 AM,05:06 PM,9,10,10,10,6,79,91,5.4,1013,14,10,163,4,Kyrgyz%20Republic
2020-02-06,14,8,0.0,7.1,3,87,02:02 PM,04:01 AM,06:33 AM,05:07 PM,9,10,11,10,15,48,86,7.1,1012,14,10,133,11,Kyrgyz%20Republic
2020-02-07,12,9,0.0,4.0,3,95,03:03 PM,05:00 AM,06:32 AM,05:09 PM,8,8,10,8,33,71,83,18.1,1010,12,8,234,22,Kyrgyz%20Republic
2020-02-08,8,2,0.0,8.7,3,100,04:11 PM,05:55 AM,06:31 AM,05:10 PM,-1,3,7,3,26,45,61,1.1,1011,8,10,295,20,Kyrgyz%20Republic
2020-02-09,5,-1,0.0,8.7,2,100,05:23 PM,06:43 AM,06:30 AM,05:11 PM,-10,0,2,0,8,12,41,0.0,1027,5,10,275,6,Kyrgyz%20Republic
2020-02-10,5,0,0.0,8.7,2,83,06:36 PM,07:27 AM,06:29 AM,05:12 PM,-11,1,2,1,7,6,39,0.0,1028,5,10,146,6,Kyrgyz%20Republic
2020-02-11,6,-1,0.0,5.6,1,75,07:49 PM,08:05 AM,06:28 AM,05:13 PM,-12,1,2,1,5,50,36,0.0,1025,6,10,78,3,Kyrgyz%20Republic
2020-02-12,3,-2,0.0,4.1,1,68,08:59 PM,08:41 AM,06:27 AM,05:14 PM,-3,-2,1,-2,17,99,71,0.8,1025,3,9,58,13,Kyrgyz%20Republic
2020-02-13,3,-1,0.0,4.1,1,60,10:09 PM,09:15 AM,06:26 AM,05:15 PM,0,-3,1,-3,24,98,94,11.4,1026,3,6,65,16,Kyrgyz%20Republic
2020-02-14,6,-3,0.0,5.6,1,53,11:17 PM,09:49 AM,06:25 AM,05:16 PM,-2,-3,1,-3,28,49,80,0.0,1028,6,10,63,16,Kyrgyz%20Republic
2020-02-15,4,-1,0.0,4.1,1,45,No moonrise,10:24 AM,06:24 AM,05:17 PM,1,-1,3,-1,25,90,83,3.9,1022,4,10,71,19,Kyrgyz%20Republic
2020-02-16,6,1,0.0,4.1,1,38,12:24 AM,11:03 AM,06:22 AM,05:18 PM,4,1,4,1,16,88,94,13.2,1019,6,7,67,13,Kyrgyz%20Republic
2020-02-17,13,6,0.0,8.7,4,30,01:30 AM,11:46 AM,06:21 AM,05:19 PM,6,9,9,9,8,24,78,0.0,1020,13,10,63,5,Kyrgyz%20Republic
2020-02-18,13,5,0.0,7.2,2,22,02:32 AM,12:32 PM,06:20 AM,05:20 PM,4,6,8,6,23,46,75,0.2,1021,13,10,63,14,Kyrgyz%20Republic
2020-02-19,16,6,0.0,8.7,4,15,03:30 AM,01:24 PM,06:19 AM,05:21 PM,6,10,10,10,12,54,75,0.0,1015,16,10,117,8,Kyrgyz%20Republic
2020-02-20,15,9,0.0,5.7,3,7,04:22 AM,02:19 PM,06:18 AM,05:22 PM,9,11,12,11,23,42,82,0.9,1013,15,10,253,17,Kyrgyz%20Republic
2020-02-21,13,10,0.0,4.1,3,0,05:08 AM,03:17 PM,06:17 AM,05:23 PM,10,11,12,11,11,76,90,14.2,1013,13,8,209,8,Kyrgyz%20Republic
2020-02-22,13,9,0.0,5.7,3,0,05:48 AM,04:15 PM,06:16 AM,05:24 PM,9,11,11,11,5,63,87,6.3,1014,13,9,147,4,Kyrgyz%20Republic
2020-02-23,14,9,0.0,5.7,3,0,06:23 AM,05:13 PM,06:14 AM,05:25 PM,9,11,11,11,7,68,84,5.5,1019,14,10,141,5,Kyrgyz%20Republic
2020-02-24,16,9,0.0,7.2,3,0,06:54 AM,06:10 PM,06:13 AM,05:26 PM,8,11,12,11,11,55,76,0.6,1016,16,10,95,7,Kyrgyz%20Republic
2020-02-25,18,10,0.0,8.7,4,8,07:23 AM,07:06 PM,06:12 AM,05:27 PM,5,13,13,13,6,14,62,0.0,1014,18,10,104,4,Kyrgyz%20Republic
2020-02-26,16,7,0.0,8.7,4,15,07:50 AM,08:01 PM,06:11 AM,05:28 PM,3,9,10,9,16,1,64,0.0,1016,16,10,251,10,Kyrgyz%20Republic
2020-02-27,15,8,0.0,4.2,3,23,08:16 AM,08:56 PM,06:09 AM,05:29 PM,8,10,11,10,8,61,86,1.0,1018,15,10,225,5,Kyrgyz%20Republic
2020-02-28,15,6,0.0,5.7,3,30,08:42 AM,09:52 PM,06:08 AM,05:29 PM,8,10,11,10,16,54,82,3.4,1013,15,10,183,11,Kyrgyz%20Republic
2020-02-29,14,8,0.0,4.2,3,38,09:11 AM,10:48 PM,06:07 AM,05:30 PM,8,10,11,10,20,82,78,30.8,1008,14,9,229,15,Kyrgyz%20Republic
2020-03-01,15,7,0.0,8.7,4,44,09:42 AM,11:47 PM,06:06 AM,05:31 PM,6,10,10,10,15,35,77,3.2,1013,15,10,253,11,Kyrgyz%20Republic
2020-03-02,15,7,0.0,5.7,3,51,10:17 AM,No moonset,06:04 AM,05:32 PM,7,9,10,9,18,49,82,0.6,1019,15,10,252,11,Kyrgyz%20Republic
2020-03-03,16,6,0.0,8.7,4,58,10:58 AM,12:46 AM,06:03 AM,05:33 PM,6,10,10,10,8,12,75,0.0,1021,16,10,136,5,Kyrgyz%20Republic
2020-03-04,16,7,0.0,5.7,3,65,11:47 AM,01:46 AM,06:02 AM,05:34 PM,4,10,11,10,24,40,64,0.0,1018,16,10,67,13,Kyrgyz%20Republic
2020-03-05,19,7,0.0,11.4,3,73,12:42 PM,02:44 AM,06:00 AM,05:35 PM,6,12,13,12,29,35,63,0.0,1013,19,10,59,17,Kyrgyz%20Republic
2020-03-06,17,10,0.0,5.9,3,80,01:47 PM,03:40 AM,05:59 AM,05:36 PM,8,13,14,13,17,77,69,6.7,1010,17,10,152,11,Kyrgyz%20Republic
2020-03-07,19,8,0.0,11.6,4,87,02:56 PM,04:30 AM,05:58 AM,05:37 PM,8,11,12,11,16,24,78,0.7,1016,19,9,267,10,Kyrgyz%20Republic
2020-03-08,18,6,0.0,11.6,4,95,04:09 PM,05:16 AM,05:56 AM,05:38 PM,7,12,12,12,10,15,73,0.0,1020,18,10,244,6,Kyrgyz%20Republic
2020-03-09,21,9,0.0,5.9,4,100,05:23 PM,05:57 AM,05:55 AM,05:39 PM,8,14,15,14,17,71,64,0.0,1015,21,10,57,10,Kyrgyz%20Republic
2020-03-10,18,11,0.0,11.6,5,100,06:36 PM,06:34 AM,05:54 AM,05:39 PM,10,15,15,15,16,19,71,0.0,1015,18,10,172,11,Kyrgyz%20Republic
2020-03-11,21,10,0.0,11.6,4,84,07:49 PM,07:10 AM,05:52 AM,05:40 PM,9,15,16,15,8,33,67,0.0,1016,21,10,78,5,Kyrgyz%20Republic
2020-03-12,21,11,0.0,8.8,4,76,09:00 PM,07:45 AM,05:51 AM,05:41 PM,9,16,17,16,29,48,61,0.0,1012,21,10,58,18,Kyrgyz%20Republic
2020-03-13,16,12,0.0,7.4,4,69,10:11 PM,08:21 AM,05:49 AM,05:42 PM,10,14,15,14,42,75,73,10.9,1006,16,9,73,28,Kyrgyz%20Republic
2020-03-14,19,10,0.0,6.0,4,62,11:20 PM,09:00 AM,05:48 AM,05:43 PM,11,13,14,13,24,84,81,4.1,1009,19,8,80,14,Kyrgyz%20Republic
2020-03-15,20,13,0.0,11.6,5,55,No moonrise,09:42 AM,05:47 AM,05:44 PM,12,16,16,16,12,23,80,0.0,1015,20,10,250,10,Kyrgyz%20Republic
2020-03-16,19,13,0.0,8.8,4,47,12:25 AM,10:28 AM,05:45 AM,05:45 PM,12,15,15,15,15,38,83,0.2,1013,19,9,233,12,Kyrgyz%20Republic
2020-03-17,17,11,0.0,6.0,3,40,01:26 AM,11:20 AM,05:44 AM,05:45 PM,11,14,14,14,8,75,84,22.7,1008,17,7,176,6,Kyrgyz%20Republic
2020-03-18,9,7,0.0,6.0,2,33,02:20 AM,12:14 PM,05:42 AM,05:46 PM,7,7,8,7,8,90,91,37.5,1006,9,7,249,7,Kyrgyz%20Republic
2020-03-19,12,6,0.0,6.0,2,25,03:08 AM,01:11 PM,05:41 AM,05:47 PM,5,8,9,8,6,82,77,3.3,1012,12,10,120,5,Kyrgyz%20Republic
2020-03-20,12,4,0.0,8.8,2,18,03:49 AM,02:09 PM,05:39 AM,05:48 PM,3,8,8,8,6,58,70,1.8,1013,12,10,141,4,Kyrgyz%20Republic
2020-03-21,14,4,0.0,8.8,3,11,04:25 AM,03:07 PM,05:38 AM,05:49 PM,4,9,10,9,9,49,71,2.3,1012,14,10,167,5,Kyrgyz%20Republic
2020-03-22,16,6,0.0,11.6,4,4,04:57 AM,04:04 PM,05:37 AM,05:50 PM,6,9,11,9,23,1,74,0.0,1014,16,10,260,16,Kyrgyz%20Republic
2020-03-23,18,6,0.0,11.6,5,0,05:26 AM,05:00 PM,05:35 AM,05:51 PM,9,13,13,13,8,10,75,0.0,1014,18,10,245,6,Kyrgyz%20Republic
2020-03-24,18,11,0.0,10.2,4,0,05:53 AM,05:55 PM,05:34 AM,05:51 PM,8,14,14,14,18,53,68,0.7,1010,18,10,47,14,Kyrgyz%20Republic
2020-03-25,20,13,0.0,7.5,4,3,06:19 AM,06:50 PM,05:32 AM,05:52 PM,10,16,16,16,12,67,68,1.3,1011,20,10,100,8,Kyrgyz%20Republic
2020-03-26,21,13,0.0,11.6,5,11,06:45 AM,07:46 PM,05:31 AM,05:53 PM,10,16,17,16,10,12,68,0.0,1011,21,10,77,7,Kyrgyz%20Republic
2020-03-27,15,13,0.0,7.5,3,18,07:13 AM,08:42 PM,05:29 AM,05:54 PM,11,13,14,13,13,73,86,22.3,1010,15,9,101,10,Kyrgyz%20Republic
2020-03-28,18,12,0.0,10.2,4,25,07:43 AM,09:40 PM,05:28 AM,05:55 PM,11,14,14,14,16,56,81,1.4,1011,18,10,238,12,Kyrgyz%20Republic
2020-03-29,14,12,0.0,6.1,3,32,08:16 AM,10:38 PM,05:26 AM,05:55 PM,10,10,13,10,35,68,82,3.1,1008,14,10,240,26,Kyrgyz%20Republic
2020-03-30,17,8,0.0,6.2,3,40,08:54 AM,11:37 PM,05:25 AM,05:56 PM,9,12,13,12,29,75,80,9.1,1010,17,9,244,20,Kyrgyz%20Republic
2020-03-31,17,7,0.0,7.5,3,44,09:39 AM,No moonset,05:24 AM,05:57 PM,9,11,12,11,16,61,83,4.0,1010,17,9,104,12,Kyrgyz%20Republic
2020-04-01,18,12,0.0,6.2,4,56,10:30 AM,12:35 AM,05:22 AM,05:58 PM,12,14,15,14,16,85,84,15.0,1008,18,9,160,11,Kyrgyz%20Republic
2020-04-02,17,9,0.0,6.2,4,64,11:29 AM,01:30 AM,05:21 AM,05:59 PM,11,13,14,13,22,72,83,1.3,1012,17,10,234,18,Kyrgyz%20Republic
2020-04-03,15,10,0.0,8.0,3,71,12:34 PM,02:21 AM,05:19 AM,06:00 PM,11,12,13,12,29,74,87,8.6,1014,15,9,233,19,Kyrgyz%20Republic
2020-04-04,20,8,0.0,12.8,5,79,01:44 PM,03:07 AM,05:18 AM,06:00 PM,8,14,14,14,8,12,70,0.0,1019,20,10,96,6,Kyrgyz%20Republic
2020-04-05,21,13,0.0,12.9,5,87,02:55 PM,03:49 AM,05:16 AM,06:01 PM,8,16,17,16,33,29,58,0.0,1015,21,10,65,23,Kyrgyz%20Republic
2020-04-06,20,14,0.0,12.9,5,94,04:08 PM,04:26 AM,05:15 AM,06:02 PM,11,16,16,16,10,6,74,0.0,1015,20,10,182,8,Kyrgyz%20Republic
2020-04-07,18,12,0.0,12.9,5,100,05:22 PM,05:02 AM,05:14 AM,06:03 PM,11,14,15,14,15,14,81,0.0,1014,18,10,248,12,Kyrgyz%20Republic
2020-04-08,18,12,0.0,10.6,4,100,06:34 PM,05:38 AM,05:12 AM,06:04 PM,11,15,15,15,13,51,80,0.7,1014,18,10,253,11,Kyrgyz%20Republic
2020-04-09,18,11,0.0,9.4,4,83,07:48 PM,06:13 AM,05:11 AM,06:04 PM,10,14,14,14,16,52,78,3.9,1012,18,10,245,11,Kyrgyz%20Republic
2020-04-10,18,9,0.0,8.1,3,76,09:00 PM,06:51 AM,05:09 AM,06:05 PM,8,12,13,12,19,72,77,3.5,1010,18,10,242,12,Kyrgyz%20Republic
2020-04-11,19,8,0.0,11.9,4,68,10:10 PM,07:33 AM,05:08 AM,06:06 PM,10,13,14,13,20,43,80,0.9,1012,19,10,250,14,Kyrgyz%20Republic
2020-04-12,21,12,0.0,13.0,5,61,11:16 PM,08:19 AM,05:07 AM,06:07 PM,9,16,16,16,11,3,67,0.0,1016,21,10,260,8,Kyrgyz%20Republic
2020-04-13,22,12,0.0,13.0,5,53,No moonrise,09:11 AM,05:05 AM,06:08 PM,8,17,18,17,8,5,58,0.0,1018,22,10,241,5,Kyrgyz%20Republic
2020-04-14,25,11,0.0,13.1,6,46,12:14 AM,10:06 AM,05:04 AM,06:09 PM,6,18,19,18,7,0,49,0.0,1017,25,10,205,4,Kyrgyz%20Republic
