date_time,Mauritius_maxtempC,Mauritius_mintempC,Mauritius_totalSnow_cm,Mauritius_sunHour,Mauritius_uvIndex,Mauritius_moon_illumination,Mauritius_moonrise,Mauritius_moonset,Mauritius_sunrise,Mauritius_sunset,Mauritius_DewPointC,Mauritius_FeelsLikeC,Mauritius_HeatIndexC,Mauritius_WindChillC,Mauritius_WindGustKmph,Mauritius_cloudcover,Mauritius_humidity,Mauritius_precipMM,Mauritius_pressure,Mauritius_tempC,Mauritius_visibility,Mauritius_winddirDegree,Mauritius_windspeedKmph,Mauritius_location
2020-06-08,21,18,0.0,8.7,5,76,08:14 PM,09:02 AM,06:41 AM,05:38 PM,14,20,20,20,41,28,72,0.1,1021,21,10,119,33,Mauritius
2020-06-09,22,19,0.0,7.2,5,69,09:12 PM,09:55 AM,06:41 AM,05:38 PM,15,20,21,20,36,41,73,2.3,1020,22,10,120,27,Mauritius
2020-06-10,23,20,0.0,8.7,5,61,10:08 PM,10:42 AM,06:41 AM,05:38 PM,16,21,22,21,39,54,74,0.6,1020,23,10,126,30,Mauritius
2020-06-11,23,20,0.0,4.1,5,54,11:01 PM,11:24 AM,06:42 AM,05:38 PM,16,21,22,21,45,77,75,1.9,1020,23,9,122,34,Mauritius
2020-06-12,23,20,0.0,4.1,5,46,11:52 PM,12:02 PM,06:42 AM,05:38 PM,17,23,23,22,39,69,78,1.9,1019,23,10,109,29,Mauritius
2020-06-13,24,21,0.0,5.6,5,38,No moonrise,12:37 PM,06:42 AM,05:38 PM,18,23,23,22,33,63,79,1.4,1018,24,10,107,25,Mauritius
2020-06-14,23,20,0.0,4.1,5,31,12:40 AM,01:11 PM,06:43 AM,05:38 PM,18,21,22,21,26,59,80,1.0,1019,23,10,124,19,Mauritius
2020-06-15,23,20,0.0,8.7,6,23,01:29 AM,01:44 PM,06:43 AM,05:38 PM,16,21,22,21,30,8,73,0.0,1020,23,10,132,23,Mauritius
2020-06-16,22,20,0.0,7.2,5,16,02:17 AM,02:17 PM,06:43 AM,05:39 PM,17,20,22,20,29,63,81,3.3,1020,22,10,137,21,Mauritius
2020-06-17,21,20,0.0,5.6,5,8,03:06 AM,02:52 PM,06:43 AM,05:39 PM,18,21,22,21,39,68,83,2.1,1019,21,9,145,29,Mauritius
2020-06-18,22,20,0.0,5.6,5,1,03:56 AM,03:31 PM,06:44 AM,05:39 PM,17,21,22,21,40,73,80,2.7,1021,22,9,131,31,Mauritius
2020-06-19,21,18,0.0,4.1,5,0,04:49 AM,04:12 PM,06:44 AM,05:39 PM,17,20,21,20,41,66,79,0.6,1021,21,9,122,32,Mauritius
2020-06-20,22,19,0.0,8.7,5,0,05:44 AM,04:58 PM,06:44 AM,05:39 PM,16,21,22,21,44,37,74,0.1,1021,22,10,112,34,Mauritius
2020-06-21,23,20,0.0,4.1,5,0,06:40 AM,05:50 PM,06:44 AM,05:39 PM,16,21,22,21,37,72,74,1.5,1020,23,10,101,28,Mauritius
2020-06-22,23,20,0.0,8.7,5,7,07:37 AM,06:45 PM,06:45 AM,05:40 PM,16,21,22,21,27,43,74,0.6,1019,23,10,106,20,Mauritius
2020-06-23,23,20,0.0,8.7,5,14,08:31 AM,07:44 PM,06:45 AM,05:40 PM,17,21,22,21,26,37,78,0.3,1018,23,10,121,20,Mauritius
2020-06-24,23,19,0.0,4.1,5,22,09:24 AM,08:44 PM,06:45 AM,05:40 PM,18,21,22,21,30,80,78,1.1,1019,23,10,115,23,Mauritius
2020-06-25,23,21,0.0,7.2,5,29,10:12 AM,09:45 PM,06:45 AM,05:40 PM,17,23,23,22,37,50,76,1.1,1019,23,10,112,29,Mauritius
2020-06-26,23,21,0.0,5.6,5,37,10:57 AM,10:45 PM,06:45 AM,05:41 PM,17,23,23,22,41,68,75,2.3,1020,23,10,107,30,Mauritius
2020-06-27,23,21,0.0,4.1,5,44,11:40 AM,11:44 PM,06:45 AM,05:41 PM,18,24,24,22,37,62,80,1.5,1020,23,10,103,28,Mauritius
2020-06-28,24,20,0.0,4.1,5,52,12:20 PM,No moonset,06:46 AM,05:41 PM,18,22,22,21,27,63,80,0.6,1019,24,10,99,20,Mauritius
2020-06-29,23,20,0.0,7.2,5,59,01:01 PM,12:42 AM,06:46 AM,05:42 PM,17,21,22,21,20,45,79,0.5,1018,23,10,111,15,Mauritius
2020-06-30,23,19,0.0,8.7,6,67,01:43 PM,01:42 AM,06:46 AM,05:42 PM,16,21,22,21,18,12,77,0.0,1017,23,10,126,13,Mauritius
2020-07-01,24,19,0.0,8.7,6,72,02:27 PM,02:42 AM,06:46 AM,05:42 PM,16,21,22,21,14,8,74,0.0,1017,24,10,155,10,Mauritius
2020-07-02,22,19,0.0,4.1,5,79,03:15 PM,03:44 AM,06:46 AM,05:43 PM,17,20,21,20,27,60,79,0.8,1018,22,10,146,21,Mauritius
2020-07-03,22,20,0.0,8.7,6,86,04:06 PM,04:46 AM,06:46 AM,05:43 PM,16,20,22,20,36,21,77,0.0,1020,22,10,117,27,Mauritius
2020-07-04,23,19,0.0,8.7,5,94,05:02 PM,05:48 AM,06:46 AM,05:43 PM,15,20,21,20,28,36,73,0.3,1020,23,10,109,21,Mauritius
2020-07-05,22,20,0.0,7.2,5,100,06:00 PM,06:48 AM,06:46 AM,05:44 PM,17,21,22,21,32,51,81,0.3,1019,22,10,126,25,Mauritius
2020-07-06,23,18,0.0,5.6,5,100,06:58 PM,07:44 AM,06:46 AM,05:44 PM,19,23,23,21,29,61,84,0.5,1018,23,10,124,22,Mauritius
2020-07-07,25,22,0.0,7.2,5,85,07:55 PM,08:33 AM,06:46 AM,05:44 PM,20,25,25,23,27,69,84,2.1,1019,25,10,114,21,Mauritius
2020-07-08,23,19,0.0,8.7,5,77,08:50 PM,09:18 AM,06:46 AM,05:45 PM,17,21,22,21,29,32,77,0.2,1021,23,10,120,22,Mauritius
2020-07-09,22,19,0.0,4.1,5,70,09:43 PM,09:58 AM,06:46 AM,05:45 PM,15,20,21,20,32,67,71,0.6,1022,22,10,128,25,Mauritius
2020-07-10,21,20,0.0,4.1,5,63,10:32 PM,10:35 AM,06:46 AM,05:45 PM,16,20,21,20,41,71,75,2.9,1022,21,10,112,31,Mauritius
2020-07-11,22,19,0.0,4.1,5,55,11:22 PM,11:09 AM,06:46 AM,05:46 PM,15,21,22,21,39,70,71,2.1,1023,22,9,105,29,Mauritius
2020-07-12,23,20,0.0,7.2,5,48,No moonrise,11:43 AM,06:46 AM,05:46 PM,16,21,22,21,35,73,71,1.8,1022,23,10,99,27,Mauritius
2020-07-13,23,20,0.0,7.2,5,41,12:09 AM,12:16 PM,06:46 AM,05:46 PM,17,21,22,21,31,45,75,0.3,1018,23,10,97,23,Mauritius
2020-07-14,24,20,0.0,8.7,6,34,12:58 AM,12:50 PM,06:45 AM,05:47 PM,17,23,23,22,22,17,76,0.0,1018,24,10,97,17,Mauritius
2020-07-15,23,21,0.0,7.2,5,26,01:48 AM,01:27 PM,06:45 AM,05:47 PM,17,23,23,22,30,61,77,0.5,1020,23,10,107,23,Mauritius
2020-07-16,23,19,0.0,8.7,6,19,02:39 AM,02:06 PM,06:45 AM,05:47 PM,16,21,22,21,20,10,73,0.0,1018,23,10,123,15,Mauritius
2020-07-17,23,19,0.0,8.7,6,12,03:33 AM,02:50 PM,06:45 AM,05:48 PM,16,21,21,21,23,25,74,0.1,1017,23,10,151,18,Mauritius
2020-07-18,22,16,0.0,8.7,5,5,04:28 AM,03:40 PM,06:45 AM,05:48 PM,15,20,20,20,31,36,74,0.4,1019,22,10,148,24,Mauritius
2020-07-19,21,17,0.0,7.2,4,0,05:25 AM,04:33 PM,06:44 AM,05:49 PM,14,19,20,19,34,58,71,0.9,1021,21,10,133,26,Mauritius
2020-07-20,21,18,0.0,7.2,4,0,06:21 AM,05:33 PM,06:44 AM,05:49 PM,14,19,20,19,32,60,70,0.4,1021,21,10,125,25,Mauritius
2020-07-21,21,18,0.0,4.1,4,2,07:16 AM,06:34 PM,06:44 AM,05:49 PM,14,19,19,19,28,69,69,0.9,1020,21,10,125,22,Mauritius
2020-07-22,20,15,0.0,7.2,4,10,08:07 AM,07:36 PM,06:44 AM,05:50 PM,13,18,19,18,27,49,67,0.3,1018,20,10,143,21,Mauritius
2020-07-23,22,17,0.0,7.2,4,17,08:54 AM,08:37 PM,06:43 AM,05:50 PM,14,19,20,19,35,70,72,1.2,1018,22,10,137,27,Mauritius
2020-07-24,20,17,0.0,4.2,4,24,09:39 AM,09:38 PM,06:43 AM,05:50 PM,13,18,19,18,36,67,68,0.6,1020,20,10,122,29,Mauritius
2020-07-25,20,18,0.0,4.2,4,32,10:20 AM,10:37 PM,06:43 AM,05:51 PM,13,19,19,19,34,63,68,1.1,1022,20,10,129,26,Mauritius
2020-07-26,21,17,0.0,8.7,5,39,11:01 AM,11:37 PM,06:42 AM,05:51 PM,14,19,20,19,36,55,72,1.0,1023,21,10,114,28,Mauritius
2020-07-27,22,19,0.0,7.2,5,46,11:43 AM,No moonset,06:42 AM,05:51 PM,16,20,21,20,28,60,78,1.0,1020,22,10,107,21,Mauritius
2020-07-28,23,19,0.0,8.7,6,53,12:25 PM,12:36 AM,06:41 AM,05:52 PM,16,21,21,21,15,28,77,0.0,1019,23,10,118,11,Mauritius
2020-07-29,23,19,0.0,7.2,5,61,01:11 PM,01:36 AM,06:41 AM,05:52 PM,17,21,22,21,25,55,78,0.2,1021,23,10,116,19,Mauritius
2020-07-30,23,19,0.0,7.2,5,68,02:00 PM,02:37 AM,06:41 AM,05:52 PM,17,21,22,21,25,45,78,0.1,1020,23,10,111,18,Mauritius
2020-07-31,24,20,0.0,8.7,6,72,02:53 PM,03:39 AM,06:40 AM,05:53 PM,18,22,22,21,13,35,80,0.0,1019,24,10,140,9,Mauritius
2020-08-01,24,20,0.0,7.2,5,82,03:49 PM,04:38 AM,06:40 AM,05:53 PM,18,23,23,22,21,42,79,0.2,1020,24,10,134,16,Mauritius
2020-08-02,22,20,0.0,7.2,5,90,04:47 PM,05:34 AM,06:39 AM,05:53 PM,17,21,22,21,30,63,80,0.9,1023,22,10,136,24,Mauritius
2020-08-03,21,17,0.0,8.7,4,97,05:44 PM,06:25 AM,06:39 AM,05:54 PM,15,19,20,19,34,52,73,0.6,1024,21,10,139,27,Mauritius
2020-08-04,20,18,0.0,4.2,4,100,06:40 PM,07:12 AM,06:38 AM,05:54 PM,14,19,19,19,33,66,72,0.9,1022,20,10,122,27,Mauritius
2020-08-05,20,18,0.0,7.2,4,88,07:33 PM,07:54 AM,06:38 AM,05:54 PM,13,19,19,19,26,52,69,0.4,1021,20,10,109,21,Mauritius
2020-08-06,21,18,0.0,5.7,4,81,08:24 PM,08:32 AM,06:37 AM,05:55 PM,13,19,19,19,25,63,67,0.5,1020,21,10,114,18,Mauritius
2020-08-07,21,18,0.0,4.2,4,74,09:14 PM,09:07 AM,06:37 AM,05:55 PM,14,19,19,19,25,62,71,0.9,1020,21,10,106,19,Mauritius
2020-08-08,22,18,0.0,5.7,5,67,10:02 PM,09:41 AM,06:36 AM,05:55 PM,15,20,21,20,13,68,76,1.6,1018,22,10,155,9,Mauritius
2020-08-09,21,18,0.0,8.7,4,59,10:50 PM,10:14 AM,06:35 AM,05:56 PM,15,19,20,19,26,27,74,0.2,1018,21,10,149,21,Mauritius
2020-08-10,21,17,0.0,8.7,5,52,11:40 PM,10:48 AM,06:35 AM,05:56 PM,13,19,19,19,23,5,69,0.0,1019,21,10,119,18,Mauritius
2020-08-11,23,18,0.0,8.7,6,45,No moonrise,11:23 AM,06:34 AM,05:56 PM,13,20,20,20,12,10,64,0.0,1018,23,10,146,9,Mauritius
2020-08-12,22,17,0.0,8.7,5,38,12:29 AM,12:01 PM,06:34 AM,05:57 PM,12,19,19,19,24,7,65,0.0,1019,22,10,137,18,Mauritius
2020-08-13,22,18,0.0,8.7,6,30,01:22 AM,12:42 PM,06:33 AM,05:57 PM,15,20,21,20,29,24,73,0.0,1019,22,10,110,23,Mauritius
2020-08-14,24,19,0.0,8.7,6,23,02:15 AM,01:29 PM,06:32 AM,05:57 PM,14,21,22,21,13,26,68,0.0,1018,24,10,156,9,Mauritius
2020-08-15,23,19,0.0,8.7,6,16,03:11 AM,02:20 PM,06:31 AM,05:57 PM,15,21,21,21,24,19,72,0.3,1018,23,10,128,18,Mauritius
2020-08-16,23,18,0.0,8.7,5,8,04:08 AM,03:17 PM,06:31 AM,05:58 PM,16,21,22,21,33,46,73,0.8,1020,23,10,99,26,Mauritius
2020-08-17,23,20,0.0,7.2,5,1,05:03 AM,04:17 PM,06:30 AM,05:58 PM,16,21,22,21,30,50,72,0.9,1020,23,10,94,23,Mauritius
2020-08-18,23,20,0.0,5.7,5,0,05:56 AM,05:20 PM,06:29 AM,05:58 PM,16,21,22,21,31,51,72,0.8,1020,23,10,102,24,Mauritius
2020-08-19,23,19,0.0,8.7,5,0,06:46 AM,06:23 PM,06:29 AM,05:59 PM,16,21,22,21,31,30,73,0.5,1019,23,10,99,24,Mauritius
2020-08-20,23,19,0.0,8.7,5,6,07:33 AM,07:26 PM,06:28 AM,05:59 PM,16,21,21,21,23,42,74,0.3,1019,23,10,94,18,Mauritius
2020-08-21,23,19,0.0,8.7,5,13,08:16 AM,08:27 PM,06:27 AM,05:59 PM,15,20,21,20,22,17,72,0.3,1020,23,10,113,17,Mauritius
2020-08-22,23,19,0.0,5.7,5,20,08:58 AM,09:29 PM,06:26 AM,05:59 PM,16,21,22,21,23,60,76,0.9,1020,23,10,122,18,Mauritius
2020-08-23,23,20,0.0,7.3,5,28,09:41 AM,10:29 PM,06:26 AM,06:00 PM,16,21,22,21,29,62,74,2.6,1020,23,10,113,23,Mauritius
2020-08-24,23,19,0.0,10.2,5,35,10:23 AM,11:31 PM,06:25 AM,06:00 PM,16,21,22,21,31,52,75,0.4,1020,23,10,106,24,Mauritius
2020-08-25,24,20,0.0,11.6,5,42,11:09 AM,No moonset,06:24 AM,06:00 PM,17,21,22,21,28,39,75,0.5,1021,24,10,106,21,Mauritius
2020-08-26,24,20,0.0,7.3,5,50,11:57 AM,12:32 AM,06:23 AM,06:00 PM,17,23,23,21,27,56,75,0.9,1021,24,10,104,21,Mauritius
2020-08-27,23,19,0.0,8.7,5,57,12:49 PM,01:33 AM,06:22 AM,06:01 PM,17,21,22,21,27,51,76,1.2,1020,23,10,101,20,Mauritius
