date_time,Albania_maxtempC,Albania_mintempC,Albania_totalSnow_cm,Albania_sunHour,Albania_uvIndex,Albania_moon_illumination,Albania_moonrise,Albania_moonset,Albania_sunrise,Albania_sunset,Albania_DewPointC,Albania_FeelsLikeC,Albania_HeatIndexC,Albania_WindChillC,Albania_WindGustKmph,Albania_cloudcover,Albania_humidity,Albania_precipMM,Albania_pressure,Albania_tempC,Albania_visibility,Albania_winddirDegree,Albania_windspeedKmph,Albania_location
2020-11-15,16,12,0.0,8.7,4,0,06:29 AM,04:44 PM,06:29 AM,04:21 PM,9,14,14,14,5,18,72,0.0,1023,16,10,160,4,Albania
2020-11-16,19,12,0.0,8.7,5,2,07:48 AM,05:28 PM,06:30 AM,04:20 PM,8,15,15,15,8,19,64,0.0,1021,19,10,142,5,Albania
2020-11-17,16,13,0.0,5.4,3,9,09:03 AM,06:19 PM,06:32 AM,04:19 PM,8,14,14,14,9,59,65,0.4,1022,16,8,82,5,Albania
2020-11-18,19,13,0.0,8.7,4,17,10:09 AM,07:18 PM,06:33 AM,04:18 PM,8,15,15,15,9,37,62,0.0,1026,19,10,135,5,Albania
2020-11-19,19,11,0.0,8.7,5,24,11:06 AM,08:22 PM,06:34 AM,04:18 PM,6,14,14,14,9,1,58,0.0,1023,19,10,138,6,Albania
2020-11-20,17,10,0.0,8.7,4,32,11:51 AM,09:28 PM,06:35 AM,04:17 PM,4,12,13,12,9,6,55,0.0,1018,17,10,135,6,Albania
2020-11-21,13,8,0.0,3.7,3,39,12:28 PM,10:33 PM,06:36 AM,04:16 PM,1,8,10,8,14,47,57,0.0,1023,13,10,64,10,Albania
2020-11-22,15,6,0.0,8.7,4,47,12:59 PM,11:37 PM,06:37 AM,04:16 PM,2,10,10,10,10,17,57,0.0,1029,15,10,144,6,Albania
2020-11-23,16,10,0.0,8.7,4,54,01:25 PM,No moonset,06:39 AM,04:15 PM,5,12,12,12,6,20,63,0.0,1026,16,10,164,4,Albania
2020-11-24,15,9,0.0,7.0,3,62,01:48 PM,12:38 AM,06:40 AM,04:15 PM,5,11,12,11,8,37,65,0.0,1023,15,10,96,4,Albania
2020-11-25,18,9,0.0,8.7,4,70,02:10 PM,01:38 AM,06:41 AM,04:14 PM,3,12,13,12,10,3,53,0.0,1023,18,10,141,6,Albania
2020-11-26,17,10,0.0,8.7,4,77,02:32 PM,02:37 AM,06:42 AM,04:14 PM,1,13,13,13,6,0,45,0.0,1023,17,10,162,4,Albania
2020-11-27,17,11,0.0,8.7,4,85,02:55 PM,03:36 AM,06:43 AM,04:13 PM,1,13,13,13,6,3,47,0.0,1022,17,10,162,4,Albania
2020-11-28,14,9,0.0,8.7,4,92,03:20 PM,04:35 AM,06:44 AM,04:13 PM,3,11,11,11,7,22,57,0.0,1019,14,10,117,4,Albania
2020-11-29,16,9,0.0,8.7,4,100,03:49 PM,05:37 AM,06:45 AM,04:13 PM,2,11,12,11,13,56,51,0.3,1014,16,9,76,8,Albania
2020-11-30,15,9,0.0,8.7,4,100,04:21 PM,06:37 AM,06:46 AM,04:12 PM,2,10,11,10,10,20,56,0.0,1018,15,10,126,7,Albania
2020-12-01,13,7,0.0,8.7,4,89,05:01 PM,07:39 AM,06:47 AM,04:12 PM,0,9,10,9,7,22,53,0.0,1019,13,10,111,4,Albania
2020-12-02,15,8,0.0,8.7,4,82,05:48 PM,08:37 AM,06:48 AM,04:12 PM,3,10,10,10,12,27,63,0.0,1017,15,10,101,7,Albania
2020-12-03,12,8,0.0,3.6,3,75,06:42 PM,09:32 AM,06:49 AM,04:11 PM,6,9,10,9,19,73,77,19.2,1012,12,8,97,10,Albania
2020-12-04,15,9,0.0,5.3,3,67,07:43 PM,10:20 AM,06:50 AM,04:11 PM,5,10,11,10,18,62,70,1.0,1008,15,8,104,10,Albania
2020-12-05,15,8,0.0,8.7,4,60,08:49 PM,11:02 AM,06:51 AM,04:11 PM,5,10,11,10,12,23,68,0.1,1013,15,10,111,7,Albania
2020-12-06,14,6,0.0,8.7,4,53,09:57 PM,11:38 AM,06:52 AM,04:11 PM,3,8,10,8,28,26,64,0.0,1010,14,10,94,15,Albania
2020-12-07,8,6,0.0,3.6,2,46,11:07 PM,12:10 PM,06:53 AM,04:11 PM,5,6,7,6,16,82,88,39.7,1009,8,7,110,8,Albania
2020-12-08,12,5,0.0,7.0,2,38,No moonrise,12:38 PM,06:54 AM,04:11 PM,2,6,8,6,16,36,68,0.0,1012,12,10,118,8,Albania
2020-12-09,9,4,0.0,3.6,2,31,12:18 AM,01:06 PM,06:55 AM,04:11 PM,5,5,7,5,32,91,85,41.4,1007,9,7,124,16,Albania
2020-12-10,11,5,0.0,3.6,2,24,01:30 AM,01:34 PM,06:56 AM,04:11 PM,5,7,8,7,13,79,82,22.1,1007,11,8,167,6,Albania
2020-12-11,9,1,0.0,3.6,2,17,02:44 AM,02:03 PM,06:57 AM,04:11 PM,3,4,6,4,17,80,80,15.2,1007,9,8,103,9,Albania
2020-12-12,11,4,0.0,3.6,2,9,04:00 AM,02:36 PM,06:58 AM,04:11 PM,6,8,8,8,7,80,84,9.5,1000,11,8,80,4,Albania
2020-12-13,14,6,0.0,8.7,4,2,05:18 AM,03:15 PM,06:58 AM,04:12 PM,4,8,9,8,13,30,74,0.0,1002,14,10,54,7,Albania
2020-12-14,12,6,0.0,8.7,3,0,06:35 AM,04:02 PM,06:59 AM,04:12 PM,3,7,8,7,13,3,69,0.0,1012,12,10,89,7,Albania
2020-12-15,15,8,0.0,8.7,4,0,07:47 AM,04:58 PM,07:00 AM,04:12 PM,5,10,10,10,7,5,69,0.0,1019,15,10,130,5,Albania
2020-12-16,13,4,0.0,8.7,4,5,08:50 AM,06:01 PM,07:00 AM,04:12 PM,6,9,10,9,5,8,74,0.0,1023,13,10,130,3,Albania
2020-12-17,15,8,0.0,8.7,4,12,09:42 AM,07:08 PM,07:01 AM,04:13 PM,8,12,12,12,4,1,78,0.0,1024,15,10,160,3,Albania
2020-12-18,14,9,0.0,8.7,4,20,10:24 AM,08:16 PM,07:02 AM,04:13 PM,8,11,11,11,4,6,79,0.0,1026,14,10,165,3,Albania
2020-12-19,14,6,0.0,8.7,3,27,10:58 AM,09:23 PM,07:02 AM,04:14 PM,6,10,10,10,5,42,77,0.0,1026,14,10,151,3,Albania
2020-12-20,13,8,0.0,3.4,3,34,11:27 AM,10:26 PM,07:03 AM,04:14 PM,6,10,10,10,6,92,76,0.0,1025,13,10,59,3,Albania
2020-12-21,15,8,0.0,5.2,3,41,11:52 AM,11:28 PM,07:03 AM,04:14 PM,8,11,12,11,5,65,74,0.0,1025,15,10,149,3,Albania
2020-12-22,14,9,0.0,8.7,4,49,12:14 PM,No moonset,07:04 AM,04:15 PM,8,11,11,11,5,37,82,0.0,1025,14,10,146,3,Albania
2020-12-23,13,7,0.0,8.7,4,56,12:36 PM,12:27 AM,07:04 AM,04:16 PM,6,9,9,9,7,29,81,0.0,1025,13,10,149,4,Albania
2020-12-24,13,5,0.0,6.9,3,63,12:59 PM,01:26 AM,07:05 AM,04:16 PM,7,8,9,8,11,49,80,0.0,1021,13,10,134,6,Albania
2020-12-25,15,10,0.0,3.4,3,70,01:23 PM,02:25 AM,07:05 AM,04:17 PM,9,12,13,12,17,77,78,9.8,1015,15,9,167,11,Albania
2020-12-26,14,7,0.0,5.2,3,78,01:50 PM,03:26 AM,07:06 AM,04:17 PM,9,11,12,11,11,79,82,10.7,1013,14,10,144,6,Albania
2020-12-27,13,8,0.0,3.4,3,85,02:21 PM,04:26 AM,07:06 AM,04:18 PM,8,10,10,10,11,94,84,27.4,1008,13,7,119,7,Albania
2020-12-28,10,4,0.0,3.4,2,92,02:58 PM,05:28 AM,07:06 AM,04:19 PM,3,4,7,4,30,79,78,7.4,1007,10,9,151,15,Albania
2020-12-29,11,6,0.0,3.4,2,100,03:43 PM,06:28 AM,07:06 AM,04:20 PM,6,6,9,6,35,96,84,13.8,1009,11,9,165,18,Albania
2020-12-30,15,8,0.0,5.2,3,100,04:35 PM,07:26 AM,07:07 AM,04:20 PM,7,10,12,10,23,63,71,0.7,1010,15,9,145,15,Albania
2020-12-31,11,7,0.0,3.4,3,89,05:35 PM,08:17 AM,07:07 AM,04:21 PM,7,9,10,9,15,77,84,62.8,1010,11,8,174,9,Albania
2021-01-01,12,6,0.0,8.7,2,79,06:40 PM,09:02 AM,07:07 AM,04:22 PM,4,8,9,8,12,35,74,1.5,1017,12,10,136,8,Albania
2021-01-02,14,7,0.0,8.7,4,71,07:49 PM,09:40 AM,07:07 AM,04:23 PM,4,9,10,9,14,14,65,0.0,1017,14,10,102,8,Albania
2021-01-03,13,7,0.0,3.4,2,64,08:59 PM,10:13 AM,07:07 AM,04:24 PM,5,8,9,8,15,81,78,7.8,1014,13,9,110,9,Albania
2021-01-04,10,-0,0.0,3.4,2,57,10:09 PM,10:42 AM,07:07 AM,04:25 PM,5,7,8,7,9,86,80,11.8,1012,10,9,136,5,Albania
2021-01-05,11,5,0.0,6.9,2,50,11:19 PM,11:10 AM,07:07 AM,04:26 PM,4,6,8,6,15,66,78,6.7,1015,11,9,137,9,Albania
2021-01-06,10,6,0.0,3.5,2,42,No moonrise,11:36 AM,07:07 AM,04:27 PM,5,6,8,6,22,99,83,28.1,1016,10,8,152,13,Albania
2021-01-07,12,8,0.0,3.5,3,35,12:30 AM,12:04 PM,07:07 AM,04:28 PM,8,9,10,9,13,98,89,51.9,1015,12,7,150,8,Albania
2021-01-08,12,8,0.0,3.5,3,28,01:43 AM,12:34 PM,07:07 AM,04:29 PM,10,10,11,10,8,100,96,89.8,1010,12,7,186,4,Albania
2021-01-09,11,6,0.0,3.5,2,20,02:58 AM,01:09 PM,07:06 AM,04:30 PM,8,9,9,9,7,92,92,25.3,1014,11,5,98,5,Albania
2021-01-10,16,9,0.0,3.5,3,13,04:13 AM,01:51 PM,07:06 AM,04:31 PM,12,14,14,14,8,97,89,43.4,1012,16,8,137,5,Albania
2021-01-11,13,9,0.0,3.5,3,6,05:26 AM,02:41 PM,07:06 AM,04:32 PM,10,11,12,11,12,82,92,29.8,1012,13,7,244,7,Albania
2021-01-12,10,4,0.0,5.2,2,0,06:32 AM,03:40 PM,07:06 AM,04:33 PM,4,6,7,6,10,64,85,0.4,1012,10,10,185,6,Albania
2021-01-13,10,2,0.0,3.5,2,0,07:29 AM,04:46 PM,07:05 AM,04:34 PM,3,6,6,6,6,80,81,7.0,1011,10,10,243,4,Albania
2021-01-14,8,2,0.0,7.0,1,1,08:16 AM,05:55 PM,07:05 AM,04:35 PM,1,3,5,3,10,57,79,7.4,1012,8,8,96,8,Albania
2021-01-15,7,-3,0.0,8.7,2,8,08:54 AM,07:03 PM,07:04 AM,04:36 PM,-5,0,2,0,12,15,61,0.1,1015,7,10,55,7,Albania
2021-01-16,5,-1,0.0,8.7,2,16,09:26 AM,08:09 PM,07:04 AM,04:37 PM,-4,0,2,0,10,25,63,0.0,1013,5,10,42,8,Albania
2021-01-17,2,-2,0.0,5.2,1,23,09:53 AM,09:13 PM,07:03 AM,04:39 PM,-12,-2,-1,-2,6,55,44,0.0,1019,2,10,134,4,Albania
2021-01-18,3,-4,0.0,8.7,2,30,10:16 AM,10:14 PM,07:03 AM,04:40 PM,-11,-3,-1,-3,12,3,46,0.0,1022,3,10,100,7,Albania
2021-01-19,6,-3,0.0,8.7,2,38,10:39 AM,11:14 PM,07:02 AM,04:41 PM,-9,0,1,0,7,6,47,0.0,1027,6,10,158,4,Albania
2021-01-20,9,-0,0.0,7.0,2,45,11:01 AM,No moonset,07:02 AM,04:42 PM,-3,2,4,2,13,40,63,0.0,1028,9,10,122,7,Albania
2021-01-21,10,2,0.0,3.5,2,52,11:25 AM,12:13 AM,07:01 AM,04:43 PM,4,6,8,6,16,96,76,1.0,1024,10,10,124,9,Albania
2021-01-22,12,6,0.0,3.5,2,59,11:50 AM,01:14 AM,07:00 AM,04:45 PM,5,7,9,7,23,81,79,4.7,1019,12,10,144,14,Albania
2021-01-23,8,7,0.0,3.5,2,67,12:19 PM,02:14 AM,07:00 AM,04:46 PM,5,5,8,5,24,89,85,57.4,1008,8,7,140,13,Albania
2021-01-24,9,6,0.0,3.7,2,74,12:53 PM,03:15 AM,06:59 AM,04:47 PM,5,5,8,5,33,78,85,26.6,1005,9,8,156,19,Albania
2021-01-25,10,6,0.0,3.7,2,81,01:35 PM,04:16 AM,06:58 AM,04:48 PM,6,6,9,6,29,94,80,57.0,1004,10,7,229,19,Albania
2021-01-26,8,3,0.0,3.7,2,88,02:24 PM,05:14 AM,06:57 AM,04:50 PM,5,5,7,5,14,89,87,43.9,1004,8,7,164,11,Albania
2021-01-27,4,-0,0.0,8.7,2,96,03:22 PM,06:08 AM,06:57 AM,04:51 PM,-5,-2,2,-2,18,9,63,0.0,1009,4,10,218,12,Albania
2021-01-28,7,-1,0.0,8.7,2,100,04:26 PM,06:56 AM,06:56 AM,04:52 PM,-4,2,3,2,7,16,58,0.0,1016,7,10,168,5,Albania
2021-01-29,11,2,0.0,3.7,2,90,05:36 PM,07:38 AM,06:55 AM,04:53 PM,3,6,7,6,14,74,74,0.7,1012,11,10,133,9,Albania
2021-01-30,14,8,0.0,3.8,3,82,06:47 PM,08:13 AM,06:54 AM,04:55 PM,7,9,10,9,17,75,79,28.6,1003,14,8,202,10,Albania
2021-01-31,13,9,0.0,3.8,3,79,07:59 PM,08:45 AM,06:53 AM,04:56 PM,6,9,10,9,16,72,73,20.8,1001,13,9,141,10,Albania
2021-02-01,11,5,0.0,3.8,2,63,09:11 PM,09:13 AM,06:52 AM,04:57 PM,7,8,9,8,15,91,86,19.6,1002,11,9,140,9,Albania
2021-02-02,12,7,0.0,3.8,2,55,10:22 PM,09:40 AM,06:51 AM,04:58 PM,6,8,9,8,10,76,82,4.4,1010,12,8,124,5,Albania
2021-02-03,16,6,0.0,8.7,4,48,11:35 PM,10:07 AM,06:50 AM,05:00 PM,7,11,11,11,7,15,78,0.0,1018,16,10,158,4,Albania
2021-02-04,16,10,0.0,8.7,3,40,No moonrise,10:36 AM,06:49 AM,05:01 PM,8,13,13,13,6,16,77,0.0,1020,16,10,137,4,Albania
2021-02-05,16,11,0.0,8.7,4,33,12:47 AM,11:09 AM,06:48 AM,05:02 PM,7,13,13,13,6,33,69,0.0,1020,16,10,170,4,Albania
2021-02-06,18,11,0.0,8.7,5,25,02:01 AM,11:47 AM,06:47 AM,05:04 PM,8,14,14,14,6,13,67,0.0,1017,18,10,153,4,Albania
2021-02-07,19,10,0.0,7.1,4,18,03:13 AM,12:33 PM,06:45 AM,05:05 PM,5,14,14,14,16,41,51,0.0,1011,19,10,125,9,Albania
