date_time,Peru_maxtempC,Peru_mintempC,Peru_totalSnow_cm,Peru_sunHour,Peru_uvIndex,Peru_moon_illumination,Peru_moonrise,Peru_moonset,Peru_sunrise,Peru_sunset,Peru_DewPointC,Peru_FeelsLikeC,Peru_HeatIndexC,Peru_WindChillC,Peru_WindGustKmph,Peru_cloudcover,Peru_humidity,Peru_precipMM,Peru_pressure,Peru_tempC,Peru_visibility,Peru_winddirDegree,Peru_windspeedKmph,Peru_location
2020-11-05,20,15,0.0,12.7,5,58,10:36 PM,09:21 AM,05:35 AM,06:09 PM,13,17,17,17,18,31,78,0.0,1016,20,10,183,13,Peru
2020-11-06,20,15,0.0,12.8,5,51,11:28 PM,10:15 AM,05:34 AM,06:10 PM,13,17,17,17,15,26,76,0.0,1016,20,10,190,12,Peru
2020-11-07,20,14,0.0,12.8,5,43,No moonrise,11:10 AM,05:34 AM,06:10 PM,13,17,17,17,15,28,75,0.0,1017,20,10,185,12,Peru
2020-11-08,20,15,0.0,12.8,5,36,12:18 AM,12:06 PM,05:34 AM,06:10 PM,13,17,17,17,17,26,77,0.0,1018,20,10,177,13,Peru
2020-11-09,20,15,0.0,12.8,5,28,01:07 AM,01:03 PM,05:34 AM,06:11 PM,13,17,17,17,14,30,78,0.0,1017,20,10,186,11,Peru
2020-11-10,20,16,0.0,12.8,5,21,01:55 AM,01:59 PM,05:34 AM,06:11 PM,14,17,17,17,13,27,79,0.0,1017,20,10,191,10,Peru
2020-11-11,20,16,0.0,12.8,5,13,02:40 AM,02:55 PM,05:33 AM,06:11 PM,14,18,18,18,13,20,76,0.0,1017,20,10,187,10,Peru
2020-11-12,20,17,0.0,12.8,5,6,03:26 AM,03:53 PM,05:33 AM,06:12 PM,14,18,18,18,14,5,77,0.0,1018,20,10,183,11,Peru
2020-11-13,20,15,0.0,12.8,5,0,04:12 AM,04:52 PM,05:33 AM,06:12 PM,13,17,18,17,19,15,77,0.0,1017,20,10,179,14,Peru
2020-11-14,20,13,0.0,12.8,4,0,05:02 AM,05:53 PM,05:33 AM,06:13 PM,13,17,17,17,15,38,77,0.0,1017,20,10,191,12,Peru
2020-11-15,21,15,0.0,12.8,5,0,05:54 AM,06:57 PM,05:33 AM,06:13 PM,14,18,18,18,18,19,76,0.0,1017,21,10,173,14,Peru
2020-11-16,20,17,0.0,12.8,5,2,06:50 AM,08:01 PM,05:33 AM,06:13 PM,14,18,18,18,18,20,77,0.0,1017,20,10,180,14,Peru
2020-11-17,20,17,0.0,12.8,5,9,07:49 AM,09:05 PM,05:33 AM,06:14 PM,14,18,18,18,17,37,78,0.0,1016,20,10,184,14,Peru
2020-11-18,20,17,0.0,11.9,4,17,08:49 AM,10:05 PM,05:33 AM,06:14 PM,14,18,18,18,14,47,77,0.0,1016,20,10,189,12,Peru
2020-11-19,21,16,0.0,12.8,5,24,09:49 AM,11:00 PM,05:33 AM,06:15 PM,14,19,19,19,17,30,76,0.0,1017,21,10,179,13,Peru
2020-11-20,21,17,0.0,12.8,5,32,10:46 AM,11:49 PM,05:33 AM,06:15 PM,14,18,18,18,19,21,77,0.0,1017,21,10,181,14,Peru
2020-11-21,20,16,0.0,12.8,5,39,11:40 AM,No moonset,05:33 AM,06:16 PM,14,18,18,18,15,43,80,0.0,1015,20,10,196,11,Peru
2020-11-22,21,16,0.0,12.8,4,47,12:30 PM,12:33 AM,05:33 AM,06:16 PM,14,18,18,18,17,57,77,0.0,1015,21,10,184,13,Peru
2020-11-23,21,16,0.0,12.8,5,54,01:18 PM,01:14 AM,05:33 AM,06:17 PM,14,18,18,18,18,33,77,0.1,1015,21,10,182,14,Peru
2020-11-24,20,16,0.0,12.8,5,62,02:04 PM,01:52 AM,05:33 AM,06:17 PM,14,18,18,18,15,37,78,0.0,1016,20,10,192,12,Peru
2020-11-25,19,15,0.0,11.9,4,70,02:49 PM,02:28 AM,05:33 AM,06:18 PM,14,17,17,17,14,55,80,0.0,1016,19,10,201,11,Peru
2020-11-26,20,16,0.0,12.9,4,77,03:34 PM,03:03 AM,05:33 AM,06:18 PM,14,18,18,18,12,46,77,0.0,1015,20,10,199,10,Peru
2020-11-27,21,17,0.0,12.9,5,85,04:19 PM,03:40 AM,05:34 AM,06:19 PM,14,19,19,19,14,35,75,0.1,1015,21,10,184,11,Peru
2020-11-28,22,17,0.0,12.9,4,92,05:06 PM,04:17 AM,05:34 AM,06:19 PM,14,19,19,19,17,47,75,0.0,1016,22,10,184,13,Peru
2020-11-29,21,17,0.0,12.9,5,100,05:55 PM,04:57 AM,05:34 AM,06:20 PM,15,19,19,19,15,45,80,0.1,1016,21,10,188,11,Peru
2020-11-30,20,16,0.0,9.3,4,100,06:46 PM,05:41 AM,05:34 AM,06:20 PM,15,18,18,18,13,71,82,0.0,1016,20,10,199,10,Peru
2020-12-01,21,17,0.0,12.9,5,89,07:39 PM,06:27 AM,05:34 AM,06:21 PM,15,19,20,19,15,47,79,0.0,1016,21,10,187,12,Peru
2020-12-02,21,17,0.0,12.9,4,82,08:32 PM,07:18 AM,05:35 AM,06:21 PM,15,19,19,19,17,47,78,0.0,1016,21,10,185,13,Peru
2020-12-03,21,16,0.0,11.9,4,75,09:25 PM,08:11 AM,05:35 AM,06:22 PM,15,18,19,18,15,58,79,0.0,1015,21,10,190,13,Peru
2020-12-04,20,18,0.0,12.9,4,67,10:16 PM,09:06 AM,05:35 AM,06:22 PM,15,19,19,19,14,42,78,0.0,1016,20,10,187,12,Peru
2020-12-05,21,18,0.0,12.9,5,60,11:05 PM,10:01 AM,05:35 AM,06:23 PM,15,19,20,19,14,37,77,0.0,1017,21,10,186,12,Peru
2020-12-06,21,18,0.0,12.9,6,53,11:51 PM,10:56 AM,05:36 AM,06:24 PM,16,20,20,20,15,45,79,0.0,1016,21,10,185,12,Peru
2020-12-07,21,17,0.0,12.9,5,46,No moonrise,11:51 AM,05:36 AM,06:24 PM,16,19,19,19,15,58,80,0.4,1016,21,10,183,12,Peru
2020-12-08,22,17,0.0,12.9,5,38,12:35 AM,12:45 PM,05:36 AM,06:25 PM,16,19,21,19,16,42,79,0.3,1017,22,9,186,12,Peru
2020-12-09,21,17,0.0,11.9,4,31,01:20 AM,01:40 PM,05:37 AM,06:25 PM,16,19,19,19,15,52,80,0.1,1017,21,10,191,11,Peru
2020-12-10,21,18,0.0,12.9,4,24,02:04 AM,02:36 PM,05:37 AM,06:26 PM,16,19,20,19,16,56,80,0.0,1016,21,10,190,12,Peru
2020-12-11,22,17,0.0,12.9,5,17,02:49 AM,03:34 PM,05:37 AM,06:26 PM,16,19,20,19,17,56,79,0.0,1015,22,10,188,12,Peru
2020-12-12,22,16,0.0,12.9,5,9,03:39 AM,04:35 PM,05:38 AM,06:27 PM,16,19,20,19,17,50,79,0.0,1015,22,10,189,13,Peru
2020-12-13,22,18,0.0,12.9,5,2,04:31 AM,05:39 PM,05:38 AM,06:27 PM,16,20,21,20,17,56,79,0.5,1016,22,10,186,14,Peru
2020-12-14,22,18,0.0,12.9,5,0,05:29 AM,06:43 PM,05:39 AM,06:28 PM,16,20,21,20,18,60,80,0.2,1015,22,10,181,14,Peru
2020-12-15,22,18,0.0,11.9,5,0,06:29 AM,07:46 PM,05:39 AM,06:28 PM,16,20,20,20,16,55,79,0.0,1015,22,10,184,12,Peru
2020-12-16,22,18,0.0,12.9,6,5,07:31 AM,08:45 PM,05:39 AM,06:29 PM,17,20,21,20,14,41,80,0.0,1015,22,10,185,12,Peru
2020-12-17,22,19,0.0,12.9,5,12,08:31 AM,09:39 PM,05:40 AM,06:29 PM,17,20,21,20,14,57,80,0.2,1015,22,10,187,11,Peru
2020-12-18,22,15,0.0,10.6,5,20,09:28 AM,10:26 PM,05:40 AM,06:30 PM,16,19,20,19,14,59,80,0.2,1016,22,10,187,11,Peru
2020-12-19,21,17,0.0,10.6,4,27,10:21 AM,11:10 PM,05:41 AM,06:30 PM,16,19,20,19,15,60,81,0.0,1015,21,10,184,12,Peru
2020-12-20,22,18,0.0,11.9,5,34,11:12 AM,11:49 PM,05:41 AM,06:31 PM,16,20,21,20,16,55,79,0.0,1015,22,10,180,13,Peru
2020-12-21,22,19,0.0,12.9,6,41,11:59 AM,No moonset,05:42 AM,06:32 PM,17,20,21,20,15,45,80,0.0,1015,22,10,191,12,Peru
2020-12-22,22,18,0.0,11.9,5,49,12:44 PM,12:26 AM,05:42 AM,06:32 PM,16,20,21,20,18,61,80,0.0,1015,22,10,184,13,Peru
2020-12-23,22,18,0.0,12.9,5,56,01:29 PM,01:02 AM,05:43 AM,06:32 PM,16,20,21,20,17,52,78,0.0,1015,22,10,183,13,Peru
2020-12-24,22,18,0.0,10.6,5,63,02:14 PM,01:39 AM,05:43 AM,06:33 PM,16,20,21,20,17,73,79,0.0,1015,22,10,185,13,Peru
2020-12-25,22,18,0.0,8.1,5,70,03:01 PM,02:15 AM,05:44 AM,06:33 PM,16,20,20,20,15,83,79,0.0,1015,22,10,191,11,Peru
2020-12-26,22,18,0.0,9.4,5,78,03:49 PM,02:54 AM,05:44 AM,06:34 PM,16,20,20,20,14,64,79,0.0,1015,22,10,188,10,Peru
2020-12-27,21,18,0.0,9.3,5,85,04:39 PM,03:37 AM,05:45 AM,06:34 PM,16,20,20,20,12,76,80,0.0,1015,21,10,182,9,Peru
2020-12-28,23,19,0.0,12.9,5,92,05:32 PM,04:22 AM,05:45 AM,06:35 PM,17,21,22,21,15,45,78,0.0,1016,23,10,172,11,Peru
2020-12-29,23,19,0.0,12.9,5,100,06:25 PM,05:12 AM,05:46 AM,06:35 PM,17,21,22,21,18,50,80,0.0,1016,23,10,178,13,Peru
2020-12-30,23,19,0.0,12.9,6,100,07:20 PM,06:04 AM,05:47 AM,06:36 PM,18,21,22,21,15,49,81,0.0,1014,23,10,191,11,Peru
2020-12-31,23,20,0.0,8.1,5,89,08:12 PM,07:00 AM,05:47 AM,06:36 PM,17,21,22,21,17,78,79,0.0,1014,23,10,180,13,Peru
2021-01-01,24,19,0.0,12.9,5,79,09:03 PM,07:56 AM,05:48 AM,06:36 PM,17,22,22,21,18,52,78,0.0,1015,24,10,177,14,Peru
2021-01-02,22,19,0.0,10.6,5,71,09:50 PM,08:52 AM,05:48 AM,06:37 PM,17,21,21,21,16,75,79,0.0,1016,22,10,182,12,Peru
2021-01-03,23,19,0.0,12.9,5,64,10:35 PM,09:48 AM,05:49 AM,06:37 PM,17,21,22,21,17,61,77,0.0,1016,23,10,182,13,Peru
2021-01-04,22,17,0.0,9.3,5,57,11:19 PM,10:41 AM,05:49 AM,06:37 PM,17,20,21,20,14,82,82,0.0,1015,22,10,191,10,Peru
2021-01-05,23,18,0.0,8.1,5,50,No moonrise,11:35 AM,05:50 AM,06:38 PM,17,21,22,21,14,64,79,0.0,1015,23,10,186,12,Peru
2021-01-06,23,19,0.0,12.9,5,42,12:01 AM,12:29 PM,05:50 AM,06:38 PM,17,21,22,21,15,58,78,0.0,1015,23,10,187,12,Peru
2021-01-07,24,20,0.0,12.9,6,35,12:45 AM,01:24 PM,05:51 AM,06:38 PM,17,23,23,22,16,47,76,0.0,1015,24,10,182,13,Peru
2021-01-08,24,18,0.0,12.9,5,28,01:31 AM,02:21 PM,05:52 AM,06:39 PM,18,22,22,21,15,45,80,0.0,1016,24,10,184,12,Peru
2021-01-09,24,20,0.0,11.9,5,20,02:20 AM,03:22 PM,05:52 AM,06:39 PM,18,22,22,22,16,67,79,0.0,1015,24,10,186,13,Peru
2021-01-10,23,20,0.0,9.3,5,13,03:14 AM,04:24 PM,05:53 AM,06:39 PM,17,22,22,21,18,79,78,0.1,1015,23,10,178,14,Peru
2021-01-11,23,19,0.0,8.0,5,6,04:11 AM,05:27 PM,05:53 AM,06:39 PM,17,21,22,21,18,85,81,0.1,1015,23,10,179,13,Peru
2021-01-12,23,19,0.0,9.3,5,0,05:12 AM,06:27 PM,05:54 AM,06:40 PM,17,21,22,21,16,81,80,0.0,1015,23,10,187,12,Peru
2021-01-13,24,18,0.0,10.6,5,0,06:12 AM,07:24 PM,05:54 AM,06:40 PM,18,22,22,21,15,70,79,0.1,1014,24,10,183,12,Peru
2021-01-14,23,20,0.0,8.0,5,1,07:12 AM,08:15 PM,05:55 AM,06:40 PM,17,21,22,21,14,76,81,0.0,1014,23,10,188,11,Peru
2021-01-15,23,16,0.0,10.6,5,8,08:08 AM,09:02 PM,05:55 AM,06:40 PM,18,22,22,21,15,69,80,0.2,1014,23,10,189,12,Peru
2021-01-16,23,18,0.0,8.0,5,16,09:01 AM,09:44 PM,05:56 AM,06:40 PM,17,21,22,21,16,76,79,0.0,1015,23,10,183,13,Peru
2021-01-17,24,20,0.0,11.9,5,23,09:50 AM,10:22 PM,05:56 AM,06:40 PM,18,22,22,21,18,69,80,0.0,1014,24,10,178,15,Peru
2021-01-18,23,20,0.0,11.9,5,30,10:37 AM,10:59 PM,05:57 AM,06:40 PM,18,21,22,21,16,47,80,0.0,1014,23,10,182,12,Peru
2021-01-19,24,18,0.0,12.8,6,38,11:23 AM,11:36 PM,05:57 AM,06:41 PM,18,22,22,21,15,37,78,0.0,1014,24,10,184,12,Peru
2021-01-20,24,20,0.0,12.8,6,45,12:08 PM,No moonset,05:58 AM,06:41 PM,18,23,23,22,17,33,78,0.0,1014,24,10,179,14,Peru
2021-01-21,23,20,0.0,10.6,5,52,12:54 PM,12:12 AM,05:58 AM,06:41 PM,18,21,22,21,16,60,80,0.0,1014,23,10,185,13,Peru
2021-01-22,24,20,0.0,12.8,6,59,01:41 PM,12:50 AM,05:59 AM,06:41 PM,17,23,23,22,14,40,77,0.0,1014,24,10,192,11,Peru
2021-01-23,24,20,0.0,12.8,6,67,02:30 PM,01:31 AM,05:59 AM,06:41 PM,17,24,24,22,12,43,75,0.0,1014,24,10,201,9,Peru
2021-01-24,25,21,0.0,12.4,6,74,03:22 PM,02:14 AM,06:00 AM,06:41 PM,17,23,23,22,12,34,75,0.0,1014,25,10,200,9,Peru
2021-01-25,25,20,0.0,12.4,6,81,04:15 PM,03:02 AM,06:00 AM,06:41 PM,17,24,24,22,17,38,74,0.0,1014,25,10,179,14,Peru
2021-01-26,24,21,0.0,11.6,6,88,05:09 PM,03:54 AM,06:01 AM,06:41 PM,18,23,23,22,14,35,78,0.0,1014,24,10,190,12,Peru
2021-01-27,24,21,0.0,10.3,5,96,06:03 PM,04:49 AM,06:01 AM,06:41 PM,18,23,23,22,13,37,79,0.0,1014,24,10,201,11,Peru
2021-01-28,24,19,0.0,10.2,5,100,06:55 PM,05:46 AM,06:02 AM,06:41 PM,18,22,22,21,12,45,78,0.0,1013,24,10,208,10,Peru
2021-01-29,24,20,0.0,10.2,5,90,07:45 PM,06:43 AM,06:02 AM,06:40 PM,17,23,23,21,13,38,77,0.0,1013,24,10,201,10,Peru
2021-01-30,24,19,0.0,11.6,6,82,08:32 PM,07:41 AM,06:02 AM,06:40 PM,17,23,23,22,15,31,75,0.0,1013,24,10,183,12,Peru
2021-01-31,24,21,0.0,11.6,6,79,09:17 PM,08:36 AM,06:03 AM,06:40 PM,17,24,24,22,15,28,76,0.0,1013,24,10,186,13,Peru
2021-02-01,23,20,0.0,8.9,5,63,10:01 PM,09:31 AM,06:03 AM,06:40 PM,17,21,22,21,15,56,79,0.0,1013,23,10,198,12,Peru
2021-02-02,24,19,0.0,11.6,6,55,10:44 PM,10:25 AM,06:04 AM,06:40 PM,17,21,22,21,17,35,76,0.0,1014,24,10,186,13,Peru
2021-02-03,24,20,0.0,11.6,6,48,11:29 PM,11:20 AM,06:04 AM,06:40 PM,17,23,23,22,13,19,76,0.0,1014,24,10,193,11,Peru
2021-02-04,24,20,0.0,11.6,6,40,No moonrise,12:16 PM,06:04 AM,06:40 PM,17,24,24,22,13,41,74,0.0,1015,24,10,196,11,Peru
2021-02-05,24,19,0.0,11.6,5,33,12:16 AM,01:15 PM,06:05 AM,06:39 PM,17,22,22,21,15,50,77,0.0,1015,24,10,183,12,Peru
2021-02-06,24,20,0.0,11.6,6,25,01:07 AM,02:14 PM,06:05 AM,06:39 PM,17,23,23,22,15,37,75,0.0,1014,24,10,187,12,Peru
2021-02-07,24,21,0.0,11.6,6,18,02:02 AM,03:16 PM,06:05 AM,06:39 PM,17,24,24,22,15,33,73,0.0,1015,24,10,189,11,Peru
