date_time,Haiti_maxtempC,Haiti_mintempC,Haiti_totalSnow_cm,Haiti_sunHour,Haiti_uvIndex,Haiti_moon_illumination,Haiti_moonrise,Haiti_moonset,Haiti_sunrise,Haiti_sunset,Haiti_DewPointC,Haiti_FeelsLikeC,Haiti_HeatIndexC,Haiti_WindChillC,Haiti_WindGustKmph,Haiti_cloudcover,Haiti_humidity,Haiti_precipMM,Haiti_pressure,Haiti_tempC,Haiti_visibility,Haiti_winddirDegree,Haiti_windspeedKmph,Haiti_location
2020-01-01,30,17,0.0,7.2,6,37,11:03 AM,11:06 PM,06:21 AM,05:24 PM,19,26,26,24,6,54,80,4.9,1014,30,10,172,4,Haiti
2020-01-02,29,16,0.0,8.7,6,44,11:37 AM,11:53 PM,06:22 AM,05:25 PM,19,27,27,24,7,36,81,0.7,1016,29,10,176,4,Haiti
2020-01-03,30,17,0.0,7.2,6,51,12:11 PM,No moonset,06:22 AM,05:25 PM,18,27,27,24,8,23,77,0.2,1018,30,10,109,5,Haiti
2020-01-04,29,19,0.0,8.7,7,59,12:46 PM,12:41 AM,06:22 AM,05:26 PM,18,26,26,25,7,4,72,0.0,1018,29,10,161,5,Haiti
2020-01-05,30,16,0.0,8.7,7,66,01:24 PM,01:30 AM,06:23 AM,05:27 PM,18,26,26,24,5,4,77,0.0,1017,30,10,171,4,Haiti
2020-01-06,29,16,0.0,8.7,7,73,02:04 PM,02:21 AM,06:23 AM,05:27 PM,16,25,25,23,8,15,71,0.1,1016,29,10,118,5,Haiti
2020-01-07,28,17,0.0,8.7,7,80,02:48 PM,03:15 AM,06:23 AM,05:28 PM,16,25,25,24,6,12,71,0.0,1016,28,10,169,4,Haiti
2020-01-08,29,16,0.0,8.7,7,88,03:38 PM,04:12 AM,06:23 AM,05:29 PM,17,25,25,23,8,12,73,0.0,1018,29,10,110,5,Haiti
2020-01-09,30,16,0.0,8.7,7,95,04:33 PM,05:11 AM,06:24 AM,05:29 PM,17,25,25,23,10,12,73,0.0,1019,30,10,74,6,Haiti
2020-01-10,29,17,0.0,8.7,7,100,05:33 PM,06:10 AM,06:24 AM,05:30 PM,15,25,25,24,19,7,65,0.0,1019,29,10,99,12,Haiti
2020-01-11,29,15,0.0,8.7,7,100,06:36 PM,07:08 AM,06:24 AM,05:31 PM,14,25,25,23,19,6,66,0.0,1019,29,10,103,12,Haiti
2020-01-12,29,15,0.0,8.7,7,83,07:40 PM,08:03 AM,06:24 AM,05:31 PM,14,24,24,23,15,5,66,0.0,1019,29,10,95,10,Haiti
2020-01-13,29,15,0.0,8.7,7,76,08:42 PM,08:54 AM,06:24 AM,05:32 PM,15,24,24,23,16,8,66,0.0,1019,29,10,98,10,Haiti
2020-01-14,29,17,0.0,8.7,7,69,09:43 PM,09:41 AM,06:24 AM,05:32 PM,14,24,24,23,12,11,64,0.0,1018,29,10,134,8,Haiti
2020-01-15,29,15,0.0,8.7,7,61,10:41 PM,10:24 AM,06:24 AM,05:33 PM,15,24,24,23,12,13,67,0.0,1017,29,10,121,7,Haiti
2020-01-16,29,17,0.0,8.7,7,54,11:40 PM,11:07 AM,06:24 AM,05:34 PM,16,25,25,24,10,8,67,0.0,1018,29,10,136,7,Haiti
2020-01-17,29,18,0.0,8.7,7,47,No moonrise,11:49 AM,06:25 AM,05:34 PM,16,25,25,23,9,4,69,0.0,1018,29,10,59,6,Haiti
2020-01-18,29,17,0.0,8.7,7,40,12:37 AM,12:31 PM,06:25 AM,05:35 PM,16,24,24,23,11,6,70,0.0,1018,29,10,122,8,Haiti
2020-01-19,29,15,0.0,8.7,7,32,01:35 AM,01:16 PM,06:25 AM,05:36 PM,15,25,25,23,13,10,68,0.0,1016,29,10,111,8,Haiti
2020-01-20,29,16,0.0,8.7,6,25,02:33 AM,02:03 PM,06:25 AM,05:36 PM,17,25,25,23,8,36,73,0.4,1016,29,10,123,5,Haiti
2020-01-21,28,17,0.0,7.2,6,18,03:31 AM,02:53 PM,06:24 AM,05:37 PM,18,25,25,23,8,49,77,4.3,1014,28,10,163,5,Haiti
2020-01-22,27,16,0.0,7.2,5,11,04:28 AM,03:46 PM,06:24 AM,05:37 PM,17,24,24,22,8,57,80,7.6,1013,27,9,231,6,Haiti
2020-01-23,25,16,0.0,4.2,5,3,05:23 AM,04:40 PM,06:24 AM,05:38 PM,17,22,22,21,9,74,83,1.9,1013,25,10,297,6,Haiti
2020-01-24,27,15,0.0,7.2,5,0,06:14 AM,05:35 PM,06:24 AM,05:39 PM,17,23,23,22,6,70,80,1.2,1014,27,10,252,4,Haiti
2020-01-25,28,15,0.0,7.2,5,0,07:01 AM,06:28 PM,06:24 AM,05:39 PM,17,24,24,22,6,60,78,1.3,1015,28,10,219,4,Haiti
2020-01-26,27,16,0.0,7.2,5,4,07:44 AM,07:20 PM,06:24 AM,05:40 PM,17,24,24,22,7,42,78,0.6,1015,27,10,157,5,Haiti
2020-01-27,28,17,0.0,8.7,6,11,08:23 AM,08:10 PM,06:24 AM,05:40 PM,17,25,25,23,6,40,74,0.3,1015,28,10,182,4,Haiti
2020-01-28,30,17,0.0,8.7,7,18,09:00 AM,08:59 PM,06:24 AM,05:41 PM,17,25,25,24,6,19,72,0.1,1014,30,10,234,4,Haiti
2020-01-29,30,16,0.0,8.7,7,26,09:36 AM,09:46 PM,06:23 AM,05:42 PM,17,25,25,23,5,8,73,0.0,1015,30,10,188,4,Haiti
2020-01-30,29,18,0.0,8.7,6,33,10:09 AM,10:33 PM,06:23 AM,05:42 PM,18,25,25,23,7,41,77,0.6,1015,29,10,204,4,Haiti
2020-01-31,31,18,0.0,8.7,7,37,10:44 AM,11:22 PM,06:23 AM,05:43 PM,18,26,26,25,7,21,71,0.5,1017,31,10,106,5,Haiti
2020-02-01,31,18,0.0,8.7,7,49,11:20 AM,No moonset,06:23 AM,05:43 PM,17,27,27,25,8,13,69,0.0,1016,31,10,174,6,Haiti
2020-02-02,29,16,0.0,8.7,6,57,11:57 AM,12:11 AM,06:22 AM,05:44 PM,17,25,25,23,7,39,77,0.7,1016,29,10,169,5,Haiti
2020-02-03,29,16,0.0,7.2,6,64,12:38 PM,01:02 AM,06:22 AM,05:44 PM,18,25,25,23,8,46,77,1.1,1018,29,10,85,5,Haiti
2020-02-04,29,15,0.0,5.7,6,72,01:25 PM,01:57 AM,06:22 AM,05:45 PM,18,25,25,23,9,50,79,1.8,1018,29,10,123,6,Haiti
2020-02-05,31,16,0.0,7.2,6,79,02:16 PM,02:53 AM,06:21 AM,05:45 PM,17,26,26,25,10,39,71,0.4,1017,31,10,116,7,Haiti
2020-02-06,31,16,0.0,7.2,6,87,03:14 PM,03:52 AM,06:21 AM,05:46 PM,17,26,26,24,11,24,72,0.3,1016,31,10,119,7,Haiti
2020-02-07,30,16,0.0,8.7,7,95,04:15 PM,04:51 AM,06:21 AM,05:46 PM,16,26,26,24,10,23,68,0.1,1017,30,10,117,6,Haiti
2020-02-08,32,17,0.0,8.7,7,100,05:20 PM,05:48 AM,06:20 AM,05:47 PM,16,27,27,25,10,16,68,0.1,1018,32,10,109,6,Haiti
2020-02-09,31,16,0.0,8.7,7,100,06:24 PM,06:41 AM,06:20 AM,05:47 PM,17,26,26,24,9,25,70,0.4,1018,31,10,171,6,Haiti
2020-02-10,32,16,0.0,8.7,7,83,07:28 PM,07:32 AM,06:19 AM,05:48 PM,15,26,26,25,10,20,65,0.3,1018,32,10,114,7,Haiti
2020-02-11,30,17,0.0,7.2,6,75,08:30 PM,08:18 AM,06:19 AM,05:48 PM,16,26,26,25,10,27,65,0.2,1017,30,10,100,7,Haiti
2020-02-12,31,18,0.0,8.7,7,68,09:31 PM,09:03 AM,06:19 AM,05:49 PM,15,27,27,25,11,15,61,0.1,1017,31,10,125,8,Haiti
2020-02-13,32,16,0.0,8.7,7,60,10:30 PM,09:46 AM,06:18 AM,05:49 PM,14,26,26,25,12,9,62,0.0,1017,32,10,118,8,Haiti
2020-02-14,33,17,0.0,8.7,7,53,11:30 PM,10:29 AM,06:18 AM,05:50 PM,14,26,26,25,10,3,58,0.0,1017,33,10,135,7,Haiti
2020-02-15,30,17,0.0,8.7,7,45,No moonrise,11:15 AM,06:17 AM,05:50 PM,16,26,26,24,9,22,66,0.6,1017,30,10,175,6,Haiti
2020-02-16,30,18,0.0,8.7,7,38,12:28 AM,12:01 PM,06:17 AM,05:50 PM,17,25,25,24,8,34,68,0.6,1015,30,10,174,6,Haiti
2020-02-17,30,19,0.0,7.2,6,30,01:27 AM,12:50 PM,06:16 AM,05:51 PM,18,27,27,25,6,40,72,0.7,1015,30,10,128,5,Haiti
2020-02-18,32,20,0.0,8.7,7,22,02:23 AM,01:42 PM,06:15 AM,05:51 PM,18,28,28,26,9,20,69,0.1,1016,32,10,130,7,Haiti
2020-02-19,31,18,0.0,8.7,6,15,03:19 AM,02:35 PM,06:15 AM,05:52 PM,17,26,26,25,9,32,69,0.5,1016,31,10,140,6,Haiti
2020-02-20,31,16,0.0,7.2,6,7,04:10 AM,03:29 PM,06:14 AM,05:52 PM,17,26,26,25,7,43,70,0.9,1016,31,10,150,5,Haiti
2020-02-21,29,19,0.0,8.7,6,0,04:58 AM,04:22 PM,06:14 AM,05:52 PM,17,25,25,24,10,51,74,1.5,1015,29,10,173,7,Haiti
2020-02-22,29,18,0.0,7.2,6,0,05:42 AM,05:14 PM,06:13 AM,05:53 PM,18,25,25,24,8,46,75,0.9,1015,29,10,231,6,Haiti
2020-02-23,29,19,0.0,7.2,6,0,06:22 AM,06:04 PM,06:12 AM,05:53 PM,18,25,25,24,8,52,74,1.8,1015,29,10,161,6,Haiti
2020-02-24,26,20,0.0,7.2,5,0,06:59 AM,06:53 PM,06:12 AM,05:54 PM,18,24,24,23,9,63,78,1.2,1015,26,10,158,7,Haiti
2020-02-25,30,20,0.0,7.2,6,8,07:35 AM,07:42 PM,06:11 AM,05:54 PM,18,26,26,25,8,49,74,1.6,1015,30,10,163,6,Haiti
2020-02-26,30,17,0.0,8.7,6,15,08:09 AM,08:28 PM,06:11 AM,05:54 PM,18,26,26,25,8,31,72,0.4,1016,30,10,168,5,Haiti
2020-02-27,30,17,0.0,8.7,6,23,08:43 AM,09:16 PM,06:10 AM,05:55 PM,17,26,26,24,8,36,73,0.4,1016,30,10,182,6,Haiti
2020-02-28,30,19,0.0,7.2,6,30,09:18 AM,10:04 PM,06:09 AM,05:55 PM,18,27,27,25,8,46,74,1.8,1016,30,10,229,5,Haiti
2020-02-29,30,17,0.0,7.2,6,38,09:54 AM,10:54 PM,06:08 AM,05:55 PM,17,26,26,24,8,42,71,1.0,1018,30,10,160,6,Haiti
2020-03-01,27,17,0.0,5.8,5,44,10:33 AM,11:46 PM,06:08 AM,05:56 PM,17,24,24,22,12,65,76,3.2,1018,27,9,89,8,Haiti
2020-03-02,28,15,0.0,7.2,6,51,11:16 AM,No moonset,06:07 AM,05:56 PM,17,24,24,22,10,53,77,2.9,1017,28,10,166,6,Haiti
2020-03-03,29,16,0.0,7.2,6,58,12:04 PM,12:40 AM,06:06 AM,05:56 PM,18,26,26,24,10,55,77,4.4,1016,29,10,159,6,Haiti
2020-03-04,31,18,0.0,8.7,6,65,12:57 PM,01:37 AM,06:06 AM,05:56 PM,18,27,27,25,8,46,70,2.6,1017,31,10,177,5,Haiti
2020-03-05,33,18,0.0,8.7,7,73,01:55 PM,02:34 AM,06:05 AM,05:57 PM,17,28,28,26,9,23,66,0.6,1017,33,10,134,6,Haiti
2020-03-06,30,18,0.0,8.7,6,80,02:57 PM,03:31 AM,06:04 AM,05:57 PM,18,26,26,24,10,44,71,1.7,1017,30,10,163,7,Haiti
2020-03-07,29,17,0.0,7.2,6,87,04:01 PM,04:25 AM,06:03 AM,05:57 PM,18,26,26,24,10,67,75,5.1,1015,29,10,187,7,Haiti
2020-03-08,25,16,0.0,5.8,5,95,05:06 PM,05:17 AM,06:03 AM,05:58 PM,16,22,22,21,15,61,79,1.9,1017,25,10,51,10,Haiti
2020-03-09,26,14,0.0,8.7,5,100,06:10 PM,06:06 AM,06:02 AM,05:58 PM,14,22,22,21,15,48,73,0.7,1019,26,10,94,10,Haiti
2020-03-10,28,14,0.0,7.2,5,100,07:13 PM,06:52 AM,06:01 AM,05:58 PM,16,24,24,22,12,52,75,11.5,1018,28,9,133,7,Haiti
2020-03-11,28,16,0.0,10.1,6,84,08:15 PM,07:37 AM,06:00 AM,05:58 PM,17,24,24,23,8,47,75,4.9,1015,28,9,157,5,Haiti
2020-03-12,29,17,0.0,8.7,6,76,09:17 PM,08:22 AM,06:00 AM,05:59 PM,18,25,25,24,8,56,73,7.2,1013,29,9,166,5,Haiti
2020-03-13,29,18,0.0,10.2,6,69,10:18 PM,09:08 AM,05:59 AM,05:59 PM,18,26,26,24,8,48,74,3.9,1015,29,10,168,5,Haiti
2020-03-14,29,18,0.0,11.6,6,62,11:19 PM,09:56 AM,05:58 AM,05:59 PM,18,26,26,24,7,43,75,1.3,1017,29,10,157,5,Haiti
2020-03-15,29,19,0.0,11.6,7,55,No moonrise,10:45 AM,05:57 AM,05:59 PM,17,26,26,24,9,18,67,0.4,1017,29,10,165,6,Haiti
2020-03-16,29,18,0.0,12.4,7,47,12:18 AM,11:38 AM,05:56 AM,06:00 PM,15,25,25,24,8,4,63,0.0,1017,29,10,161,6,Haiti
2020-03-17,29,18,0.0,12.4,7,40,01:15 AM,12:31 PM,05:56 AM,06:00 PM,16,25,25,24,9,6,65,0.0,1017,29,10,162,6,Haiti
2020-03-18,29,17,0.0,12.5,7,33,02:08 AM,01:25 PM,05:55 AM,06:00 PM,15,25,25,24,11,19,67,0.0,1018,29,10,137,7,Haiti
2020-03-19,29,18,0.0,12.5,6,25,02:57 AM,02:18 PM,05:54 AM,06:00 PM,18,26,26,24,10,36,72,0.7,1019,29,10,153,7,Haiti
2020-03-20,29,17,0.0,11.8,6,18,03:42 AM,03:10 PM,05:53 AM,06:00 PM,17,26,26,24,11,41,72,0.7,1019,29,10,174,8,Haiti
2020-03-21,29,17,0.0,12.5,6,11,04:22 AM,04:01 PM,05:52 AM,06:01 PM,17,25,25,24,10,50,70,1.8,1018,29,10,145,7,Haiti
2020-03-22,30,16,0.0,12.5,6,4,05:00 AM,04:50 PM,05:52 AM,06:01 PM,16,25,25,24,9,37,70,1.2,1018,30,10,152,6,Haiti
2020-03-23,30,17,0.0,12.5,6,0,05:36 AM,05:38 PM,05:51 AM,06:01 PM,16,26,26,24,8,39,68,1.3,1019,30,10,156,6,Haiti
2020-03-24,30,18,0.0,11.8,6,0,06:10 AM,06:25 PM,05:50 AM,06:01 PM,17,26,26,24,10,40,71,2.2,1018,30,10,157,6,Haiti
2020-03-25,30,18,0.0,11.8,6,3,06:44 AM,07:13 PM,05:49 AM,06:02 PM,18,26,26,24,8,47,76,2.7,1015,30,10,172,5,Haiti
2020-03-26,30,17,0.0,10.5,6,11,07:19 AM,08:01 PM,05:48 AM,06:02 PM,18,25,25,24,8,49,72,1.5,1014,30,10,217,6,Haiti
2020-03-27,31,16,0.0,11.8,6,18,07:54 AM,08:50 PM,05:47 AM,06:02 PM,18,26,26,25,8,32,71,1.5,1013,31,10,161,6,Haiti
2020-03-28,31,18,0.0,12.6,6,25,08:32 AM,09:41 PM,05:47 AM,06:02 PM,16,26,26,25,8,36,65,1.0,1015,31,10,128,5,Haiti
2020-03-29,32,19,0.0,12.6,7,32,09:13 AM,10:34 PM,05:46 AM,06:03 PM,17,25,25,25,9,33,66,0.3,1017,32,10,129,7,Haiti
2020-03-30,32,19,0.0,11.8,6,40,09:58 AM,11:29 PM,05:45 AM,06:03 PM,18,28,28,26,7,41,70,0.7,1016,32,10,162,5,Haiti
2020-03-31,30,19,0.0,12.6,6,44,10:48 AM,No moonset,05:44 AM,06:03 PM,19,27,27,25,7,45,72,1.7,1013,30,10,180,5,Haiti
2020-04-01,30,18,0.0,12.6,6,56,11:43 AM,12:23 AM,05:43 AM,06:03 PM,18,27,27,25,8,46,71,1.2,1012,30,10,211,6,Haiti
2020-04-02,29,18,0.0,7.9,6,64,12:41 PM,01:19 AM,05:43 AM,06:03 PM,19,26,26,24,9,71,76,5.9,1013,29,9,225,6,Haiti
2020-04-03,28,19,0.0,9.2,6,71,01:42 PM,02:12 AM,05:42 AM,06:04 PM,19,25,25,24,8,66,79,5.4,1013,28,9,226,6,Haiti
2020-04-04,29,19,0.0,11.9,6,79,02:45 PM,03:04 AM,05:41 AM,06:04 PM,19,27,27,25,9,59,77,2.8,1013,29,10,224,6,Haiti
2020-04-05,30,21,0.0,11.9,6,87,03:48 PM,03:53 AM,05:40 AM,06:04 PM,20,27,27,25,9,59,77,4.2,1014,30,10,192,7,Haiti
2020-04-06,31,20,0.0,12.7,6,94,04:51 PM,04:39 AM,05:39 AM,06:04 PM,20,28,28,26,8,55,76,2.8,1015,31,10,207,6,Haiti
2020-04-07,30,19,0.0,11.9,6,100,05:54 PM,05:25 AM,05:39 AM,06:05 PM,19,27,27,25,9,46,74,1.2,1016,30,10,161,7,Haiti
2020-04-08,30,21,0.0,12.7,6,100,06:57 PM,06:10 AM,05:38 AM,06:05 PM,20,28,28,26,7,48,74,1.7,1014,30,10,195,5,Haiti
2020-04-09,31,20,0.0,10.6,6,83,08:00 PM,06:56 AM,05:37 AM,06:05 PM,20,27,27,25,7,57,76,2.3,1013,31,10,221,5,Haiti
2020-04-10,31,21,0.0,11.9,6,76,09:03 PM,07:44 AM,05:36 AM,06:05 PM,21,29,29,26,9,59,77,9.0,1013,31,9,227,6,Haiti
2020-04-11,33,21,0.0,10.6,6,68,10:06 PM,08:34 AM,05:35 AM,06:05 PM,20,30,30,27,7,63,74,7.0,1015,33,9,162,5,Haiti
2020-04-12,33,19,0.0,11.9,6,61,11:06 PM,09:28 AM,05:35 AM,06:06 PM,19,29,29,26,9,48,71,5.2,1017,33,9,147,6,Haiti
2020-04-13,32,18,0.0,11.9,6,53,No moonrise,10:22 AM,05:34 AM,06:06 PM,19,28,28,26,9,42,73,3.4,1017,32,10,163,6,Haiti
2020-04-14,32,18,0.0,11.9,6,46,12:02 AM,11:18 AM,05:33 AM,06:06 PM,19,28,28,25,8,57,74,5.3,1016,32,9,154,6,Haiti
2020-04-15,30,18,0.0,12.7,6,38,12:54 AM,12:13 PM,05:32 AM,06:06 PM,20,28,28,25,8,60,77,7.8,1015,30,10,203,5,Haiti
2020-04-16,31,19,0.0,11.9,6,30,01:41 AM,01:06 PM,05:32 AM,06:07 PM,20,28,28,25,8,61,74,4.7,1016,31,10,217,6,Haiti
2020-04-17,30,19,0.0,10.6,6,23,02:22 AM,01:58 PM,05:31 AM,06:07 PM,20,28,28,26,8,63,74,4.3,1017,30,10,157,5,Haiti
2020-04-18,31,21,0.0,12.8,6,15,03:01 AM,02:47 PM,05:30 AM,06:07 PM,20,28,28,26,8,40,74,1.5,1016,31,10,165,6,Haiti
2020-04-19,32,19,0.0,11.9,6,8,03:38 AM,03:35 PM,05:30 AM,06:08 PM,19,28,28,26,8,45,70,3.7,1016,32,10,165,6,Haiti
2020-04-20,31,21,0.0,12.8,6,0,04:12 AM,04:22 PM,05:29 AM,06:08 PM,18,28,28,26,9,26,67,0.2,1016,31,10,163,6,Haiti
2020-04-21,31,21,0.0,11.9,6,0,04:45 AM,05:10 PM,05:28 AM,06:08 PM,20,28,28,26,9,40,72,2.6,1015,31,10,168,6,Haiti
2020-04-22,32,19,0.0,11.9,6,0,05:20 AM,05:58 PM,05:27 AM,06:08 PM,19,28,28,26,8,49,70,1.1,1015,32,10,162,6,Haiti
2020-04-23,32,20,0.0,11.9,6,0,05:55 AM,06:47 PM,05:27 AM,06:09 PM,19,28,28,26,8,54,71,1.3,1015,32,10,162,6,Haiti
2020-04-24,32,21,0.0,12.8,6,7,06:32 AM,07:38 PM,05:26 AM,06:09 PM,20,29,29,26,9,44,74,2.1,1015,32,10,136,6,Haiti
2020-04-25,32,18,0.0,12.8,6,15,07:12 AM,08:30 PM,05:26 AM,06:09 PM,19,27,27,26,11,43,70,0.7,1016,32,10,140,7,Haiti
2020-04-26,31,20,0.0,12.9,6,22,07:56 AM,09:24 PM,05:25 AM,06:10 PM,19,28,28,26,9,41,70,0.5,1016,31,10,150,5,Haiti
2020-04-27,33,18,0.0,12.9,7,30,08:44 AM,10:19 PM,05:24 AM,06:10 PM,18,27,27,26,10,35,65,0.8,1016,33,10,173,7,Haiti
2020-04-28,31,19,0.0,10.6,6,37,09:37 AM,11:14 PM,05:24 AM,06:10 PM,19,28,28,26,10,63,73,5.7,1016,31,9,174,7,Haiti
2020-04-29,30,17,0.0,9.3,6,45,10:32 AM,No moonset,05:23 AM,06:10 PM,19,27,27,25,8,61,76,14.1,1015,30,9,162,5,Haiti
2020-04-30,31,20,0.0,11.9,6,52,11:32 AM,12:06 AM,05:23 AM,06:11 PM,19,28,28,25,8,42,70,1.2,1015,31,10,165,5,Haiti
2020-05-01,31,20,0.0,12.9,6,58,12:31 PM,12:57 AM,05:22 AM,06:11 PM,19,28,28,26,9,36,68,0.3,1016,31,10,203,6,Haiti
2020-05-02,32,18,0.0,11.9,6,65,01:33 PM,01:45 AM,05:21 AM,06:11 PM,19,27,27,25,10,41,71,2.5,1016,32,10,177,7,Haiti
2020-05-03,31,20,0.0,11.9,6,72,02:33 PM,02:30 AM,05:21 AM,06:12 PM,20,28,28,26,8,55,72,3.5,1015,31,10,161,5,Haiti
2020-05-04,31,21,0.0,11.9,6,80,03:34 PM,03:15 AM,05:20 AM,06:12 PM,20,28,28,27,7,55,70,3.4,1014,31,9,132,5,Haiti
2020-05-05,31,21,0.0,11.9,6,87,04:36 PM,03:59 AM,05:20 AM,06:12 PM,21,29,29,26,9,69,75,12.9,1014,31,9,152,6,Haiti
2020-05-06,31,20,0.0,10.7,6,94,05:39 PM,04:43 AM,05:19 AM,06:13 PM,21,28,28,26,7,60,76,14.2,1014,31,9,167,4,Haiti
2020-05-07,32,21,0.0,11.9,6,100,06:42 PM,05:30 AM,05:19 AM,06:13 PM,21,30,30,27,7,42,76,2.7,1015,32,10,121,4,Haiti
2020-05-08,33,20,0.0,13.0,6,100,07:47 PM,06:20 AM,05:18 AM,06:13 PM,21,30,30,27,8,33,75,1.8,1015,33,10,149,5,Haiti
2020-05-09,34,18,0.0,13.0,8,84,08:49 PM,07:13 AM,05:18 AM,06:14 PM,18,30,30,28,9,20,65,0.1,1016,34,10,122,5,Haiti
2020-05-10,32,22,0.0,13.0,6,77,09:50 PM,08:08 AM,05:18 AM,06:14 PM,19,30,30,27,13,25,64,0.2,1016,32,10,116,9,Haiti
2020-05-11,31,18,0.0,10.7,6,70,10:45 PM,09:06 AM,05:17 AM,06:15 PM,18,27,27,26,9,54,66,0.2,1015,31,10,136,5,Haiti
2020-05-12,31,21,0.0,10.7,6,62,11:35 PM,10:03 AM,05:17 AM,06:15 PM,20,29,29,26,9,61,74,1.6,1015,31,10,167,6,Haiti
2020-05-13,31,21,0.0,10.7,6,55,No moonrise,10:58 AM,05:16 AM,06:15 PM,21,28,28,25,8,64,76,6.5,1015,31,10,128,5,Haiti
2020-05-14,30,21,0.0,9.4,6,48,12:20 AM,11:51 AM,05:16 AM,06:16 PM,20,28,28,25,7,75,77,9.8,1015,30,9,139,5,Haiti
2020-05-15,31,18,0.0,12.0,6,40,01:01 AM,12:42 PM,05:16 AM,06:16 PM,19,27,27,25,8,32,71,1.0,1015,31,10,127,5,Haiti
2020-05-16,33,19,0.0,13.0,7,33,01:38 AM,01:31 PM,05:15 AM,06:16 PM,19,28,28,26,8,17,68,0.1,1015,33,10,164,5,Haiti
2020-05-17,33,21,0.0,13.0,6,26,02:13 AM,02:18 PM,05:15 AM,06:17 PM,20,29,29,27,8,27,69,0.2,1015,33,10,169,5,Haiti
2020-05-18,33,18,0.0,12.0,6,19,02:47 AM,03:06 PM,05:15 AM,06:17 PM,19,29,29,27,9,46,70,4.7,1015,33,9,149,5,Haiti
2020-05-19,33,21,0.0,10.7,6,11,03:21 AM,03:54 PM,05:14 AM,06:18 PM,20,30,30,27,9,56,73,4.0,1015,33,10,173,6,Haiti
2020-05-20,31,20,0.0,12.0,6,4,03:55 AM,04:42 PM,05:14 AM,06:18 PM,20,28,28,26,8,57,75,6.1,1015,31,10,168,6,Haiti
2020-05-21,31,21,0.0,13.0,6,0,04:31 AM,05:33 PM,05:14 AM,06:18 PM,20,28,28,26,9,49,75,1.6,1015,31,10,165,6,Haiti
2020-05-22,32,22,0.0,12.0,6,0,05:11 AM,06:25 PM,05:14 AM,06:19 PM,21,30,30,27,10,61,73,13.3,1015,32,9,157,7,Haiti
2020-05-23,32,21,0.0,12.0,6,3,05:54 AM,07:20 PM,05:13 AM,06:19 PM,21,29,29,26,10,59,76,12.4,1015,32,9,165,6,Haiti
2020-05-24,32,19,0.0,12.0,6,10,06:41 AM,08:15 PM,05:13 AM,06:19 PM,20,29,29,26,10,53,75,8.4,1014,32,10,166,6,Haiti
2020-05-25,33,21,0.0,12.0,6,17,07:33 AM,09:10 PM,05:13 AM,06:20 PM,21,31,31,27,12,39,75,15.5,1014,33,9,143,7,Haiti
2020-05-26,32,22,0.0,10.7,6,25,08:28 AM,10:04 PM,05:13 AM,06:20 PM,21,30,30,27,8,65,75,6.3,1014,32,10,164,5,Haiti
2020-05-27,32,21,0.0,13.1,6,32,09:26 AM,10:55 PM,05:13 AM,06:21 PM,21,31,31,27,9,34,73,7.2,1014,32,10,168,6,Haiti
2020-05-28,32,20,0.0,12.0,6,39,10:25 AM,11:43 PM,05:13 AM,06:21 PM,20,28,28,26,9,53,75,22.2,1013,32,8,168,6,Haiti
2020-05-29,30,21,0.0,12.0,6,47,11:25 AM,No moonset,05:12 AM,06:21 PM,21,28,28,25,8,63,78,8.6,1014,30,9,132,5,Haiti
2020-05-30,32,21,0.0,13.1,6,54,12:23 PM,12:28 AM,05:12 AM,06:22 PM,21,29,29,26,5,47,76,11.1,1014,32,9,173,3,Haiti
2020-05-31,32,19,0.0,13.1,6,58,01:23 PM,01:11 AM,05:12 AM,06:22 PM,20,28,28,26,7,29,74,0.3,1016,32,10,131,5,Haiti
2020-06-01,33,22,0.0,13.1,7,71,02:21 PM,01:53 AM,05:12 AM,06:22 PM,20,30,30,28,7,21,69,1.0,1016,33,10,138,5,Haiti
2020-06-02,32,20,0.0,12.0,6,79,03:22 PM,02:35 AM,05:12 AM,06:23 PM,20,29,29,26,7,48,76,5.7,1015,32,9,168,5,Haiti
2020-06-03,32,20,0.0,12.0,6,86,04:23 PM,03:20 AM,05:12 AM,06:23 PM,21,29,29,27,7,39,75,4.7,1014,32,10,94,4,Haiti
2020-06-04,32,22,0.0,12.0,6,94,05:27 PM,04:07 AM,05:12 AM,06:24 PM,20,31,31,28,10,34,71,1.0,1015,32,10,107,7,Haiti
2020-06-05,33,21,0.0,13.1,8,100,06:30 PM,04:58 AM,05:12 AM,06:24 PM,19,30,30,27,11,2,67,0.0,1015,33,10,112,8,Haiti
2020-06-06,33,20,0.0,13.1,6,100,07:33 PM,05:52 AM,05:12 AM,06:24 PM,19,29,29,27,9,31,68,0.2,1016,33,10,138,7,Haiti
