date_time,Guyana_maxtempC,Guyana_mintempC,Guyana_totalSnow_cm,Guyana_sunHour,Guyana_uvIndex,Guyana_moon_illumination,Guyana_moonrise,Guyana_moonset,Guyana_sunrise,Guyana_sunset,Guyana_DewPointC,Guyana_FeelsLikeC,Guyana_HeatIndexC,Guyana_WindChillC,Guyana_WindGustKmph,Guyana_cloudcover,Guyana_humidity,Guyana_precipMM,Guyana_pressure,Guyana_tempC,Guyana_visibility,Guyana_winddirDegree,Guyana_windspeedKmph,Guyana_location
2020-01-01,30,21,0.0,5.8,6,37,10:58 AM,11:12 PM,06:04 AM,05:48 PM,20,27,27,24,9,54,80,0.9,1012,30,8,59,6,Guyana
2020-01-02,29,21,0.0,4.3,6,44,11:37 AM,11:55 PM,06:04 AM,05:49 PM,21,26,26,24,9,82,82,2.4,1012,29,7,52,6,Guyana
2020-01-03,30,21,0.0,5.8,6,51,12:15 PM,No moonset,06:05 AM,05:49 PM,20,26,26,24,7,46,81,0.2,1014,30,7,97,5,Guyana
2020-01-04,30,21,0.0,5.8,6,59,12:55 PM,12:38 AM,06:05 AM,05:50 PM,20,26,26,24,9,55,80,0.2,1015,30,7,63,6,Guyana
2020-01-05,31,20,0.0,8.7,6,66,01:36 PM,01:23 AM,06:05 AM,05:50 PM,19,26,26,25,9,37,75,0.2,1013,31,8,142,6,Guyana
2020-01-06,32,20,0.0,8.7,7,73,02:20 PM,02:10 AM,06:06 AM,05:51 PM,19,26,26,24,8,6,74,0.0,1012,32,10,72,5,Guyana
2020-01-07,28,21,0.0,4.3,6,80,03:08 PM,03:00 AM,06:06 AM,05:51 PM,21,26,26,24,10,73,87,5.8,1013,28,8,85,6,Guyana
2020-01-08,27,22,0.0,4.3,6,88,04:00 PM,03:54 AM,06:07 AM,05:52 PM,23,27,27,24,12,79,92,15.2,1014,27,7,83,7,Guyana
2020-01-09,29,22,0.0,4.3,6,95,04:56 PM,04:50 AM,06:07 AM,05:52 PM,22,27,27,25,15,76,85,11.4,1013,29,8,45,8,Guyana
2020-01-10,28,22,0.0,4.3,6,100,05:56 PM,05:49 AM,06:07 AM,05:53 PM,21,26,26,24,12,76,84,4.5,1013,28,9,61,8,Guyana
2020-01-11,30,22,0.0,7.2,6,100,06:57 PM,06:48 AM,06:08 AM,05:53 PM,21,27,27,24,11,63,83,5.6,1013,30,8,40,7,Guyana
2020-01-12,26,21,0.0,4.3,5,83,07:57 PM,07:46 AM,06:08 AM,05:54 PM,22,26,26,23,11,79,92,16.5,1014,26,6,113,6,Guyana
2020-01-13,27,22,0.0,5.8,6,76,08:55 PM,08:41 AM,06:08 AM,05:54 PM,22,27,27,24,11,77,91,9.4,1013,27,8,44,6,Guyana
2020-01-14,27,22,0.0,5.8,5,69,09:51 PM,09:33 AM,06:08 AM,05:55 PM,23,27,27,24,10,74,94,38.3,1012,27,5,61,5,Guyana
2020-01-15,28,22,0.0,4.3,6,61,10:44 PM,10:22 AM,06:09 AM,05:55 PM,23,28,28,25,11,78,89,9.1,1012,28,7,65,6,Guyana
2020-01-16,31,23,0.0,4.3,6,54,11:38 PM,11:09 AM,06:09 AM,05:56 PM,22,29,29,26,12,84,83,3.4,1013,31,9,54,8,Guyana
2020-01-17,30,23,0.0,5.8,6,47,No moonrise,11:56 AM,06:09 AM,05:56 PM,22,29,29,26,11,55,81,1.8,1014,30,9,57,7,Guyana
2020-01-18,30,23,0.0,5.8,6,40,12:30 AM,12:43 PM,06:09 AM,05:57 PM,22,29,29,26,11,72,84,4.8,1013,30,6,56,7,Guyana
2020-01-19,30,22,0.0,4.3,6,32,01:23 AM,01:33 PM,06:10 AM,05:57 PM,22,28,28,26,12,62,81,3.1,1013,30,7,60,8,Guyana
2020-01-20,29,23,0.0,4.3,6,25,02:17 AM,02:23 PM,06:10 AM,05:57 PM,22,28,28,25,11,68,83,3.6,1012,29,9,57,7,Guyana
2020-01-21,30,22,0.0,4.3,6,18,03:12 AM,03:16 PM,06:10 AM,05:58 PM,21,28,28,25,12,80,81,1.8,1012,30,8,61,8,Guyana
2020-01-22,31,22,0.0,7.2,6,11,04:07 AM,04:09 PM,06:10 AM,05:58 PM,21,28,28,25,10,58,79,0.3,1011,31,6,68,7,Guyana
2020-01-23,31,21,0.0,8.7,7,3,05:02 AM,05:03 PM,06:10 AM,05:58 PM,20,26,26,25,11,47,78,0.0,1011,31,6,61,7,Guyana
2020-01-24,31,20,0.0,7.2,6,0,05:54 AM,05:56 PM,06:10 AM,05:59 PM,20,26,26,25,10,53,80,0.0,1012,31,5,72,6,Guyana
2020-01-25,31,21,0.0,7.2,6,0,06:44 AM,06:47 PM,06:11 AM,05:59 PM,21,27,27,26,10,72,79,0.2,1013,31,6,52,7,Guyana
2020-01-26,30,22,0.0,5.9,6,4,07:30 AM,07:36 PM,06:11 AM,06:00 PM,22,28,28,25,7,76,85,4.6,1012,30,7,74,4,Guyana
2020-01-27,30,23,0.0,5.9,6,11,08:13 AM,08:22 PM,06:11 AM,06:00 PM,23,29,29,26,11,75,83,10.2,1013,30,9,64,6,Guyana
2020-01-28,30,22,0.0,5.9,6,18,08:54 AM,09:06 PM,06:11 AM,06:00 PM,22,28,28,26,9,82,83,1.4,1012,30,9,65,6,Guyana
2020-01-29,32,23,0.0,7.4,6,26,09:34 AM,09:50 PM,06:11 AM,06:00 PM,21,29,29,26,12,56,76,0.9,1012,32,10,66,8,Guyana
2020-01-30,30,23,0.0,7.4,6,33,10:12 AM,10:32 PM,06:11 AM,06:01 PM,22,28,28,25,12,68,83,2.5,1013,30,8,63,8,Guyana
2020-01-31,31,23,0.0,6.0,6,37,10:50 AM,11:16 PM,06:11 AM,06:01 PM,22,29,29,26,13,78,81,2.5,1013,31,9,66,9,Guyana
2020-02-01,30,23,0.0,7.4,6,49,11:30 AM,No moonset,06:11 AM,06:01 PM,20,28,28,26,12,66,76,1.7,1014,30,10,64,8,Guyana
2020-02-02,29,21,0.0,8.8,6,57,12:12 PM,12:01 AM,06:11 AM,06:02 PM,19,26,26,25,11,48,76,0.5,1014,29,9,59,7,Guyana
2020-02-03,29,21,0.0,7.4,6,64,12:57 PM,12:49 AM,06:11 AM,06:02 PM,20,26,26,24,10,52,79,0.5,1015,29,8,47,7,Guyana
2020-02-04,31,22,0.0,6.0,6,72,01:46 PM,01:40 AM,06:11 AM,06:02 PM,21,28,28,25,10,74,80,2.7,1014,31,10,44,7,Guyana
2020-02-05,30,22,0.0,6.0,6,79,02:39 PM,02:33 AM,06:11 AM,06:02 PM,21,28,28,26,12,78,80,5.0,1014,30,10,48,8,Guyana
2020-02-06,31,21,0.0,6.0,6,87,03:37 PM,03:31 AM,06:11 AM,06:03 PM,20,27,27,25,13,80,79,2.7,1014,31,9,57,8,Guyana
2020-02-07,31,21,0.0,8.8,6,95,04:37 PM,04:30 AM,06:11 AM,06:03 PM,19,27,27,25,11,44,73,1.6,1014,31,9,89,7,Guyana
2020-02-08,29,22,0.0,6.0,6,100,05:39 PM,05:29 AM,06:11 AM,06:03 PM,20,27,27,25,11,71,78,5.1,1014,29,10,50,7,Guyana
2020-02-09,30,20,0.0,6.0,6,100,06:39 PM,06:26 AM,06:10 AM,06:03 PM,20,26,26,25,12,80,78,3.0,1014,30,7,101,8,Guyana
2020-02-10,31,22,0.0,6.0,6,83,07:39 PM,07:21 AM,06:10 AM,06:03 PM,21,27,27,25,12,61,78,2.5,1015,31,10,57,8,Guyana
2020-02-11,28,22,0.0,6.0,6,75,08:35 PM,08:13 AM,06:10 AM,06:03 PM,23,27,27,24,13,73,91,24.2,1014,28,8,46,7,Guyana
2020-02-12,28,22,0.0,6.0,6,68,09:31 PM,09:03 AM,06:10 AM,06:04 PM,21,27,27,24,11,73,85,6.0,1013,28,9,54,7,Guyana
2020-02-13,31,22,0.0,6.0,6,60,10:24 PM,09:52 AM,06:10 AM,06:04 PM,20,27,27,25,11,63,76,0.7,1013,31,9,53,7,Guyana
2020-02-14,31,21,0.0,10.2,6,53,11:19 PM,10:40 AM,06:10 AM,06:04 PM,20,27,27,25,11,59,77,0.8,1013,31,8,46,7,Guyana
2020-02-15,30,20,0.0,6.0,6,45,No moonrise,11:30 AM,06:09 AM,06:04 PM,21,28,28,25,12,75,80,3.2,1013,30,9,45,8,Guyana
2020-02-16,31,21,0.0,8.8,6,38,12:13 AM,12:20 PM,06:09 AM,06:04 PM,20,28,28,26,10,57,76,0.1,1012,31,8,52,7,Guyana
2020-02-17,31,20,0.0,8.8,6,30,01:08 AM,01:12 PM,06:09 AM,06:04 PM,22,28,28,25,12,65,83,5.4,1011,31,10,79,8,Guyana
2020-02-18,31,22,0.0,6.0,6,22,02:03 AM,02:05 PM,06:09 AM,06:04 PM,22,29,29,26,14,64,77,2.8,1012,31,10,66,10,Guyana
2020-02-19,30,20,0.0,8.8,6,15,02:57 AM,02:58 PM,06:08 AM,06:04 PM,21,28,28,25,14,69,78,4.1,1013,30,10,58,10,Guyana
2020-02-20,30,22,0.0,6.0,6,7,03:50 AM,03:51 PM,06:08 AM,06:04 PM,20,27,27,25,12,75,78,1.5,1012,30,9,45,8,Guyana
2020-02-21,31,22,0.0,8.8,6,0,04:39 AM,04:42 PM,06:08 AM,06:05 PM,20,28,28,26,10,58,77,3.2,1012,31,9,61,7,Guyana
2020-02-22,32,22,0.0,6.0,6,0,05:27 AM,05:31 PM,06:08 AM,06:05 PM,21,29,29,26,10,80,79,1.0,1013,32,8,48,7,Guyana
2020-02-23,30,23,0.0,6.0,6,0,06:10 AM,06:17 PM,06:07 AM,06:05 PM,23,29,29,26,12,81,83,8.4,1012,30,9,64,8,Guyana
2020-02-24,28,20,0.0,6.0,6,0,06:52 AM,07:03 PM,06:07 AM,06:05 PM,22,27,27,25,12,76,81,2.0,1013,28,10,68,8,Guyana
2020-02-25,29,23,0.0,7.4,6,8,07:32 AM,07:46 PM,06:07 AM,06:05 PM,21,28,28,25,11,57,79,1.1,1012,29,10,52,7,Guyana
2020-02-26,30,22,0.0,6.0,6,15,08:10 AM,08:29 PM,06:06 AM,06:05 PM,20,27,27,25,10,76,79,0.9,1013,30,9,44,7,Guyana
2020-02-27,30,21,0.0,7.4,6,23,08:48 AM,09:12 PM,06:06 AM,06:05 PM,19,27,27,25,10,53,75,1.3,1013,30,9,105,7,Guyana
2020-02-28,29,21,0.0,7.4,6,30,09:27 AM,09:56 PM,06:06 AM,06:05 PM,20,27,27,25,9,71,78,1.4,1013,29,9,116,6,Guyana
2020-02-29,29,22,0.0,7.4,6,38,10:07 AM,10:42 PM,06:05 AM,06:05 PM,21,27,27,25,11,55,80,1.5,1014,29,8,43,8,Guyana
2020-03-01,30,21,0.0,7.4,6,44,10:50 AM,11:31 PM,06:05 AM,06:05 PM,20,28,28,25,10,44,76,0.2,1014,30,9,39,7,Guyana
2020-03-02,32,21,0.0,11.6,6,51,11:37 AM,No moonset,06:05 AM,06:05 PM,20,28,28,26,10,46,75,0.0,1013,32,7,44,7,Guyana
2020-03-03,32,21,0.0,11.6,7,58,12:26 PM,12:21 AM,06:04 AM,06:05 PM,19,28,28,26,11,17,71,0.0,1013,32,8,39,8,Guyana
2020-03-04,32,22,0.0,6.0,6,65,01:21 PM,01:16 AM,06:04 AM,06:05 PM,21,29,29,26,12,75,77,1.5,1014,32,8,56,8,Guyana
2020-03-05,29,22,0.0,6.0,6,73,02:18 PM,02:12 AM,06:03 AM,06:05 PM,21,28,28,25,12,60,77,1.1,1015,29,10,62,8,Guyana
2020-03-06,30,22,0.0,11.6,6,80,03:18 PM,03:10 AM,06:03 AM,06:05 PM,20,28,28,26,12,46,74,0.2,1014,30,10,47,9,Guyana
2020-03-07,30,22,0.0,8.8,6,87,04:19 PM,04:08 AM,06:03 AM,06:04 PM,20,28,28,26,10,61,75,0.7,1013,30,9,48,7,Guyana
2020-03-08,30,21,0.0,8.8,6,95,05:19 PM,05:04 AM,06:02 AM,06:04 PM,20,28,28,26,11,61,76,0.4,1013,30,8,43,8,Guyana
2020-03-09,31,21,0.0,6.0,6,100,06:17 PM,05:58 AM,06:02 AM,06:04 PM,20,28,28,26,12,69,75,1.0,1014,31,9,43,9,Guyana
2020-03-10,30,22,0.0,10.2,6,100,07:15 PM,06:50 AM,06:01 AM,06:04 PM,20,28,28,26,12,46,75,0.4,1014,30,9,49,8,Guyana
2020-03-11,31,21,0.0,6.0,6,84,08:11 PM,07:41 AM,06:01 AM,06:04 PM,20,27,27,25,10,69,76,0.5,1012,31,8,36,7,Guyana
2020-03-12,32,21,0.0,12.0,6,76,09:08 PM,08:31 AM,06:00 AM,06:04 PM,19,27,27,26,11,28,71,0.0,1011,32,10,53,8,Guyana
2020-03-13,29,22,0.0,8.9,6,69,10:05 PM,09:22 AM,06:00 AM,06:04 PM,21,28,28,25,9,65,80,1.9,1012,29,10,51,6,Guyana
2020-03-14,31,23,0.0,8.9,6,62,11:02 PM,10:13 AM,06:00 AM,06:04 PM,22,29,29,26,9,71,79,2.0,1012,31,7,52,6,Guyana
2020-03-15,32,23,0.0,7.8,6,55,11:58 PM,11:07 AM,05:59 AM,06:04 PM,22,29,29,27,10,84,78,2.2,1012,32,7,40,7,Guyana
2020-03-16,33,23,0.0,11.8,6,47,No moonrise,12:01 PM,05:59 AM,06:04 PM,21,29,29,27,10,46,73,0.0,1012,33,9,30,7,Guyana
2020-03-17,32,23,0.0,9.1,6,40,12:54 AM,12:55 PM,05:58 AM,06:04 PM,22,29,29,26,11,60,77,2.2,1012,32,9,76,7,Guyana
2020-03-18,27,22,0.0,7.8,6,33,01:47 AM,01:48 PM,05:58 AM,06:04 PM,22,28,28,25,10,65,87,22.2,1013,27,8,110,6,Guyana
2020-03-19,27,23,0.0,9.1,6,25,02:37 AM,02:39 PM,05:57 AM,06:03 PM,23,27,27,25,12,74,90,19.6,1013,27,8,76,7,Guyana
2020-03-20,32,23,0.0,9.1,6,18,03:25 AM,03:28 PM,05:57 AM,06:03 PM,21,29,29,26,12,66,77,4.2,1013,32,10,72,8,Guyana
2020-03-21,32,23,0.0,7.8,6,11,04:09 AM,04:15 PM,05:56 AM,06:03 PM,21,28,28,26,10,73,77,1.8,1012,32,7,75,7,Guyana
2020-03-22,28,23,0.0,9.1,6,4,04:51 AM,05:00 PM,05:56 AM,06:03 PM,22,28,28,25,11,67,85,7.3,1013,28,8,82,7,Guyana
2020-03-23,28,23,0.0,7.8,6,0,05:31 AM,05:44 PM,05:55 AM,06:03 PM,23,28,28,25,13,67,86,21.7,1014,28,7,76,7,Guyana
2020-03-24,31,23,0.0,10.5,6,0,06:10 AM,06:27 PM,05:55 AM,06:03 PM,21,29,29,26,11,59,77,1.0,1013,31,9,41,8,Guyana
2020-03-25,28,23,0.0,7.8,6,3,06:48 AM,07:10 PM,05:54 AM,06:03 PM,22,28,28,25,12,82,86,9.5,1012,28,8,82,7,Guyana
2020-03-26,30,22,0.0,9.1,6,11,07:27 AM,07:54 PM,05:54 AM,06:03 PM,21,28,28,26,10,56,76,0.2,1011,30,7,44,7,Guyana
2020-03-27,33,22,0.0,11.8,6,18,08:06 AM,08:39 PM,05:53 AM,06:03 PM,21,29,29,27,9,44,75,0.3,1010,33,8,47,7,Guyana
2020-03-28,29,23,0.0,10.5,6,25,08:48 AM,09:27 PM,05:53 AM,06:02 PM,23,29,29,26,9,69,86,16.5,1010,29,6,48,5,Guyana
2020-03-29,27,23,0.0,7.8,6,32,09:33 AM,10:16 PM,05:52 AM,06:02 PM,23,28,28,25,13,67,92,27.4,1011,27,6,77,7,Guyana
2020-03-30,31,23,0.0,7.8,6,40,10:20 AM,11:08 PM,05:52 AM,06:02 PM,22,29,29,26,13,74,82,3.7,1011,31,10,28,9,Guyana
2020-03-31,30,23,0.0,9.2,6,44,11:12 AM,No moonset,05:51 AM,06:02 PM,21,28,28,26,11,65,79,1.4,1010,30,9,70,8,Guyana
2020-04-01,30,22,0.0,9.2,6,56,12:06 PM,12:02 AM,05:51 AM,06:02 PM,21,28,28,25,10,54,78,0.3,1011,30,9,37,7,Guyana
2020-04-02,32,22,0.0,12.5,6,64,01:03 PM,12:58 AM,05:50 AM,06:02 PM,21,29,29,26,9,47,77,0.0,1012,32,8,54,6,Guyana
2020-04-03,31,23,0.0,7.8,6,71,02:02 PM,01:54 AM,05:50 AM,06:02 PM,23,30,30,26,10,71,81,1.3,1011,31,8,59,7,Guyana
2020-04-04,31,23,0.0,7.8,6,79,03:00 PM,02:48 AM,05:50 AM,06:02 PM,22,29,29,27,10,70,79,1.8,1011,31,10,56,7,Guyana
2020-04-05,30,24,0.0,7.8,6,87,03:59 PM,03:42 AM,05:49 AM,06:02 PM,22,29,29,27,12,83,79,1.6,1011,30,9,66,8,Guyana
2020-04-06,31,21,0.0,7.8,6,94,04:56 PM,04:34 AM,05:49 AM,06:02 PM,22,30,30,27,11,77,79,2.2,1013,31,10,58,7,Guyana
2020-04-07,30,23,0.0,7.8,6,100,05:53 PM,05:25 AM,05:48 AM,06:01 PM,23,30,30,26,11,75,80,1.6,1013,30,10,60,8,Guyana
2020-04-08,29,23,0.0,7.8,6,100,06:50 PM,06:15 AM,05:48 AM,06:01 PM,22,28,28,26,10,68,80,2.5,1012,29,9,44,7,Guyana
2020-04-09,31,23,0.0,7.8,6,83,07:48 PM,07:07 AM,05:47 AM,06:01 PM,22,30,30,27,11,69,78,1.1,1011,31,9,45,8,Guyana
2020-04-10,31,23,0.0,7.8,6,76,08:47 PM,08:00 AM,05:47 AM,06:01 PM,22,29,29,26,12,66,79,2.3,1012,31,8,49,8,Guyana
2020-04-11,29,23,0.0,9.2,6,68,09:46 PM,08:55 AM,05:46 AM,06:01 PM,21,28,28,26,10,70,76,0.8,1013,29,10,43,7,Guyana
2020-04-12,31,23,0.0,7.8,6,61,10:44 PM,09:51 AM,05:46 AM,06:01 PM,21,28,28,26,11,65,74,0.9,1014,31,10,40,8,Guyana
2020-04-13,30,22,0.0,7.9,6,53,11:41 PM,10:47 AM,05:45 AM,06:01 PM,21,28,28,26,10,64,75,1.2,1014,30,10,27,7,Guyana
2020-04-14,31,22,0.0,12.6,6,46,No moonrise,11:42 AM,05:45 AM,06:01 PM,20,28,28,26,10,40,73,0.2,1012,31,10,25,7,Guyana
2020-04-15,31,22,0.0,7.9,6,38,12:33 AM,12:35 PM,05:45 AM,06:01 PM,21,29,29,26,10,62,73,2.1,1012,31,10,43,7,Guyana
2020-04-16,33,22,0.0,9.2,6,30,01:23 AM,01:25 PM,05:44 AM,06:01 PM,21,29,29,26,11,50,73,0.3,1013,33,8,46,8,Guyana
2020-04-17,32,23,0.0,10.5,6,23,02:08 AM,02:13 PM,05:44 AM,06:01 PM,21,29,29,27,10,70,75,0.6,1014,32,8,40,7,Guyana
2020-04-18,32,24,0.0,10.5,6,15,02:51 AM,02:59 PM,05:43 AM,06:01 PM,22,30,30,27,11,64,76,5.8,1013,32,10,32,7,Guyana
2020-04-19,31,24,0.0,9.2,6,8,03:31 AM,03:43 PM,05:43 AM,06:01 PM,23,30,30,27,11,63,79,9.9,1012,31,7,36,6,Guyana
2020-04-20,25,23,0.0,7.9,5,0,04:10 AM,04:26 PM,05:43 AM,06:01 PM,23,27,27,24,8,72,96,62.5,1013,25,5,104,4,Guyana
2020-04-21,29,23,0.0,9.2,6,0,04:48 AM,05:09 PM,05:42 AM,06:01 PM,23,28,28,25,8,76,88,18.0,1013,29,8,133,5,Guyana
2020-04-22,29,23,0.0,11.8,6,0,05:27 AM,05:52 PM,05:42 AM,06:01 PM,23,29,29,26,12,56,83,10.2,1013,29,7,44,7,Guyana
2020-04-23,30,22,0.0,9.2,6,0,06:06 AM,06:37 PM,05:42 AM,06:01 PM,21,28,28,26,10,66,78,0.5,1013,30,7,41,7,Guyana
2020-04-24,30,23,0.0,9.2,6,7,06:47 AM,07:24 PM,05:41 AM,06:01 PM,22,29,29,26,14,60,82,11.8,1012,30,8,51,8,Guyana
2020-04-25,29,23,0.0,9.2,6,15,07:31 AM,08:13 PM,05:41 AM,06:01 PM,23,29,29,26,11,57,86,17.8,1013,29,8,46,6,Guyana
2020-04-26,30,23,0.0,9.2,6,22,08:17 AM,09:04 PM,05:41 AM,06:01 PM,23,29,29,26,13,65,83,5.9,1013,30,8,45,9,Guyana
2020-04-27,29,23,0.0,9.2,6,30,09:08 AM,09:58 PM,05:40 AM,06:01 PM,22,28,28,26,10,70,83,4.2,1013,29,9,104,6,Guyana
2020-04-28,30,23,0.0,7.9,6,37,10:01 AM,10:52 PM,05:40 AM,06:01 PM,22,28,28,26,10,75,79,1.0,1013,30,9,49,7,Guyana
2020-04-29,32,22,0.0,10.5,6,45,10:56 AM,11:47 PM,05:40 AM,06:01 PM,21,29,29,26,10,52,77,0.5,1013,32,8,60,7,Guyana
2020-04-30,30,24,0.0,10.5,6,52,11:53 AM,No moonset,05:39 AM,06:01 PM,24,30,30,26,9,68,87,30.4,1013,30,8,62,5,Guyana
2020-05-01,29,24,0.0,9.2,6,58,12:49 PM,12:40 AM,05:39 AM,06:01 PM,24,30,30,26,14,81,87,26.0,1013,29,7,66,8,Guyana
2020-05-02,29,20,0.0,9.2,6,65,01:46 PM,01:32 AM,05:39 AM,06:01 PM,24,29,29,26,12,74,87,9.5,1014,29,7,71,7,Guyana
2020-05-03,31,24,0.0,9.2,6,72,02:41 PM,02:22 AM,05:39 AM,06:01 PM,23,30,30,27,12,62,83,7.7,1012,31,9,65,7,Guyana
2020-05-04,30,24,0.0,9.2,6,80,03:37 PM,03:12 AM,05:38 AM,06:01 PM,23,30,30,27,12,69,81,5.0,1011,30,9,58,9,Guyana
2020-05-05,32,25,0.0,7.9,6,87,04:32 PM,04:02 AM,05:38 AM,06:01 PM,23,30,30,27,13,83,78,3.1,1011,32,10,59,9,Guyana
2020-05-06,30,21,0.0,7.9,6,94,05:30 PM,04:52 AM,05:38 AM,06:01 PM,23,29,29,26,12,80,81,3.3,1013,30,10,55,8,Guyana
2020-05-07,29,24,0.0,7.9,6,100,06:28 PM,05:44 AM,05:38 AM,06:01 PM,23,29,29,26,17,73,84,29.9,1013,29,8,59,10,Guyana
2020-05-08,30,21,0.0,7.9,6,100,07:28 PM,06:38 AM,05:37 AM,06:01 PM,22,28,28,26,12,83,78,2.1,1014,30,10,63,8,Guyana
2020-05-09,31,23,0.0,7.9,6,84,08:28 PM,07:35 AM,05:37 AM,06:01 PM,21,29,29,27,11,65,76,0.7,1015,31,9,57,7,Guyana
2020-05-10,30,21,0.0,7.9,6,77,09:28 PM,08:32 AM,05:37 AM,06:01 PM,22,29,29,26,12,75,77,2.6,1014,30,10,42,9,Guyana
2020-05-11,29,23,0.0,7.9,6,70,10:24 PM,09:30 AM,05:37 AM,06:02 PM,23,29,29,26,11,74,88,30.4,1013,29,7,63,6,Guyana
2020-05-12,29,20,0.0,7.9,6,62,11:16 PM,10:25 AM,05:37 AM,06:02 PM,24,29,29,25,13,75,90,25.0,1012,29,7,72,7,Guyana
2020-05-13,28,24,0.0,9.2,6,55,No moonrise,11:19 AM,05:37 AM,06:02 PM,24,29,29,25,15,75,92,31.0,1012,28,7,64,8,Guyana
2020-05-14,27,24,0.0,7.9,6,48,12:04 AM,12:08 PM,05:36 AM,06:02 PM,24,28,28,25,13,88,91,27.0,1013,27,8,53,7,Guyana
2020-05-15,30,22,0.0,9.2,6,40,12:49 AM,12:55 PM,05:36 AM,06:02 PM,22,28,28,26,10,70,80,1.0,1013,30,10,61,7,Guyana
2020-05-16,29,20,0.0,7.9,6,33,01:30 AM,01:40 PM,05:36 AM,06:02 PM,23,29,29,25,12,73,84,12.6,1013,29,9,66,7,Guyana
2020-05-17,28,24,0.0,7.9,6,26,02:09 AM,02:23 PM,05:36 AM,06:02 PM,24,29,29,26,13,69,90,22.6,1013,28,7,58,7,Guyana
2020-05-18,31,22,0.0,12.7,6,19,02:47 AM,03:06 PM,05:36 AM,06:03 PM,21,28,28,26,8,33,76,0.2,1014,31,9,80,6,Guyana
2020-05-19,30,23,0.0,7.9,6,11,03:26 AM,03:50 PM,05:36 AM,06:03 PM,23,30,30,26,9,70,83,13.4,1013,30,9,104,5,Guyana
