date_time,Slovenia_maxtempC,Slovenia_mintempC,Slovenia_totalSnow_cm,Slovenia_sunHour,Slovenia_uvIndex,Slovenia_moon_illumination,Slovenia_moonrise,Slovenia_moonset,Slovenia_sunrise,Slovenia_sunset,Slovenia_DewPointC,Slovenia_FeelsLikeC,Slovenia_HeatIndexC,Slovenia_WindChillC,Slovenia_WindGustKmph,Slovenia_cloudcover,Slovenia_humidity,Slovenia_precipMM,Slovenia_pressure,Slovenia_tempC,Slovenia_visibility,Slovenia_winddirDegree,Slovenia_windspeedKmph,Slovenia_location
2020-10-25,16,9,0.0,7.1,3,56,03:00 PM,No moonset,06:33 AM,04:58 PM,12,13,13,13,4,76,91,5.8,1014,16,6,236,3,Slovenia
2020-10-26,15,8,0.0,5.5,3,64,03:25 PM,12:55 AM,06:34 AM,04:57 PM,10,12,12,12,20,63,85,1.2,1009,15,10,228,13,Slovenia
2020-10-27,13,8,0.0,3.8,3,71,03:47 PM,02:01 AM,06:36 AM,04:55 PM,10,11,11,11,5,71,93,5.1,1011,13,7,164,3,Slovenia
2020-10-28,14,6,0.0,8.7,3,78,04:06 PM,03:04 AM,06:37 AM,04:53 PM,7,9,9,9,2,35,90,0.0,1018,14,6,186,1,Slovenia
2020-10-29,12,7,0.0,5.4,2,85,04:25 PM,04:07 AM,06:39 AM,04:52 PM,7,9,9,9,2,62,90,0.0,1021,12,8,206,2,Slovenia
2020-10-30,13,7,0.0,7.1,3,93,04:44 PM,05:10 AM,06:40 AM,04:50 PM,8,10,10,10,3,68,89,0.0,1025,13,6,142,2,Slovenia
2020-10-31,18,8,0.0,8.7,4,97,05:05 PM,06:12 AM,06:41 AM,04:49 PM,9,12,12,12,4,20,83,0.0,1024,18,10,210,2,Slovenia
2020-11-01,15,7,0.0,8.7,4,89,05:28 PM,07:16 AM,06:43 AM,04:47 PM,8,10,10,10,2,27,90,0.0,1022,15,8,190,1,Slovenia
2020-11-02,15,8,0.0,8.7,3,81,05:55 PM,08:19 AM,06:44 AM,04:46 PM,9,11,11,11,8,33,88,0.0,1022,15,5,255,5,Slovenia
2020-11-03,16,7,0.0,8.7,3,74,06:26 PM,09:23 AM,06:46 AM,04:44 PM,9,11,11,11,5,19,87,0.0,1022,16,7,250,3,Slovenia
2020-11-04,11,9,0.0,3.7,3,66,07:06 PM,10:25 AM,06:47 AM,04:43 PM,10,10,10,10,4,82,96,1.0,1023,11,3,153,3,Slovenia
2020-11-05,11,6,0.0,5.4,2,58,07:54 PM,11:23 AM,06:49 AM,04:42 PM,7,9,9,9,6,69,86,0.0,1031,11,10,109,5,Slovenia
2020-11-06,9,1,0.0,8.7,3,51,08:51 PM,12:15 PM,06:50 AM,04:40 PM,3,5,5,5,5,5,82,0.0,1033,9,10,92,3,Slovenia
2020-11-07,11,2,0.0,8.7,3,43,09:56 PM,01:00 PM,06:52 AM,04:39 PM,3,6,6,6,3,0,83,0.0,1031,11,10,112,2,Slovenia
2020-11-08,12,3,0.0,8.7,3,36,11:07 PM,01:37 PM,06:53 AM,04:38 PM,4,7,7,7,4,0,83,0.0,1027,12,9,223,2,Slovenia
2020-11-09,10,2,0.0,8.7,2,28,No moonrise,02:09 PM,06:54 AM,04:36 PM,4,6,6,6,4,15,87,0.0,1026,10,7,120,2,Slovenia
2020-11-10,9,2,0.0,8.7,2,21,12:21 AM,02:36 PM,06:56 AM,04:35 PM,3,5,5,5,4,28,89,0.0,1026,9,6,84,3,Slovenia
2020-11-11,7,1,0.0,3.7,1,13,01:39 AM,03:02 PM,06:57 AM,04:34 PM,2,4,4,4,4,71,89,0.0,1027,7,6,89,2,Slovenia
2020-11-12,9,1,0.0,8.7,3,6,02:57 AM,03:26 PM,06:59 AM,04:33 PM,3,5,5,5,2,13,86,0.0,1026,9,9,230,1,Slovenia
2020-11-13,11,4,0.0,8.7,2,0,04:17 AM,03:52 PM,07:00 AM,04:32 PM,4,6,6,6,4,14,88,0.0,1025,11,6,262,2,Slovenia
2020-11-14,9,4,0.0,8.7,2,0,05:40 AM,04:19 PM,07:02 AM,04:31 PM,4,6,6,6,4,32,90,0.0,1025,9,5,257,2,Slovenia
2020-11-15,10,2,0.0,5.2,2,0,07:03 AM,04:52 PM,07:03 AM,04:30 PM,5,6,6,6,9,63,89,0.0,1022,10,6,261,4,Slovenia
2020-11-16,8,5,0.0,3.5,2,2,08:26 AM,05:33 PM,07:04 AM,04:28 PM,6,6,7,6,8,82,96,50.1,1019,8,6,172,4,Slovenia
2020-11-17,8,4,0.0,8.7,2,9,09:44 AM,06:22 PM,07:06 AM,04:28 PM,5,6,6,6,7,51,92,7.7,1028,8,6,77,4,Slovenia
2020-11-18,9,4,0.0,8.7,2,17,10:51 AM,07:21 PM,07:07 AM,04:27 PM,5,6,6,6,3,22,91,0.0,1030,9,7,163,2,Slovenia
2020-11-19,11,4,0.0,8.7,3,24,11:47 AM,08:26 PM,07:09 AM,04:26 PM,5,7,7,7,2,14,88,0.0,1024,11,9,156,1,Slovenia
2020-11-20,7,1,0.0,3.4,1,32,12:29 PM,09:35 PM,07:10 AM,04:25 PM,3,2,5,2,14,63,88,14.6,1028,7,8,87,9,Slovenia
2020-11-21,5,-1,0.0,8.7,2,39,01:03 PM,10:43 PM,07:11 AM,04:24 PM,-4,-0,1,-0,9,4,72,0.0,1034,5,10,89,7,Slovenia
2020-11-22,5,-5,0.0,8.7,2,47,01:31 PM,11:50 PM,07:13 AM,04:23 PM,-7,0,1,0,3,20,56,0.0,1032,5,10,107,2,Slovenia
2020-11-23,4,-3,0.0,5.2,1,54,01:53 PM,No moonset,07:14 AM,04:22 PM,-6,1,1,1,4,53,61,0.0,1028,4,10,215,2,Slovenia
2020-11-24,4,-1,0.0,6.9,1,62,02:13 PM,12:55 AM,07:15 AM,04:22 PM,-2,1,1,1,5,43,78,0.0,1028,4,9,86,3,Slovenia
2020-11-25,5,-3,0.0,8.7,2,70,02:32 PM,01:58 AM,07:17 AM,04:21 PM,-1,1,1,1,2,17,86,0.0,1024,5,10,195,1,Slovenia
2020-11-26,6,1,0.0,8.7,2,77,02:51 PM,03:01 AM,07:18 AM,04:20 PM,1,2,3,2,7,18,88,0.0,1023,6,8,260,4,Slovenia
2020-11-27,6,-1,0.0,8.7,2,85,03:11 PM,04:03 AM,07:19 AM,04:20 PM,0,2,2,2,6,12,88,0.0,1022,6,9,270,3,Slovenia
2020-11-28,6,-1,0.0,8.7,1,92,03:32 PM,05:06 AM,07:21 AM,04:19 PM,1,2,2,2,6,44,91,0.0,1019,6,6,220,3,Slovenia
2020-11-29,2,-2,0.0,6.9,1,100,03:58 PM,06:10 AM,07:22 AM,04:19 PM,-2,-2,0,-2,10,52,86,0.0,1020,2,9,86,5,Slovenia
2020-11-30,1,-3,0.0,8.7,2,100,04:28 PM,07:15 AM,07:23 AM,04:18 PM,-4,-3,-1,-3,8,17,82,0.0,1025,1,10,81,5,Slovenia
2020-12-01,-0,-7,0.0,6.9,1,89,05:05 PM,08:18 AM,07:24 AM,04:18 PM,-4,-3,-2,-3,6,52,86,0.0,1021,-0,7,95,4,Slovenia
2020-12-02,-3,-5,9.4,3.3,1,82,05:51 PM,09:19 AM,07:25 AM,04:17 PM,-5,-5,-3,-5,9,96,91,11.2,1017,-3,5,76,5,Slovenia
2020-12-03,-2,-5,23.9,3.3,1,75,06:45 PM,10:13 AM,07:26 AM,04:17 PM,-4,-4,-3,-4,4,100,97,28.1,1009,-2,3,117,2,Slovenia
2020-12-04,-0,-5,0.1,5.1,1,67,07:48 PM,11:00 AM,07:28 AM,04:17 PM,-3,-3,-3,-3,4,72,96,0.1,1004,-0,4,224,2,Slovenia
2020-12-05,2,-5,0.0,3.3,1,60,08:56 PM,11:39 AM,07:29 AM,04:17 PM,2,-1,1,-1,10,100,100,4.8,1003,2,4,93,5,Slovenia
2020-12-06,3,-1,0.0,3.3,1,53,10:08 PM,12:12 PM,07:30 AM,04:16 PM,3,1,3,1,13,100,99,25.9,1002,3,8,86,6,Slovenia
2020-12-07,5,1,0.0,3.3,1,46,11:22 PM,12:40 PM,07:31 AM,04:16 PM,3,3,3,3,7,83,94,11.4,1005,5,8,176,3,Slovenia
2020-12-08,4,2,0.0,3.3,1,38,No moonrise,01:05 PM,07:32 AM,04:16 PM,2,2,3,2,7,93,97,9.9,1006,4,5,104,5,Slovenia
2020-12-09,4,-4,0.0,3.3,1,31,12:37 AM,01:29 PM,07:33 AM,04:16 PM,3,1,2,1,7,100,99,26.1,1003,4,6,77,4,Slovenia
2020-12-10,4,-0,0.0,3.3,1,24,01:53 AM,01:52 PM,07:34 AM,04:16 PM,3,3,3,3,5,100,97,6.6,1006,4,4,153,3,Slovenia
2020-12-11,6,1,0.0,3.3,1,17,03:12 AM,02:17 PM,07:35 AM,04:16 PM,2,3,3,3,3,90,94,0.1,1005,6,5,174,2,Slovenia
2020-12-12,3,-4,0.0,3.3,1,9,04:32 AM,02:46 PM,07:35 AM,04:16 PM,2,1,2,1,3,100,94,0.0,1003,3,7,83,2,Slovenia
2020-12-13,6,1,0.0,8.7,1,2,05:55 AM,03:22 PM,07:36 AM,04:16 PM,1,3,3,3,3,49,90,0.0,1011,6,7,102,2,Slovenia
2020-12-14,6,-2,0.0,8.7,2,0,07:15 AM,04:06 PM,07:37 AM,04:17 PM,0,2,2,2,2,10,89,0.0,1019,6,9,202,1,Slovenia
2020-12-15,6,-1,0.0,8.7,1,0,08:29 AM,05:00 PM,07:38 AM,04:17 PM,1,2,3,2,3,23,88,0.0,1019,6,8,254,2,Slovenia
2020-12-16,4,0,0.0,5.1,1,5,09:32 AM,06:04 PM,07:39 AM,04:17 PM,-0,1,2,1,5,71,87,0.2,1023,4,7,264,3,Slovenia
2020-12-17,7,-2,0.0,3.3,1,12,10:22 AM,07:13 PM,07:39 AM,04:17 PM,3,3,3,3,3,72,93,0.0,1025,7,6,208,2,Slovenia
2020-12-18,5,3,0.0,3.3,1,20,11:01 AM,08:24 PM,07:40 AM,04:18 PM,3,4,4,4,3,98,94,0.0,1027,5,5,75,2,Slovenia
2020-12-19,6,1,0.0,3.3,2,27,11:32 AM,09:35 PM,07:40 AM,04:18 PM,4,5,5,5,3,94,94,0.0,1026,6,7,187,2,Slovenia
2020-12-20,7,4,0.0,3.3,2,34,11:57 AM,10:41 PM,07:41 AM,04:18 PM,5,6,6,6,2,100,96,0.7,1025,7,5,148,1,Slovenia
2020-12-21,6,3,0.0,3.3,2,41,12:18 PM,11:46 PM,07:42 AM,04:19 PM,5,5,5,5,4,100,98,1.9,1027,6,2,80,2,Slovenia
2020-12-22,8,4,0.0,3.3,2,49,12:37 PM,No moonset,07:42 AM,04:20 PM,5,5,6,5,6,75,93,0.0,1025,8,5,254,4,Slovenia
2020-12-23,7,1,0.0,3.3,2,56,12:56 PM,12:49 AM,07:42 AM,04:20 PM,4,4,5,4,11,64,93,0.0,1023,7,5,270,6,Slovenia
2020-12-24,10,4,0.0,3.3,2,63,01:15 PM,01:52 AM,07:43 AM,04:21 PM,7,7,8,7,16,91,91,7.3,1013,10,4,254,10,Slovenia
2020-12-25,6,-3,0.0,3.3,1,70,01:36 PM,02:55 AM,07:43 AM,04:21 PM,4,3,5,3,8,95,95,36.2,1013,6,8,109,6,Slovenia
2020-12-26,1,-4,0.5,5.1,1,78,02:00 PM,03:58 AM,07:44 AM,04:22 PM,-2,-3,-0,-3,11,66,91,0.8,1021,1,10,94,7,Slovenia
2020-12-27,-1,-4,0.0,8.7,2,85,02:28 PM,05:03 AM,07:44 AM,04:23 PM,-6,-4,-3,-4,7,19,80,0.0,1013,-1,10,101,5,Slovenia
2020-12-28,3,-4,2.5,3.3,1,92,03:03 PM,06:07 AM,07:44 AM,04:24 PM,-2,-3,-1,-3,12,87,92,38.4,990,3,6,166,6,Slovenia
2020-12-29,4,-0,0.0,3.3,1,100,03:46 PM,07:09 AM,07:44 AM,04:24 PM,1,-1,2,-1,18,87,92,30.4,996,4,8,225,9,Slovenia
2020-12-30,5,2,0.0,3.3,1,100,04:38 PM,08:07 AM,07:44 AM,04:25 PM,3,3,3,3,4,96,95,4.5,1004,5,8,226,3,Slovenia
2020-12-31,3,-1,4.7,3.3,1,89,05:39 PM,08:57 AM,07:44 AM,04:26 PM,1,1,2,1,4,86,96,11.3,1009,3,4,123,2,Slovenia
2021-01-01,2,-2,0.0,3.3,1,79,06:47 PM,09:40 AM,07:44 AM,04:27 PM,-1,-1,0,-1,7,85,95,0.5,1011,2,1,249,4,Slovenia
2021-01-02,2,-1,0.0,3.3,1,71,07:59 PM,10:15 AM,07:44 AM,04:28 PM,2,1,2,1,7,97,98,15.1,1011,2,5,61,4,Slovenia
2021-01-03,6,2,0.0,8.7,1,64,09:13 PM,10:44 AM,07:44 AM,04:29 PM,2,3,3,3,2,50,94,6.1,1011,6,6,224,2,Slovenia
2021-01-04,3,0,1.3,3.3,1,57,10:27 PM,11:10 AM,07:44 AM,04:30 PM,1,2,2,2,3,95,96,4.9,1012,3,5,235,2,Slovenia
2021-01-05,4,-1,0.0,5.1,1,50,11:41 PM,11:34 AM,07:44 AM,04:31 PM,1,1,2,1,5,85,92,2.9,1011,4,6,168,3,Slovenia
2021-01-06,3,-2,9.5,5.1,1,42,No moonrise,11:56 AM,07:44 AM,04:32 PM,-0,-0,1,-0,8,77,93,16.8,1010,3,7,193,5,Slovenia
2021-01-07,1,-5,0.5,3.3,1,35,12:56 AM,12:20 PM,07:44 AM,04:33 PM,-2,-2,-1,-2,4,78,93,0.7,1015,1,6,264,2,Slovenia
2021-01-08,-1,-3,0.9,3.3,1,28,02:13 AM,12:46 PM,07:43 AM,04:34 PM,-3,-2,-2,-2,6,96,93,1.1,1016,-1,6,161,3,Slovenia
2021-01-09,-0,-5,0.0,6.9,1,20,03:32 AM,01:18 PM,07:43 AM,04:36 PM,-4,-4,-2,-4,8,57,87,0.0,1020,-0,9,57,5,Slovenia
2021-01-10,-1,-1,4.7,3.4,1,13,04:51 AM,01:56 PM,07:43 AM,04:37 PM,-2,-5,-1,-5,14,98,89,6.3,1020,-1,5,67,12,Slovenia
2021-01-11,0,-4,0.0,8.7,2,6,06:06 AM,02:44 PM,07:42 AM,04:38 PM,-6,-4,-2,-4,7,5,75,0.0,1021,0,10,68,5,Slovenia
2021-01-12,-2,-6,0.0,6.9,1,0,07:14 AM,03:43 PM,07:42 AM,04:39 PM,-9,-4,-4,-4,3,31,69,0.0,1017,-2,10,266,1,Slovenia
2021-01-13,-1,-6,0.3,6.9,1,0,08:10 AM,04:50 PM,07:41 AM,04:40 PM,-8,-4,-3,-4,6,27,68,0.4,1014,-1,9,151,3,Slovenia
2021-01-14,3,-4,0.0,8.7,2,1,08:54 AM,06:01 PM,07:41 AM,04:42 PM,-6,-1,-1,-1,5,20,70,0.0,1015,3,10,252,3,Slovenia
2021-01-15,1,-5,0.0,8.7,2,8,09:29 AM,07:13 PM,07:40 AM,04:43 PM,-8,-2,-2,-2,4,1,62,0.0,1020,1,10,205,3,Slovenia
2021-01-16,-1,-6,0.0,8.7,1,16,09:57 AM,08:23 PM,07:40 AM,04:44 PM,-7,-4,-4,-4,3,33,80,0.0,1023,-1,10,177,2,Slovenia
2021-01-17,-3,-7,0.0,5.2,1,23,10:20 AM,09:31 PM,07:39 AM,04:46 PM,-8,-5,-5,-5,4,67,82,0.0,1019,-3,10,188,2,Slovenia
2021-01-18,-2,-8,0.0,3.4,1,30,10:40 AM,10:35 PM,07:38 AM,04:47 PM,-7,-5,-5,-5,3,61,83,0.0,1025,-2,10,242,2,Slovenia
2021-01-19,1,-7,0.0,8.7,2,38,11:00 AM,11:39 PM,07:38 AM,04:48 PM,-5,-6,-3,-6,14,43,84,0.0,1024,1,10,258,8,Slovenia
2021-01-20,3,-5,0.0,3.4,1,45,11:19 AM,No moonset,07:37 AM,04:50 PM,-1,-2,-0,-2,14,90,93,0.5,1019,3,4,263,7,Slovenia
2021-01-21,6,-2,0.0,3.4,1,52,11:39 AM,12:41 AM,07:36 AM,04:51 PM,3,0,3,0,23,88,91,0.4,1013,6,9,247,12,Slovenia
2021-01-22,9,3,0.0,3.4,2,59,12:01 PM,01:45 AM,07:35 AM,04:53 PM,5,5,7,5,20,78,90,9.9,1004,9,8,207,11,Slovenia
2021-01-23,5,2,0.0,3.5,1,67,12:27 PM,02:48 AM,07:34 AM,04:54 PM,3,4,4,4,6,99,94,15.9,995,5,7,150,3,Slovenia
2021-01-24,4,-0,0.7,5.2,1,74,12:59 PM,03:53 AM,07:33 AM,04:56 PM,0,1,2,1,7,78,93,8.0,998,4,6,218,4,Slovenia
2021-01-25,-0,-3,3.3,3.5,1,81,01:38 PM,04:56 AM,07:32 AM,04:57 PM,-2,-1,-1,-1,5,96,91,4.0,1003,-0,5,142,3,Slovenia
2021-01-26,2,-3,0.0,8.7,1,88,02:26 PM,05:56 AM,07:31 AM,04:59 PM,-5,-1,-1,-1,5,33,76,0.0,1013,2,10,201,2,Slovenia
2021-01-27,3,-2,0.0,7.0,1,96,03:25 PM,06:49 AM,07:30 AM,05:00 PM,-7,-0,-0,-0,4,33,62,0.0,1018,3,10,267,2,Slovenia
2021-01-28,4,-4,0.0,7.0,1,100,04:32 PM,07:36 AM,07:29 AM,05:01 PM,-5,-1,0,-1,9,26,68,0.0,1014,4,10,250,6,Slovenia
2021-01-29,2,-5,0.0,3.7,1,90,05:45 PM,08:14 AM,07:28 AM,05:03 PM,-0,-1,1,-1,8,71,93,0.9,1005,2,8,280,4,Slovenia
2021-01-30,4,1,0.0,3.7,1,82,07:00 PM,08:46 AM,07:27 AM,05:04 PM,1,2,2,2,7,80,94,0.5,1001,4,5,274,4,Slovenia
2021-01-31,2,-2,10.9,3.7,1,79,08:15 PM,09:14 AM,07:26 AM,05:06 PM,-1,-2,-0,-2,8,100,98,35.3,999,2,4,80,5,Slovenia
2021-02-01,0,-4,0.3,3.7,1,63,09:32 PM,09:38 AM,07:25 AM,05:07 PM,-3,-2,-2,-2,3,93,93,0.3,1002,0,9,105,2,Slovenia
2021-02-02,4,-3,0.0,8.7,1,55,10:47 PM,10:01 AM,07:23 AM,05:09 PM,-1,-0,-0,-0,3,36,92,0.0,1012,4,7,168,2,Slovenia
2021-02-03,6,-1,0.0,3.7,1,48,No moonrise,10:24 AM,07:22 AM,05:10 PM,3,2,4,2,13,85,94,0.1,1013,6,6,263,8,Slovenia
2021-02-04,8,6,0.0,3.7,2,40,12:04 AM,10:49 AM,07:21 AM,05:12 PM,6,6,7,6,7,92,93,0.3,1017,8,5,282,4,Slovenia
2021-02-05,9,7,0.0,3.7,2,33,01:21 AM,11:19 AM,07:19 AM,05:13 PM,7,8,8,8,7,87,95,0.8,1017,9,4,264,4,Slovenia
2021-02-06,9,6,0.0,3.7,2,25,02:38 AM,11:53 AM,07:18 AM,05:15 PM,7,7,8,7,11,88,92,0.2,1013,9,8,276,6,Slovenia
2021-02-07,10,6,0.0,3.7,2,18,03:53 AM,12:36 PM,07:17 AM,05:16 PM,7,7,8,7,9,79,95,28.3,1001,10,5,198,5,Slovenia
