date_time,Djibouti_maxtempC,Djibouti_mintempC,Djibouti_totalSnow_cm,Djibouti_sunHour,Djibouti_uvIndex,Djibouti_moon_illumination,Djibouti_moonrise,Djibouti_moonset,Djibouti_sunrise,Djibouti_sunset,Djibouti_DewPointC,Djibouti_FeelsLikeC,Djibouti_HeatIndexC,Djibouti_WindChillC,Djibouti_WindGustKmph,Djibouti_cloudcover,Djibouti_humidity,Djibouti_precipMM,Djibouti_pressure,Djibouti_tempC,Djibouti_visibility,Djibouti_winddirDegree,Djibouti_windspeedKmph,Djibouti_location
2020-01-01,28,25,0.0,7.2,6,37,11:05 AM,11:12 PM,06:27 AM,05:55 PM,21,28,28,26,21,48,75,0.9,1013,28,10,89,15,Djibouti
2020-01-02,28,25,0.0,4.2,6,44,11:42 AM,11:57 PM,06:27 AM,05:55 PM,20,28,28,26,22,59,71,0.6,1014,28,10,103,16,Djibouti
2020-01-03,28,25,0.0,4.2,6,51,12:19 PM,No moonset,06:27 AM,05:56 PM,21,28,28,26,27,65,74,1.5,1015,28,10,91,20,Djibouti
2020-01-04,27,25,0.0,7.2,6,59,12:56 PM,12:42 AM,06:28 AM,05:56 PM,21,28,28,26,23,44,73,0.5,1014,27,10,98,19,Djibouti
2020-01-05,28,24,0.0,7.2,6,66,01:35 PM,01:28 AM,06:28 AM,05:57 PM,20,27,27,26,16,42,69,0.3,1012,28,10,107,12,Djibouti
2020-01-06,29,24,0.0,8.7,7,73,02:16 PM,02:16 AM,06:29 AM,05:57 PM,20,28,28,26,14,24,71,0.0,1013,29,10,86,10,Djibouti
2020-01-07,28,25,0.0,5.7,6,80,03:02 PM,03:06 AM,06:29 AM,05:58 PM,22,29,29,26,22,54,78,3.0,1014,28,10,69,16,Djibouti
2020-01-08,28,25,0.0,7.2,6,88,03:52 PM,04:00 AM,06:29 AM,05:58 PM,21,28,28,26,18,38,72,0.6,1014,28,10,95,13,Djibouti
2020-01-09,27,25,0.0,5.7,6,95,04:46 PM,04:57 AM,06:29 AM,05:59 PM,21,28,28,26,18,41,73,0.3,1013,27,10,112,14,Djibouti
2020-01-10,28,24,0.0,10.2,6,100,05:45 PM,05:56 AM,06:30 AM,06:00 PM,21,28,28,26,13,36,73,0.2,1012,28,10,124,10,Djibouti
2020-01-11,28,25,0.0,10.2,6,100,06:46 PM,06:55 AM,06:30 AM,06:00 PM,20,28,28,26,20,51,69,0.8,1013,28,10,243,16,Djibouti
2020-01-12,28,24,0.0,8.7,6,83,07:48 PM,07:52 AM,06:30 AM,06:01 PM,17,27,27,26,27,59,61,0.0,1015,28,10,267,20,Djibouti
2020-01-13,27,25,0.0,8.7,6,76,08:48 PM,08:47 AM,06:31 AM,06:01 PM,18,27,27,26,23,56,65,0.8,1015,27,10,72,18,Djibouti
2020-01-14,27,24,0.0,7.3,6,69,09:47 PM,09:38 AM,06:31 AM,06:02 PM,18,26,26,25,17,76,67,0.5,1015,27,10,91,12,Djibouti
2020-01-15,26,24,0.0,7.3,5,61,10:43 PM,10:25 AM,06:31 AM,06:02 PM,19,26,26,24,30,68,74,6.9,1016,26,10,105,21,Djibouti
2020-01-16,26,23,0.0,10.2,5,54,11:38 PM,11:11 AM,06:31 AM,06:03 PM,16,25,25,24,28,25,62,0.1,1016,26,10,117,21,Djibouti
2020-01-17,26,22,0.0,8.7,5,47,No moonrise,11:56 AM,06:31 AM,06:03 PM,16,25,25,24,29,57,62,0.4,1016,26,10,115,22,Djibouti
2020-01-18,26,23,0.0,11.6,6,40,12:32 AM,12:41 PM,06:31 AM,06:04 PM,17,26,26,24,19,12,63,0.0,1016,26,10,110,15,Djibouti
2020-01-19,26,23,0.0,11.6,7,32,01:27 AM,01:28 PM,06:32 AM,06:04 PM,17,26,26,25,19,21,63,0.1,1016,26,10,110,15,Djibouti
2020-01-20,26,23,0.0,11.6,7,25,02:22 AM,02:16 PM,06:32 AM,06:05 PM,18,26,26,25,13,24,65,0.0,1015,26,10,100,10,Djibouti
2020-01-21,26,23,0.0,11.6,6,18,03:19 AM,03:07 PM,06:32 AM,06:05 PM,18,26,26,24,16,25,69,0.0,1014,26,10,118,12,Djibouti
2020-01-22,27,24,0.0,7.3,6,11,04:15 AM,04:00 PM,06:32 AM,06:06 PM,19,26,26,25,23,65,70,1.2,1014,27,10,112,18,Djibouti
2020-01-23,27,24,0.0,7.3,6,3,05:10 AM,04:54 PM,06:32 AM,06:06 PM,19,27,27,25,19,72,71,1.3,1014,27,10,105,14,Djibouti
2020-01-24,28,24,0.0,7.3,6,0,06:03 AM,05:48 PM,06:32 AM,06:06 PM,20,27,27,26,14,66,71,1.7,1015,28,9,69,10,Djibouti
2020-01-25,28,24,0.0,10.2,6,0,06:53 AM,06:40 PM,06:32 AM,06:07 PM,19,28,28,26,22,46,67,0.6,1016,28,9,179,16,Djibouti
2020-01-26,28,24,0.0,10.2,6,4,07:39 AM,07:31 PM,06:32 AM,06:07 PM,18,27,27,26,24,48,64,0.0,1016,28,10,181,17,Djibouti
2020-01-27,27,25,0.0,8.7,6,11,08:21 AM,08:19 PM,06:32 AM,06:08 PM,19,27,27,25,21,66,70,0.8,1016,27,10,86,15,Djibouti
2020-01-28,27,24,0.0,8.7,6,18,09:01 AM,09:06 PM,06:32 AM,06:08 PM,19,27,27,25,30,50,68,2.7,1015,27,10,108,23,Djibouti
2020-01-29,26,24,0.0,10.2,5,26,09:40 AM,09:51 PM,06:32 AM,06:09 PM,17,26,26,24,27,39,65,0.2,1015,26,10,103,22,Djibouti
2020-01-30,25,23,0.0,11.6,6,33,10:16 AM,10:35 PM,06:32 AM,06:09 PM,17,26,26,24,22,44,67,0.0,1016,25,10,104,18,Djibouti
2020-01-31,26,23,0.0,11.6,5,37,10:53 AM,11:21 PM,06:32 AM,06:09 PM,18,26,26,24,22,52,66,0.0,1015,26,10,109,18,Djibouti
2020-02-01,27,23,0.0,10.2,6,49,11:31 AM,No moonset,06:32 AM,06:10 PM,18,26,26,25,21,42,66,0.3,1014,27,10,107,17,Djibouti
2020-02-02,26,24,0.0,10.2,6,57,12:10 PM,12:07 AM,06:32 AM,06:10 PM,19,26,26,25,18,52,69,0.0,1015,26,10,109,15,Djibouti
2020-02-03,26,24,0.0,10.2,6,64,12:52 PM,12:55 AM,06:31 AM,06:11 PM,20,27,27,25,24,52,72,0.6,1016,26,10,103,20,Djibouti
2020-02-04,26,24,0.0,10.2,6,72,01:39 PM,01:47 AM,06:31 AM,06:11 PM,19,27,27,25,25,54,71,0.4,1015,26,10,100,21,Djibouti
2020-02-05,27,24,0.0,8.8,6,79,02:30 PM,02:41 AM,06:31 AM,06:11 PM,20,27,27,25,26,65,72,0.5,1014,27,10,98,21,Djibouti
2020-02-06,27,24,0.0,10.2,6,87,03:26 PM,03:38 AM,06:31 AM,06:12 PM,19,27,27,25,22,41,69,0.7,1016,27,10,100,17,Djibouti
2020-02-07,27,23,0.0,11.6,7,95,04:26 PM,04:36 AM,06:31 AM,06:12 PM,18,27,27,25,17,19,67,0.0,1016,27,10,111,13,Djibouti
2020-02-08,27,23,0.0,11.6,7,100,05:29 PM,05:36 AM,06:31 AM,06:12 PM,18,27,27,25,18,14,67,0.0,1016,27,10,110,14,Djibouti
2020-02-09,27,23,0.0,11.6,7,100,06:31 PM,06:32 AM,06:30 AM,06:13 PM,18,26,26,25,16,4,66,0.0,1016,27,10,114,12,Djibouti
2020-02-10,27,23,0.0,11.6,7,83,07:33 PM,07:26 AM,06:30 AM,06:13 PM,18,27,27,25,13,8,67,0.0,1014,27,10,110,10,Djibouti
2020-02-11,28,25,0.0,10.2,6,75,08:32 PM,08:17 AM,06:30 AM,06:13 PM,21,29,29,27,15,64,71,0.5,1012,28,10,119,12,Djibouti
2020-02-12,28,25,0.0,5.9,6,68,09:30 PM,09:05 AM,06:30 AM,06:13 PM,20,28,28,26,23,79,69,0.2,1015,28,10,154,19,Djibouti
2020-02-13,28,25,0.0,5.9,6,60,10:26 PM,09:52 AM,06:29 AM,06:14 PM,21,28,28,26,36,72,73,10.3,1017,28,9,98,26,Djibouti
2020-02-14,27,24,0.0,10.2,6,53,11:23 PM,10:38 AM,06:29 AM,06:14 PM,19,27,27,25,25,38,67,0.3,1017,27,10,106,20,Djibouti
2020-02-15,27,23,0.0,11.6,6,45,No moonrise,11:26 AM,06:29 AM,06:14 PM,18,26,26,25,24,21,65,0.0,1015,27,10,114,18,Djibouti
2020-02-16,26,23,0.0,8.8,5,38,12:18 AM,12:14 PM,06:28 AM,06:14 PM,19,26,26,24,26,47,71,0.0,1014,26,10,105,19,Djibouti
2020-02-17,27,24,0.0,10.2,6,30,01:15 AM,01:04 PM,06:28 AM,06:15 PM,19,27,27,25,27,55,71,0.4,1013,27,10,101,21,Djibouti
2020-02-18,27,24,0.0,11.6,6,22,02:11 AM,01:56 PM,06:28 AM,06:15 PM,19,27,27,25,23,42,70,0.3,1013,27,10,95,19,Djibouti
2020-02-19,27,25,0.0,10.2,6,15,03:06 AM,02:49 PM,06:27 AM,06:15 PM,20,27,27,26,21,41,71,0.8,1012,27,10,97,17,Djibouti
2020-02-20,27,24,0.0,10.2,6,7,03:59 AM,03:43 PM,06:27 AM,06:15 PM,19,27,27,26,14,37,69,0.1,1012,27,10,91,11,Djibouti
2020-02-21,28,25,0.0,11.6,7,0,04:49 AM,04:35 PM,06:26 AM,06:16 PM,20,28,28,26,13,21,71,0.0,1012,28,10,109,10,Djibouti
2020-02-22,28,25,0.0,7.4,6,0,05:36 AM,05:26 PM,06:26 AM,06:16 PM,22,29,29,26,21,65,76,1.7,1013,28,10,79,17,Djibouti
2020-02-23,28,25,0.0,10.2,6,0,06:19 AM,06:14 PM,06:26 AM,06:16 PM,21,28,28,26,23,34,71,1.2,1014,28,10,93,19,Djibouti
2020-02-24,27,25,0.0,10.2,6,0,06:59 AM,07:01 PM,06:25 AM,06:16 PM,20,27,27,26,22,47,69,0.1,1013,27,10,99,19,Djibouti
2020-02-25,27,25,0.0,11.6,6,8,07:38 AM,07:47 PM,06:25 AM,06:16 PM,20,28,28,26,21,46,71,0.3,1012,27,10,94,18,Djibouti
2020-02-26,28,25,0.0,11.6,7,15,08:15 AM,08:32 PM,06:24 AM,06:16 PM,20,28,28,26,12,38,70,0.1,1013,28,10,65,10,Djibouti
2020-02-27,28,25,0.0,10.2,6,23,08:51 AM,09:17 PM,06:24 AM,06:16 PM,21,28,28,26,16,29,75,0.0,1014,28,10,62,13,Djibouti
2020-02-28,28,24,0.0,11.6,7,30,09:29 AM,10:02 PM,06:23 AM,06:17 PM,18,27,27,26,13,6,64,0.0,1012,28,10,119,10,Djibouti
2020-02-29,28,24,0.0,11.6,7,38,10:06 AM,10:49 PM,06:23 AM,06:17 PM,18,28,28,26,16,0,62,0.0,1010,28,10,105,13,Djibouti
2020-03-01,28,24,0.0,11.6,7,44,10:47 AM,11:38 PM,06:22 AM,06:17 PM,18,27,27,26,12,1,62,0.0,1011,28,10,108,9,Djibouti
2020-03-02,28,24,0.0,11.6,7,51,11:31 AM,No moonset,06:22 AM,06:17 PM,19,28,28,26,13,1,67,0.0,1012,28,10,86,10,Djibouti
2020-03-03,27,24,0.0,10.2,6,58,12:18 PM,12:29 AM,06:21 AM,06:17 PM,20,27,27,25,17,40,74,0.4,1013,27,10,84,14,Djibouti
2020-03-04,28,24,0.0,11.6,7,65,01:11 PM,01:24 AM,06:21 AM,06:17 PM,20,27,27,25,18,29,71,0.0,1013,28,10,105,14,Djibouti
2020-03-05,28,24,0.0,11.6,7,73,02:07 PM,02:20 AM,06:20 AM,06:17 PM,19,27,27,26,19,23,68,0.0,1011,28,10,99,14,Djibouti
2020-03-06,27,25,0.0,11.6,7,80,03:08 PM,03:18 AM,06:20 AM,06:17 PM,20,28,28,26,17,24,72,0.0,1011,27,10,93,14,Djibouti
2020-03-07,28,26,0.0,10.2,6,87,04:09 PM,04:14 AM,06:19 AM,06:17 PM,21,29,29,26,17,50,73,0.0,1011,28,10,85,14,Djibouti
2020-03-08,28,25,0.0,10.2,6,95,05:12 PM,05:09 AM,06:18 AM,06:17 PM,20,28,28,26,18,40,71,0.3,1011,28,10,79,14,Djibouti
2020-03-09,28,25,0.0,11.6,6,100,06:13 PM,06:02 AM,06:18 AM,06:18 PM,20,28,28,26,23,50,73,0.4,1010,28,10,87,18,Djibouti
2020-03-10,28,25,0.0,11.6,6,100,07:13 PM,06:52 AM,06:17 AM,06:18 PM,20,28,28,26,21,34,71,0.3,1010,28,10,98,17,Djibouti
2020-03-11,28,25,0.0,10.2,6,84,08:11 PM,07:41 AM,06:17 AM,06:18 PM,20,28,28,26,24,40,67,0.0,1011,28,10,106,19,Djibouti
2020-03-12,28,25,0.0,11.6,7,76,09:10 PM,08:29 AM,06:16 AM,06:18 PM,18,28,28,26,30,8,63,0.0,1011,28,10,101,24,Djibouti
2020-03-13,27,24,0.0,7.4,6,69,10:09 PM,09:18 AM,06:16 AM,06:18 PM,20,27,27,25,32,60,71,0.7,1011,27,10,97,26,Djibouti
2020-03-14,27,25,0.0,10.2,6,62,11:07 PM,10:07 AM,06:15 AM,06:18 PM,21,28,28,25,29,66,79,2.7,1011,27,10,88,23,Djibouti
2020-03-15,27,24,0.0,7.4,6,55,No moonrise,10:59 AM,06:14 AM,06:18 PM,22,28,28,26,17,62,79,2.0,1010,27,10,84,13,Djibouti
2020-03-16,28,25,0.0,7.4,6,47,12:05 AM,11:52 AM,06:14 AM,06:18 PM,22,28,28,26,17,60,77,0.8,1010,28,10,75,13,Djibouti
2020-03-17,28,25,0.0,10.2,6,40,01:02 AM,12:45 PM,06:13 AM,06:18 PM,22,29,29,26,19,51,78,0.5,1010,28,10,100,14,Djibouti
2020-03-18,28,25,0.0,8.8,6,33,01:56 AM,01:39 PM,06:13 AM,06:18 PM,22,28,28,26,28,65,80,1.5,1010,28,10,93,21,Djibouti
2020-03-19,27,25,0.0,7.4,6,25,02:47 AM,02:31 PM,06:12 AM,06:18 PM,22,28,28,26,25,68,82,1.2,1010,27,10,89,19,Djibouti
2020-03-20,28,25,0.0,10.2,6,18,03:34 AM,03:23 PM,06:11 AM,06:18 PM,22,29,29,26,16,37,79,0.2,1010,28,10,78,12,Djibouti
2020-03-21,28,26,0.0,11.6,6,11,04:18 AM,04:11 PM,06:11 AM,06:18 PM,23,30,30,27,15,42,79,0.7,1009,28,10,80,12,Djibouti
2020-03-22,28,26,0.0,10.2,6,4,04:59 AM,04:59 PM,06:10 AM,06:18 PM,24,31,31,27,13,56,80,0.3,1009,28,10,67,10,Djibouti
2020-03-23,30,27,0.0,6.0,6,0,05:38 AM,05:45 PM,06:09 AM,06:18 PM,23,32,32,28,15,69,74,7.6,1010,30,10,83,11,Djibouti
2020-03-24,30,27,0.0,7.4,6,0,06:15 AM,06:29 PM,06:09 AM,06:18 PM,23,31,31,28,14,37,73,0.5,1008,30,10,79,11,Djibouti
2020-03-25,29,26,0.0,7.4,6,3,06:52 AM,07:14 PM,06:08 AM,06:18 PM,23,31,31,28,18,56,75,2.1,1007,29,10,56,14,Djibouti
2020-03-26,29,26,0.0,7.4,6,11,07:28 AM,07:59 PM,06:08 AM,06:18 PM,23,31,31,27,16,60,77,0.9,1008,29,10,88,13,Djibouti
2020-03-27,29,26,0.0,6.1,6,18,08:06 AM,08:45 PM,06:07 AM,06:18 PM,23,30,30,27,28,80,78,3.3,1011,29,9,93,21,Djibouti
2020-03-28,29,25,0.0,6.1,6,25,08:45 AM,09:34 PM,06:06 AM,06:18 PM,23,30,30,27,28,72,79,2.6,1011,29,10,96,21,Djibouti
2020-03-29,29,26,0.0,10.2,6,32,09:28 AM,10:23 PM,06:06 AM,06:18 PM,24,31,31,27,24,59,80,2.0,1009,29,10,94,19,Djibouti
2020-03-30,29,26,0.0,7.4,6,40,10:13 AM,11:16 PM,06:05 AM,06:18 PM,24,31,31,27,15,54,80,1.1,1009,29,10,83,12,Djibouti
2020-03-31,29,26,0.0,8.8,6,44,11:03 AM,No moonset,06:05 AM,06:18 PM,23,31,31,28,14,45,79,0.0,1010,29,10,75,11,Djibouti
2020-04-01,29,26,0.0,8.8,6,56,11:56 AM,12:10 AM,06:04 AM,06:18 PM,23,31,31,28,20,59,78,0.3,1011,29,10,97,15,Djibouti
2020-04-02,29,26,0.0,8.8,6,64,12:53 PM,01:06 AM,06:03 AM,06:18 PM,23,31,31,27,20,61,77,0.8,1010,29,10,91,16,Djibouti
2020-04-03,29,26,0.0,10.2,6,71,01:52 PM,02:01 AM,06:03 AM,06:18 PM,22,31,31,28,20,42,74,0.7,1010,29,10,90,15,Djibouti
2020-04-04,29,26,0.0,11.6,6,79,02:52 PM,02:55 AM,06:02 AM,06:18 PM,22,30,30,27,22,51,72,0.3,1011,29,10,91,17,Djibouti
2020-04-05,29,26,0.0,10.2,6,87,03:53 PM,03:47 AM,06:02 AM,06:18 PM,22,30,30,27,24,52,75,1.0,1012,29,10,93,19,Djibouti
2020-04-06,30,26,0.0,11.6,7,94,04:52 PM,04:37 AM,06:01 AM,06:18 PM,22,31,31,28,22,37,74,0.3,1012,30,10,95,17,Djibouti
2020-04-07,30,26,0.0,12.2,7,100,05:52 PM,05:27 AM,06:00 AM,06:19 PM,21,30,30,28,20,22,66,0.1,1011,30,10,96,15,Djibouti
2020-04-08,30,26,0.0,12.2,7,100,06:51 PM,06:15 AM,06:00 AM,06:19 PM,20,30,30,28,19,6,64,0.0,1010,30,10,100,14,Djibouti
2020-04-09,30,26,0.0,12.6,7,83,07:51 PM,07:04 AM,05:59 AM,06:19 PM,22,30,30,28,20,20,70,0.0,1009,30,10,94,16,Djibouti
2020-04-10,30,27,0.0,12.6,6,76,08:51 PM,07:55 AM,05:59 AM,06:19 PM,23,32,32,28,23,55,75,0.4,1008,30,10,90,18,Djibouti
2020-04-11,29,27,0.0,9.2,6,68,09:52 PM,08:47 AM,05:58 AM,06:19 PM,24,32,32,28,19,63,77,0.9,1009,29,10,83,15,Djibouti
2020-04-12,30,27,0.0,9.2,6,61,10:52 PM,09:41 AM,05:58 AM,06:19 PM,23,32,32,28,17,61,74,0.4,1009,30,10,67,14,Djibouti
2020-04-13,30,26,0.0,12.6,6,53,11:49 PM,10:36 AM,05:57 AM,06:19 PM,23,32,32,28,15,27,75,0.1,1009,30,10,71,12,Djibouti
2020-04-14,30,27,0.0,12.6,6,46,No moonrise,11:32 AM,05:56 AM,06:19 PM,23,32,32,28,15,35,74,0.1,1008,30,10,75,12,Djibouti
2020-04-15,30,27,0.0,11.9,6,38,12:42 AM,12:26 PM,05:56 AM,06:19 PM,24,33,33,28,18,49,76,0.7,1009,30,10,76,14,Djibouti
2020-04-16,30,27,0.0,11.9,6,30,01:32 AM,01:19 PM,05:55 AM,06:19 PM,24,32,32,28,16,53,75,1.0,1009,30,10,55,12,Djibouti
