date_time,Canada%2C%20British%20Columbia_maxtempC,Canada%2C%20British%20Columbia_mintempC,Canada%2C%20British%20Columbia_totalSnow_cm,Canada%2C%20British%20Columbia_sunHour,Canada%2C%20British%20Columbia_uvIndex,Canada%2C%20British%20Columbia_moon_illumination,Canada%2C%20British%20Columbia_moonrise,Canada%2C%20British%20Columbia_moonset,Canada%2C%20British%20Columbia_sunrise,Canada%2C%20British%20Columbia_sunset,Canada%2C%20British%20Columbia_DewPointC,Canada%2C%20British%20Columbia_FeelsLikeC,Canada%2C%20British%20Columbia_HeatIndexC,Canada%2C%20British%20Columbia_WindChillC,Canada%2C%20British%20Columbia_WindGustKmph,Canada%2C%20British%20Columbia_cloudcover,Canada%2C%20British%20Columbia_humidity,Canada%2C%20British%20Columbia_precipMM,Canada%2C%20British%20Columbia_pressure,Canada%2C%20British%20Columbia_tempC,Canada%2C%20British%20Columbia_visibility,Canada%2C%20British%20Columbia_winddirDegree,Canada%2C%20British%20Columbia_windspeedKmph,Canada%2C%20British%20Columbia_location
2021-01-24,3,-2,0.0,3.6,1,74,01:14 PM,04:38 AM,07:52 AM,05:00 PM,2,0,3,0,14,100,94,15.8,1006,3,7,97,10,Canada%2C%20British%20Columbia
2021-01-25,3,1,14.5,3.6,1,81,01:56 PM,05:42 AM,07:51 AM,05:02 PM,2,0,2,0,10,91,96,24.6,1008,3,5,282,7,Canada%2C%20British%20Columbia
2021-01-26,5,1,0.0,3.6,1,88,02:48 PM,06:40 AM,07:49 AM,05:03 PM,0,0,3,0,17,78,81,0.5,1005,5,10,111,12,Canada%2C%20British%20Columbia
2021-01-27,2,-2,1.7,3.6,1,96,03:51 PM,07:31 AM,07:48 AM,05:05 PM,0,-2,2,-2,14,98,90,2.8,1003,2,5,38,11,Canada%2C%20British%20Columbia
2021-01-28,2,-0,2.3,3.6,1,100,05:02 PM,08:12 AM,07:47 AM,05:07 PM,1,-2,2,-2,18,87,93,3.6,1006,2,6,219,12,Canada%2C%20British%20Columbia
2021-01-29,4,1,0.0,7.0,1,90,06:17 PM,08:46 AM,07:46 AM,05:08 PM,-0,1,2,1,7,70,85,0.0,1009,4,10,182,5,Canada%2C%20British%20Columbia
2021-01-30,7,4,0.0,3.6,2,82,07:36 PM,09:14 AM,07:45 AM,05:10 PM,4,3,5,3,17,96,90,1.7,1010,7,7,120,12,Canada%2C%20British%20Columbia
2021-01-31,8,2,0.0,3.6,2,79,08:54 PM,09:38 AM,07:43 AM,05:12 PM,5,4,6,4,15,94,91,5.8,1009,8,7,130,10,Canada%2C%20British%20Columbia
2021-02-01,7,6,0.0,3.6,2,63,10:12 PM,09:59 AM,07:42 AM,05:13 PM,6,5,6,5,8,97,96,4.7,1008,7,4,97,5,Canada%2C%20British%20Columbia
2021-02-02,8,4,0.0,5.3,2,55,11:31 PM,10:20 AM,07:41 AM,05:15 PM,3,4,6,4,14,72,84,0.3,1013,8,10,188,9,Canada%2C%20British%20Columbia
2021-02-03,7,1,0.0,7.0,2,48,No moonrise,10:42 AM,07:39 AM,05:16 PM,3,3,5,3,12,79,86,2.6,1017,7,10,168,8,Canada%2C%20British%20Columbia
2021-02-04,8,4,0.0,3.7,2,40,12:49 AM,11:06 AM,07:38 AM,05:18 PM,4,4,6,4,15,80,87,0.5,1027,8,9,251,10,Canada%2C%20British%20Columbia
2021-02-05,10,5,0.0,5.4,2,33,02:09 AM,11:35 AM,07:36 AM,05:20 PM,6,6,8,6,14,68,89,0.4,1021,10,9,262,9,Canada%2C%20British%20Columbia
2021-02-06,9,4,0.0,7.0,2,25,03:28 AM,12:10 PM,07:35 AM,05:21 PM,4,4,7,4,22,45,82,0.6,1018,9,9,246,15,Canada%2C%20British%20Columbia
2021-02-07,6,3,0.0,3.7,1,18,04:42 AM,12:56 PM,07:33 AM,05:23 PM,1,3,5,3,10,76,77,1.2,1016,6,10,269,7,Canada%2C%20British%20Columbia
