date_time,Canada%2C%20Nova%20Scotia_maxtempC,Canada%2C%20Nova%20Scotia_mintempC,Canada%2C%20Nova%20Scotia_totalSnow_cm,Canada%2C%20Nova%20Scotia_sunHour,Canada%2C%20Nova%20Scotia_uvIndex,Canada%2C%20Nova%20Scotia_moon_illumination,Canada%2C%20Nova%20Scotia_moonrise,Canada%2C%20Nova%20Scotia_moonset,Canada%2C%20Nova%20Scotia_sunrise,Canada%2C%20Nova%20Scotia_sunset,Canada%2C%20Nova%20Scotia_DewPointC,Canada%2C%20Nova%20Scotia_FeelsLikeC,Canada%2C%20Nova%20Scotia_HeatIndexC,Canada%2C%20Nova%20Scotia_WindChillC,Canada%2C%20Nova%20Scotia_WindGustKmph,Canada%2C%20Nova%20Scotia_cloudcover,Canada%2C%20Nova%20Scotia_humidity,Canada%2C%20Nova%20Scotia_precipMM,Canada%2C%20Nova%20Scotia_pressure,Canada%2C%20Nova%20Scotia_tempC,Canada%2C%20Nova%20Scotia_visibility,Canada%2C%20Nova%20Scotia_winddirDegree,Canada%2C%20Nova%20Scotia_windspeedKmph,Canada%2C%20Nova%20Scotia_location
2021-01-26,0,-4,0.3,3.7,1,88,02:59 PM,06:20 AM,07:44 AM,05:18 PM,-5,-7,-2,-7,20,90,85,0.3,1013,0,9,252,14,Canada%2C%20Nova%20Scotia
2021-01-27,0,-2,0.0,3.7,1,96,03:59 PM,07:12 AM,07:43 AM,05:19 PM,-4,-5,-1,-5,15,92,82,0.0,1017,0,10,56,11,Canada%2C%20Nova%20Scotia
2021-01-28,-0,-5,0.0,8.7,1,100,05:07 PM,07:57 AM,07:42 AM,05:21 PM,-5,-5,-3,-5,8,50,84,0.0,1013,-0,10,243,5,Canada%2C%20Nova%20Scotia
2021-01-29,-3,-5,0.3,3.7,1,90,06:20 PM,08:35 AM,07:41 AM,05:22 PM,-7,-10,-4,-10,25,85,83,0.3,1006,-3,9,53,19,Canada%2C%20Nova%20Scotia
2021-01-30,-6,-8,0.3,7.0,1,82,07:35 PM,09:06 AM,07:40 AM,05:24 PM,-10,-13,-7,-13,21,59,77,0.4,1012,-6,9,277,16,Canada%2C%20Nova%20Scotia
2021-01-31,-4,-9,0.0,7.0,1,79,08:49 PM,09:34 AM,07:39 AM,05:25 PM,-9,-10,-6,-10,12,55,82,0.0,1021,-4,10,289,8,Canada%2C%20Nova%20Scotia
2021-02-01,-1,-6,0.1,3.7,1,63,10:04 PM,09:59 AM,07:38 AM,05:26 PM,-6,-7,-4,-7,14,87,85,0.1,1027,-1,10,70,10,Canada%2C%20Nova%20Scotia
2021-02-02,4,-6,0.3,3.7,1,55,11:19 PM,10:22 AM,07:37 AM,05:28 PM,-1,-7,-1,-7,45,100,92,31.6,1009,4,4,86,28,Canada%2C%20Nova%20Scotia
2021-02-03,6,1,0.0,3.7,1,48,No moonrise,10:47 AM,07:36 AM,05:29 PM,4,3,5,3,17,92,98,2.9,991,6,3,199,9,Canada%2C%20Nova%20Scotia
2021-02-04,3,0,0.2,3.7,1,40,12:35 AM,11:14 AM,07:34 AM,05:31 PM,0,-2,1,-2,18,90,93,0.2,1002,3,9,251,11,Canada%2C%20Nova%20Scotia
2021-02-05,1,-7,0.6,5.4,1,33,01:51 AM,11:45 AM,07:33 AM,05:32 PM,-2,-5,-1,-5,19,90,86,0.7,1008,1,9,247,13,Canada%2C%20Nova%20Scotia
2021-02-06,5,-0,0.0,5.4,1,25,03:07 AM,12:22 PM,07:32 AM,05:34 PM,-0,-2,3,-2,39,84,81,3.7,1006,5,9,220,27,Canada%2C%20Nova%20Scotia
2021-02-07,-0,-3,5.7,3.8,1,18,04:20 AM,01:08 PM,07:30 AM,05:35 PM,-9,-7,-2,-7,27,93,60,7.1,1018,-0,7,207,20,Canada%2C%20Nova%20Scotia
