date_time,United%20Kingdom%2C%20England_maxtempC,United%20Kingdom%2C%20England_mintempC,United%20Kingdom%2C%20England_totalSnow_cm,United%20Kingdom%2C%20England_sunHour,United%20Kingdom%2C%20England_uvIndex,United%20Kingdom%2C%20England_moon_illumination,United%20Kingdom%2C%20England_moonrise,United%20Kingdom%2C%20England_moonset,United%20Kingdom%2C%20England_sunrise,United%20Kingdom%2C%20England_sunset,United%20Kingdom%2C%20England_DewPointC,United%20Kingdom%2C%20England_FeelsLikeC,United%20Kingdom%2C%20England_HeatIndexC,United%20Kingdom%2C%20England_WindChillC,United%20Kingdom%2C%20England_WindGustKmph,United%20Kingdom%2C%20England_cloudcover,United%20Kingdom%2C%20England_humidity,United%20Kingdom%2C%20England_precipMM,United%20Kingdom%2C%20England_pressure,United%20Kingdom%2C%20England_tempC,United%20Kingdom%2C%20England_visibility,United%20Kingdom%2C%20England_winddirDegree,United%20Kingdom%2C%20England_windspeedKmph,United%20Kingdom%2C%20England_location
2020-09-11,18,10,0.0,13.0,4,28,10:45 PM,03:15 PM,05:29 AM,06:25 PM,9,13,13,13,21,22,75,0.0,1015,18,10,236,15,United%20Kingdom%2C%20England
2020-09-12,18,11,0.0,12.9,4,20,11:43 PM,04:10 PM,05:31 AM,06:22 PM,9,13,14,13,23,30,72,0.1,1016,18,10,250,16,United%20Kingdom%2C%20England
2020-09-13,23,13,0.0,12.9,5,13,No moonrise,04:56 PM,05:33 AM,06:20 PM,13,17,18,17,27,6,76,0.0,1021,23,10,225,18,United%20Kingdom%2C%20England
2020-09-14,27,15,0.0,12.8,6,5,12:54 AM,05:32 PM,05:34 AM,06:17 PM,13,20,21,20,15,0,67,0.0,1021,27,10,162,10,United%20Kingdom%2C%20England
2020-09-15,28,16,0.0,12.8,6,0,02:15 AM,06:00 PM,05:36 AM,06:15 PM,13,23,23,22,16,26,63,0.0,1018,28,10,165,9,United%20Kingdom%2C%20England
2020-09-16,23,15,0.0,12.8,5,0,03:41 AM,06:23 PM,05:38 AM,06:13 PM,12,18,19,18,23,38,69,0.0,1023,23,10,71,16,United%20Kingdom%2C%20England
2020-09-17,19,11,0.0,12.7,5,0,05:09 AM,06:43 PM,05:39 AM,06:10 PM,10,14,15,14,23,7,73,0.0,1029,19,10,53,16,United%20Kingdom%2C%20England
2020-09-18,18,10,0.0,12.7,5,2,06:38 AM,07:02 PM,05:41 AM,06:08 PM,8,13,14,13,28,12,72,0.0,1026,18,10,57,19,United%20Kingdom%2C%20England
2020-09-19,20,12,0.0,12.6,5,10,08:06 AM,07:21 PM,05:43 AM,06:06 PM,10,14,15,14,33,9,71,0.0,1020,20,10,54,22,United%20Kingdom%2C%20England
2020-09-20,20,13,0.0,12.6,5,17,09:36 AM,07:42 PM,05:44 AM,06:03 PM,12,15,16,15,27,24,79,0.0,1020,20,9,43,18,United%20Kingdom%2C%20England
2020-09-21,24,10,0.0,12.6,4,25,11:03 AM,08:07 PM,05:46 AM,06:01 PM,11,16,17,16,10,22,73,0.0,1017,24,7,223,6,United%20Kingdom%2C%20England
2020-09-22,23,15,0.0,11.6,4,32,12:28 PM,08:39 PM,05:48 AM,05:59 PM,13,18,19,18,20,29,72,0.6,1008,23,10,228,14,United%20Kingdom%2C%20England
2020-09-23,15,12,0.0,6.0,3,40,01:45 PM,09:21 PM,05:49 AM,05:56 PM,10,13,14,13,20,87,79,3.4,1001,15,9,252,13,United%20Kingdom%2C%20England
2020-09-24,14,8,0.0,6.0,3,47,02:51 PM,10:13 PM,05:51 AM,05:54 PM,5,8,10,8,24,51,72,2.1,995,14,9,233,17,United%20Kingdom%2C%20England
2020-09-25,14,8,0.0,8.8,3,55,03:43 PM,11:16 PM,05:53 AM,05:52 PM,4,7,10,7,40,50,66,0.0,1005,14,10,327,28,United%20Kingdom%2C%20England
2020-09-26,12,7,0.0,6.0,2,62,04:22 PM,No moonset,05:54 AM,05:49 PM,3,6,9,6,48,92,67,0.0,1010,12,10,335,32,United%20Kingdom%2C%20England
2020-09-27,14,10,0.0,6.0,3,70,04:51 PM,12:25 AM,05:56 AM,05:47 PM,7,9,12,9,38,89,74,0.0,1013,14,10,347,26,United%20Kingdom%2C%20England
2020-09-28,17,8,0.0,10.2,3,78,05:14 PM,01:37 AM,05:58 AM,05:45 PM,5,11,13,11,17,57,63,0.0,1013,17,10,289,12,United%20Kingdom%2C%20England
2020-09-29,17,10,0.0,10.2,3,85,05:32 PM,02:49 AM,05:59 AM,05:42 PM,8,13,14,13,15,42,72,0.1,1014,17,10,302,10,United%20Kingdom%2C%20England
2020-09-30,16,9,0.0,5.7,3,93,05:47 PM,04:00 AM,06:01 AM,05:40 PM,9,12,13,12,26,76,79,5.7,1006,16,9,193,17,United%20Kingdom%2C%20England
2020-10-01,14,9,0.0,8.7,4,97,06:01 PM,05:09 AM,06:03 AM,05:37 PM,7,10,11,10,18,39,77,3.3,997,14,10,229,12,United%20Kingdom%2C%20England
2020-10-02,15,7,0.0,5.7,3,100,06:15 PM,06:18 AM,06:04 AM,05:35 PM,7,9,11,9,32,46,77,0.8,996,15,10,63,20,United%20Kingdom%2C%20England
2020-10-03,15,11,0.0,4.2,3,89,06:29 PM,07:26 AM,06:06 AM,05:33 PM,12,12,13,12,30,92,91,9.4,988,15,8,90,20,United%20Kingdom%2C%20England
2020-10-04,10,2,0.0,4.2,2,82,06:45 PM,08:34 AM,06:08 AM,05:30 PM,8,6,9,6,40,99,89,22.0,980,10,6,204,28,United%20Kingdom%2C%20England
2020-10-05,14,8,0.0,5.7,3,74,07:04 PM,09:44 AM,06:10 AM,05:28 PM,9,9,11,9,30,60,86,1.2,990,14,9,267,20,United%20Kingdom%2C%20England
2020-10-06,15,9,0.0,5.7,3,67,07:27 PM,10:53 AM,06:11 AM,05:26 PM,9,10,12,10,32,57,82,1.9,995,15,8,245,22,United%20Kingdom%2C%20England
2020-10-07,14,10,0.0,8.7,4,60,07:57 PM,12:01 PM,06:13 AM,05:23 PM,8,9,12,9,35,43,77,0.3,1009,14,9,264,23,United%20Kingdom%2C%20England
2020-10-08,17,10,0.0,4.1,3,53,08:36 PM,01:06 PM,06:15 AM,05:21 PM,11,12,13,12,33,85,86,4.9,1010,17,9,252,21,United%20Kingdom%2C%20England
2020-10-09,11,7,0.0,5.7,2,45,09:28 PM,02:03 PM,06:16 AM,05:19 PM,6,6,9,6,27,43,82,0.8,1017,11,9,262,17,United%20Kingdom%2C%20England
2020-10-10,13,7,0.0,4.1,3,38,10:32 PM,02:51 PM,06:18 AM,05:17 PM,6,6,9,6,31,76,82,4.3,1020,13,10,284,19,United%20Kingdom%2C%20England
2020-10-11,12,7,0.0,7.2,2,31,11:47 PM,03:30 PM,06:20 AM,05:14 PM,6,7,9,7,27,42,80,0.4,1024,12,10,323,16,United%20Kingdom%2C%20England
2020-10-12,12,4,0.0,5.6,2,23,No moonrise,04:00 PM,06:22 AM,05:12 PM,6,6,8,6,19,71,85,1.1,1019,12,10,236,12,United%20Kingdom%2C%20England
2020-10-13,11,2,0.0,5.6,2,16,01:09 AM,04:24 PM,06:24 AM,05:10 PM,6,6,8,6,24,81,83,2.1,1010,11,8,247,15,United%20Kingdom%2C%20England
2020-10-14,14,8,0.0,5.6,3,9,02:34 AM,04:45 PM,06:25 AM,05:07 PM,7,8,10,8,29,75,82,1.6,1021,14,10,36,18,United%20Kingdom%2C%20England
2020-10-15,12,7,0.0,7.1,2,2,04:02 AM,05:04 PM,06:27 AM,05:05 PM,5,7,9,7,26,49,78,0.6,1025,12,10,58,16,United%20Kingdom%2C%20England
2020-10-16,12,8,0.0,7.1,3,0,05:32 AM,05:23 PM,06:29 AM,05:03 PM,6,8,9,8,20,51,78,0.6,1025,12,10,22,13,United%20Kingdom%2C%20England
2020-10-17,10,7,0.0,4.0,2,0,07:02 AM,05:43 PM,06:31 AM,05:01 PM,7,8,9,8,16,79,85,0.3,1023,10,10,210,10,United%20Kingdom%2C%20England
2020-10-18,11,9,0.0,3.9,2,5,08:33 AM,06:06 PM,06:32 AM,04:59 PM,7,9,10,9,11,86,81,0.4,1024,11,10,264,7,United%20Kingdom%2C%20England
2020-10-19,13,7,0.0,3.8,3,13,10:03 AM,06:35 PM,06:34 AM,04:56 PM,6,8,10,8,27,72,79,0.2,1015,13,10,189,17,United%20Kingdom%2C%20England
2020-10-20,17,10,0.0,3.8,3,20,11:28 AM,07:14 PM,06:36 AM,04:54 PM,10,12,14,12,38,75,79,1.1,1002,17,10,185,24,United%20Kingdom%2C%20England
2020-10-21,14,11,0.0,5.4,3,27,12:42 PM,08:03 PM,06:38 AM,04:52 PM,12,12,13,12,27,69,92,12.0,998,14,9,182,16,United%20Kingdom%2C%20England
2020-10-22,14,10,0.0,5.4,3,35,01:41 PM,09:04 PM,06:40 AM,04:50 PM,9,10,12,10,30,66,85,1.4,1006,14,10,232,19,United%20Kingdom%2C%20England
2020-10-23,14,7,0.0,3.8,3,42,02:25 PM,10:13 PM,06:42 AM,04:48 PM,8,8,10,8,25,77,86,2.8,1008,14,9,227,15,United%20Kingdom%2C%20England
2020-10-24,14,4,0.0,5.4,3,49,02:57 PM,11:26 PM,06:43 AM,04:46 PM,8,6,10,6,52,71,82,1.4,1004,14,10,203,32,United%20Kingdom%2C%20England
2020-10-25,12,7,0.0,8.7,2,56,03:21 PM,No moonset,06:45 AM,04:44 PM,6,6,9,6,31,51,82,10.2,995,12,10,215,21,United%20Kingdom%2C%20England
2020-10-26,11,7,0.0,5.4,2,64,03:40 PM,12:38 AM,06:47 AM,04:42 PM,6,5,9,5,37,63,84,2.2,995,11,10,228,23,United%20Kingdom%2C%20England
2020-10-27,12,6,0.0,3.7,2,71,03:56 PM,01:50 AM,06:49 AM,04:40 PM,6,5,8,5,37,60,88,4.8,997,12,8,217,22,United%20Kingdom%2C%20England
2020-10-28,11,7,0.0,7.0,2,78,04:10 PM,02:59 AM,06:51 AM,04:38 PM,5,5,8,5,41,40,81,1.2,1001,11,10,227,26,United%20Kingdom%2C%20England
2020-10-29,12,4,0.0,3.7,2,85,04:23 PM,04:08 AM,06:53 AM,04:36 PM,7,6,9,6,42,74,86,2.7,1010,12,9,227,25,United%20Kingdom%2C%20England
2020-10-30,16,14,0.0,3.7,3,93,04:37 PM,05:16 AM,06:55 AM,04:34 PM,12,13,14,13,46,91,84,0.0,1013,16,10,220,29,United%20Kingdom%2C%20England
2020-10-31,15,9,0.0,3.7,3,97,04:52 PM,06:24 AM,06:56 AM,04:32 PM,10,10,13,10,51,67,81,2.0,1007,15,10,203,32,United%20Kingdom%2C%20England
2020-11-01,14,5,0.0,5.3,3,89,05:09 PM,07:34 AM,06:58 AM,04:30 PM,8,8,11,8,48,86,82,2.7,1002,14,8,212,30,United%20Kingdom%2C%20England
2020-11-02,18,9,0.0,5.2,3,81,05:31 PM,08:44 AM,07:00 AM,04:28 PM,9,12,14,12,65,67,70,0.1,999,18,10,224,42,United%20Kingdom%2C%20England
2020-11-03,8,5,0.0,3.5,2,74,05:58 PM,09:53 AM,07:02 AM,04:26 PM,3,3,7,3,31,57,76,3.9,1017,8,10,237,19,United%20Kingdom%2C%20England
2020-11-04,10,4,0.0,8.7,3,66,06:33 PM,11:00 AM,07:04 AM,04:24 PM,4,4,6,4,19,10,83,0.0,1032,10,10,264,11,United%20Kingdom%2C%20England
2020-11-05,10,5,0.0,8.7,3,58,07:20 PM,12:00 PM,07:06 AM,04:23 PM,5,6,7,6,12,16,85,0.0,1037,10,10,259,7,United%20Kingdom%2C%20England
2020-11-06,11,5,0.0,8.7,3,51,08:19 PM,12:50 PM,07:08 AM,04:21 PM,5,5,7,5,15,15,86,0.0,1030,11,10,126,9,United%20Kingdom%2C%20England
2020-11-07,12,6,0.0,8.7,3,43,09:28 PM,01:31 PM,07:09 AM,04:19 PM,7,7,9,7,13,23,88,0.0,1022,12,9,112,8,United%20Kingdom%2C%20England
2020-11-08,13,5,0.0,6.9,3,36,10:45 PM,02:03 PM,07:11 AM,04:18 PM,9,9,10,9,11,66,94,0.1,1019,13,4,119,6,United%20Kingdom%2C%20England
2020-11-09,14,10,0.0,3.4,3,28,No moonrise,02:28 PM,07:13 AM,04:16 PM,11,11,12,11,19,74,94,0.6,1019,14,5,161,11,United%20Kingdom%2C%20England
2020-11-10,14,10,0.0,6.9,3,21,12:07 AM,02:49 PM,07:15 AM,04:14 PM,10,10,11,10,17,60,92,2.9,1021,14,10,184,10,United%20Kingdom%2C%20England
2020-11-11,13,7,0.0,3.4,3,13,01:31 AM,03:07 PM,07:17 AM,04:13 PM,9,8,10,8,31,80,89,0.0,1017,13,9,178,19,United%20Kingdom%2C%20England
2020-11-12,11,3,0.0,8.7,3,6,02:57 AM,03:25 PM,07:19 AM,04:11 PM,7,7,10,7,34,54,83,1.0,1010,11,10,224,22,United%20Kingdom%2C%20England
2020-11-13,11,7,0.0,3.3,2,0,04:25 AM,03:43 PM,07:21 AM,04:10 PM,6,7,10,7,30,79,80,1.1,1012,11,10,212,18,United%20Kingdom%2C%20England
2020-11-14,14,7,0.0,3.3,3,0,05:55 AM,04:04 PM,07:22 AM,04:08 PM,9,8,11,8,41,91,87,6.1,1006,14,9,190,25,United%20Kingdom%2C%20England
2020-11-15,12,7,0.0,5.1,3,0,07:27 AM,04:29 PM,07:24 AM,04:07 PM,7,7,10,7,38,76,81,3.8,995,12,10,207,24,United%20Kingdom%2C%20England
2020-11-16,11,5,0.0,6.9,2,2,08:57 AM,05:03 PM,07:26 AM,04:05 PM,6,6,9,6,41,58,81,0.6,1009,11,8,245,25,United%20Kingdom%2C%20England
2020-11-17,13,11,0.0,5.1,3,9,10:20 AM,05:48 PM,07:28 AM,04:04 PM,9,9,11,9,44,63,86,0.0,1018,13,10,217,27,United%20Kingdom%2C%20England
2020-11-18,15,8,0.0,3.3,3,17,11:29 AM,06:46 PM,07:29 AM,04:03 PM,8,8,11,8,46,64,82,0.3,1014,15,9,214,29,United%20Kingdom%2C%20England
2020-11-19,8,3,0.0,8.7,3,24,12:21 PM,07:55 PM,07:31 AM,04:02 PM,2,3,7,3,33,47,73,0.0,1023,8,10,296,21,United%20Kingdom%2C%20England
2020-11-20,7,-1,0.0,3.3,1,32,12:59 PM,09:09 PM,07:33 AM,04:00 PM,3,1,4,1,32,81,84,0.4,1032,7,9,226,19,United%20Kingdom%2C%20England
2020-11-21,12,9,0.0,3.1,3,39,01:27 PM,10:23 PM,07:35 AM,03:59 PM,8,8,10,8,41,89,85,0.6,1024,12,9,233,26,United%20Kingdom%2C%20England
2020-11-22,8,2,0.0,8.2,2,47,01:48 PM,11:37 PM,07:36 AM,03:58 PM,5,5,7,5,19,49,84,1.6,1025,8,8,260,11,United%20Kingdom%2C%20England
2020-11-23,9,1,0.0,4.9,2,54,02:04 PM,No moonset,07:38 AM,03:57 PM,4,3,6,3,23,62,89,0.2,1025,9,10,216,13,United%20Kingdom%2C%20England
2020-11-24,11,9,0.0,4.9,3,62,02:18 PM,12:48 AM,07:40 AM,03:56 PM,8,7,10,7,38,80,87,0.0,1015,11,10,197,24,United%20Kingdom%2C%20England
2020-11-25,12,9,0.0,3.1,3,70,02:32 PM,01:57 AM,07:41 AM,03:55 PM,9,8,10,8,24,87,93,0.8,1012,12,7,212,15,United%20Kingdom%2C%20England
2020-11-26,9,4,0.0,8.1,2,77,02:45 PM,03:05 AM,07:43 AM,03:54 PM,4,5,6,5,12,17,89,0.0,1020,9,9,324,7,United%20Kingdom%2C%20England
2020-11-27,6,-0,0.0,8.1,1,85,02:59 PM,04:13 AM,07:44 AM,03:53 PM,3,3,4,3,9,32,90,0.7,1020,6,9,164,6,United%20Kingdom%2C%20England
2020-11-28,9,5,0.0,4.9,2,92,03:16 PM,05:23 AM,07:46 AM,03:52 PM,6,5,7,5,17,69,94,0.1,1020,9,7,87,10,United%20Kingdom%2C%20England
2020-11-29,9,5,0.0,4.9,2,100,03:35 PM,06:33 AM,07:47 AM,03:52 PM,5,6,6,6,8,43,90,0.0,1026,9,10,138,4,United%20Kingdom%2C%20England
2020-11-30,9,3,0.0,4.9,2,100,04:00 PM,07:43 AM,07:49 AM,03:51 PM,7,5,8,5,26,69,90,0.3,1023,9,8,269,16,United%20Kingdom%2C%20England
2020-12-01,6,3,0.0,8.0,2,89,04:33 PM,08:51 AM,07:50 AM,03:50 PM,2,0,4,0,35,36,82,0.1,1024,6,10,331,21,United%20Kingdom%2C%20England
2020-12-02,6,2,0.0,3.0,1,82,05:17 PM,09:55 AM,07:52 AM,03:50 PM,2,1,4,1,20,61,87,0.1,1018,6,10,260,11,United%20Kingdom%2C%20England
2020-12-03,5,2,0.0,3.0,1,75,06:12 PM,10:49 AM,07:53 AM,03:49 PM,2,0,3,0,20,91,90,0.1,995,5,10,169,13,United%20Kingdom%2C%20England
2020-12-04,4,1,0.0,6.8,1,67,07:18 PM,11:33 AM,07:54 AM,03:48 PM,1,-0,3,-0,22,62,86,0.0,978,4,10,267,15,United%20Kingdom%2C%20England
2020-12-05,5,3,0.0,3.0,1,60,08:32 PM,12:07 PM,07:56 AM,03:48 PM,2,0,4,0,23,61,89,2.6,993,5,10,73,14,United%20Kingdom%2C%20England
2020-12-06,4,1,0.0,6.8,1,53,09:51 PM,12:33 PM,07:57 AM,03:48 PM,1,-0,2,-0,14,35,91,0.0,1002,4,10,224,7,United%20Kingdom%2C%20England
2020-12-07,4,2,0.0,3.0,1,46,11:12 PM,12:55 PM,07:58 AM,03:47 PM,2,0,3,0,15,73,93,0.0,1000,4,8,278,9,United%20Kingdom%2C%20England
2020-12-08,4,-5,0.0,6.8,1,38,No moonrise,01:13 PM,07:59 AM,03:47 PM,0,-2,1,-2,21,43,91,0.0,1002,4,10,205,12,United%20Kingdom%2C%20England
2020-12-09,5,2,0.0,2.8,1,31,12:34 AM,01:30 PM,08:00 AM,03:47 PM,3,1,4,1,25,84,91,7.1,1004,5,9,237,15,United%20Kingdom%2C%20England
2020-12-10,6,-1,0.0,4.8,1,24,01:58 AM,01:47 PM,08:01 AM,03:47 PM,3,1,4,1,25,83,90,0.6,1000,6,8,137,15,United%20Kingdom%2C%20England
2020-12-11,9,6,0.0,2.8,2,17,03:24 AM,02:05 PM,08:02 AM,03:46 PM,6,4,7,4,22,87,95,2.7,987,9,8,187,14,United%20Kingdom%2C%20England
2020-12-12,8,5,0.0,4.8,2,9,04:52 AM,02:27 PM,08:03 AM,03:46 PM,5,4,7,4,25,64,89,0.9,996,8,7,272,15,United%20Kingdom%2C%20England
2020-12-13,7,0,0.0,4.8,1,2,06:22 AM,02:56 PM,08:04 AM,03:46 PM,4,1,5,1,35,67,90,2.3,1002,7,10,196,21,United%20Kingdom%2C%20England
2020-12-14,10,8,0.0,7.4,2,0,07:49 AM,03:35 PM,08:05 AM,03:46 PM,6,6,9,6,42,54,83,4.4,997,10,10,201,25,United%20Kingdom%2C%20England
2020-12-15,9,6,0.0,7.4,3,0,09:06 AM,04:25 PM,08:06 AM,03:47 PM,5,4,7,4,30,27,89,0.0,1004,9,10,195,17,United%20Kingdom%2C%20England
2020-12-16,9,7,0.0,2.8,2,5,10:08 AM,05:31 PM,08:07 AM,03:47 PM,6,4,8,4,38,85,87,1.2,1006,9,9,173,23,United%20Kingdom%2C%20England
2020-12-17,9,-0,0.0,7.4,3,12,10:54 AM,06:44 PM,08:08 AM,03:47 PM,5,3,6,3,33,35,88,0.0,1012,9,10,208,19,United%20Kingdom%2C%20England
2020-12-18,12,9,0.0,2.8,3,20,11:28 AM,08:02 PM,08:08 AM,03:47 PM,9,8,11,8,52,99,87,1.4,1008,12,9,187,33,United%20Kingdom%2C%20England
2020-12-19,11,7,0.0,6.7,2,27,11:52 AM,09:18 PM,08:09 AM,03:48 PM,7,6,10,6,46,60,82,0.3,1002,11,9,195,29,United%20Kingdom%2C%20England
2020-12-20,8,5,0.0,7.4,3,34,12:10 PM,10:32 PM,08:10 AM,03:48 PM,4,3,7,3,35,30,86,0.0,1011,8,10,213,20,United%20Kingdom%2C%20England
2020-12-21,13,5,0.0,2.8,3,41,12:25 PM,11:43 PM,08:10 AM,03:49 PM,7,6,9,6,37,83,90,3.4,1005,13,9,202,22,United%20Kingdom%2C%20England
2020-12-22,9,7,0.0,6.7,2,49,12:39 PM,No moonset,08:11 AM,03:49 PM,6,7,8,7,13,88,88,8.5,1010,9,8,206,9,United%20Kingdom%2C%20England
2020-12-23,9,6,0.0,2.8,2,56,12:52 PM,12:52 AM,08:11 AM,03:50 PM,7,5,8,5,27,99,96,17.4,1006,9,4,72,18,United%20Kingdom%2C%20England
2020-12-24,4,-5,0.0,6.7,1,63,01:06 PM,02:00 AM,08:11 AM,03:50 PM,0,-2,3,-2,50,74,80,13.6,1020,4,9,300,32,United%20Kingdom%2C%20England
2020-12-25,3,-4,0.0,4.7,1,70,01:22 PM,03:09 AM,08:12 AM,03:51 PM,-1,-4,1,-4,31,50,82,0.0,1031,3,10,306,19,United%20Kingdom%2C%20England
2020-12-26,8,2,0.0,2.8,2,78,01:40 PM,04:18 AM,08:12 AM,03:52 PM,4,1,6,1,44,86,88,2.6,1014,8,10,232,26,United%20Kingdom%2C%20England
2020-12-27,7,1,0.1,2.8,1,85,02:02 PM,05:29 AM,08:12 AM,03:53 PM,2,1,5,1,40,83,84,7.8,976,7,9,233,26,United%20Kingdom%2C%20England
2020-12-28,4,0,0.0,4.8,1,92,02:32 PM,06:38 AM,08:12 AM,03:54 PM,-0,-3,2,-3,31,66,87,0.9,970,4,10,106,19,United%20Kingdom%2C%20England
2020-12-29,4,-4,0.0,7.4,1,100,03:12 PM,07:45 AM,08:12 AM,03:54 PM,1,-2,2,-2,21,52,91,0.0,987,4,7,319,13,United%20Kingdom%2C%20England
2020-12-30,3,0,0.0,7.4,2,100,04:04 PM,08:43 AM,08:12 AM,03:55 PM,-1,-3,1,-3,22,19,87,0.0,1002,3,10,288,13,United%20Kingdom%2C%20England
2020-12-31,2,-1,0.0,7.4,1,89,05:08 PM,09:32 AM,08:12 AM,03:56 PM,-3,-3,-0,-3,17,48,84,0.0,1003,2,9,338,10,United%20Kingdom%2C%20England
2021-01-01,5,-2,0.0,2.8,1,79,06:21 PM,10:09 AM,08:12 AM,03:57 PM,1,-1,2,-1,23,81,91,0.5,1012,5,8,326,14,United%20Kingdom%2C%20England
2021-01-02,3,0,0.0,2.8,1,71,07:40 PM,10:38 AM,08:12 AM,03:59 PM,-0,-3,1,-3,30,72,90,0.1,1017,3,10,337,18,United%20Kingdom%2C%20England
2021-01-03,5,1,0.0,4.9,1,64,09:01 PM,11:01 AM,08:12 AM,04:00 PM,1,-2,3,-2,28,82,90,1.2,1019,5,10,111,16,United%20Kingdom%2C%20England
2021-01-04,4,2,0.3,3.0,1,57,10:21 PM,11:20 AM,08:11 AM,04:01 PM,0,-2,3,-2,35,78,82,0.5,1023,4,9,39,21,United%20Kingdom%2C%20England
2021-01-05,4,1,0.3,4.9,1,50,11:43 PM,11:37 AM,08:11 AM,04:02 PM,-1,-3,2,-3,32,60,83,0.3,1023,4,9,22,19,United%20Kingdom%2C%20England
2021-01-06,3,-0,0.2,4.9,1,42,No moonrise,11:53 AM,08:11 AM,04:03 PM,-0,-3,1,-3,25,64,89,0.2,1022,3,9,177,14,United%20Kingdom%2C%20England
2021-01-07,3,-7,0.1,8.0,1,35,01:06 AM,12:10 PM,08:10 AM,04:05 PM,-1,-4,-0,-4,19,46,90,0.1,1018,3,7,289,11,United%20Kingdom%2C%20England
2021-01-08,3,1,3.7,4.9,1,28,02:30 AM,12:30 PM,08:10 AM,04:06 PM,0,-3,2,-3,29,77,90,4.4,1018,3,6,298,18,United%20Kingdom%2C%20England
2021-01-09,3,-1,0.0,8.0,2,20,03:56 AM,12:54 PM,08:09 AM,04:07 PM,-2,-3,0,-3,19,15,85,0.0,1027,3,9,317,10,United%20Kingdom%2C%20England
2021-01-10,4,-4,0.0,4.9,1,13,05:22 AM,01:27 PM,08:08 AM,04:09 PM,-0,-3,1,-3,26,72,89,0.0,1025,4,10,260,14,United%20Kingdom%2C%20England
2021-01-11,6,-2,0.0,4.9,1,6,06:42 AM,02:10 PM,08:08 AM,04:10 PM,3,-1,3,-1,39,76,90,1.9,1016,6,10,248,22,United%20Kingdom%2C%20England
2021-01-12,5,1,0.0,4.9,1,0,07:51 AM,03:09 PM,08:07 AM,04:12 PM,3,2,5,2,20,77,89,1.5,1013,5,9,119,12,United%20Kingdom%2C%20England
2021-01-13,3,1,0.0,3.0,1,0,08:45 AM,04:18 PM,08:06 AM,04:13 PM,0,-0,2,-0,11,96,90,8.1,1018,3,9,146,7,United%20Kingdom%2C%20England
2021-01-14,3,1,0.4,3.0,1,1,09:24 AM,05:36 PM,08:05 AM,04:15 PM,1,-2,2,-2,29,99,94,14.9,1019,3,6,86,18,United%20Kingdom%2C%20England
2021-01-15,3,-0,0.1,3.0,1,8,09:52 AM,06:54 PM,08:05 AM,04:17 PM,-0,-1,1,-1,12,76,91,0.2,1029,3,9,262,7,United%20Kingdom%2C%20England
2021-01-16,6,0,0.0,3.1,1,16,10:13 AM,08:11 PM,08:04 AM,04:18 PM,2,-1,3,-1,36,76,92,8.1,1019,6,9,227,21,United%20Kingdom%2C%20England
2021-01-17,6,2,0.0,6.8,1,23,10:30 AM,09:25 PM,08:03 AM,04:20 PM,2,-0,4,-0,31,52,88,0.0,1022,6,10,274,18,United%20Kingdom%2C%20England
2021-01-18,6,-1,0.0,8.2,1,30,10:45 AM,10:35 PM,08:02 AM,04:22 PM,3,-1,3,-1,34,50,90,2.2,1018,6,9,233,20,United%20Kingdom%2C%20England
2021-01-19,10,2,0.0,3.1,2,38,10:58 AM,11:45 PM,08:01 AM,04:23 PM,8,6,9,6,50,97,89,8.9,999,10,8,228,30,United%20Kingdom%2C%20England
2021-01-20,11,4,0.0,3.1,2,45,11:12 AM,No moonset,08:00 AM,04:25 PM,8,7,10,7,54,100,88,10.7,985,11,8,207,35,United%20Kingdom%2C%20England
2021-01-21,7,3,0.0,8.7,2,52,11:27 AM,12:53 AM,07:58 AM,04:27 PM,2,-0,5,-0,51,38,78,1.6,979,7,10,242,33,United%20Kingdom%2C%20England
2021-01-22,5,1,0.0,8.7,2,59,11:43 AM,02:03 AM,07:57 AM,04:29 PM,-0,-2,2,-2,27,4,84,0.0,990,5,10,253,16,United%20Kingdom%2C%20England
2021-01-23,4,-0,0.0,8.7,2,67,12:04 PM,03:13 AM,07:56 AM,04:30 PM,-2,-2,1,-2,15,41,81,0.0,996,4,10,293,9,United%20Kingdom%2C%20England
2021-01-24,3,-4,1.7,5.1,1,74,12:30 PM,04:22 AM,07:55 AM,04:32 PM,-2,-4,0,-4,21,54,83,2.0,996,3,8,221,13,United%20Kingdom%2C%20England
2021-01-25,3,-3,0.3,3.3,1,81,01:05 PM,05:30 AM,07:53 AM,04:34 PM,-2,-4,0,-4,33,49,84,0.4,1007,3,9,286,18,United%20Kingdom%2C%20England
2021-01-26,4,-2,0.0,5.1,1,88,01:52 PM,06:32 AM,07:52 AM,04:36 PM,-1,-3,1,-3,27,55,89,4.6,1016,4,9,235,15,United%20Kingdom%2C%20England
2021-01-27,7,3,0.0,3.3,2,96,02:52 PM,07:25 AM,07:51 AM,04:38 PM,4,2,5,2,23,89,95,1.6,1011,7,6,248,12,United%20Kingdom%2C%20England
2021-01-28,11,3,0.0,5.1,2,100,04:04 PM,08:07 AM,07:49 AM,04:40 PM,7,5,7,5,29,84,94,5.2,1002,11,5,209,17,United%20Kingdom%2C%20England
2021-01-29,9,4,0.0,6.9,2,90,05:23 PM,08:40 AM,07:48 AM,04:41 PM,5,4,7,4,32,63,88,0.2,997,9,10,244,20,United%20Kingdom%2C%20England
