date_time,Azerbaijan_maxtempC,Azerbaijan_mintempC,Azerbaijan_totalSnow_cm,Azerbaijan_sunHour,Azerbaijan_uvIndex,Azerbaijan_moon_illumination,Azerbaijan_moonrise,Azerbaijan_moonset,Azerbaijan_sunrise,Azerbaijan_sunset,Azerbaijan_DewPointC,Azerbaijan_FeelsLikeC,Azerbaijan_HeatIndexC,Azerbaijan_WindChillC,Azerbaijan_WindGustKmph,Azerbaijan_cloudcover,Azerbaijan_humidity,Azerbaijan_precipMM,Azerbaijan_pressure,Azerbaijan_tempC,Azerbaijan_visibility,Azerbaijan_winddirDegree,Azerbaijan_windspeedKmph,Azerbaijan_location
2020-12-05,8,4,0.0,3.6,2,60,09:46 PM,11:56 AM,07:49 AM,05:14 PM,3,5,8,5,26,93,71,5.5,1028,8,9,61,19,Azerbaijan
2020-12-06,7,3,0.0,8.7,2,53,10:53 PM,12:32 PM,07:49 AM,05:14 PM,-1,3,7,3,32,53,59,0.0,1029,7,10,41,24,Azerbaijan
2020-12-07,6,2,0.0,3.6,2,46,No moonrise,01:05 PM,07:50 AM,05:14 PM,-1,2,5,2,29,85,60,0.0,1031,6,10,43,22,Azerbaijan
2020-12-08,6,3,0.0,5.3,2,38,12:02 AM,01:35 PM,07:51 AM,05:14 PM,0,3,5,3,14,65,67,0.6,1029,6,9,213,11,Azerbaijan
2020-12-09,8,6,0.0,5.3,2,31,01:12 AM,02:03 PM,07:52 AM,05:14 PM,3,4,7,4,22,61,78,2.6,1029,8,9,180,16,Azerbaijan
2020-12-10,6,4,0.0,8.7,1,24,02:23 AM,02:31 PM,07:53 AM,05:14 PM,-3,2,5,2,17,35,57,0.0,1032,6,10,86,13,Azerbaijan
2020-12-11,6,2,0.0,3.6,2,17,03:37 AM,03:01 PM,07:54 AM,05:14 PM,-1,1,5,1,25,77,67,0.3,1030,6,10,134,19,Azerbaijan
2020-12-12,8,5,0.0,5.3,2,9,04:52 AM,03:35 PM,07:54 AM,05:14 PM,2,3,7,3,40,63,69,0.0,1028,8,10,152,29,Azerbaijan
2020-12-13,10,8,0.0,3.6,2,2,06:09 AM,04:14 PM,07:55 AM,05:15 PM,3,5,9,5,44,72,67,0.1,1027,10,10,169,31,Azerbaijan
2020-12-14,10,9,0.0,3.6,2,0,07:26 AM,05:01 PM,07:56 AM,05:15 PM,5,7,10,7,37,74,70,0.0,1023,10,10,166,26,Azerbaijan
2020-12-15,11,10,0.0,8.7,4,0,08:38 AM,05:56 PM,07:57 AM,05:15 PM,6,7,10,7,34,49,73,0.0,1021,11,10,168,24,Azerbaijan
2020-12-16,12,10,0.0,8.7,3,5,09:42 AM,06:58 PM,07:57 AM,05:15 PM,7,8,11,8,30,52,78,0.1,1019,12,9,167,20,Azerbaijan
2020-12-17,10,5,0.0,3.6,2,12,10:35 AM,08:05 PM,07:58 AM,05:16 PM,7,7,9,7,25,97,83,1.9,1022,10,8,256,17,Azerbaijan
2020-12-18,9,6,0.0,3.6,2,20,11:18 AM,09:13 PM,07:59 AM,05:16 PM,5,5,9,5,37,85,78,0.1,1026,9,10,194,27,Azerbaijan
2020-12-19,10,6,0.0,3.6,2,27,11:53 AM,10:18 PM,07:59 AM,05:17 PM,5,7,8,7,14,85,76,0.9,1028,10,10,158,10,Azerbaijan
2020-12-20,10,6,0.0,3.4,2,34,12:23 PM,11:22 PM,08:00 AM,05:17 PM,6,6,9,6,30,92,81,6.8,1027,10,6,172,21,Azerbaijan
2020-12-21,11,6,0.0,8.7,3,41,12:48 PM,No moonset,08:00 AM,05:18 PM,5,8,9,8,9,36,74,1.0,1028,11,10,132,6,Azerbaijan
2020-12-22,8,7,0.0,3.4,2,49,01:12 PM,12:22 AM,08:01 AM,05:18 PM,4,5,7,5,17,75,80,0.3,1028,8,9,104,13,Azerbaijan
2020-12-23,10,8,0.0,3.4,2,56,01:35 PM,01:22 AM,08:01 AM,05:19 PM,6,7,9,7,22,90,81,8.6,1020,10,7,122,16,Azerbaijan
2020-12-24,7,0,0.0,3.4,2,63,01:58 PM,02:20 AM,08:01 AM,05:19 PM,3,1,6,1,41,100,82,3.9,1019,7,7,35,31,Azerbaijan
2020-12-25,5,1,0.0,5.2,1,70,02:22 PM,03:19 AM,08:02 AM,05:20 PM,1,-1,4,-1,35,89,78,1.3,1026,5,9,337,27,Azerbaijan
2020-12-26,8,2,0.0,8.7,3,78,02:49 PM,04:18 AM,08:02 AM,05:20 PM,0,2,6,2,45,6,66,0.0,1027,8,10,207,30,Azerbaijan
2020-12-27,10,7,0.0,8.7,3,85,03:21 PM,05:19 AM,08:03 AM,05:21 PM,2,4,8,4,52,7,65,0.0,1026,10,10,201,34,Azerbaijan
2020-12-28,11,8,0.0,8.7,3,92,03:57 PM,06:20 AM,08:03 AM,05:22 PM,3,8,9,8,12,3,64,0.0,1026,11,10,231,9,Azerbaijan
2020-12-29,10,7,0.0,7.0,2,100,04:41 PM,07:20 AM,08:03 AM,05:23 PM,6,7,9,7,13,41,82,0.0,1026,10,10,233,9,Azerbaijan
2020-12-30,10,8,0.0,7.0,2,100,05:34 PM,08:17 AM,08:03 AM,05:23 PM,4,8,9,8,12,52,73,0.0,1030,10,10,134,9,Azerbaijan
2020-12-31,10,7,0.0,8.7,2,89,06:32 PM,09:09 AM,08:03 AM,05:24 PM,5,5,8,5,35,22,80,0.0,1026,10,10,191,23,Azerbaijan
2021-01-01,10,8,0.0,8.7,3,79,07:38 PM,09:55 AM,08:04 AM,05:25 PM,5,5,9,5,38,19,78,0.0,1022,10,10,196,26,Azerbaijan
2021-01-02,10,7,0.0,8.7,3,71,08:45 PM,10:34 AM,08:04 AM,05:26 PM,5,6,9,6,22,2,76,0.0,1025,10,10,285,15,Azerbaijan
2021-01-03,8,7,0.0,3.5,2,64,09:55 PM,11:08 AM,08:04 AM,05:27 PM,5,4,8,4,39,79,81,0.2,1030,8,10,351,28,Azerbaijan
2021-01-04,8,-1,0.0,8.7,2,57,11:04 PM,11:39 AM,08:04 AM,05:28 PM,2,3,6,3,27,24,70,0.0,1033,8,10,143,19,Azerbaijan
2021-01-05,7,5,0.0,8.7,3,50,No moonrise,12:07 PM,08:04 AM,05:29 PM,1,5,7,5,14,5,67,0.0,1032,7,10,155,10,Azerbaijan
2021-01-06,9,6,0.0,5.2,2,42,12:13 AM,12:34 PM,08:04 AM,05:30 PM,3,3,7,3,38,40,73,0.0,1029,9,10,194,26,Azerbaijan
2021-01-07,9,7,0.0,8.7,3,35,01:24 AM,01:02 PM,08:04 AM,05:30 PM,3,4,8,4,34,19,70,0.0,1029,9,10,199,22,Azerbaijan
2021-01-08,9,6,0.0,8.7,3,28,02:35 AM,01:33 PM,08:03 AM,05:31 PM,1,3,7,3,45,11,62,0.0,1022,9,10,212,30,Azerbaijan
2021-01-09,10,7,0.0,5.2,2,20,03:49 AM,02:08 PM,08:03 AM,05:32 PM,2,4,8,4,45,58,65,0.0,1019,10,10,202,28,Azerbaijan
2021-01-10,10,8,0.0,8.7,3,13,05:03 AM,02:50 PM,08:03 AM,05:34 PM,1,6,9,6,47,13,56,0.0,1016,10,10,278,27,Azerbaijan
2021-01-11,9,7,0.0,3.5,2,6,06:16 AM,03:40 PM,08:03 AM,05:35 PM,5,5,8,5,29,52,84,0.0,1019,9,10,225,20,Azerbaijan
2021-01-12,9,7,0.0,3.5,2,0,07:23 AM,04:38 PM,08:03 AM,05:36 PM,5,6,8,6,21,87,82,0.4,1022,9,10,164,15,Azerbaijan
2021-01-13,11,7,0.0,7.0,3,0,08:21 AM,05:43 PM,08:02 AM,05:37 PM,7,6,10,6,56,45,82,0.0,1015,11,10,191,38,Azerbaijan
2021-01-14,12,5,0.0,8.7,4,1,09:09 AM,06:51 PM,08:02 AM,05:38 PM,7,6,10,6,47,23,82,0.0,1006,12,10,221,29,Azerbaijan
2021-01-15,14,7,0.0,8.7,3,8,09:49 AM,07:59 PM,08:02 AM,05:39 PM,6,7,10,7,41,31,79,0.0,1004,14,10,178,27,Azerbaijan
2021-01-16,8,7,0.0,8.7,3,16,10:21 AM,09:05 PM,08:01 AM,05:40 PM,3,4,7,4,27,27,77,0.0,1016,8,10,155,19,Azerbaijan
2021-01-17,10,8,0.0,7.0,2,23,10:49 AM,10:08 PM,08:01 AM,05:41 PM,5,6,9,6,34,38,79,0.0,1007,10,10,202,22,Azerbaijan
2021-01-18,9,6,0.0,8.7,2,30,11:14 AM,11:09 PM,08:00 AM,05:42 PM,4,4,8,4,40,33,75,0.0,1005,9,10,250,28,Azerbaijan
2021-01-19,5,2,0.0,3.5,1,38,11:37 AM,No moonset,08:00 AM,05:43 PM,-0,-1,4,-1,44,79,73,0.2,1018,5,10,153,33,Azerbaijan
2021-01-20,2,-4,6.3,3.7,1,45,12:00 PM,12:08 AM,07:59 AM,05:45 PM,1,-3,2,-3,42,99,92,13.5,1020,2,1,181,31,Azerbaijan
2021-01-21,3,-5,1.6,3.7,1,52,12:23 PM,01:07 AM,07:59 AM,05:46 PM,-2,-4,2,-4,40,88,73,3.6,1028,3,3,201,29,Azerbaijan
2021-01-22,7,2,0.0,8.7,2,59,12:49 PM,02:06 AM,07:58 AM,05:47 PM,-3,-0,4,-0,34,6,60,0.0,1034,7,10,232,24,Azerbaijan
2021-01-23,7,5,0.0,7.0,2,67,01:19 PM,03:06 AM,07:57 AM,05:48 PM,-2,1,6,1,42,20,58,0.0,1029,7,10,207,26,Azerbaijan
2021-01-24,8,5,0.0,8.7,3,74,01:53 PM,04:07 AM,07:57 AM,05:49 PM,-0,3,6,3,33,6,63,0.0,1025,8,10,193,22,Azerbaijan
2021-01-25,9,5,0.0,8.7,3,81,02:33 PM,05:07 AM,07:56 AM,05:50 PM,1,3,7,3,38,17,67,0.0,1022,9,10,190,25,Azerbaijan
2021-01-26,8,7,0.0,7.0,2,88,03:23 PM,06:06 AM,07:55 AM,05:52 PM,1,4,7,4,38,33,64,0.0,1020,8,10,195,25,Azerbaijan
2021-01-27,10,6,0.0,8.7,3,96,04:19 PM,07:00 AM,07:54 AM,05:53 PM,4,5,8,5,35,8,74,0.0,1020,10,10,187,23,Azerbaijan
2021-01-28,11,8,0.0,8.7,3,100,05:24 PM,07:49 AM,07:54 AM,05:54 PM,3,5,9,5,58,10,67,0.0,1010,11,10,196,36,Azerbaijan
2021-01-29,9,7,0.0,7.1,2,90,06:32 PM,08:32 AM,07:53 AM,05:55 PM,4,4,8,4,45,38,75,0.0,1012,9,10,100,30,Azerbaijan
2021-01-30,7,1,0.0,3.8,2,82,07:43 PM,09:09 AM,07:52 AM,05:56 PM,4,3,6,3,20,91,85,3.6,1012,7,8,98,14,Azerbaijan
2021-01-31,10,4,0.0,7.1,2,79,08:54 PM,09:41 AM,07:51 AM,05:58 PM,4,5,8,5,32,45,79,0.8,1011,10,8,227,22,Azerbaijan
2021-02-01,10,7,0.0,8.7,3,63,10:05 PM,10:10 AM,07:50 AM,05:59 PM,5,5,8,5,30,13,83,0.0,1022,10,10,255,20,Azerbaijan
2021-02-02,12,8,0.0,10.5,4,55,11:16 PM,10:37 AM,07:49 AM,06:00 PM,6,6,10,6,48,1,79,0.0,1022,12,10,192,30,Azerbaijan
2021-02-03,11,9,0.0,10.0,3,48,No moonrise,11:05 AM,07:48 AM,06:01 PM,6,8,10,8,24,20,78,0.0,1020,11,10,287,14,Azerbaijan
2021-02-04,12,8,0.0,10.6,3,40,12:27 AM,11:35 AM,07:47 AM,06:02 PM,5,8,10,8,15,53,75,0.0,1016,12,10,236,10,Azerbaijan
2021-02-05,16,7,0.0,10.6,4,33,01:40 AM,12:08 PM,07:46 AM,06:04 PM,4,9,12,9,50,37,60,0.0,1010,16,10,258,29,Azerbaijan
2021-02-06,9,1,0.0,5.3,2,25,02:52 AM,12:46 PM,07:45 AM,06:05 PM,3,4,7,4,24,83,75,0.2,1017,9,9,80,18,Azerbaijan
2021-02-07,9,7,0.0,10.6,3,18,04:03 AM,01:32 PM,07:44 AM,06:06 PM,4,4,8,4,40,18,76,0.0,1014,9,10,266,27,Azerbaijan
