date_time,United%20States%2C%20Ohio_maxtempC,United%20States%2C%20Ohio_mintempC,United%20States%2C%20Ohio_totalSnow_cm,United%20States%2C%20Ohio_sunHour,United%20States%2C%20Ohio_uvIndex,United%20States%2C%20Ohio_moon_illumination,United%20States%2C%20Ohio_moonrise,United%20States%2C%20Ohio_moonset,United%20States%2C%20Ohio_sunrise,United%20States%2C%20Ohio_sunset,United%20States%2C%20Ohio_DewPointC,United%20States%2C%20Ohio_FeelsLikeC,United%20States%2C%20Ohio_HeatIndexC,United%20States%2C%20Ohio_WindChillC,United%20States%2C%20Ohio_WindGustKmph,United%20States%2C%20Ohio_cloudcover,United%20States%2C%20Ohio_humidity,United%20States%2C%20Ohio_precipMM,United%20States%2C%20Ohio_pressure,United%20States%2C%20Ohio_tempC,United%20States%2C%20Ohio_visibility,United%20States%2C%20Ohio_winddirDegree,United%20States%2C%20Ohio_windspeedKmph,United%20States%2C%20Ohio_location
2021-01-04,4,0,0.0,7.0,1,57,11:28 PM,11:48 AM,08:03 AM,05:25 PM,-0,-2,1,-2,17,73,88,0.0,1017,4,8,250,13,United%20States%2C%20Ohio
2021-01-05,3,1,0.1,3.5,1,50,No moonrise,12:15 PM,08:03 AM,05:26 PM,-0,-3,2,-3,22,96,87,0.3,1016,3,8,284,16,United%20States%2C%20Ohio
2021-01-06,3,-0,0.0,3.5,1,42,12:37 AM,12:42 PM,08:03 AM,05:27 PM,-1,-3,1,-3,17,80,87,0.1,1025,3,10,202,11,United%20States%2C%20Ohio
2021-01-07,1,-0,0.0,3.5,1,35,01:49 AM,01:11 PM,08:03 AM,05:28 PM,-3,-4,0,-4,20,100,79,0.0,1027,1,10,48,14,United%20States%2C%20Ohio
2021-01-08,1,-2,0.0,5.2,1,28,03:01 AM,01:43 PM,08:02 AM,05:29 PM,-4,-6,-1,-6,24,73,82,0.0,1023,1,10,29,17,United%20States%2C%20Ohio
2021-01-09,1,-4,0.0,8.7,2,20,04:16 AM,02:19 PM,08:02 AM,05:30 PM,-6,-6,-2,-6,15,28,75,0.0,1023,1,10,279,10,United%20States%2C%20Ohio
2021-01-10,2,-3,0.0,8.7,2,13,05:30 AM,03:04 PM,08:02 AM,05:31 PM,-5,-3,-1,-3,9,11,75,0.0,1027,2,10,295,6,United%20States%2C%20Ohio
2021-01-11,1,-3,0.0,8.7,2,6,06:41 AM,03:57 PM,08:02 AM,05:32 PM,-5,-4,-1,-4,13,8,76,0.0,1026,1,10,267,9,United%20States%2C%20Ohio
2021-01-12,4,-3,0.0,8.7,2,0,07:45 AM,04:59 PM,08:02 AM,05:33 PM,-4,-5,-0,-5,31,12,75,0.0,1022,4,10,235,21,United%20States%2C%20Ohio
2021-01-13,5,-1,0.0,7.0,1,0,08:39 AM,06:05 PM,08:01 AM,05:34 PM,-1,-3,1,-3,29,64,83,0.0,1015,5,10,228,19,United%20States%2C%20Ohio
2021-01-14,2,-1,0.0,3.5,1,1,09:24 AM,07:14 PM,08:01 AM,05:35 PM,-1,-4,1,-4,29,85,88,0.2,1006,2,10,202,19,United%20States%2C%20Ohio
2021-01-15,1,-2,0.1,3.5,1,8,10:00 AM,08:21 PM,08:00 AM,05:36 PM,-2,-4,0,-4,24,98,85,1.1,1000,1,10,213,17,United%20States%2C%20Ohio
2021-01-16,2,-1,0.3,5.2,1,16,10:30 AM,09:27 PM,08:00 AM,05:37 PM,-2,-3,0,-3,19,75,83,0.4,1003,2,9,253,14,United%20States%2C%20Ohio
2021-01-17,-0,-2,0.7,3.5,1,23,10:57 AM,10:29 PM,08:00 AM,05:39 PM,-2,-5,-0,-5,22,97,89,1.2,1006,-0,7,261,16,United%20States%2C%20Ohio
2021-01-18,-1,-3,0.6,3.7,1,30,11:21 AM,11:30 PM,07:59 AM,05:40 PM,-4,-8,-2,-8,26,100,85,0.8,1012,-1,7,263,20,United%20States%2C%20Ohio
2021-01-19,-1,-4,0.1,8.7,2,38,11:43 AM,No moonset,07:58 AM,05:41 PM,-6,-8,-3,-8,25,50,79,0.2,1020,-1,9,262,18,United%20States%2C%20Ohio
2021-01-20,-2,-5,0.0,8.7,2,45,12:06 PM,12:29 AM,07:58 AM,05:42 PM,-7,-9,-4,-9,28,56,77,0.1,1022,-2,10,255,20,United%20States%2C%20Ohio
2021-01-21,4,-5,0.0,7.0,1,52,12:30 PM,01:28 AM,07:57 AM,05:43 PM,-3,-5,0,-5,41,29,77,0.0,1009,4,10,249,26,United%20States%2C%20Ohio
2021-01-22,-2,-6,0.0,3.7,1,59,12:57 PM,02:27 AM,07:57 AM,05:44 PM,-7,-10,-3,-10,29,81,73,0.0,1016,-2,10,296,22,United%20States%2C%20Ohio
2021-01-23,-3,-7,0.0,8.7,1,67,01:28 PM,03:28 AM,07:56 AM,05:46 PM,-11,-9,-5,-9,12,57,66,0.0,1028,-3,10,259,8,United%20States%2C%20Ohio
2021-01-24,1,-6,0.1,5.4,1,74,02:04 PM,04:29 AM,07:55 AM,05:47 PM,-8,-5,-1,-5,16,84,62,0.3,1022,1,9,141,12,United%20States%2C%20Ohio
2021-01-25,0,-1,0.1,3.7,1,81,02:48 PM,05:29 AM,07:55 AM,05:48 PM,-4,-5,-0,-5,23,96,77,1.1,1016,0,8,77,17,United%20States%2C%20Ohio
2021-01-26,2,-1,0.2,3.7,1,88,03:40 PM,06:26 AM,07:54 AM,05:49 PM,-1,-4,0,-4,21,100,96,1.2,1009,2,4,53,14,United%20States%2C%20Ohio
2021-01-27,-2,-5,1.1,3.7,1,96,04:39 PM,07:19 AM,07:53 AM,05:50 PM,-4,-8,-3,-8,21,99,90,1.3,1020,-2,7,143,16,United%20States%2C%20Ohio
2021-01-28,-5,-9,0.0,7.1,1,100,05:46 PM,08:05 AM,07:52 AM,05:52 PM,-10,-13,-7,-13,19,44,77,0.0,1034,-5,10,307,14,United%20States%2C%20Ohio
2021-01-29,-2,-7,0.0,8.7,1,90,06:55 PM,08:45 AM,07:51 AM,05:53 PM,-10,-8,-5,-8,10,34,67,0.0,1032,-2,10,148,7,United%20States%2C%20Ohio
2021-01-30,1,-4,0.8,5.4,1,82,08:07 PM,09:20 AM,07:50 AM,05:54 PM,-11,-7,-2,-7,24,58,52,1.0,1024,1,10,119,17,United%20States%2C%20Ohio
2021-01-31,2,-1,5.0,3.8,1,79,09:18 PM,09:50 AM,07:49 AM,05:55 PM,0,-5,1,-5,36,100,97,14.5,1010,2,6,87,23,United%20States%2C%20Ohio
2021-02-01,-3,-6,2.2,3.8,1,63,10:29 PM,10:18 AM,07:48 AM,05:57 PM,-5,-11,-4,-11,32,100,93,2.6,1016,-3,4,196,23,United%20States%2C%20Ohio
2021-02-02,-3,-11,0.3,8.7,1,55,11:41 PM,10:46 AM,07:47 AM,05:58 PM,-8,-13,-7,-13,27,49,90,0.7,1021,-3,9,332,17,United%20States%2C%20Ohio
2021-02-03,-4,-12,0.0,8.7,1,48,No moonrise,11:14 AM,07:46 AM,05:59 PM,-9,-13,-8,-13,21,17,90,0.0,1021,-4,9,292,11,United%20States%2C%20Ohio
2021-02-04,1,-8,0.3,8.4,1,40,12:52 AM,11:44 AM,07:45 AM,06:00 PM,-4,-8,-3,-8,35,66,91,2.7,1010,1,8,176,21,United%20States%2C%20Ohio
2021-02-05,-7,-10,0.0,5.3,1,33,02:05 AM,12:18 PM,07:44 AM,06:01 PM,-10,-16,-7,-16,46,98,80,1.5,1004,-7,7,250,35,United%20States%2C%20Ohio
2021-02-06,-10,-13,0.0,10.0,1,25,03:18 AM,12:59 PM,07:43 AM,06:03 PM,-14,-19,-12,-19,25,53,83,0.0,1018,-10,10,265,18,United%20States%2C%20Ohio
2021-02-07,-13,-16,0.8,5.3,1,18,04:28 AM,01:48 PM,07:42 AM,06:04 PM,-14,-20,-13,-20,19,92,90,1.0,1023,-13,8,294,14,United%20States%2C%20Ohio
