date_time,Canada%2C%20Saskatchewan_maxtempC,Canada%2C%20Saskatchewan_mintempC,Canada%2C%20Saskatchewan_totalSnow_cm,Canada%2C%20Saskatchewan_sunHour,Canada%2C%20Saskatchewan_uvIndex,Canada%2C%20Saskatchewan_moon_illumination,Canada%2C%20Saskatchewan_moonrise,Canada%2C%20Saskatchewan_moonset,Canada%2C%20Saskatchewan_sunrise,Canada%2C%20Saskatchewan_sunset,Canada%2C%20Saskatchewan_DewPointC,Canada%2C%20Saskatchewan_FeelsLikeC,Canada%2C%20Saskatchewan_HeatIndexC,Canada%2C%20Saskatchewan_WindChillC,Canada%2C%20Saskatchewan_WindGustKmph,Canada%2C%20Saskatchewan_cloudcover,Canada%2C%20Saskatchewan_humidity,Canada%2C%20Saskatchewan_precipMM,Canada%2C%20Saskatchewan_pressure,Canada%2C%20Saskatchewan_tempC,Canada%2C%20Saskatchewan_visibility,Canada%2C%20Saskatchewan_winddirDegree,Canada%2C%20Saskatchewan_windspeedKmph,Canada%2C%20Saskatchewan_location
2020-09-08,11,1,0.0,11.6,2,50,10:13 PM,01:04 PM,06:24 AM,07:27 PM,-5,4,6,4,16,24,47,0.0,1031,11,10,261,11,Canada%2C%20Saskatchewan
2020-09-09,18,6,0.0,11.6,4,43,10:43 PM,02:11 PM,06:26 AM,07:24 PM,-2,11,12,11,25,13,36,0.0,1022,18,10,248,16,Canada%2C%20Saskatchewan
2020-09-10,25,11,0.0,11.6,5,35,11:21 PM,03:16 PM,06:27 AM,07:22 PM,3,18,18,18,14,9,39,0.0,1020,25,10,167,8,Canada%2C%20Saskatchewan
2020-09-11,27,14,0.0,11.6,6,28,No moonrise,04:16 PM,06:29 AM,07:20 PM,2,21,21,21,19,5,34,0.0,1012,27,10,192,12,Canada%2C%20Saskatchewan
2020-09-12,16,13,0.0,11.6,4,20,12:10 AM,05:10 PM,06:30 AM,07:18 PM,2,15,16,15,25,45,43,0.0,1014,16,10,302,18,Canada%2C%20Saskatchewan
2020-09-13,15,7,0.0,11.6,3,13,01:12 AM,05:54 PM,06:32 AM,07:15 PM,2,9,11,9,16,41,55,1.0,1022,15,9,64,12,Canada%2C%20Saskatchewan
2020-09-14,23,12,0.0,11.6,5,5,02:24 AM,06:29 PM,06:33 AM,07:13 PM,4,16,17,16,33,32,43,0.0,1013,23,10,149,23,Canada%2C%20Saskatchewan
2020-09-15,16,8,0.0,9.0,3,0,03:45 AM,06:59 PM,06:35 AM,07:11 PM,5,11,13,11,22,41,64,0.0,1016,16,10,322,16,Canada%2C%20Saskatchewan
2020-09-16,13,4,0.0,10.3,3,0,05:09 AM,07:23 PM,06:36 AM,07:09 PM,-1,8,9,8,14,31,53,0.0,1026,13,10,223,10,Canada%2C%20Saskatchewan
2020-09-17,18,9,0.0,11.6,4,0,06:34 AM,07:45 PM,06:38 AM,07:06 PM,-2,12,13,12,21,15,36,0.0,1022,18,10,115,15,Canada%2C%20Saskatchewan
2020-09-18,20,7,0.0,11.6,4,2,08:01 AM,08:06 PM,06:39 AM,07:04 PM,1,12,14,12,29,12,45,0.0,1020,20,10,144,20,Canada%2C%20Saskatchewan
2020-09-19,28,14,0.0,11.6,6,10,09:27 AM,08:28 PM,06:41 AM,07:02 PM,6,20,21,20,37,15,40,0.0,1008,28,10,146,23,Canada%2C%20Saskatchewan
2020-09-20,18,16,0.0,7.6,4,17,10:53 AM,08:53 PM,06:43 AM,07:00 PM,10,18,18,18,37,65,61,1.9,1001,18,9,209,28,Canada%2C%20Saskatchewan
2020-09-21,23,13,0.0,11.6,5,25,12:17 PM,09:23 PM,06:44 AM,06:57 PM,7,17,18,17,25,9,51,0.0,1008,23,10,236,16,Canada%2C%20Saskatchewan
2020-09-22,23,14,0.0,11.6,5,32,01:38 PM,09:59 PM,06:46 AM,06:55 PM,4,18,18,18,18,40,39,0.0,1011,23,10,213,10,Canada%2C%20Saskatchewan
2020-09-23,22,13,0.0,11.6,5,40,02:50 PM,10:45 PM,06:47 AM,06:53 PM,8,16,17,16,20,34,57,0.0,1014,22,10,104,15,Canada%2C%20Saskatchewan
2020-09-24,25,14,0.0,10.2,4,47,03:52 PM,11:41 PM,06:49 AM,06:51 PM,5,18,18,18,42,24,47,0.0,1002,25,10,194,30,Canada%2C%20Saskatchewan
2020-09-25,21,13,0.0,11.6,5,55,04:40 PM,No moonset,06:50 AM,06:48 PM,1,16,17,16,30,5,36,0.0,1000,21,10,255,20,Canada%2C%20Saskatchewan
2020-09-26,17,12,0.0,10.2,3,62,05:18 PM,12:44 AM,06:52 AM,06:46 PM,4,14,15,14,36,61,51,2.7,995,17,9,263,27,Canada%2C%20Saskatchewan
2020-09-27,12,10,0.0,8.8,3,70,05:48 PM,01:53 AM,06:53 AM,06:44 PM,5,8,11,8,37,73,69,5.3,1011,12,10,316,28,Canada%2C%20Saskatchewan
2020-09-28,15,6,0.0,11.6,4,78,06:10 PM,03:03 AM,06:55 AM,06:42 PM,3,8,10,8,22,34,64,0.1,1021,15,10,276,15,Canada%2C%20Saskatchewan
2020-09-29,16,12,0.0,11.6,4,85,06:30 PM,04:12 AM,06:57 AM,06:39 PM,3,12,14,12,33,25,48,0.0,1014,16,10,302,23,Canada%2C%20Saskatchewan
2020-09-30,8,7,0.0,7.3,2,93,06:47 PM,05:21 AM,06:58 AM,06:37 PM,-0,4,8,4,38,42,55,0.0,1022,8,10,323,28,Canada%2C%20Saskatchewan
2020-10-01,9,2,0.0,11.4,3,97,07:03 PM,06:28 AM,07:00 AM,06:35 PM,-1,3,5,3,12,33,68,0.0,1029,9,10,251,8,Canada%2C%20Saskatchewan
2020-10-02,12,4,0.0,5.7,2,100,07:19 PM,07:34 AM,07:01 AM,06:33 PM,0,6,8,6,19,66,56,0.4,1019,12,10,150,13,Canada%2C%20Saskatchewan
2020-10-03,10,7,0.0,7.1,2,89,07:35 PM,08:40 AM,07:03 AM,06:31 PM,2,7,8,7,12,67,67,0.0,1021,10,10,99,8,Canada%2C%20Saskatchewan
2020-10-04,20,6,0.0,11.2,4,82,07:54 PM,09:47 AM,07:04 AM,06:28 PM,3,10,12,10,27,11,56,0.0,1011,20,10,168,18,Canada%2C%20Saskatchewan
2020-10-05,17,13,0.0,11.2,4,74,08:15 PM,10:54 AM,07:06 AM,06:26 PM,4,13,14,13,34,20,53,0.0,1007,17,10,304,24,Canada%2C%20Saskatchewan
2020-10-06,18,13,0.0,11.2,5,67,08:42 PM,12:01 PM,07:08 AM,06:24 PM,2,14,15,14,39,26,43,0.0,1008,18,10,282,27,Canada%2C%20Saskatchewan
2020-10-07,14,7,0.0,11.1,4,60,09:16 PM,01:07 PM,07:09 AM,06:22 PM,-1,9,10,9,22,15,46,0.0,1017,14,10,284,14,Canada%2C%20Saskatchewan
2020-10-08,18,9,0.0,11.1,4,53,10:00 PM,02:08 PM,07:11 AM,06:20 PM,-0,11,12,11,29,30,43,0.0,1008,18,10,156,20,Canada%2C%20Saskatchewan
2020-10-09,12,8,0.0,11.1,4,45,10:55 PM,03:03 PM,07:13 AM,06:18 PM,2,9,11,9,25,30,55,0.0,1007,12,10,266,18,Canada%2C%20Saskatchewan
2020-10-10,21,8,0.0,11.0,4,38,No moonrise,03:50 PM,07:14 AM,06:16 PM,1,12,14,12,37,16,45,0.0,1000,21,10,148,25,Canada%2C%20Saskatchewan
2020-10-11,14,6,0.0,7.0,3,31,12:01 AM,04:27 PM,07:16 AM,06:13 PM,1,9,12,9,41,60,49,0.9,989,14,8,250,30,Canada%2C%20Saskatchewan
2020-10-12,10,4,0.0,10.9,3,23,01:17 AM,04:58 PM,07:17 AM,06:11 PM,-2,2,7,2,42,22,54,0.1,1002,10,10,289,31,Canada%2C%20Saskatchewan
2020-10-13,9,4,0.0,10.9,3,16,02:37 AM,05:24 PM,07:19 AM,06:09 PM,-4,2,6,2,35,13,50,0.0,1010,9,10,293,25,Canada%2C%20Saskatchewan
2020-10-14,5,2,0.0,10.9,1,9,04:01 AM,05:46 PM,07:21 AM,06:07 PM,-9,0,4,0,23,46,41,0.0,1012,5,10,203,17,Canada%2C%20Saskatchewan
2020-10-15,4,-1,0.0,10.8,2,2,05:27 AM,06:07 PM,07:22 AM,06:05 PM,-8,-4,2,-4,37,30,50,0.0,1021,4,10,302,27,Canada%2C%20Saskatchewan
2020-10-16,2,-4,0.0,10.0,2,0,06:54 AM,06:28 PM,07:24 AM,06:03 PM,-15,-7,-1,-7,27,31,36,0.0,1018,2,10,305,19,Canada%2C%20Saskatchewan
2020-10-17,-2,-6,0.0,5.4,1,0,08:21 AM,06:51 PM,07:26 AM,06:01 PM,-13,-10,-3,-10,30,85,47,0.0,1020,-2,10,264,24,Canada%2C%20Saskatchewan
2020-10-18,-2,-7,0.0,7.1,1,5,09:50 AM,07:19 PM,07:27 AM,05:59 PM,-13,-11,-5,-11,24,66,54,0.0,1025,-2,10,301,17,Canada%2C%20Saskatchewan
2020-10-19,-1,-8,0.0,8.7,2,13,11:16 AM,07:53 PM,07:29 AM,05:57 PM,-14,-7,-4,-7,12,15,50,0.0,1023,-1,10,209,8,Canada%2C%20Saskatchewan
2020-10-20,1,-5,0.4,3.8,1,20,12:36 PM,08:36 PM,07:31 AM,05:55 PM,-7,-8,-2,-8,23,86,71,0.8,1017,1,8,216,17,Canada%2C%20Saskatchewan
2020-10-21,-2,-9,0.0,8.7,1,27,01:45 PM,09:31 PM,07:32 AM,05:53 PM,-9,-9,-6,-9,14,33,81,0.0,1023,-2,8,178,8,Canada%2C%20Saskatchewan
2020-10-22,-3,-7,0.0,5.4,1,35,02:40 PM,10:33 PM,07:34 AM,05:51 PM,-10,-10,-6,-10,18,75,71,0.0,1032,-3,10,318,12,Canada%2C%20Saskatchewan
2020-10-23,-4,-10,0.0,7.1,1,42,03:22 PM,11:42 PM,07:36 AM,05:50 PM,-11,-13,-8,-13,19,40,77,0.0,1034,-4,10,287,12,Canada%2C%20Saskatchewan
2020-10-24,-5,-11,0.0,7.1,1,49,03:53 PM,No moonset,07:37 AM,05:48 PM,-11,-14,-8,-14,17,52,81,0.0,1035,-5,10,316,11,Canada%2C%20Saskatchewan
2020-10-25,-4,-8,0.0,7.1,1,56,04:17 PM,12:53 AM,07:39 AM,05:46 PM,-13,-13,-7,-13,24,60,65,0.0,1034,-4,10,290,17,Canada%2C%20Saskatchewan
2020-10-26,-3,-12,0.0,5.4,1,64,04:37 PM,02:03 AM,07:41 AM,05:44 PM,-14,-14,-8,-14,25,39,60,0.0,1025,-3,10,231,17,Canada%2C%20Saskatchewan
2020-10-27,6,-6,0.0,3.8,1,71,04:55 PM,03:11 AM,07:42 AM,05:42 PM,-5,-6,-1,-6,35,53,72,0.9,1012,6,9,251,21,Canada%2C%20Saskatchewan
2020-10-28,5,-1,0.0,5.4,1,78,05:11 PM,04:18 AM,07:44 AM,05:40 PM,-2,-2,3,-2,31,45,70,0.0,1015,5,10,277,20,Canada%2C%20Saskatchewan
2020-10-29,4,-2,0.0,5.4,1,85,05:26 PM,05:25 AM,07:46 AM,05:39 PM,-2,-2,1,-2,17,57,82,0.1,1017,4,9,162,10,Canada%2C%20Saskatchewan
2020-10-30,6,-0,0.0,5.4,1,93,05:42 PM,06:31 AM,07:47 AM,05:37 PM,1,-1,3,-1,27,79,86,0.0,1010,6,9,201,18,Canada%2C%20Saskatchewan
2020-10-31,2,-3,0.0,5.4,1,97,05:59 PM,07:38 AM,07:49 AM,05:35 PM,-5,-6,0,-6,49,68,68,0.7,1011,2,7,308,38,Canada%2C%20Saskatchewan
2020-11-01,8,-3,0.0,8.7,2,89,06:19 PM,08:45 AM,07:51 AM,05:33 PM,-6,-2,2,-2,27,13,58,0.0,1024,8,10,225,15,Canada%2C%20Saskatchewan
2020-11-02,13,4,0.0,8.7,3,81,06:44 PM,09:53 AM,07:52 AM,05:32 PM,-0,5,7,5,25,5,60,0.0,1015,13,10,217,14,Canada%2C%20Saskatchewan
2020-11-03,13,6,0.0,8.7,3,74,07:16 PM,10:59 AM,07:54 AM,05:30 PM,-2,7,9,7,27,0,45,0.0,1003,13,10,248,14,Canada%2C%20Saskatchewan
2020-11-04,17,7,0.0,8.7,4,66,07:56 PM,12:03 PM,07:56 AM,05:28 PM,-0,10,12,10,37,7,45,0.0,1003,17,10,267,21,Canada%2C%20Saskatchewan
2020-11-05,18,7,0.0,8.7,4,58,08:46 PM,01:00 PM,07:57 AM,05:27 PM,3,10,12,10,38,23,58,0.0,1009,18,10,218,22,Canada%2C%20Saskatchewan
2020-11-06,12,8,0.0,5.3,2,51,09:48 PM,01:48 PM,07:59 AM,05:25 PM,1,9,10,9,14,61,54,0.0,1008,12,10,177,9,Canada%2C%20Saskatchewan
2020-11-07,3,1,0.0,3.5,1,43,10:58 PM,02:28 PM,08:01 AM,05:23 PM,-4,-2,2,-2,26,84,63,0.0,1010,3,10,85,21,Canada%2C%20Saskatchewan
2020-11-08,-1,-8,0.0,3.5,1,36,No moonrise,03:00 PM,08:02 AM,05:22 PM,-6,-11,-3,-11,45,100,80,13.8,1009,-1,7,37,35,Canada%2C%20Saskatchewan
2020-11-09,-11,-19,0.3,3.4,1,28,12:14 AM,03:26 PM,08:04 AM,05:20 PM,-14,-22,-13,-22,36,80,93,21.0,1014,-11,2,310,24,Canada%2C%20Saskatchewan
2020-11-10,-12,-20,0.0,8.7,2,21,01:34 AM,03:48 PM,08:06 AM,05:19 PM,-17,-22,-16,-22,17,11,91,0.0,1013,-12,10,186,8,Canada%2C%20Saskatchewan
2020-11-11,-13,-18,0.3,3.4,1,13,02:56 AM,04:08 PM,08:07 AM,05:17 PM,-16,-22,-15,-22,21,74,95,0.4,1014,-13,7,287,12,Canada%2C%20Saskatchewan
2020-11-12,-15,-20,0.5,5.2,1,6,04:19 AM,04:28 PM,08:09 AM,05:16 PM,-17,-22,-16,-22,21,66,94,0.6,1021,-15,7,244,12,Canada%2C%20Saskatchewan
2020-11-13,-2,-17,0.0,8.7,1,0,05:46 AM,04:50 PM,08:10 AM,05:15 PM,-9,-13,-7,-13,35,40,85,0.0,1004,-2,10,181,18,Canada%2C%20Saskatchewan
2020-11-14,-5,-10,0.1,3.4,1,0,07:14 AM,05:15 PM,08:12 AM,05:13 PM,-7,-12,-6,-12,29,75,91,0.3,998,-5,10,276,18,Canada%2C%20Saskatchewan
2020-11-15,-9,-14,0.1,8.7,1,0,08:42 AM,05:45 PM,08:14 AM,05:12 PM,-12,-17,-11,-17,24,59,93,0.7,1012,-9,7,234,13,Canada%2C%20Saskatchewan
2020-11-16,-9,-15,0.3,6.9,1,2,10:08 AM,06:24 PM,08:15 AM,05:11 PM,-12,-16,-11,-16,17,58,94,0.4,1023,-9,8,258,9,Canada%2C%20Saskatchewan
2020-11-17,-6,-14,0.0,6.9,1,9,11:26 AM,07:14 PM,08:17 AM,05:10 PM,-10,-16,-9,-16,36,46,91,0.0,1024,-6,10,140,20,Canada%2C%20Saskatchewan
2020-11-18,3,-3,0.0,6.9,1,17,12:30 PM,08:15 PM,08:19 AM,05:08 PM,-0,-3,1,-3,36,37,87,0.0,1002,3,10,230,19,Canada%2C%20Saskatchewan
2020-11-19,-4,-10,3.7,3.3,1,24,01:19 PM,09:25 PM,08:20 AM,05:07 PM,-6,-10,-5,-10,18,92,94,5.0,1014,-4,4,224,13,Canada%2C%20Saskatchewan
2020-11-20,-12,-17,0.3,5.1,1,32,01:56 PM,10:37 PM,08:22 AM,05:06 PM,-15,-19,-14,-19,16,74,93,0.3,1032,-12,7,259,9,Canada%2C%20Saskatchewan
2020-11-21,-4,-12,0.0,3.3,1,39,02:23 PM,11:50 PM,08:23 AM,05:05 PM,-8,-11,-7,-11,21,46,89,0.0,1024,-4,10,231,11,Canada%2C%20Saskatchewan
2020-11-22,-9,-13,0.0,8.7,1,47,02:44 PM,No moonset,08:25 AM,05:04 PM,-11,-14,-10,-14,23,55,91,0.0,1027,-9,8,221,12,Canada%2C%20Saskatchewan
2020-11-23,-3,-11,0.0,3.3,1,54,03:03 PM,01:00 AM,08:26 AM,05:03 PM,-8,-13,-6,-13,39,85,87,0.0,1014,-3,10,158,24,Canada%2C%20Saskatchewan
2020-11-24,-12,-15,0.0,5.1,1,62,03:19 PM,02:08 AM,08:28 AM,05:02 PM,-13,-18,-12,-18,20,66,94,0.0,1016,-12,10,264,12,Canada%2C%20Saskatchewan
2020-11-25,2,-10,0.0,6.9,1,70,03:34 PM,03:15 AM,08:29 AM,05:01 PM,-5,-9,-3,-9,37,41,83,0.0,1004,2,9,198,19,Canada%2C%20Saskatchewan
2020-11-26,-4,-12,0.8,3.3,1,77,03:49 PM,04:20 AM,08:31 AM,05:01 PM,-9,-13,-7,-13,29,69,92,2.5,1014,-4,9,282,17,Canada%2C%20Saskatchewan
2020-11-27,-1,-10,0.0,8.7,1,85,04:06 PM,05:27 AM,08:32 AM,05:00 PM,-6,-9,-5,-9,26,26,87,0.0,1015,-1,10,237,13,Canada%2C%20Saskatchewan
2020-11-28,-2,-9,0.0,8.3,2,92,04:25 PM,06:34 AM,08:34 AM,04:59 PM,-7,-10,-5,-10,25,28,87,0.1,1013,-2,10,270,15,Canada%2C%20Saskatchewan
2020-11-29,-6,-12,0.0,8.2,2,100,04:48 PM,07:43 AM,08:35 AM,04:58 PM,-11,-15,-9,-15,28,21,88,0.0,1030,-6,10,236,14,Canada%2C%20Saskatchewan
2020-11-30,0,-8,0.0,8.2,2,100,05:17 PM,08:50 AM,08:36 AM,04:58 PM,-7,-8,-4,-8,32,12,76,0.0,1011,0,10,187,15,Canada%2C%20Saskatchewan
2020-12-01,-2,-6,0.0,3.1,1,89,05:54 PM,09:56 AM,08:38 AM,04:57 PM,-5,-9,-3,-9,38,65,84,0.3,1017,-2,8,291,24,Canada%2C%20Saskatchewan
2020-12-02,-7,-10,1.2,6.8,1,82,06:42 PM,10:56 AM,08:39 AM,04:57 PM,-9,-12,-8,-12,19,53,94,1.4,1034,-7,6,267,10,Canada%2C%20Saskatchewan
2020-12-03,1,-4,0.0,8.2,2,75,07:40 PM,11:48 AM,08:40 AM,04:56 PM,-6,-6,-2,-6,22,0,76,0.0,1023,1,10,252,10,Canada%2C%20Saskatchewan
2020-12-04,-1,-6,0.0,8.1,2,67,08:47 PM,12:30 PM,08:42 AM,04:56 PM,-5,-8,-3,-8,29,11,86,0.0,1020,-1,10,288,15,Canada%2C%20Saskatchewan
2020-12-05,2,-3,0.0,8.1,2,60,10:01 PM,01:04 PM,08:43 AM,04:55 PM,-4,-5,-1,-5,23,17,79,0.0,1024,2,10,237,11,Canada%2C%20Saskatchewan
2020-12-06,-1,-4,0.0,8.1,2,53,11:18 PM,01:31 PM,08:44 AM,04:55 PM,-6,-5,-2,-5,18,6,74,0.0,1018,-1,10,207,9,Canada%2C%20Saskatchewan
2020-12-07,1,-4,0.0,4.9,1,46,No moonrise,01:53 PM,08:45 AM,04:55 PM,-4,-6,-2,-6,28,28,81,0.0,1019,1,10,257,13,Canada%2C%20Saskatchewan
2020-12-08,2,-5,0.0,8.1,2,38,12:36 AM,02:13 PM,08:46 AM,04:55 PM,-2,-4,-0,-4,28,26,83,0.0,1012,2,10,249,14,Canada%2C%20Saskatchewan
2020-12-09,-1,-4,0.0,4.9,1,31,01:57 AM,02:32 PM,08:47 AM,04:54 PM,-4,-7,-2,-7,30,63,88,0.0,1017,-1,10,293,16,Canada%2C%20Saskatchewan
2020-12-10,-6,-9,0.9,3.0,1,24,03:18 AM,02:52 PM,08:48 AM,04:54 PM,-7,-12,-6,-12,25,74,95,1.1,1022,-6,8,305,14,Canada%2C%20Saskatchewan
2020-12-11,-9,-13,0.0,6.8,1,17,04:42 AM,03:14 PM,08:49 AM,04:54 PM,-11,-14,-10,-14,17,43,93,0.0,1025,-9,6,222,8,Canada%2C%20Saskatchewan
2020-12-12,-9,-14,0.0,8.0,1,9,06:08 AM,03:40 PM,08:50 AM,04:54 PM,-12,-17,-12,-17,20,43,94,0.0,1026,-9,6,134,10,Canada%2C%20Saskatchewan
2020-12-13,-19,-24,0.0,3.0,1,2,07:35 AM,04:14 PM,08:51 AM,04:54 PM,-20,-28,-20,-28,24,78,92,0.0,1031,-19,8,251,16,Canada%2C%20Saskatchewan
2020-12-14,-19,-26,0.0,8.0,2,0,08:58 AM,04:58 PM,08:52 AM,04:55 PM,-24,-29,-22,-29,20,39,84,0.0,1030,-19,10,143,10,Canada%2C%20Saskatchewan
2020-12-15,-14,-21,0.0,4.9,1,0,10:10 AM,05:54 PM,08:53 AM,04:55 PM,-18,-23,-18,-23,17,65,93,0.0,1020,-14,8,197,9,Canada%2C%20Saskatchewan
2020-12-16,-11,-14,0.0,6.8,1,5,11:08 AM,07:01 PM,08:54 AM,04:55 PM,-12,-16,-12,-16,16,72,92,0.0,1012,-11,9,265,8,Canada%2C%20Saskatchewan
2020-12-17,-2,-11,0.0,4.9,1,12,11:52 AM,08:15 PM,08:54 AM,04:55 PM,-7,-11,-6,-11,36,36,84,0.0,1007,-2,10,169,19,Canada%2C%20Saskatchewan
2020-12-18,-15,-22,0.0,4.9,1,20,12:23 PM,09:30 PM,08:55 AM,04:56 PM,-17,-24,-16,-24,34,67,90,0.1,1019,-15,9,264,22,Canada%2C%20Saskatchewan
2020-12-19,1,-15,0.0,4.9,1,27,12:48 PM,10:43 PM,08:56 AM,04:56 PM,-5,-9,-3,-9,44,59,84,0.0,1004,1,10,234,24,Canada%2C%20Saskatchewan
2020-12-20,1,-7,0.7,3.0,1,34,01:08 PM,11:54 PM,08:56 AM,04:56 PM,-5,-9,-3,-9,33,52,87,1.7,1003,1,8,236,18,Canada%2C%20Saskatchewan
2020-12-21,-5,-9,0.0,6.8,1,41,01:25 PM,No moonset,08:57 AM,04:57 PM,-6,-10,-5,-10,30,71,88,0.1,1012,-5,8,250,18,Canada%2C%20Saskatchewan
2020-12-22,-3,-11,0.2,3.0,1,49,01:41 PM,01:02 AM,08:57 AM,04:58 PM,-7,-10,-4,-10,40,98,92,12.2,1007,-3,5,128,27,Canada%2C%20Saskatchewan
2020-12-23,-21,-29,0.0,3.0,1,56,01:56 PM,02:08 AM,08:58 AM,04:58 PM,-22,-30,-22,-30,26,99,97,0.8,1028,-21,8,304,16,Canada%2C%20Saskatchewan
2020-12-24,-8,-23,0.0,6.8,1,63,02:11 PM,03:15 AM,08:58 AM,04:59 PM,-14,-20,-14,-20,23,47,91,0.0,1019,-8,7,181,11,Canada%2C%20Saskatchewan
2020-12-25,-6,-11,0.0,8.4,2,70,02:29 PM,04:21 AM,08:58 AM,05:00 PM,-9,-12,-7,-12,25,13,87,0.0,1016,-6,10,304,12,Canada%2C%20Saskatchewan
2020-12-26,-7,-11,0.0,3.2,1,78,02:51 PM,05:29 AM,08:59 AM,05:00 PM,-10,-14,-9,-14,18,93,90,0.3,1017,-7,9,102,10,Canada%2C%20Saskatchewan
2020-12-27,-13,-18,1.1,3.2,1,85,03:18 PM,06:37 AM,08:59 AM,05:01 PM,-14,-20,-14,-20,23,95,96,1.4,1024,-13,5,252,13,Canada%2C%20Saskatchewan
2020-12-28,-10,-21,0.0,8.4,1,92,03:52 PM,07:45 AM,08:59 AM,05:02 PM,-17,-23,-16,-23,24,50,93,0.0,1025,-10,7,208,11,Canada%2C%20Saskatchewan
2020-12-29,-9,-16,0.1,5.0,1,100,04:36 PM,08:47 AM,08:59 AM,05:03 PM,-12,-18,-11,-18,28,76,93,0.3,1019,-9,9,269,15,Canada%2C%20Saskatchewan
2020-12-30,-12,-18,0.0,6.9,1,100,05:32 PM,09:43 AM,08:59 AM,05:04 PM,-16,-21,-15,-21,20,42,92,0.0,1018,-12,7,207,10,Canada%2C%20Saskatchewan
2020-12-31,-8,-13,0.0,3.2,1,89,06:37 PM,10:29 AM,08:59 AM,05:05 PM,-13,-15,-11,-15,14,42,84,0.0,1015,-8,10,243,7,Canada%2C%20Saskatchewan
2021-01-01,-7,-15,0.0,8.5,2,79,07:51 PM,11:06 AM,08:59 AM,05:06 PM,-13,-16,-11,-16,18,9,86,0.0,1018,-7,10,224,9,Canada%2C%20Saskatchewan
2021-01-02,2,-8,0.0,8.5,2,71,09:08 PM,11:36 AM,08:59 AM,05:07 PM,-4,-6,-1,-6,34,19,83,0.0,1003,2,10,218,17,Canada%2C%20Saskatchewan
2021-01-03,3,-2,0.0,6.9,1,64,10:26 PM,11:59 AM,08:59 AM,05:08 PM,-2,-4,1,-4,42,35,81,0.4,998,3,9,235,21,Canada%2C%20Saskatchewan
2021-01-04,-4,-6,0.8,8.5,2,57,11:45 PM,12:20 PM,08:59 AM,05:09 PM,-7,-9,-4,-9,31,19,82,0.9,1008,-4,9,250,16,Canada%2C%20Saskatchewan
2021-01-05,-0,-6,0.0,3.2,1,50,No moonrise,12:38 PM,08:58 AM,05:10 PM,-5,-9,-3,-9,35,77,87,0.3,1010,-0,9,190,21,Canada%2C%20Saskatchewan
2021-01-06,-3,-10,0.0,8.5,2,42,01:04 AM,12:57 PM,08:58 AM,05:12 PM,-8,-12,-6,-12,28,20,87,0.0,1018,-3,10,202,14,Canada%2C%20Saskatchewan
2021-01-07,-3,-6,0.0,3.2,1,35,02:24 AM,01:17 PM,08:57 AM,05:13 PM,-6,-9,-4,-9,22,69,88,0.0,1023,-3,10,301,11,Canada%2C%20Saskatchewan
2021-01-08,-6,-9,0.0,8.6,1,28,03:46 AM,01:41 PM,08:57 AM,05:14 PM,-10,-10,-7,-10,12,35,78,0.0,1030,-6,10,209,6,Canada%2C%20Saskatchewan
2021-01-09,-5,-9,0.0,5.0,1,20,05:10 AM,02:09 PM,08:57 AM,05:16 PM,-8,-11,-7,-11,15,56,94,0.0,1031,-5,6,214,8,Canada%2C%20Saskatchewan
2021-01-10,-2,-7,0.0,8.6,2,13,06:32 AM,02:47 PM,08:56 AM,05:17 PM,-7,-10,-5,-10,28,35,87,0.0,1020,-2,10,202,14,Canada%2C%20Saskatchewan
2021-01-11,-4,-10,0.0,8.6,2,6,07:49 AM,03:37 PM,08:55 AM,05:18 PM,-8,-12,-7,-12,23,18,88,0.0,1017,-4,10,257,11,Canada%2C%20Saskatchewan
2021-01-12,1,-7,0.0,8.7,2,0,08:53 AM,04:38 PM,08:55 AM,05:20 PM,-4,-7,-2,-7,35,28,82,0.0,1009,1,10,244,18,Canada%2C%20Saskatchewan
2021-01-13,5,-4,0.0,8.7,1,0,09:43 AM,05:50 PM,08:54 AM,05:21 PM,-1,-2,2,-2,44,42,86,1.7,995,5,9,224,24,Canada%2C%20Saskatchewan
2021-01-14,-3,-8,0.0,3.3,1,1,10:20 AM,07:06 PM,08:53 AM,05:23 PM,-7,-13,-4,-13,71,89,80,3.3,1009,-3,5,315,49,Canada%2C%20Saskatchewan
2021-01-15,-9,-13,0.0,6.9,1,8,10:49 AM,08:21 PM,08:52 AM,05:24 PM,-11,-17,-10,-17,26,72,92,0.1,1027,-9,9,265,16,Canada%2C%20Saskatchewan
2021-01-16,-2,-10,0.0,8.7,2,16,11:11 AM,09:35 PM,08:52 AM,05:26 PM,-8,-12,-6,-12,34,24,86,0.0,1019,-2,10,267,18,Canada%2C%20Saskatchewan
2021-01-17,-6,-9,0.0,6.9,1,23,11:29 AM,10:45 PM,08:51 AM,05:27 PM,-8,-12,-7,-12,20,56,92,0.0,1016,-6,10,255,10,Canada%2C%20Saskatchewan
2021-01-18,-10,-21,0.3,3.3,1,30,11:46 AM,11:53 PM,08:50 AM,05:29 PM,-12,-17,-12,-17,17,96,95,1.1,1022,-10,4,286,11,Canada%2C%20Saskatchewan
2021-01-19,-10,-15,0.3,3.3,1,38,12:01 PM,No moonset,08:49 AM,05:30 PM,-10,-15,-10,-15,23,97,94,0.5,1022,-10,7,262,13,Canada%2C%20Saskatchewan
