date_time,Uzbekistan_maxtempC,Uzbekistan_mintempC,Uzbekistan_totalSnow_cm,Uzbekistan_sunHour,Uzbekistan_uvIndex,Uzbekistan_moon_illumination,Uzbekistan_moonrise,Uzbekistan_moonset,Uzbekistan_sunrise,Uzbekistan_sunset,Uzbekistan_DewPointC,Uzbekistan_FeelsLikeC,Uzbekistan_HeatIndexC,Uzbekistan_WindChillC,Uzbekistan_WindGustKmph,Uzbekistan_cloudcover,Uzbekistan_humidity,Uzbekistan_precipMM,Uzbekistan_pressure,Uzbekistan_tempC,Uzbekistan_visibility,Uzbekistan_winddirDegree,Uzbekistan_windspeedKmph,Uzbekistan_location
2020-11-23,3,-6,0.0,8.7,2,54,03:04 PM,01:11 AM,08:21 AM,05:58 PM,-6,-1,1,-1,7,14,62,0.0,1032,3,10,186,6,Uzbekistan
2020-11-24,2,-2,0.0,5.2,1,62,03:28 PM,02:12 AM,08:22 AM,05:57 PM,-8,-1,0,-1,7,53,54,0.0,1027,2,10,107,4,Uzbekistan
2020-11-25,5,-0,0.0,3.5,1,70,03:50 PM,03:12 AM,08:23 AM,05:57 PM,-7,1,2,1,6,93,53,0.0,1028,5,10,137,4,Uzbekistan
2020-11-26,6,2,0.0,3.5,1,77,04:11 PM,04:11 AM,08:24 AM,05:56 PM,-4,3,4,3,8,62,57,0.0,1028,6,10,148,4,Uzbekistan
2020-11-27,9,-0,0.0,3.5,2,85,04:34 PM,05:10 AM,08:25 AM,05:56 PM,-4,5,6,5,11,96,49,0.0,1023,9,10,138,6,Uzbekistan
2020-11-28,4,0,15.0,3.5,1,92,04:59 PM,06:09 AM,08:26 AM,05:56 PM,-0,2,3,2,9,69,78,19.5,1037,4,8,134,6,Uzbekistan
2020-11-29,8,1,0.0,8.7,2,100,05:27 PM,07:10 AM,08:27 AM,05:55 PM,-8,2,3,2,9,1,44,0.0,1040,8,10,54,6,Uzbekistan
2020-11-30,5,1,0.0,7.0,1,100,05:59 PM,08:11 AM,08:28 AM,05:55 PM,-10,1,2,1,7,48,39,0.0,1033,5,10,98,4,Uzbekistan
2020-12-01,9,-3,0.0,5.2,2,89,05:38 PM,08:12 AM,07:30 AM,04:54 PM,-5,3,4,3,9,56,50,0.2,1027,9,10,121,5,Uzbekistan
2020-12-02,9,4,0.0,7.0,2,82,06:23 PM,09:12 AM,07:31 AM,04:54 PM,0,6,6,6,5,55,65,0.0,1027,9,10,139,3,Uzbekistan
2020-12-03,8,6,0.0,3.5,2,75,07:17 PM,10:07 AM,07:32 AM,04:54 PM,1,6,7,6,7,74,68,0.0,1027,8,10,185,4,Uzbekistan
2020-12-04,4,2,0.0,3.5,1,67,08:16 PM,10:56 AM,07:33 AM,04:54 PM,-6,1,3,1,8,61,54,0.0,1029,4,10,267,7,Uzbekistan
2020-12-05,5,-1,0.0,8.7,2,60,09:22 PM,11:39 AM,07:34 AM,04:54 PM,-9,1,2,1,6,4,43,0.0,1031,5,10,280,5,Uzbekistan
2020-12-06,5,0,0.0,3.4,1,53,10:30 PM,12:15 PM,07:35 AM,04:54 PM,-9,2,2,2,6,61,44,0.0,1030,5,10,210,4,Uzbekistan
2020-12-07,3,-1,0.0,8.7,2,46,11:40 PM,12:48 PM,07:36 AM,04:54 PM,-6,-1,1,-1,6,11,63,0.0,1030,3,10,243,5,Uzbekistan
2020-12-08,2,-1,0.0,3.4,1,38,No moonrise,01:17 PM,07:37 AM,04:53 PM,-7,-0,0,-0,5,83,58,0.0,1031,2,10,277,4,Uzbekistan
2020-12-09,4,-0,0.3,5.2,1,31,12:50 AM,01:45 PM,07:37 AM,04:54 PM,-1,1,1,1,5,74,84,0.6,1031,4,8,314,3,Uzbekistan
2020-12-10,6,1,0.0,8.7,2,24,02:02 AM,02:12 PM,07:38 AM,04:54 PM,-1,3,3,3,3,23,73,0.0,1029,6,10,159,3,Uzbekistan
2020-12-11,6,1,0.0,5.2,1,17,03:16 AM,02:41 PM,07:39 AM,04:54 PM,-4,3,3,3,4,55,58,0.0,1028,6,10,132,3,Uzbekistan
2020-12-12,5,1,0.0,3.4,1,9,04:32 AM,03:14 PM,07:40 AM,04:54 PM,-4,2,3,2,5,75,63,0.0,1027,5,10,163,4,Uzbekistan
2020-12-13,6,1,0.0,8.7,2,2,05:50 AM,03:52 PM,07:41 AM,04:54 PM,-4,2,3,2,5,33,60,0.0,1028,6,10,200,4,Uzbekistan
2020-12-14,3,-1,0.0,8.7,1,0,07:07 AM,04:37 PM,07:41 AM,04:54 PM,-6,-1,1,-1,7,29,63,0.0,1031,3,10,213,5,Uzbekistan
2020-12-15,4,-1,0.0,8.7,2,0,08:20 AM,05:32 PM,07:42 AM,04:55 PM,-7,1,1,1,4,6,53,0.0,1034,4,10,172,3,Uzbekistan
2020-12-16,6,-1,0.0,8.7,2,5,09:24 AM,06:34 PM,07:43 AM,04:55 PM,-11,1,2,1,7,3,38,0.0,1035,6,10,125,6,Uzbekistan
2020-12-17,8,1,0.0,8.7,2,12,10:18 AM,07:41 PM,07:43 AM,04:55 PM,-11,3,4,3,8,0,32,0.0,1032,8,10,85,6,Uzbekistan
2020-12-18,8,0,0.0,8.7,2,20,11:01 AM,08:49 PM,07:44 AM,04:56 PM,-14,3,4,3,10,12,26,0.0,1027,8,10,127,5,Uzbekistan
2020-12-19,5,-0,0.0,3.4,1,27,11:37 AM,09:56 PM,07:45 AM,04:56 PM,-9,1,3,1,15,89,46,5.6,1025,5,8,124,9,Uzbekistan
2020-12-20,3,-3,0.0,3.4,1,34,12:05 PM,11:00 PM,07:45 AM,04:56 PM,1,-0,2,-0,11,98,88,4.0,1031,3,8,322,8,Uzbekistan
2020-12-21,6,-3,0.0,6.9,1,41,12:30 PM,No moonset,07:46 AM,04:57 PM,-1,1,3,1,8,75,73,0.1,1033,6,10,241,5,Uzbekistan
2020-12-22,5,1,0.0,6.9,1,49,12:54 PM,12:01 AM,07:46 AM,04:57 PM,-8,2,3,2,7,53,44,0.0,1029,5,10,47,4,Uzbekistan
2020-12-23,6,1,0.0,8.7,1,56,01:16 PM,01:01 AM,07:47 AM,04:58 PM,-6,3,3,3,5,30,50,0.0,1027,6,10,183,3,Uzbekistan
2020-12-24,7,2,0.0,5.2,1,63,01:38 PM,02:00 AM,07:47 AM,04:59 PM,-7,3,4,3,9,51,45,0.0,1022,7,10,127,5,Uzbekistan
2020-12-25,8,4,0.0,8.7,2,70,02:02 PM,02:59 AM,07:48 AM,04:59 PM,-4,5,6,5,9,72,52,0.0,1019,8,10,212,5,Uzbekistan
2020-12-26,8,4,0.0,3.6,2,78,02:28 PM,03:59 AM,07:48 AM,05:00 PM,3,4,6,4,13,100,84,4.0,1021,8,7,302,9,Uzbekistan
2020-12-27,0,-1,4.6,3.6,1,85,02:59 PM,05:01 AM,07:48 AM,05:01 PM,-1,-2,0,-2,11,100,90,5.4,1033,0,4,278,8,Uzbekistan
2020-12-28,1,-2,0.0,3.6,1,92,03:35 PM,06:02 AM,07:48 AM,05:01 PM,-2,-1,-1,-1,3,96,88,0.3,1034,1,7,224,3,Uzbekistan
2020-12-29,3,-4,0.0,8.7,2,100,04:18 PM,07:03 AM,07:49 AM,05:02 PM,-4,-2,0,-2,7,20,73,0.0,1034,3,10,155,5,Uzbekistan
2020-12-30,6,-5,0.0,8.7,2,100,05:10 PM,08:00 AM,07:49 AM,05:03 PM,-4,2,3,2,3,0,59,0.0,1034,6,10,125,2,Uzbekistan
2020-12-31,5,-1,0.0,8.7,2,89,06:09 PM,08:52 AM,07:49 AM,05:04 PM,-4,3,3,3,3,0,62,0.0,1034,5,10,184,2,Uzbekistan
2021-01-01,5,-2,0.0,8.7,2,79,07:14 PM,09:38 AM,07:49 AM,05:04 PM,-5,1,1,1,3,4,62,0.0,1032,5,10,65,2,Uzbekistan
2021-01-02,4,-1,0.0,8.7,2,71,08:22 PM,10:17 AM,07:49 AM,05:05 PM,-6,1,1,1,3,2,59,0.0,1032,4,10,153,2,Uzbekistan
2021-01-03,5,-3,0.0,8.7,2,64,09:32 PM,10:51 AM,07:49 AM,05:06 PM,-9,2,3,2,2,1,40,0.0,1030,5,10,196,2,Uzbekistan
2021-01-04,5,1,0.0,8.7,2,57,10:41 PM,11:21 AM,07:49 AM,05:07 PM,-8,3,3,3,3,0,44,0.0,1029,5,10,261,2,Uzbekistan
2021-01-05,2,-2,0.0,8.7,2,50,11:52 PM,11:48 AM,07:49 AM,05:08 PM,-8,1,1,1,3,7,52,0.0,1031,2,10,235,3,Uzbekistan
2021-01-06,3,-3,0.0,8.7,2,42,No moonrise,12:15 PM,07:49 AM,05:09 PM,-9,-1,0,-1,5,15,51,0.0,1034,3,10,173,4,Uzbekistan
2021-01-07,2,-4,0.0,8.7,2,35,01:03 AM,12:42 PM,07:49 AM,05:10 PM,-10,-2,-1,-2,4,6,47,0.0,1036,2,10,253,3,Uzbekistan
2021-01-08,2,-5,0.0,8.7,2,28,02:15 AM,01:12 PM,07:49 AM,05:11 PM,-8,-4,-3,-4,7,3,66,0.0,1039,2,10,57,5,Uzbekistan
2021-01-09,4,-4,0.0,8.7,2,20,03:30 AM,01:46 PM,07:49 AM,05:12 PM,-9,-2,-1,-2,8,1,53,0.0,1036,4,10,85,5,Uzbekistan
2021-01-10,4,-2,0.0,8.7,2,13,04:45 AM,02:27 PM,07:49 AM,05:13 PM,-9,0,1,0,6,4,46,0.0,1030,4,10,93,4,Uzbekistan
2021-01-11,9,2,0.0,8.7,3,6,05:58 AM,03:16 PM,07:48 AM,05:14 PM,-11,4,5,4,6,2,31,0.0,1022,9,10,99,3,Uzbekistan
2021-01-12,5,1,0.0,7.0,1,0,07:06 AM,04:14 PM,07:48 AM,05:15 PM,-11,2,4,2,7,49,33,0.0,1024,5,10,242,4,Uzbekistan
2021-01-13,7,3,0.0,8.7,2,0,08:04 AM,05:19 PM,07:48 AM,05:16 PM,-4,4,4,4,6,28,55,0.1,1027,7,10,162,3,Uzbekistan
2021-01-14,12,1,0.0,8.7,3,1,08:52 AM,06:27 PM,07:47 AM,05:18 PM,0,6,7,6,4,5,62,0.0,1023,12,10,222,3,Uzbekistan
2021-01-15,15,7,0.0,8.7,4,8,09:32 AM,07:36 PM,07:47 AM,05:19 PM,1,10,10,10,3,0,55,0.0,1017,15,10,95,2,Uzbekistan
2021-01-16,16,9,0.0,8.7,3,16,10:04 AM,08:43 PM,07:46 AM,05:20 PM,-3,12,12,12,9,12,37,0.0,1016,16,10,129,5,Uzbekistan
2021-01-17,15,9,0.0,8.7,4,23,10:31 AM,09:47 PM,07:46 AM,05:21 PM,-4,11,11,11,7,2,35,0.0,1015,15,10,137,5,Uzbekistan
2021-01-18,13,6,0.0,3.7,2,30,10:55 AM,10:48 PM,07:45 AM,05:22 PM,-6,9,9,9,11,62,34,0.0,1011,13,10,100,5,Uzbekistan
2021-01-19,14,9,0.0,7.0,3,38,11:18 AM,11:48 PM,07:45 AM,05:23 PM,-1,11,11,11,14,67,44,0.8,1016,14,10,138,7,Uzbekistan
2021-01-20,14,8,0.0,8.7,3,45,11:41 AM,No moonset,07:44 AM,05:25 PM,1,9,10,9,15,48,55,3.1,1021,14,10,93,8,Uzbekistan
2021-01-21,14,7,0.0,7.0,3,52,12:03 PM,12:48 AM,07:44 AM,05:26 PM,-8,10,11,10,11,37,27,0.0,1010,14,10,111,7,Uzbekistan
2021-01-22,-2,-4,13.1,3.7,1,59,12:28 PM,01:48 AM,07:43 AM,05:27 PM,-4,-4,-1,-4,13,100,79,16.8,1027,-2,5,225,11,Uzbekistan
2021-01-23,-1,-5,0.0,5.4,1,67,12:57 PM,02:48 AM,07:42 AM,05:28 PM,-7,-6,-3,-6,12,88,73,0.0,1039,-1,10,159,9,Uzbekistan
2021-01-24,4,-1,0.0,8.7,2,74,01:31 PM,03:49 AM,07:42 AM,05:30 PM,-6,-0,1,-0,7,44,61,0.1,1036,4,10,174,5,Uzbekistan
2021-01-25,3,-2,0.0,3.7,1,81,02:10 PM,04:50 AM,07:41 AM,05:31 PM,-5,0,1,0,4,62,65,0.0,1031,3,10,204,3,Uzbekistan
2021-01-26,7,0,0.0,8.7,2,88,02:59 PM,05:49 AM,07:40 AM,05:32 PM,-5,3,3,3,4,12,57,0.0,1029,7,10,115,3,Uzbekistan
2021-01-27,8,-0,0.0,8.7,3,96,03:56 PM,06:43 AM,07:39 AM,05:33 PM,-5,4,5,4,4,3,50,0.0,1028,8,10,146,3,Uzbekistan
2021-01-28,10,4,0.0,8.7,3,100,04:59 PM,07:33 AM,07:38 AM,05:35 PM,-5,6,6,6,6,0,44,0.0,1027,10,10,128,4,Uzbekistan
2021-01-29,12,4,0.0,8.7,3,90,06:08 PM,08:15 AM,07:38 AM,05:36 PM,-7,6,7,6,8,0,37,0.0,1024,12,10,48,5,Uzbekistan
2021-01-30,11,3,0.0,8.7,2,82,07:20 PM,08:51 AM,07:37 AM,05:37 PM,-10,6,7,6,12,36,29,0.0,1018,11,10,62,6,Uzbekistan
2021-01-31,12,4,0.0,7.1,3,79,08:31 PM,09:23 AM,07:36 AM,05:38 PM,-3,8,9,8,15,67,42,0.0,1013,12,10,155,8,Uzbekistan
2021-02-01,14,8,0.0,5.4,3,63,09:43 PM,09:52 AM,07:35 AM,05:40 PM,2,9,10,9,12,59,58,0.0,1023,14,10,148,8,Uzbekistan
2021-02-02,14,8,0.0,8.7,4,55,10:55 PM,10:18 AM,07:34 AM,05:41 PM,1,10,11,10,8,44,54,0.0,1028,14,10,104,5,Uzbekistan
2021-02-03,15,7,0.0,8.7,4,48,No moonrise,10:46 AM,07:33 AM,05:42 PM,4,11,11,11,7,1,62,0.0,1027,15,10,181,5,Uzbekistan
2021-02-04,13,6,0.0,7.1,2,40,12:07 AM,11:14 AM,07:32 AM,05:43 PM,-2,9,10,9,9,32,45,0.0,1024,13,10,131,5,Uzbekistan
2021-02-05,14,6,0.0,3.8,3,33,01:20 AM,11:47 AM,07:30 AM,05:45 PM,-8,9,10,9,10,79,28,0.0,1020,14,10,126,5,Uzbekistan
2021-02-06,17,8,0.0,5.4,3,25,02:33 AM,12:24 PM,07:29 AM,05:46 PM,-8,11,12,11,12,84,25,0.0,1016,17,10,157,6,Uzbekistan
2021-02-07,13,8,0.0,3.8,3,18,03:45 AM,01:09 PM,07:28 AM,05:47 PM,5,10,11,10,10,95,68,13.0,1021,13,9,136,7,Uzbekistan
