date_time,Bhutan_maxtempC,Bhutan_mintempC,Bhutan_totalSnow_cm,Bhutan_sunHour,Bhutan_uvIndex,Bhutan_moon_illumination,Bhutan_moonrise,Bhutan_moonset,Bhutan_sunrise,Bhutan_sunset,Bhutan_DewPointC,Bhutan_FeelsLikeC,Bhutan_HeatIndexC,Bhutan_WindChillC,Bhutan_WindGustKmph,Bhutan_cloudcover,Bhutan_humidity,Bhutan_precipMM,Bhutan_pressure,Bhutan_tempC,Bhutan_visibility,Bhutan_winddirDegree,Bhutan_windspeedKmph,Bhutan_location
2020-01-01,8,-3,0.0,5.6,1,37,11:06 AM,10:51 PM,06:52 AM,05:18 PM,-13,0,2,0,8,53,38,0.0,1024,8,10,210,5,Bhutan
2020-01-02,8,-2,0.8,7.1,1,44,11:38 AM,11:43 PM,06:52 AM,05:19 PM,-7,1,2,1,7,41,55,1.0,1024,8,9,215,4,Bhutan
2020-01-03,2,-3,3.8,5.6,1,51,12:08 PM,No moonset,06:52 AM,05:20 PM,-3,-2,-1,-2,6,60,84,4.5,1020,2,7,150,4,Bhutan
2020-01-04,0,-4,9.6,4.0,1,59,12:39 PM,12:33 AM,06:52 AM,05:20 PM,-2,-3,-2,-3,5,95,98,11.3,1016,0,4,177,4,Bhutan
2020-01-05,0,-7,8.8,5.6,1,66,01:12 PM,01:26 AM,06:53 AM,05:21 PM,-5,-5,-4,-5,8,72,94,10.4,1017,0,5,206,4,Bhutan
2020-01-06,4,-8,0.0,8.7,2,73,01:47 PM,02:19 AM,06:53 AM,05:22 PM,-7,-3,-1,-3,10,12,74,0.0,1018,4,10,214,6,Bhutan
2020-01-07,7,-3,0.3,7.1,1,80,02:26 PM,03:16 AM,06:53 AM,05:23 PM,-7,0,2,0,7,25,61,0.3,1017,7,8,216,5,Bhutan
2020-01-08,5,-3,2.6,5.6,1,88,03:10 PM,04:14 AM,06:53 AM,05:23 PM,-3,-1,-0,-1,5,69,80,3.1,1017,5,7,177,3,Bhutan
2020-01-09,-0,-2,12.2,4.0,1,95,04:01 PM,05:15 AM,06:53 AM,05:24 PM,-2,-2,-1,-2,4,98,98,14.3,1016,-0,2,134,3,Bhutan
2020-01-10,4,-8,0.0,7.1,1,100,04:59 PM,06:15 AM,06:53 AM,05:25 PM,-5,-4,-2,-4,9,24,82,0.1,1018,4,9,251,5,Bhutan
2020-01-11,7,-6,0.0,8.7,2,100,06:02 PM,07:14 AM,06:53 AM,05:26 PM,-6,-1,1,-1,11,6,68,0.0,1018,7,10,214,6,Bhutan
2020-01-12,11,-2,0.0,8.7,3,83,07:08 PM,08:08 AM,06:53 AM,05:26 PM,-9,4,5,4,10,2,44,0.0,1016,11,10,215,6,Bhutan
2020-01-13,11,-1,0.0,8.7,3,76,08:14 PM,08:57 AM,06:53 AM,05:27 PM,-5,4,6,4,9,5,55,0.0,1014,11,10,213,5,Bhutan
2020-01-14,10,-1,0.0,8.7,2,69,09:20 PM,09:42 AM,06:53 AM,05:28 PM,-3,3,4,3,8,15,67,0.0,1014,10,9,174,5,Bhutan
2020-01-15,9,-2,0.0,8.7,3,61,10:24 PM,10:23 AM,06:53 AM,05:29 PM,-4,2,3,2,7,15,64,0.0,1017,9,10,204,5,Bhutan
2020-01-16,10,-2,0.0,8.7,2,54,11:27 PM,11:02 AM,06:53 AM,05:30 PM,-5,2,4,2,8,16,62,0.0,1017,10,9,215,5,Bhutan
2020-01-17,9,-2,0.9,7.1,1,47,No moonrise,11:39 AM,06:53 AM,05:30 PM,-3,1,2,1,6,47,75,1.5,1019,9,8,172,4,Bhutan
2020-01-18,7,-3,0.9,7.1,1,40,12:29 AM,12:17 PM,06:53 AM,05:31 PM,-2,1,2,1,6,48,81,1.6,1019,7,8,197,4,Bhutan
2020-01-19,4,-2,4.3,5.6,1,32,01:31 AM,12:57 PM,06:53 AM,05:32 PM,-2,-0,1,-0,7,69,88,5.0,1016,4,6,211,4,Bhutan
2020-01-20,4,-6,5.9,7.2,1,25,02:32 AM,01:39 PM,06:53 AM,05:33 PM,-5,-3,-1,-3,8,59,80,6.9,1017,4,7,184,5,Bhutan
2020-01-21,6,-6,1.5,7.2,1,18,03:34 AM,02:25 PM,06:52 AM,05:34 PM,-5,-2,0,-2,8,39,73,1.9,1018,6,8,210,5,Bhutan
2020-01-22,7,-5,0.9,7.2,1,11,04:33 AM,03:15 PM,06:52 AM,05:34 PM,-5,-1,1,-1,7,45,72,1.2,1017,7,9,204,5,Bhutan
2020-01-23,3,-4,4.0,5.6,1,3,05:30 AM,04:09 PM,06:52 AM,05:35 PM,-4,-2,-1,-2,5,71,82,4.8,1013,3,7,221,4,Bhutan
2020-01-24,5,-7,0.1,8.7,2,0,06:22 AM,05:04 PM,06:51 AM,05:36 PM,-7,-3,-1,-3,9,19,68,0.1,1016,5,10,187,5,Bhutan
2020-01-25,8,-6,0.0,8.7,2,0,07:10 AM,06:00 PM,06:51 AM,05:37 PM,-14,-1,1,-1,11,4,41,0.0,1017,8,10,215,6,Bhutan
2020-01-26,6,-5,0.5,7.2,1,4,07:52 AM,06:56 PM,06:51 AM,05:38 PM,-8,-2,-0,-2,8,29,62,0.7,1013,6,8,218,5,Bhutan
2020-01-27,6,-6,0.8,7.2,1,11,08:30 AM,07:50 PM,06:50 AM,05:38 PM,-6,-2,-0,-2,7,46,71,1.2,1012,6,8,184,5,Bhutan
2020-01-28,5,-6,1.5,7.2,1,18,09:05 AM,08:42 PM,06:50 AM,05:39 PM,-4,-2,-0,-2,7,56,82,1.8,1012,5,6,178,5,Bhutan
2020-01-29,6,-4,1.1,7.2,1,26,09:37 AM,09:34 PM,06:50 AM,05:40 PM,-3,-1,0,-1,6,54,81,1.6,1016,6,6,216,4,Bhutan
2020-01-30,4,-4,3.5,5.6,1,33,10:08 AM,10:25 PM,06:49 AM,05:41 PM,-3,-2,-1,-2,7,74,84,4.1,1015,4,6,198,5,Bhutan
2020-01-31,5,-5,0.9,7.2,1,37,10:38 AM,11:16 PM,06:49 AM,05:42 PM,-5,-2,-0,-2,7,45,76,1.1,1015,5,7,179,5,Bhutan
2020-02-01,5,-5,2.0,7.2,1,49,11:10 AM,No moonset,06:48 AM,05:42 PM,-5,-2,-1,-2,6,48,79,2.3,1016,5,7,174,4,Bhutan
2020-02-02,5,-6,2.0,7.2,1,57,11:43 AM,12:08 AM,06:48 AM,05:43 PM,-6,-2,-1,-2,7,60,74,2.5,1017,5,7,210,5,Bhutan
2020-02-03,7,-5,0.3,7.2,1,64,12:19 PM,01:02 AM,06:47 AM,05:44 PM,-8,-1,1,-1,8,29,60,0.4,1017,7,9,216,6,Bhutan
2020-02-04,7,-5,2.2,7.2,1,72,01:00 PM,01:59 AM,06:47 AM,05:45 PM,-5,-0,1,-0,7,45,71,2.8,1016,7,8,209,5,Bhutan
2020-02-05,4,-5,2.9,5.6,1,79,01:47 PM,02:57 AM,06:46 AM,05:45 PM,-5,-2,-1,-2,7,69,80,3.6,1014,4,8,212,5,Bhutan
2020-02-06,6,-6,1.3,7.2,1,87,02:40 PM,03:57 AM,06:45 AM,05:46 PM,-6,-2,-0,-2,9,37,70,1.8,1015,6,8,207,6,Bhutan
2020-02-07,6,-6,0.7,7.2,1,95,03:41 PM,04:56 AM,06:45 AM,05:47 PM,-6,-2,-0,-2,7,53,73,1.0,1019,6,8,211,5,Bhutan
2020-02-08,6,-6,1.1,7.2,1,100,04:46 PM,05:53 AM,06:44 AM,05:48 PM,-6,-2,0,-2,8,57,72,1.4,1020,6,7,220,5,Bhutan
2020-02-09,7,-6,0.0,8.7,2,100,05:54 PM,06:45 AM,06:44 AM,05:48 PM,-12,-1,2,-1,10,4,50,0.0,1022,7,10,211,6,Bhutan
2020-02-10,9,-5,0.0,8.7,1,83,07:02 PM,07:34 AM,06:43 AM,05:49 PM,-10,-1,1,-1,10,18,51,0.1,1018,9,9,210,6,Bhutan
2020-02-11,9,-4,0.0,8.7,1,75,08:09 PM,08:17 AM,06:42 AM,05:50 PM,-6,1,2,1,8,21,63,0.0,1016,9,9,170,5,Bhutan
2020-02-12,12,-2,0.0,8.7,3,68,09:16 PM,08:58 AM,06:41 AM,05:51 PM,-3,5,6,5,8,15,63,0.0,1016,12,10,208,5,Bhutan
2020-02-13,13,0,0.0,8.7,3,60,10:20 PM,09:38 AM,06:41 AM,05:51 PM,-1,5,7,5,8,12,66,0.0,1014,13,10,216,5,Bhutan
2020-02-14,10,2,0.1,8.7,2,53,11:24 PM,10:16 AM,06:40 AM,05:52 PM,1,4,5,4,6,34,78,0.1,1010,10,9,115,5,Bhutan
2020-02-15,10,1,0.1,8.7,3,45,No moonrise,10:56 AM,06:39 AM,05:53 PM,1,4,4,4,6,44,80,0.1,1013,10,9,87,5,Bhutan
2020-02-16,12,-0,0.0,8.7,2,38,12:26 AM,11:38 AM,06:38 AM,05:53 PM,1,5,6,5,6,33,74,0.0,1017,12,10,153,5,Bhutan
2020-02-17,10,2,1.5,7.2,2,30,01:29 AM,12:23 PM,06:38 AM,05:54 PM,1,4,4,4,5,56,81,2.2,1016,10,8,144,4,Bhutan
2020-02-18,12,-0,0.9,7.2,2,22,02:28 AM,01:12 PM,06:37 AM,05:55 PM,0,5,7,5,6,56,77,1.3,1016,12,7,173,5,Bhutan
2020-02-19,11,1,0.9,5.7,2,15,03:26 AM,02:04 PM,06:36 AM,05:55 PM,1,4,5,4,5,59,80,1.7,1017,11,9,118,4,Bhutan
2020-02-20,9,1,0.1,7.2,2,7,04:18 AM,02:58 PM,06:35 AM,05:56 PM,1,3,4,3,5,46,80,0.5,1018,9,10,197,4,Bhutan
2020-02-21,12,0,0.7,7.2,2,0,05:07 AM,03:53 PM,06:34 AM,05:57 PM,0,5,5,5,6,46,76,1.0,1021,12,9,194,5,Bhutan
2020-02-22,8,0,5.5,5.7,1,0,05:51 AM,04:48 PM,06:33 AM,05:57 PM,0,3,3,3,5,61,80,7.7,1023,8,8,210,3,Bhutan
2020-02-23,9,-1,5.8,4.2,2,0,06:29 AM,05:43 PM,06:32 AM,05:58 PM,0,3,4,3,6,72,82,8.7,1021,9,8,194,4,Bhutan
2020-02-24,8,-0,0.6,5.7,1,0,07:05 AM,06:36 PM,06:31 AM,05:59 PM,-1,2,4,2,7,59,81,2.4,1018,8,8,223,5,Bhutan
2020-02-25,7,-2,9.6,5.7,1,8,07:38 AM,07:28 PM,06:30 AM,05:59 PM,-2,1,2,1,6,70,80,12.5,1017,7,7,206,4,Bhutan
2020-02-26,4,-1,15.9,5.9,1,15,08:08 AM,08:19 PM,06:29 AM,06:00 PM,-0,-0,1,-0,5,83,93,18.7,1016,4,5,109,4,Bhutan
2020-02-27,8,-4,1.0,8.7,1,23,08:39 AM,09:10 PM,06:29 AM,06:01 PM,-2,0,2,0,9,34,78,1.7,1017,8,9,215,5,Bhutan
2020-02-28,12,-2,0.9,11.6,2,30,09:10 AM,10:02 PM,06:28 AM,06:01 PM,-4,2,4,2,11,11,59,1.1,1018,12,9,214,6,Bhutan
2020-02-29,12,-1,1.7,10.2,2,38,09:42 AM,10:54 PM,06:27 AM,06:02 PM,-3,5,6,5,9,24,63,2.0,1017,12,9,219,6,Bhutan
2020-03-01,11,-1,4.5,7.3,2,44,10:16 AM,11:49 PM,06:26 AM,06:02 PM,-0,3,5,3,9,50,75,7.5,1016,11,9,215,5,Bhutan
2020-03-02,8,0,4.3,7.3,1,51,10:54 AM,No moonset,06:25 AM,06:03 PM,1,3,4,3,5,59,84,7.4,1015,8,7,197,4,Bhutan
2020-03-03,9,-1,4.8,7.3,1,58,11:37 AM,12:44 AM,06:24 AM,06:03 PM,0,3,4,3,7,72,80,9.0,1013,9,8,205,5,Bhutan
2020-03-04,7,-1,0.7,10.2,1,65,12:26 PM,01:42 AM,06:23 AM,06:04 PM,-0,2,3,2,6,53,81,2.4,1014,7,8,228,5,Bhutan
2020-03-05,8,-1,0.7,10.2,1,73,01:22 PM,02:39 AM,06:22 AM,06:05 PM,-1,2,4,2,7,45,78,2.3,1016,8,8,218,5,Bhutan
2020-03-06,8,-2,0.4,10.2,1,80,02:23 PM,03:37 AM,06:20 AM,06:05 PM,-2,2,3,2,7,39,76,2.3,1017,8,9,206,5,Bhutan
2020-03-07,9,-2,0.6,8.8,1,87,03:29 PM,04:30 AM,06:19 AM,06:06 PM,-2,1,3,1,9,39,74,1.9,1017,9,10,214,5,Bhutan
2020-03-08,10,-2,0.9,8.8,2,95,04:37 PM,05:20 AM,06:18 AM,06:06 PM,-0,3,4,3,7,50,77,1.6,1014,10,9,213,5,Bhutan
2020-03-09,12,-1,0.9,8.8,2,100,05:46 PM,06:06 AM,06:17 AM,06:07 PM,0,5,5,5,7,48,75,2.0,1013,12,8,183,5,Bhutan
2020-03-10,11,1,0.4,8.8,2,100,06:54 PM,06:49 AM,06:16 AM,06:07 PM,2,5,5,5,6,48,79,1.9,1013,11,8,168,5,Bhutan
2020-03-11,10,-1,0.2,8.8,2,84,08:01 PM,07:30 AM,06:15 AM,06:08 PM,1,4,5,4,6,45,78,1.5,1014,10,9,203,5,Bhutan
2020-03-12,12,0,0.9,10.2,2,76,09:08 PM,08:10 AM,06:14 AM,06:09 PM,1,6,7,6,7,47,74,1.8,1016,12,9,188,5,Bhutan
2020-03-13,15,1,0.0,11.6,2,69,10:14 PM,08:51 AM,06:13 AM,06:09 PM,1,7,8,7,8,37,68,1.0,1019,15,10,192,5,Bhutan
2020-03-14,12,3,3.3,7.4,2,62,11:19 PM,09:34 AM,06:12 AM,06:10 PM,3,6,6,6,4,76,81,9.7,1018,12,8,256,3,Bhutan
2020-03-15,10,1,1.3,7.4,2,55,No moonrise,10:19 AM,06:11 AM,06:10 PM,1,5,6,5,8,70,79,5.0,1017,10,8,180,5,Bhutan
2020-03-16,12,-2,0.0,10.2,2,47,12:22 AM,11:08 AM,06:10 AM,06:11 PM,-3,3,5,3,10,36,64,0.3,1017,12,10,202,6,Bhutan
2020-03-17,11,-0,0.3,10.2,2,40,01:22 AM,12:00 PM,06:09 AM,06:11 PM,-2,4,5,4,8,28,66,1.0,1017,11,9,218,6,Bhutan
2020-03-18,11,-0,0.6,8.8,2,33,02:16 AM,12:54 PM,06:08 AM,06:12 PM,1,4,5,4,8,36,76,3.2,1016,11,9,197,5,Bhutan
2020-03-19,11,0,2.2,6.0,2,25,03:06 AM,01:49 PM,06:06 AM,06:12 PM,1,4,4,4,6,75,82,5.0,1015,11,8,186,5,Bhutan
2020-03-20,9,-0,6.2,7.4,2,18,03:51 AM,02:44 PM,06:05 AM,06:13 PM,1,3,4,3,7,65,81,10.3,1015,9,7,194,5,Bhutan
2020-03-21,10,-1,5.5,7.4,2,11,04:30 AM,03:38 PM,06:04 AM,06:13 PM,0,3,4,3,8,64,79,9.1,1015,10,8,209,5,Bhutan
2020-03-22,10,-1,5.5,7.4,2,4,05:06 AM,04:31 PM,06:03 AM,06:14 PM,0,3,4,3,8,66,79,10.0,1016,10,8,217,5,Bhutan
2020-03-23,11,2,5.2,8.8,2,0,05:40 AM,05:24 PM,06:02 AM,06:14 PM,2,5,6,5,6,65,81,13.5,1016,11,7,230,4,Bhutan
2020-03-24,15,0,0.7,7.5,2,0,06:11 AM,06:14 PM,06:01 AM,06:15 PM,1,6,7,6,9,53,69,2.3,1015,15,10,214,6,Bhutan
2020-03-25,14,2,0.0,11.7,2,3,06:41 AM,07:06 PM,06:00 AM,06:15 PM,1,6,7,6,9,31,70,4.6,1014,14,10,218,6,Bhutan
2020-03-26,15,1,0.6,12.6,3,11,07:11 AM,07:57 PM,05:59 AM,06:16 PM,3,8,9,8,8,35,73,1.1,1014,15,9,176,6,Bhutan
2020-03-27,16,5,0.0,12.6,3,18,07:43 AM,08:49 PM,05:58 AM,06:16 PM,5,9,9,9,6,49,76,1.2,1015,16,10,183,4,Bhutan
