date_time,Myanmar_maxtempC,Myanmar_mintempC,Myanmar_totalSnow_cm,Myanmar_sunHour,Myanmar_uvIndex,Myanmar_moon_illumination,Myanmar_moonrise,Myanmar_moonset,Myanmar_sunrise,Myanmar_sunset,Myanmar_DewPointC,Myanmar_FeelsLikeC,Myanmar_HeatIndexC,Myanmar_WindChillC,Myanmar_WindGustKmph,Myanmar_cloudcover,Myanmar_humidity,Myanmar_precipMM,Myanmar_pressure,Myanmar_tempC,Myanmar_visibility,Myanmar_winddirDegree,Myanmar_windspeedKmph,Myanmar_location
2020-10-31,30,25,0.0,5.7,6,97,05:35 PM,05:37 AM,06:03 AM,05:35 PM,24,31,31,27,20,60,82,6.0,1009,30,10,115,13,Myanmar
2020-11-01,30,26,0.0,5.7,6,89,06:12 PM,06:24 AM,06:03 AM,05:35 PM,24,32,32,28,15,63,81,11.1,1010,30,10,146,9,Myanmar
2020-11-02,33,25,0.0,5.7,6,81,06:51 PM,07:13 AM,06:04 AM,05:34 PM,24,33,33,28,8,55,79,7.1,1010,33,10,198,5,Myanmar
2020-11-03,33,26,0.0,5.7,6,74,07:34 PM,08:04 AM,06:04 AM,05:34 PM,24,33,33,29,10,60,79,29.7,1011,33,7,267,5,Myanmar
2020-11-04,32,25,0.0,5.7,6,66,08:20 PM,08:56 AM,06:04 AM,05:34 PM,24,32,32,28,10,77,79,28.0,1011,32,8,249,5,Myanmar
2020-11-05,32,25,0.0,5.7,6,58,09:11 PM,09:50 AM,06:05 AM,05:33 PM,24,33,33,28,8,51,78,6.6,1011,32,9,233,5,Myanmar
2020-11-06,32,26,0.0,5.7,6,51,10:05 PM,10:42 AM,06:05 AM,05:33 PM,24,33,33,28,8,45,78,4.2,1011,32,10,157,6,Myanmar
2020-11-07,33,25,0.0,4.2,6,43,11:01 PM,11:34 AM,06:06 AM,05:32 PM,24,33,33,29,11,75,76,4.1,1012,33,9,113,8,Myanmar
2020-11-08,32,25,0.0,5.7,6,36,11:58 PM,12:23 PM,06:06 AM,05:32 PM,24,32,32,28,13,70,79,27.3,1012,32,8,120,8,Myanmar
2020-11-09,31,25,0.0,5.7,6,28,No moonrise,01:11 PM,06:06 AM,05:32 PM,23,31,31,28,14,55,74,9.9,1011,31,9,71,9,Myanmar
2020-11-10,31,24,0.0,7.2,6,21,12:56 AM,01:56 PM,06:07 AM,05:32 PM,22,31,31,27,12,34,75,0.3,1011,31,10,102,8,Myanmar
2020-11-11,31,24,0.0,8.7,7,13,01:55 AM,02:39 PM,06:07 AM,05:31 PM,21,30,30,27,13,8,70,0.0,1012,31,10,115,9,Myanmar
2020-11-12,31,23,0.0,8.7,7,6,02:53 AM,03:23 PM,06:08 AM,05:31 PM,21,30,30,27,12,32,69,0.1,1012,31,10,39,8,Myanmar
2020-11-13,32,24,0.0,8.7,7,0,03:53 AM,04:07 PM,06:08 AM,05:31 PM,22,31,31,28,12,33,70,0.0,1011,32,10,108,8,Myanmar
2020-11-14,32,25,0.0,8.7,7,0,04:55 AM,04:54 PM,06:09 AM,05:31 PM,23,32,32,28,11,27,76,0.3,1010,32,10,113,7,Myanmar
2020-11-15,33,25,0.0,8.7,7,0,05:58 AM,05:44 PM,06:09 AM,05:31 PM,23,32,32,28,13,19,74,0.0,1011,33,10,147,9,Myanmar
2020-11-16,33,24,0.0,8.7,7,2,07:04 AM,06:38 PM,06:10 AM,05:30 PM,22,31,31,28,12,13,72,0.0,1011,33,10,148,8,Myanmar
2020-11-17,32,24,0.0,8.7,7,9,08:10 AM,07:36 PM,06:10 AM,05:30 PM,22,31,31,28,10,25,70,0.0,1010,32,10,128,7,Myanmar
2020-11-18,33,25,0.0,8.7,8,17,09:14 AM,08:36 PM,06:11 AM,05:30 PM,22,32,32,29,9,4,67,0.0,1009,33,10,230,6,Myanmar
2020-11-19,34,25,0.0,8.7,8,24,10:14 AM,09:37 PM,06:11 AM,05:30 PM,22,32,32,29,10,0,67,0.0,1009,34,10,205,7,Myanmar
2020-11-20,32,23,0.0,8.7,7,32,11:08 AM,10:35 PM,06:12 AM,05:30 PM,21,29,29,27,13,0,72,0.0,1009,32,10,214,10,Myanmar
2020-11-21,31,22,0.0,8.7,7,39,11:56 AM,11:31 PM,06:12 AM,05:30 PM,20,28,28,26,15,1,71,0.0,1010,31,10,212,11,Myanmar
2020-11-22,31,22,0.0,8.7,7,47,12:38 PM,No moonset,06:13 AM,05:30 PM,19,28,28,26,13,8,69,0.0,1011,31,10,174,9,Myanmar
2020-11-23,32,22,0.0,8.7,7,54,01:17 PM,12:22 AM,06:14 AM,05:30 PM,19,28,28,27,11,22,63,0.0,1011,32,10,141,7,Myanmar
2020-11-24,32,22,0.0,8.7,7,62,01:53 PM,01:12 AM,06:14 AM,05:30 PM,20,29,29,27,14,16,67,0.0,1012,32,10,113,9,Myanmar
2020-11-25,32,24,0.0,8.7,6,70,02:27 PM,01:59 AM,06:15 AM,05:30 PM,22,31,31,28,12,30,71,0.0,1012,32,10,136,8,Myanmar
2020-11-26,33,24,0.0,8.7,7,77,03:01 PM,02:46 AM,06:15 AM,05:30 PM,21,30,30,28,15,10,71,0.0,1012,33,10,153,10,Myanmar
2020-11-27,33,23,0.0,8.7,7,85,03:36 PM,03:33 AM,06:16 AM,05:30 PM,21,30,30,27,16,6,68,0.0,1013,33,10,117,11,Myanmar
2020-11-28,31,23,0.0,8.7,7,92,04:11 PM,04:20 AM,06:16 AM,05:30 PM,20,29,29,27,14,30,65,0.0,1013,31,10,55,10,Myanmar
2020-11-29,32,24,0.0,8.7,7,100,04:50 PM,05:09 AM,06:17 AM,05:30 PM,20,30,30,27,10,10,67,0.0,1013,32,10,121,7,Myanmar
2020-11-30,32,23,0.0,8.7,7,100,05:32 PM,06:00 AM,06:18 AM,05:31 PM,20,29,29,27,12,24,66,0.0,1013,32,10,34,8,Myanmar
2020-12-01,32,24,0.0,8.7,6,89,06:17 PM,06:52 AM,06:18 AM,05:31 PM,20,30,30,28,12,35,66,0.0,1013,32,10,134,8,Myanmar
2020-12-02,33,24,0.0,8.7,7,82,07:07 PM,07:46 AM,06:19 AM,05:31 PM,20,30,30,28,13,30,66,0.0,1012,33,10,136,9,Myanmar
2020-12-03,33,24,0.0,7.2,6,75,08:00 PM,08:39 AM,06:19 AM,05:31 PM,21,30,30,28,10,50,67,1.6,1011,33,10,127,7,Myanmar
2020-12-04,31,24,0.0,7.2,6,67,08:56 PM,09:32 AM,06:20 AM,05:31 PM,21,30,30,27,9,57,67,4.1,1011,31,9,147,6,Myanmar
2020-12-05,30,24,0.0,8.7,7,60,09:53 PM,10:21 AM,06:20 AM,05:32 PM,20,29,29,27,14,19,66,0.0,1012,30,10,131,10,Myanmar
2020-12-06,33,23,0.0,8.7,7,53,10:49 PM,11:09 AM,06:21 AM,05:32 PM,20,29,29,27,8,6,65,0.0,1013,33,10,105,6,Myanmar
2020-12-07,34,22,0.0,8.7,7,46,11:46 PM,11:53 AM,06:22 AM,05:32 PM,20,30,30,28,9,5,62,0.0,1013,34,10,197,7,Myanmar
2020-12-08,34,23,0.0,8.7,7,38,No moonrise,12:36 PM,06:22 AM,05:32 PM,19,29,29,28,9,0,60,0.0,1013,34,10,127,7,Myanmar
2020-12-09,32,22,0.0,8.7,7,31,12:42 AM,01:18 PM,06:23 AM,05:33 PM,19,29,29,27,9,3,63,0.0,1012,32,10,200,6,Myanmar
2020-12-10,33,23,0.0,8.7,7,24,01:39 AM,01:59 PM,06:23 AM,05:33 PM,19,29,29,28,8,0,60,0.0,1011,33,10,195,7,Myanmar
2020-12-11,33,23,0.0,8.7,7,17,02:37 AM,02:43 PM,06:24 AM,05:33 PM,19,29,29,27,9,0,61,0.0,1012,33,10,292,7,Myanmar
2020-12-12,33,21,0.0,8.7,7,9,03:38 AM,03:30 PM,06:25 AM,05:34 PM,17,28,28,27,12,0,56,0.0,1011,33,10,214,9,Myanmar
2020-12-13,32,21,0.0,8.7,7,2,04:41 AM,04:21 PM,06:25 AM,05:34 PM,16,28,28,27,10,3,54,0.0,1010,32,10,238,7,Myanmar
2020-12-14,34,23,0.0,8.7,7,0,05:47 AM,05:17 PM,06:26 AM,05:35 PM,18,30,30,28,9,0,55,0.0,1010,34,10,213,8,Myanmar
2020-12-15,34,21,0.0,8.7,7,0,06:52 AM,06:16 PM,06:26 AM,05:35 PM,16,28,28,27,13,7,54,0.0,1011,34,10,176,8,Myanmar
2020-12-16,34,23,0.0,8.7,7,5,07:55 AM,07:18 PM,06:27 AM,05:35 PM,19,31,31,28,12,25,58,0.0,1012,34,10,113,8,Myanmar
2020-12-17,34,24,0.0,8.7,7,12,08:54 AM,08:19 PM,06:27 AM,05:36 PM,20,31,31,28,10,22,62,0.0,1012,34,10,153,7,Myanmar
2020-12-18,35,24,0.0,8.7,8,20,09:46 AM,09:18 PM,06:28 AM,05:36 PM,19,31,31,29,9,8,56,0.0,1011,35,10,162,6,Myanmar
2020-12-19,32,24,0.0,7.2,6,27,10:32 AM,10:12 PM,06:28 AM,05:37 PM,19,29,29,28,12,19,62,0.0,1011,32,10,164,8,Myanmar
2020-12-20,32,24,0.0,8.7,7,34,11:14 AM,11:04 PM,06:29 AM,05:37 PM,19,30,30,28,10,26,61,0.0,1012,32,10,182,7,Myanmar
2020-12-21,31,21,0.0,5.7,6,41,11:51 AM,11:54 PM,06:29 AM,05:38 PM,19,28,28,26,7,30,61,0.0,1012,31,10,104,5,Myanmar
2020-12-22,31,22,0.0,8.7,7,49,12:26 PM,No moonset,06:30 AM,05:38 PM,17,28,28,27,11,23,56,0.0,1011,31,10,128,8,Myanmar
2020-12-23,33,22,0.0,8.7,7,56,01:01 PM,12:41 AM,06:30 AM,05:39 PM,18,28,28,27,9,0,58,0.0,1010,33,10,226,7,Myanmar
2020-12-24,33,21,0.0,8.7,7,63,01:35 PM,01:28 AM,06:31 AM,05:39 PM,15,28,28,26,12,1,54,0.0,1010,33,10,171,9,Myanmar
2020-12-25,34,20,0.0,8.7,7,70,02:10 PM,02:14 AM,06:31 AM,05:40 PM,14,28,28,27,14,10,49,0.0,1010,34,10,135,9,Myanmar
2020-12-26,34,23,0.0,8.7,7,78,02:47 PM,03:03 AM,06:32 AM,05:40 PM,16,29,29,28,9,25,49,0.0,1010,34,10,195,6,Myanmar
2020-12-27,34,23,0.0,8.7,8,85,03:28 PM,03:53 AM,06:32 AM,05:41 PM,17,30,30,29,10,17,53,0.0,1010,34,10,185,7,Myanmar
2020-12-28,34,23,0.0,8.7,7,92,04:12 PM,04:44 AM,06:33 AM,05:41 PM,19,30,30,28,11,16,57,0.0,1010,34,10,236,8,Myanmar
2020-12-29,34,24,0.0,8.7,7,100,05:01 PM,05:38 AM,06:33 AM,05:42 PM,18,30,30,29,11,0,53,0.0,1010,34,10,285,9,Myanmar
2020-12-30,34,21,0.0,8.7,7,100,05:54 PM,06:32 AM,06:33 AM,05:43 PM,14,28,28,27,15,4,48,0.0,1011,34,10,175,10,Myanmar
2020-12-31,32,22,0.0,8.7,7,89,06:50 PM,07:26 AM,06:34 AM,05:43 PM,16,28,28,27,11,10,53,0.0,1012,32,10,105,8,Myanmar
2021-01-01,32,23,0.0,8.7,7,79,07:48 PM,08:18 AM,06:34 AM,05:44 PM,17,28,28,27,9,6,56,0.0,1012,32,10,107,7,Myanmar
2021-01-02,33,23,0.0,8.7,7,71,08:45 PM,09:07 AM,06:35 AM,05:44 PM,18,29,29,27,8,6,58,0.0,1012,33,10,130,7,Myanmar
2021-01-03,34,23,0.0,8.7,7,64,09:42 PM,09:53 AM,06:35 AM,05:45 PM,19,30,30,28,8,0,60,0.0,1011,34,10,179,7,Myanmar
2021-01-04,36,23,0.0,8.7,8,57,10:38 PM,10:36 AM,06:35 AM,05:45 PM,16,31,31,29,10,1,52,0.0,1011,36,10,176,7,Myanmar
2021-01-05,37,22,0.0,8.7,8,50,11:34 PM,11:17 AM,06:35 AM,05:46 PM,17,31,31,29,10,3,53,0.0,1011,37,10,151,7,Myanmar
2021-01-06,35,23,0.0,8.7,8,42,No moonrise,11:58 AM,06:36 AM,05:47 PM,16,30,30,28,12,17,51,0.0,1010,35,10,149,8,Myanmar
2021-01-07,35,24,0.0,8.7,8,35,12:29 AM,12:39 PM,06:36 AM,05:47 PM,18,31,31,29,9,21,53,0.0,1009,35,10,250,6,Myanmar
2021-01-08,34,25,0.0,8.7,7,28,01:27 AM,01:23 PM,06:36 AM,05:48 PM,18,30,30,29,15,24,53,0.0,1009,34,10,165,10,Myanmar
2021-01-09,34,25,0.0,7.2,6,20,02:27 AM,02:10 PM,06:37 AM,05:48 PM,19,30,30,29,10,49,58,0.0,1010,34,10,168,7,Myanmar
2021-01-10,34,24,0.0,8.7,8,13,03:29 AM,03:02 PM,06:37 AM,05:49 PM,20,31,31,28,12,24,64,0.0,1010,34,10,236,8,Myanmar
2021-01-11,33,23,0.0,8.7,7,6,04:33 AM,03:59 PM,06:37 AM,05:50 PM,19,30,30,28,14,13,63,0.0,1011,33,10,178,9,Myanmar
2021-01-12,30,24,0.0,8.7,7,0,05:36 AM,04:59 PM,06:37 AM,05:50 PM,17,27,27,26,14,19,60,0.0,1012,30,10,155,10,Myanmar
2021-01-13,31,22,0.0,7.2,6,0,06:37 AM,06:00 PM,06:37 AM,05:51 PM,17,28,28,26,11,48,60,0.0,1011,31,10,162,7,Myanmar
2021-01-14,32,22,0.0,8.7,7,1,07:32 AM,07:01 PM,06:37 AM,05:52 PM,17,29,29,27,12,5,61,0.0,1011,32,10,272,9,Myanmar
2021-01-15,32,20,0.0,8.7,7,8,08:22 AM,07:58 PM,06:37 AM,05:52 PM,15,27,27,26,12,0,57,0.0,1010,32,10,212,9,Myanmar
2021-01-16,33,21,0.0,8.7,7,16,09:06 AM,08:53 PM,06:38 AM,05:53 PM,17,28,28,26,12,1,61,0.0,1010,33,10,251,8,Myanmar
2021-01-17,34,21,0.0,8.7,7,23,09:47 AM,09:44 PM,06:38 AM,05:53 PM,16,28,28,27,11,1,57,0.0,1011,34,10,169,8,Myanmar
2021-01-18,31,22,0.0,8.7,7,30,10:23 AM,10:33 PM,06:38 AM,05:54 PM,14,27,27,26,14,14,48,0.0,1012,31,10,172,10,Myanmar
2021-01-19,33,21,0.0,8.7,7,38,10:58 AM,11:21 PM,06:38 AM,05:54 PM,15,28,28,27,14,15,53,0.0,1012,33,10,139,9,Myanmar
2021-01-20,33,21,0.0,8.7,7,45,11:33 AM,No moonset,06:38 AM,05:55 PM,17,27,27,26,14,10,62,0.0,1012,33,10,202,9,Myanmar
2021-01-21,34,20,0.0,8.7,7,52,12:07 PM,12:07 AM,06:38 AM,05:56 PM,17,27,27,26,12,3,62,0.0,1011,34,10,201,8,Myanmar
2021-01-22,32,20,0.0,8.7,7,59,12:44 PM,12:55 AM,06:38 AM,05:56 PM,17,27,27,26,13,9,63,0.0,1010,32,10,152,9,Myanmar
2021-01-23,33,21,0.0,8.7,7,67,01:23 PM,01:44 AM,06:38 AM,05:57 PM,15,28,28,27,14,5,55,0.0,1010,33,10,184,9,Myanmar
2021-01-24,33,22,0.0,8.7,7,74,02:05 PM,02:35 AM,06:38 AM,05:57 PM,14,29,29,28,13,1,48,0.0,1012,33,10,201,9,Myanmar
2021-01-25,35,21,0.0,8.7,8,81,02:52 PM,03:28 AM,06:37 AM,05:58 PM,15,30,30,28,9,0,48,0.0,1011,35,10,201,6,Myanmar
2021-01-26,35,21,0.0,8.7,8,88,03:44 PM,04:21 AM,06:37 AM,05:58 PM,12,29,29,28,12,2,40,0.0,1010,35,10,235,8,Myanmar
2021-01-27,37,22,0.0,8.7,8,96,04:38 PM,05:16 AM,06:37 AM,05:59 PM,11,30,30,29,12,6,38,0.0,1010,37,10,250,7,Myanmar
2021-01-28,37,23,0.0,8.7,8,100,05:37 PM,06:09 AM,06:37 AM,05:59 PM,14,30,30,29,13,8,41,0.0,1011,37,10,182,8,Myanmar
2021-01-29,36,25,0.0,11.6,8,90,06:35 PM,07:00 AM,06:37 AM,06:00 PM,15,31,31,30,13,16,44,0.0,1011,36,10,207,8,Myanmar
2021-01-30,35,24,0.0,10.2,7,82,07:34 PM,07:49 AM,06:37 AM,06:00 PM,18,30,30,28,12,52,56,0.2,1011,35,10,223,8,Myanmar
2021-01-31,34,23,0.0,11.6,8,79,08:32 PM,08:33 AM,06:37 AM,06:01 PM,15,29,29,28,13,18,47,0.0,1012,34,10,202,8,Myanmar
2021-02-01,35,22,0.0,11.6,8,63,09:29 PM,09:16 AM,06:36 AM,06:01 PM,11,29,29,28,15,3,37,0.0,1013,35,10,213,10,Myanmar
2021-02-02,34,21,0.0,11.6,7,55,10:25 PM,09:58 AM,06:36 AM,06:02 PM,9,28,28,27,13,1,34,0.0,1013,34,10,294,9,Myanmar
2021-02-03,37,20,0.0,11.6,8,48,11:23 PM,10:39 AM,06:36 AM,06:02 PM,9,29,29,28,14,0,32,0.0,1012,37,10,273,9,Myanmar
2021-02-04,39,22,0.0,11.6,8,40,No moonrise,11:22 AM,06:36 AM,06:03 PM,10,31,31,30,13,0,32,0.0,1012,39,10,221,8,Myanmar
2021-02-05,37,22,0.0,11.6,8,33,12:21 AM,12:07 PM,06:35 AM,06:03 PM,14,30,30,29,16,4,46,0.0,1011,37,10,161,9,Myanmar
2021-02-06,36,22,0.0,11.6,8,25,01:21 AM,12:56 PM,06:35 AM,06:04 PM,15,31,31,29,14,5,50,0.0,1010,36,10,152,9,Myanmar
2021-02-07,35,23,0.0,11.6,8,18,02:23 AM,01:50 PM,06:35 AM,06:04 PM,16,31,31,29,15,11,52,0.0,1010,35,10,230,10,Myanmar
