date_time,Sweden_maxtempC,Sweden_mintempC,Sweden_totalSnow_cm,Sweden_sunHour,Sweden_uvIndex,Sweden_moon_illumination,Sweden_moonrise,Sweden_moonset,Sweden_sunrise,Sweden_sunset,Sweden_DewPointC,Sweden_FeelsLikeC,Sweden_HeatIndexC,Sweden_WindChillC,Sweden_WindGustKmph,Sweden_cloudcover,Sweden_humidity,Sweden_precipMM,Sweden_pressure,Sweden_tempC,Sweden_visibility,Sweden_winddirDegree,Sweden_windspeedKmph,Sweden_location
2020-01-01,3,-2,0.0,5.8,1,37,11:39 AM,10:17 PM,08:44 AM,02:58 PM,-2,-2,2,-2,32,38,74,0.1,1015,3,10,260,18,Sweden
2020-01-02,7,2,0.0,6.6,3,44,11:47 AM,11:33 PM,08:44 AM,03:00 PM,2,2,6,2,42,27,75,0.0,1008,7,10,258,24,Sweden
2020-01-03,7,-2,0.0,4.5,2,51,11:55 AM,No moonset,08:43 AM,03:01 PM,-0,0,4,0,40,63,71,0.5,998,7,9,239,26,Sweden
2020-01-04,2,-0,0.3,6.6,1,59,12:04 PM,12:47 AM,08:43 AM,03:03 PM,-8,-4,1,-4,41,32,52,0.8,998,2,10,293,26,Sweden
2020-01-05,0,-7,0.0,4.6,1,66,12:13 PM,02:04 AM,08:42 AM,03:04 PM,-5,-5,-1,-5,28,55,69,1.6,1017,0,9,259,17,Sweden
2020-01-06,5,-0,0.0,4.6,1,73,12:25 PM,03:23 AM,08:41 AM,03:06 PM,4,1,4,1,24,73,93,0.2,1014,5,6,253,14,Sweden
2020-01-07,6,4,0.0,2.5,2,80,12:42 PM,04:45 AM,08:40 AM,03:08 PM,3,2,5,2,30,68,84,0.1,1013,6,10,231,18,Sweden
2020-01-08,9,4,0.0,2.5,2,88,01:07 PM,06:07 AM,08:39 AM,03:09 PM,2,2,6,2,39,67,74,0.1,1004,9,10,234,24,Sweden
2020-01-09,3,1,0.0,6.7,2,95,01:44 PM,07:25 AM,08:38 AM,03:11 PM,-1,-1,2,-1,24,8,81,0.0,1010,3,10,250,15,Sweden
2020-01-10,2,-0,0.0,2.5,1,100,02:39 PM,08:31 AM,08:37 AM,03:13 PM,0,-1,1,-1,11,72,95,0.1,1012,2,7,67,6,Sweden
2020-01-11,3,-3,0.0,6.8,2,100,03:54 PM,09:21 AM,08:36 AM,03:15 PM,-4,-2,1,-2,28,39,66,0.0,1018,3,10,236,17,Sweden
2020-01-12,8,2,0.0,4.6,2,83,05:23 PM,09:55 AM,08:35 AM,03:17 PM,2,2,5,2,40,61,74,0.6,1003,8,9,249,24,Sweden
2020-01-13,3,1,0.0,4.6,1,76,06:58 PM,10:17 AM,08:34 AM,03:19 PM,-1,-2,2,-2,27,45,83,0.0,1007,3,10,246,16,Sweden
2020-01-14,6,1,0.0,2.6,1,69,08:32 PM,10:34 AM,08:32 AM,03:21 PM,1,-1,4,-1,36,72,85,1.3,1002,6,9,206,23,Sweden
2020-01-15,10,4,0.0,2.6,2,61,10:06 PM,10:46 AM,08:31 AM,03:24 PM,4,4,8,4,39,90,79,5.5,997,10,10,223,23,Sweden
2020-01-16,7,5,0.0,6.7,2,54,11:38 PM,10:57 AM,08:30 AM,03:26 PM,2,1,6,1,39,54,75,5.4,1009,7,10,254,24,Sweden
2020-01-17,5,3,0.0,6.7,1,47,No moonrise,11:08 AM,08:28 AM,03:28 PM,2,0,4,0,29,43,87,0.0,1017,5,10,210,17,Sweden
2020-01-18,4,-4,0.0,2.6,1,40,01:08 AM,11:20 AM,08:27 AM,03:30 PM,3,-0,3,-0,16,87,95,2.5,1009,4,6,216,10,Sweden
2020-01-19,4,1,0.0,2.7,1,32,02:38 AM,11:33 AM,08:25 AM,03:32 PM,0,-0,3,-0,18,68,83,3.4,1022,4,7,259,11,Sweden
2020-01-20,3,-2,0.0,7.1,2,25,04:07 AM,11:52 AM,08:23 AM,03:35 PM,-2,-2,2,-2,31,29,73,0.0,1029,3,10,253,18,Sweden
2020-01-21,8,-0,0.0,6.7,2,18,05:32 AM,12:17 PM,08:21 AM,03:37 PM,2,3,6,3,33,46,74,0.1,1018,8,10,278,19,Sweden
2020-01-22,3,1,0.0,7.2,2,11,06:46 AM,12:55 PM,08:20 AM,03:39 PM,-6,-3,2,-3,41,15,55,0.0,1018,3,10,311,25,Sweden
2020-01-23,2,-6,0.0,6.7,1,3,07:47 AM,01:47 PM,08:18 AM,03:42 PM,-3,-3,0,-3,25,33,72,0.0,1019,2,10,259,15,Sweden
2020-01-24,6,1,0.0,7.3,2,0,08:30 AM,02:52 PM,08:16 AM,03:44 PM,1,1,4,1,28,14,80,0.0,1006,6,10,270,16,Sweden
2020-01-25,2,-4,0.0,7.3,2,0,09:00 AM,04:07 PM,08:14 AM,03:47 PM,-3,-2,1,-2,22,22,70,0.0,1008,2,10,264,13,Sweden
2020-01-26,7,-0,0.0,2.8,2,4,09:21 AM,05:25 PM,08:12 AM,03:49 PM,3,2,5,2,30,97,83,0.0,1007,7,10,256,18,Sweden
2020-01-27,5,-2,0.0,2.8,1,11,09:35 AM,06:43 PM,08:10 AM,03:52 PM,3,1,4,1,21,86,89,0.2,1005,5,9,208,13,Sweden
2020-01-28,5,0,0.0,2.8,1,18,09:46 AM,08:00 PM,08:08 AM,03:54 PM,3,1,4,1,19,100,94,2.8,994,5,6,157,13,Sweden
2020-01-29,4,2,0.0,2.8,1,26,09:55 AM,09:15 PM,08:06 AM,03:56 PM,2,1,4,1,17,95,92,3.9,992,4,7,146,12,Sweden
2020-01-30,3,1,0.0,2.8,1,33,10:03 AM,10:29 PM,08:04 AM,03:59 PM,1,-0,2,-0,12,90,94,0.1,995,3,5,178,8,Sweden
2020-01-31,3,-6,0.0,3.0,1,37,10:11 AM,11:45 PM,08:02 AM,04:01 PM,1,-2,1,-2,16,93,93,1.5,994,3,7,138,10,Sweden
2020-02-01,7,1,0.0,3.2,2,49,10:20 AM,No moonset,07:59 AM,04:04 PM,3,1,4,1,22,89,92,3.0,988,7,8,212,14,Sweden
2020-02-02,5,2,0.3,6.9,1,57,10:31 AM,01:02 AM,07:57 AM,04:06 PM,-1,0,4,0,29,56,72,2.3,984,5,7,277,19,Sweden
2020-02-03,1,-2,0.0,8.5,2,64,10:45 AM,02:20 AM,07:55 AM,04:09 PM,-5,-3,0,-3,19,11,69,0.0,996,1,10,297,12,Sweden
2020-02-04,1,-3,0.0,3.2,1,72,11:05 AM,03:41 AM,07:53 AM,04:11 PM,-5,-3,-1,-3,12,88,70,0.2,1002,1,9,105,8,Sweden
2020-02-05,2,-4,0.0,8.6,1,79,11:35 AM,05:00 AM,07:50 AM,04:14 PM,-6,-4,0,-4,29,36,61,0.0,1014,2,10,280,18,Sweden
2020-02-06,0,-2,2.3,3.3,1,87,12:19 PM,06:12 AM,07:48 AM,04:16 PM,-2,-3,-0,-3,16,67,85,2.7,1014,0,7,127,9,Sweden
2020-02-07,1,-3,0.0,3.3,1,95,01:25 PM,07:10 AM,07:46 AM,04:19 PM,-3,-3,-0,-3,16,58,82,0.0,1024,1,10,194,10,Sweden
2020-02-08,3,1,0.0,6.9,1,100,02:49 PM,07:51 AM,07:43 AM,04:22 PM,1,-1,3,-1,23,68,91,0.0,1017,3,10,236,14,Sweden
2020-02-09,6,-1,0.0,3.3,1,100,04:24 PM,08:19 AM,07:41 AM,04:24 PM,1,-0,4,-0,34,84,82,0.1,1001,6,10,207,22,Sweden
2020-02-10,7,4,0.0,3.3,2,83,06:02 PM,08:38 AM,07:38 AM,04:27 PM,2,2,6,2,43,92,72,1.6,966,7,9,224,30,Sweden
2020-02-11,3,1,0.2,8.7,1,75,07:41 PM,08:53 AM,07:36 AM,04:29 PM,-2,-2,2,-2,26,46,74,0.8,972,3,9,240,18,Sweden
2020-02-12,3,1,0.0,5.1,1,68,09:17 PM,09:04 AM,07:33 AM,04:32 PM,-2,-2,2,-2,26,55,76,0.0,981,3,10,237,16,Sweden
2020-02-13,2,-1,0.1,8.7,2,60,10:51 PM,09:16 AM,07:31 AM,04:34 PM,-4,-3,1,-3,18,20,73,0.1,995,2,10,286,12,Sweden
2020-02-14,2,-1,0.0,3.4,1,53,No moonrise,09:27 AM,07:28 AM,04:37 PM,-4,-2,0,-2,12,44,75,0.0,1012,2,10,255,7,Sweden
2020-02-15,4,0,0.0,5.2,1,45,12:23 AM,09:40 AM,07:25 AM,04:40 PM,0,-2,2,-2,26,74,88,4.4,1011,4,10,216,15,Sweden
2020-02-16,10,3,0.0,3.4,2,38,01:55 AM,09:57 AM,07:23 AM,04:42 PM,6,4,8,4,50,100,83,6.1,991,10,7,200,32,Sweden
2020-02-17,6,2,0.0,3.5,2,30,03:21 AM,10:20 AM,07:20 AM,04:45 PM,0,0,5,0,44,93,72,3.9,988,6,8,244,31,Sweden
2020-02-18,6,4,0.0,5.2,2,22,04:39 AM,10:53 AM,07:17 AM,04:47 PM,0,1,5,1,43,64,68,0.1,993,6,10,246,28,Sweden
2020-02-19,4,1,0.0,3.5,1,15,05:44 AM,11:40 AM,07:15 AM,04:50 PM,-0,-1,3,-1,23,61,78,0.0,998,4,10,247,15,Sweden
2020-02-20,4,-2,0.0,7.0,1,7,06:31 AM,12:41 PM,07:12 AM,04:52 PM,-1,-1,2,-1,21,46,81,0.4,1008,4,9,127,14,Sweden
2020-02-21,6,2,0.0,7.0,2,0,07:04 AM,01:53 PM,07:09 AM,04:55 PM,1,1,5,1,37,60,74,0.6,997,6,9,225,25,Sweden
2020-02-22,8,4,0.0,3.6,2,0,07:27 AM,03:10 PM,07:06 AM,04:57 PM,2,2,6,2,45,89,73,7.1,987,8,8,228,30,Sweden
2020-02-23,6,2,0.0,8.7,1,0,07:43 AM,04:27 PM,07:04 AM,05:00 PM,-2,-1,4,-1,32,18,68,0.0,986,6,10,278,22,Sweden
2020-02-24,4,0,0.0,8.7,2,0,07:54 AM,05:45 PM,07:01 AM,05:02 PM,-6,-2,2,-2,23,27,59,0.0,1002,4,10,271,14,Sweden
2020-02-25,3,-0,0.0,3.9,1,8,08:04 AM,07:01 PM,06:58 AM,05:05 PM,-4,-3,1,-3,27,84,70,1.2,991,3,5,94,19,Sweden
2020-02-26,0,-7,0.2,7.1,1,15,08:12 AM,08:15 PM,06:55 AM,05:08 PM,-8,-8,-2,-8,35,53,62,2.1,990,0,6,59,25,Sweden
2020-02-27,-1,-5,0.3,4.0,1,23,08:19 AM,09:31 PM,06:52 AM,05:10 PM,-6,-6,-2,-6,18,81,74,0.5,1000,-1,10,339,12,Sweden
2020-02-28,-1,-4,0.0,8.7,2,30,08:28 AM,10:46 PM,06:50 AM,05:13 PM,-9,-5,-3,-5,9,3,62,0.0,998,-1,10,318,7,Sweden
2020-02-29,2,-4,0.0,4.0,1,38,08:37 AM,No moonset,06:47 AM,05:15 PM,-2,-3,-0,-3,14,78,89,0.1,1000,2,7,200,9,Sweden
2020-03-01,5,3,1.7,5.6,1,44,08:49 AM,12:03 AM,06:44 AM,05:18 PM,1,-1,4,-1,31,72,80,5.7,986,5,9,202,22,Sweden
2020-03-02,4,0,0.0,7.1,1,51,09:06 AM,01:22 AM,06:41 AM,05:20 PM,1,-1,3,-1,22,64,86,2.4,992,4,10,186,15,Sweden
2020-03-03,5,2,0.0,4.1,1,58,09:30 AM,02:40 AM,06:38 AM,05:22 PM,3,2,4,2,14,100,93,4.6,998,5,5,77,9,Sweden
2020-03-04,4,2,0.0,4.1,1,65,10:06 AM,03:54 AM,06:35 AM,05:25 PM,3,-1,3,-1,25,100,95,23.8,998,4,6,114,17,Sweden
2020-03-05,3,1,0.1,4.1,1,73,11:00 AM,04:57 AM,06:32 AM,05:27 PM,-1,-2,2,-2,19,84,81,0.3,1000,3,9,259,14,Sweden
2020-03-06,6,-0,0.0,8.7,2,80,12:14 PM,05:45 AM,06:29 AM,05:30 PM,-1,0,2,0,10,15,81,0.0,1005,6,9,186,6,Sweden
2020-03-07,5,2,0.0,4.1,1,87,01:44 PM,06:18 AM,06:26 AM,05:32 PM,0,1,3,1,11,81,84,0.3,1009,5,10,70,7,Sweden
2020-03-08,5,0,0.0,7.2,1,95,03:21 PM,06:40 AM,06:24 AM,05:35 PM,0,-1,3,-1,22,45,83,0.0,1010,5,9,198,15,Sweden
2020-03-09,7,2,0.0,4.2,2,100,05:01 PM,06:57 AM,06:21 AM,05:37 PM,3,2,5,2,21,90,86,0.0,1007,7,9,187,14,Sweden
2020-03-10,6,4,0.0,4.2,2,100,06:41 PM,07:10 AM,06:18 AM,05:39 PM,3,2,5,2,18,86,87,3.6,999,6,8,203,12,Sweden
2020-03-11,8,5,0.0,5.7,2,84,08:20 PM,07:21 AM,06:15 AM,05:42 PM,1,2,6,2,33,71,75,6.9,985,8,9,249,23,Sweden
2020-03-12,6,3,0.0,5.7,1,76,09:58 PM,07:32 AM,06:12 AM,05:44 PM,-1,0,4,0,29,68,70,0.4,985,6,10,252,20,Sweden
2020-03-13,2,-2,0.2,8.7,1,69,11:34 PM,07:45 AM,06:09 AM,05:47 PM,-6,-4,1,-4,28,40,63,0.4,994,2,10,271,20,Sweden
2020-03-14,1,-4,0.0,8.7,2,62,No moonrise,08:00 AM,06:06 AM,05:49 PM,-13,-6,-1,-6,25,10,41,0.0,1018,1,10,297,17,Sweden
2020-03-15,6,-1,0.0,4.3,1,55,01:06 AM,08:21 AM,06:03 AM,05:51 PM,-4,-3,2,-3,35,72,65,0.0,1013,6,10,211,23,Sweden
2020-03-16,6,-0,0.0,7.2,1,47,02:30 AM,08:51 AM,06:00 AM,05:54 PM,-1,1,4,1,26,66,68,2.7,1009,6,10,157,18,Sweden
2020-03-17,7,-0,0.0,6.0,2,40,03:41 AM,09:34 AM,05:57 AM,05:56 PM,-1,1,4,1,29,89,71,0.1,1017,7,10,215,19,Sweden
2020-03-18,8,4,0.0,6.0,2,33,04:33 AM,10:31 AM,05:55 AM,05:58 PM,2,2,6,2,29,78,79,12.7,1009,8,8,246,19,Sweden
2020-03-19,8,2,0.0,12.5,3,25,05:10 AM,11:41 AM,05:52 AM,06:01 PM,-2,1,4,1,26,1,65,0.0,1014,8,10,275,17,Sweden
2020-03-20,2,-1,0.0,11.8,1,18,05:35 AM,12:57 PM,05:49 AM,06:03 PM,-7,-3,1,-3,17,25,57,0.0,1027,2,10,301,13,Sweden
2020-03-21,4,-2,0.0,12.6,2,11,05:51 AM,02:14 PM,05:46 AM,06:05 PM,-7,-3,1,-3,19,5,58,0.0,1035,4,10,193,13,Sweden
2020-03-22,4,-2,0.0,12.7,2,4,06:04 AM,03:32 PM,05:43 AM,06:08 PM,-6,-2,1,-2,12,2,64,0.0,1040,4,10,164,8,Sweden
2020-03-23,5,-2,0.0,10.6,1,0,06:13 AM,04:48 PM,05:40 AM,06:10 PM,-5,-2,2,-2,26,53,63,0.0,1037,5,10,227,18,Sweden
2020-03-24,8,-0,0.0,12.8,2,0,06:21 AM,06:04 PM,05:37 AM,06:12 PM,-4,-1,3,-1,31,13,60,0.0,1033,8,10,236,20,Sweden
2020-03-25,10,2,0.0,12.8,3,3,06:28 AM,07:19 PM,05:34 AM,06:15 PM,-5,1,5,1,37,26,50,0.0,1028,10,10,238,24,Sweden
2020-03-26,9,2,0.0,12.9,3,11,06:36 AM,08:35 PM,05:31 AM,06:17 PM,-3,2,5,2,22,11,59,0.0,1030,9,10,229,14,Sweden
2020-03-27,8,2,0.0,12.9,3,18,06:45 AM,09:52 PM,05:28 AM,06:19 PM,-2,2,5,2,17,13,63,0.0,1028,8,10,212,11,Sweden
2020-03-28,4,1,0.1,9.4,1,25,06:56 AM,11:10 PM,05:25 AM,06:22 PM,-3,-0,3,-0,20,61,64,0.2,1022,4,10,122,13,Sweden
2020-03-29,3,-2,0.0,13.0,1,32,07:10 AM,No moonset,05:22 AM,06:24 PM,-11,-4,0,-4,23,22,43,0.0,1026,3,10,310,17,Sweden
2020-03-30,1,-5,1.3,9.4,1,40,07:30 AM,12:28 AM,05:19 AM,06:27 PM,-9,-6,-1,-6,26,61,54,1.5,1023,1,9,177,19,Sweden
2020-03-31,5,-3,0.0,12.0,1,44,08:00 AM,01:44 AM,05:16 AM,06:29 PM,-8,-3,1,-3,22,46,52,0.0,1020,5,10,264,15,Sweden
2020-04-01,8,1,0.0,12.0,2,56,08:44 AM,02:50 AM,05:13 AM,06:31 PM,-3,2,5,2,21,46,61,0.0,1003,8,10,268,13,Sweden
2020-04-02,8,2,0.0,12.0,2,64,09:49 AM,03:42 AM,05:10 AM,06:34 PM,-1,0,4,0,32,52,68,1.8,986,8,9,243,24,Sweden
2020-04-03,5,1,0.1,9.5,1,71,11:10 AM,04:19 AM,05:07 AM,06:36 PM,-7,-3,3,-3,35,65,49,0.3,989,5,9,284,25,Sweden
2020-04-04,5,-1,0.0,12.0,1,79,12:42 PM,04:44 AM,05:04 AM,06:38 PM,-10,-1,2,-1,19,50,42,0.2,1015,5,10,285,13,Sweden
2020-04-05,10,1,0.0,9.6,2,87,02:19 PM,05:02 AM,05:01 AM,06:41 PM,-0,3,5,3,18,84,68,0.9,1026,10,8,219,11,Sweden
2020-04-06,12,4,0.0,13.9,2,94,03:59 PM,05:16 AM,04:58 AM,06:43 PM,1,5,8,5,23,17,66,0.0,1026,12,10,205,15,Sweden
2020-04-07,14,6,0.0,12.2,3,100,05:39 PM,05:27 AM,04:55 AM,06:46 PM,4,7,9,7,23,28,69,0.0,1023,14,10,207,16,Sweden
2020-04-08,13,5,0.0,12.2,2,100,07:19 PM,05:38 AM,04:52 AM,06:48 PM,1,6,9,6,28,44,61,0.0,1022,13,10,235,18,Sweden
2020-04-09,9,5,0.0,11.1,2,83,08:59 PM,05:49 AM,04:50 AM,06:50 PM,-0,4,7,4,22,69,62,0.6,1015,9,10,314,16,Sweden
2020-04-10,8,2,0.0,12.2,2,76,10:37 PM,06:02 AM,04:47 AM,06:53 PM,-4,2,5,2,17,42,52,0.1,1024,8,10,274,12,Sweden
2020-04-11,10,2,0.0,12.2,2,68,No moonrise,06:20 AM,04:44 AM,06:55 PM,-2,4,6,4,14,42,59,0.0,1023,10,10,213,10,Sweden
2020-04-12,13,6,0.0,11.1,3,61,12:10 AM,06:46 AM,04:41 AM,06:58 PM,4,6,9,6,30,78,74,2.9,1004,13,8,237,21,Sweden
2020-04-13,4,2,0.0,11.3,1,53,01:31 AM,07:25 AM,04:38 AM,07:00 PM,-6,-2,3,-2,33,64,53,0.2,999,4,9,309,25,Sweden
2020-04-14,8,1,0.0,10.2,2,46,02:32 AM,08:18 AM,04:35 AM,07:02 PM,-5,0,5,0,31,80,49,0.0,1007,8,10,319,22,Sweden
2020-04-15,13,5,0.0,13.4,3,38,03:15 AM,09:27 AM,04:32 AM,07:05 PM,0,7,9,7,24,50,56,0.4,1002,13,9,277,17,Sweden
2020-04-16,10,5,0.0,14.5,3,30,03:43 AM,10:42 AM,04:29 AM,07:07 PM,-4,4,8,4,35,30,45,0.0,1003,10,10,310,25,Sweden
2020-04-17,9,3,0.0,11.4,2,23,04:01 AM,12:01 PM,04:26 AM,07:10 PM,-5,2,6,2,29,55,46,0.4,1014,9,10,328,20,Sweden
2020-04-18,8,1,0.0,14.5,3,15,04:14 AM,01:19 PM,04:24 AM,07:12 PM,-5,2,5,2,17,2,49,0.0,1020,8,10,296,12,Sweden
2020-04-19,12,2,0.0,14.5,3,8,04:24 AM,02:35 PM,04:21 AM,07:15 PM,-1,5,7,5,14,28,60,0.0,1024,12,10,274,10,Sweden
2020-04-20,13,5,0.0,14.5,4,0,04:32 AM,03:52 PM,04:18 AM,07:17 PM,3,8,9,8,9,27,69,0.0,1029,13,10,237,7,Sweden
2020-04-21,16,5,0.0,14.5,4,0,04:39 AM,05:07 PM,04:15 AM,07:19 PM,4,9,10,9,9,11,66,0.0,1032,16,10,115,6,Sweden
2020-04-22,15,7,0.0,13.5,3,0,04:46 AM,06:23 PM,04:12 AM,07:22 PM,3,11,12,11,9,28,60,0.0,1030,15,10,182,6,Sweden
2020-04-23,16,7,0.0,14.5,3,0,04:54 AM,07:40 PM,04:10 AM,07:24 PM,3,11,12,11,12,24,59,0.0,1020,16,10,270,8,Sweden
2020-04-24,11,5,0.0,14.5,3,7,05:04 AM,08:59 PM,04:07 AM,07:27 PM,0,5,8,5,21,34,60,0.0,1008,11,10,132,15,Sweden
2020-04-25,8,3,0.0,9.5,2,15,05:16 AM,10:18 PM,04:04 AM,07:29 PM,2,4,5,4,9,79,81,2.6,1007,8,10,158,6,Sweden
2020-04-26,11,3,0.0,14.5,3,22,05:34 AM,11:36 PM,04:02 AM,07:31 PM,-1,6,7,6,15,25,60,0.0,1006,11,10,252,10,Sweden
2020-04-27,8,3,0.0,11.7,2,30,05:59 AM,No moonset,03:59 AM,07:34 PM,-1,2,5,2,20,61,63,0.0,1010,8,10,118,15,Sweden
2020-04-28,4,1,4.4,9.9,1,37,06:38 AM,12:45 AM,03:56 AM,07:36 PM,1,-1,3,-1,25,87,90,19.4,1005,4,7,75,17,Sweden
2020-04-29,7,-1,0.0,12.7,1,45,07:35 AM,01:42 AM,03:54 AM,07:39 PM,-2,-0,3,-0,16,45,71,0.1,1009,7,10,120,11,Sweden
2020-04-30,8,1,0.0,13.6,3,52,08:49 AM,02:22 AM,03:51 AM,07:41 PM,-1,2,5,2,16,43,69,0.0,1012,8,10,96,12,Sweden
2020-05-01,9,3,0.0,10.0,2,58,10:15 AM,02:50 AM,03:48 AM,07:43 PM,5,4,7,4,20,99,90,7.6,1004,9,6,137,14,Sweden
2020-05-02,13,4,0.0,13.6,3,65,11:48 AM,03:09 AM,03:46 AM,07:46 PM,6,7,9,7,17,56,80,0.8,1000,13,9,179,13,Sweden
2020-05-03,15,7,0.0,10.0,3,72,01:24 PM,03:23 AM,03:43 AM,07:48 PM,7,10,10,10,8,71,81,9.2,1005,15,7,147,5,Sweden
2020-05-04,13,6,0.0,11.0,3,80,03:01 PM,03:35 AM,03:41 AM,07:51 PM,4,8,9,8,11,62,74,1.3,1008,13,10,154,7,Sweden
2020-05-05,12,4,0.0,14.5,3,87,04:39 PM,03:45 AM,03:38 AM,07:53 PM,-1,6,8,6,17,34,55,0.0,1016,12,10,114,12,Sweden
2020-05-06,14,5,0.0,12.7,3,94,06:18 PM,03:55 AM,03:36 AM,07:55 PM,1,8,9,8,15,53,56,0.0,1015,14,10,244,10,Sweden
2020-05-07,12,4,0.0,12.8,2,100,07:58 PM,04:06 AM,03:33 AM,07:58 PM,-1,6,8,6,15,34,54,0.0,1017,12,10,306,10,Sweden
2020-05-08,16,6,0.0,13.7,3,100,09:37 PM,04:21 AM,03:31 AM,08:00 PM,4,10,11,10,16,43,63,0.0,1008,16,10,233,10,Sweden
2020-05-09,12,5,0.0,14.5,2,84,11:07 PM,04:42 AM,03:28 AM,08:02 PM,-1,6,8,6,16,30,55,0.0,1013,12,10,81,11,Sweden
2020-05-10,14,5,0.0,10.5,3,77,No moonrise,05:14 AM,03:26 AM,08:04 PM,5,7,10,7,24,84,73,2.2,1004,14,10,204,18,Sweden
2020-05-11,8,3,0.9,12.9,2,70,12:21 AM,06:02 AM,03:23 AM,08:07 PM,-2,2,5,2,22,64,63,5.6,1002,8,8,248,17,Sweden
2020-05-12,9,1,0.0,12.9,2,62,01:14 AM,07:06 AM,03:21 AM,08:09 PM,-4,3,5,3,15,38,54,0.1,1005,9,9,261,11,Sweden
2020-05-13,6,3,2.3,11.4,1,55,01:48 AM,08:22 AM,03:19 AM,08:11 PM,1,1,4,1,21,79,80,16.2,1004,6,8,143,14,Sweden
2020-05-14,8,2,0.0,11.4,2,48,02:09 AM,09:42 AM,03:16 AM,08:13 PM,-1,4,5,4,10,59,66,3.4,1011,8,10,257,7,Sweden
2020-05-15,11,3,0.0,10.6,2,40,02:24 AM,11:02 AM,03:14 AM,08:16 PM,1,6,7,6,12,70,68,0.5,1007,11,10,241,8,Sweden
2020-05-16,11,4,0.1,12.2,2,33,02:34 AM,12:20 PM,03:12 AM,08:18 PM,0,5,6,5,15,60,67,0.3,1005,11,10,278,10,Sweden
2020-05-17,13,2,0.0,12.2,2,26,02:43 AM,01:37 PM,03:10 AM,08:20 PM,1,5,8,5,26,52,63,0.2,1008,13,10,243,18,Sweden
2020-05-18,13,6,0.0,13.7,3,19,02:50 AM,02:52 PM,03:08 AM,08:22 PM,3,9,10,9,11,45,62,0.3,1011,13,10,234,8,Sweden
2020-05-19,12,6,0.0,10.7,2,11,02:57 AM,04:08 PM,03:06 AM,08:24 PM,2,8,8,8,10,58,67,2.9,1012,12,10,207,7,Sweden
2020-05-20,12,4,0.0,13.0,3,4,03:04 AM,05:26 PM,03:03 AM,08:27 PM,2,7,8,7,12,30,66,0.6,1021,12,10,227,8,Sweden
2020-05-21,15,5,0.0,14.5,4,0,03:13 AM,06:44 PM,03:01 AM,08:29 PM,0,9,10,9,9,18,53,0.0,1026,15,10,221,6,Sweden
2020-05-22,14,7,0.0,16.0,3,0,03:24 AM,08:05 PM,02:59 AM,08:31 PM,2,9,11,9,16,30,56,0.2,1024,14,10,131,11,Sweden
2020-05-23,10,2,0.0,13.3,2,3,03:39 AM,09:25 PM,02:58 AM,08:33 PM,5,5,8,5,29,78,77,5.4,1018,10,9,175,19,Sweden
2020-05-24,14,6,0.0,14.7,3,10,04:01 AM,10:39 PM,02:56 AM,08:35 PM,8,10,11,10,16,62,81,8.8,1013,14,9,203,11,Sweden
2020-05-25,16,8,0.0,17.4,4,17,04:36 AM,11:41 PM,02:54 AM,08:37 PM,7,12,12,12,11,31,72,0.0,1024,16,10,102,8,Sweden
2020-05-26,19,10,0.0,16.7,4,25,05:27 AM,No moonset,02:52 AM,08:39 PM,7,14,15,14,10,24,63,0.0,1032,19,10,212,7,Sweden
2020-05-27,16,9,0.0,15.4,3,32,06:36 AM,12:26 AM,02:50 AM,08:41 PM,8,11,12,11,18,57,73,4.1,1024,16,10,231,12,Sweden
2020-05-28,15,8,0.0,15.4,3,39,07:59 AM,12:57 AM,02:49 AM,08:43 PM,3,10,11,10,15,48,59,0.0,1028,15,10,262,10,Sweden
2020-05-29,16,4,0.0,14.8,3,47,09:29 AM,01:18 AM,02:47 AM,08:44 PM,4,10,11,10,9,65,63,0.0,1030,16,10,146,6,Sweden
2020-05-30,18,8,0.0,17.4,5,54,11:02 AM,01:33 AM,02:46 AM,08:46 PM,4,13,13,13,21,6,56,0.0,1030,18,10,117,15,Sweden
2020-05-31,18,9,0.0,17.4,5,58,12:35 PM,01:44 AM,02:44 AM,08:48 PM,4,13,14,13,21,1,55,0.0,1031,18,10,28,15,Sweden
2020-06-01,24,10,0.0,16.8,6,71,02:09 PM,01:54 AM,02:43 AM,08:50 PM,7,18,19,18,11,27,51,0.1,1028,24,10,303,7,Sweden
2020-06-02,21,12,0.0,17.4,5,79,03:45 PM,02:03 AM,02:41 AM,08:51 PM,8,15,16,15,17,22,62,0.0,1019,21,10,168,12,Sweden
2020-06-03,17,9,0.0,17.4,5,86,05:23 PM,02:13 AM,02:40 AM,08:53 PM,4,13,13,13,14,16,57,0.0,1013,17,10,117,10,Sweden
2020-06-04,17,9,0.0,16.1,4,94,07:01 PM,02:25 AM,02:39 AM,08:54 PM,8,12,13,12,16,36,71,0.1,1005,17,10,87,12,Sweden
2020-06-05,17,9,0.0,17.4,5,100,08:36 PM,02:42 AM,02:38 AM,08:56 PM,9,13,14,13,17,51,77,0.2,998,17,9,99,13,Sweden
2020-06-06,14,6,0.0,13.7,3,100,10:00 PM,03:08 AM,02:37 AM,08:57 PM,9,10,12,10,29,71,81,25.4,992,14,8,158,20,Sweden
2020-06-07,17,9,0.0,17.4,5,84,11:04 PM,03:48 AM,02:36 AM,08:58 PM,6,12,14,12,25,24,64,0.0,1007,17,10,203,18,Sweden
