date_time,New%20Zealand_maxtempC,New%20Zealand_mintempC,New%20Zealand_totalSnow_cm,New%20Zealand_sunHour,New%20Zealand_uvIndex,New%20Zealand_moon_illumination,New%20Zealand_moonrise,New%20Zealand_moonset,New%20Zealand_sunrise,New%20Zealand_sunset,New%20Zealand_DewPointC,New%20Zealand_FeelsLikeC,New%20Zealand_HeatIndexC,New%20Zealand_WindChillC,New%20Zealand_WindGustKmph,New%20Zealand_cloudcover,New%20Zealand_humidity,New%20Zealand_precipMM,New%20Zealand_pressure,New%20Zealand_tempC,New%20Zealand_visibility,New%20Zealand_winddirDegree,New%20Zealand_windspeedKmph,New%20Zealand_location
2021-01-16,21,15,0.0,11.6,5,16,08:50 AM,11:06 PM,06:06 AM,08:54 PM,14,18,18,18,23,6,79,0.0,1009,21,10,146,15,New%20Zealand
2021-01-17,18,17,0.0,8.3,4,23,09:56 AM,11:33 PM,06:08 AM,08:53 PM,14,18,18,18,58,64,81,6.8,1001,18,10,341,42,New%20Zealand
2021-01-18,18,16,0.0,8.3,4,30,10:59 AM,11:57 PM,06:09 AM,08:53 PM,10,17,17,17,55,46,64,0.5,1000,18,10,313,44,New%20Zealand
2021-01-19,19,17,0.0,8.3,4,38,12:00 PM,No moonset,06:10 AM,08:52 PM,13,18,18,18,67,59,77,3.3,997,19,10,319,50,New%20Zealand
2021-01-20,15,13,0.0,9.4,3,45,01:00 PM,12:19 AM,06:11 AM,08:52 PM,7,12,14,12,57,51,62,1.6,995,15,10,310,47,New%20Zealand
2021-01-21,17,14,0.0,9.4,4,52,01:59 PM,12:41 AM,06:12 AM,08:51 PM,9,14,15,14,47,56,67,1.2,996,17,10,304,38,New%20Zealand
2021-01-22,18,13,0.0,11.6,5,59,02:59 PM,01:05 AM,06:14 AM,08:50 PM,10,15,15,15,20,25,70,0.0,1008,18,10,231,15,New%20Zealand
2021-01-23,19,15,0.0,11.6,5,67,04:00 PM,01:31 AM,06:15 AM,08:50 PM,12,17,17,17,48,13,75,0.0,1009,19,10,258,34,New%20Zealand
2021-01-24,19,16,0.0,11.6,5,74,05:01 PM,02:00 AM,06:16 AM,08:49 PM,14,18,18,18,42,23,78,0.4,1008,19,9,248,29,New%20Zealand
2021-01-25,19,15,0.0,11.6,5,81,06:02 PM,02:34 AM,06:17 AM,08:48 PM,13,17,17,17,40,3,76,0.0,1008,19,10,54,28,New%20Zealand
2021-01-26,21,16,0.0,11.6,5,88,07:00 PM,03:16 AM,06:19 AM,08:47 PM,14,18,18,18,35,4,78,0.0,1011,21,10,182,22,New%20Zealand
2021-01-27,21,17,0.0,11.6,5,96,07:54 PM,04:06 AM,06:20 AM,08:46 PM,14,18,18,18,58,9,77,0.0,1010,21,10,92,36,New%20Zealand
2021-01-28,19,9,0.0,9.4,4,100,08:41 PM,05:04 AM,06:21 AM,08:45 PM,13,16,16,16,50,42,81,0.2,1008,19,10,231,35,New%20Zealand
2021-01-29,14,11,0.0,9.4,3,90,09:22 PM,06:09 AM,06:22 AM,08:44 PM,7,10,13,10,44,52,69,3.0,1014,14,9,178,35,New%20Zealand
2021-01-30,15,13,0.0,9.3,3,82,09:58 PM,07:19 AM,06:24 AM,08:43 PM,8,11,14,11,38,54,68,0.7,1021,15,10,168,30,New%20Zealand
2021-01-31,20,10,0.0,11.6,5,79,10:28 PM,08:31 AM,06:25 AM,08:42 PM,10,15,15,15,10,0,71,0.0,1023,20,10,157,7,New%20Zealand
2021-02-01,19,10,0.0,11.6,5,63,10:56 PM,09:43 AM,06:26 AM,08:41 PM,11,14,15,14,22,0,72,0.0,1022,19,10,87,14,New%20Zealand
2021-02-02,20,12,0.0,11.6,5,55,11:24 PM,10:54 AM,06:28 AM,08:40 PM,11,15,16,15,18,7,72,0.0,1020,20,10,111,11,New%20Zealand
2021-02-03,22,13,0.0,11.6,5,48,11:51 PM,12:06 PM,06:29 AM,08:39 PM,12,16,17,16,20,5,76,0.0,1018,22,10,170,13,New%20Zealand
2021-02-04,15,13,0.0,11.6,3,40,No moonrise,01:18 PM,06:30 AM,08:38 PM,10,14,15,14,41,25,72,0.2,1023,15,10,163,32,New%20Zealand
2021-02-05,15,7,0.0,7.0,3,33,12:20 AM,02:31 PM,06:31 AM,08:37 PM,10,11,14,11,35,64,79,0.7,1024,15,10,167,28,New%20Zealand
2021-02-06,17,13,0.0,9.3,4,25,12:53 AM,03:45 PM,06:33 AM,08:36 PM,11,15,15,15,23,73,75,0.3,1023,17,10,138,17,New%20Zealand
2021-02-07,19,11,0.0,11.6,4,18,01:32 AM,04:56 PM,06:34 AM,08:35 PM,11,15,15,15,16,35,74,0.0,1018,19,10,106,11,New%20Zealand
