date_time,Benin_maxtempC,Benin_mintempC,Benin_totalSnow_cm,Benin_sunHour,Benin_uvIndex,Benin_moon_illumination,Benin_moonrise,Benin_moonset,Benin_sunrise,Benin_sunset,Benin_DewPointC,Benin_FeelsLikeC,Benin_HeatIndexC,Benin_WindChillC,Benin_WindGustKmph,Benin_cloudcover,Benin_humidity,Benin_precipMM,Benin_pressure,Benin_tempC,Benin_visibility,Benin_winddirDegree,Benin_windspeedKmph,Benin_location
2021-01-26,31,25,0.0,10.1,6,88,05:02 PM,04:59 AM,07:07 AM,06:57 PM,22,31,31,28,15,30,73,0.0,1010,31,10,234,11,Benin
2021-01-27,31,25,0.0,8.7,6,96,05:58 PM,05:54 AM,07:08 AM,06:57 PM,23,31,31,28,17,44,74,0.2,1009,31,10,228,13,Benin
2021-01-28,31,25,0.0,10.1,6,100,06:54 PM,06:48 AM,07:08 AM,06:58 PM,23,31,31,28,17,48,75,0.3,1009,31,10,221,13,Benin
2021-01-29,31,26,0.0,7.2,6,90,07:50 PM,07:41 AM,07:08 AM,06:58 PM,23,32,32,28,16,54,75,1.2,1010,31,10,221,11,Benin
2021-01-30,32,26,0.0,11.5,6,82,08:44 PM,08:31 AM,07:08 AM,06:58 PM,23,32,32,28,17,28,73,0.2,1010,32,10,229,13,Benin
2021-01-31,31,26,0.0,10.1,6,79,09:38 PM,09:21 AM,07:08 AM,06:59 PM,23,32,32,28,19,36,75,0.0,1009,31,10,226,14,Benin
2021-02-01,31,26,0.0,8.7,6,63,10:29 PM,10:07 AM,07:08 AM,06:59 PM,23,32,32,28,18,44,75,0.1,1010,31,10,221,14,Benin
2021-02-02,32,27,0.0,5.8,6,55,11:21 PM,10:53 AM,07:08 AM,06:59 PM,23,33,33,29,20,66,74,3.4,1010,32,10,219,14,Benin
2021-02-03,31,26,0.0,7.2,6,48,No moonrise,11:40 AM,07:08 AM,06:59 PM,23,32,32,29,18,44,74,0.5,1010,31,10,220,13,Benin
2021-02-04,31,26,0.0,8.8,6,40,12:14 AM,12:27 PM,07:08 AM,07:00 PM,24,33,33,28,18,54,76,0.0,1010,31,10,223,13,Benin
2021-02-05,31,26,0.0,8.8,6,33,01:08 AM,01:18 PM,07:08 AM,07:00 PM,24,33,33,29,18,41,75,0.0,1010,31,10,220,13,Benin
2021-02-06,31,26,0.0,10.2,6,25,02:05 AM,02:11 PM,07:07 AM,07:00 PM,23,32,32,29,19,40,74,0.1,1010,31,10,228,14,Benin
2021-02-07,31,27,0.0,7.4,6,18,03:04 AM,03:08 PM,07:07 AM,07:00 PM,24,32,32,28,20,52,76,0.1,1010,31,10,223,14,Benin
