date_time,Puerto%20Rico_maxtempC,Puerto%20Rico_mintempC,Puerto%20Rico_totalSnow_cm,Puerto%20Rico_sunHour,Puerto%20Rico_uvIndex,Puerto%20Rico_moon_illumination,Puerto%20Rico_moonrise,Puerto%20Rico_moonset,Puerto%20Rico_sunrise,Puerto%20Rico_sunset,Puerto%20Rico_DewPointC,Puerto%20Rico_FeelsLikeC,Puerto%20Rico_HeatIndexC,Puerto%20Rico_WindChillC,Puerto%20Rico_WindGustKmph,Puerto%20Rico_cloudcover,Puerto%20Rico_humidity,Puerto%20Rico_precipMM,Puerto%20Rico_pressure,Puerto%20Rico_tempC,Puerto%20Rico_visibility,Puerto%20Rico_winddirDegree,Puerto%20Rico_windspeedKmph,Puerto%20Rico_location
2020-12-23,37,16,0.0,13.9,7,56,02:03 PM,01:31 AM,05:45 AM,07:35 PM,13,27,27,27,7,3,51,0.0,1009,37,10,194,5,Puerto%20Rico
2020-12-24,36,19,0.0,13.3,7,63,02:54 PM,02:00 AM,05:45 AM,07:35 PM,17,29,29,28,6,27,55,0.0,1009,36,10,141,4,Puerto%20Rico
2020-12-25,35,21,0.0,13.9,8,70,03:47 PM,02:31 AM,05:46 AM,07:36 PM,16,30,30,29,7,18,51,0.0,1009,35,10,133,5,Puerto%20Rico
2020-12-26,39,23,0.0,13.9,8,78,04:40 PM,03:04 AM,05:47 AM,07:36 PM,14,31,31,30,8,17,44,0.0,1009,39,10,140,5,Puerto%20Rico
2020-12-27,34,19,0.0,13.9,7,85,05:35 PM,03:41 AM,05:47 AM,07:36 PM,16,27,27,27,7,36,58,0.0,1010,34,10,160,5,Puerto%20Rico
2020-12-28,36,22,0.0,13.3,7,92,06:31 PM,04:22 AM,05:48 AM,07:37 PM,17,30,30,28,7,35,55,0.1,1010,36,10,136,5,Puerto%20Rico
2020-12-29,35,20,0.0,13.9,8,100,07:27 PM,05:09 AM,05:48 AM,07:37 PM,18,29,29,28,6,23,61,0.0,1008,35,10,147,4,Puerto%20Rico
2020-12-30,37,20,0.0,13.9,8,100,08:20 PM,06:00 AM,05:49 AM,07:37 PM,19,31,31,29,6,21,63,0.0,1006,37,10,157,5,Puerto%20Rico
2020-12-31,31,21,0.0,8.7,6,89,09:11 PM,06:57 AM,05:50 AM,07:38 PM,23,29,29,25,8,60,83,20.1,1008,31,9,122,5,Puerto%20Rico
2021-01-01,37,20,0.0,13.9,8,79,09:57 PM,07:56 AM,05:50 AM,07:38 PM,16,30,30,29,7,6,55,0.0,1010,37,9,178,5,Puerto%20Rico
2021-01-02,38,17,0.0,13.9,8,71,10:39 PM,08:58 AM,05:51 AM,07:38 PM,12,29,29,29,8,5,42,0.0,1011,38,10,145,5,Puerto%20Rico
2021-01-03,37,18,0.0,13.9,7,64,11:18 PM,09:59 AM,05:52 AM,07:38 PM,14,28,28,28,8,17,47,0.0,1008,37,10,195,6,Puerto%20Rico
2021-01-04,35,21,0.0,13.3,6,57,11:54 PM,11:00 AM,05:52 AM,07:38 PM,16,30,30,28,9,21,55,0.0,1008,35,10,105,6,Puerto%20Rico
2021-01-05,21,13,0.0,8.7,5,50,No moonrise,12:01 PM,05:53 AM,07:39 PM,21,20,21,20,6,83,99,68.5,1009,21,8,134,3,Puerto%20Rico
2021-01-06,36,19,0.0,13.3,6,42,12:30 AM,01:02 PM,05:54 AM,07:39 PM,18,28,28,27,4,61,68,0.0,1009,36,6,153,3,Puerto%20Rico
2021-01-07,32,21,0.0,9.8,6,35,01:06 AM,02:04 PM,05:55 AM,07:39 PM,20,26,26,25,3,65,82,22.5,1011,32,8,227,2,Puerto%20Rico
2021-01-08,36,20,0.0,9.8,6,28,01:45 AM,03:09 PM,05:55 AM,07:39 PM,20,28,28,26,5,71,73,0.9,1011,36,6,133,3,Puerto%20Rico
2021-01-09,33,21,0.0,11.0,6,20,02:27 AM,04:15 PM,05:56 AM,07:39 PM,19,29,29,27,7,52,66,2.2,1010,33,10,155,5,Puerto%20Rico
2021-01-10,36,20,0.0,13.3,7,13,03:15 AM,05:22 PM,05:57 AM,07:39 PM,20,30,30,28,8,49,68,0.0,1009,36,6,39,6,Puerto%20Rico
2021-01-11,38,23,0.0,13.8,7,6,04:08 AM,06:27 PM,05:58 AM,07:39 PM,20,33,33,30,10,22,62,0.3,1008,38,9,105,7,Puerto%20Rico
2021-01-12,35,22,0.0,9.8,6,0,05:07 AM,07:28 PM,05:58 AM,07:39 PM,21,31,31,28,10,63,73,8.0,1010,35,9,152,6,Puerto%20Rico
2021-01-13,34,21,0.0,13.3,6,0,06:09 AM,08:22 PM,05:59 AM,07:39 PM,21,30,30,27,6,41,74,0.6,1011,34,10,146,4,Puerto%20Rico
2021-01-14,36,21,0.0,13.4,7,1,07:13 AM,09:09 PM,06:00 AM,07:39 PM,19,30,30,28,7,42,64,0.2,1011,36,9,100,5,Puerto%20Rico
2021-01-15,37,21,0.0,11.6,8,8,08:14 AM,09:50 PM,06:01 AM,07:39 PM,18,31,31,29,9,22,56,0.0,1008,37,10,43,6,Puerto%20Rico
2021-01-16,32,22,0.0,9.1,6,16,09:13 AM,10:26 PM,06:01 AM,07:39 PM,22,30,30,27,12,56,77,6.5,1005,32,9,26,8,Puerto%20Rico
2021-01-17,24,14,0.0,6.7,5,23,10:09 AM,10:59 PM,06:02 AM,07:38 PM,23,24,24,21,7,79,99,103.5,1005,24,6,144,4,Puerto%20Rico
2021-01-18,33,18,0.0,11.6,6,30,11:02 AM,11:30 PM,06:03 AM,07:38 PM,17,27,27,25,10,33,68,0.2,1010,33,8,177,7,Puerto%20Rico
2021-01-19,28,18,0.0,7.9,5,38,11:54 AM,12:00 AM,06:04 AM,07:38 PM,18,25,25,23,10,45,76,5.6,1011,28,10,114,6,Puerto%20Rico
2021-01-20,23,14,0.0,7.9,5,45,12:46 PM,No moonset,06:05 AM,07:38 PM,21,21,23,21,7,78,98,12.0,1012,23,7,72,4,Puerto%20Rico
2021-01-21,30,21,0.0,7.9,6,52,01:38 PM,12:30 AM,06:05 AM,07:38 PM,22,27,27,24,8,82,91,27.1,1013,30,6,58,4,Puerto%20Rico
2021-01-22,30,20,0.0,6.7,6,59,02:30 PM,01:02 AM,06:06 AM,07:37 PM,22,26,26,24,8,81,86,9.6,1014,30,7,98,5,Puerto%20Rico
2021-01-23,33,19,0.0,9.1,6,67,03:25 PM,01:38 AM,06:07 AM,07:37 PM,20,26,26,24,10,64,77,3.0,1013,33,7,94,7,Puerto%20Rico
2021-01-24,34,20,0.0,9.1,6,74,04:20 PM,02:16 AM,06:08 AM,07:37 PM,20,28,28,26,9,65,76,2.8,1011,34,8,73,6,Puerto%20Rico
2021-01-25,28,21,0.0,6.6,5,81,05:16 PM,03:00 AM,06:09 AM,07:36 PM,22,26,26,24,8,77,92,18.3,1009,28,8,39,5,Puerto%20Rico
2021-01-26,26,21,0.0,6.6,5,88,06:10 PM,03:50 AM,06:09 AM,07:36 PM,22,26,26,24,10,71,91,5.4,1008,26,8,105,6,Puerto%20Rico
2021-01-27,27,21,0.0,7.9,5,96,07:03 PM,04:45 AM,06:10 AM,07:36 PM,22,26,26,23,13,72,95,78.2,1007,27,6,97,7,Puerto%20Rico
2021-01-28,28,20,0.0,7.9,5,100,07:52 PM,05:45 AM,06:11 AM,07:35 PM,22,26,26,24,10,78,94,12.7,1006,28,6,63,7,Puerto%20Rico
2021-01-29,28,22,0.0,6.6,5,90,08:36 PM,06:46 AM,06:12 AM,07:35 PM,23,27,27,24,13,88,96,26.6,1007,28,7,67,7,Puerto%20Rico
2021-01-30,24,14,0.0,6.6,5,82,09:17 PM,07:50 AM,06:13 AM,07:34 PM,21,20,22,20,11,86,93,27.3,1010,24,9,45,7,Puerto%20Rico
2021-01-31,22,21,0.0,6.6,5,79,09:55 PM,08:52 AM,06:13 AM,07:34 PM,21,22,24,22,9,67,97,37.6,1010,22,7,186,5,Puerto%20Rico
2021-02-01,25,16,0.0,6.6,5,63,10:31 PM,09:54 AM,06:14 AM,07:33 PM,22,24,24,21,13,88,93,77.6,1008,25,8,57,8,Puerto%20Rico
2021-02-02,33,22,0.0,6.6,6,55,11:08 PM,10:56 AM,06:15 AM,07:33 PM,23,30,30,27,10,73,80,14.9,1008,33,9,176,6,Puerto%20Rico
2021-02-03,31,23,0.0,9.1,6,48,11:45 PM,11:59 AM,06:16 AM,07:32 PM,23,29,29,26,7,59,85,9.7,1010,31,7,152,4,Puerto%20Rico
2021-02-04,32,21,0.0,10.3,6,40,No moonrise,01:02 PM,06:16 AM,07:31 PM,18,27,27,25,12,56,71,2.0,1012,32,10,211,9,Puerto%20Rico
2021-02-05,31,16,0.0,11.6,6,33,12:25 AM,02:06 PM,06:17 AM,07:31 PM,13,24,24,23,10,28,62,0.0,1011,31,7,191,7,Puerto%20Rico
2021-02-06,32,13,0.0,11.6,6,25,01:10 AM,03:12 PM,06:18 AM,07:30 PM,12,23,23,23,8,13,58,0.0,1012,32,9,168,5,Puerto%20Rico
2021-02-07,35,14,0.0,11.6,6,18,02:00 AM,04:15 PM,06:19 AM,07:30 PM,15,25,25,25,5,36,62,0.0,1012,35,8,161,3,Puerto%20Rico
