date_time,Oman_maxtempC,Oman_mintempC,Oman_totalSnow_cm,Oman_sunHour,Oman_uvIndex,Oman_moon_illumination,Oman_moonrise,Oman_moonset,Oman_sunrise,Oman_sunset,Oman_DewPointC,Oman_FeelsLikeC,Oman_HeatIndexC,Oman_WindChillC,Oman_WindGustKmph,Oman_cloudcover,Oman_humidity,Oman_precipMM,Oman_pressure,Oman_tempC,Oman_visibility,Oman_winddirDegree,Oman_windspeedKmph,Oman_location
2020-06-01,37,32,0.0,13.3,9,71,02:16 PM,01:55 AM,05:19 AM,06:49 PM,21,39,39,35,18,0,44,0.0,1004,37,10,189,10,Oman
2020-06-02,39,32,0.0,13.3,9,79,03:19 PM,02:35 AM,05:19 AM,06:49 PM,21,40,40,36,16,1,43,0.0,1003,39,10,235,9,Oman
2020-06-03,38,34,0.0,13.3,9,86,04:22 PM,03:16 AM,05:19 AM,06:49 PM,20,39,39,35,22,2,41,0.0,1000,38,10,287,12,Oman
2020-06-04,36,32,0.0,13.3,8,94,05:28 PM,04:00 AM,05:19 AM,06:50 PM,21,39,39,34,25,1,48,0.0,1000,36,10,297,14,Oman
2020-06-05,37,30,0.0,13.3,9,100,06:33 PM,04:47 AM,05:18 AM,06:50 PM,22,39,39,34,18,2,49,0.0,1000,37,10,161,10,Oman
2020-06-06,36,30,0.0,13.3,8,100,07:37 PM,05:39 AM,05:18 AM,06:51 PM,23,39,39,33,17,0,56,0.0,1000,36,10,168,10,Oman
2020-06-07,34,30,0.0,13.3,8,84,08:38 PM,06:34 AM,05:18 AM,06:51 PM,23,38,38,32,23,0,60,0.0,999,34,10,104,14,Oman
2020-06-08,33,30,0.0,13.3,8,76,09:33 PM,07:32 AM,05:18 AM,06:51 PM,25,39,39,31,16,1,70,0.0,1001,33,10,83,11,Oman
2020-06-09,34,29,0.0,13.3,8,69,10:22 PM,08:31 AM,05:18 AM,06:52 PM,25,37,37,31,11,1,69,0.0,1003,34,10,91,8,Oman
2020-06-10,35,30,0.0,13.3,8,61,11:06 PM,09:29 AM,05:18 AM,06:52 PM,24,39,39,32,16,0,63,0.0,1002,35,10,137,10,Oman
2020-06-11,37,28,0.0,13.3,8,54,11:45 PM,10:24 AM,05:18 AM,06:52 PM,22,38,38,33,14,2,51,0.0,1000,37,10,91,8,Oman
2020-06-12,37,28,0.0,13.3,8,46,No moonrise,11:17 AM,05:19 AM,06:53 PM,22,37,37,33,9,1,50,0.0,999,37,10,160,6,Oman
2020-06-13,38,30,0.0,13.3,9,38,12:19 AM,12:08 PM,05:19 AM,06:53 PM,19,37,37,34,19,0,41,0.0,998,38,10,154,10,Oman
2020-06-14,37,29,0.0,13.3,8,31,12:52 AM,12:58 PM,05:19 AM,06:53 PM,22,38,38,33,13,0,49,0.0,1000,37,10,121,8,Oman
2020-06-15,36,30,0.0,13.4,8,23,01:24 AM,01:48 PM,05:19 AM,06:54 PM,23,39,39,33,17,0,55,0.0,1000,36,10,87,10,Oman
2020-06-16,37,30,0.0,13.4,9,16,01:56 AM,02:37 PM,05:19 AM,06:54 PM,23,40,40,34,14,0,51,0.0,998,37,10,100,8,Oman
2020-06-17,37,29,0.0,13.4,9,8,02:28 AM,03:29 PM,05:19 AM,06:54 PM,23,39,39,34,15,0,52,0.0,996,37,10,134,9,Oman
2020-06-18,35,30,0.0,13.4,8,1,03:04 AM,04:21 PM,05:19 AM,06:55 PM,24,39,39,32,12,11,61,0.0,997,35,10,120,8,Oman
2020-06-19,34,30,0.0,13.4,8,0,03:42 AM,05:17 PM,05:20 AM,06:55 PM,25,40,40,32,12,7,67,0.0,999,34,10,130,9,Oman
2020-06-20,35,30,0.0,13.4,8,0,04:25 AM,06:13 PM,05:20 AM,06:55 PM,25,40,40,33,13,3,63,0.0,999,35,10,165,8,Oman
2020-06-21,35,30,0.0,13.4,8,0,05:13 AM,07:10 PM,05:20 AM,06:55 PM,25,41,41,33,12,5,65,0.0,998,35,10,148,8,Oman
2020-06-22,35,30,0.0,13.4,8,7,06:06 AM,08:06 PM,05:20 AM,06:55 PM,25,39,39,32,14,0,64,0.0,997,35,10,88,9,Oman
2020-06-23,33,30,0.0,13.4,8,14,07:04 AM,08:59 PM,05:20 AM,06:56 PM,25,38,38,32,16,6,67,0.0,999,33,10,119,11,Oman
2020-06-24,33,29,0.0,13.4,8,22,08:04 AM,09:49 PM,05:21 AM,06:56 PM,25,37,37,31,26,6,68,0.0,1001,33,10,112,18,Oman
2020-06-25,34,30,0.0,13.4,8,29,09:06 AM,10:34 PM,05:21 AM,06:56 PM,25,39,39,32,28,0,66,0.0,1001,34,10,114,19,Oman
2020-06-26,34,30,0.0,13.4,8,37,10:08 AM,11:16 PM,05:21 AM,06:56 PM,25,39,39,32,21,0,64,0.0,1000,34,10,106,14,Oman
2020-06-27,34,30,0.0,13.4,8,44,11:09 AM,11:56 PM,05:21 AM,06:56 PM,24,38,38,32,15,0,62,0.0,1000,34,10,161,10,Oman
2020-06-28,35,30,0.0,13.3,8,52,12:09 PM,No moonset,05:22 AM,06:56 PM,24,39,39,33,13,0,62,0.0,1000,35,10,131,8,Oman
2020-06-29,36,31,0.0,13.3,8,59,01:10 PM,12:34 AM,05:22 AM,06:56 PM,25,41,41,33,14,0,60,0.0,998,36,10,109,10,Oman
2020-06-30,35,31,0.0,13.3,8,67,02:11 PM,01:14 AM,05:22 AM,06:56 PM,25,41,41,33,13,0,62,0.0,998,35,10,82,9,Oman
2020-07-01,34,30,0.0,13.3,8,72,03:14 PM,01:55 AM,05:23 AM,06:57 PM,25,39,39,32,26,0,70,0.0,999,34,10,104,20,Oman
2020-07-02,33,30,0.0,13.3,7,79,04:17 PM,02:39 AM,05:23 AM,06:57 PM,25,38,38,31,26,24,72,0.0,1000,33,10,114,21,Oman
2020-07-03,34,30,0.0,13.3,8,86,05:21 PM,03:28 AM,05:23 AM,06:57 PM,25,38,38,32,18,2,69,0.0,999,34,10,108,13,Oman
2020-07-04,35,30,0.0,13.3,8,94,06:23 PM,04:20 AM,05:24 AM,06:57 PM,24,39,39,33,14,0,62,0.0,997,35,10,109,9,Oman
2020-07-05,36,31,0.0,13.3,8,100,07:21 PM,05:17 AM,05:24 AM,06:57 PM,24,41,41,34,17,4,58,0.0,995,36,10,123,11,Oman
2020-07-06,36,32,0.0,13.3,7,100,08:13 PM,06:16 AM,05:25 AM,06:56 PM,25,42,42,34,16,12,60,0.0,994,36,10,107,10,Oman
2020-07-07,35,30,0.0,13.3,8,85,08:59 PM,07:15 AM,05:25 AM,06:56 PM,25,40,40,33,19,1,64,0.0,996,35,10,148,13,Oman
2020-07-08,34,29,0.0,13.3,8,77,09:40 PM,08:12 AM,05:25 AM,06:56 PM,26,40,40,32,22,20,72,0.0,999,34,10,147,16,Oman
2020-07-09,34,28,0.0,13.3,8,70,10:17 PM,09:07 AM,05:26 AM,06:56 PM,25,40,40,32,21,38,64,0.0,998,34,10,228,14,Oman
2020-07-10,37,30,0.0,13.3,9,63,10:51 PM,09:59 AM,05:26 AM,06:56 PM,23,40,40,34,13,32,54,0.0,997,37,10,238,8,Oman
2020-07-11,38,31,0.0,13.3,9,55,11:23 PM,10:50 AM,05:27 AM,06:56 PM,22,39,39,34,14,11,49,0.0,996,38,10,299,8,Oman
2020-07-12,35,31,0.0,13.3,8,48,11:55 PM,11:40 AM,05:27 AM,06:56 PM,22,39,39,34,13,1,52,0.0,996,35,10,158,8,Oman
2020-07-13,34,29,0.0,13.3,8,41,No moonrise,12:29 PM,05:27 AM,06:56 PM,25,38,38,32,22,0,65,0.0,997,34,10,98,14,Oman
2020-07-14,34,29,0.0,13.3,8,34,12:27 AM,01:20 PM,05:28 AM,06:55 PM,25,39,39,32,14,1,65,0.0,999,34,10,91,9,Oman
2020-07-15,34,28,0.0,13.3,8,26,01:01 AM,02:11 PM,05:28 AM,06:55 PM,25,39,39,32,14,1,65,0.0,998,34,10,86,9,Oman
2020-07-16,34,31,0.0,13.3,8,19,01:38 AM,03:05 PM,05:29 AM,06:55 PM,25,39,39,32,25,6,67,0.0,997,34,10,107,17,Oman
2020-07-17,34,31,0.0,13.3,7,12,02:18 AM,04:01 PM,05:29 AM,06:55 PM,24,39,39,32,21,38,61,0.4,997,34,10,101,13,Oman
2020-07-18,35,30,0.0,10.8,7,5,03:04 AM,04:58 PM,05:30 AM,06:54 PM,24,40,40,33,23,50,59,0.3,998,35,10,106,15,Oman
2020-07-19,33,30,0.0,13.2,8,0,03:55 AM,05:55 PM,05:30 AM,06:54 PM,25,38,38,31,29,9,68,0.0,1000,33,10,113,23,Oman
2020-07-20,33,30,0.0,13.2,8,0,04:52 AM,06:50 PM,05:31 AM,06:54 PM,25,39,39,32,16,3,68,0.0,999,33,10,77,11,Oman
2020-07-21,36,29,0.0,13.2,8,2,05:53 AM,07:43 PM,05:31 AM,06:53 PM,24,38,38,32,18,0,61,0.0,996,36,10,169,11,Oman
2020-07-22,32,30,0.0,13.2,8,10,06:56 AM,08:30 PM,05:31 AM,06:53 PM,25,38,38,31,13,0,71,0.0,1000,32,10,105,9,Oman
2020-07-23,33,31,0.0,13.2,8,17,07:59 AM,09:15 PM,05:32 AM,06:52 PM,26,39,39,32,13,0,70,0.0,1001,33,10,236,11,Oman
2020-07-24,33,30,0.0,13.2,8,24,09:02 AM,09:56 PM,05:32 AM,06:52 PM,25,39,39,32,10,0,69,0.0,1002,33,10,104,8,Oman
2020-07-25,33,30,0.0,13.2,8,32,10:03 AM,10:35 PM,05:33 AM,06:52 PM,25,39,39,32,14,7,67,0.0,1003,33,10,68,10,Oman
2020-07-26,34,30,0.0,13.2,8,39,11:04 AM,11:15 PM,05:33 AM,06:51 PM,24,38,38,32,13,7,64,0.0,1003,34,10,105,9,Oman
2020-07-27,34,32,0.0,13.2,8,46,12:05 PM,11:55 PM,05:34 AM,06:51 PM,24,40,40,33,13,10,60,0.0,1003,34,10,79,9,Oman
2020-07-28,34,31,0.0,13.2,8,53,01:07 PM,No moonset,05:34 AM,06:50 PM,24,39,39,32,9,10,62,0.0,1002,34,10,172,6,Oman
2020-07-29,35,31,0.0,13.2,8,61,02:09 PM,12:37 AM,05:35 AM,06:50 PM,24,39,39,33,10,4,60,0.0,1000,35,10,141,6,Oman
2020-07-30,36,31,0.0,13.1,8,68,03:11 PM,01:23 AM,05:35 AM,06:49 PM,23,38,38,33,18,4,56,0.0,998,36,10,151,10,Oman
2020-07-31,33,29,0.0,13.1,8,72,04:12 PM,02:13 AM,05:35 AM,06:49 PM,25,38,38,31,17,0,69,0.0,999,33,10,89,11,Oman
2020-08-01,33,29,0.0,13.1,8,82,05:11 PM,03:07 AM,05:36 AM,06:48 PM,26,39,39,31,15,0,73,0.0,999,33,10,87,11,Oman
2020-08-02,34,29,0.0,13.1,8,90,06:04 PM,04:04 AM,05:36 AM,06:47 PM,25,38,38,31,20,4,68,0.0,999,34,10,108,14,Oman
2020-08-03,35,29,0.0,13.1,8,97,06:52 PM,05:03 AM,05:37 AM,06:47 PM,25,39,39,32,23,12,64,0.0,997,35,10,119,14,Oman
2020-08-04,34,30,0.0,13.1,8,100,07:36 PM,06:00 AM,05:37 AM,06:46 PM,24,39,39,33,14,6,58,0.0,994,34,10,190,8,Oman
2020-08-05,38,31,0.0,13.1,9,88,08:14 PM,06:56 AM,05:38 AM,06:45 PM,21,39,39,34,26,0,49,0.0,993,38,10,250,14,Oman
2020-08-06,35,31,0.0,13.1,8,81,08:49 PM,07:50 AM,05:38 AM,06:45 PM,22,37,37,33,27,0,53,0.0,995,35,10,110,16,Oman
2020-08-07,36,30,0.0,13.1,8,74,09:22 PM,08:42 AM,05:38 AM,06:44 PM,21,37,37,33,17,19,50,0.0,995,36,10,147,9,Oman
2020-08-08,35,29,0.0,13.0,8,67,09:54 PM,09:32 AM,05:39 AM,06:43 PM,23,38,38,33,15,39,52,0.0,995,35,10,145,9,Oman
2020-08-09,34,30,0.0,13.0,8,59,10:26 PM,10:21 AM,05:39 AM,06:43 PM,23,37,37,32,18,35,57,0.7,997,34,10,110,12,Oman
2020-08-10,32,30,0.0,13.0,8,52,10:59 PM,11:12 AM,05:40 AM,06:42 PM,25,37,37,31,22,14,70,0.0,998,32,10,95,16,Oman
2020-08-11,33,29,0.0,13.0,8,45,11:34 PM,12:02 PM,05:40 AM,06:41 PM,25,38,38,31,23,30,71,0.0,999,33,10,110,18,Oman
2020-08-12,34,29,0.0,13.0,8,38,No moonrise,12:55 PM,05:40 AM,06:41 PM,25,39,39,32,14,10,65,0.0,999,34,10,81,10,Oman
2020-08-13,33,29,0.0,13.0,8,30,12:12 AM,01:49 PM,05:41 AM,06:40 PM,25,39,39,32,14,2,66,0.0,997,33,10,106,10,Oman
2020-08-14,33,29,0.0,13.0,8,23,12:55 AM,02:44 PM,05:41 AM,06:39 PM,26,38,38,31,17,0,71,0.0,995,33,10,83,12,Oman
2020-08-15,32,27,0.0,13.0,8,16,01:43 AM,03:41 PM,05:42 AM,06:38 PM,25,37,37,31,21,3,70,0.0,995,32,10,96,15,Oman
2020-08-16,32,29,0.0,13.0,8,8,02:37 AM,04:37 PM,05:42 AM,06:37 PM,25,38,38,31,17,13,70,0.0,997,32,10,80,13,Oman
2020-08-17,34,32,0.0,13.0,8,1,03:36 AM,05:31 PM,05:42 AM,06:37 PM,25,41,41,33,17,10,63,0.0,996,34,10,67,11,Oman
2020-08-18,33,29,0.0,12.9,8,0,04:39 AM,06:21 PM,05:43 AM,06:36 PM,26,40,40,32,18,5,67,0.0,997,33,10,81,13,Oman
2020-08-19,33,29,0.0,12.9,8,0,05:43 AM,07:08 PM,05:43 AM,06:35 PM,25,38,38,31,14,4,70,0.0,998,33,10,72,10,Oman
2020-08-20,34,29,0.0,12.9,8,6,06:48 AM,07:51 PM,05:44 AM,06:34 PM,24,38,38,32,12,3,63,0.0,997,34,10,87,8,Oman
2020-08-21,33,30,0.0,12.9,8,13,07:52 AM,08:32 PM,05:44 AM,06:33 PM,24,39,39,32,19,6,62,0.0,998,33,10,119,13,Oman
2020-08-22,31,29,0.0,12.9,8,20,08:55 AM,09:13 PM,05:44 AM,06:32 PM,25,36,36,30,31,10,74,0.0,1000,31,10,105,25,Oman
2020-08-23,31,29,0.0,12.9,8,28,09:58 AM,09:54 PM,05:45 AM,06:31 PM,25,36,36,30,28,6,73,0.0,1000,31,10,111,22,Oman
2020-08-24,31,26,0.0,12.9,7,35,11:00 AM,10:36 PM,05:45 AM,06:30 PM,25,34,34,29,26,4,75,0.0,1000,31,10,107,20,Oman
2020-08-25,31,25,0.0,12.9,6,42,12:03 PM,11:21 PM,05:45 AM,06:30 PM,25,33,33,28,23,16,76,0.2,1001,31,10,107,18,Oman
2020-08-26,31,27,0.0,12.8,8,50,01:06 PM,No moonset,05:46 AM,06:29 PM,25,35,35,29,20,10,74,0.0,1003,31,10,104,16,Oman
2020-08-27,32,28,0.0,12.8,8,57,02:07 PM,12:10 AM,05:46 AM,06:28 PM,25,37,37,31,14,29,70,1.4,1002,32,10,111,11,Oman
2020-08-28,33,30,0.0,12.8,8,64,03:06 PM,01:02 AM,05:46 AM,06:27 PM,24,38,38,32,13,9,64,0.0,1001,33,10,76,9,Oman
2020-08-29,33,28,0.0,12.8,8,71,04:00 PM,01:58 AM,05:47 AM,06:26 PM,24,36,36,31,13,7,63,0.0,1001,33,10,85,8,Oman
2020-08-30,33,29,0.0,12.8,8,79,04:49 PM,02:55 AM,05:47 AM,06:25 PM,21,35,35,31,11,4,56,0.0,1002,33,10,170,7,Oman
2020-08-31,34,30,0.0,12.8,8,82,05:33 PM,03:52 AM,05:47 AM,06:24 PM,16,32,32,32,25,0,40,0.0,1002,34,10,288,14,Oman
2020-09-01,33,26,0.0,12.8,8,97,06:12 PM,04:48 AM,05:48 AM,06:23 PM,18,32,32,31,21,0,44,0.0,1004,33,10,212,12,Oman
2020-09-02,32,29,0.0,12.7,8,100,06:48 PM,05:43 AM,05:48 AM,06:22 PM,20,33,33,30,12,0,53,0.0,1007,32,10,163,8,Oman
2020-09-03,33,29,0.0,12.7,8,88,07:22 PM,06:35 AM,05:48 AM,06:21 PM,19,33,33,31,15,0,49,0.0,1007,33,10,214,9,Oman
2020-09-04,34,29,0.0,12.7,8,81,07:54 PM,07:26 AM,05:49 AM,06:20 PM,19,33,33,31,17,1,48,0.0,1006,34,10,288,11,Oman
2020-09-05,33,28,0.0,12.7,8,73,08:25 PM,08:15 AM,05:49 AM,06:19 PM,19,32,32,30,22,4,52,0.0,1005,33,10,105,14,Oman
2020-09-06,33,28,0.0,12.7,8,66,08:58 PM,09:05 AM,05:49 AM,06:18 PM,21,34,34,30,20,1,58,0.0,1006,33,10,105,13,Oman
2020-09-07,33,26,0.0,12.7,8,58,09:32 PM,09:55 AM,05:50 AM,06:17 PM,21,34,34,31,11,1,55,0.0,1006,33,10,134,7,Oman
2020-09-08,36,29,0.0,12.7,8,50,10:08 PM,10:46 AM,05:50 AM,06:16 PM,20,35,35,32,13,0,49,0.0,1006,36,10,229,8,Oman
2020-09-09,35,27,0.0,12.7,8,43,10:48 PM,11:39 AM,05:50 AM,06:15 PM,20,35,35,32,12,0,49,0.0,1004,35,10,206,7,Oman
2020-09-10,34,26,0.0,12.6,8,35,11:33 PM,12:33 PM,05:51 AM,06:14 PM,21,34,34,31,11,0,56,0.0,1004,34,10,124,7,Oman
2020-09-11,35,29,0.0,12.6,8,28,No moonrise,01:29 PM,05:51 AM,06:13 PM,20,35,35,32,13,0,49,0.0,1003,35,10,128,8,Oman
2020-09-12,35,30,0.0,12.6,8,20,12:23 AM,02:24 PM,05:51 AM,06:12 PM,18,35,35,33,18,0,42,0.0,1003,35,10,263,10,Oman
2020-09-13,34,25,0.0,12.6,8,13,01:19 AM,03:18 PM,05:52 AM,06:11 PM,19,33,33,30,12,0,50,0.0,1006,34,10,97,8,Oman
2020-09-14,33,26,0.0,12.6,8,5,02:19 AM,04:09 PM,05:52 AM,06:10 PM,20,32,32,30,17,3,53,0.0,1005,33,10,178,11,Oman
2020-09-15,33,25,0.0,12.6,8,0,03:23 AM,04:57 PM,05:52 AM,06:09 PM,19,32,32,30,20,3,52,0.0,1005,33,10,224,12,Oman
2020-09-16,33,27,0.0,12.6,8,0,04:27 AM,05:42 PM,05:53 AM,06:08 PM,19,32,32,30,19,6,49,0.0,1005,33,10,266,12,Oman
2020-09-17,33,27,0.0,12.5,8,0,05:33 AM,06:24 PM,05:53 AM,06:07 PM,19,32,32,30,13,0,51,0.0,1006,33,10,302,9,Oman
2020-09-18,34,28,0.0,12.5,8,2,06:37 AM,07:06 PM,05:53 AM,06:06 PM,17,32,32,31,25,0,44,0.0,1006,34,10,284,15,Oman
2020-09-19,34,29,0.0,12.5,8,10,07:42 AM,07:48 PM,05:54 AM,06:05 PM,16,32,32,31,23,0,40,0.0,1003,34,10,299,13,Oman
2020-09-20,35,29,0.0,12.5,8,17,08:47 AM,08:30 PM,05:54 AM,06:04 PM,16,32,32,32,23,0,39,0.0,1003,35,10,289,14,Oman
2020-09-21,35,26,0.0,12.5,8,25,09:52 AM,09:16 PM,05:54 AM,06:03 PM,16,32,32,31,18,0,39,0.0,1003,35,10,287,10,Oman
2020-09-22,34,28,0.0,12.5,8,32,10:57 AM,10:05 PM,05:54 AM,06:02 PM,17,32,32,31,23,0,43,0.0,1004,34,10,286,14,Oman
2020-09-23,35,29,0.0,12.5,8,40,12:01 PM,10:58 PM,05:55 AM,06:01 PM,16,32,32,32,27,0,38,0.0,1004,35,10,289,15,Oman
2020-09-24,34,26,0.0,12.5,8,47,01:01 PM,11:53 PM,05:55 AM,06:00 PM,17,32,32,30,16,0,43,0.0,1005,34,10,306,10,Oman
2020-09-25,34,26,0.0,11.6,8,55,01:57 PM,No moonset,05:55 AM,05:59 PM,18,32,32,30,12,0,49,0.0,1006,34,10,131,8,Oman
2020-09-26,34,26,0.0,11.6,8,62,02:48 PM,12:50 AM,05:56 AM,05:58 PM,18,32,32,30,13,0,46,0.0,1005,34,10,115,8,Oman
2020-09-27,34,27,0.0,11.6,8,70,03:33 PM,01:47 AM,05:56 AM,05:57 PM,17,32,32,31,15,0,44,0.0,1005,34,10,107,9,Oman
2020-09-28,34,26,0.0,11.6,8,78,04:13 PM,02:43 AM,05:56 AM,05:56 PM,18,32,32,31,18,0,46,0.0,1007,34,10,134,10,Oman
2020-09-29,33,25,0.0,11.6,8,85,04:49 PM,03:38 AM,05:57 AM,05:55 PM,19,32,32,30,18,0,50,0.0,1007,33,10,144,11,Oman
2020-09-30,32,28,0.0,11.6,8,93,05:23 PM,04:30 AM,05:57 AM,05:54 PM,20,32,32,30,19,1,55,0.0,1007,32,10,90,12,Oman
2020-10-01,33,27,0.0,11.6,8,97,05:55 PM,05:21 AM,05:58 AM,05:53 PM,20,32,32,29,11,1,57,0.0,1009,33,10,162,7,Oman
2020-10-02,34,27,0.0,11.6,8,100,06:27 PM,06:11 AM,05:58 AM,05:52 PM,18,33,33,31,14,1,47,0.0,1009,34,10,244,8,Oman
2020-10-03,35,25,0.0,11.6,8,89,06:58 PM,07:00 AM,05:58 AM,05:51 PM,16,31,31,30,22,0,42,0.0,1008,35,10,280,13,Oman
2020-10-04,34,27,0.0,11.6,8,82,07:32 PM,07:51 AM,05:59 AM,05:50 PM,19,32,32,30,19,0,51,0.0,1009,34,10,291,11,Oman
2020-10-05,33,27,0.0,11.6,8,74,08:07 PM,08:41 AM,05:59 AM,05:49 PM,18,31,31,30,14,0,49,0.0,1009,33,10,194,8,Oman
2020-10-06,33,26,0.0,11.6,8,67,08:45 PM,09:34 AM,05:59 AM,05:48 PM,18,31,31,30,16,0,49,0.0,1008,33,10,116,9,Oman
2020-10-07,32,27,0.0,11.5,8,60,09:28 PM,10:26 AM,06:00 AM,05:47 PM,18,31,31,29,20,0,51,0.0,1010,32,10,124,12,Oman
2020-10-08,33,23,0.0,11.5,8,53,10:15 PM,11:21 AM,06:00 AM,05:46 PM,16,29,29,28,12,0,46,0.0,1010,33,10,146,7,Oman
2020-10-09,33,27,0.0,11.5,8,45,11:07 PM,12:15 PM,06:00 AM,05:45 PM,16,30,30,29,15,0,46,0.0,1010,33,10,123,9,Oman
2020-10-10,33,27,0.0,8.7,8,38,No moonrise,01:08 PM,06:01 AM,05:44 PM,16,31,31,30,17,0,46,0.0,1010,33,10,133,10,Oman
2020-10-11,31,26,0.0,8.7,7,31,12:04 AM,01:59 PM,06:01 AM,05:43 PM,16,29,29,28,12,0,47,0.0,1010,31,10,315,8,Oman
2020-10-12,30,26,0.0,8.7,7,23,01:04 AM,02:47 PM,06:02 AM,05:42 PM,14,28,28,28,20,0,43,0.0,1010,30,10,157,13,Oman
2020-10-13,30,26,0.0,8.7,7,16,02:07 AM,03:32 PM,06:02 AM,05:41 PM,9,27,27,28,20,0,31,0.0,1010,30,10,308,13,Oman
2020-10-14,30,25,0.0,8.7,7,9,03:11 AM,04:14 PM,06:02 AM,05:41 PM,11,27,27,27,17,1,38,0.0,1010,30,10,267,10,Oman
2020-10-15,30,23,0.0,8.7,7,2,04:14 AM,04:56 PM,06:03 AM,05:40 PM,12,27,27,27,17,0,42,0.0,1010,30,10,252,10,Oman
2020-10-16,30,23,0.0,8.7,7,0,05:20 AM,05:38 PM,06:03 AM,05:39 PM,13,27,27,27,20,0,44,0.0,1009,30,10,256,12,Oman
2020-10-17,30,24,0.0,8.7,7,0,06:25 AM,06:20 PM,06:04 AM,05:38 PM,12,27,27,26,22,0,43,0.0,1009,30,10,252,13,Oman
2020-10-18,30,23,0.0,8.7,7,5,07:32 AM,07:05 PM,06:04 AM,05:37 PM,14,27,27,26,25,0,47,0.0,1010,30,10,295,15,Oman
2020-10-19,30,24,0.0,8.7,6,13,08:39 AM,07:55 PM,06:05 AM,05:36 PM,12,27,27,26,22,23,41,0.0,1010,30,10,294,12,Oman
2020-10-20,30,23,0.0,8.7,7,20,09:47 AM,08:48 PM,06:05 AM,05:35 PM,13,28,28,26,21,5,45,0.0,1009,30,10,291,12,Oman
2020-10-21,30,24,0.0,8.7,7,27,10:51 AM,09:44 PM,06:06 AM,05:35 PM,12,27,27,27,26,0,41,0.0,1011,30,10,287,15,Oman
2020-10-22,30,23,0.0,8.7,7,35,11:51 AM,10:42 PM,06:06 AM,05:34 PM,12,27,27,26,24,0,43,0.0,1010,30,10,293,14,Oman
2020-10-23,30,23,0.0,8.7,7,42,12:45 PM,11:41 PM,06:07 AM,05:33 PM,12,27,27,26,23,0,42,0.0,1010,30,10,294,14,Oman
2020-10-24,29,23,0.0,8.7,7,49,01:33 PM,No moonset,06:07 AM,05:32 PM,13,27,27,26,25,0,46,0.0,1012,29,10,292,14,Oman
2020-10-25,29,24,0.0,8.7,7,56,02:14 PM,12:38 AM,06:08 AM,05:32 PM,14,27,27,26,21,0,46,0.0,1013,29,10,313,12,Oman
2020-10-26,29,23,0.0,8.7,7,64,02:51 PM,01:34 AM,06:08 AM,05:31 PM,14,27,27,25,18,0,51,0.0,1013,29,10,231,11,Oman
2020-10-27,27,21,0.0,8.7,7,71,03:26 PM,02:26 AM,06:09 AM,05:30 PM,13,25,25,24,11,0,51,0.0,1013,27,10,105,7,Oman
2020-10-28,28,21,0.0,8.7,7,78,03:58 PM,03:17 AM,06:09 AM,05:30 PM,11,26,26,25,8,0,42,0.0,1014,28,10,227,6,Oman
2020-10-29,28,22,0.0,8.7,7,85,04:29 PM,04:07 AM,06:10 AM,05:29 PM,13,26,26,25,17,0,51,0.0,1014,28,10,281,10,Oman
2020-10-30,29,22,0.0,8.7,7,93,05:00 PM,04:57 AM,06:10 AM,05:28 PM,15,27,27,25,22,0,53,0.0,1014,29,10,275,13,Oman
2020-10-31,28,21,0.0,8.7,7,97,05:33 PM,05:47 AM,06:11 AM,05:28 PM,12,25,25,24,14,0,47,0.0,1016,28,10,163,9,Oman
2020-11-01,29,21,0.0,8.7,7,89,06:07 PM,06:37 AM,06:11 AM,05:27 PM,10,25,25,25,10,0,41,0.0,1016,29,10,119,6,Oman
2020-11-02,29,22,0.0,8.7,7,81,06:45 PM,07:29 AM,06:12 AM,05:26 PM,8,26,26,25,10,0,36,0.0,1017,29,10,194,6,Oman
2020-11-03,29,22,0.0,8.7,7,74,07:26 PM,08:22 AM,06:12 AM,05:26 PM,10,26,26,25,9,0,40,0.0,1016,29,10,192,6,Oman
2020-11-04,29,22,0.0,8.7,7,66,08:11 PM,09:16 AM,06:13 AM,05:25 PM,9,26,26,25,10,0,39,0.0,1014,29,10,191,6,Oman
2020-11-05,29,21,0.0,8.7,7,58,09:02 PM,10:10 AM,06:14 AM,05:25 PM,11,26,26,25,11,0,43,0.0,1013,29,10,106,7,Oman
2020-11-06,28,22,0.0,8.7,7,51,09:56 PM,11:03 AM,06:14 AM,05:24 PM,12,26,26,25,16,0,45,0.0,1015,28,10,175,9,Oman
2020-11-07,28,23,0.0,8.7,7,43,10:53 PM,11:54 AM,06:15 AM,05:24 PM,18,27,27,25,17,11,66,0.1,1017,28,10,177,11,Oman
2020-11-08,28,24,0.0,8.7,6,36,11:53 PM,12:41 PM,06:15 AM,05:23 PM,19,28,28,26,14,38,67,0.8,1017,28,10,169,9,Oman
2020-11-09,28,20,0.0,8.7,7,28,No moonrise,01:26 PM,06:16 AM,05:23 PM,18,27,27,25,13,5,61,0.0,1017,28,10,290,9,Oman
2020-11-10,29,24,0.0,8.7,7,21,12:54 AM,02:07 PM,06:17 AM,05:22 PM,18,27,27,26,22,0,63,0.0,1014,29,10,290,14,Oman
2020-11-11,29,23,0.0,8.7,7,13,01:56 AM,02:48 PM,06:17 AM,05:22 PM,17,27,27,25,17,0,60,0.0,1015,29,10,139,11,Oman
