date_time,Greece_maxtempC,Greece_mintempC,Greece_totalSnow_cm,Greece_sunHour,Greece_uvIndex,Greece_moon_illumination,Greece_moonrise,Greece_moonset,Greece_sunrise,Greece_sunset,Greece_DewPointC,Greece_FeelsLikeC,Greece_HeatIndexC,Greece_WindChillC,Greece_WindGustKmph,Greece_cloudcover,Greece_humidity,Greece_precipMM,Greece_pressure,Greece_tempC,Greece_visibility,Greece_winddirDegree,Greece_windspeedKmph,Greece_location
2020-01-01,-1,-2,0.0,3.4,1,37,11:42 AM,11:16 PM,07:43 AM,04:46 PM,-5,-8,-1,-8,36,71,74,0.1,1006,-1,6,261,28,Greece
2020-01-02,5,-5,0.0,8.7,2,44,12:05 PM,No moonset,07:43 AM,04:47 PM,-2,-2,2,-2,30,43,75,0.0,1008,5,10,227,18,Greece
2020-01-03,6,4,0.0,3.4,2,51,12:27 PM,12:15 AM,07:43 AM,04:47 PM,4,3,5,3,18,96,93,9.8,1006,6,8,232,10,Greece
2020-01-04,2,0,5.7,3.4,1,59,12:51 PM,01:15 AM,07:43 AM,04:48 PM,0,-2,2,-2,19,99,89,7.4,1007,2,6,206,14,Greece
2020-01-05,1,-2,2.5,3.4,1,66,01:16 PM,02:16 AM,07:43 AM,04:49 PM,-3,-6,-0,-6,30,95,81,3.3,1011,1,6,270,21,Greece
2020-01-06,1,-3,1.7,5.2,1,73,01:45 PM,03:20 AM,07:43 AM,04:50 PM,-2,-6,0,-6,41,63,82,4.7,1010,1,2,253,28,Greece
2020-01-07,2,-4,0.0,5.2,1,80,02:19 PM,04:25 AM,07:43 AM,04:51 PM,-4,-4,-0,-4,24,66,77,0.0,1014,2,9,227,15,Greece
2020-01-08,-2,-8,0.2,3.4,1,88,03:01 PM,05:31 AM,07:43 AM,04:52 PM,-8,-12,-4,-12,43,87,72,4.3,1016,-2,3,277,32,Greece
2020-01-09,-4,-10,0.1,5.2,1,95,03:52 PM,06:36 AM,07:43 AM,04:54 PM,-10,-11,-6,-11,23,79,73,0.2,1034,-4,10,221,16,Greece
2020-01-10,7,-6,0.0,3.4,2,100,04:52 PM,07:37 AM,07:42 AM,04:55 PM,2,0,4,0,40,73,80,2.9,1024,7,8,208,22,Greece
2020-01-11,12,0,0.0,3.4,2,100,06:01 PM,08:30 AM,07:42 AM,04:56 PM,5,3,7,3,40,86,88,15.6,1016,12,5,175,24,Greece
2020-01-12,3,-5,0.1,3.4,1,83,07:15 PM,09:17 AM,07:42 AM,04:57 PM,-3,-5,0,-5,31,95,84,22.1,1015,3,6,187,23,Greece
2020-01-13,3,-9,0.0,3.4,1,76,08:30 PM,09:55 AM,07:41 AM,04:58 PM,-4,-3,-1,-3,10,73,76,0.0,1029,3,10,85,7,Greece
2020-01-14,6,-3,0.3,5.2,1,69,09:46 PM,10:28 AM,07:41 AM,04:59 PM,1,-1,2,-1,18,76,90,0.6,1023,6,7,128,11,Greece
2020-01-15,4,1,0.0,8.7,2,61,10:59 PM,10:58 AM,07:40 AM,05:00 PM,-0,-0,3,-0,19,42,79,0.4,1018,4,10,216,13,Greece
2020-01-16,1,-7,0.0,3.6,1,54,No moonrise,11:27 AM,07:40 AM,05:02 PM,-4,-8,-1,-8,42,100,86,8.2,1019,1,2,281,30,Greece
2020-01-17,-9,-14,0.6,3.6,1,47,12:12 AM,11:54 AM,07:39 AM,05:03 PM,-13,-17,-10,-17,22,72,74,0.8,1041,-9,7,282,17,Greece
2020-01-18,-1,-14,0.8,3.6,1,40,01:24 AM,12:23 PM,07:39 AM,05:04 PM,-7,-11,-6,-11,30,81,79,7.6,1021,-1,9,159,20,Greece
2020-01-19,-1,-8,0.0,3.6,1,32,02:35 AM,12:56 PM,07:38 AM,05:05 PM,-5,-11,-3,-11,48,100,85,4.7,1006,-1,1,258,36,Greece
2020-01-20,-7,-10,1.3,8.7,1,25,03:45 AM,01:32 PM,07:38 AM,05:07 PM,-11,-15,-8,-15,27,65,82,1.6,1027,-7,7,305,18,Greece
2020-01-21,-4,-11,0.8,3.6,1,18,04:52 AM,02:15 PM,07:37 AM,05:08 PM,-7,-11,-6,-11,26,86,88,1.0,1031,-4,7,259,16,Greece
2020-01-22,-1,-5,0.0,7.0,1,11,05:54 AM,03:04 PM,07:36 AM,05:09 PM,-5,-8,-3,-8,24,32,87,0.0,1029,-1,10,236,14,Greece
2020-01-23,1,-5,0.0,7.0,1,3,06:49 AM,03:59 PM,07:35 AM,05:11 PM,-5,-5,-2,-5,15,51,80,0.0,1027,1,9,165,8,Greece
2020-01-24,2,-1,0.0,3.7,1,0,07:37 AM,04:58 PM,07:35 AM,05:12 PM,-2,-3,0,-3,16,82,85,0.0,1023,2,10,110,9,Greece
2020-01-25,3,-2,1.8,3.7,1,0,08:17 AM,06:00 PM,07:34 AM,05:13 PM,1,-2,2,-2,31,100,93,13.5,1014,3,8,144,19,Greece
2020-01-26,2,-2,0.9,3.7,1,4,08:50 AM,07:02 PM,07:33 AM,05:15 PM,1,-3,1,-3,33,98,94,1.4,1006,2,5,245,22,Greece
2020-01-27,1,-0,1.4,3.7,1,11,09:19 AM,08:04 PM,07:32 AM,05:16 PM,-1,-5,1,-5,31,100,90,1.6,1007,1,5,281,22,Greece
2020-01-28,-2,-3,1.4,3.7,1,18,09:45 AM,09:04 PM,07:31 AM,05:17 PM,-4,-8,-2,-8,28,89,83,1.7,1013,-2,5,305,21,Greece
2020-01-29,-4,-10,0.2,8.7,1,26,10:08 AM,10:04 PM,07:30 AM,05:19 PM,-8,-9,-5,-9,15,44,75,0.3,1021,-4,8,272,12,Greece
2020-01-30,-3,-10,0.0,5.4,1,33,10:30 AM,11:03 PM,07:29 AM,05:20 PM,-8,-7,-5,-7,9,48,78,0.0,1026,-3,10,102,6,Greece
2020-01-31,0,-4,0.9,3.7,1,37,10:53 AM,No moonset,07:28 AM,05:21 PM,-4,-4,-2,-4,7,85,86,1.0,1024,0,9,184,5,Greece
2020-02-01,0,-2,0.7,3.7,1,49,11:17 AM,12:03 AM,07:27 AM,05:23 PM,-3,-3,-1,-3,7,90,88,0.8,1015,0,8,218,5,Greece
2020-02-02,1,-4,2.4,3.7,1,57,11:43 AM,01:04 AM,07:26 AM,05:24 PM,-1,-4,-0,-4,22,99,92,4.5,1001,1,4,226,15,Greece
2020-02-03,4,-5,2.3,5.4,1,64,12:14 PM,02:07 AM,07:25 AM,05:25 PM,0,-3,2,-3,32,74,84,4.8,1007,4,9,253,22,Greece
2020-02-04,2,-0,0.6,3.8,1,72,12:51 PM,03:12 AM,07:24 AM,05:27 PM,-0,-2,1,-2,17,92,92,1.2,1009,2,6,132,11,Greece
2020-02-05,-4,-7,0.0,7.1,1,79,01:37 PM,04:16 AM,07:23 AM,05:28 PM,-10,-9,-4,-9,21,63,64,0.0,1019,-4,10,179,16,Greece
2020-02-06,1,-10,2.0,3.8,1,87,02:31 PM,05:19 AM,07:21 AM,05:29 PM,-3,-7,-2,-7,24,96,94,18.6,1001,1,7,63,16,Greece
2020-02-07,-3,-8,6.7,3.8,1,95,03:37 PM,06:16 AM,07:20 AM,05:31 PM,-6,-12,-5,-12,35,100,93,19.9,996,-3,2,149,26,Greece
2020-02-08,-11,-14,0.3,3.8,1,100,04:49 PM,07:06 AM,07:19 AM,05:32 PM,-14,-18,-12,-18,22,72,84,0.4,1021,-11,9,266,14,Greece
2020-02-09,0,-14,0.3,3.8,1,100,06:07 PM,07:49 AM,07:18 AM,05:33 PM,-7,-9,-6,-9,12,69,94,0.4,1028,0,9,171,7,Greece
2020-02-10,3,-3,0.0,3.8,1,83,07:25 PM,08:25 AM,07:16 AM,05:35 PM,1,-3,1,-3,31,84,95,6.8,1017,3,8,238,18,Greece
2020-02-11,0,-4,0.0,3.8,1,75,08:42 PM,08:58 AM,07:15 AM,05:36 PM,-2,-4,-1,-4,18,91,91,0.1,1014,0,9,228,12,Greece
2020-02-12,1,-4,0.1,8.7,2,68,09:58 PM,09:28 AM,07:14 AM,05:37 PM,-4,-6,-1,-6,26,49,81,0.2,1018,1,9,238,17,Greece
2020-02-13,-0,-7,14.5,3.9,1,60,11:13 PM,09:56 AM,07:12 AM,05:39 PM,-3,-7,-2,-7,19,99,96,17.0,1008,-0,2,35,14,Greece
2020-02-14,-11,-14,2.3,3.9,1,53,No moonrise,10:25 AM,07:11 AM,05:40 PM,-14,-19,-12,-19,24,80,83,2.8,1029,-11,6,291,17,Greece
2020-02-15,-1,-13,0.0,8.7,2,45,12:26 AM,10:57 AM,07:09 AM,05:41 PM,-11,-14,-8,-14,26,20,77,0.0,1029,-1,10,207,16,Greece
2020-02-16,2,-4,0.3,3.9,1,38,01:37 AM,11:33 AM,07:08 AM,05:43 PM,-3,-6,-0,-6,30,92,85,0.4,1018,2,9,249,19,Greece
2020-02-17,-5,-6,1.1,3.9,1,30,02:45 AM,12:13 PM,07:06 AM,05:44 PM,-8,-10,-5,-10,18,77,81,1.5,1026,-5,7,192,13,Greece
2020-02-18,6,-7,0.3,3.9,1,22,03:49 AM,01:00 PM,07:05 AM,05:45 PM,0,-3,2,-3,40,94,88,8.4,1016,6,8,190,24,Greece
2020-02-19,-2,-5,0.5,3.9,1,15,04:45 AM,01:53 PM,07:03 AM,05:47 PM,-7,-10,-3,-10,36,94,72,0.7,1026,-2,6,287,27,Greece
2020-02-20,-7,-8,3.2,3.9,1,7,05:35 AM,02:50 PM,07:02 AM,05:48 PM,-10,-13,-7,-13,22,90,76,3.9,1034,-7,5,306,16,Greece
2020-02-21,-1,-9,0.0,8.7,2,0,06:16 AM,03:51 PM,07:00 AM,05:49 PM,-10,-12,-5,-12,30,18,71,0.1,1031,-1,10,253,20,Greece
2020-02-22,2,-5,0.0,8.7,2,0,06:51 AM,04:52 PM,06:59 AM,05:51 PM,-6,-6,-1,-6,39,10,65,0.0,1023,2,10,255,25,Greece
2020-02-23,6,-3,0.0,8.7,2,0,07:21 AM,05:54 PM,06:57 AM,05:52 PM,-2,-2,2,-2,28,12,72,0.0,1020,6,10,226,17,Greece
2020-02-24,4,-1,0.0,4.1,1,0,07:48 AM,06:55 PM,06:56 AM,05:53 PM,0,-0,3,-0,22,75,82,0.0,1015,4,10,224,13,Greece
2020-02-25,3,-1,0.0,4.1,1,8,08:11 AM,07:55 PM,06:54 AM,05:54 PM,2,-2,2,-2,26,100,96,2.9,1012,3,5,69,17,Greece
2020-02-26,6,-3,0.0,4.1,2,15,08:33 AM,08:54 PM,06:52 AM,05:56 PM,3,1,4,1,17,83,92,10.0,1005,6,6,219,11,Greece
2020-02-27,-1,-3,0.0,4.1,1,23,08:56 AM,09:54 PM,06:51 AM,05:57 PM,-7,-8,-1,-8,42,73,66,0.2,1002,-1,6,250,32,Greece
2020-02-28,-6,-8,0.0,4.2,1,30,09:19 AM,10:54 PM,06:49 AM,05:58 PM,-11,-15,-6,-15,40,95,67,2.4,1009,-6,0,277,31,Greece
2020-02-29,-7,-10,4.6,4.2,1,38,09:44 AM,11:56 PM,06:48 AM,05:59 PM,-10,-15,-8,-15,30,100,82,5.4,1013,-7,3,294,22,Greece
2020-03-01,1,-11,0.5,5.8,1,44,10:12 AM,No moonset,06:46 AM,06:01 PM,-5,-8,-4,-8,19,77,86,1.0,1017,1,7,233,13,Greece
2020-03-02,7,-3,0.0,5.8,2,51,10:45 AM,12:58 AM,06:44 AM,06:02 PM,3,1,5,1,35,100,88,2.9,1009,7,5,217,19,Greece
2020-03-03,4,0,0.0,8.7,1,58,11:26 AM,02:01 AM,06:43 AM,06:03 PM,-0,-1,2,-1,13,79,88,4.9,1005,4,10,158,9,Greece
2020-03-04,3,1,0.3,5.8,1,65,12:15 PM,03:03 AM,06:41 AM,06:04 PM,-1,-4,2,-4,40,89,78,2.0,1004,3,2,266,29,Greece
2020-03-05,5,-1,0.0,11.6,1,73,01:14 PM,04:01 AM,06:39 AM,06:06 PM,-4,-3,1,-3,23,50,70,0.0,1016,5,10,247,16,Greece
2020-03-06,3,-3,0.3,5.9,1,80,02:21 PM,04:53 AM,06:37 AM,06:07 PM,-1,-3,1,-3,26,82,85,1.4,1011,3,6,258,18,Greece
2020-03-07,-2,-5,4.6,8.7,1,87,03:37 PM,05:39 AM,06:36 AM,06:08 PM,-6,-9,-3,-9,25,70,84,5.5,1028,-2,8,201,17,Greece
2020-03-08,8,-3,0.0,11.6,2,95,04:55 PM,06:18 AM,06:34 AM,06:09 PM,-2,-1,3,-1,32,25,70,0.0,1026,8,10,241,19,Greece
2020-03-09,11,2,0.0,7.3,2,100,06:14 PM,06:53 AM,06:32 AM,06:10 PM,4,5,8,5,36,61,74,0.0,1022,11,10,239,20,Greece
2020-03-10,13,2,0.0,5.9,2,100,07:33 PM,07:24 AM,06:30 AM,06:12 PM,6,6,9,6,41,83,80,3.6,1014,13,9,236,25,Greece
2020-03-11,3,-0,0.0,8.8,1,84,08:51 PM,07:54 AM,06:29 AM,06:13 PM,-4,-2,1,-2,18,50,69,0.2,1021,3,10,182,12,Greece
2020-03-12,9,-2,0.0,11.6,3,76,10:08 PM,08:23 AM,06:27 AM,06:14 PM,1,3,5,3,11,43,79,0.0,1016,9,10,133,6,Greece
2020-03-13,12,4,0.0,8.8,2,69,11:24 PM,08:55 AM,06:25 AM,06:15 PM,3,4,8,4,50,60,70,3.3,1008,12,8,233,33,Greece
2020-03-14,4,0,0.0,11.6,2,62,No moonrise,09:31 AM,06:23 AM,06:16 PM,-4,-4,2,-4,38,31,65,0.0,1027,4,10,291,26,Greece
2020-03-15,-1,-3,0.0,11.6,2,55,12:36 AM,10:10 AM,06:22 AM,06:18 PM,-9,-6,-2,-6,18,14,56,0.0,1036,-1,10,107,13,Greece
2020-03-16,7,-4,0.0,10.2,1,47,01:43 AM,10:56 AM,06:20 AM,06:19 PM,-8,-2,1,-2,16,34,52,0.2,1031,7,10,135,11,Greece
2020-03-17,6,4,0.0,6.0,2,40,02:43 AM,11:48 AM,06:18 AM,06:20 PM,2,1,5,1,31,92,82,0.5,1020,6,9,242,20,Greece
2020-03-18,4,-1,0.0,8.8,1,33,03:35 AM,12:44 PM,06:16 AM,06:21 PM,-5,-2,1,-2,17,40,64,0.4,1030,4,9,171,11,Greece
2020-03-19,13,-0,0.0,6.0,2,25,04:18 AM,01:44 PM,06:15 AM,06:22 PM,5,5,8,5,27,92,83,1.5,1021,13,10,132,17,Greece
2020-03-20,19,9,0.3,8.8,4,18,04:54 AM,02:45 PM,06:13 AM,06:24 PM,9,14,15,14,51,72,77,11.1,1008,19,8,239,32,Greece
2020-03-21,-1,-5,0.0,11.6,1,11,05:25 AM,03:47 PM,06:11 AM,06:25 PM,-12,-7,-2,-7,22,50,49,0.0,1031,-1,10,249,17,Greece
2020-03-22,1,-6,0.0,11.6,2,4,05:52 AM,04:47 PM,06:09 AM,06:26 PM,-11,-6,-2,-6,21,14,48,0.0,1037,1,10,74,15,Greece
2020-03-23,6,-3,0.0,6.1,1,0,06:16 AM,05:48 PM,06:08 AM,06:27 PM,1,-1,3,-1,32,99,83,5.7,1025,6,8,180,19,Greece
2020-03-24,6,1,0.0,11.6,1,0,06:38 AM,06:47 PM,06:06 AM,06:28 PM,0,0,3,0,16,46,84,0.1,1022,6,8,238,11,Greece
2020-03-25,8,1,0.0,6.1,1,3,07:00 AM,07:47 PM,06:04 AM,06:29 PM,1,0,4,0,21,75,84,0.0,1017,8,10,135,14,Greece
2020-03-26,14,4,0.0,7.5,2,11,07:23 AM,08:47 PM,06:02 AM,06:31 PM,4,4,8,4,33,61,78,1.2,1013,14,7,227,21,Greece
2020-03-27,7,3,0.0,7.5,1,18,07:47 AM,09:49 PM,06:01 AM,06:32 PM,4,3,6,3,13,73,89,7.9,1010,7,6,164,9,Greece
2020-03-28,7,1,0.0,10.6,2,25,08:13 AM,10:50 PM,05:59 AM,06:33 PM,2,2,5,2,24,66,79,6.0,1016,7,10,112,15,Greece
2020-03-29,21,5,0.0,8.0,4,32,08:44 AM,11:53 PM,05:57 AM,06:34 PM,10,14,16,14,39,80,77,18.1,1005,21,9,193,22,Greece
2020-03-30,8,6,0.0,8.0,2,40,09:22 AM,No moonset,05:55 AM,06:35 PM,4,4,8,4,39,92,80,2.3,1008,8,7,255,26,Greece
2020-03-31,5,3,0.1,9.3,1,44,10:06 AM,12:53 AM,05:54 AM,06:37 PM,2,1,4,1,20,84,86,3.5,1014,5,8,98,15,Greece
2020-04-01,5,-0,0.0,12.9,1,56,10:59 AM,01:52 AM,05:52 AM,06:38 PM,-2,-2,2,-2,21,41,73,0.0,1015,5,10,158,15,Greece
2020-04-02,7,1,0.0,11.9,1,64,12:01 PM,02:44 AM,05:50 AM,06:39 PM,0,0,4,0,22,58,78,0.0,1017,7,10,323,16,Greece
2020-04-03,7,2,0.0,8.1,1,71,01:11 PM,03:32 AM,05:48 AM,06:40 PM,1,1,4,1,22,95,82,0.6,1018,7,8,319,15,Greece
2020-04-04,9,-0,0.0,8.1,2,79,02:26 PM,04:12 AM,05:47 AM,06:41 PM,5,5,6,5,8,88,90,0.2,1018,9,6,301,5,Greece
2020-04-05,10,4,0.0,11.9,2,87,03:44 PM,04:48 AM,05:45 AM,06:42 PM,3,5,7,5,20,42,76,0.0,1018,10,10,261,14,Greece
2020-04-06,10,3,0.0,12.0,2,94,05:02 PM,05:20 AM,05:43 AM,06:44 PM,0,5,6,5,11,37,67,0.0,1020,10,10,225,7,Greece
2020-04-07,12,6,0.0,9.4,2,100,06:21 PM,05:50 AM,05:42 AM,06:45 PM,4,7,9,7,15,76,73,0.0,1014,12,10,137,9,Greece
2020-04-08,6,5,0.0,8.2,2,100,07:41 PM,06:19 AM,05:40 AM,06:46 PM,4,4,6,4,15,86,88,4.3,1001,6,7,55,11,Greece
2020-04-09,7,3,1.0,10.7,2,83,08:59 PM,06:50 AM,05:38 AM,06:47 PM,2,2,6,2,34,66,77,13.5,994,7,8,242,25,Greece
2020-04-10,4,1,0.0,8.2,1,76,10:16 PM,07:24 AM,05:36 AM,06:48 PM,-2,-4,2,-4,49,88,71,1.7,997,4,1,288,37,Greece
2020-04-11,7,1,0.0,10.7,1,68,11:29 PM,08:03 AM,05:35 AM,06:50 PM,-3,-1,3,-1,31,60,67,0.2,1012,7,10,277,22,Greece
2020-04-12,9,3,0.0,8.2,2,61,No moonrise,08:47 AM,05:33 AM,06:51 PM,4,4,7,4,24,85,83,1.0,1014,9,7,182,14,Greece
2020-04-13,16,6,0.0,8.3,3,53,12:34 AM,09:39 AM,05:31 AM,06:52 PM,8,9,12,9,51,83,80,14.6,997,16,7,192,31,Greece
2020-04-14,6,1,0.0,13.2,1,46,01:31 AM,10:35 AM,05:30 AM,06:53 PM,-5,-2,4,-2,40,47,55,0.1,1016,6,9,261,28,Greece
2020-04-15,4,0,1.2,9.5,1,38,02:18 AM,11:36 AM,05:28 AM,06:54 PM,-4,-2,2,-2,27,60,63,2.3,1015,4,9,258,19,Greece
2020-04-16,5,-2,0.4,13.3,1,30,02:57 AM,12:37 PM,05:26 AM,06:55 PM,-7,-3,1,-3,27,39,56,1.3,1019,5,8,275,19,Greece
2020-04-17,4,-0,1.1,9.6,1,23,03:30 AM,01:39 PM,05:25 AM,06:57 PM,-3,-1,2,-1,16,73,72,1.3,1019,4,8,183,10,Greece
2020-04-18,7,1,0.2,13.3,2,15,03:57 AM,02:40 PM,05:23 AM,06:58 PM,-0,0,4,0,20,58,78,0.6,1011,7,7,200,15,Greece
2020-04-19,8,3,0.0,9.6,2,8,04:21 AM,03:41 PM,05:22 AM,06:59 PM,2,1,6,1,40,63,80,5.6,1007,8,10,244,25,Greece
2020-04-20,7,0,0.0,12.2,1,0,04:44 AM,04:40 PM,05:20 AM,07:00 PM,-1,1,3,1,14,53,73,0.1,1008,7,10,153,10,Greece
2020-04-21,6,1,0.0,11.0,2,0,05:06 AM,05:40 PM,05:18 AM,07:01 PM,-3,-1,4,-1,43,70,60,4.5,1001,6,9,242,30,Greece
2020-04-22,5,-1,0.3,11.0,1,0,05:28 AM,06:40 PM,05:17 AM,07:03 PM,-6,-5,1,-5,39,70,59,1.2,1012,5,5,288,30,Greece
2020-04-23,3,-2,0.0,8.7,1,0,05:51 AM,07:42 PM,05:15 AM,07:04 PM,-4,-2,1,-2,18,92,69,5.1,1013,3,9,130,13,Greece
2020-04-24,4,-4,0.0,8.7,1,7,06:17 AM,08:44 PM,05:14 AM,07:05 PM,3,-1,3,-1,35,99,96,33.4,1006,4,5,59,23,Greece
2020-04-25,9,3,0.0,13.3,2,15,06:46 AM,09:47 PM,05:12 AM,07:06 PM,1,4,6,4,18,36,68,0.5,1015,9,10,66,12,Greece
2020-04-26,7,1,0.0,8.7,2,22,07:21 AM,10:48 PM,05:11 AM,07:07 PM,5,3,6,3,35,95,89,12.3,1013,7,8,68,22,Greece
2020-04-27,4,1,0.0,8.7,1,30,08:03 AM,11:48 PM,05:09 AM,07:08 PM,3,0,4,0,30,94,94,8.4,1014,4,7,272,21,Greece
2020-04-28,10,2,0.0,8.8,2,37,08:52 AM,No moonset,05:08 AM,07:10 PM,3,4,6,4,21,73,82,0.1,1017,10,10,123,12,Greece
2020-04-29,15,7,0.0,9.9,3,45,09:51 AM,12:41 AM,05:06 AM,07:11 PM,8,9,11,9,42,71,82,1.9,1012,15,8,140,25,Greece
2020-04-30,16,8,0.0,8.8,4,52,10:56 AM,01:29 AM,05:05 AM,07:12 PM,11,14,14,14,44,75,78,1.8,1006,16,9,161,25,Greece
2020-05-01,14,10,0.0,8.8,3,58,12:07 PM,02:10 AM,05:03 AM,07:13 PM,10,11,12,11,22,70,90,3.8,1006,14,9,304,13,Greece
2020-05-02,16,6,0.0,12.2,3,65,01:21 PM,02:46 AM,05:02 AM,07:14 PM,7,9,10,9,16,44,78,0.2,1013,16,10,259,10,Greece
2020-05-03,17,8,0.0,11.1,3,72,02:36 PM,03:18 AM,05:01 AM,07:15 PM,10,12,14,12,30,66,80,2.1,1006,17,9,257,19,Greece
2020-05-04,9,5,0.0,11.3,2,80,03:54 PM,03:48 AM,04:59 AM,07:17 PM,2,3,7,3,34,53,70,1.1,1011,9,8,298,24,Greece
2020-05-05,8,1,0.0,14.5,1,87,05:11 PM,04:16 AM,04:58 AM,07:18 PM,-4,2,4,2,18,36,55,0.0,1016,8,10,322,12,Greece
2020-05-06,9,3,0.0,9.1,2,94,06:30 PM,04:45 AM,04:57 AM,07:19 PM,-0,4,6,4,16,90,64,0.0,1011,9,10,88,11,Greece
2020-05-07,10,4,0.0,10.2,2,100,07:49 PM,05:17 AM,04:56 AM,07:20 PM,2,3,6,3,25,56,75,3.3,1009,10,10,290,16,Greece
2020-05-08,6,0,0.1,14.5,1,100,09:05 PM,05:53 AM,04:54 AM,07:21 PM,-4,-2,3,-2,32,24,60,0.1,1009,6,10,286,22,Greece
2020-05-09,5,0,0.0,11.3,1,84,10:16 PM,06:35 AM,04:53 AM,07:22 PM,-6,-2,3,-2,36,55,55,0.5,1009,5,9,312,26,Greece
2020-05-10,7,2,0.0,11.3,2,77,11:20 PM,07:25 AM,04:52 AM,07:23 PM,1,1,5,1,28,63,77,2.5,1013,7,8,269,18,Greece
2020-05-11,6,3,0.0,10.3,1,70,No moonrise,08:21 AM,04:51 AM,07:24 PM,2,2,5,2,24,76,85,16.6,1010,6,7,275,17,Greece
2020-05-12,7,-1,0.0,12.4,1,62,12:12 AM,09:22 AM,04:50 AM,07:26 PM,-4,-2,3,-2,32,43,63,1.4,1018,7,10,289,22,Greece
2020-05-13,10,0,0.0,14.5,3,55,12:56 AM,10:25 AM,04:48 AM,07:27 PM,-2,2,5,2,22,6,62,0.0,1026,10,10,283,14,Greece
2020-05-14,15,3,0.0,13.5,3,48,01:32 AM,11:28 AM,04:47 AM,07:28 PM,5,8,10,8,19,66,74,2.3,1022,15,10,176,10,Greece
2020-05-15,17,12,0.0,9.3,4,40,02:01 AM,12:30 PM,04:46 AM,07:29 PM,15,15,15,15,34,94,96,58.6,1008,17,7,242,19,Greece
2020-05-16,15,10,0.0,11.4,3,33,02:26 AM,01:32 PM,04:45 AM,07:30 PM,10,12,12,12,15,62,88,0.2,1017,15,8,129,10,Greece
2020-05-17,17,9,0.0,11.4,3,26,02:50 AM,02:31 PM,04:44 AM,07:31 PM,11,12,13,12,22,57,88,7.6,1019,17,8,125,12,Greece
2020-05-18,11,8,0.0,9.3,3,19,03:12 AM,03:32 PM,04:43 AM,07:32 PM,11,9,11,9,33,99,96,25.7,1020,11,8,86,19,Greece
2020-05-19,14,8,0.0,11.4,3,11,03:33 AM,04:31 PM,04:42 AM,07:33 PM,9,10,12,10,31,62,81,1.7,1023,14,10,76,19,Greece
2020-05-20,16,8,0.0,14.5,4,4,03:56 AM,05:33 PM,04:41 AM,07:34 PM,6,11,12,11,27,5,66,0.0,1028,16,10,110,16,Greece
2020-05-21,19,8,0.0,14.5,4,0,04:20 AM,06:35 PM,04:41 AM,07:35 PM,6,12,13,12,18,1,62,0.0,1026,19,10,151,10,Greece
2020-05-22,19,12,0.0,12.4,4,0,04:48 AM,07:39 PM,04:40 AM,07:36 PM,13,15,16,15,15,41,84,1.5,1020,19,10,164,8,Greece
2020-05-23,19,15,0.0,13.5,4,3,05:21 AM,08:42 PM,04:39 AM,07:37 PM,14,17,17,17,12,41,85,0.5,1017,19,8,121,8,Greece
2020-05-24,23,15,0.0,10.4,4,10,06:01 AM,09:43 PM,04:38 AM,07:38 PM,15,18,19,18,29,56,84,7.0,1018,23,9,151,16,Greece
2020-05-25,24,16,0.0,9.4,5,17,06:48 AM,10:39 PM,04:37 AM,07:39 PM,18,20,21,20,23,78,86,8.1,1018,24,10,230,13,Greece
2020-05-26,28,19,0.0,14.5,5,25,07:44 AM,11:29 PM,04:37 AM,07:40 PM,19,25,25,23,14,24,79,0.1,1019,28,10,177,8,Greece
2020-05-27,26,20,0.0,14.5,6,32,08:48 AM,No moonset,04:36 AM,07:41 PM,18,24,24,23,24,14,76,0.0,1020,26,10,183,13,Greece
2020-05-28,20,15,0.0,11.4,4,39,09:56 AM,12:12 AM,04:35 AM,07:41 PM,17,19,19,19,21,55,89,9.2,1016,20,9,176,11,Greece
2020-05-29,25,15,0.0,12.5,5,47,11:08 AM,12:49 AM,04:35 AM,07:42 PM,17,21,21,20,32,68,82,1.3,1010,25,9,230,20,Greece
2020-05-30,17,12,0.0,11.5,4,54,12:21 PM,01:21 AM,04:34 AM,07:43 PM,11,13,14,13,29,58,83,3.2,1013,17,9,272,20,Greece
2020-05-31,14,8,0.0,14.5,3,58,01:35 PM,01:50 AM,04:34 AM,07:44 PM,5,9,11,9,25,34,68,0.4,1021,14,10,300,17,Greece
2020-06-01,17,8,0.0,12.5,3,71,02:50 PM,02:17 AM,04:33 AM,07:45 PM,8,12,13,12,29,48,74,3.0,1021,17,10,266,18,Greece
2020-06-02,15,9,0.0,9.5,3,79,04:06 PM,02:44 AM,04:33 AM,07:45 PM,10,11,13,11,22,89,83,0.7,1014,15,9,223,13,Greece
2020-06-03,21,13,0.0,9.5,4,86,05:23 PM,03:14 AM,04:32 AM,07:46 PM,17,18,19,18,27,86,94,25.2,1004,21,9,270,17,Greece
2020-06-04,22,15,0.0,14.5,5,94,06:39 PM,03:47 AM,04:32 AM,07:47 PM,15,19,20,19,15,29,82,0.6,1008,22,8,281,9,Greece
2020-06-05,26,17,0.0,13.5,5,100,07:54 PM,04:25 AM,04:32 AM,07:48 PM,18,22,22,21,13,27,81,2.7,1009,26,10,227,7,Greece
2020-06-06,20,15,0.0,13.5,4,100,09:02 PM,05:11 AM,04:31 AM,07:48 PM,13,18,18,18,29,55,76,1.8,1010,20,10,291,18,Greece
2020-06-07,17,11,0.0,14.5,4,84,10:01 PM,06:04 AM,04:31 AM,07:49 PM,9,13,14,13,19,22,75,0.2,1016,17,10,318,13,Greece
