date_time,Kenya_maxtempC,Kenya_mintempC,Kenya_totalSnow_cm,Kenya_sunHour,Kenya_uvIndex,Kenya_moon_illumination,Kenya_moonrise,Kenya_moonset,Kenya_sunrise,Kenya_sunset,Kenya_DewPointC,Kenya_FeelsLikeC,Kenya_HeatIndexC,Kenya_WindChillC,Kenya_WindGustKmph,Kenya_cloudcover,Kenya_humidity,Kenya_precipMM,Kenya_pressure,Kenya_tempC,Kenya_visibility,Kenya_winddirDegree,Kenya_windspeedKmph,Kenya_location
2020-01-01,25,15,0.0,11.6,6,37,11:23 AM,11:44 PM,06:30 AM,06:42 PM,13,19,20,19,21,11,71,0.0,1014,25,10,41,15,Kenya
2020-01-02,24,15,0.0,11.6,6,44,12:04 PM,No moonset,06:30 AM,06:42 PM,14,19,19,19,24,22,75,0.0,1014,24,10,47,18,Kenya
2020-01-03,24,16,0.0,8.8,5,51,12:46 PM,12:24 AM,06:31 AM,06:43 PM,15,19,19,19,26,43,78,0.3,1015,24,10,52,19,Kenya
2020-01-04,24,15,0.0,8.8,5,59,01:28 PM,01:05 AM,06:31 AM,06:43 PM,15,19,19,19,20,48,81,1.1,1015,24,10,55,15,Kenya
2020-01-05,25,15,0.0,11.6,6,66,02:11 PM,01:47 AM,06:32 AM,06:44 PM,14,19,20,19,17,31,74,0.1,1013,25,9,48,13,Kenya
2020-01-06,26,17,0.0,8.8,5,73,02:57 PM,02:30 AM,06:32 AM,06:44 PM,15,21,21,20,19,55,75,1.3,1013,26,10,49,14,Kenya
2020-01-07,25,16,0.0,10.2,5,80,03:46 PM,03:17 AM,06:33 AM,06:44 PM,15,19,20,19,19,48,79,3.9,1014,25,10,52,14,Kenya
2020-01-08,22,16,0.0,6.1,4,88,04:39 PM,04:07 AM,06:33 AM,06:45 PM,15,18,19,18,23,65,83,3.9,1014,22,10,52,16,Kenya
2020-01-09,24,16,0.0,10.2,5,95,05:36 PM,05:01 AM,06:34 AM,06:45 PM,15,19,20,19,16,39,78,0.6,1013,24,10,45,12,Kenya
2020-01-10,26,16,0.0,10.2,5,100,06:34 PM,05:59 AM,06:34 AM,06:46 PM,15,20,21,20,16,45,76,0.3,1013,26,8,85,13,Kenya
2020-01-11,26,16,0.0,7.4,5,100,07:34 PM,06:59 AM,06:34 AM,06:46 PM,15,21,21,20,16,69,73,8.8,1013,26,9,40,11,Kenya
2020-01-12,27,17,0.0,7.4,5,83,08:32 PM,07:59 AM,06:35 AM,06:46 PM,15,21,21,21,13,69,74,6.4,1014,27,9,79,9,Kenya
2020-01-13,24,17,0.0,6.1,5,76,09:29 PM,08:57 AM,06:35 AM,06:47 PM,16,20,20,20,12,81,78,28.3,1014,24,8,177,7,Kenya
2020-01-14,24,16,0.0,7.4,5,69,10:22 PM,09:52 AM,06:36 AM,06:47 PM,16,19,20,19,17,61,81,3.3,1013,24,10,41,13,Kenya
2020-01-15,25,16,0.0,10.2,5,61,11:13 PM,10:45 AM,06:36 AM,06:47 PM,15,20,20,20,20,49,78,0.3,1013,25,8,44,15,Kenya
2020-01-16,25,16,0.0,10.2,5,54,No moonrise,11:37 AM,06:36 AM,06:48 PM,15,20,20,20,17,49,78,0.9,1014,25,10,43,13,Kenya
2020-01-17,25,16,0.0,7.4,5,47,12:02 AM,12:26 PM,06:37 AM,06:48 PM,15,20,20,20,15,64,75,1.8,1014,25,10,44,12,Kenya
2020-01-18,26,18,0.0,11.6,6,40,12:51 AM,01:17 PM,06:37 AM,06:48 PM,14,21,21,21,12,28,64,0.2,1013,26,10,44,9,Kenya
2020-01-19,27,16,0.0,11.6,6,32,01:41 AM,02:08 PM,06:38 AM,06:49 PM,14,21,21,20,13,18,69,0.0,1014,27,10,37,10,Kenya
2020-01-20,28,17,0.0,11.6,6,25,02:32 AM,03:01 PM,06:38 AM,06:49 PM,15,21,21,21,13,19,71,0.0,1013,28,10,37,9,Kenya
2020-01-21,28,17,0.0,11.6,6,18,03:25 AM,03:55 PM,06:38 AM,06:49 PM,14,22,22,21,13,15,67,0.0,1013,28,10,36,9,Kenya
2020-01-22,27,18,0.0,11.6,6,11,04:19 AM,04:49 PM,06:39 AM,06:50 PM,13,22,22,21,13,8,59,0.0,1012,27,10,79,10,Kenya
2020-01-23,25,17,0.0,11.6,6,3,05:13 AM,05:44 PM,06:39 AM,06:50 PM,14,20,21,20,14,34,69,0.8,1013,25,10,35,10,Kenya
2020-01-24,25,18,0.0,10.2,5,0,06:07 AM,06:36 PM,06:39 AM,06:50 PM,15,20,21,20,14,50,75,3.0,1014,25,10,46,10,Kenya
2020-01-25,23,17,0.0,10.2,5,0,06:58 AM,07:26 PM,06:39 AM,06:50 PM,16,19,20,19,18,47,80,3.3,1015,23,10,45,14,Kenya
2020-01-26,23,18,0.0,7.4,5,4,07:48 AM,08:13 PM,06:40 AM,06:50 PM,16,19,20,19,20,66,81,7.0,1015,23,10,53,14,Kenya
2020-01-27,23,17,0.0,7.4,5,11,08:34 AM,08:57 PM,06:40 AM,06:51 PM,16,20,20,20,20,65,81,5.3,1014,23,10,54,15,Kenya
2020-01-28,22,17,0.0,10.2,4,18,09:18 AM,09:40 PM,06:40 AM,06:51 PM,16,19,19,19,21,59,85,2.7,1014,22,10,54,15,Kenya
2020-01-29,25,17,0.0,8.8,5,26,10:00 AM,10:20 PM,06:40 AM,06:51 PM,15,20,20,20,16,59,78,9.5,1015,25,9,37,11,Kenya
2020-01-30,25,17,0.0,7.4,5,33,10:41 AM,11:00 PM,06:41 AM,06:51 PM,15,20,21,20,13,65,75,13.9,1015,25,9,84,9,Kenya
2020-01-31,26,16,0.0,8.8,5,37,11:23 AM,11:41 PM,06:41 AM,06:51 PM,15,20,21,20,8,64,75,4.4,1014,26,10,109,6,Kenya
2020-02-01,24,17,0.0,7.4,5,49,12:04 PM,No moonset,06:41 AM,06:51 PM,16,19,20,19,11,72,82,50.5,1014,24,8,81,7,Kenya
2020-02-02,25,17,0.0,7.4,5,57,12:48 PM,12:23 AM,06:41 AM,06:51 PM,16,20,20,20,9,72,80,22.7,1015,25,8,126,6,Kenya
2020-02-03,25,17,0.0,6.1,5,64,01:35 PM,01:07 AM,06:41 AM,06:51 PM,16,20,20,20,15,75,79,5.2,1015,25,10,48,12,Kenya
2020-02-04,25,16,0.0,10.2,5,72,02:24 PM,01:55 AM,06:41 AM,06:52 PM,15,20,20,20,20,46,75,3.2,1014,25,10,52,15,Kenya
2020-02-05,25,17,0.0,10.2,5,79,03:19 PM,02:46 AM,06:42 AM,06:52 PM,14,20,20,20,19,44,74,0.8,1014,25,10,44,15,Kenya
2020-02-06,24,17,0.0,10.2,5,87,04:16 PM,03:41 AM,06:42 AM,06:52 PM,14,20,20,20,22,43,72,2.7,1015,24,10,50,17,Kenya
2020-02-07,25,16,0.0,10.2,5,95,05:16 PM,04:40 AM,06:42 AM,06:52 PM,14,20,20,20,21,37,69,1.0,1016,25,10,44,15,Kenya
2020-02-08,25,16,0.0,11.6,6,100,06:15 PM,05:40 AM,06:42 AM,06:52 PM,13,20,20,20,23,30,68,0.3,1016,25,10,44,18,Kenya
2020-02-09,26,16,0.0,11.6,6,100,07:14 PM,06:40 AM,06:42 AM,06:52 PM,12,20,20,20,23,9,63,0.0,1016,26,10,44,17,Kenya
2020-02-10,27,16,0.0,11.6,6,83,08:10 PM,07:39 AM,06:42 AM,06:52 PM,12,21,21,21,19,8,60,0.0,1014,27,10,45,14,Kenya
2020-02-11,30,17,0.0,11.6,6,75,09:04 PM,08:34 AM,06:42 AM,06:52 PM,12,23,23,23,9,8,59,0.0,1013,30,10,157,7,Kenya
2020-02-12,30,18,0.0,11.6,7,68,09:56 PM,09:29 AM,06:42 AM,06:52 PM,12,24,24,23,11,14,54,0.7,1012,30,10,43,8,Kenya
2020-02-13,26,18,0.0,10.2,5,60,10:47 PM,10:21 AM,06:42 AM,06:52 PM,15,22,22,22,24,56,69,1.7,1013,26,10,50,19,Kenya
2020-02-14,24,16,0.0,10.2,5,53,11:38 PM,11:13 AM,06:42 AM,06:51 PM,14,20,20,20,29,53,70,1.7,1014,24,10,54,22,Kenya
2020-02-15,24,16,0.0,8.8,5,45,No moonrise,12:05 PM,06:42 AM,06:51 PM,14,19,20,19,27,56,73,0.6,1015,24,10,56,20,Kenya
2020-02-16,24,15,0.0,10.2,5,38,12:29 AM,12:58 PM,06:42 AM,06:51 PM,15,19,20,19,23,52,76,0.4,1015,24,10,54,18,Kenya
2020-02-17,27,16,0.0,11.6,6,30,01:22 AM,01:51 PM,06:42 AM,06:51 PM,15,21,21,20,20,29,73,0.0,1014,27,10,51,15,Kenya
2020-02-18,27,16,0.0,7.4,5,22,02:15 AM,02:45 PM,06:42 AM,06:51 PM,15,21,21,21,18,70,74,1.5,1014,27,10,54,14,Kenya
2020-02-19,27,16,0.0,11.6,5,15,03:09 AM,03:39 PM,06:42 AM,06:51 PM,15,21,21,21,19,35,71,0.4,1014,27,9,58,14,Kenya
2020-02-20,29,17,0.0,11.6,6,7,04:02 AM,04:31 PM,06:42 AM,06:51 PM,14,23,23,22,17,34,65,0.4,1012,29,10,49,13,Kenya
2020-02-21,28,18,0.0,11.6,6,0,04:53 AM,05:21 PM,06:42 AM,06:51 PM,15,23,23,23,19,33,69,2.0,1013,28,10,55,14,Kenya
2020-02-22,27,18,0.0,11.6,6,0,05:43 AM,06:09 PM,06:42 AM,06:50 PM,15,22,22,22,24,38,68,1.0,1013,27,10,52,18,Kenya
2020-02-23,27,17,0.0,11.6,6,0,06:29 AM,06:54 PM,06:42 AM,06:50 PM,15,21,21,21,26,18,70,0.0,1013,27,10,51,20,Kenya
2020-02-24,26,17,0.0,10.2,6,0,07:14 AM,07:37 PM,06:42 AM,06:50 PM,13,21,21,21,24,14,62,0.0,1013,26,10,47,18,Kenya
2020-02-25,27,18,0.0,11.6,6,8,07:57 AM,08:17 PM,06:42 AM,06:50 PM,13,22,22,22,17,19,59,0.1,1012,27,10,86,13,Kenya
2020-02-26,27,18,0.0,10.2,5,15,08:38 AM,08:58 PM,06:41 AM,06:50 PM,15,22,22,22,17,50,66,4.9,1013,27,10,87,13,Kenya
2020-02-27,26,18,0.0,8.8,5,23,09:20 AM,09:38 PM,06:41 AM,06:50 PM,16,22,22,21,19,52,74,2.1,1014,26,10,59,15,Kenya
2020-02-28,27,17,0.0,11.6,6,30,10:01 AM,10:19 PM,06:41 AM,06:49 PM,15,22,22,21,19,31,70,1.0,1013,27,10,54,15,Kenya
2020-02-29,29,18,0.0,10.2,5,38,10:43 AM,11:02 PM,06:41 AM,06:49 PM,14,22,22,22,11,53,66,2.4,1013,29,10,133,8,Kenya
2020-03-01,30,19,0.0,10.2,5,44,11:28 AM,11:47 PM,06:41 AM,06:49 PM,15,24,24,23,11,36,63,1.1,1012,30,10,31,8,Kenya
2020-03-02,25,20,0.0,6.0,5,51,12:15 PM,No moonset,06:41 AM,06:49 PM,16,22,22,21,13,80,75,39.7,1013,25,7,131,7,Kenya
2020-03-03,27,18,0.0,7.4,5,58,01:06 PM,12:35 AM,06:40 AM,06:48 PM,15,22,22,22,15,71,69,9.4,1014,27,9,48,11,Kenya
2020-03-04,27,18,0.0,10.2,5,65,02:00 PM,01:27 AM,06:40 AM,06:48 PM,15,21,21,21,12,55,70,4.8,1015,27,9,100,9,Kenya
2020-03-05,27,18,0.0,6.0,5,73,02:57 PM,02:22 AM,06:40 AM,06:48 PM,14,22,22,22,9,78,64,8.8,1015,27,9,54,7,Kenya
2020-03-06,28,18,0.0,11.6,6,80,03:56 PM,03:21 AM,06:40 AM,06:48 PM,13,22,22,22,15,34,61,1.0,1014,28,10,47,11,Kenya
2020-03-07,28,17,0.0,7.4,5,87,04:55 PM,04:20 AM,06:40 AM,06:47 PM,14,23,23,22,17,72,65,2.4,1013,28,9,53,13,Kenya
2020-03-08,27,17,0.0,10.2,5,95,05:52 PM,05:19 AM,06:40 AM,06:47 PM,16,22,22,22,20,50,72,5.6,1012,27,9,56,15,Kenya
2020-03-09,28,17,0.0,7.4,5,100,06:48 PM,06:17 AM,06:39 AM,06:47 PM,16,22,22,21,18,71,74,3.5,1012,28,9,53,14,Kenya
2020-03-10,27,18,0.0,11.6,6,100,07:42 PM,07:13 AM,06:39 AM,06:46 PM,16,23,23,22,15,39,70,6.8,1011,27,9,125,11,Kenya
2020-03-11,27,18,0.0,11.6,6,84,08:35 PM,08:07 AM,06:39 AM,06:46 PM,15,22,22,22,17,35,71,1.3,1012,27,10,56,13,Kenya
2020-03-12,27,17,0.0,11.6,5,76,09:28 PM,09:01 AM,06:39 AM,06:46 PM,15,22,22,21,21,40,71,0.3,1012,27,10,49,17,Kenya
2020-03-13,27,18,0.0,11.6,6,69,10:21 PM,09:55 AM,06:38 AM,06:45 PM,15,22,22,21,21,30,67,0.6,1013,27,10,51,17,Kenya
2020-03-14,27,18,0.0,11.6,6,62,11:15 PM,10:50 AM,06:38 AM,06:45 PM,15,22,22,22,16,22,69,0.1,1013,27,10,89,13,Kenya
2020-03-15,29,18,0.0,11.6,6,55,No moonrise,11:45 AM,06:38 AM,06:45 PM,15,23,23,23,13,35,66,0.5,1012,29,10,40,10,Kenya
2020-03-16,28,18,0.0,8.8,5,47,12:10 AM,12:40 PM,06:38 AM,06:45 PM,16,23,23,22,16,65,70,8.2,1011,28,9,44,12,Kenya
2020-03-17,26,19,0.0,11.6,5,40,01:05 AM,01:35 PM,06:37 AM,06:44 PM,16,22,22,21,26,41,72,17.0,1012,26,9,55,18,Kenya
2020-03-18,26,17,0.0,10.2,5,33,01:59 AM,02:28 PM,06:37 AM,06:44 PM,16,20,21,20,18,51,77,0.6,1013,26,10,58,14,Kenya
2020-03-19,26,17,0.0,11.6,6,25,02:51 AM,03:19 PM,06:37 AM,06:44 PM,15,21,21,20,18,40,73,0.6,1014,26,10,53,14,Kenya
2020-03-20,25,16,0.0,8.8,5,18,03:41 AM,04:07 PM,06:37 AM,06:43 PM,15,20,20,20,19,53,77,1.1,1015,25,10,56,15,Kenya
2020-03-21,25,16,0.0,10.2,5,11,04:28 AM,04:52 PM,06:36 AM,06:43 PM,15,20,20,20,19,55,75,0.5,1014,25,9,69,15,Kenya
2020-03-22,27,15,0.0,11.6,6,4,05:13 AM,05:36 PM,06:36 AM,06:43 PM,12,20,21,20,15,19,64,0.0,1014,27,10,63,11,Kenya
2020-03-23,27,17,0.0,11.6,6,0,05:56 AM,06:16 PM,06:36 AM,06:42 PM,13,21,21,21,15,14,63,0.0,1014,27,10,101,12,Kenya
2020-03-24,28,16,0.0,11.6,6,0,06:37 AM,06:57 PM,06:36 AM,06:42 PM,14,22,22,21,12,29,66,0.1,1013,28,10,94,9,Kenya
2020-03-25,28,17,0.0,10.2,5,3,07:18 AM,07:37 PM,06:35 AM,06:41 PM,15,22,22,22,14,43,70,6.1,1011,28,9,63,10,Kenya
2020-03-26,28,18,0.0,8.8,5,11,08:00 AM,08:18 PM,06:35 AM,06:41 PM,16,24,24,23,13,53,73,10.1,1010,28,9,72,9,Kenya
2020-03-27,25,18,0.0,6.0,5,18,08:41 AM,09:00 PM,06:35 AM,06:41 PM,17,22,22,21,16,76,77,30.5,1013,25,8,52,9,Kenya
2020-03-28,25,17,0.0,7.4,5,25,09:26 AM,09:44 PM,06:34 AM,06:40 PM,16,20,21,20,15,69,78,19.7,1015,25,8,82,10,Kenya
2020-03-29,26,16,0.0,10.2,5,32,10:11 AM,10:30 PM,06:34 AM,06:40 PM,14,20,21,20,12,47,70,3.3,1014,26,10,164,9,Kenya
2020-03-30,27,17,0.0,10.2,5,40,11:00 AM,11:20 PM,06:34 AM,06:40 PM,16,21,21,21,14,55,76,6.5,1013,27,10,52,11,Kenya
2020-03-31,25,16,0.0,10.2,5,44,11:52 AM,No moonset,06:34 AM,06:39 PM,16,20,21,20,15,61,80,5.3,1014,25,8,56,11,Kenya
2020-04-01,26,17,0.0,11.6,5,56,12:46 PM,12:13 AM,06:33 AM,06:39 PM,15,21,21,21,18,40,74,0.4,1014,26,10,47,14,Kenya
2020-04-02,27,17,0.0,10.2,5,64,01:43 PM,01:08 AM,06:33 AM,06:39 PM,15,21,21,21,19,45,73,1.3,1013,27,10,46,15,Kenya
2020-04-03,26,18,0.0,10.2,5,71,02:39 PM,02:05 AM,06:33 AM,06:38 PM,15,21,21,21,20,48,74,1.2,1013,26,10,52,15,Kenya
2020-04-04,25,16,0.0,7.4,5,79,03:36 PM,03:03 AM,06:33 AM,06:38 PM,15,20,20,20,18,73,77,1.3,1014,25,9,53,13,Kenya
2020-04-05,26,16,0.0,11.6,6,87,04:30 PM,03:59 AM,06:32 AM,06:38 PM,14,20,21,20,19,42,71,1.2,1015,26,10,54,15,Kenya
2020-04-06,26,16,0.0,11.6,5,94,05:25 PM,04:55 AM,06:32 AM,06:38 PM,15,20,21,20,20,37,74,1.3,1015,26,10,50,15,Kenya
2020-04-07,25,17,0.0,11.6,5,100,06:18 PM,05:50 AM,06:32 AM,06:37 PM,16,20,21,20,19,39,76,4.9,1014,25,9,51,14,Kenya
2020-04-08,26,17,0.0,8.8,5,100,07:12 PM,06:44 AM,06:32 AM,06:37 PM,16,20,21,20,20,57,78,10.8,1014,26,9,52,14,Kenya
2020-04-09,25,17,0.0,6.0,5,83,08:06 PM,07:39 AM,06:31 AM,06:37 PM,16,20,20,20,16,80,80,9.0,1015,25,9,68,11,Kenya
2020-04-10,26,16,0.0,11.6,5,76,09:01 PM,08:35 AM,06:31 AM,06:36 PM,14,20,20,20,14,44,74,0.3,1015,26,9,81,11,Kenya
2020-04-11,28,16,0.0,11.6,6,68,09:58 PM,09:32 AM,06:31 AM,06:36 PM,14,21,21,21,11,39,70,0.3,1014,28,9,90,9,Kenya
2020-04-12,28,18,0.0,10.2,5,61,10:55 PM,10:29 AM,06:31 AM,06:36 PM,16,22,22,21,10,48,73,2.1,1013,28,10,106,7,Kenya
2020-04-13,26,18,0.0,7.4,5,53,11:51 PM,11:27 AM,06:30 AM,06:35 PM,17,21,21,21,13,74,79,7.3,1014,26,9,75,10,Kenya
2020-04-14,25,17,0.0,6.0,5,46,No moonrise,12:22 PM,06:30 AM,06:35 PM,17,20,21,20,18,73,82,28.5,1014,25,8,59,11,Kenya
2020-04-15,27,18,0.0,10.2,5,38,12:45 AM,01:15 PM,06:30 AM,06:35 PM,16,22,22,21,11,53,77,7.2,1014,27,10,69,8,Kenya
2020-04-16,25,17,0.0,7.4,5,30,01:37 AM,02:04 PM,06:30 AM,06:35 PM,17,21,22,21,11,65,80,14.4,1013,25,9,123,7,Kenya
2020-04-17,25,18,0.0,8.8,5,23,02:25 AM,02:51 PM,06:30 AM,06:34 PM,17,21,22,21,11,58,80,27.6,1012,25,7,62,7,Kenya
2020-04-18,25,18,0.0,7.4,5,15,03:11 AM,03:35 PM,06:29 AM,06:34 PM,17,20,21,20,12,69,82,10.4,1012,25,9,98,8,Kenya
2020-04-19,24,17,0.0,8.8,5,8,03:55 AM,04:16 PM,06:29 AM,06:34 PM,16,20,20,20,12,69,81,13.5,1014,24,9,187,8,Kenya
2020-04-20,21,17,0.0,6.0,4,0,04:36 AM,04:57 PM,06:29 AM,06:34 PM,16,19,19,19,10,76,86,71.5,1015,21,7,166,7,Kenya
2020-04-21,24,17,0.0,6.0,5,0,05:18 AM,05:37 PM,06:29 AM,06:33 PM,16,20,20,20,11,75,80,33.0,1014,24,7,177,6,Kenya
2020-04-22,21,18,0.0,8.8,4,0,05:59 AM,06:17 PM,06:29 AM,06:33 PM,17,19,19,19,7,65,87,34.3,1014,21,9,243,5,Kenya
2020-04-23,20,17,0.0,10.2,4,0,06:40 AM,06:59 PM,06:29 AM,06:33 PM,16,18,18,18,10,69,88,40.9,1015,20,6,103,7,Kenya
2020-04-24,24,16,0.0,7.4,5,7,07:24 AM,07:42 PM,06:28 AM,06:33 PM,16,19,20,19,8,57,81,23.3,1014,24,8,165,5,Kenya
2020-04-25,22,16,0.0,7.4,4,15,08:09 AM,08:28 PM,06:28 AM,06:33 PM,16,18,19,18,10,62,86,34.9,1015,22,8,159,7,Kenya
2020-04-26,24,16,0.0,8.8,5,22,08:57 AM,09:17 PM,06:28 AM,06:32 PM,16,19,19,19,10,63,84,13.5,1015,24,9,130,6,Kenya
2020-04-27,23,17,0.0,7.4,5,30,09:48 AM,10:09 PM,06:28 AM,06:32 PM,16,19,20,19,15,72,84,8.9,1016,23,9,66,10,Kenya
2020-04-28,24,16,0.0,7.4,5,37,10:41 AM,11:03 PM,06:28 AM,06:32 PM,16,19,19,19,14,65,85,7.3,1016,24,8,64,10,Kenya
2020-04-29,24,17,0.0,6.0,5,45,11:36 AM,11:58 PM,06:28 AM,06:32 PM,16,19,20,19,14,80,83,8.8,1016,24,9,69,10,Kenya
2020-04-30,24,16,0.0,8.8,5,52,12:31 PM,No moonset,06:28 AM,06:32 PM,16,19,20,19,11,54,83,7.9,1017,24,9,125,8,Kenya
2020-05-01,23,16,0.0,8.8,5,58,01:26 PM,12:53 AM,06:28 AM,06:32 PM,16,19,20,19,12,60,85,13.9,1017,23,9,115,8,Kenya
2020-05-02,24,16,0.0,8.8,5,65,02:19 PM,01:49 AM,06:27 AM,06:31 PM,17,19,20,19,10,57,85,10.0,1016,24,8,135,7,Kenya
2020-05-03,24,17,0.0,7.4,5,72,03:12 PM,02:42 AM,06:27 AM,06:31 PM,16,20,21,20,10,71,82,18.9,1015,24,8,165,6,Kenya
2020-05-04,24,16,0.0,8.8,5,80,04:04 PM,03:36 AM,06:27 AM,06:31 PM,16,20,21,20,11,55,81,12.4,1015,24,9,149,8,Kenya
2020-05-05,25,16,0.0,8.8,5,87,04:56 PM,04:28 AM,06:27 AM,06:31 PM,17,20,20,20,11,67,84,8.8,1015,25,7,97,8,Kenya
2020-05-06,24,17,0.0,7.4,5,94,05:49 PM,05:22 AM,06:27 AM,06:31 PM,17,20,20,20,11,63,85,8.4,1015,24,9,89,8,Kenya
2020-05-07,23,16,0.0,7.4,4,100,06:43 PM,06:17 AM,06:27 AM,06:31 PM,16,19,19,19,12,72,82,5.4,1015,23,10,140,9,Kenya
2020-05-08,23,16,0.0,8.8,5,100,07:41 PM,07:14 AM,06:27 AM,06:31 PM,16,19,20,19,11,60,83,4.3,1015,23,10,119,8,Kenya
2020-05-09,23,16,0.0,8.8,5,84,08:39 PM,08:12 AM,06:27 AM,06:31 PM,16,19,20,19,11,60,83,7.5,1015,23,9,123,7,Kenya
2020-05-10,22,16,0.0,6.0,4,77,09:38 PM,09:12 AM,06:27 AM,06:31 PM,16,19,19,19,14,69,86,19.4,1016,22,8,97,8,Kenya
2020-05-11,22,16,0.0,7.4,4,70,10:34 PM,10:10 AM,06:27 AM,06:31 PM,16,19,19,19,13,81,87,7.9,1016,22,8,92,8,Kenya
2020-05-12,23,16,0.0,7.4,4,62,11:29 PM,11:06 AM,06:27 AM,06:31 PM,16,19,19,19,12,68,85,15.3,1016,23,9,137,7,Kenya
2020-05-13,25,16,0.0,8.8,5,55,No moonrise,11:58 AM,06:27 AM,06:31 PM,16,20,20,20,10,64,81,5.0,1015,25,9,106,7,Kenya
2020-05-14,25,16,0.0,11.6,5,48,12:20 AM,12:46 PM,06:27 AM,06:31 PM,16,20,21,20,10,42,78,0.4,1016,25,10,73,8,Kenya
2020-05-15,24,17,0.0,7.4,5,40,01:08 AM,01:32 PM,06:27 AM,06:31 PM,17,19,20,19,13,66,84,15.0,1015,24,9,83,8,Kenya
2020-05-16,23,17,0.0,6.0,5,33,01:52 AM,02:14 PM,06:27 AM,06:31 PM,17,19,20,19,13,77,86,27.7,1015,23,7,99,8,Kenya
2020-05-17,23,15,0.0,8.8,4,26,02:34 AM,02:55 PM,06:27 AM,06:31 PM,16,19,19,19,10,60,84,7.1,1016,23,9,101,7,Kenya
2020-05-18,24,14,0.0,7.4,4,19,03:16 AM,03:36 PM,06:27 AM,06:31 PM,15,18,19,18,10,71,80,0.5,1017,24,9,83,8,Kenya
2020-05-19,24,15,0.0,10.2,5,11,03:57 AM,04:15 PM,06:27 AM,06:31 PM,14,19,19,19,10,27,77,0.2,1017,24,10,107,7,Kenya
2020-05-20,23,15,0.0,6.0,4,4,04:38 AM,04:56 PM,06:27 AM,06:31 PM,15,18,19,18,11,76,82,1.7,1017,23,9,153,8,Kenya
2020-05-21,22,16,0.0,10.2,4,0,05:21 AM,05:40 PM,06:27 AM,06:31 PM,16,18,19,18,11,58,86,5.1,1018,22,9,122,8,Kenya
2020-05-22,22,16,0.0,8.8,4,0,06:06 AM,06:25 PM,06:28 AM,06:31 PM,15,18,18,18,10,65,83,1.2,1018,22,10,127,8,Kenya
2020-05-23,22,15,0.0,8.8,4,3,06:54 AM,07:14 PM,06:28 AM,06:31 PM,14,18,19,18,9,52,79,0.4,1018,22,10,162,7,Kenya
2020-05-24,23,15,0.0,8.8,4,10,07:45 AM,08:05 PM,06:28 AM,06:31 PM,15,19,19,19,11,61,80,1.4,1017,23,10,157,8,Kenya
2020-05-25,24,16,0.0,10.2,5,17,08:37 AM,08:59 PM,06:28 AM,06:31 PM,15,19,20,19,10,49,78,0.9,1016,24,10,127,8,Kenya
2020-05-26,24,15,0.0,11.6,5,25,09:33 AM,09:54 PM,06:28 AM,06:31 PM,15,19,20,19,9,42,80,0.2,1016,24,8,117,6,Kenya
2020-05-27,24,16,0.0,7.4,5,32,10:27 AM,10:49 PM,06:28 AM,06:31 PM,16,19,20,19,9,69,81,1.1,1017,24,8,115,7,Kenya
2020-05-28,23,16,0.0,8.8,5,39,11:22 AM,11:44 PM,06:28 AM,06:31 PM,15,19,19,19,11,63,81,0.6,1017,23,8,94,8,Kenya
2020-05-29,23,16,0.0,10.2,5,47,12:15 PM,No moonset,06:28 AM,06:32 PM,15,19,20,19,10,49,78,0.2,1016,23,10,101,8,Kenya
2020-05-30,24,14,0.0,11.6,6,54,01:06 PM,12:37 AM,06:29 AM,06:32 PM,13,19,19,19,11,16,71,0.0,1016,24,10,122,8,Kenya
2020-05-31,24,14,0.0,11.6,6,58,01:56 PM,01:29 AM,06:29 AM,06:32 PM,12,19,19,19,11,10,69,0.0,1018,24,10,147,8,Kenya
2020-06-01,24,14,0.0,11.6,6,71,02:46 PM,02:20 AM,06:29 AM,06:32 PM,14,19,20,19,13,35,73,0.1,1018,24,10,173,10,Kenya
2020-06-02,23,15,0.0,8.8,5,79,03:37 PM,03:11 AM,06:29 AM,06:32 PM,14,19,19,19,12,50,77,0.9,1017,23,10,157,9,Kenya
2020-06-03,23,14,0.0,10.2,4,86,04:29 PM,04:04 AM,06:29 AM,06:32 PM,14,18,19,18,12,49,78,1.2,1016,23,10,158,9,Kenya
2020-06-04,23,14,0.0,10.2,4,94,05:25 PM,04:58 AM,06:29 AM,06:32 PM,14,18,19,18,11,44,76,0.2,1017,23,10,165,8,Kenya
