date_time,Brazil_maxtempC,Brazil_mintempC,Brazil_totalSnow_cm,Brazil_sunHour,Brazil_uvIndex,Brazil_moon_illumination,Brazil_moonrise,Brazil_moonset,Brazil_sunrise,Brazil_sunset,Brazil_DewPointC,Brazil_FeelsLikeC,Brazil_HeatIndexC,Brazil_WindChillC,Brazil_WindGustKmph,Brazil_cloudcover,Brazil_humidity,Brazil_precipMM,Brazil_pressure,Brazil_tempC,Brazil_visibility,Brazil_winddirDegree,Brazil_windspeedKmph,Brazil_location
2020-01-01,27,20,0.0,9.4,5,37,11:04 AM,11:38 PM,05:44 AM,06:46 PM,19,25,25,23,10,72,76,11.1,1009,27,9,188,7,Brazil
2020-01-02,26,19,0.0,9.4,5,44,11:50 AM,No moonset,05:44 AM,06:47 PM,19,23,23,22,21,62,84,9.4,1009,26,9,313,14,Brazil
2020-01-03,25,19,0.0,10.7,5,51,12:36 PM,12:13 AM,05:45 AM,06:47 PM,19,23,23,22,23,72,84,6.6,1011,25,10,315,17,Brazil
2020-01-04,21,19,0.0,8.1,5,59,01:24 PM,12:48 AM,05:46 AM,06:47 PM,18,20,20,20,24,86,91,4.6,1011,21,10,328,17,Brazil
2020-01-05,22,19,0.0,9.4,4,66,02:13 PM,01:26 AM,05:46 AM,06:48 PM,18,20,20,20,22,87,92,89.1,1010,22,7,319,16,Brazil
2020-01-06,24,19,0.0,10.7,5,73,03:04 PM,02:05 AM,05:47 AM,06:48 PM,18,21,22,21,21,72,87,0.7,1011,24,9,318,16,Brazil
2020-01-07,25,19,0.0,8.1,5,80,03:59 PM,02:47 AM,05:47 AM,06:48 PM,19,21,22,21,17,83,87,0.7,1012,25,9,310,13,Brazil
2020-01-08,28,20,0.0,10.7,5,88,04:56 PM,03:35 AM,05:48 AM,06:49 PM,20,24,24,23,7,69,84,6.7,1012,28,10,214,5,Brazil
2020-01-09,29,20,0.0,9.4,5,95,05:55 PM,04:27 AM,05:49 AM,06:49 PM,20,25,25,23,10,70,80,26.2,1012,29,7,270,6,Brazil
2020-01-10,28,21,0.0,13.0,6,100,06:54 PM,05:25 AM,05:49 AM,06:49 PM,20,26,26,24,8,33,77,2.1,1011,28,10,79,6,Brazil
2020-01-11,27,19,0.0,13.0,6,100,07:51 PM,06:26 AM,05:50 AM,06:49 PM,17,24,24,23,14,13,71,0.0,1012,27,10,48,10,Brazil
2020-01-12,28,19,0.0,13.0,5,83,08:45 PM,07:29 AM,05:50 AM,06:49 PM,17,24,24,23,10,25,69,0.1,1013,28,10,36,7,Brazil
2020-01-13,28,20,0.0,9.4,5,76,09:35 PM,08:31 AM,05:51 AM,06:49 PM,17,25,25,24,7,52,68,1.2,1013,28,10,40,5,Brazil
2020-01-14,28,20,0.0,13.0,7,69,10:22 PM,09:32 AM,05:52 AM,06:50 PM,17,24,24,24,11,32,66,0.6,1012,28,10,63,8,Brazil
2020-01-15,28,20,0.0,11.9,6,61,11:06 PM,10:30 AM,05:52 AM,06:50 PM,17,25,25,24,12,32,67,0.9,1012,28,10,77,8,Brazil
2020-01-16,28,20,0.0,13.0,7,54,11:49 PM,11:28 AM,05:53 AM,06:50 PM,17,26,26,24,8,28,65,0.0,1014,28,10,25,5,Brazil
2020-01-17,28,20,0.0,8.1,5,47,No moonrise,12:24 PM,05:53 AM,06:50 PM,19,25,25,23,12,78,77,34.0,1014,28,7,176,7,Brazil
2020-01-18,28,20,0.0,10.7,5,40,12:32 AM,01:21 PM,05:54 AM,06:50 PM,19,25,25,23,9,52,76,3.7,1014,28,10,99,6,Brazil
2020-01-19,27,20,0.0,9.4,5,32,01:17 AM,02:17 PM,05:54 AM,06:50 PM,19,25,25,23,12,68,77,10.4,1013,27,9,54,8,Brazil
2020-01-20,27,20,0.0,9.4,5,25,02:03 AM,03:15 PM,05:55 AM,06:50 PM,19,25,25,23,9,66,80,14.3,1012,27,9,195,6,Brazil
2020-01-21,26,20,0.0,11.9,5,18,02:53 AM,04:12 PM,05:56 AM,06:50 PM,19,24,24,23,20,56,80,9.6,1009,26,9,313,13,Brazil
2020-01-22,21,11,0.0,8.1,4,11,03:45 AM,05:08 PM,05:56 AM,06:50 PM,19,19,19,19,20,90,92,59.3,1008,21,8,327,14,Brazil
2020-01-23,20,19,0.0,8.1,4,3,04:38 AM,06:01 PM,05:57 AM,06:50 PM,18,19,19,19,26,100,93,22.2,1008,20,8,332,19,Brazil
2020-01-24,19,19,0.0,8.1,4,0,05:33 AM,06:51 PM,05:57 AM,06:50 PM,18,19,19,19,37,100,95,31.1,1009,19,7,334,25,Brazil
2020-01-25,19,12,0.0,8.1,4,0,06:26 AM,07:37 PM,05:58 AM,06:50 PM,18,18,18,18,33,100,94,16.0,1012,19,9,335,22,Brazil
2020-01-26,22,19,0.0,8.1,5,4,07:19 AM,08:19 PM,05:58 AM,06:50 PM,19,20,20,20,23,86,91,8.0,1012,22,8,327,16,Brazil
2020-01-27,23,19,0.0,9.4,5,11,08:08 AM,08:59 PM,05:59 AM,06:50 PM,18,20,21,20,21,64,88,1.0,1013,23,10,327,15,Brazil
2020-01-28,25,19,0.0,11.9,5,18,08:57 AM,09:36 PM,05:59 AM,06:49 PM,19,22,22,21,16,61,84,10.8,1013,25,10,331,11,Brazil
2020-01-29,27,19,0.0,12.5,5,26,09:44 AM,10:11 PM,06:00 AM,06:49 PM,18,23,23,22,10,45,80,1.0,1014,27,9,299,8,Brazil
2020-01-30,29,19,0.0,10.5,6,33,10:30 AM,10:46 PM,06:00 AM,06:49 PM,18,25,25,24,8,52,74,5.6,1014,29,10,116,6,Brazil
2020-01-31,28,20,0.0,11.6,5,37,11:17 AM,11:22 PM,06:01 AM,06:49 PM,18,25,25,23,12,33,75,0.5,1014,28,10,74,9,Brazil
2020-02-01,29,20,0.0,11.6,6,49,12:04 PM,11:59 PM,06:01 AM,06:49 PM,17,25,25,24,10,8,70,0.0,1014,29,10,52,7,Brazil
2020-02-02,28,20,0.0,10.3,6,57,12:53 PM,No moonset,06:02 AM,06:48 PM,17,25,25,24,9,22,66,0.1,1014,28,10,71,6,Brazil
2020-02-03,28,20,0.0,10.3,6,64,01:45 PM,12:39 AM,06:02 AM,06:48 PM,17,25,25,24,7,20,65,0.1,1013,28,10,22,5,Brazil
2020-02-04,28,20,0.0,8.9,5,72,02:39 PM,01:24 AM,06:03 AM,06:48 PM,18,24,24,23,9,45,75,3.5,1013,28,9,143,6,Brazil
2020-02-05,26,20,0.0,7.6,5,79,03:37 PM,02:12 AM,06:03 AM,06:48 PM,19,24,24,23,14,64,79,10.8,1012,26,9,288,9,Brazil
2020-02-06,24,18,0.0,7.6,5,87,04:35 PM,03:07 AM,06:04 AM,06:47 PM,19,21,22,21,12,64,86,10.1,1013,24,9,339,8,Brazil
2020-02-07,19,18,0.0,6.2,4,95,05:34 PM,04:06 AM,06:04 AM,06:47 PM,18,19,19,19,10,91,95,40.9,1012,19,7,33,8,Brazil
2020-02-08,19,18,0.0,6.2,4,100,06:30 PM,05:09 AM,06:05 AM,06:47 PM,18,18,18,18,17,100,95,29.5,1012,19,7,21,12,Brazil
2020-02-09,18,17,0.0,6.2,4,100,07:24 PM,06:13 AM,06:05 AM,06:46 PM,17,18,18,18,22,93,94,7.9,1016,18,7,347,15,Brazil
2020-02-10,24,18,0.0,10.3,5,83,08:13 PM,07:16 AM,06:05 AM,06:46 PM,18,20,21,20,13,63,84,0.9,1017,24,8,290,10,Brazil
2020-02-11,27,18,0.0,8.9,5,75,09:00 PM,08:18 AM,06:06 AM,06:45 PM,18,24,24,22,8,55,79,7.4,1014,27,9,106,5,Brazil
2020-02-12,27,20,0.0,10.2,5,68,09:46 PM,09:18 AM,06:06 AM,06:45 PM,19,24,24,23,8,57,76,14.2,1013,27,9,111,5,Brazil
2020-02-13,26,19,0.0,8.9,5,60,10:30 PM,10:17 AM,06:07 AM,06:45 PM,18,23,23,22,17,55,82,2.0,1013,26,9,52,12,Brazil
2020-02-14,28,20,0.0,8.9,5,53,11:15 PM,11:15 AM,06:07 AM,06:44 PM,19,24,24,23,7,57,76,8.6,1013,28,9,60,5,Brazil
2020-02-15,27,20,0.0,7.5,5,45,No moonrise,12:12 PM,06:07 AM,06:44 PM,19,24,24,23,8,64,77,7.7,1013,27,9,66,6,Brazil
2020-02-16,27,20,0.0,8.9,5,38,12:02 AM,01:10 PM,06:08 AM,06:43 PM,19,25,25,24,7,59,77,8.1,1011,27,9,70,5,Brazil
2020-02-17,27,20,0.0,10.2,5,30,12:50 AM,02:07 PM,06:08 AM,06:43 PM,19,25,25,23,13,54,78,7.0,1012,27,9,52,9,Brazil
2020-02-18,27,19,0.0,7.5,5,22,01:41 AM,03:03 PM,06:08 AM,06:42 PM,19,24,24,23,16,67,80,15.1,1013,27,9,55,10,Brazil
2020-02-19,27,19,0.0,8.9,5,15,02:33 AM,03:57 PM,06:09 AM,06:42 PM,18,24,24,23,13,39,78,1.2,1012,27,10,58,10,Brazil
2020-02-20,26,19,0.0,7.5,5,7,03:27 AM,04:47 PM,06:09 AM,06:41 PM,18,23,23,22,12,61,78,6.4,1011,26,9,120,8,Brazil
2020-02-21,26,19,0.0,8.9,5,0,04:20 AM,05:34 PM,06:09 AM,06:41 PM,18,23,23,22,11,51,78,4.5,1012,26,10,287,8,Brazil
2020-02-22,26,20,0.0,8.9,5,0,05:13 AM,06:17 PM,06:10 AM,06:40 PM,19,23,23,22,16,44,81,2.5,1013,26,10,328,11,Brazil
2020-02-23,28,20,0.0,6.2,5,0,06:03 AM,06:57 PM,06:10 AM,06:40 PM,19,25,25,23,7,82,77,10.5,1014,28,9,220,5,Brazil
2020-02-24,27,21,0.0,8.9,5,0,06:52 AM,07:35 PM,06:10 AM,06:39 PM,20,25,25,23,8,69,81,37.1,1012,27,7,164,5,Brazil
2020-02-25,25,20,0.0,7.5,5,8,07:39 AM,08:10 PM,06:11 AM,06:38 PM,19,22,23,22,7,68,86,14.6,1013,25,9,82,5,Brazil
2020-02-26,26,21,0.0,7.5,5,15,08:25 AM,08:45 PM,06:11 AM,06:38 PM,19,24,24,22,9,58,83,6.9,1011,26,9,305,6,Brazil
2020-02-27,26,20,0.0,8.9,5,23,09:12 AM,09:21 PM,06:11 AM,06:37 PM,20,23,23,22,14,61,86,13.6,1010,26,10,326,9,Brazil
2020-02-28,26,20,0.0,7.5,5,30,09:59 AM,09:57 PM,06:11 AM,06:37 PM,19,23,23,22,11,65,84,7.3,1012,26,9,226,7,Brazil
2020-02-29,27,20,0.0,6.1,5,38,10:46 AM,10:35 PM,06:12 AM,06:36 PM,19,24,24,23,6,73,82,33.5,1013,27,8,158,3,Brazil
2020-03-01,25,19,0.0,7.5,5,44,11:36 AM,11:17 PM,06:12 AM,06:35 PM,19,22,22,21,4,57,85,4.1,1013,25,10,181,3,Brazil
2020-03-02,25,20,0.0,7.5,5,51,12:28 PM,No moonset,06:12 AM,06:35 PM,19,23,23,22,11,76,83,17.7,1011,25,8,270,7,Brazil
2020-03-03,24,18,0.0,7.5,5,58,01:23 PM,12:02 AM,06:12 AM,06:34 PM,18,22,22,21,13,60,84,3.9,1011,24,10,230,10,Brazil
2020-03-04,27,19,0.0,7.5,5,65,02:19 PM,12:53 AM,06:13 AM,06:33 PM,19,23,23,22,13,70,83,22.8,1012,27,8,226,8,Brazil
2020-03-05,22,19,0.0,6.1,5,73,03:17 PM,01:48 AM,06:13 AM,06:33 PM,19,20,21,20,10,78,91,37.5,1013,22,7,239,7,Brazil
2020-03-06,22,19,0.0,7.5,5,80,04:13 PM,02:48 AM,06:13 AM,06:32 PM,19,21,22,21,16,74,91,26.9,1012,22,8,220,10,Brazil
2020-03-07,25,19,0.0,6.1,5,87,05:07 PM,03:51 AM,06:13 AM,06:31 PM,19,22,22,21,14,83,89,49.7,1010,25,7,299,9,Brazil
2020-03-08,24,19,0.0,8.8,5,95,05:59 PM,04:54 AM,06:13 AM,06:30 PM,18,21,22,21,12,68,87,10.2,1012,24,9,252,8,Brazil
2020-03-09,27,19,0.0,7.5,5,100,06:48 PM,05:57 AM,06:14 AM,06:30 PM,19,24,24,22,11,53,82,10.7,1012,27,9,247,7,Brazil
2020-03-10,26,18,0.0,8.8,5,100,07:35 PM,07:00 AM,06:14 AM,06:29 PM,19,23,23,22,17,56,84,5.7,1012,26,10,88,12,Brazil
2020-03-11,25,18,0.0,7.5,5,84,08:21 PM,08:01 AM,06:14 AM,06:28 PM,19,23,23,21,19,75,85,6.0,1012,25,10,71,13,Brazil
2020-03-12,25,19,0.0,7.5,5,76,09:08 PM,09:01 AM,06:14 AM,06:28 PM,19,23,23,22,15,72,85,20.6,1012,25,8,78,10,Brazil
2020-03-13,26,18,0.0,7.4,5,69,09:55 PM,10:02 AM,06:14 AM,06:27 PM,19,22,22,22,19,60,84,2.1,1013,26,10,97,14,Brazil
2020-03-14,25,18,0.0,7.4,5,62,10:45 PM,11:02 AM,06:15 AM,06:26 PM,18,22,22,21,21,65,83,2.1,1014,25,10,70,15,Brazil
2020-03-15,26,19,0.0,7.4,5,55,11:37 PM,12:01 PM,06:15 AM,06:25 PM,18,23,23,22,18,62,82,3.2,1014,26,10,72,13,Brazil
2020-03-16,27,18,0.0,11.6,6,47,No moonrise,12:59 PM,06:15 AM,06:25 PM,17,22,22,22,13,21,78,0.0,1014,27,10,63,9,Brazil
2020-03-17,26,19,0.0,8.8,5,40,12:29 AM,01:54 PM,06:15 AM,06:24 PM,18,23,23,22,10,38,80,3.3,1014,26,10,63,7,Brazil
2020-03-18,27,19,0.0,10.2,5,33,01:23 AM,02:45 PM,06:15 AM,06:23 PM,18,24,24,23,11,31,77,0.2,1012,27,10,76,8,Brazil
2020-03-19,28,19,0.0,10.2,5,25,02:16 AM,03:33 PM,06:15 AM,06:23 PM,18,24,24,23,8,35,75,1.2,1011,28,10,48,6,Brazil
2020-03-20,28,20,0.0,8.8,5,18,03:09 AM,04:16 PM,06:15 AM,06:22 PM,19,25,25,24,10,51,77,4.8,1009,28,9,282,7,Brazil
2020-03-21,25,19,0.0,6.0,5,11,04:00 AM,04:57 PM,06:16 AM,06:21 PM,19,23,23,22,22,69,86,9.4,1010,25,9,322,15,Brazil
2020-03-22,26,20,0.0,7.4,5,4,04:48 AM,05:35 PM,06:16 AM,06:20 PM,19,23,23,22,18,69,86,25.0,1012,26,8,277,12,Brazil
2020-03-23,26,20,0.0,6.0,5,0,05:36 AM,06:11 PM,06:16 AM,06:20 PM,19,23,23,22,9,73,85,42.2,1013,26,7,126,5,Brazil
2020-03-24,23,19,0.0,6.0,5,0,06:23 AM,06:46 PM,06:16 AM,06:19 PM,19,20,21,20,17,88,91,30.4,1013,23,8,87,10,Brazil
2020-03-25,22,18,0.0,7.4,4,3,07:09 AM,07:21 PM,06:16 AM,06:18 PM,18,19,19,19,17,83,92,24.9,1013,22,9,74,13,Brazil
2020-03-26,25,17,0.0,6.0,5,11,07:56 AM,07:57 PM,06:16 AM,06:17 PM,18,20,21,20,19,79,86,2.3,1012,25,9,74,13,Brazil
2020-03-27,23,17,0.0,10.2,5,18,08:43 AM,08:34 PM,06:16 AM,06:17 PM,18,20,20,20,20,69,88,2.7,1012,23,10,83,14,Brazil
2020-03-28,23,18,0.0,7.4,5,25,09:32 AM,09:14 PM,06:17 AM,06:16 PM,18,21,21,21,20,72,88,17.0,1014,23,8,70,14,Brazil
2020-03-29,25,19,0.0,7.4,5,32,10:23 AM,09:58 PM,06:17 AM,06:15 PM,19,22,22,21,18,74,86,0.8,1015,25,8,87,13,Brazil
2020-03-30,26,18,0.0,10.2,5,40,11:16 AM,10:45 PM,06:17 AM,06:14 PM,18,22,22,21,17,47,84,0.0,1015,26,8,96,12,Brazil
2020-03-31,26,19,0.0,10.2,5,44,12:10 PM,11:38 PM,06:17 AM,06:14 PM,18,23,23,22,15,35,79,0.1,1013,26,10,81,11,Brazil
2020-04-01,27,18,0.0,10.2,5,56,01:06 PM,No moonset,06:17 AM,06:13 PM,18,23,23,22,14,40,79,1.7,1013,27,10,72,10,Brazil
2020-04-02,27,19,0.0,10.2,5,64,02:00 PM,12:33 AM,06:17 AM,06:12 PM,18,24,24,23,13,46,77,1.0,1014,27,10,120,9,Brazil
2020-04-03,27,19,0.0,10.2,5,71,02:54 PM,01:33 AM,06:17 AM,06:11 PM,18,24,24,23,12,25,76,0.4,1012,27,10,302,8,Brazil
2020-04-04,28,19,0.0,10.2,5,79,03:45 PM,02:34 AM,06:18 AM,06:11 PM,19,24,24,23,11,32,78,0.2,1011,28,10,309,8,Brazil
2020-04-05,29,20,0.0,8.8,6,87,04:34 PM,03:37 AM,06:18 AM,06:10 PM,19,26,26,24,5,45,73,0.9,1013,29,10,250,4,Brazil
2020-04-06,28,20,0.0,11.6,5,94,05:22 PM,04:38 AM,06:18 AM,06:09 PM,20,25,25,24,10,31,79,8.8,1014,28,9,139,7,Brazil
2020-04-07,29,20,0.0,11.6,5,100,06:08 PM,05:40 AM,06:18 AM,06:09 PM,19,25,25,24,5,36,79,26.7,1013,29,7,250,3,Brazil
2020-04-08,27,21,0.0,7.4,5,100,06:55 PM,06:41 AM,06:18 AM,06:08 PM,19,25,25,23,5,72,79,26.5,1012,27,8,232,4,Brazil
2020-04-09,27,19,0.0,8.8,5,83,07:43 PM,07:43 AM,06:18 AM,06:07 PM,19,24,24,23,9,50,81,1.8,1011,27,10,188,7,Brazil
2020-04-10,27,20,0.0,8.8,5,76,08:33 PM,08:45 AM,06:18 AM,06:07 PM,19,24,24,23,9,56,78,2.7,1011,27,10,189,6,Brazil
2020-04-11,27,19,0.0,10.2,5,68,09:26 PM,09:47 AM,06:19 AM,06:06 PM,19,24,24,23,9,35,78,1.6,1012,27,10,161,6,Brazil
2020-04-12,26,19,0.0,10.2,5,61,10:20 PM,10:48 AM,06:19 AM,06:05 PM,19,23,23,22,10,49,81,0.7,1013,26,9,111,7,Brazil
2020-04-13,26,19,0.0,10.2,5,53,11:16 PM,11:46 AM,06:19 AM,06:05 PM,18,23,23,22,14,34,82,0.0,1013,26,10,97,10,Brazil
2020-04-14,25,18,0.0,8.8,5,46,No moonrise,12:40 PM,06:19 AM,06:04 PM,18,21,21,21,17,67,85,1.0,1013,25,10,68,12,Brazil
2020-04-15,23,18,0.0,5.9,5,38,12:11 AM,01:31 PM,06:19 AM,06:03 PM,18,20,21,20,17,67,85,4.6,1014,23,10,59,12,Brazil
2020-04-16,24,18,0.0,7.3,5,30,01:05 AM,02:16 PM,06:19 AM,06:03 PM,18,20,21,20,15,68,85,6.4,1016,24,9,79,11,Brazil
2020-04-17,24,18,0.0,7.3,5,23,01:56 AM,02:57 PM,06:20 AM,06:02 PM,18,20,21,20,17,75,88,2.0,1017,24,10,110,12,Brazil
2020-04-18,24,19,0.0,7.3,5,15,02:46 AM,03:36 PM,06:20 AM,06:01 PM,19,21,22,21,13,69,86,16.7,1016,24,9,85,9,Brazil
2020-04-19,23,18,0.0,7.3,5,8,03:34 AM,04:12 PM,06:20 AM,06:01 PM,18,20,21,20,19,69,88,17.0,1016,23,8,79,13,Brazil
2020-04-20,24,18,0.0,7.3,5,0,04:20 AM,04:47 PM,06:20 AM,06:00 PM,18,20,21,20,18,78,86,0.8,1016,24,10,80,13,Brazil
2020-04-21,24,18,0.0,8.8,5,0,05:07 AM,05:22 PM,06:20 AM,06:00 PM,18,20,21,20,14,66,86,7.7,1015,24,8,72,9,Brazil
2020-04-22,25,19,0.0,5.7,5,0,05:53 AM,05:57 PM,06:21 AM,05:59 PM,18,21,22,21,10,64,85,31.1,1014,25,7,70,6,Brazil
2020-04-23,24,18,0.0,4.3,5,0,06:40 AM,06:34 PM,06:21 AM,05:59 PM,18,21,22,21,16,72,86,29.3,1013,24,8,67,9,Brazil
2020-04-24,24,18,0.0,4.3,5,7,07:29 AM,07:14 PM,06:21 AM,05:58 PM,18,20,21,20,16,80,88,2.1,1015,24,9,70,12,Brazil
2020-04-25,24,17,0.0,8.7,5,15,08:19 AM,07:56 PM,06:21 AM,05:58 PM,17,20,20,20,21,43,84,0.0,1017,24,10,90,15,Brazil
2020-04-26,22,15,0.0,8.7,5,22,09:12 AM,08:42 PM,06:21 AM,05:57 PM,15,18,19,18,23,24,81,0.0,1018,22,10,96,16,Brazil
2020-04-27,24,16,0.0,7.2,5,30,10:06 AM,09:33 PM,06:22 AM,05:56 PM,16,19,19,19,21,52,83,0.2,1018,24,10,88,15,Brazil
2020-04-28,23,15,0.0,8.7,5,37,11:01 AM,10:27 PM,06:22 AM,05:56 PM,14,18,19,18,21,16,79,0.0,1019,23,10,90,14,Brazil
2020-04-29,23,15,0.0,7.2,4,45,11:55 AM,11:24 PM,06:22 AM,05:55 PM,15,18,19,18,18,33,81,0.1,1019,23,10,90,12,Brazil
2020-04-30,25,15,0.0,8.7,6,52,12:47 PM,No moonset,06:22 AM,05:55 PM,14,19,19,19,12,21,72,0.0,1018,25,10,66,8,Brazil
2020-05-01,26,16,0.0,8.7,6,58,01:38 PM,12:23 AM,06:23 AM,05:55 PM,14,20,21,20,8,13,69,0.0,1018,26,10,140,5,Brazil
2020-05-02,27,16,0.0,8.7,6,65,02:25 PM,01:23 AM,06:23 AM,05:54 PM,15,22,22,21,8,14,70,0.0,1017,27,10,147,5,Brazil
2020-05-03,27,17,0.0,8.7,6,72,03:12 PM,02:22 AM,06:23 AM,05:54 PM,14,22,22,21,7,10,65,0.0,1015,27,10,106,5,Brazil
2020-05-04,26,18,0.0,8.7,6,80,03:57 PM,03:22 AM,06:23 AM,05:53 PM,14,23,23,21,10,6,65,0.0,1014,26,10,86,7,Brazil
2020-05-05,26,17,0.0,8.7,5,87,04:42 PM,04:21 AM,06:24 AM,05:53 PM,15,21,21,21,11,20,70,0.1,1015,26,10,112,7,Brazil
2020-05-06,26,18,0.0,7.2,5,94,05:29 PM,05:22 AM,06:24 AM,05:52 PM,16,22,22,21,9,35,73,0.3,1015,26,10,242,7,Brazil
2020-05-07,25,18,0.0,7.2,5,100,06:18 PM,06:24 AM,06:24 AM,05:52 PM,16,22,22,21,8,48,75,1.3,1015,25,10,243,6,Brazil
