date_time,Mali_maxtempC,Mali_mintempC,Mali_totalSnow_cm,Mali_sunHour,Mali_uvIndex,Mali_moon_illumination,Mali_moonrise,Mali_moonset,Mali_sunrise,Mali_sunset,Mali_DewPointC,Mali_FeelsLikeC,Mali_HeatIndexC,Mali_WindChillC,Mali_WindGustKmph,Mali_cloudcover,Mali_humidity,Mali_precipMM,Mali_pressure,Mali_tempC,Mali_visibility,Mali_winddirDegree,Mali_windspeedKmph,Mali_location
2020-11-16,36,21,0.0,11.6,8,2,07:43 AM,07:29 PM,06:31 AM,06:03 PM,3,29,29,29,20,1,21,0.0,1011,36,10,87,13,Mali
2020-11-17,36,21,0.0,11.6,8,9,08:47 AM,08:28 PM,06:31 AM,06:03 PM,4,28,28,28,20,2,22,0.0,1011,36,10,46,13,Mali
2020-11-18,35,20,0.0,11.6,7,17,09:50 AM,09:29 PM,06:31 AM,06:03 PM,1,28,28,28,19,1,19,0.0,1011,35,10,44,12,Mali
2020-11-19,35,20,0.0,11.6,7,24,10:48 AM,10:28 PM,06:32 AM,06:03 PM,1,28,28,28,18,2,19,0.0,1010,35,10,91,11,Mali
2020-11-20,35,21,0.0,11.6,7,32,11:42 AM,11:25 PM,06:32 AM,06:03 PM,3,27,27,28,18,2,22,0.0,1009,35,10,53,12,Mali
2020-11-21,35,20,0.0,11.6,7,39,12:29 PM,No moonset,06:33 AM,06:03 PM,3,26,26,27,15,1,22,0.0,1010,35,10,61,9,Mali
2020-11-22,35,20,0.0,11.6,7,47,01:12 PM,12:18 AM,06:33 AM,06:03 PM,1,28,28,28,16,1,19,0.0,1011,35,10,59,10,Mali
2020-11-23,35,20,0.0,11.6,7,54,01:51 PM,01:08 AM,06:34 AM,06:03 PM,-0,28,28,28,19,3,18,0.0,1012,35,10,53,12,Mali
2020-11-24,34,18,0.0,11.6,7,62,02:28 PM,01:55 AM,06:34 AM,06:03 PM,0,26,26,26,19,1,20,0.0,1013,34,10,49,12,Mali
2020-11-25,33,17,0.0,11.6,7,70,03:04 PM,02:40 AM,06:35 AM,06:03 PM,-3,24,24,24,18,2,16,0.0,1012,33,10,28,10,Mali
2020-11-26,33,17,0.0,11.6,7,77,03:39 PM,03:26 AM,06:35 AM,06:03 PM,-5,24,24,25,14,1,14,0.0,1011,33,10,63,8,Mali
2020-11-27,34,19,0.0,11.6,7,85,04:15 PM,04:10 AM,06:36 AM,06:03 PM,-4,25,25,26,10,9,14,0.0,1010,34,10,86,6,Mali
2020-11-28,36,21,0.0,11.6,7,92,04:54 PM,04:57 AM,06:36 AM,06:04 PM,-3,28,28,28,9,0,14,0.0,1011,36,10,111,5,Mali
2020-11-29,35,19,0.0,11.6,7,100,05:35 PM,05:45 AM,06:37 AM,06:04 PM,-1,26,26,27,13,3,17,0.0,1010,35,10,99,8,Mali
2020-11-30,37,21,0.0,11.6,8,100,06:18 PM,06:34 AM,06:37 AM,06:04 PM,4,29,29,29,18,5,22,0.0,1011,37,10,62,12,Mali
2020-12-01,37,22,0.0,11.6,8,89,07:06 PM,07:26 AM,06:38 AM,06:04 PM,4,30,30,30,19,6,22,0.0,1011,37,10,64,12,Mali
2020-12-02,37,22,0.0,11.6,8,82,07:58 PM,08:19 AM,06:38 AM,06:04 PM,1,30,30,30,13,0,18,0.0,1011,37,10,84,9,Mali
2020-12-03,36,22,0.0,11.6,8,75,08:51 PM,09:13 AM,06:39 AM,06:05 PM,-1,28,28,29,8,0,15,0.0,1011,36,10,145,5,Mali
2020-12-04,38,22,0.0,11.6,8,67,09:47 PM,10:05 AM,06:40 AM,06:05 PM,-0,31,31,31,13,0,15,0.0,1011,38,10,89,8,Mali
2020-12-05,38,23,0.0,11.6,8,60,10:42 PM,10:55 AM,06:40 AM,06:05 PM,-0,30,30,30,7,0,16,0.0,1011,38,10,193,5,Mali
2020-12-06,36,23,0.0,11.6,8,53,11:38 PM,11:43 AM,06:41 AM,06:06 PM,-0,28,28,29,9,0,16,0.0,1010,36,10,119,6,Mali
2020-12-07,36,21,0.0,11.6,7,46,No moonrise,12:28 PM,06:41 AM,06:06 PM,2,27,27,28,11,1,19,0.0,1012,36,10,102,7,Mali
2020-12-08,37,20,0.0,11.6,8,38,12:32 AM,01:12 PM,06:42 AM,06:06 PM,4,29,29,29,20,3,23,0.0,1013,37,10,56,13,Mali
2020-12-09,37,20,0.0,11.6,8,31,01:27 AM,01:56 PM,06:42 AM,06:07 PM,4,29,29,29,22,3,23,0.0,1012,37,10,92,13,Mali
2020-12-10,36,20,0.0,11.6,7,24,02:22 AM,02:40 PM,06:43 AM,06:07 PM,3,29,29,28,20,2,22,0.0,1012,36,10,52,13,Mali
2020-12-11,36,19,0.0,11.6,7,17,03:19 AM,03:27 PM,06:43 AM,06:07 PM,0,28,28,28,18,2,19,0.0,1012,36,10,48,12,Mali
2020-12-12,36,19,0.0,11.6,7,9,04:18 AM,04:16 PM,06:44 AM,06:08 PM,-0,28,28,28,19,0,18,0.0,1012,36,10,39,11,Mali
2020-12-13,35,18,0.0,11.6,7,2,05:20 AM,05:10 PM,06:44 AM,06:08 PM,-1,26,26,26,15,2,18,0.0,1010,35,10,50,9,Mali
2020-12-14,35,19,0.0,11.6,7,0,06:24 AM,06:08 PM,06:45 AM,06:08 PM,1,26,26,27,10,5,19,0.0,1010,35,10,132,6,Mali
2020-12-15,36,22,0.0,11.6,7,0,07:29 AM,07:09 PM,06:46 AM,06:09 PM,2,27,27,28,8,2,19,0.0,1009,36,10,136,6,Mali
2020-12-16,36,21,0.0,11.6,8,5,08:31 AM,08:10 PM,06:46 AM,06:09 PM,3,28,28,29,10,3,21,0.0,1010,36,10,100,6,Mali
2020-12-17,37,22,0.0,11.6,8,12,09:28 AM,09:10 PM,06:47 AM,06:10 PM,2,28,28,29,11,3,19,0.0,1010,37,10,126,7,Mali
2020-12-18,36,22,0.0,11.6,7,20,10:20 AM,10:07 PM,06:47 AM,06:10 PM,2,29,29,28,13,7,19,0.0,1010,36,10,71,8,Mali
2020-12-19,36,19,0.0,11.6,7,27,11:06 AM,10:59 PM,06:48 AM,06:11 PM,0,28,28,28,21,1,19,0.0,1010,36,10,48,13,Mali
2020-12-20,35,19,0.0,11.6,7,34,11:48 AM,11:49 PM,06:48 AM,06:11 PM,1,28,28,27,25,2,21,0.0,1011,35,10,49,16,Mali
2020-12-21,34,18,0.0,11.6,7,41,12:26 PM,No moonset,06:49 AM,06:12 PM,-1,26,26,26,25,2,19,0.0,1013,34,10,42,15,Mali
2020-12-22,33,17,0.0,11.6,7,49,01:03 PM,12:35 AM,06:49 AM,06:12 PM,-2,23,23,24,22,2,18,0.0,1013,33,10,38,13,Mali
2020-12-23,33,17,0.0,11.6,7,56,01:38 PM,01:21 AM,06:50 AM,06:13 PM,-3,24,24,25,19,8,17,0.0,1012,33,10,40,12,Mali
2020-12-24,35,18,0.0,11.6,7,63,02:14 PM,02:06 AM,06:50 AM,06:13 PM,-2,25,25,26,18,9,17,0.0,1010,35,10,50,11,Mali
2020-12-25,36,19,0.0,11.6,7,70,02:51 PM,02:51 AM,06:51 AM,06:14 PM,0,28,28,27,18,7,18,0.0,1010,36,10,63,11,Mali
2020-12-26,37,20,0.0,11.6,7,78,03:31 PM,03:39 AM,06:51 AM,06:14 PM,0,27,27,28,22,11,18,0.0,1010,37,10,63,14,Mali
2020-12-27,36,20,0.0,11.6,8,85,04:14 PM,04:27 AM,06:52 AM,06:15 PM,1,28,28,28,25,8,18,0.0,1010,36,10,64,16,Mali
2020-12-28,35,19,0.0,11.6,7,92,05:01 PM,05:19 AM,06:52 AM,06:15 PM,1,27,27,27,21,4,20,0.0,1011,35,10,56,13,Mali
2020-12-29,35,19,0.0,11.6,7,100,05:51 PM,06:12 AM,06:52 AM,06:16 PM,1,27,27,27,20,3,21,0.0,1011,35,10,55,13,Mali
2020-12-30,36,19,0.0,11.6,7,100,06:45 PM,07:06 AM,06:53 AM,06:16 PM,0,27,27,27,19,1,19,0.0,1011,36,10,63,12,Mali
2020-12-31,37,20,0.0,11.6,7,89,07:41 PM,08:00 AM,06:53 AM,06:17 PM,1,27,27,28,18,2,19,0.0,1011,37,10,60,11,Mali
2021-01-01,37,21,0.0,11.6,8,79,08:37 PM,08:52 AM,06:54 AM,06:18 PM,1,28,28,29,12,0,18,0.0,1010,37,10,67,8,Mali
2021-01-02,37,20,0.0,11.6,8,71,09:34 PM,09:41 AM,06:54 AM,06:18 PM,3,28,28,29,15,0,20,0.0,1009,37,10,85,10,Mali
2021-01-03,36,21,0.0,11.6,8,64,10:28 PM,10:27 AM,06:54 AM,06:19 PM,3,28,28,28,13,2,21,0.0,1009,36,10,133,8,Mali
2021-01-04,37,21,0.0,11.6,8,57,11:23 PM,11:12 AM,06:55 AM,06:19 PM,3,28,28,29,15,2,21,0.0,1010,37,10,111,10,Mali
2021-01-05,37,20,0.0,11.6,8,50,No moonrise,11:55 AM,06:55 AM,06:20 PM,-1,28,28,29,22,0,16,0.0,1010,37,10,39,13,Mali
2021-01-06,38,19,0.0,11.6,7,42,12:16 AM,12:37 PM,06:55 AM,06:20 PM,-3,28,28,28,21,0,15,0.0,1011,38,10,43,13,Mali
2021-01-07,38,20,0.0,11.6,8,35,01:11 AM,01:21 PM,06:56 AM,06:21 PM,-3,29,29,29,22,0,14,0.0,1011,38,10,49,14,Mali
2021-01-08,38,21,0.0,11.6,8,28,02:07 AM,02:07 PM,06:56 AM,06:21 PM,-3,28,28,29,14,0,13,0.0,1010,38,10,70,9,Mali
2021-01-09,37,23,0.0,11.6,8,20,03:06 AM,02:58 PM,06:56 AM,06:22 PM,-3,29,29,30,10,0,12,0.0,1009,37,10,110,7,Mali
2021-01-10,37,23,0.0,11.6,8,13,04:07 AM,03:52 PM,06:57 AM,06:23 PM,-3,28,28,29,7,0,12,0.0,1009,37,10,146,4,Mali
2021-01-11,36,18,0.0,11.6,7,6,05:10 AM,04:51 PM,06:57 AM,06:23 PM,0,26,26,27,24,0,21,0.0,1010,36,10,33,15,Mali
2021-01-12,36,18,0.0,11.6,7,0,06:12 AM,05:52 PM,06:57 AM,06:24 PM,-2,26,26,26,23,1,17,0.0,1011,36,10,46,14,Mali
2021-01-13,36,19,0.0,11.6,7,0,07:12 AM,06:52 PM,06:57 AM,06:24 PM,-5,27,27,27,24,21,13,0.0,1012,36,10,51,15,Mali
2021-01-14,36,18,0.0,11.6,7,1,08:06 AM,07:51 PM,06:57 AM,06:25 PM,-9,26,26,26,22,3,10,0.0,1012,36,10,44,14,Mali
2021-01-15,35,17,0.0,11.6,7,8,08:56 AM,08:46 PM,06:58 AM,06:25 PM,-8,26,26,26,23,0,11,0.0,1011,35,10,40,14,Mali
2021-01-16,35,17,0.0,11.6,7,16,09:41 AM,09:39 PM,06:58 AM,06:26 PM,-8,25,25,25,24,1,12,0.0,1011,35,10,45,15,Mali
2021-01-17,34,15,0.0,11.6,7,23,10:21 AM,10:27 PM,06:58 AM,06:26 PM,-8,24,24,25,24,5,12,0.0,1012,34,10,43,15,Mali
2021-01-18,35,16,0.0,11.6,7,30,10:59 AM,11:14 PM,06:58 AM,06:27 PM,-8,25,25,25,23,3,11,0.0,1012,35,10,39,14,Mali
2021-01-19,36,17,0.0,11.6,7,38,11:36 AM,11:59 PM,06:58 AM,06:27 PM,-7,26,26,26,23,2,12,0.0,1012,36,10,46,15,Mali
2021-01-20,37,18,0.0,11.6,7,45,12:11 PM,No moonset,06:58 AM,06:28 PM,-5,26,26,27,22,0,13,0.0,1012,37,10,51,14,Mali
2021-01-21,36,18,0.0,11.6,7,52,12:48 PM,12:45 AM,06:58 AM,06:28 PM,-6,26,26,27,24,0,12,0.0,1012,36,10,56,15,Mali
2021-01-22,35,17,0.0,11.6,7,59,01:27 PM,01:32 AM,06:58 AM,06:29 PM,-8,25,25,26,23,0,12,0.0,1013,35,10,47,14,Mali
2021-01-23,35,16,0.0,11.6,7,67,02:08 PM,02:19 AM,06:58 AM,06:29 PM,-9,25,25,26,21,4,11,0.0,1012,35,10,48,13,Mali
2021-01-24,35,16,0.0,11.6,7,74,02:52 PM,03:09 AM,06:58 AM,06:30 PM,-9,25,25,25,21,3,10,0.0,1011,35,10,45,13,Mali
2021-01-25,36,17,0.0,11.6,7,81,03:42 PM,04:02 AM,06:58 AM,06:30 PM,-10,26,26,26,20,0,9,0.0,1011,36,10,52,12,Mali
2021-01-26,36,17,0.0,11.6,7,88,04:34 PM,04:55 AM,06:58 AM,06:31 PM,-10,26,26,26,19,0,9,0.0,1012,36,10,46,12,Mali
2021-01-27,36,18,0.0,11.6,7,96,05:30 PM,05:50 AM,06:58 AM,06:31 PM,-12,26,26,27,21,0,8,0.0,1011,36,10,46,13,Mali
2021-01-28,36,18,0.0,11.6,7,100,06:27 PM,06:43 AM,06:58 AM,06:32 PM,-13,26,26,26,21,0,7,0.0,1011,36,10,41,13,Mali
2021-01-29,37,18,0.0,11.6,7,90,07:25 PM,07:35 AM,06:58 AM,06:32 PM,-12,27,27,27,18,0,8,0.0,1011,37,10,52,12,Mali
2021-01-30,37,19,0.0,11.6,7,82,08:22 PM,08:23 AM,06:58 AM,06:33 PM,-7,27,27,28,17,0,10,0.0,1011,37,10,54,11,Mali
2021-01-31,36,18,0.0,11.6,7,79,09:18 PM,09:09 AM,06:58 AM,06:33 PM,-8,27,27,27,21,1,10,0.0,1011,36,10,41,13,Mali
2021-02-01,36,17,0.0,11.6,7,63,10:12 PM,09:53 AM,06:58 AM,06:33 PM,-10,26,26,26,21,1,9,0.0,1011,36,10,43,13,Mali
2021-02-02,36,17,0.0,11.6,7,55,11:07 PM,10:36 AM,06:58 AM,06:34 PM,-10,27,27,27,18,0,9,0.0,1011,36,10,62,11,Mali
2021-02-03,37,18,0.0,11.6,7,48,No moonrise,11:20 AM,06:57 AM,06:34 PM,-11,27,27,28,13,1,7,0.0,1011,37,10,58,9,Mali
2021-02-04,38,20,0.0,11.6,8,40,12:03 AM,12:05 PM,06:57 AM,06:35 PM,-11,28,28,29,9,3,7,0.0,1011,38,10,121,6,Mali
2021-02-05,38,20,0.0,11.6,8,33,01:00 AM,12:53 PM,06:57 AM,06:35 PM,-9,30,30,30,11,2,8,0.0,1010,38,10,111,7,Mali
2021-02-06,38,22,0.0,11.6,8,25,01:59 AM,01:45 PM,06:57 AM,06:35 PM,-7,30,30,30,23,9,9,0.0,1011,38,10,214,14,Mali
2021-02-07,36,20,0.0,11.6,7,18,02:59 AM,02:40 PM,06:57 AM,06:36 PM,-1,27,27,28,29,10,17,0.0,1011,36,10,65,19,Mali
