date_time,Lithuania_maxtempC,Lithuania_mintempC,Lithuania_totalSnow_cm,Lithuania_sunHour,Lithuania_uvIndex,Lithuania_moon_illumination,Lithuania_moonrise,Lithuania_moonset,Lithuania_sunrise,Lithuania_sunset,Lithuania_DewPointC,Lithuania_FeelsLikeC,Lithuania_HeatIndexC,Lithuania_WindChillC,Lithuania_WindGustKmph,Lithuania_cloudcover,Lithuania_humidity,Lithuania_precipMM,Lithuania_pressure,Lithuania_tempC,Lithuania_visibility,Lithuania_winddirDegree,Lithuania_windspeedKmph,Lithuania_location
2020-01-01,2,-4,0.0,7.6,1,37,12:00 PM,10:54 PM,08:42 AM,04:02 PM,-2,-4,1,-4,31,64,80,0.2,1021,2,9,294,20,Lithuania
2020-01-02,3,-3,0.0,6.8,1,44,12:13 PM,No moonset,08:41 AM,04:04 PM,0,-2,2,-2,31,63,83,0.2,1020,3,10,267,20,Lithuania
2020-01-03,2,-3,0.0,7.6,1,51,12:27 PM,12:03 AM,08:41 AM,04:05 PM,-4,-3,1,-3,27,29,69,0.0,1015,2,10,233,16,Lithuania
2020-01-04,3,-5,6.5,2.9,1,59,12:41 PM,01:13 AM,08:41 AM,04:06 PM,-0,-4,1,-4,31,91,86,9.7,1005,3,6,256,21,Lithuania
2020-01-05,-0,-5,0.0,4.8,1,66,12:56 PM,02:23 AM,08:40 AM,04:07 PM,-6,-6,-1,-6,26,35,71,0.0,1019,-0,10,310,17,Lithuania
2020-01-06,2,-2,0.3,2.9,1,73,01:14 PM,03:37 AM,08:40 AM,04:09 PM,-2,-4,0,-4,24,92,86,4.9,1024,2,8,249,15,Lithuania
2020-01-07,1,-3,0.0,2.9,1,80,01:37 PM,04:51 AM,08:39 AM,04:10 PM,-0,-3,1,-3,18,89,94,0.5,1025,1,7,234,12,Lithuania
2020-01-08,1,-6,0.0,4.8,1,88,02:08 PM,06:06 AM,08:39 AM,04:11 PM,-2,-5,-1,-5,22,66,92,0.9,1022,1,8,212,14,Lithuania
2020-01-09,3,-3,0.0,2.9,1,95,02:50 PM,07:19 AM,08:38 AM,04:13 PM,1,-2,1,-2,20,87,97,2.1,1017,3,5,250,12,Lithuania
2020-01-10,3,-2,0.0,2.9,1,100,03:46 PM,08:24 AM,08:38 AM,04:14 PM,2,-1,2,-1,19,100,98,15.1,1012,3,5,188,11,Lithuania
2020-01-11,5,-1,0.0,2.9,1,100,04:57 PM,09:17 AM,08:37 AM,04:16 PM,2,0,2,0,14,76,94,25.5,1019,5,6,132,9,Lithuania
2020-01-12,3,-0,0.0,6.8,1,83,06:19 PM,09:57 AM,08:36 AM,04:18 PM,-1,-3,1,-3,31,67,85,0.1,1021,3,9,229,19,Lithuania
2020-01-13,4,-2,0.0,2.9,1,76,07:46 PM,10:27 AM,08:35 AM,04:19 PM,2,-1,3,-1,22,100,92,7.3,1015,4,8,249,14,Lithuania
2020-01-14,3,1,0.0,4.9,1,69,09:13 PM,10:51 AM,08:34 AM,04:21 PM,1,-1,2,-1,23,80,89,0.6,1018,3,9,206,14,Lithuania
2020-01-15,4,1,0.0,7.9,1,61,10:39 PM,11:10 AM,08:33 AM,04:23 PM,-1,-3,2,-3,33,66,81,0.0,1019,4,10,198,21,Lithuania
2020-01-16,4,-3,0.0,4.9,1,54,No moonrise,11:28 AM,08:32 AM,04:24 PM,1,-1,3,-1,26,64,83,0.2,1022,4,10,243,16,Lithuania
2020-01-17,3,-2,0.0,8.0,1,47,12:04 AM,11:45 AM,08:31 AM,04:26 PM,-0,-2,1,-2,19,39,90,0.0,1030,3,8,217,11,Lithuania
2020-01-18,2,-3,0.0,8.0,1,40,01:28 AM,12:02 PM,08:30 AM,04:28 PM,-4,-3,1,-3,29,49,71,0.0,1022,2,10,190,17,Lithuania
2020-01-19,3,-5,0.0,3.0,1,32,02:50 AM,12:22 PM,08:29 AM,04:30 PM,0,-0,1,-0,9,93,90,0.0,1027,3,10,186,6,Lithuania
2020-01-20,1,-3,0.0,4.9,1,25,04:11 AM,12:48 PM,08:28 AM,04:32 PM,-0,-3,0,-3,21,68,94,0.0,1037,1,6,265,13,Lithuania
2020-01-21,6,-1,0.0,3.0,2,18,05:29 AM,01:20 PM,08:26 AM,04:34 PM,3,0,4,0,41,99,87,0.3,1026,6,9,274,26,Lithuania
2020-01-22,4,0,0.3,3.0,1,11,06:39 AM,02:02 PM,08:25 AM,04:36 PM,-0,-2,3,-2,38,93,78,2.3,1013,4,6,298,26,Lithuania
2020-01-23,2,-3,0.0,3.0,1,3,07:39 AM,02:54 PM,08:24 AM,04:37 PM,-3,-5,-0,-5,29,60,80,0.0,1024,2,10,298,18,Lithuania
2020-01-24,4,-2,0.0,3.1,1,0,08:25 AM,03:57 PM,08:22 AM,04:39 PM,2,-1,3,-1,36,100,88,1.6,1015,4,8,255,23,Lithuania
2020-01-25,5,-0,1.3,3.1,1,0,09:01 AM,05:05 PM,08:21 AM,04:41 PM,0,-1,3,-1,31,78,80,2.3,1011,5,8,279,20,Lithuania
2020-01-26,3,-2,0.0,3.1,1,4,09:28 AM,06:16 PM,08:19 AM,04:43 PM,-0,-2,1,-2,19,78,91,0.0,1018,3,6,247,12,Lithuania
2020-01-27,2,-4,2.3,3.1,1,11,09:49 AM,07:28 PM,08:18 AM,04:45 PM,-0,-2,1,-2,15,97,92,3.3,1014,2,6,219,10,Lithuania
2020-01-28,3,-6,0.0,3.1,1,18,10:05 AM,08:39 PM,08:16 AM,04:47 PM,-0,-3,1,-3,19,94,91,0.0,1006,3,8,172,12,Lithuania
2020-01-29,2,-1,5.8,3.1,1,26,10:20 AM,09:48 PM,08:14 AM,04:50 PM,1,-1,2,-1,16,99,97,7.1,996,2,3,134,11,Lithuania
2020-01-30,2,0,0.6,3.1,1,33,10:33 AM,10:57 PM,08:13 AM,04:52 PM,0,-3,1,-3,19,98,94,1.2,1000,2,7,281,13,Lithuania
2020-01-31,4,-0,0.9,3.2,1,37,10:46 AM,No moonset,08:11 AM,04:54 PM,2,0,2,0,10,99,96,1.4,999,4,4,172,6,Lithuania
2020-02-01,5,1,0.0,3.2,1,49,11:01 AM,12:07 AM,08:09 AM,04:56 PM,3,1,3,1,19,95,96,5.3,999,5,7,224,12,Lithuania
2020-02-02,6,-3,0.3,3.2,1,57,11:17 AM,01:17 AM,08:08 AM,04:58 PM,3,0,4,0,33,98,89,13.0,992,6,7,251,23,Lithuania
2020-02-03,2,1,0.2,3.4,1,64,11:37 AM,02:29 AM,08:06 AM,05:00 PM,-2,-3,2,-3,31,64,79,0.3,996,2,9,285,21,Lithuania
2020-02-04,1,-2,0.0,3.4,1,72,12:03 PM,03:44 AM,08:04 AM,05:02 PM,-2,-3,-0,-3,11,85,86,0.0,1000,1,9,158,8,Lithuania
2020-02-05,-2,-7,0.0,5.2,1,79,12:38 PM,04:56 AM,08:02 AM,05:04 PM,-9,-7,-3,-7,19,43,63,0.0,1014,-2,10,186,13,Lithuania
2020-02-06,3,-5,1.7,5.2,1,87,01:27 PM,06:04 AM,08:00 AM,05:06 PM,-2,-5,0,-5,31,69,83,2.8,1012,3,7,283,20,Lithuania
2020-02-07,-2,-4,0.0,8.7,2,95,02:30 PM,07:03 AM,07:58 AM,05:08 PM,-12,-8,-3,-8,21,4,51,0.0,1024,-2,10,343,14,Lithuania
2020-02-08,1,-3,0.6,3.6,1,100,03:49 PM,07:50 AM,07:56 AM,05:10 PM,-5,-5,-1,-5,21,83,73,1.2,1025,1,8,273,14,Lithuania
2020-02-09,2,-2,0.0,8.7,2,100,05:16 PM,08:25 AM,07:54 AM,05:12 PM,-5,-4,-0,-4,24,10,71,0.0,1020,2,10,205,14,Lithuania
2020-02-10,4,0,0.4,3.6,1,83,06:46 PM,08:52 AM,07:52 AM,05:15 PM,-1,-3,2,-3,44,70,79,8.4,994,4,9,204,28,Lithuania
2020-02-11,2,-2,1.6,5.3,1,75,08:16 PM,09:14 AM,07:50 AM,05:17 PM,-1,-3,1,-3,26,87,85,3.1,989,2,8,238,17,Lithuania
2020-02-12,1,-3,6.6,3.6,1,68,09:45 PM,09:32 AM,07:48 AM,05:19 PM,-1,-5,0,-5,34,98,92,9.2,995,1,4,248,23,Lithuania
2020-02-13,2,-3,5.8,3.7,1,60,11:12 PM,09:50 AM,07:46 AM,05:21 PM,-1,-4,1,-4,33,97,90,6.9,1004,2,5,252,22,Lithuania
2020-02-14,2,-2,0.1,7.0,1,53,No moonrise,10:07 AM,07:44 AM,05:23 PM,-2,-2,0,-2,13,60,87,0.2,1016,2,9,161,8,Lithuania
2020-02-15,2,-1,0.0,7.0,1,45,12:38 AM,10:27 AM,07:42 AM,05:25 PM,-2,-2,0,-2,13,37,83,0.0,1024,2,10,145,8,Lithuania
2020-02-16,5,-0,0.0,5.4,1,38,02:01 AM,10:51 AM,07:40 AM,05:27 PM,-2,-3,2,-3,39,51,76,0.0,1020,5,10,197,25,Lithuania
2020-02-17,8,2,0.0,3.7,2,30,03:21 AM,11:21 AM,07:38 AM,05:29 PM,2,2,6,2,35,86,73,1.8,1010,8,8,228,21,Lithuania
2020-02-18,6,3,2.4,7.0,1,22,04:33 AM,11:59 AM,07:36 AM,05:31 PM,1,-0,4,-0,28,67,80,3.2,1011,6,9,238,18,Lithuania
2020-02-19,3,-3,4.5,3.8,1,15,05:35 AM,12:48 PM,07:33 AM,05:33 PM,-0,-2,2,-2,26,99,83,5.4,1011,3,8,234,17,Lithuania
2020-02-20,4,-2,0.2,3.8,1,7,06:24 AM,01:47 PM,07:31 AM,05:35 PM,0,-1,2,-1,15,85,87,0.6,1015,4,7,224,10,Lithuania
2020-02-21,3,0,0.2,7.1,1,0,07:03 AM,02:53 PM,07:29 AM,05:37 PM,-1,-3,1,-3,27,58,88,0.7,1015,3,8,195,18,Lithuania
2020-02-22,4,-4,0.0,3.8,1,0,07:32 AM,04:04 PM,07:26 AM,05:40 PM,-0,-3,2,-3,33,85,84,2.4,1014,4,9,220,22,Lithuania
2020-02-23,3,-0,0.9,3.8,1,0,07:54 AM,05:15 PM,07:24 AM,05:42 PM,-1,-3,2,-3,38,92,76,2.5,1001,3,7,259,27,Lithuania
2020-02-24,3,0,0.0,5.5,1,0,08:11 AM,06:26 PM,07:22 AM,05:44 PM,-3,-3,2,-3,25,53,75,0.1,1003,3,10,287,17,Lithuania
2020-02-25,3,-0,0.3,3.8,1,8,08:26 AM,07:36 PM,07:20 AM,05:46 PM,-0,-3,1,-3,22,86,90,1.2,998,3,7,201,14,Lithuania
2020-02-26,3,0,2.0,3.9,1,15,08:40 AM,08:45 PM,07:17 AM,05:48 PM,-2,-3,1,-3,27,55,79,4.0,993,3,8,221,17,Lithuania
2020-02-27,2,-1,0.0,3.9,1,23,08:53 AM,09:54 PM,07:15 AM,05:50 PM,-2,-3,1,-3,16,78,82,0.1,998,2,9,249,11,Lithuania
2020-02-28,1,-5,3.1,3.9,1,30,09:07 AM,11:04 PM,07:12 AM,05:52 PM,-3,-5,-1,-5,20,71,82,3.7,997,1,8,198,14,Lithuania
2020-02-29,3,-2,0.4,3.9,1,38,09:22 AM,No moonset,07:10 AM,05:54 PM,-2,-3,1,-3,20,84,84,0.7,1009,3,8,231,13,Lithuania
2020-03-01,4,1,0.1,3.9,1,44,09:40 AM,12:15 AM,07:08 AM,05:56 PM,1,-2,2,-2,31,96,89,4.5,1002,4,6,193,21,Lithuania
2020-03-02,7,0,0.0,3.9,1,51,10:02 AM,01:27 AM,07:05 AM,05:58 PM,3,1,4,1,23,85,89,3.2,1000,7,8,166,15,Lithuania
2020-03-03,8,5,0.0,5.5,2,58,10:32 AM,02:38 AM,07:03 AM,06:00 PM,4,4,6,4,18,94,86,2.7,1001,8,6,161,12,Lithuania
2020-03-04,8,3,0.0,7.0,2,65,11:13 AM,03:48 AM,07:00 AM,06:02 PM,4,4,7,4,19,90,79,0.1,1006,8,10,219,13,Lithuania
2020-03-05,7,4,0.0,8.7,2,73,12:07 PM,04:49 AM,06:58 AM,06:03 PM,1,4,5,4,8,69,79,0.6,1008,7,9,263,6,Lithuania
2020-03-06,6,3,0.0,8.7,1,80,01:18 PM,05:40 AM,06:55 AM,06:05 PM,0,2,4,2,13,44,76,0.1,1007,6,10,136,9,Lithuania
2020-03-07,8,5,0.0,7.2,2,87,02:39 PM,06:20 AM,06:53 AM,06:07 PM,4,4,6,4,11,84,88,1.0,1006,8,8,149,8,Lithuania
2020-03-08,7,3,0.0,5.8,2,95,04:09 PM,06:50 AM,06:50 AM,06:09 PM,3,3,5,3,13,94,88,1.2,1012,7,9,235,9,Lithuania
2020-03-09,6,3,0.0,5.8,1,100,05:41 PM,07:14 AM,06:48 AM,06:11 PM,2,3,4,3,9,81,86,0.3,1013,6,7,264,6,Lithuania
2020-03-10,7,2,0.0,7.3,2,100,07:13 PM,07:34 AM,06:45 AM,06:13 PM,2,3,5,3,15,58,83,0.3,1012,7,10,210,10,Lithuania
2020-03-11,8,4,0.0,7.3,2,84,08:44 PM,07:52 AM,06:43 AM,06:15 PM,2,2,6,2,34,76,78,4.9,1001,8,10,237,23,Lithuania
2020-03-12,8,3,0.1,7.3,2,76,10:14 PM,08:10 AM,06:40 AM,06:17 PM,1,1,5,1,40,66,77,3.7,1001,8,9,248,26,Lithuania
2020-03-13,4,2,0.0,5.9,1,69,11:43 PM,08:29 AM,06:38 AM,06:19 PM,-1,-2,3,-2,37,85,74,0.5,1001,4,8,252,26,Lithuania
2020-03-14,0,-3,1.8,5.9,1,62,No moonrise,08:52 AM,06:35 AM,06:21 PM,-6,-7,-1,-7,32,93,72,8.2,1010,0,4,301,23,Lithuania
2020-03-15,3,-3,0.0,11.6,2,55,01:07 AM,09:20 AM,06:33 AM,06:23 PM,-8,-5,-1,-5,20,19,58,0.0,1026,3,10,276,14,Lithuania
2020-03-16,6,-1,0.0,8.8,1,47,02:24 AM,09:57 AM,06:30 AM,06:25 PM,-8,-2,2,-2,32,62,50,0.0,1021,6,10,215,20,Lithuania
2020-03-17,7,1,0.0,8.8,1,40,03:32 AM,10:42 AM,06:28 AM,06:27 PM,0,2,4,2,15,63,76,0.3,1024,7,9,288,10,Lithuania
2020-03-18,10,4,0.0,7.4,2,33,04:25 AM,11:39 AM,06:25 AM,06:29 PM,3,4,7,4,25,60,76,0.0,1023,10,10,227,15,Lithuania
2020-03-19,7,3,0.0,6.0,2,25,05:06 AM,12:44 PM,06:23 AM,06:31 PM,3,3,6,3,24,91,82,1.1,1019,7,8,278,15,Lithuania
2020-03-20,7,0,0.3,7.4,1,18,05:37 AM,01:53 PM,06:20 AM,06:33 PM,-1,0,3,0,18,47,77,0.7,1022,7,10,294,12,Lithuania
2020-03-21,1,-2,0.2,10.2,1,11,06:00 AM,03:04 PM,06:18 AM,06:35 PM,-6,-5,0,-5,24,63,65,0.2,1025,1,10,80,17,Lithuania
2020-03-22,1,-3,0.0,11.6,2,4,06:19 AM,04:15 PM,06:15 AM,06:37 PM,-12,-7,-1,-7,31,26,44,0.0,1032,1,10,39,22,Lithuania
2020-03-23,3,-3,0.0,11.6,2,0,06:34 AM,05:26 PM,06:13 AM,06:39 PM,-10,-4,-0,-4,13,0,48,0.0,1041,3,10,52,10,Lithuania
2020-03-24,4,-1,0.0,11.6,2,0,06:47 AM,06:35 PM,06:10 AM,06:41 PM,-9,1,1,1,5,6,46,0.0,1041,4,10,169,4,Lithuania
2020-03-25,7,-2,0.0,11.6,2,3,07:00 AM,07:45 PM,06:08 AM,06:42 PM,-8,1,2,1,8,24,49,0.0,1039,7,10,240,5,Lithuania
2020-03-26,10,2,0.0,11.6,3,11,07:14 AM,08:54 PM,06:05 AM,06:44 PM,-5,5,6,5,8,2,49,0.0,1037,10,10,158,5,Lithuania
2020-03-27,10,1,0.0,8.9,2,18,07:28 AM,10:05 PM,06:03 AM,06:46 PM,-2,4,6,4,15,34,59,0.0,1031,10,10,113,9,Lithuania
2020-03-28,14,2,0.0,12.5,3,25,07:44 AM,11:17 PM,06:00 AM,06:48 PM,1,8,8,8,6,15,60,0.0,1021,14,10,137,4,Lithuania
2020-03-29,5,-1,3.6,8.1,1,32,08:04 AM,No moonset,05:58 AM,06:50 PM,-1,-0,3,-0,21,94,77,4.4,1013,5,7,12,15,Lithuania
