date_time,Estonia_maxtempC,Estonia_mintempC,Estonia_totalSnow_cm,Estonia_sunHour,Estonia_uvIndex,Estonia_moon_illumination,Estonia_moonrise,Estonia_moonset,Estonia_sunrise,Estonia_sunset,Estonia_DewPointC,Estonia_FeelsLikeC,Estonia_HeatIndexC,Estonia_WindChillC,Estonia_WindGustKmph,Estonia_cloudcover,Estonia_humidity,Estonia_precipMM,Estonia_pressure,Estonia_tempC,Estonia_visibility,Estonia_winddirDegree,Estonia_windspeedKmph,Estonia_location
2020-01-01,3,-3,0.0,5.8,1,37,12:11 PM,10:49 PM,09:19 AM,03:31 PM,-1,-3,2,-3,31,42,83,0.0,1012,3,10,269,19,Estonia
2020-01-02,5,-3,0.0,3.7,1,44,12:20 PM,No moonset,09:18 AM,03:32 PM,2,-1,3,-1,36,41,87,0.0,1007,5,10,248,21,Estonia
2020-01-03,5,-0,0.0,1.5,1,51,12:28 PM,12:04 AM,09:18 AM,03:34 PM,1,-1,4,-1,45,52,81,4.0,1000,5,10,239,28,Estonia
2020-01-04,2,-1,0.9,1.5,1,59,12:36 PM,01:20 AM,09:17 AM,03:35 PM,-3,-4,2,-4,39,77,69,1.7,991,2,6,269,25,Estonia
2020-01-05,-1,-6,0.0,5.8,1,66,12:46 PM,02:36 AM,09:16 AM,03:37 PM,-8,-7,-2,-7,31,50,59,0.0,1014,-1,10,292,21,Estonia
2020-01-06,3,-5,0.0,5.8,1,73,12:58 PM,03:56 AM,09:16 AM,03:38 PM,1,-3,1,-3,30,61,90,6.2,1013,3,9,245,18,Estonia
2020-01-07,6,-2,0.0,1.6,2,80,01:15 PM,05:17 AM,09:15 AM,03:40 PM,4,1,4,1,28,96,92,0.4,1014,6,10,224,18,Estonia
2020-01-08,6,-3,0.0,1.6,1,88,01:39 PM,06:39 AM,09:14 AM,03:42 PM,3,-0,4,-0,43,94,85,2.4,1009,6,7,222,27,Estonia
2020-01-09,3,1,0.0,5.8,2,95,02:15 PM,07:58 AM,09:13 AM,03:44 PM,-0,-2,3,-2,29,17,83,0.0,1008,3,10,259,17,Estonia
2020-01-10,1,0,0.0,1.6,1,100,03:10 PM,09:05 AM,09:12 AM,03:46 PM,-2,-2,0,-2,13,62,86,0.0,1013,1,9,149,8,Estonia
2020-01-11,2,-4,0.0,3.7,1,100,04:25 PM,09:54 AM,09:11 AM,03:48 PM,-3,-3,1,-3,24,21,73,0.0,1019,2,10,235,14,Estonia
2020-01-12,6,-3,0.0,1.6,2,83,05:54 PM,10:28 AM,09:10 AM,03:50 PM,2,-0,4,-0,50,87,83,14.2,1004,6,7,243,32,Estonia
2020-01-13,3,2,0.1,3.7,1,76,07:29 PM,10:51 AM,09:08 AM,03:52 PM,0,-2,2,-2,28,51,86,0.2,1007,3,9,243,17,Estonia
2020-01-14,3,-5,0.0,1.6,1,69,09:04 PM,11:07 AM,09:07 AM,03:54 PM,1,-3,2,-3,34,76,89,1.8,1008,3,10,209,22,Estonia
2020-01-15,7,1,0.0,1.6,2,61,10:37 PM,11:20 AM,09:05 AM,03:56 PM,4,2,6,2,46,100,87,14.6,1003,7,7,216,30,Estonia
2020-01-16,7,2,0.0,1.6,2,54,No moonrise,11:31 AM,09:04 AM,03:58 PM,4,2,6,2,43,93,84,19.6,1008,7,9,247,28,Estonia
2020-01-17,5,3,0.0,1.7,1,47,12:09 AM,11:41 AM,09:02 AM,04:00 PM,2,-0,4,-0,34,57,86,0.0,1020,5,10,230,21,Estonia
2020-01-18,3,-1,0.0,1.8,1,40,01:40 AM,11:52 AM,09:01 AM,04:02 PM,0,-2,2,-2,28,63,85,0.0,1014,3,10,204,18,Estonia
2020-01-19,4,0,0.0,2.8,1,32,03:10 AM,12:06 PM,08:59 AM,04:05 PM,2,-0,4,-0,27,86,89,0.8,1021,4,9,223,17,Estonia
2020-01-20,4,2,0.0,6.7,1,25,04:39 AM,12:24 PM,08:57 AM,04:07 PM,-0,-2,3,-2,39,57,77,0.0,1026,4,10,264,25,Estonia
2020-01-21,6,1,0.0,2.8,2,18,06:04 AM,12:49 PM,08:56 AM,04:09 PM,2,0,5,0,43,63,81,2.8,1013,6,10,272,27,Estonia
2020-01-22,2,-2,0.0,4.8,1,11,07:20 AM,01:26 PM,08:54 AM,04:12 PM,-4,-4,2,-4,46,51,65,0.5,1007,2,7,320,30,Estonia
2020-01-23,2,-4,0.0,4.8,1,3,08:20 AM,02:18 PM,08:52 AM,04:14 PM,-3,-3,1,-3,28,48,74,0.0,1017,2,10,285,18,Estonia
2020-01-24,4,-2,0.0,4.8,1,0,09:04 AM,03:24 PM,08:50 AM,04:16 PM,1,-2,2,-2,25,56,90,0.0,1003,4,10,256,15,Estonia
2020-01-25,2,0,0.0,7.7,1,0,09:34 AM,04:38 PM,08:48 AM,04:19 PM,-4,-4,1,-4,39,13,69,0.0,1002,2,10,295,24,Estonia
2020-01-26,5,-3,0.0,2.9,1,4,09:54 AM,05:56 PM,08:46 AM,04:21 PM,1,-1,4,-1,35,96,85,0.5,1006,5,9,251,22,Estonia
2020-01-27,4,2,0.0,2.9,1,11,10:08 AM,07:15 PM,08:44 AM,04:24 PM,3,1,4,1,18,99,93,2.4,1008,4,7,231,12,Estonia
2020-01-28,3,-2,0.0,2.9,1,18,10:19 AM,08:31 PM,08:42 AM,04:26 PM,2,-2,2,-2,24,97,91,1.8,1002,3,8,170,16,Estonia
2020-01-29,3,1,1.2,3.0,1,26,10:28 AM,09:47 PM,08:40 AM,04:29 PM,1,-2,2,-2,23,100,93,1.4,997,3,5,138,15,Estonia
2020-01-30,3,-3,1.0,3.0,1,33,10:36 AM,11:02 PM,08:38 AM,04:31 PM,1,-1,2,-1,16,100,94,1.3,998,3,5,143,11,Estonia
2020-01-31,1,-5,0.0,3.0,1,37,10:44 AM,No moonset,08:35 AM,04:34 PM,-1,-3,0,-3,15,96,86,0.1,999,1,10,135,10,Estonia
2020-02-01,4,-2,0.3,3.0,1,49,10:53 AM,12:17 AM,08:33 AM,04:36 PM,1,-2,2,-2,23,100,93,7.4,993,4,7,165,15,Estonia
2020-02-02,5,-0,2.2,3.0,1,57,11:04 AM,01:34 AM,08:31 AM,04:39 PM,2,-0,4,-0,28,93,89,7.2,982,5,6,242,19,Estonia
2020-02-03,1,-1,0.3,4.9,1,64,11:18 AM,02:53 AM,08:29 AM,04:42 PM,-3,-5,0,-5,32,61,78,0.7,988,1,8,315,22,Estonia
2020-02-04,-2,-3,0.0,8.2,2,72,11:37 AM,04:13 AM,08:26 AM,04:44 PM,-10,-8,-2,-8,24,8,54,0.0,1000,-2,10,245,17,Estonia
2020-02-05,1,-7,0.5,3.1,1,79,12:06 PM,05:33 AM,08:24 AM,04:47 PM,-7,-6,-2,-6,24,83,66,0.9,1011,1,8,261,16,Estonia
2020-02-06,0,-10,2.6,6.8,1,87,12:51 PM,06:45 AM,08:21 AM,04:49 PM,-8,-8,-3,-8,30,45,65,3.2,1009,0,8,162,21,Estonia
2020-02-07,-2,-8,0.1,8.3,1,95,01:56 PM,07:43 AM,08:19 AM,04:52 PM,-9,-8,-3,-8,24,39,63,0.8,1023,-2,9,267,16,Estonia
2020-02-08,2,-4,0.0,3.1,1,100,03:20 PM,08:24 AM,08:17 AM,04:55 PM,1,-2,2,-2,23,96,94,1.8,1017,2,8,257,14,Estonia
2020-02-09,4,1,0.0,3.2,1,100,04:55 PM,08:52 AM,08:14 AM,04:57 PM,2,-1,3,-1,37,98,90,0.2,1009,4,9,214,23,Estonia
2020-02-10,5,-1,1.7,3.3,1,83,06:33 PM,09:12 AM,08:12 AM,05:00 PM,3,-1,4,-1,49,100,86,17.6,976,5,8,202,32,Estonia
2020-02-11,3,-1,5.8,3.3,1,75,08:12 PM,09:26 AM,08:09 AM,05:02 PM,-0,-3,2,-3,33,92,85,8.7,973,3,4,222,23,Estonia
2020-02-12,3,-1,0.1,3.4,1,68,09:48 PM,09:38 AM,08:07 AM,05:05 PM,-0,-2,2,-2,26,89,86,0.3,984,3,10,207,17,Estonia
2020-02-13,3,-1,0.2,3.4,1,60,11:23 PM,09:49 AM,08:04 AM,05:08 PM,-0,-3,2,-3,24,82,88,0.5,993,3,9,225,16,Estonia
2020-02-14,2,0,0.0,8.7,2,53,No moonrise,10:00 AM,08:01 AM,05:10 PM,-1,-2,1,-2,16,26,85,0.0,1010,2,10,247,10,Estonia
2020-02-15,2,-5,0.0,3.6,1,45,12:56 AM,10:12 AM,07:59 AM,05:13 PM,-1,-4,0,-4,30,81,89,1.9,1016,2,9,209,19,Estonia
2020-02-16,5,-4,0.0,3.6,1,38,02:26 AM,10:29 AM,07:56 AM,05:15 PM,3,-1,4,-1,48,100,87,7.1,1004,5,7,201,31,Estonia
2020-02-17,7,-0,0.0,3.6,2,30,03:54 AM,10:52 AM,07:54 AM,05:18 PM,2,0,5,0,54,89,74,13.2,991,7,9,231,35,Estonia
2020-02-18,5,2,0.2,3.6,1,22,05:12 AM,11:25 AM,07:51 AM,05:20 PM,1,-0,5,-0,46,91,76,0.2,995,5,10,237,30,Estonia
2020-02-19,4,2,1.4,3.7,1,15,06:16 AM,12:11 PM,07:48 AM,05:23 PM,0,-1,3,-1,34,96,82,1.7,998,4,8,239,22,Estonia
2020-02-20,3,2,0.0,5.4,1,7,07:05 AM,01:12 PM,07:46 AM,05:26 PM,1,0,2,0,11,62,90,0.0,1010,3,10,183,7,Estonia
2020-02-21,2,-4,0.2,3.7,1,0,07:38 AM,02:24 PM,07:43 AM,05:28 PM,0,-4,1,-4,38,72,87,0.8,1005,2,7,192,25,Estonia
2020-02-22,4,-1,0.0,3.7,1,0,08:00 AM,03:41 PM,07:40 AM,05:31 PM,2,-2,4,-2,49,85,88,30.7,995,4,8,211,33,Estonia
2020-02-23,4,-1,0.0,3.7,1,0,08:16 AM,04:59 PM,07:37 AM,05:33 PM,-0,-3,2,-3,42,69,80,4.9,983,4,5,255,28,Estonia
2020-02-24,2,0,0.1,8.7,2,0,08:27 AM,06:16 PM,07:35 AM,05:36 PM,-4,-5,1,-5,40,25,66,0.2,995,2,9,295,27,Estonia
2020-02-25,2,-0,0.3,7.1,1,8,08:37 AM,07:33 PM,07:32 AM,05:38 PM,-3,-3,0,-3,20,62,80,0.7,995,2,9,162,13,Estonia
2020-02-26,-1,-2,2.1,3.8,1,15,08:45 AM,08:47 PM,07:29 AM,05:41 PM,-2,-8,-1,-8,39,100,93,18.9,986,-1,1,66,29,Estonia
2020-02-27,-2,-3,8.2,3.8,1,23,08:53 AM,10:03 PM,07:26 AM,05:43 PM,-3,-8,-2,-8,33,99,94,13.9,992,-2,1,180,24,Estonia
2020-02-28,-1,-4,3.0,3.8,1,30,09:01 AM,11:19 PM,07:23 AM,05:46 PM,-5,-7,-3,-7,20,87,87,3.5,994,-1,4,244,14,Estonia
2020-02-29,0,-6,0.4,5.5,1,38,09:10 AM,No moonset,07:21 AM,05:48 PM,-5,-7,-3,-7,21,43,85,0.6,1003,0,8,228,13,Estonia
2020-03-01,4,-4,0.2,3.9,1,44,09:22 AM,12:36 AM,07:18 AM,05:51 PM,0,-3,2,-3,34,89,90,4.5,993,4,8,194,21,Estonia
2020-03-02,4,-0,0.8,5.5,1,51,09:38 AM,01:55 AM,07:15 AM,05:53 PM,2,-1,2,-1,26,85,92,1.6,996,4,8,197,16,Estonia
2020-03-03,3,-3,0.0,3.9,1,58,10:01 AM,03:13 AM,07:12 AM,05:55 PM,2,-1,2,-1,23,100,96,3.7,1003,3,7,127,14,Estonia
2020-03-04,4,-0,0.0,3.9,1,65,10:37 AM,04:27 AM,07:09 AM,05:58 PM,2,-2,3,-2,35,99,92,13.0,1004,4,9,124,23,Estonia
2020-03-05,4,1,0.4,5.5,1,73,11:31 AM,05:31 AM,07:06 AM,06:00 PM,1,-1,3,-1,25,91,89,0.8,1003,4,9,205,16,Estonia
2020-03-06,4,1,0.4,7.0,1,80,12:44 PM,06:18 AM,07:03 AM,06:03 PM,1,-0,2,-0,16,72,88,0.9,1006,4,9,214,11,Estonia
2020-03-07,4,1,0.0,5.5,1,87,02:14 PM,06:52 AM,07:00 AM,06:05 PM,-0,-1,2,-1,16,77,85,0.0,1010,4,10,110,10,Estonia
2020-03-08,5,1,0.0,8.7,1,95,03:52 PM,07:14 AM,06:57 AM,06:07 PM,0,2,2,2,6,62,86,0.0,1012,5,10,159,4,Estonia
2020-03-09,5,0,0.0,10.1,1,100,05:33 PM,07:31 AM,06:54 AM,06:10 PM,0,1,3,1,12,40,85,0.0,1012,5,10,176,8,Estonia
2020-03-10,6,4,0.0,5.8,1,100,07:13 PM,07:43 AM,06:51 AM,06:12 PM,3,1,4,1,28,97,88,3.8,1005,6,6,200,18,Estonia
2020-03-11,4,-2,2.8,5.8,1,84,08:51 PM,07:54 AM,06:48 AM,06:15 PM,3,-1,3,-1,36,97,91,15.9,988,4,8,202,24,Estonia
2020-03-12,5,-3,6.6,5.9,1,76,10:29 PM,08:05 AM,06:45 AM,06:17 PM,1,-1,3,-1,32,86,86,9.6,984,5,6,246,22,Estonia
2020-03-13,3,-1,1.9,7.3,1,69,No moonrise,08:17 AM,06:42 AM,06:19 PM,-2,-3,2,-3,33,72,79,2.7,987,3,8,281,24,Estonia
2020-03-14,-1,-3,0.0,8.8,1,62,12:06 AM,08:32 AM,06:39 AM,06:22 PM,-13,-9,-2,-9,35,51,44,0.5,1010,-1,9,334,25,Estonia
2020-03-15,3,-3,0.0,11.6,2,55,01:39 AM,08:53 AM,06:36 AM,06:24 PM,-7,-5,0,-5,30,26,58,0.0,1018,3,10,240,20,Estonia
2020-03-16,3,-1,0.1,8.8,1,47,03:03 AM,09:23 AM,06:34 AM,06:27 PM,-1,-3,2,-3,43,85,81,9.4,1008,3,9,236,29,Estonia
2020-03-17,3,-2,0.0,6.0,1,40,04:14 AM,10:05 AM,06:31 AM,06:29 PM,-3,-3,1,-3,23,76,76,0.0,1019,3,10,190,15,Estonia
2020-03-18,6,1,0.0,6.0,2,33,05:07 AM,11:03 AM,06:28 AM,06:31 PM,3,1,5,1,38,98,87,6.5,1010,6,9,242,24,Estonia
2020-03-19,5,2,0.0,11.6,2,25,05:44 AM,12:12 PM,06:25 AM,06:34 PM,-0,-1,3,-1,35,19,77,0.7,1010,5,10,267,23,Estonia
2020-03-20,0,-2,1.2,7.5,1,18,06:08 AM,01:28 PM,06:22 AM,06:36 PM,-3,-5,0,-5,28,61,77,2.1,1020,0,7,313,19,Estonia
2020-03-21,1,-2,0.2,7.5,1,11,06:25 AM,02:46 PM,06:19 AM,06:39 PM,-9,-5,-1,-5,18,42,57,0.5,1030,1,9,143,12,Estonia
2020-03-22,0,-3,0.0,11.6,2,4,06:37 AM,04:03 PM,06:16 AM,06:41 PM,-9,-5,-1,-5,16,4,55,0.0,1039,0,10,55,11,Estonia
2020-03-23,3,-3,0.0,11.6,2,0,06:46 AM,05:20 PM,06:13 AM,06:43 PM,-7,-4,-0,-4,19,6,61,0.0,1040,3,10,210,13,Estonia
2020-03-24,4,-1,0.0,11.6,1,0,06:54 AM,06:35 PM,06:10 AM,06:46 PM,-3,-3,2,-3,34,49,72,0.0,1035,4,10,230,22,Estonia
2020-03-25,6,-2,0.0,11.6,2,3,07:02 AM,07:51 PM,06:07 AM,06:48 PM,-2,-1,4,-1,43,17,64,0.0,1029,6,10,235,27,Estonia
2020-03-26,7,3,0.0,10.3,2,11,07:09 AM,09:07 PM,06:04 AM,06:51 PM,-1,0,4,0,30,36,70,0.0,1031,7,10,242,19,Estonia
2020-03-27,8,1,0.0,8.9,2,18,07:18 AM,10:24 PM,06:01 AM,06:53 PM,-2,1,4,1,18,37,65,0.0,1031,8,10,218,10,Estonia
2020-03-28,7,2,0.1,13.0,1,25,07:28 AM,11:43 PM,05:58 AM,06:55 PM,-1,1,4,1,19,32,74,0.1,1020,7,10,262,12,Estonia
2020-03-29,0,-1,0.1,13.0,2,32,07:42 AM,No moonset,05:55 AM,06:58 PM,-11,-5,-0,-5,26,37,45,0.2,1020,0,9,225,19,Estonia
2020-03-30,1,-2,0.0,9.6,1,40,08:02 AM,01:01 AM,05:52 AM,07:00 PM,-11,-4,-1,-4,15,62,45,0.0,1020,1,10,171,11,Estonia
2020-03-31,1,-2,0.0,12.1,1,44,08:31 AM,02:16 AM,05:49 AM,07:03 PM,-10,-5,-1,-5,23,59,48,0.0,1020,1,10,249,16,Estonia
2020-04-01,4,-3,2.0,13.3,1,56,09:16 AM,03:23 AM,05:46 AM,07:05 PM,-2,-3,2,-3,36,48,75,3.6,1001,4,8,267,25,Estonia
2020-04-02,6,-0,0.6,8.5,1,64,10:19 AM,04:15 AM,05:44 AM,07:07 PM,-0,-1,3,-1,32,85,79,0.9,990,6,10,216,21,Estonia
2020-04-03,3,1,0.4,8.6,1,71,11:41 AM,04:52 AM,05:41 AM,07:10 PM,-2,-4,2,-4,42,88,75,4.9,984,3,3,250,31,Estonia
2020-04-04,3,0,0.9,9.8,1,79,01:13 PM,05:18 AM,05:38 AM,07:12 PM,-6,-4,1,-4,36,69,59,1.8,1010,3,7,291,25,Estonia
2020-04-05,6,0,0.0,9.8,1,87,02:51 PM,05:36 AM,05:35 AM,07:15 PM,-3,-0,3,-0,18,66,66,0.6,1027,6,9,255,12,Estonia
2020-04-06,9,1,0.0,12.2,2,94,04:30 PM,05:49 AM,05:32 AM,07:17 PM,3,4,6,4,19,53,80,1.8,1029,9,6,233,12,Estonia
2020-04-07,12,6,0.0,13.3,2,100,06:10 PM,06:00 AM,05:29 AM,07:19 PM,4,5,8,5,35,29,74,0.2,1024,12,10,229,21,Estonia
2020-04-08,10,3,0.0,14.0,3,100,07:51 PM,06:10 AM,05:26 AM,07:22 PM,1,3,7,3,28,18,69,0.0,1023,10,10,264,18,Estonia
2020-04-09,6,3,0.0,9.9,2,83,09:31 PM,06:21 AM,05:23 AM,07:24 PM,0,1,5,1,33,63,71,1.4,1011,6,10,267,22,Estonia
2020-04-10,4,1,0.2,11.1,1,76,11:09 PM,06:34 AM,05:20 AM,07:27 PM,-3,-2,2,-2,28,43,67,0.4,1018,4,9,305,19,Estonia
2020-04-11,5,0,0.0,14.1,2,68,No moonrise,06:52 AM,05:17 AM,07:29 PM,-4,-2,3,-2,25,20,62,0.0,1023,5,10,290,17,Estonia
2020-04-12,5,0,0.1,8.9,1,61,12:42 AM,07:18 AM,05:14 AM,07:31 PM,2,-1,3,-1,31,98,87,6.7,1010,5,8,198,20,Estonia
2020-04-13,3,-0,0.8,10.0,1,53,02:03 AM,07:56 AM,05:11 AM,07:34 PM,-1,-2,3,-2,34,79,73,3.3,993,3,6,252,25,Estonia
2020-04-14,4,-2,5.6,8.9,1,46,03:06 AM,08:49 AM,05:08 AM,07:36 PM,-1,-3,2,-3,27,90,82,9.4,996,4,6,307,19,Estonia
2020-04-15,6,1,0.3,9.0,1,38,03:49 AM,09:57 AM,05:05 AM,07:39 PM,1,-1,3,-1,27,83,85,6.9,998,6,9,275,18,Estonia
2020-04-16,4,2,5.3,9.0,1,30,04:16 AM,11:14 AM,05:03 AM,07:41 PM,1,-1,3,-1,32,91,86,17.6,995,4,6,239,21,Estonia
2020-04-17,5,1,0.3,12.3,1,23,04:35 AM,12:32 PM,05:00 AM,07:43 PM,-1,-2,3,-2,35,49,74,0.9,1003,5,10,310,23,Estonia
2020-04-18,5,2,0.2,9.3,1,15,04:48 AM,01:50 PM,04:57 AM,07:46 PM,-1,-2,3,-2,30,75,76,0.6,1013,5,10,326,19,Estonia
2020-04-19,5,1,0.0,11.4,1,8,04:57 AM,03:07 PM,04:54 AM,07:48 PM,-1,-0,3,-0,20,52,74,0.0,1019,5,10,145,13,Estonia
2020-04-20,8,1,0.0,12.5,2,0,05:05 AM,04:23 PM,04:51 AM,07:51 PM,1,3,5,3,15,52,76,0.0,1025,8,10,292,9,Estonia
2020-04-21,9,1,0.0,14.5,3,0,05:12 AM,05:39 PM,04:48 AM,07:53 PM,2,5,6,5,13,29,73,0.0,1029,9,10,118,8,Estonia
2020-04-22,9,5,0.0,14.5,3,0,05:20 AM,06:55 PM,04:45 AM,07:55 PM,1,5,7,5,12,24,65,0.0,1027,9,10,185,8,Estonia
2020-04-23,8,4,0.0,14.5,2,0,05:27 AM,08:12 PM,04:43 AM,07:58 PM,1,3,6,3,16,31,74,0.0,1018,8,10,185,10,Estonia
2020-04-24,8,3,0.0,9.8,2,7,05:37 AM,09:32 PM,04:40 AM,08:00 PM,2,3,5,3,19,77,76,0.3,1004,8,10,210,12,Estonia
2020-04-25,5,1,0.0,14.5,2,15,05:49 AM,10:51 PM,04:37 AM,08:02 PM,-3,-1,3,-1,19,8,65,0.0,1004,5,10,206,13,Estonia
2020-04-26,7,1,0.0,14.5,3,22,06:05 AM,No moonset,04:34 AM,08:05 PM,-2,1,4,1,17,29,67,0.0,1004,7,10,302,11,Estonia
2020-04-27,6,2,0.0,14.5,2,30,06:31 AM,12:08 AM,04:31 AM,08:07 PM,-3,2,4,2,13,25,64,0.0,1010,6,10,79,9,Estonia
2020-04-28,4,-3,3.2,9.9,1,37,07:10 AM,01:19 AM,04:29 AM,08:10 PM,0,-1,2,-1,19,88,83,10.6,1004,4,8,104,13,Estonia
2020-04-29,6,-2,4.3,11.7,1,45,08:06 AM,02:15 AM,04:26 AM,08:12 PM,0,0,3,0,19,70,80,5.8,1005,6,6,74,14,Estonia
2020-04-30,8,1,0.0,11.8,2,52,09:20 AM,02:56 AM,04:23 AM,08:14 PM,-1,3,4,3,9,40,71,0.5,1014,8,10,130,6,Estonia
2020-05-01,12,1,0.0,13.6,2,58,10:46 AM,03:24 AM,04:21 AM,08:17 PM,-1,3,7,3,28,35,61,0.0,1013,12,10,138,18,Estonia
2020-05-02,10,7,0.0,10.0,2,65,12:19 PM,03:43 AM,04:18 AM,08:19 PM,5,6,8,6,24,87,83,2.9,1005,10,8,148,15,Estonia
2020-05-03,13,1,0.0,10.0,3,72,01:55 PM,03:57 AM,04:16 AM,08:22 PM,6,8,9,8,9,79,84,1.4,1006,13,8,141,6,Estonia
2020-05-04,13,5,0.0,12.7,3,80,03:32 PM,04:08 AM,04:13 AM,08:24 PM,6,8,9,8,8,58,82,5.4,1011,13,8,170,5,Estonia
2020-05-05,12,6,0.0,12.7,2,87,05:10 PM,04:17 AM,04:10 AM,08:26 PM,4,8,8,8,10,50,77,0.4,1013,12,10,218,7,Estonia
2020-05-06,11,5,0.0,13.6,2,94,06:50 PM,04:27 AM,04:08 AM,08:29 PM,2,5,8,5,20,30,67,0.0,1012,11,10,318,12,Estonia
2020-05-07,8,4,0.0,14.5,3,100,08:30 PM,04:39 AM,04:06 AM,08:31 PM,0,3,6,3,25,11,66,0.0,1011,8,10,309,17,Estonia
2020-05-08,11,3,0.0,12.8,2,100,10:09 PM,04:53 AM,04:03 AM,08:33 PM,1,5,7,5,20,39,66,0.0,1011,11,10,244,13,Estonia
2020-05-09,11,5,0.0,13.6,3,84,11:40 PM,05:14 AM,04:01 AM,08:36 PM,2,5,7,5,20,37,72,0.0,1010,11,9,271,13,Estonia
2020-05-10,14,3,0.0,14.5,4,77,No moonrise,05:46 AM,03:58 AM,08:38 PM,1,7,9,7,18,13,59,0.0,1010,14,10,166,10,Estonia
2020-05-11,10,4,0.2,10.5,2,70,12:54 AM,06:33 AM,03:56 AM,08:41 PM,5,5,8,5,29,85,85,24.4,997,10,8,252,18,Estonia
2020-05-12,7,-3,0.0,14.5,3,62,01:47 AM,07:37 AM,03:54 AM,08:43 PM,-2,1,4,1,23,13,62,0.0,1002,7,10,306,17,Estonia
2020-05-13,7,1,0.0,10.6,2,55,02:21 AM,08:53 AM,03:51 AM,08:45 PM,0,2,4,2,14,81,79,9.1,1005,7,9,135,9,Estonia
2020-05-14,8,2,0.0,13.7,2,48,02:43 AM,10:13 AM,03:49 AM,08:47 PM,-1,2,5,2,22,41,69,0.0,1008,8,9,285,15,Estonia
2020-05-15,8,1,0.0,11.4,2,40,02:58 AM,11:34 AM,03:47 AM,08:50 PM,-1,2,5,2,23,74,68,1.3,1007,8,10,243,15,Estonia
2020-05-16,7,2,0.0,10.7,2,33,03:08 AM,12:52 PM,03:45 AM,08:52 PM,3,2,5,2,21,88,89,12.3,1004,7,9,236,13,Estonia
2020-05-17,11,2,0.0,12.2,2,26,03:16 AM,02:08 PM,03:43 AM,08:54 PM,1,4,7,4,23,57,70,1.3,1010,11,10,236,15,Estonia
2020-05-18,9,4,0.0,13.7,2,19,03:24 AM,03:25 PM,03:40 AM,08:57 PM,2,3,7,3,26,46,72,0.2,1009,9,10,281,19,Estonia
2020-05-19,10,2,0.0,11.5,2,11,03:30 AM,04:40 PM,03:38 AM,08:59 PM,1,4,6,4,18,53,70,1.1,1010,10,9,268,12,Estonia
2020-05-20,10,4,0.0,13.2,2,4,03:37 AM,05:58 PM,03:36 AM,09:01 PM,3,4,7,4,24,61,78,3.2,1015,10,10,324,16,Estonia
2020-05-21,11,6,0.0,15.3,2,0,03:46 AM,07:17 PM,03:34 AM,09:03 PM,2,5,8,5,31,46,66,0.0,1019,11,10,134,21,Estonia
2020-05-22,11,6,0.0,17.4,3,0,03:56 AM,08:37 PM,03:32 AM,09:05 PM,1,6,8,6,19,30,63,0.0,1023,11,10,139,13,Estonia
2020-05-23,15,5,0.0,17.4,4,3,04:11 AM,09:57 PM,03:30 AM,09:07 PM,2,9,10,9,13,8,59,0.0,1023,15,10,161,8,Estonia
2020-05-24,11,7,0.0,13.4,3,10,04:33 AM,11:12 PM,03:28 AM,09:09 PM,6,8,9,8,17,90,78,1.9,1017,11,10,166,10,Estonia
2020-05-25,14,8,0.0,14.1,3,17,05:07 AM,No moonset,03:27 AM,09:11 PM,8,10,11,10,9,83,83,4.3,1022,14,7,80,5,Estonia
2020-05-26,16,8,0.0,17.4,4,25,05:58 AM,12:14 AM,03:25 AM,09:13 PM,5,12,13,12,13,15,61,0.0,1030,16,10,183,8,Estonia
2020-05-27,16,8,0.0,16.7,3,32,07:07 AM,01:00 AM,03:23 AM,09:15 PM,6,12,12,12,12,32,66,0.0,1025,16,10,267,8,Estonia
2020-05-28,14,8,0.0,16.1,3,39,08:30 AM,01:31 AM,03:22 AM,09:17 PM,5,9,11,9,24,59,70,0.2,1022,14,9,300,16,Estonia
2020-05-29,13,7,0.0,17.4,4,47,10:00 AM,01:52 AM,03:20 AM,09:19 PM,4,9,11,9,18,4,67,0.0,1026,13,10,337,11,Estonia
2020-05-30,16,9,0.0,17.4,4,54,11:33 AM,02:06 AM,03:18 AM,09:21 PM,5,11,13,11,26,9,61,0.0,1026,16,10,67,16,Estonia
2020-05-31,14,10,0.0,17.4,4,58,01:07 PM,02:17 AM,03:17 AM,09:22 PM,4,10,12,10,31,6,60,0.0,1027,14,10,55,20,Estonia
2020-06-01,15,9,0.0,16.1,3,71,02:41 PM,02:26 AM,03:15 AM,09:24 PM,7,12,12,12,15,60,70,0.0,1026,15,10,111,10,Estonia
2020-06-02,15,8,0.0,17.4,4,79,04:16 PM,02:36 AM,03:14 AM,09:26 PM,4,11,12,11,17,13,61,0.0,1020,15,10,61,12,Estonia
2020-06-03,16,7,0.0,17.4,4,86,05:54 PM,02:46 AM,03:13 AM,09:27 PM,5,11,12,11,22,15,66,0.0,1014,16,10,77,14,Estonia
2020-06-04,13,10,0.0,13.6,3,94,07:33 PM,02:58 AM,03:12 AM,09:29 PM,10,10,11,10,17,92,94,2.5,1004,13,6,55,11,Estonia
2020-06-05,16,6,0.0,13.7,3,100,09:08 PM,03:15 AM,03:10 AM,09:30 PM,11,12,13,12,15,88,89,6.6,999,16,9,225,10,Estonia
2020-06-06,18,12,0.0,14.3,4,100,10:32 PM,03:40 AM,03:09 AM,09:32 PM,10,13,14,13,30,67,78,8.2,1000,18,9,169,19,Estonia
