date_time,United%20States%2C%20Michigan_maxtempC,United%20States%2C%20Michigan_mintempC,United%20States%2C%20Michigan_totalSnow_cm,United%20States%2C%20Michigan_sunHour,United%20States%2C%20Michigan_uvIndex,United%20States%2C%20Michigan_moon_illumination,United%20States%2C%20Michigan_moonrise,United%20States%2C%20Michigan_moonset,United%20States%2C%20Michigan_sunrise,United%20States%2C%20Michigan_sunset,United%20States%2C%20Michigan_DewPointC,United%20States%2C%20Michigan_FeelsLikeC,United%20States%2C%20Michigan_HeatIndexC,United%20States%2C%20Michigan_WindChillC,United%20States%2C%20Michigan_WindGustKmph,United%20States%2C%20Michigan_cloudcover,United%20States%2C%20Michigan_humidity,United%20States%2C%20Michigan_precipMM,United%20States%2C%20Michigan_pressure,United%20States%2C%20Michigan_tempC,United%20States%2C%20Michigan_visibility,United%20States%2C%20Michigan_winddirDegree,United%20States%2C%20Michigan_windspeedKmph,United%20States%2C%20Michigan_location
2020-01-01,-0,-7,0.0,8.7,2,37,12:08 PM,11:44 PM,08:06 AM,05:16 PM,-6,-8,-2,-8,28,41,73,0.2,1010,-0,10,257,21,United%20States%2C%20Michigan
2020-01-02,4,-3,0.0,6.9,1,44,12:31 PM,No moonset,08:06 AM,05:17 PM,0,-3,2,-3,35,52,85,0.0,1005,4,10,214,22,United%20States%2C%20Michigan
2020-01-03,5,3,0.0,3.4,1,51,12:55 PM,12:43 AM,08:06 AM,05:17 PM,3,2,3,2,12,97,94,4.4,1005,5,6,249,7,United%20States%2C%20Michigan
2020-01-04,-0,-1,0.0,3.4,1,59,01:19 PM,01:43 AM,08:06 AM,05:18 PM,-3,-4,-0,-4,18,89,83,0.0,1012,-0,10,260,14,United%20States%2C%20Michigan
2020-01-05,2,-2,0.0,3.4,1,66,01:45 PM,02:43 AM,08:06 AM,05:19 PM,-4,-6,-0,-6,33,78,76,0.1,1014,2,9,254,24,United%20States%2C%20Michigan
2020-01-06,3,-1,0.0,8.7,2,73,02:14 PM,03:46 AM,08:06 AM,05:20 PM,-6,-5,0,-5,34,26,62,0.0,1017,3,9,273,24,United%20States%2C%20Michigan
2020-01-07,2,-1,0.1,3.4,1,80,02:49 PM,04:50 AM,08:06 AM,05:21 PM,-7,-5,0,-5,28,85,59,0.4,1015,2,9,249,19,United%20States%2C%20Michigan
2020-01-08,-7,-9,0.0,6.9,1,88,03:32 PM,05:56 AM,08:06 AM,05:22 PM,-15,-13,-6,-13,28,54,52,0.1,1025,-7,10,299,23,United%20States%2C%20Michigan
2020-01-09,5,-6,0.0,5.2,1,95,04:22 PM,07:00 AM,08:06 AM,05:23 PM,-8,-7,-1,-7,37,63,60,0.2,1026,5,10,161,24,United%20States%2C%20Michigan
2020-01-10,9,2,0.0,3.5,2,100,05:24 PM,08:01 AM,08:05 AM,05:25 PM,6,4,7,4,33,91,91,26.4,1018,9,7,207,19,United%20States%2C%20Michigan
2020-01-11,8,-3,0.0,3.5,1,100,06:32 PM,08:55 AM,08:05 AM,05:26 PM,3,-3,3,-3,40,100,95,96.0,1011,8,4,95,27,United%20States%2C%20Michigan
2020-01-12,-6,-11,2.1,8.7,1,83,07:45 PM,09:41 AM,08:05 AM,05:27 PM,-9,-12,-7,-12,20,68,91,5.0,1020,-6,7,221,14,United%20States%2C%20Michigan
2020-01-13,2,-6,0.0,7.0,1,76,09:00 PM,10:20 AM,08:04 AM,05:28 PM,-1,-3,-0,-3,16,78,94,0.1,1026,2,5,184,11,United%20States%2C%20Michigan
2020-01-14,5,0,0.0,3.5,1,69,10:14 PM,10:54 AM,08:04 AM,05:29 PM,1,-2,2,-2,29,71,92,0.0,1020,5,10,184,18,United%20States%2C%20Michigan
2020-01-15,3,-1,0.0,7.0,1,61,11:28 PM,11:25 AM,08:04 AM,05:30 PM,-1,-3,1,-3,25,50,86,0.3,1017,3,9,220,17,United%20States%2C%20Michigan
2020-01-16,-3,-7,0.0,5.2,1,54,No moonrise,11:54 AM,08:03 AM,05:31 PM,-8,-11,-4,-11,34,85,74,0.3,1030,-3,8,303,27,United%20States%2C%20Michigan
2020-01-17,-4,-8,0.1,8.7,1,47,12:39 AM,12:22 PM,08:03 AM,05:32 PM,-13,-11,-6,-11,20,46,59,0.1,1040,-4,10,150,15,United%20States%2C%20Michigan
2020-01-18,4,-7,0.0,3.5,1,40,01:50 AM,12:52 PM,08:02 AM,05:34 PM,-2,-7,-1,-7,48,100,93,9.7,1013,4,5,189,32,United%20States%2C%20Michigan
2020-01-19,-10,-12,0.0,3.5,1,32,03:01 AM,01:25 PM,08:02 AM,05:35 PM,-12,-18,-10,-18,38,100,84,0.5,1017,-10,6,279,31,United%20States%2C%20Michigan
2020-01-20,-6,-11,0.0,7.0,1,25,04:10 AM,02:02 PM,08:01 AM,05:36 PM,-10,-14,-9,-14,15,55,90,0.0,1032,-6,10,322,10,United%20States%2C%20Michigan
2020-01-21,-3,-10,0.0,5.2,1,18,05:16 AM,02:45 PM,08:00 AM,05:37 PM,-8,-12,-7,-12,18,54,92,0.0,1034,-3,8,266,11,United%20States%2C%20Michigan
2020-01-22,-2,-7,0.0,3.5,1,11,06:18 AM,03:35 PM,08:00 AM,05:39 PM,-7,-10,-5,-10,29,58,81,0.0,1027,-2,10,208,17,United%20States%2C%20Michigan
2020-01-23,0,-7,0.0,3.7,1,3,07:13 AM,04:30 PM,07:59 AM,05:40 PM,-4,-6,-2,-6,21,90,85,0.2,1023,0,10,180,13,United%20States%2C%20Michigan
2020-01-24,1,-5,1.4,3.7,1,0,08:01 AM,05:29 PM,07:58 AM,05:41 PM,-0,-5,-0,-5,26,95,95,6.9,1016,1,6,109,16,United%20States%2C%20Michigan
2020-01-25,1,-3,0.1,3.7,1,0,08:41 AM,06:30 PM,07:58 AM,05:42 PM,1,-2,1,-2,15,97,99,0.7,1008,1,5,191,9,United%20States%2C%20Michigan
2020-01-26,1,-5,3.1,3.7,1,4,09:15 AM,07:32 PM,07:57 AM,05:44 PM,0,-4,0,-4,24,99,97,3.6,1011,1,4,277,16,United%20States%2C%20Michigan
2020-01-27,1,-2,1.1,3.7,1,11,09:45 AM,08:33 PM,07:56 AM,05:45 PM,-1,-4,-0,-4,18,95,93,1.4,1013,1,6,309,13,United%20States%2C%20Michigan
2020-01-28,0,-1,0.3,3.7,1,18,10:10 AM,09:33 PM,07:55 AM,05:46 PM,-2,-4,-1,-4,14,89,89,0.6,1017,0,7,259,10,United%20States%2C%20Michigan
2020-01-29,-0,-2,0.0,3.7,1,26,10:34 AM,10:31 PM,07:54 AM,05:47 PM,-4,-3,-1,-3,7,75,80,0.1,1022,-0,10,77,6,United%20States%2C%20Michigan
2020-01-30,0,-2,0.0,3.7,1,33,10:57 AM,11:31 PM,07:53 AM,05:49 PM,-4,-2,-1,-2,6,85,79,0.0,1024,0,10,164,5,United%20States%2C%20Michigan
2020-01-31,1,-1,0.3,3.7,1,37,11:21 AM,No moonset,07:52 AM,05:50 PM,-3,-4,-0,-4,12,98,86,0.9,1022,1,9,179,9,United%20States%2C%20Michigan
2020-02-01,1,-0,0.3,3.8,1,49,11:45 AM,12:30 AM,07:51 AM,05:51 PM,-1,-3,0,-3,18,97,91,0.8,1014,1,8,225,13,United%20States%2C%20Michigan
2020-02-02,6,-1,0.1,5.4,1,57,12:12 PM,01:31 AM,07:50 AM,05:53 PM,-1,-4,2,-4,38,59,83,0.2,1003,6,9,262,26,United%20States%2C%20Michigan
2020-02-03,3,-0,0.0,7.1,1,64,12:43 PM,02:32 AM,07:49 AM,05:54 PM,-0,-2,1,-2,19,50,88,0.2,1009,3,9,206,12,United%20States%2C%20Michigan
2020-02-04,1,-2,1.2,3.8,1,72,01:22 PM,03:37 AM,07:48 AM,05:55 PM,-2,-5,-0,-5,21,91,88,3.8,1012,1,6,32,15,United%20States%2C%20Michigan
2020-02-05,-2,-4,1.5,7.1,1,79,02:07 PM,04:40 AM,07:47 AM,05:56 PM,-9,-9,-3,-9,22,62,63,1.8,1018,-2,9,57,18,United%20States%2C%20Michigan
2020-02-06,-3,-5,11.2,3.8,1,87,03:03 PM,05:43 AM,07:46 AM,05:58 PM,-5,-10,-4,-10,27,97,93,13.7,1001,-3,3,48,20,United%20States%2C%20Michigan
2020-02-07,-3,-5,2.8,3.8,1,95,04:08 PM,06:40 AM,07:45 AM,05:59 PM,-6,-10,-4,-10,25,98,90,3.3,1004,-3,4,185,18,United%20States%2C%20Michigan
2020-02-08,-5,-8,0.9,5.3,1,100,05:20 PM,07:31 AM,07:43 AM,06:00 PM,-8,-11,-7,-11,14,98,94,1.0,1020,-5,6,146,10,United%20States%2C%20Michigan
2020-02-09,-1,-6,0.1,6.9,1,100,06:37 PM,08:14 AM,07:42 AM,06:02 PM,-4,-8,-3,-8,23,84,94,0.7,1023,-1,6,183,15,United%20States%2C%20Michigan
2020-02-10,1,-6,0.0,5.3,1,83,07:54 PM,08:51 AM,07:41 AM,06:03 PM,-1,-4,-1,-4,18,100,94,1.6,1018,1,10,253,12,United%20States%2C%20Michigan
2020-02-11,-0,-3,0.1,8.5,1,75,09:11 PM,09:24 AM,07:40 AM,06:04 PM,-4,-6,-1,-6,19,84,85,0.2,1018,-0,10,260,15,United%20States%2C%20Michigan
2020-02-12,-0,-4,0.5,6.9,1,68,10:26 PM,09:54 AM,07:38 AM,06:05 PM,-5,-7,-2,-7,17,71,81,0.6,1018,-0,9,213,12,United%20States%2C%20Michigan
2020-02-13,-2,-11,9.0,5.4,1,60,11:40 PM,10:24 AM,07:37 AM,06:07 PM,-4,-8,-4,-8,15,99,96,11.5,1011,-2,2,194,12,United%20States%2C%20Michigan
2020-02-14,-8,-15,0.0,5.4,1,53,No moonrise,10:54 AM,07:36 AM,06:08 PM,-14,-17,-12,-17,14,61,84,0.2,1032,-8,10,271,10,United%20States%2C%20Michigan
2020-02-15,-2,-11,0.1,8.5,1,45,12:52 AM,11:27 AM,07:34 AM,06:09 PM,-10,-15,-7,-15,34,37,83,0.1,1025,-2,10,206,23,United%20States%2C%20Michigan
2020-02-16,-0,-5,0.1,5.4,1,38,02:02 AM,12:03 PM,07:33 AM,06:10 PM,-3,-6,-1,-6,22,89,92,0.2,1019,-0,10,271,15,United%20States%2C%20Michigan
2020-02-17,1,-7,0.0,8.5,1,30,03:10 AM,12:44 PM,07:32 AM,06:12 PM,-4,-7,-3,-7,24,57,91,0.5,1021,1,7,158,16,United%20States%2C%20Michigan
2020-02-18,2,-4,0.0,5.4,1,22,04:13 AM,01:31 PM,07:30 AM,06:13 PM,-0,-4,1,-4,32,91,92,6.8,1015,2,8,241,21,United%20States%2C%20Michigan
2020-02-19,-4,-7,0.0,10.9,2,15,05:10 AM,02:23 PM,07:29 AM,06:14 PM,-10,-11,-5,-11,24,34,69,0.0,1032,-4,10,308,19,United%20States%2C%20Michigan
2020-02-20,-6,-9,0.0,8.5,1,7,05:59 AM,03:21 PM,07:27 AM,06:15 PM,-13,-13,-7,-13,17,60,62,0.0,1037,-6,10,324,14,United%20States%2C%20Michigan
2020-02-21,-1,-9,0.0,10.9,2,0,06:40 AM,04:21 PM,07:26 AM,06:17 PM,-13,-12,-5,-12,26,4,59,0.0,1034,-1,10,257,18,United%20States%2C%20Michigan
2020-02-22,3,-4,0.0,10.9,2,0,07:16 AM,05:23 PM,07:24 AM,06:18 PM,-8,-6,-1,-6,35,1,59,0.0,1024,3,10,242,22,United%20States%2C%20Michigan
2020-02-23,6,-0,0.0,11.0,1,0,07:47 AM,06:23 PM,07:23 AM,06:19 PM,-2,-2,2,-2,31,33,76,0.0,1018,6,10,223,19,United%20States%2C%20Michigan
2020-02-24,3,-1,0.0,5.5,1,0,08:13 AM,07:24 PM,07:21 AM,06:20 PM,1,-1,1,-1,17,97,92,0.6,1013,3,9,172,11,United%20States%2C%20Michigan
2020-02-25,3,1,0.0,5.5,1,8,08:37 AM,08:23 PM,07:20 AM,06:22 PM,2,-2,2,-2,25,100,96,10.5,1008,3,7,69,16,United%20States%2C%20Michigan
2020-02-26,0,-3,0.0,5.5,1,15,09:00 AM,09:22 PM,07:18 AM,06:23 PM,-4,-6,-0,-6,33,94,77,0.2,1005,0,9,238,25,United%20States%2C%20Michigan
2020-02-27,-5,-7,0.2,5.5,1,23,09:23 AM,10:20 PM,07:17 AM,06:24 PM,-10,-14,-6,-14,40,100,72,1.0,1010,-5,4,282,32,United%20States%2C%20Michigan
2020-02-28,-4,-7,0.8,5.6,1,30,09:47 AM,11:21 PM,07:15 AM,06:25 PM,-10,-14,-6,-14,32,97,73,1.0,1018,-4,8,301,25,United%20States%2C%20Michigan
2020-02-29,-3,-9,0.0,8.6,1,38,10:12 AM,No moonset,07:13 AM,06:27 PM,-8,-13,-6,-13,27,61,87,0.0,1019,-3,10,283,18,United%20States%2C%20Michigan
2020-03-01,3,-6,0.0,7.1,1,44,10:41 AM,12:21 AM,07:12 AM,06:28 PM,-2,-6,-1,-6,31,61,91,0.0,1014,3,10,210,17,United%20States%2C%20Michigan
2020-03-02,6,1,0.0,7.1,1,51,11:16 AM,01:23 AM,07:10 AM,06:29 PM,3,1,4,1,27,76,91,5.7,1008,6,7,258,15,United%20States%2C%20Michigan
2020-03-03,7,-1,0.0,10.1,1,58,11:56 AM,02:25 AM,07:09 AM,06:30 PM,-2,-1,2,-1,20,47,74,0.1,1005,7,10,259,14,United%20States%2C%20Michigan
2020-03-04,4,-1,0.3,7.1,1,65,12:46 PM,03:27 AM,07:07 AM,06:31 PM,-3,-4,1,-4,29,56,74,0.7,1011,4,7,278,21,United%20States%2C%20Michigan
2020-03-05,8,-1,0.0,10.1,1,73,01:45 PM,04:25 AM,07:05 AM,06:33 PM,-3,-1,3,-1,27,31,67,0.5,1015,8,9,237,19,United%20States%2C%20Michigan
2020-03-06,1,-2,0.2,7.1,1,80,02:53 PM,05:18 AM,07:04 AM,06:34 PM,-4,-6,-0,-6,33,74,76,1.2,1019,1,5,316,25,United%20States%2C%20Michigan
2020-03-07,5,-4,0.0,11.3,2,87,04:07 PM,06:04 AM,07:02 AM,06:35 PM,-7,-4,-0,-4,18,16,61,0.0,1031,5,10,185,13,United%20States%2C%20Michigan
2020-03-08,11,-1,0.0,10.1,2,95,05:25 PM,06:43 AM,07:00 AM,06:36 PM,-2,2,6,2,38,28,57,0.0,1024,11,10,221,24,United%20States%2C%20Michigan
2020-03-09,12,7,0.0,5.9,2,100,06:43 PM,07:19 AM,06:58 AM,06:37 PM,5,6,9,6,37,81,76,1.2,1019,12,10,214,24,United%20States%2C%20Michigan
2020-03-10,11,5,0.0,8.8,2,100,08:01 PM,07:51 AM,06:57 AM,06:38 PM,5,6,8,6,30,66,79,6.2,1016,11,8,242,22,United%20States%2C%20Michigan
2020-03-11,8,2,0.0,5.9,1,84,09:19 PM,08:21 AM,06:55 AM,06:40 PM,2,2,5,2,15,71,84,0.3,1018,8,9,180,10,United%20States%2C%20Michigan
2020-03-12,15,4,0.0,10.2,2,76,10:35 PM,08:52 AM,06:53 AM,06:41 PM,5,7,9,7,21,68,81,0.9,1010,15,9,164,14,United%20States%2C%20Michigan
2020-03-13,5,1,0.0,11.6,2,69,11:49 PM,09:24 AM,06:52 AM,06:42 PM,-3,-1,4,-1,37,34,64,0.1,1015,5,9,275,28,United%20States%2C%20Michigan
2020-03-14,4,-1,0.0,11.6,1,62,No moonrise,10:00 AM,06:50 AM,06:43 PM,-7,-2,1,-2,18,48,57,0.0,1032,4,10,234,12,United%20States%2C%20Michigan
2020-03-15,5,-3,0.2,11.6,2,55,01:01 AM,10:40 AM,06:48 AM,06:44 PM,-6,-3,1,-3,15,20,63,0.3,1036,5,9,67,11,United%20States%2C%20Michigan
2020-03-16,7,-2,0.0,8.8,1,47,02:07 AM,11:27 AM,06:46 AM,06:46 PM,-4,-1,2,-1,16,38,63,0.0,1028,7,10,168,11,United%20States%2C%20Michigan
2020-03-17,8,1,0.0,8.8,2,40,03:07 AM,12:18 PM,06:45 AM,06:47 PM,-0,1,5,1,25,57,76,0.1,1022,8,10,266,17,United%20States%2C%20Michigan
2020-03-18,5,0,0.0,6.0,1,33,03:58 AM,01:15 PM,06:43 AM,06:48 PM,-3,-1,2,-1,23,58,67,5.2,1026,5,9,119,16,United%20States%2C%20Michigan
2020-03-19,12,3,0.0,6.0,2,25,04:42 AM,02:14 PM,06:41 AM,06:49 PM,7,4,7,4,22,100,93,4.0,1016,12,7,124,15,United%20States%2C%20Michigan
2020-03-20,15,-2,0.0,8.8,2,18,05:19 AM,03:16 PM,06:39 AM,06:50 PM,5,4,8,4,42,66,77,1.0,1013,15,9,275,29,United%20States%2C%20Michigan
2020-03-21,2,-4,0.0,11.6,2,11,05:50 AM,04:16 PM,06:38 AM,06:51 PM,-12,-6,-2,-6,19,33,48,0.0,1034,2,10,101,14,United%20States%2C%20Michigan
2020-03-22,4,-4,1.3,10.2,1,4,06:17 AM,05:17 PM,06:36 AM,06:52 PM,-9,-5,-0,-5,19,37,53,1.5,1033,4,9,105,15,United%20States%2C%20Michigan
2020-03-23,5,-2,2.6,6.1,1,0,06:42 AM,06:16 PM,06:34 AM,06:54 PM,1,0,2,0,9,97,94,6.0,1022,5,5,235,7,United%20States%2C%20Michigan
2020-03-24,7,-1,0.0,8.9,1,0,07:05 AM,07:15 PM,06:33 AM,06:55 PM,1,1,3,1,15,56,87,0.0,1019,7,9,124,11,United%20States%2C%20Michigan
2020-03-25,13,0,0.0,11.6,2,3,07:28 AM,08:14 PM,06:31 AM,06:56 PM,1,4,6,4,15,19,75,0.0,1013,13,9,133,9,United%20States%2C%20Michigan
2020-03-26,13,9,0.0,6.1,3,11,07:51 AM,09:14 PM,06:29 AM,06:57 PM,6,8,10,8,25,58,78,1.0,1010,13,10,176,16,United%20States%2C%20Michigan
2020-03-27,12,6,0.0,8.9,2,18,08:15 AM,10:14 PM,06:27 AM,06:58 PM,6,8,9,8,15,66,82,21.8,1011,12,8,85,11,United%20States%2C%20Michigan
2020-03-28,12,6,0.0,6.2,2,25,08:43 AM,11:16 PM,06:26 AM,06:59 PM,8,6,9,6,28,100,94,38.4,1008,12,7,101,20,United%20States%2C%20Michigan
2020-03-29,14,9,0.0,6.4,3,32,09:15 AM,No moonset,06:24 AM,07:00 PM,9,8,11,8,45,94,84,6.8,1001,14,9,216,30,United%20States%2C%20Michigan
2020-03-30,6,4,0.0,6.4,2,40,09:52 AM,12:17 AM,06:22 AM,07:02 PM,2,1,5,1,33,97,82,0.3,1014,6,9,287,25,United%20States%2C%20Michigan
2020-03-31,6,0,0.2,6.4,1,44,10:36 AM,01:18 AM,06:20 AM,07:03 PM,1,-0,3,-0,17,98,83,0.3,1018,6,10,129,13,United%20States%2C%20Michigan
2020-04-01,8,4,0.0,6.4,2,56,11:30 AM,02:15 AM,06:19 AM,07:04 PM,2,3,5,3,15,86,82,1.0,1017,8,7,97,11,United%20States%2C%20Michigan
2020-04-02,13,2,0.0,11.6,3,64,12:32 PM,03:09 AM,06:17 AM,07:05 PM,2,6,7,6,8,19,71,0.0,1021,13,10,232,5,United%20States%2C%20Michigan
2020-04-03,14,4,0.0,11.6,3,71,01:42 PM,03:56 AM,06:15 AM,07:06 PM,1,7,8,7,12,21,63,0.0,1021,14,10,133,8,United%20States%2C%20Michigan
2020-04-04,11,5,0.0,9.0,2,79,02:56 PM,04:37 AM,06:14 AM,07:07 PM,4,6,8,6,17,58,79,3.5,1018,11,10,183,10,United%20States%2C%20Michigan
2020-04-05,12,1,0.0,11.6,2,87,04:13 PM,05:13 AM,06:12 AM,07:08 PM,-2,4,6,4,13,30,63,0.0,1022,12,10,61,9,United%20States%2C%20Michigan
2020-04-06,14,3,0.0,7.8,2,94,05:31 PM,05:46 AM,06:10 AM,07:09 PM,0,6,8,6,16,42,63,1.1,1020,14,9,149,10,United%20States%2C%20Michigan
2020-04-07,20,7,0.0,6.5,4,100,06:49 PM,06:16 AM,06:09 AM,07:11 PM,11,13,13,13,19,88,88,16.0,1008,20,8,184,11,United%20States%2C%20Michigan
2020-04-08,17,11,0.0,11.6,3,100,08:07 PM,06:47 AM,06:07 AM,07:12 PM,9,13,14,13,25,43,72,2.8,1003,17,9,285,17,United%20States%2C%20Michigan
2020-04-09,5,3,0.0,9.1,1,83,09:25 PM,07:19 AM,06:05 AM,07:13 PM,-1,0,5,0,41,67,65,7.6,1002,5,9,291,31,United%20States%2C%20Michigan
2020-04-10,6,-1,0.0,11.6,2,76,10:41 PM,07:53 AM,06:04 AM,07:14 PM,-6,-3,2,-3,36,26,57,0.0,1010,6,10,303,27,United%20States%2C%20Michigan
2020-04-11,10,0,0.0,7.8,2,68,11:53 PM,08:33 AM,06:02 AM,07:15 PM,-1,2,5,2,20,62,66,0.1,1013,10,10,237,14,United%20States%2C%20Michigan
2020-04-12,11,7,0.0,6.6,2,61,No moonrise,09:18 AM,06:01 AM,07:16 PM,8,7,9,7,21,100,93,9.1,1007,11,9,179,14,United%20States%2C%20Michigan
2020-04-13,11,1,0.0,8.5,2,53,12:58 AM,10:09 AM,05:59 AM,07:17 PM,4,3,7,3,39,88,84,19.5,997,11,6,218,30,United%20States%2C%20Michigan
2020-04-14,5,-1,0.1,10.9,1,46,01:55 AM,11:06 AM,05:57 AM,07:19 PM,-8,-3,2,-3,30,49,51,0.1,1020,5,10,263,23,United%20States%2C%20Michigan
2020-04-15,5,-2,0.0,10.9,1,38,02:42 AM,12:06 PM,05:56 AM,07:20 PM,-8,-3,1,-3,19,47,57,0.0,1017,5,10,275,14,United%20States%2C%20Michigan
2020-04-16,5,-3,0.0,12.1,1,30,03:21 AM,01:08 PM,05:54 AM,07:21 PM,-9,-3,1,-3,21,53,49,0.1,1022,5,10,276,16,United%20States%2C%20Michigan
2020-04-17,2,-1,8.7,8.6,1,23,03:54 AM,02:09 PM,05:53 AM,07:22 PM,-3,-2,0,-2,13,92,81,10.2,1019,2,5,155,9,United%20States%2C%20Michigan
2020-04-18,8,-2,0.0,13.3,1,15,04:22 AM,03:09 PM,05:51 AM,07:23 PM,0,-1,3,-1,27,33,83,0.0,1014,8,7,259,18,United%20States%2C%20Michigan
2020-04-19,8,5,0.0,8.6,2,8,04:47 AM,04:09 PM,05:50 AM,07:24 PM,3,3,6,3,31,73,83,4.1,1008,8,10,231,19,United%20States%2C%20Michigan
2020-04-20,11,-0,0.0,13.3,2,0,05:11 AM,05:08 PM,05:48 AM,07:25 PM,-1,3,5,3,20,27,68,0.5,1008,11,10,167,14,United%20States%2C%20Michigan
2020-04-21,5,1,1.9,12.1,1,0,05:33 AM,06:07 PM,05:47 AM,07:26 PM,-3,-1,4,-1,39,56,62,4.4,1007,5,7,290,30,United%20States%2C%20Michigan
2020-04-22,8,-2,0.0,11.0,1,0,05:56 AM,07:07 PM,05:45 AM,07:28 PM,-4,1,3,1,14,63,61,0.1,1016,8,10,234,10,United%20States%2C%20Michigan
2020-04-23,9,0,0.0,8.7,2,0,06:19 AM,08:07 PM,05:44 AM,07:29 PM,6,4,6,4,23,100,96,6.0,1006,9,5,102,15,United%20States%2C%20Michigan
2020-04-24,12,4,0.0,8.7,2,7,06:46 AM,09:09 PM,05:42 AM,07:30 PM,5,4,7,4,22,93,86,0.1,1007,12,10,60,16,United%20States%2C%20Michigan
2020-04-25,11,6,0.0,8.7,2,15,07:16 AM,10:11 PM,05:41 AM,07:31 PM,6,5,8,5,27,93,86,4.4,1011,11,8,87,20,United%20States%2C%20Michigan
2020-04-26,12,6,0.0,11.0,2,22,07:51 AM,11:13 PM,05:39 AM,07:32 PM,2,5,8,5,39,70,66,0.6,1013,12,9,21,29,United%20States%2C%20Michigan
2020-04-27,14,2,0.0,13.3,2,30,08:33 AM,No moonset,05:38 AM,07:33 PM,3,6,8,6,16,44,72,0.7,1019,14,10,159,10,United%20States%2C%20Michigan
2020-04-28,16,10,0.0,8.7,3,37,09:24 AM,12:11 AM,05:36 AM,07:34 PM,12,11,13,11,20,97,93,23.5,1011,16,7,206,14,United%20States%2C%20Michigan
2020-04-29,14,10,0.0,8.8,3,45,10:21 AM,01:05 AM,05:35 AM,07:35 PM,12,11,13,11,30,93,94,25.0,1000,14,8,197,20,United%20States%2C%20Michigan
2020-04-30,12,7,0.0,8.8,2,52,11:27 AM,01:53 AM,05:34 AM,07:37 PM,8,8,10,8,21,89,90,2.8,1003,12,8,286,15,United%20States%2C%20Michigan
2020-05-01,13,7,0.0,8.8,3,58,12:37 PM,02:35 AM,05:32 AM,07:38 PM,7,8,10,8,20,85,84,2.9,1011,13,10,294,15,United%20States%2C%20Michigan
2020-05-02,18,11,0.0,9.9,3,65,01:51 PM,03:12 AM,05:31 AM,07:39 PM,10,13,14,13,23,68,78,1.4,1012,18,9,206,15,United%20States%2C%20Michigan
2020-05-03,18,10,0.0,14.1,4,72,03:06 PM,03:44 AM,05:30 AM,07:40 PM,8,13,14,13,27,15,70,0.0,1011,18,10,292,18,United%20States%2C%20Michigan
2020-05-04,12,4,0.0,12.2,2,80,04:21 PM,04:14 AM,05:28 AM,07:41 PM,3,6,8,6,17,44,70,0.0,1018,12,10,251,12,United%20States%2C%20Michigan
2020-05-05,10,4,0.0,12.2,2,87,05:39 PM,04:43 AM,05:27 AM,07:42 PM,-1,4,7,4,19,42,58,0.4,1017,10,9,91,14,United%20States%2C%20Michigan
2020-05-06,12,2,0.0,11.1,2,94,06:56 PM,05:14 AM,05:26 AM,07:43 PM,-2,4,7,4,22,67,55,0.0,1015,12,10,227,16,United%20States%2C%20Michigan
2020-05-07,14,4,0.0,10.0,3,100,08:14 PM,05:46 AM,05:25 AM,07:44 PM,1,5,8,5,28,57,63,1.5,1014,14,9,277,19,United%20States%2C%20Michigan
2020-05-08,5,1,0.1,14.2,1,100,09:30 PM,06:23 AM,05:24 AM,07:45 PM,-7,-1,3,-1,23,42,48,0.3,1014,5,10,191,17,United%20States%2C%20Michigan
2020-05-09,8,-3,0.0,14.2,2,84,10:40 PM,07:06 AM,05:22 AM,07:46 PM,-8,-2,2,-2,30,18,48,0.0,1019,8,10,305,22,United%20States%2C%20Michigan
2020-05-10,9,3,0.0,10.0,2,77,11:44 PM,07:56 AM,05:21 AM,07:47 PM,3,3,6,3,26,78,80,2.5,1014,9,9,242,16,United%20States%2C%20Michigan
2020-05-11,8,-1,3.1,10.0,1,70,No moonrise,08:52 AM,05:20 AM,07:48 PM,-2,-2,3,-2,30,71,73,3.8,1018,8,8,312,23,United%20States%2C%20Michigan
2020-05-12,11,-1,0.0,14.3,3,62,12:36 AM,09:53 AM,05:19 AM,07:49 PM,-2,3,6,3,22,18,64,0.0,1022,11,10,280,15,United%20States%2C%20Michigan
2020-05-13,13,0,0.0,14.3,3,55,01:20 AM,10:55 AM,05:18 AM,07:50 PM,-2,5,7,5,15,23,55,0.0,1027,13,10,170,10,United%20States%2C%20Michigan
2020-05-14,17,6,0.0,9.0,3,48,01:56 AM,11:58 AM,05:17 AM,07:51 PM,9,9,11,9,29,81,86,13.2,1016,17,9,180,17,United%20States%2C%20Michigan
2020-05-15,22,16,0.0,11.2,4,40,02:26 AM,01:00 PM,05:16 AM,07:52 PM,16,18,18,18,38,60,88,27.0,1008,22,8,258,24,United%20States%2C%20Michigan
2020-05-16,18,9,0.0,14.4,4,33,02:52 AM,02:00 PM,05:15 AM,07:53 PM,11,13,14,13,19,34,84,0.0,1018,18,8,88,13,United%20States%2C%20Michigan
2020-05-17,15,11,0.0,9.0,3,26,03:16 AM,03:00 PM,05:14 AM,07:54 PM,12,11,13,11,23,83,94,2.2,1013,15,6,104,14,United%20States%2C%20Michigan
2020-05-18,18,13,0.0,9.0,4,19,03:38 AM,03:59 PM,05:13 AM,07:55 PM,15,15,16,15,36,100,98,82.3,1008,18,7,111,22,United%20States%2C%20Michigan
