date_time,Kosovo_maxtempC,Kosovo_mintempC,Kosovo_totalSnow_cm,Kosovo_sunHour,Kosovo_uvIndex,Kosovo_moon_illumination,Kosovo_moonrise,Kosovo_moonset,Kosovo_sunrise,Kosovo_sunset,Kosovo_DewPointC,Kosovo_FeelsLikeC,Kosovo_HeatIndexC,Kosovo_WindChillC,Kosovo_WindGustKmph,Kosovo_cloudcover,Kosovo_humidity,Kosovo_precipMM,Kosovo_pressure,Kosovo_tempC,Kosovo_visibility,Kosovo_winddirDegree,Kosovo_windspeedKmph,Kosovo_location
2020-01-01,2,-5,0.0,8.7,2,37,11:00 AM,10:24 PM,07:06 AM,04:12 PM,-4,-3,-1,-3,9,15,79,0.0,1031,2,10,73,6,Kosovo
2020-01-02,2,-4,0.0,8.7,2,44,11:24 AM,11:24 PM,07:06 AM,04:13 PM,-5,-3,-2,-3,5,15,81,0.0,1035,2,10,249,3,Kosovo
2020-01-03,4,-4,0.0,8.7,2,51,11:46 AM,No moonset,07:06 AM,04:14 PM,-6,-0,-0,-0,5,9,63,0.0,1028,4,10,313,3,Kosovo
2020-01-04,5,0,0.0,6.9,1,59,12:09 PM,12:23 AM,07:06 AM,04:15 PM,-7,1,2,1,6,41,55,0.0,1023,5,10,230,3,Kosovo
2020-01-05,1,-5,0.4,5.2,1,66,12:34 PM,01:24 AM,07:06 AM,04:16 PM,-5,-5,-1,-5,17,60,79,1.1,1025,1,8,271,12,Kosovo
2020-01-06,-2,-5,0.0,8.7,1,73,01:03 PM,02:26 AM,07:06 AM,04:17 PM,-8,-9,-4,-9,17,27,76,0.0,1029,-2,10,156,13,Kosovo
2020-01-07,1,-5,0.0,8.7,2,80,01:36 PM,03:31 AM,07:06 AM,04:18 PM,-7,-4,-2,-4,7,6,73,0.0,1029,1,10,14,6,Kosovo
2020-01-08,2,-3,0.0,8.7,2,88,02:15 PM,04:36 AM,07:06 AM,04:19 PM,-10,-2,-1,-2,6,4,50,0.0,1031,2,10,20,5,Kosovo
2020-01-09,3,-2,0.0,8.7,1,95,03:04 PM,05:42 AM,07:05 AM,04:20 PM,-6,-0,-0,-0,3,23,64,0.0,1029,3,10,280,2,Kosovo
2020-01-10,6,-1,0.0,8.7,2,100,04:01 PM,06:43 AM,07:05 AM,04:21 PM,-7,1,2,1,5,18,53,0.0,1024,6,10,220,3,Kosovo
2020-01-11,6,1,0.0,6.9,1,100,05:08 PM,07:40 AM,07:05 AM,04:22 PM,-3,2,2,2,8,51,71,0.0,1026,6,10,99,5,Kosovo
2020-01-12,3,-2,0.3,3.4,1,83,06:20 PM,08:28 AM,07:05 AM,04:23 PM,-2,-1,0,-1,8,63,85,0.3,1030,3,9,45,5,Kosovo
2020-01-13,5,-1,0.0,8.7,1,76,07:36 PM,09:09 AM,07:04 AM,04:24 PM,-0,2,2,2,5,32,87,0.0,1028,5,7,164,3,Kosovo
2020-01-14,7,-0,0.0,8.7,2,69,08:50 PM,09:44 AM,07:04 AM,04:25 PM,0,3,3,3,4,10,85,0.0,1025,7,10,149,2,Kosovo
2020-01-15,10,2,0.0,8.7,3,61,10:04 PM,10:15 AM,07:03 AM,04:26 PM,2,5,5,5,3,0,78,0.0,1026,10,10,78,2,Kosovo
2020-01-16,8,1,0.0,8.7,3,54,11:17 PM,10:43 AM,07:03 AM,04:28 PM,1,4,5,4,6,1,76,0.0,1028,8,10,34,5,Kosovo
2020-01-17,7,0,0.0,8.7,2,47,No moonrise,11:12 AM,07:03 AM,04:29 PM,-0,3,3,3,6,2,79,0.0,1027,7,10,55,4,Kosovo
2020-01-18,5,-3,0.0,8.7,2,40,12:28 AM,11:41 AM,07:02 AM,04:30 PM,-2,-0,1,-0,7,27,77,0.0,1024,5,10,124,4,Kosovo
2020-01-19,3,-3,0.0,5.2,1,32,01:39 AM,12:12 PM,07:01 AM,04:31 PM,-2,-2,0,-2,9,57,84,0.0,1025,3,10,49,6,Kosovo
2020-01-20,1,-4,0.0,8.7,1,25,02:49 AM,12:48 PM,07:01 AM,04:32 PM,-5,-4,-2,-4,10,29,79,0.0,1040,1,10,37,7,Kosovo
2020-01-21,4,-4,0.0,8.7,2,18,03:57 AM,01:29 PM,07:00 AM,04:34 PM,-5,-1,-0,-1,5,8,74,0.0,1042,4,10,136,4,Kosovo
2020-01-22,8,-5,0.0,8.7,2,11,05:00 AM,02:16 PM,06:59 AM,04:35 PM,-5,2,2,2,4,4,56,0.0,1032,8,10,290,3,Kosovo
2020-01-23,5,-1,0.0,8.7,2,3,05:58 AM,03:10 PM,06:59 AM,04:36 PM,-5,1,2,1,7,2,62,0.0,1032,5,10,46,5,Kosovo
2020-01-24,6,-2,0.0,8.7,2,0,06:47 AM,04:08 PM,06:58 AM,04:37 PM,-4,1,2,1,7,0,63,0.0,1031,6,10,151,5,Kosovo
2020-01-25,7,-1,0.0,8.7,2,0,07:30 AM,05:10 PM,06:57 AM,04:39 PM,-1,2,3,2,6,18,79,0.0,1027,7,10,211,4,Kosovo
2020-01-26,8,1,0.0,8.7,3,4,08:05 AM,06:11 PM,06:56 AM,04:40 PM,1,4,4,4,6,32,81,0.0,1024,8,10,159,3,Kosovo
2020-01-27,7,2,0.0,3.7,2,11,08:35 AM,07:13 PM,06:55 AM,04:41 PM,3,4,4,4,4,92,89,2.8,1019,7,8,152,2,Kosovo
2020-01-28,9,2,0.0,7.0,2,18,09:02 AM,08:13 PM,06:54 AM,04:43 PM,3,3,5,3,16,64,83,0.1,1015,9,9,231,11,Kosovo
2020-01-29,5,2,1.4,3.7,1,26,09:26 AM,09:13 PM,06:54 AM,04:44 PM,2,2,4,2,14,78,88,7.0,1012,5,9,148,8,Kosovo
2020-01-30,7,2,0.0,8.7,1,33,09:49 AM,10:11 PM,06:53 AM,04:45 PM,-1,2,4,2,9,31,73,3.3,1020,7,10,225,6,Kosovo
2020-01-31,8,0,0.0,8.7,2,37,10:11 AM,11:11 PM,06:52 AM,04:47 PM,-2,2,3,2,13,15,71,0.0,1021,8,10,221,7,Kosovo
2020-02-01,10,2,0.0,8.7,3,49,10:35 AM,No moonset,06:51 AM,04:48 PM,3,5,6,5,6,8,82,0.0,1020,10,10,261,4,Kosovo
2020-02-02,10,4,0.0,5.4,2,57,11:01 AM,12:11 AM,06:49 AM,04:49 PM,4,6,6,6,6,37,85,0.0,1020,10,9,225,3,Kosovo
2020-02-03,11,5,0.0,8.7,3,64,11:31 AM,01:14 AM,06:48 AM,04:51 PM,4,6,7,6,15,31,84,0.0,1017,11,10,249,9,Kosovo
2020-02-04,11,2,3.9,5.4,2,72,12:06 PM,02:17 AM,06:47 AM,04:52 PM,4,6,8,6,18,71,85,7.7,1008,11,7,229,12,Kosovo
2020-02-05,1,-4,7.0,3.8,1,79,12:50 PM,03:22 AM,06:46 AM,04:53 PM,-3,-5,0,-5,29,86,79,8.7,1000,1,4,310,21,Kosovo
2020-02-06,-3,-6,1.3,8.7,1,87,01:42 PM,04:24 AM,06:45 AM,04:55 PM,-8,-10,-5,-10,21,40,76,1.5,1018,-3,8,319,15,Kosovo
2020-02-07,2,-5,0.0,8.7,1,95,02:44 PM,05:24 AM,06:44 AM,04:56 PM,-5,-4,-2,-4,9,46,78,0.0,1025,2,10,281,6,Kosovo
2020-02-08,4,-4,0.0,8.7,1,100,03:56 PM,06:16 AM,06:43 AM,04:57 PM,-3,-1,-0,-1,5,29,83,0.0,1030,4,10,191,3,Kosovo
2020-02-09,7,-0,0.0,8.7,2,100,05:12 PM,07:01 AM,06:41 AM,04:59 PM,-2,3,3,3,6,5,74,0.0,1032,7,10,185,4,Kosovo
2020-02-10,6,-2,0.0,8.7,2,83,06:29 PM,07:40 AM,06:40 AM,05:00 PM,-0,0,3,0,14,28,79,0.0,1025,6,10,191,9,Kosovo
2020-02-11,10,1,0.0,7.1,2,75,07:47 PM,08:13 AM,06:39 AM,05:01 PM,3,3,5,3,17,54,86,0.6,1015,10,10,176,11,Kosovo
2020-02-12,5,-2,0.0,7.1,1,68,09:02 PM,08:44 AM,06:37 AM,05:03 PM,-0,1,3,1,9,63,78,0.0,1019,5,9,55,7,Kosovo
2020-02-13,7,1,0.0,8.7,2,60,10:17 PM,09:13 AM,06:36 AM,05:04 PM,-1,2,3,2,9,17,72,0.0,1023,7,10,106,5,Kosovo
2020-02-14,7,1,0.0,4.0,1,53,11:30 PM,09:43 AM,06:35 AM,05:05 PM,1,1,3,1,14,83,85,2.7,1019,7,9,141,9,Kosovo
2020-02-15,6,1,0.1,5.6,1,45,No moonrise,10:14 AM,06:33 AM,05:07 PM,0,1,3,1,12,66,82,0.7,1026,6,9,243,8,Kosovo
2020-02-16,10,0,0.0,8.7,3,38,12:41 AM,10:49 AM,06:32 AM,05:08 PM,1,5,5,5,5,8,76,0.0,1031,10,10,103,4,Kosovo
2020-02-17,12,4,0.0,8.7,3,30,01:50 AM,11:28 AM,06:31 AM,05:09 PM,1,7,8,7,6,4,68,0.0,1027,12,10,155,4,Kosovo
2020-02-18,12,4,0.0,8.7,3,22,02:55 AM,12:13 PM,06:29 AM,05:11 PM,2,6,7,6,12,17,72,0.0,1023,12,10,116,8,Kosovo
2020-02-19,9,3,0.0,8.7,3,15,03:54 AM,01:04 PM,06:28 AM,05:12 PM,-0,5,5,5,5,30,71,0.0,1020,9,10,181,3,Kosovo
2020-02-20,5,0,6.5,5.6,1,7,04:45 AM,02:01 PM,06:26 AM,05:13 PM,-1,-1,2,-1,19,67,79,12.1,1019,5,7,36,14,Kosovo
2020-02-21,7,-1,0.0,8.7,2,0,05:29 AM,03:00 PM,06:25 AM,05:14 PM,-4,1,3,1,9,15,64,0.0,1025,7,10,273,6,Kosovo
2020-02-22,5,-1,0.0,8.7,2,0,06:06 AM,04:02 PM,06:23 AM,05:16 PM,-4,-1,2,-1,13,26,68,0.0,1030,5,10,202,9,Kosovo
2020-02-23,10,0,0.0,8.7,3,0,06:37 AM,05:03 PM,06:22 AM,05:17 PM,-2,5,5,5,5,15,62,0.0,1027,10,10,223,3,Kosovo
2020-02-24,9,3,0.0,8.7,3,0,07:05 AM,06:04 PM,06:20 AM,05:18 PM,0,5,6,5,7,27,68,0.0,1022,9,10,176,5,Kosovo
2020-02-25,11,3,0.0,8.7,3,8,07:29 AM,07:04 PM,06:19 AM,05:20 PM,2,5,7,5,15,11,69,0.0,1016,11,10,161,9,Kosovo
2020-02-26,11,4,0.0,7.2,2,15,07:52 AM,08:03 PM,06:17 AM,05:21 PM,2,4,7,4,26,36,75,0.2,1004,11,10,191,16,Kosovo
2020-02-27,4,-1,0.1,4.2,1,23,08:15 AM,09:02 PM,06:15 AM,05:22 PM,-2,-2,3,-2,30,62,72,2.8,1005,4,8,265,20,Kosovo
2020-02-28,8,-2,0.0,8.7,2,30,08:38 AM,10:02 PM,06:14 AM,05:23 PM,-4,-0,3,-0,19,13,65,0.0,1016,8,10,252,13,Kosovo
2020-02-29,6,-2,0.0,8.7,2,38,09:02 AM,11:02 PM,06:12 AM,05:25 PM,-3,-1,2,-1,12,31,72,0.1,1021,6,10,235,8,Kosovo
2020-03-01,7,-0,0.0,8.7,2,44,09:30 AM,No moonset,06:11 AM,05:26 PM,-1,1,3,1,14,27,71,0.0,1017,7,10,160,9,Kosovo
2020-03-02,12,3,0.0,4.2,2,51,10:02 AM,12:04 AM,06:09 AM,05:27 PM,3,5,7,5,20,68,77,1.7,1010,12,9,171,13,Kosovo
2020-03-03,14,6,0.0,8.7,4,58,10:40 AM,01:07 AM,06:07 AM,05:28 PM,5,8,9,8,18,41,78,0.1,1006,14,10,148,12,Kosovo
2020-03-04,7,3,0.0,4.2,2,65,11:27 AM,02:09 AM,06:06 AM,05:30 PM,5,5,6,5,10,98,93,39.7,1005,7,7,288,7,Kosovo
2020-03-05,8,2,0.1,8.7,2,73,12:23 PM,03:08 AM,06:04 AM,05:31 PM,-1,3,5,3,9,44,69,0.6,1011,8,10,282,7,Kosovo
2020-03-06,10,2,0.0,7.2,2,80,01:29 PM,04:02 AM,06:03 AM,05:32 PM,1,4,6,4,12,52,74,2.9,1007,10,9,161,9,Kosovo
2020-03-07,10,4,0.0,4.2,2,87,02:42 PM,04:50 AM,06:01 AM,05:33 PM,5,5,7,5,13,80,89,35.2,1008,10,8,102,9,Kosovo
2020-03-08,6,2,3.1,5.9,1,95,03:59 PM,05:32 AM,05:59 AM,05:34 PM,2,1,4,1,14,88,88,18.4,1015,6,7,108,11,Kosovo
2020-03-09,8,1,0.0,11.6,2,100,05:18 PM,06:08 AM,05:58 AM,05:36 PM,1,3,4,3,8,49,81,0.0,1015,8,10,28,6,Kosovo
2020-03-10,6,3,0.0,5.9,1,100,06:36 PM,06:40 AM,05:56 AM,05:37 PM,2,2,4,2,11,97,89,3.8,1015,6,7,262,9,Kosovo
2020-03-11,11,1,0.0,11.6,3,84,07:55 PM,07:11 AM,05:54 AM,05:38 PM,2,6,6,6,3,25,75,0.0,1022,11,10,293,3,Kosovo
2020-03-12,19,6,0.0,11.6,4,76,09:12 PM,07:41 AM,05:53 AM,05:39 PM,5,13,13,13,4,11,67,0.0,1022,19,10,262,3,Kosovo
2020-03-13,19,9,0.0,11.6,5,69,10:27 PM,08:12 AM,05:51 AM,05:40 PM,7,13,14,13,10,14,69,0.0,1014,19,10,172,7,Kosovo
2020-03-14,10,3,0.0,8.8,2,62,11:40 PM,08:46 AM,05:49 AM,05:41 PM,1,4,7,4,17,65,71,1.3,1017,10,9,33,13,Kosovo
2020-03-15,4,-0,9.7,6.0,1,55,No moonrise,09:25 AM,05:47 AM,05:43 PM,1,-2,2,-2,19,95,91,15.6,1020,4,3,102,14,Kosovo
2020-03-16,8,-1,0.0,11.6,3,47,12:48 AM,10:09 AM,05:46 AM,05:44 PM,-0,2,4,2,13,33,77,0.1,1029,8,10,94,9,Kosovo
2020-03-17,14,3,0.0,11.6,3,40,01:50 AM,11:00 AM,05:44 AM,05:45 PM,1,7,8,7,6,6,66,0.0,1029,14,10,171,4,Kosovo
2020-03-18,11,4,0.0,11.6,3,33,02:44 AM,11:55 AM,05:42 AM,05:46 PM,1,6,7,6,14,5,64,0.0,1027,11,10,27,10,Kosovo
2020-03-19,14,5,0.0,11.6,4,25,03:30 AM,12:54 PM,05:40 AM,05:47 PM,-0,9,10,9,5,10,56,0.0,1027,14,10,112,3,Kosovo
2020-03-20,18,6,0.0,11.6,4,18,04:08 AM,01:55 PM,05:39 AM,05:48 PM,1,12,12,12,4,5,51,0.0,1022,18,10,219,3,Kosovo
2020-03-21,16,9,0.0,11.6,4,11,04:40 AM,02:56 PM,05:37 AM,05:50 PM,2,12,12,12,11,8,54,0.0,1015,16,10,216,7,Kosovo
2020-03-22,8,-0,0.7,6.1,2,4,05:09 AM,03:57 PM,05:35 AM,05:51 PM,1,3,6,3,20,73,75,1.0,1016,8,9,83,14,Kosovo
2020-03-23,2,-4,4.6,10.2,1,0,05:34 AM,04:56 PM,05:33 AM,05:52 PM,-6,-6,-1,-6,18,59,69,5.4,1021,2,7,28,14,Kosovo
2020-03-24,2,-4,8.2,6.1,1,0,05:57 AM,05:56 PM,05:32 AM,05:53 PM,-3,-3,-1,-3,9,83,87,9.7,1017,2,4,167,7,Kosovo
2020-03-25,1,-4,9.3,6.1,1,3,06:19 AM,06:55 PM,05:30 AM,05:54 PM,-2,-5,-2,-5,15,95,97,10.9,1021,1,3,50,10,Kosovo
2020-03-26,3,-2,0.0,6.1,1,11,06:42 AM,07:55 PM,05:28 AM,05:55 PM,-0,-3,1,-3,18,79,95,0.1,1018,3,6,65,12,Kosovo
2020-03-27,7,0,0.0,6.2,1,18,07:06 AM,08:55 PM,05:26 AM,05:56 PM,2,1,3,1,12,82,92,0.2,1016,7,7,52,8,Kosovo
2020-03-28,10,4,0.0,6.2,2,25,07:32 AM,09:57 PM,05:25 AM,05:58 PM,3,5,7,5,10,86,81,2.1,1014,10,8,53,7,Kosovo
2020-03-29,13,3,0.0,11.6,4,32,08:02 AM,10:59 PM,05:23 AM,05:59 PM,1,8,9,8,7,31,67,0.0,1013,13,10,309,5,Kosovo
2020-03-30,13,5,0.0,10.6,2,40,08:37 AM,12:00 AM,05:21 AM,06:00 PM,3,8,9,8,14,53,72,0.6,1012,13,10,38,9,Kosovo
2020-03-31,6,-2,0.3,8.0,1,44,09:20 AM,No moonset,05:19 AM,06:01 PM,-1,-1,3,-1,18,85,79,0.4,1017,6,9,35,13,Kosovo
2020-04-01,0,-3,16.7,8.0,1,56,10:10 AM,12:59 AM,05:18 AM,06:02 PM,-3,-6,-2,-6,18,96,92,19.7,1017,0,2,131,13,Kosovo
2020-04-02,4,-3,0.9,11.9,1,64,11:10 AM,01:54 AM,05:16 AM,06:03 PM,-1,-1,0,-1,7,61,91,1.1,1017,4,8,199,5,Kosovo
2020-04-03,5,-2,0.0,10.6,1,71,12:18 PM,02:42 AM,05:14 AM,06:04 PM,0,-0,1,-0,8,69,93,0.0,1015,5,4,135,6,Kosovo
2020-04-04,11,3,0.0,10.6,2,79,01:31 PM,03:25 AM,05:12 AM,06:05 PM,2,5,7,5,19,61,73,0.3,1018,11,10,37,13,Kosovo
2020-04-05,9,3,0.0,8.1,2,87,02:48 PM,04:02 AM,05:11 AM,06:07 PM,3,3,7,3,31,84,77,2.7,1022,9,6,44,22,Kosovo
2020-04-06,10,2,0.0,13.0,2,94,04:06 PM,04:35 AM,05:09 AM,06:08 PM,-2,2,6,2,27,33,57,0.7,1029,10,10,52,18,Kosovo
2020-04-07,12,2,0.0,13.0,3,100,05:25 PM,05:06 AM,05:07 AM,06:09 PM,-2,5,8,5,19,2,57,0.0,1030,12,10,37,14,Kosovo
2020-04-08,13,3,0.0,13.0,3,100,06:43 PM,05:36 AM,05:06 AM,06:10 PM,-0,6,8,6,15,1,57,0.0,1028,13,10,32,11,Kosovo
2020-04-09,16,5,0.0,13.1,4,83,08:02 PM,06:07 AM,05:04 AM,06:11 PM,2,11,11,11,9,1,57,0.0,1023,16,10,34,6,Kosovo
2020-04-10,17,8,0.0,13.1,4,76,09:19 PM,06:40 AM,05:02 AM,06:12 PM,3,12,13,12,13,8,58,0.0,1021,17,10,242,9,Kosovo
2020-04-11,15,7,0.0,12.0,3,68,10:32 PM,07:18 AM,05:00 AM,06:13 PM,4,11,12,11,9,41,66,0.4,1022,15,10,161,6,Kosovo
2020-04-12,17,7,0.0,13.6,4,61,11:40 PM,08:01 AM,04:59 AM,06:14 PM,5,12,13,12,10,30,66,0.1,1022,17,10,99,6,Kosovo
2020-04-13,17,7,0.0,13.6,4,53,No moonrise,08:51 AM,04:57 AM,06:16 PM,5,11,12,11,21,11,68,0.0,1019,17,10,202,14,Kosovo
2020-04-14,12,3,0.0,9.7,2,46,12:39 AM,09:46 AM,04:55 AM,06:17 PM,2,6,8,6,17,63,68,7.5,1017,12,8,207,12,Kosovo
2020-04-15,9,1,2.2,13.3,2,38,01:29 AM,10:45 AM,04:54 AM,06:18 PM,-1,2,5,2,17,42,66,2.8,1023,9,8,98,13,Kosovo
2020-04-16,18,3,0.0,13.7,4,30,02:10 AM,11:47 AM,04:52 AM,06:19 PM,2,11,11,11,4,1,58,0.0,1023,18,10,233,3,Kosovo
2020-04-17,20,6,0.0,13.7,4,23,02:44 AM,12:48 PM,04:51 AM,06:20 PM,5,14,14,14,7,19,60,0.0,1018,20,10,240,5,Kosovo
2020-04-18,22,10,0.0,13.7,5,15,03:14 AM,01:49 PM,04:49 AM,06:21 PM,8,17,18,17,4,6,60,0.0,1017,22,10,251,2,Kosovo
2020-04-19,20,11,0.0,13.8,5,8,03:39 AM,02:49 PM,04:47 AM,06:22 PM,8,16,16,16,11,21,64,0.1,1013,20,10,233,8,Kosovo
2020-04-20,15,9,0.0,9.8,3,0,04:02 AM,03:49 PM,04:46 AM,06:24 PM,8,11,12,11,15,71,78,2.7,1014,15,8,28,11,Kosovo
2020-04-21,8,5,0.0,8.6,2,0,04:24 AM,04:48 PM,04:44 AM,06:25 PM,6,5,7,5,14,100,94,23.3,1014,8,8,50,12,Kosovo
2020-04-22,7,5,0.0,8.6,2,0,04:47 AM,05:48 PM,04:43 AM,06:26 PM,5,4,6,4,11,100,92,10.5,1018,7,8,68,9,Kosovo
2020-04-23,13,3,0.0,13.3,4,0,05:10 AM,06:49 PM,04:41 AM,06:27 PM,3,7,8,7,13,41,73,0.1,1019,13,10,75,9,Kosovo
2020-04-24,17,4,0.0,13.9,4,7,05:36 AM,07:50 PM,04:40 AM,06:28 PM,4,11,11,11,5,18,66,0.0,1015,17,10,123,3,Kosovo
2020-04-25,17,7,0.0,13.9,4,15,06:04 AM,08:53 PM,04:38 AM,06:29 PM,6,12,13,12,14,14,68,0.0,1010,17,10,252,10,Kosovo
2020-04-26,18,7,0.0,11.0,4,22,06:37 AM,09:55 PM,04:37 AM,06:30 PM,7,13,13,13,9,57,70,2.8,1010,18,9,243,6,Kosovo
2020-04-27,19,8,0.0,11.0,4,30,07:17 AM,10:54 PM,04:35 AM,06:31 PM,8,14,14,14,5,66,75,3.4,1013,19,10,90,4,Kosovo
2020-04-28,20,9,0.0,13.3,4,37,08:05 AM,11:50 PM,04:34 AM,06:33 PM,7,15,15,15,12,28,65,0.2,1013,20,10,206,8,Kosovo
2020-04-29,17,10,0.0,8.8,3,45,09:01 AM,No moonset,04:32 AM,06:34 PM,8,13,13,13,18,56,73,3.3,1011,17,9,218,12,Kosovo
2020-04-30,19,8,0.0,9.9,4,52,10:04 AM,12:40 AM,04:31 AM,06:35 PM,8,13,14,13,18,51,72,1.8,1011,19,10,267,11,Kosovo
2020-05-01,18,9,0.0,11.1,3,58,11:13 AM,01:23 AM,04:30 AM,06:36 PM,9,13,13,13,17,49,77,3.1,1011,18,10,256,12,Kosovo
2020-05-02,13,8,0.0,9.9,3,65,12:26 PM,02:01 AM,04:28 AM,06:37 PM,9,11,11,11,10,63,85,7.0,1008,13,8,240,8,Kosovo
2020-05-03,12,7,0.0,8.8,3,72,01:41 PM,02:33 AM,04:27 AM,06:38 PM,7,9,10,9,13,78,84,9.2,1011,12,7,327,10,Kosovo
2020-05-04,15,5,0.0,12.2,3,80,02:57 PM,03:04 AM,04:26 AM,06:39 PM,4,9,10,9,15,47,69,0.2,1016,15,10,261,11,Kosovo
2020-05-05,18,6,0.0,13.4,4,87,04:14 PM,03:33 AM,04:24 AM,06:41 PM,6,13,14,13,8,21,69,0.1,1016,18,10,223,6,Kosovo
2020-05-06,12,7,0.0,8.9,2,94,05:33 PM,04:02 AM,04:23 AM,06:42 PM,5,8,9,8,12,74,78,10.8,1016,12,9,207,8,Kosovo
2020-05-07,13,3,0.0,11.1,2,100,06:50 PM,04:34 AM,04:22 AM,06:43 PM,3,7,8,7,11,48,73,0.2,1018,13,10,265,8,Kosovo
2020-05-08,19,4,0.0,14.2,4,100,08:07 PM,05:09 AM,04:21 AM,06:44 PM,6,12,12,12,7,16,70,0.0,1021,19,10,264,5,Kosovo
2020-05-09,21,9,0.0,14.3,5,84,09:21 PM,05:50 AM,04:19 AM,06:45 PM,9,16,16,16,6,13,71,0.0,1017,21,10,215,4,Kosovo
2020-05-10,20,10,0.0,14.3,5,77,10:26 PM,06:37 AM,04:18 AM,06:46 PM,9,15,16,15,11,29,66,0.0,1015,20,10,245,7,Kosovo
2020-05-11,23,12,0.0,14.3,5,70,11:22 PM,07:32 AM,04:17 AM,06:47 PM,10,17,18,17,11,7,64,0.0,1011,23,10,187,8,Kosovo
2020-05-12,21,11,0.0,13.4,4,62,No moonrise,08:31 AM,04:16 AM,06:48 PM,10,15,16,15,22,26,71,0.2,1013,21,10,231,16,Kosovo
2020-05-13,24,8,0.0,14.3,4,55,12:08 AM,09:34 AM,04:15 AM,06:49 PM,11,16,17,16,10,24,76,0.0,1018,24,8,145,6,Kosovo
2020-05-14,26,13,0.0,14.4,6,48,12:45 AM,10:37 AM,04:14 AM,06:50 PM,14,20,20,19,14,19,73,0.0,1015,26,10,160,9,Kosovo
2020-05-15,28,15,0.0,14.4,6,40,01:17 AM,11:40 AM,04:13 AM,06:51 PM,12,22,22,21,24,8,60,0.0,1013,28,10,213,15,Kosovo
2020-05-16,24,14,0.0,14.4,6,33,01:44 AM,12:40 PM,04:12 AM,06:53 PM,12,19,20,19,10,16,70,0.0,1019,24,10,95,7,Kosovo
2020-05-17,26,13,0.0,14.4,6,26,02:08 AM,01:41 PM,04:11 AM,06:54 PM,15,22,22,20,9,20,77,0.0,1020,26,10,84,6,Kosovo
2020-05-18,24,14,0.0,12.3,5,19,02:30 AM,02:40 PM,04:10 AM,06:55 PM,15,19,20,19,11,43,82,0.6,1020,24,10,62,7,Kosovo
2020-05-19,25,17,0.0,14.5,5,11,02:52 AM,03:40 PM,04:09 AM,06:56 PM,17,21,21,21,11,47,80,1.4,1017,25,9,87,8,Kosovo
2020-05-20,26,16,0.0,9.1,5,4,03:15 AM,04:40 PM,04:08 AM,06:57 PM,16,21,21,20,11,78,78,19.1,1009,26,9,77,7,Kosovo
2020-05-21,11,9,0.0,9.1,3,0,03:39 AM,05:42 PM,04:07 AM,06:58 PM,10,10,11,10,13,85,92,11.3,1013,11,8,211,9,Kosovo
2020-05-22,16,6,0.0,14.5,4,0,04:06 AM,06:44 PM,04:07 AM,06:59 PM,5,11,12,11,13,16,70,0.0,1022,16,10,161,10,Kosovo
2020-05-23,14,6,0.0,12.3,3,3,04:38 AM,07:48 PM,04:06 AM,06:59 PM,6,11,11,11,5,38,76,0.0,1025,14,10,231,4,Kosovo
2020-05-24,14,8,0.0,10.4,3,10,05:16 AM,08:49 PM,04:05 AM,07:00 PM,8,10,10,10,7,62,88,4.7,1025,14,9,124,5,Kosovo
2020-05-25,16,6,0.0,11.4,3,17,06:01 AM,09:47 PM,04:04 AM,07:01 PM,7,11,11,11,9,57,78,5.3,1024,16,9,217,6,Kosovo
2020-05-26,13,7,0.0,9.4,3,25,06:55 AM,10:39 PM,04:04 AM,07:02 PM,7,9,10,9,15,81,84,11.0,1021,13,10,248,9,Kosovo
2020-05-27,15,5,0.0,9.4,3,32,07:56 AM,11:24 PM,04:03 AM,07:03 PM,7,10,10,10,14,63,83,3.9,1022,15,10,213,10,Kosovo
2020-05-28,15,7,0.0,10.4,3,39,09:04 AM,No moonset,04:02 AM,07:04 PM,8,11,11,11,13,64,83,10.3,1020,15,9,319,8,Kosovo
2020-05-29,16,7,0.0,10.4,3,47,10:14 AM,12:03 AM,04:02 AM,07:05 PM,9,11,11,11,11,74,84,8.2,1018,16,9,213,7,Kosovo
2020-05-30,17,7,0.0,10.4,3,54,11:27 AM,12:36 AM,04:01 AM,07:06 PM,9,12,12,12,6,66,82,11.6,1016,17,9,261,4,Kosovo
2020-05-31,13,9,0.0,9.4,3,58,12:40 PM,01:06 AM,04:01 AM,07:07 PM,9,11,11,11,8,75,87,3.8,1015,13,9,258,5,Kosovo
2020-06-01,15,8,0.0,10.4,3,71,01:54 PM,01:34 AM,04:00 AM,07:07 PM,8,11,11,11,10,68,83,1.2,1013,15,8,289,8,Kosovo
2020-06-02,15,7,0.0,11.5,3,79,03:09 PM,02:02 AM,04:00 AM,07:08 PM,7,10,10,10,11,55,83,3.1,1013,15,10,173,7,Kosovo
2020-06-03,18,6,0.0,10.7,3,86,04:25 PM,02:31 AM,03:59 AM,07:09 PM,7,12,12,12,8,54,72,0.6,1010,18,10,246,6,Kosovo
2020-06-04,21,9,0.0,13.5,4,94,05:42 PM,03:03 AM,03:59 AM,07:10 PM,10,15,15,15,20,38,72,1.1,1010,21,10,226,14,Kosovo
2020-06-05,20,11,0.0,12.6,4,100,06:57 PM,03:41 AM,03:59 AM,07:10 PM,10,13,14,13,15,42,78,0.7,1009,20,9,209,11,Kosovo
