date_time,Barbados_maxtempC,Barbados_mintempC,Barbados_totalSnow_cm,Barbados_sunHour,Barbados_uvIndex,Barbados_moon_illumination,Barbados_moonrise,Barbados_moonset,Barbados_sunrise,Barbados_sunset,Barbados_DewPointC,Barbados_FeelsLikeC,Barbados_HeatIndexC,Barbados_WindChillC,Barbados_WindGustKmph,Barbados_cloudcover,Barbados_humidity,Barbados_precipMM,Barbados_pressure,Barbados_tempC,Barbados_visibility,Barbados_winddirDegree,Barbados_windspeedKmph,Barbados_location
2020-03-27,27,25,0.0,12.5,7,18,08:07 AM,08:52 PM,05:58 AM,06:10 PM,21,28,28,26,29,39,75,0.8,1011,27,10,77,22,Barbados
2020-03-28,27,25,0.0,12.5,7,25,08:46 AM,09:41 PM,05:57 AM,06:10 PM,21,28,28,26,31,29,76,0.1,1012,27,10,69,24,Barbados
2020-03-29,27,25,0.0,12.5,7,32,09:29 AM,10:32 PM,05:56 AM,06:10 PM,21,28,28,26,40,48,76,0.9,1014,27,10,65,31,Barbados
2020-03-30,27,25,0.0,11.8,6,40,10:15 AM,11:25 PM,05:56 AM,06:10 PM,20,27,27,25,35,55,74,1.0,1013,27,10,60,27,Barbados
2020-03-31,26,25,0.0,12.6,6,44,11:06 AM,No moonset,05:55 AM,06:10 PM,20,27,27,25,27,50,72,0.9,1012,26,10,69,20,Barbados
2020-04-01,27,24,0.0,12.6,7,56,12:00 PM,12:20 AM,05:54 AM,06:10 PM,20,27,27,25,30,16,70,0.0,1012,27,10,85,22,Barbados
2020-04-02,27,24,0.0,12.6,6,64,12:58 PM,01:15 AM,05:54 AM,06:10 PM,21,27,27,25,29,26,74,0.1,1013,27,10,104,22,Barbados
2020-04-03,28,25,0.0,10.5,6,71,01:58 PM,02:10 AM,05:53 AM,06:10 PM,22,29,29,26,28,59,79,0.6,1012,28,10,111,22,Barbados
2020-04-04,28,26,0.0,12.6,6,79,02:59 PM,03:03 AM,05:53 AM,06:10 PM,22,29,29,26,28,45,78,0.1,1012,28,10,110,21,Barbados
2020-04-05,28,22,0.0,11.8,6,87,04:00 PM,03:54 AM,05:52 AM,06:10 PM,22,29,29,26,28,56,75,0.1,1013,28,10,97,21,Barbados
2020-04-06,28,26,0.0,12.6,7,94,05:00 PM,04:43 AM,05:51 AM,06:10 PM,22,29,29,27,27,46,76,0.1,1015,28,10,93,21,Barbados
2020-04-07,28,25,0.0,10.5,6,100,06:00 PM,05:32 AM,05:51 AM,06:10 PM,22,29,29,26,30,61,75,0.3,1015,28,10,85,23,Barbados
2020-04-08,27,26,0.0,11.9,6,100,07:00 PM,06:19 AM,05:50 AM,06:11 PM,21,29,29,26,31,61,72,0.3,1014,27,10,79,24,Barbados
2020-04-09,27,25,0.0,11.9,6,83,08:01 PM,07:08 AM,05:49 AM,06:11 PM,21,28,28,26,29,59,76,0.0,1013,27,10,97,23,Barbados
2020-04-10,27,22,0.0,11.9,6,76,09:02 PM,07:58 AM,05:49 AM,06:11 PM,21,27,27,25,28,56,73,0.1,1014,27,10,93,22,Barbados
2020-04-11,27,25,0.0,11.9,6,68,10:03 PM,08:51 AM,05:48 AM,06:11 PM,20,28,28,26,30,58,71,0.3,1015,27,10,85,23,Barbados
2020-04-12,28,26,0.0,9.2,6,61,11:02 PM,09:46 AM,05:48 AM,06:11 PM,21,28,28,26,34,74,73,0.6,1016,28,10,74,25,Barbados
2020-04-13,28,25,0.0,9.2,6,53,11:59 PM,10:41 AM,05:47 AM,06:11 PM,21,29,29,26,34,73,73,1.0,1015,28,10,68,25,Barbados
2020-04-14,28,25,0.0,12.7,6,46,No moonrise,11:36 AM,05:46 AM,06:11 PM,22,29,29,26,31,49,75,0.5,1014,28,10,67,24,Barbados
2020-04-15,28,26,0.0,10.5,6,38,12:51 AM,12:30 PM,05:46 AM,06:11 PM,22,29,29,26,33,57,76,0.8,1013,28,10,74,25,Barbados
2020-04-16,27,25,0.0,12.7,7,30,01:39 AM,01:22 PM,05:45 AM,06:11 PM,21,29,29,26,28,34,75,0.4,1015,27,10,78,21,Barbados
2020-04-17,28,26,0.0,12.7,6,23,02:22 AM,02:11 PM,05:45 AM,06:11 PM,22,29,29,26,32,38,76,0.4,1016,28,10,85,25,Barbados
2020-04-18,28,25,0.0,11.9,6,15,03:03 AM,02:59 PM,05:44 AM,06:12 PM,21,29,29,26,33,53,74,2.4,1015,28,10,84,25,Barbados
2020-04-19,27,25,0.0,12.7,6,8,03:42 AM,03:46 PM,05:44 AM,06:12 PM,21,28,28,26,38,48,74,1.8,1015,27,10,82,29,Barbados
2020-04-20,28,25,0.0,12.7,6,0,04:18 AM,04:31 PM,05:43 AM,06:12 PM,21,28,28,26,38,53,74,0.8,1015,28,10,75,29,Barbados
2020-04-21,27,26,0.0,9.3,6,0,04:54 AM,05:16 PM,05:42 AM,06:12 PM,22,29,29,26,38,64,76,1.3,1015,27,10,87,29,Barbados
2020-04-22,28,26,0.0,11.9,6,0,05:30 AM,06:02 PM,05:42 AM,06:12 PM,22,29,29,27,35,54,76,1.0,1014,28,10,87,27,Barbados
2020-04-23,28,26,0.0,7.9,6,0,06:07 AM,06:49 PM,05:41 AM,06:12 PM,22,29,29,27,38,71,77,5.2,1014,28,10,76,28,Barbados
2020-04-24,28,26,0.0,11.9,6,7,06:46 AM,07:38 PM,05:41 AM,06:12 PM,22,29,29,27,41,53,75,0.8,1014,28,10,78,31,Barbados
2020-04-25,28,26,0.0,11.9,6,15,07:28 AM,08:28 PM,05:40 AM,06:13 PM,21,29,29,27,42,49,72,1.5,1015,28,10,81,32,Barbados
2020-04-26,28,26,0.0,10.6,6,22,08:13 AM,09:22 PM,05:40 AM,06:13 PM,21,29,29,26,39,46,73,0.6,1015,28,10,76,30,Barbados
2020-04-27,28,24,0.0,12.7,6,30,09:02 AM,10:15 PM,05:39 AM,06:13 PM,21,28,28,26,38,45,73,0.3,1015,28,10,75,29,Barbados
2020-04-28,27,26,0.0,10.6,6,37,09:55 AM,11:10 PM,05:39 AM,06:13 PM,22,29,29,26,33,62,76,2.6,1015,27,10,78,25,Barbados
2020-04-29,28,25,0.0,12.7,7,45,10:50 AM,No moonset,05:39 AM,06:13 PM,22,29,29,26,31,35,74,0.0,1014,28,10,94,24,Barbados
2020-04-30,28,26,0.0,8.0,6,52,11:48 AM,12:04 AM,05:38 AM,06:13 PM,22,29,29,27,35,69,76,2.9,1015,28,10,97,26,Barbados
2020-05-01,27,25,0.0,12.8,6,58,12:46 PM,12:56 AM,05:38 AM,06:14 PM,22,29,29,26,39,48,78,0.3,1016,27,10,86,30,Barbados
2020-05-02,28,27,0.0,9.3,6,65,01:45 PM,01:46 AM,05:37 AM,06:14 PM,23,31,31,27,41,71,77,0.7,1015,28,10,91,31,Barbados
2020-05-03,28,26,0.0,10.6,6,72,02:43 PM,02:33 AM,05:37 AM,06:14 PM,23,30,30,27,39,60,77,0.9,1014,28,10,85,30,Barbados
2020-05-04,28,23,0.0,9.3,6,80,03:42 PM,03:21 AM,05:36 AM,06:14 PM,22,30,30,27,40,73,76,0.9,1013,28,10,88,30,Barbados
2020-05-05,28,26,0.0,8.0,6,87,04:40 PM,04:07 AM,05:36 AM,06:14 PM,22,30,30,27,40,75,74,0.5,1014,28,10,90,31,Barbados
2020-05-06,28,24,0.0,10.6,6,94,05:41 PM,04:54 AM,05:36 AM,06:15 PM,22,29,29,27,41,70,73,0.4,1015,28,10,89,32,Barbados
2020-05-07,28,26,0.0,12.8,6,100,06:42 PM,05:44 AM,05:35 AM,06:15 PM,22,30,30,27,44,65,75,0.5,1016,28,10,90,35,Barbados
2020-05-08,28,23,0.0,9.3,6,100,07:44 PM,06:35 AM,05:35 AM,06:15 PM,22,29,29,26,38,72,74,1.1,1016,28,10,85,29,Barbados
2020-05-09,28,26,0.0,11.9,6,84,08:46 PM,07:30 AM,05:35 AM,06:15 PM,21,29,29,26,36,51,74,1.3,1017,28,10,82,28,Barbados
2020-05-10,28,26,0.0,9.3,6,77,09:46 PM,08:26 AM,05:34 AM,06:16 PM,22,29,29,27,39,61,73,2.6,1016,28,10,85,30,Barbados
2020-05-11,28,26,0.0,8.0,6,70,10:42 PM,09:24 AM,05:34 AM,06:16 PM,22,30,30,27,42,77,75,3.3,1015,28,10,93,32,Barbados
