date_time,Indonesia_maxtempC,Indonesia_mintempC,Indonesia_totalSnow_cm,Indonesia_sunHour,Indonesia_uvIndex,Indonesia_moon_illumination,Indonesia_moonrise,Indonesia_moonset,Indonesia_sunrise,Indonesia_sunset,Indonesia_DewPointC,Indonesia_FeelsLikeC,Indonesia_HeatIndexC,Indonesia_WindChillC,Indonesia_WindGustKmph,Indonesia_cloudcover,Indonesia_humidity,Indonesia_precipMM,Indonesia_pressure,Indonesia_tempC,Indonesia_visibility,Indonesia_winddirDegree,Indonesia_windspeedKmph,Indonesia_location
2020-01-01,28,26,0.0,7.9,6,37,10:32 AM,10:59 PM,05:42 AM,06:11 PM,23,30,30,27,28,88,78,96.0,1011,28,5,259,14,Indonesia
2020-01-02,30,24,0.0,7.9,6,44,11:16 AM,11:38 PM,05:43 AM,06:11 PM,22,30,30,27,17,83,74,22.4,1012,30,8,274,11,Indonesia
2020-01-03,32,28,0.0,10.6,6,51,11:58 AM,No moonset,05:43 AM,06:12 PM,22,32,32,29,19,65,65,4.4,1010,32,10,272,14,Indonesia
2020-01-04,31,28,0.0,10.6,6,59,12:42 PM,12:16 AM,05:44 AM,06:12 PM,22,33,33,29,21,60,65,3.2,1009,31,10,279,16,Indonesia
2020-01-05,32,28,0.0,10.6,7,66,01:27 PM,12:56 AM,05:44 AM,06:13 PM,22,33,33,30,22,65,62,4.6,1009,32,10,271,16,Indonesia
2020-01-06,31,28,0.0,9.2,7,73,02:13 PM,01:38 AM,05:45 AM,06:13 PM,22,33,33,29,19,68,64,6.6,1009,31,9,278,14,Indonesia
2020-01-07,32,28,0.0,9.2,7,80,03:03 PM,02:22 AM,05:45 AM,06:13 PM,22,33,33,30,21,74,64,7.9,1009,32,9,271,15,Indonesia
2020-01-08,32,28,0.0,9.2,7,88,03:57 PM,03:10 AM,05:46 AM,06:14 PM,22,33,33,30,22,58,61,10.1,1008,32,9,265,15,Indonesia
2020-01-09,32,28,0.0,11.9,7,95,04:54 PM,04:03 AM,05:46 AM,06:14 PM,22,33,33,30,17,51,63,3.1,1008,32,10,267,13,Indonesia
2020-01-10,31,23,0.0,7.9,6,100,05:53 PM,04:59 AM,05:47 AM,06:14 PM,22,31,31,28,31,78,69,20.9,1008,31,8,269,19,Indonesia
2020-01-11,32,26,0.0,10.6,6,100,06:52 PM,05:59 AM,05:47 AM,06:15 PM,21,31,31,28,27,45,65,0.6,1009,32,10,250,20,Indonesia
2020-01-12,32,27,0.0,12.7,7,83,07:50 PM,07:00 AM,05:48 AM,06:15 PM,21,32,32,29,23,41,63,0.2,1008,32,10,252,18,Indonesia
2020-01-13,32,27,0.0,12.7,7,76,08:44 PM,08:00 AM,05:48 AM,06:15 PM,21,32,32,29,23,30,63,0.7,1008,32,10,257,18,Indonesia
2020-01-14,32,27,0.0,7.9,7,69,09:37 PM,08:57 AM,05:49 AM,06:16 PM,22,33,33,29,17,60,63,3.3,1009,32,10,284,14,Indonesia
2020-01-15,32,28,0.0,9.2,7,61,10:25 PM,09:53 AM,05:49 AM,06:16 PM,22,33,33,30,14,61,62,3.0,1009,32,10,294,11,Indonesia
2020-01-16,33,28,0.0,7.9,7,54,11:13 PM,10:46 AM,05:50 AM,06:16 PM,23,34,34,30,12,70,66,25.4,1010,33,8,252,7,Indonesia
2020-01-17,33,26,0.0,12.7,7,47,No moonrise,11:39 AM,05:50 AM,06:16 PM,22,33,33,30,15,61,67,31.5,1010,33,8,171,10,Indonesia
2020-01-18,32,29,0.0,7.9,7,40,12:00 AM,12:31 PM,05:51 AM,06:17 PM,22,34,34,30,13,66,62,14.6,1010,32,9,325,9,Indonesia
2020-01-19,32,29,0.0,9.2,7,32,12:48 AM,01:24 PM,05:51 AM,06:17 PM,23,35,35,31,11,59,64,13.6,1010,32,9,192,7,Indonesia
2020-01-20,32,29,0.0,11.9,7,25,01:37 AM,02:18 PM,05:51 AM,06:17 PM,22,34,34,30,10,58,62,3.1,1010,32,10,292,8,Indonesia
2020-01-21,32,26,0.0,9.2,7,18,02:28 AM,03:13 PM,05:52 AM,06:17 PM,23,33,33,29,12,66,69,54.9,1011,32,8,183,9,Indonesia
2020-01-22,33,29,0.0,12.7,7,11,03:21 AM,04:08 PM,05:52 AM,06:17 PM,23,35,35,31,9,34,63,0.8,1011,33,10,256,8,Indonesia
2020-01-23,33,29,0.0,12.6,7,3,04:14 AM,05:03 PM,05:53 AM,06:17 PM,23,35,35,31,10,42,64,3.4,1009,33,10,254,8,Indonesia
2020-01-24,32,29,0.0,9.2,7,0,05:08 AM,05:55 PM,05:53 AM,06:18 PM,23,34,34,30,11,70,66,12.7,1009,32,8,282,8,Indonesia
2020-01-25,32,28,0.0,7.9,7,0,06:01 AM,06:45 PM,05:53 AM,06:18 PM,23,34,34,30,16,71,68,25.9,1009,32,8,258,10,Indonesia
2020-01-26,33,27,0.0,12.6,7,4,06:52 AM,07:31 PM,05:54 AM,06:18 PM,23,34,34,30,11,55,67,19.6,1009,33,8,282,7,Indonesia
2020-01-27,32,25,0.0,7.9,6,11,07:40 AM,08:14 PM,05:54 AM,06:18 PM,23,33,33,29,16,71,69,44.5,1009,32,7,195,9,Indonesia
2020-01-28,33,29,0.0,11.9,7,18,08:26 AM,08:55 PM,05:54 AM,06:18 PM,22,34,34,30,11,61,63,7.0,1010,33,9,302,8,Indonesia
2020-01-29,33,29,0.0,12.6,7,26,09:10 AM,09:35 PM,05:55 AM,06:18 PM,23,35,35,31,11,43,65,1.3,1010,33,10,296,9,Indonesia
2020-01-30,32,25,0.0,11.9,6,33,09:53 AM,10:13 PM,05:55 AM,06:18 PM,21,31,31,29,19,60,63,8.4,1010,32,9,278,14,Indonesia
2020-01-31,31,29,0.0,9.2,7,37,10:36 AM,10:52 PM,05:55 AM,06:18 PM,22,33,33,30,12,70,64,3.2,1009,31,10,272,9,Indonesia
2020-02-01,31,27,0.0,9.2,6,49,11:20 AM,11:32 PM,05:56 AM,06:18 PM,23,32,32,29,14,73,69,24.5,1010,31,8,214,9,Indonesia
2020-02-02,32,28,0.0,9.2,7,57,12:05 PM,No moonset,05:56 AM,06:18 PM,22,34,34,30,10,64,64,7.7,1010,32,9,214,7,Indonesia
2020-02-03,32,28,0.0,10.5,7,64,12:52 PM,12:13 AM,05:56 AM,06:18 PM,23,33,33,30,10,57,66,6.9,1010,32,10,247,8,Indonesia
2020-02-04,32,28,0.0,7.9,7,72,01:43 PM,12:59 AM,05:56 AM,06:18 PM,22,33,33,29,12,74,66,19.3,1010,32,9,263,8,Indonesia
2020-02-05,32,27,0.0,11.9,7,79,02:37 PM,01:48 AM,05:57 AM,06:18 PM,22,33,33,30,12,63,65,22.9,1009,32,8,260,8,Indonesia
2020-02-06,31,27,0.0,10.5,6,87,03:35 PM,02:42 AM,05:57 AM,06:18 PM,23,33,33,29,18,63,71,30.6,1009,31,8,312,12,Indonesia
2020-02-07,32,27,0.0,10.5,7,95,04:33 PM,03:40 AM,05:57 AM,06:18 PM,23,33,33,29,17,67,69,27.4,1010,32,8,274,12,Indonesia
2020-02-08,31,28,0.0,7.9,6,100,05:33 PM,04:40 AM,05:57 AM,06:18 PM,22,32,32,29,16,81,66,13.8,1011,31,9,313,10,Indonesia
2020-02-09,30,26,0.0,12.6,6,100,06:30 PM,05:42 AM,05:57 AM,06:18 PM,21,30,30,28,19,49,67,5.2,1011,30,9,249,15,Indonesia
2020-02-10,34,28,0.0,10.5,7,83,07:25 PM,06:42 AM,05:58 AM,06:17 PM,21,33,33,30,9,51,60,2.3,1011,34,10,229,7,Indonesia
2020-02-11,34,28,0.0,10.5,7,75,08:17 PM,07:41 AM,05:58 AM,06:17 PM,22,34,34,30,9,51,62,9.7,1011,34,9,165,7,Indonesia
2020-02-12,33,28,0.0,12.6,7,68,09:07 PM,08:37 AM,05:58 AM,06:17 PM,23,33,33,30,13,55,68,21.9,1011,33,8,188,9,Indonesia
2020-02-13,32,26,0.0,7.9,7,60,09:56 PM,09:32 AM,05:58 AM,06:17 PM,23,33,33,29,14,72,68,27.0,1010,32,8,43,9,Indonesia
2020-02-14,32,28,0.0,10.5,7,53,10:45 PM,10:26 AM,05:58 AM,06:17 PM,23,34,34,30,10,58,65,3.1,1010,32,10,53,8,Indonesia
2020-02-15,33,29,0.0,11.8,7,45,11:35 PM,11:20 AM,05:58 AM,06:17 PM,23,35,35,31,12,49,65,11.3,1011,33,9,258,8,Indonesia
2020-02-16,33,25,0.0,7.9,7,38,No moonrise,12:14 PM,05:59 AM,06:16 PM,23,33,33,29,12,70,66,14.5,1011,33,9,224,8,Indonesia
2020-02-17,29,26,0.0,9.2,6,30,12:25 AM,01:09 PM,05:59 AM,06:16 PM,22,30,30,27,16,66,76,12.8,1012,29,9,258,13,Indonesia
2020-02-18,31,28,0.0,9.2,6,22,01:17 AM,02:04 PM,05:59 AM,06:16 PM,22,33,33,29,17,70,66,11.1,1011,31,9,256,11,Indonesia
2020-02-19,32,27,0.0,9.2,7,15,02:10 AM,02:58 PM,05:59 AM,06:16 PM,22,33,33,29,19,67,65,10.7,1010,32,9,281,14,Indonesia
2020-02-20,31,26,0.0,11.8,6,7,03:03 AM,03:51 PM,05:59 AM,06:15 PM,22,32,32,28,24,65,71,25.3,1010,31,8,313,15,Indonesia
2020-02-21,31,27,0.0,9.2,6,0,03:56 AM,04:40 PM,05:59 AM,06:15 PM,23,33,33,29,20,70,69,30.8,1011,31,7,301,12,Indonesia
2020-02-22,33,27,0.0,12.6,7,0,04:47 AM,05:28 PM,05:59 AM,06:15 PM,23,34,34,30,16,60,66,20.5,1012,33,9,301,12,Indonesia
2020-02-23,31,27,0.0,7.9,6,0,05:36 AM,06:11 PM,05:59 AM,06:15 PM,23,33,33,29,20,78,69,22.2,1010,31,8,315,13,Indonesia
2020-02-24,32,27,0.0,7.8,6,0,06:22 AM,06:53 PM,05:59 AM,06:14 PM,23,33,33,29,20,75,69,18.6,1009,32,9,316,13,Indonesia
2020-02-25,32,27,0.0,7.8,6,8,07:07 AM,07:33 PM,05:59 AM,06:14 PM,23,33,33,29,20,75,70,32.3,1009,32,8,314,12,Indonesia
2020-02-26,31,26,0.0,11.8,6,15,07:50 AM,08:11 PM,05:59 AM,06:14 PM,23,32,32,28,12,58,72,16.0,1009,31,9,256,8,Indonesia
2020-02-27,32,26,0.0,9.2,6,23,08:33 AM,08:50 PM,05:59 AM,06:13 PM,23,33,33,29,11,66,72,20.6,1009,32,8,190,7,Indonesia
2020-02-28,32,27,0.0,10.5,7,30,09:16 AM,09:29 PM,05:59 AM,06:13 PM,23,33,33,29,15,59,68,15.9,1008,32,9,290,10,Indonesia
2020-02-29,32,28,0.0,9.2,7,38,10:00 AM,10:09 PM,05:59 AM,06:13 PM,24,35,35,30,16,71,69,22.7,1008,32,8,278,11,Indonesia
2020-03-01,33,28,0.0,7.8,7,44,10:45 AM,10:52 PM,05:59 AM,06:12 PM,23,35,35,30,20,75,67,25.6,1008,33,8,301,13,Indonesia
2020-03-02,33,27,0.0,11.8,7,51,11:34 AM,11:39 PM,05:59 AM,06:12 PM,23,33,33,30,13,50,66,12.9,1009,33,9,260,9,Indonesia
2020-03-03,33,28,0.0,12.5,7,58,12:25 PM,No moonset,05:59 AM,06:11 PM,23,35,35,30,10,29,65,0.1,1009,33,10,188,8,Indonesia
2020-03-04,32,26,0.0,9.2,7,65,01:19 PM,12:29 AM,05:59 AM,06:11 PM,23,33,33,29,18,64,70,27.3,1009,32,8,284,11,Indonesia
2020-03-05,26,21,0.0,9.2,6,73,02:16 PM,01:24 AM,05:59 AM,06:11 PM,22,27,27,25,24,75,82,27.4,1011,26,8,244,17,Indonesia
2020-03-06,33,27,0.0,10.5,7,80,03:14 PM,02:21 AM,05:59 AM,06:10 PM,21,33,33,30,13,43,60,2.3,1010,33,10,286,11,Indonesia
2020-03-07,32,28,0.0,11.8,7,87,04:11 PM,03:21 AM,05:59 AM,06:10 PM,22,34,34,30,18,49,62,8.0,1011,32,9,264,13,Indonesia
2020-03-08,32,28,0.0,11.8,7,95,05:08 PM,04:22 AM,05:59 AM,06:09 PM,21,33,33,30,15,51,60,0.6,1010,32,10,257,12,Indonesia
2020-03-09,31,28,0.0,12.5,7,100,06:02 PM,05:22 AM,05:59 AM,06:09 PM,21,32,32,29,24,32,63,0.0,1009,31,10,238,19,Indonesia
2020-03-10,34,27,0.0,11.8,7,100,06:54 PM,06:20 AM,05:59 AM,06:09 PM,21,34,34,30,23,43,59,5.7,1008,34,10,250,16,Indonesia
2020-03-11,33,28,0.0,12.5,7,84,07:45 PM,07:17 AM,05:59 AM,06:08 PM,23,35,35,31,14,30,63,1.0,1009,33,10,289,12,Indonesia
2020-03-12,33,29,0.0,9.2,7,76,08:35 PM,08:13 AM,05:58 AM,06:08 PM,22,34,34,30,11,66,64,2.6,1010,33,10,245,8,Indonesia
2020-03-13,34,28,0.0,12.5,7,69,09:26 PM,09:10 AM,05:58 AM,06:07 PM,22,35,35,31,10,54,61,2.1,1012,34,10,251,8,Indonesia
2020-03-14,33,29,0.0,10.5,7,62,10:18 PM,10:06 AM,05:58 AM,06:07 PM,23,35,35,31,9,62,64,8.1,1010,33,9,250,7,Indonesia
2020-03-15,33,28,0.0,11.8,7,55,11:12 PM,11:03 AM,05:58 AM,06:06 PM,23,34,34,30,10,59,67,8.6,1010,33,9,78,8,Indonesia
2020-03-16,33,28,0.0,9.1,7,47,No moonrise,11:59 AM,05:58 AM,06:06 PM,23,34,34,30,11,73,65,18.6,1011,33,8,206,7,Indonesia
2020-03-17,32,28,0.0,9.1,7,40,12:06 AM,12:54 PM,05:58 AM,06:05 PM,23,34,34,30,10,63,67,9.1,1011,32,9,137,7,Indonesia
2020-03-18,32,27,0.0,10.5,7,33,01:00 AM,01:48 PM,05:58 AM,06:05 PM,23,34,34,30,11,66,66,14.1,1010,32,9,233,8,Indonesia
2020-03-19,32,28,0.0,11.8,7,25,01:53 AM,02:38 PM,05:58 AM,06:04 PM,23,33,33,30,13,60,68,28.5,1010,32,8,282,8,Indonesia
2020-03-20,32,26,0.0,11.8,6,18,02:44 AM,03:26 PM,05:58 AM,06:04 PM,23,32,32,29,14,64,71,23.6,1010,32,8,250,9,Indonesia
2020-03-21,33,24,0.0,11.8,6,11,03:33 AM,04:10 PM,05:58 AM,06:04 PM,22,32,32,28,16,63,69,34.4,1011,33,7,278,9,Indonesia
2020-03-22,32,28,0.0,10.5,7,4,04:19 AM,04:52 PM,05:57 AM,06:03 PM,23,34,34,30,14,55,65,11.3,1010,32,9,69,9,Indonesia
2020-03-23,33,28,0.0,11.8,7,0,05:05 AM,05:32 PM,05:57 AM,06:03 PM,22,34,34,30,9,60,64,12.6,1010,33,9,175,6,Indonesia
2020-03-24,33,28,0.0,7.8,7,0,05:48 AM,06:11 PM,05:57 AM,06:02 PM,23,34,34,30,8,80,64,20.8,1009,33,9,285,6,Indonesia
2020-03-25,33,27,0.0,10.5,7,3,06:31 AM,06:49 PM,05:57 AM,06:02 PM,23,34,34,30,8,67,66,12.2,1008,33,9,241,6,Indonesia
2020-03-26,32,29,0.0,10.5,7,11,07:14 AM,07:28 PM,05:57 AM,06:01 PM,23,34,34,30,13,73,67,13.5,1008,32,9,60,9,Indonesia
2020-03-27,32,28,0.0,10.5,7,18,07:58 AM,08:08 PM,05:57 AM,06:01 PM,23,34,34,30,10,63,67,12.5,1009,32,9,150,7,Indonesia
2020-03-28,33,28,0.0,12.4,7,25,08:42 AM,08:50 PM,05:57 AM,06:00 PM,23,34,34,30,11,49,66,6.8,1009,33,9,264,9,Indonesia
2020-03-29,32,29,0.0,11.8,7,32,09:30 AM,09:35 PM,05:57 AM,06:00 PM,23,34,34,30,15,57,65,7.1,1008,32,10,267,11,Indonesia
2020-03-30,34,28,0.0,10.2,7,40,10:19 AM,10:22 PM,05:56 AM,05:59 PM,23,34,34,30,12,57,65,20.2,1009,34,8,240,8,Indonesia
2020-03-31,32,25,0.0,8.8,7,44,11:11 AM,11:14 PM,05:56 AM,05:59 PM,23,32,32,29,14,59,68,5.4,1010,32,9,269,10,Indonesia
