date_time,Jordan_maxtempC,Jordan_mintempC,Jordan_totalSnow_cm,Jordan_sunHour,Jordan_uvIndex,Jordan_moon_illumination,Jordan_moonrise,Jordan_moonset,Jordan_sunrise,Jordan_sunset,Jordan_DewPointC,Jordan_FeelsLikeC,Jordan_HeatIndexC,Jordan_WindChillC,Jordan_WindGustKmph,Jordan_cloudcover,Jordan_humidity,Jordan_precipMM,Jordan_pressure,Jordan_tempC,Jordan_visibility,Jordan_winddirDegree,Jordan_windspeedKmph,Jordan_location
2020-01-01,10,6,0.0,8.7,3,37,10:49 AM,10:30 PM,06:36 AM,04:42 PM,3,7,8,7,10,26,70,0.0,1019,10,10,259,7,Jordan
2020-01-02,12,7,0.0,8.7,3,44,11:18 AM,11:24 PM,06:37 AM,04:43 PM,4,9,9,9,6,24,71,0.0,1016,12,10,167,4,Jordan
2020-01-03,8,6,0.0,7.1,2,51,11:47 AM,No moonset,06:37 AM,04:44 PM,2,4,7,4,25,62,71,1.3,1017,8,10,247,19,Jordan
2020-01-04,7,4,0.0,3.8,2,59,12:16 PM,12:17 AM,06:37 AM,04:45 PM,3,2,6,2,33,82,80,1.8,1016,7,8,236,24,Jordan
2020-01-05,7,3,0.0,3.8,2,66,12:47 PM,01:12 AM,06:37 AM,04:45 PM,4,2,6,2,41,77,85,7.1,1016,7,8,239,28,Jordan
2020-01-06,12,5,0.0,8.7,3,73,01:21 PM,02:08 AM,06:37 AM,04:46 PM,-0,7,8,7,18,1,56,0.0,1017,12,10,198,12,Jordan
2020-01-07,10,6,0.0,7.1,2,80,01:59 PM,03:06 AM,06:37 AM,04:47 PM,1,5,8,5,25,37,64,0.3,1015,10,10,227,17,Jordan
2020-01-08,6,2,0.0,3.8,2,88,02:42 PM,04:07 AM,06:37 AM,04:48 PM,2,1,6,1,54,81,79,18.6,1014,6,8,236,39,Jordan
2020-01-09,5,0,0.0,3.8,2,95,03:34 PM,05:09 AM,06:37 AM,04:49 PM,4,0,5,0,43,94,92,48.8,1012,5,7,239,30,Jordan
2020-01-10,7,-0,0.0,3.8,2,100,04:31 PM,06:09 AM,06:37 AM,04:50 PM,5,4,6,4,11,82,91,15.7,1016,7,6,279,8,Jordan
2020-01-11,9,4,0.0,8.7,3,100,05:36 PM,07:07 AM,06:37 AM,04:50 PM,4,4,6,4,19,29,84,0.0,1022,9,8,275,13,Jordan
2020-01-12,9,5,0.0,8.7,3,83,06:43 PM,08:00 AM,06:37 AM,04:51 PM,4,5,7,5,18,32,82,0.0,1024,9,10,258,13,Jordan
2020-01-13,11,6,0.0,8.7,2,76,07:52 PM,08:46 AM,06:37 AM,04:52 PM,6,6,8,6,21,43,87,0.0,1022,11,9,267,15,Jordan
2020-01-14,11,6,0.0,8.7,3,69,09:00 PM,09:29 AM,06:37 AM,04:53 PM,4,6,8,6,25,33,76,0.0,1024,11,8,152,16,Jordan
2020-01-15,14,7,0.0,8.7,4,61,10:06 PM,10:06 AM,06:37 AM,04:54 PM,0,7,10,7,35,17,53,0.0,1021,14,10,113,21,Jordan
2020-01-16,13,8,0.0,8.7,4,54,11:12 PM,10:42 AM,06:37 AM,04:55 PM,-3,9,11,9,27,33,38,0.0,1016,13,10,105,17,Jordan
2020-01-17,11,8,0.0,8.7,3,47,No moonrise,11:17 AM,06:37 AM,04:56 PM,2,8,9,8,15,17,63,0.0,1014,11,10,256,10,Jordan
2020-01-18,11,7,0.0,5.5,2,40,12:16 AM,11:53 AM,06:36 AM,04:57 PM,6,6,8,6,19,58,86,0.7,1015,11,9,248,14,Jordan
2020-01-19,8,4,0.0,3.8,2,32,01:20 AM,12:31 PM,06:36 AM,04:58 PM,5,4,7,4,24,73,87,5.4,1020,8,8,240,17,Jordan
2020-01-20,9,7,0.0,3.8,2,25,02:24 AM,01:12 PM,06:36 AM,04:59 PM,6,5,8,5,26,86,87,5.0,1022,9,10,251,19,Jordan
2020-01-21,6,4,0.0,7.1,2,18,03:27 AM,01:57 PM,06:35 AM,04:59 PM,2,1,5,1,29,66,84,1.7,1019,6,9,282,21,Jordan
2020-01-22,8,3,0.0,8.7,3,11,04:27 AM,02:47 PM,06:35 AM,05:00 PM,3,2,5,2,22,35,85,0.0,1021,8,10,286,15,Jordan
2020-01-23,8,4,0.0,5.6,2,3,05:24 AM,03:41 PM,06:35 AM,05:01 PM,3,2,6,2,33,55,83,0.5,1021,8,10,258,24,Jordan
2020-01-24,7,3,0.0,5.6,2,0,06:15 AM,04:37 PM,06:34 AM,05:02 PM,1,1,6,1,44,61,76,14.2,1018,7,7,286,32,Jordan
2020-01-25,9,3,0.0,8.7,3,0,07:01 AM,05:35 PM,06:34 AM,05:03 PM,-1,5,6,5,8,1,62,0.0,1028,9,10,294,6,Jordan
2020-01-26,10,6,0.0,8.7,3,4,07:41 AM,06:31 PM,06:33 AM,05:04 PM,0,7,8,7,8,4,62,0.0,1028,10,10,272,7,Jordan
2020-01-27,13,2,0.0,8.7,3,11,08:16 AM,07:27 PM,06:33 AM,05:05 PM,0,8,8,8,6,15,58,0.0,1025,13,10,173,4,Jordan
2020-01-28,12,7,0.0,7.1,2,18,08:49 AM,08:21 PM,06:32 AM,05:06 PM,-0,8,9,8,11,49,53,0.1,1019,12,10,190,7,Jordan
2020-01-29,11,7,0.0,8.7,2,26,09:19 AM,09:15 PM,06:32 AM,05:07 PM,6,6,8,6,26,58,86,0.3,1020,11,10,267,19,Jordan
2020-01-30,11,6,0.0,8.7,3,33,09:48 AM,10:08 PM,06:31 AM,05:08 PM,5,7,9,7,12,24,77,0.0,1022,11,8,252,9,Jordan
2020-01-31,10,6,0.0,5.6,2,37,10:16 AM,11:01 PM,06:31 AM,05:09 PM,3,3,7,3,46,45,76,0.3,1017,10,10,258,33,Jordan
2020-02-01,9,4,0.0,5.6,2,49,10:45 AM,11:56 PM,06:30 AM,05:10 PM,2,2,6,2,36,36,75,0.4,1020,9,10,263,25,Jordan
2020-02-02,12,7,0.0,8.7,3,57,11:17 AM,No moonset,06:29 AM,05:11 PM,6,8,10,8,15,49,79,0.6,1022,12,10,215,11,Jordan
2020-02-03,13,7,0.0,7.2,3,64,11:52 AM,12:52 AM,06:29 AM,05:12 PM,3,9,10,9,16,26,65,0.0,1020,13,10,192,11,Jordan
2020-02-04,12,7,0.0,8.7,3,72,12:32 PM,01:50 AM,06:28 AM,05:13 PM,6,8,9,8,13,12,83,0.0,1018,12,10,285,9,Jordan
2020-02-05,15,8,0.0,8.7,4,79,01:19 PM,02:50 AM,06:27 AM,05:13 PM,5,11,11,11,11,2,68,0.0,1015,15,9,200,8,Jordan
2020-02-06,15,10,0.0,8.7,4,87,02:13 PM,03:51 AM,06:27 AM,05:14 PM,3,12,13,12,18,5,55,0.0,1014,15,10,220,12,Jordan
2020-02-07,8,6,0.0,5.6,2,95,03:14 PM,04:50 AM,06:26 AM,05:15 PM,3,4,8,4,36,53,75,10.8,1016,8,9,250,25,Jordan
2020-02-08,7,4,0.0,4.1,2,100,04:21 PM,05:46 AM,06:25 AM,05:16 PM,3,-1,5,-1,66,90,86,10.9,1018,7,8,264,48,Jordan
2020-02-09,5,1,0.4,4.1,1,100,05:31 PM,06:36 AM,06:24 AM,05:17 PM,0,-1,3,-1,33,86,80,1.0,1024,5,8,288,24,Jordan
2020-02-10,3,-0,0.4,4.1,1,83,06:42 PM,07:21 AM,06:23 AM,05:18 PM,-2,-4,1,-4,26,70,79,0.5,1026,3,9,296,20,Jordan
2020-02-11,6,0,0.0,5.6,1,75,07:52 PM,08:02 AM,06:22 AM,05:19 PM,-0,1,3,1,12,45,79,0.0,1025,6,10,239,9,Jordan
2020-02-12,12,0,0.0,7.2,2,68,09:00 PM,08:40 AM,06:22 AM,05:20 PM,4,7,8,7,16,34,71,0.2,1024,12,10,237,12,Jordan
2020-02-13,15,8,0.0,8.7,4,60,10:07 PM,09:17 AM,06:21 AM,05:21 PM,5,10,11,10,13,5,65,0.0,1022,15,10,222,9,Jordan
2020-02-14,14,9,0.0,7.2,3,53,11:13 PM,09:53 AM,06:20 AM,05:21 PM,5,9,11,9,32,27,69,0.0,1022,14,10,102,22,Jordan
2020-02-15,17,9,0.0,8.7,4,45,No moonrise,10:31 AM,06:19 AM,05:22 PM,3,11,12,11,28,20,52,0.0,1015,17,10,108,19,Jordan
2020-02-16,13,9,0.0,7.2,3,38,12:18 AM,11:11 AM,06:18 AM,05:23 PM,5,9,11,9,18,36,68,1.7,1014,13,10,275,13,Jordan
2020-02-17,13,7,0.0,8.7,4,30,01:21 AM,11:55 AM,06:17 AM,05:24 PM,4,10,10,10,9,22,69,0.0,1017,13,10,167,6,Jordan
2020-02-18,15,8,0.0,8.7,4,22,02:22 AM,12:43 PM,06:16 AM,05:25 PM,3,8,11,8,34,32,60,0.1,1016,15,10,104,23,Jordan
2020-02-19,12,8,0.0,4.2,2,15,03:20 AM,01:36 PM,06:15 AM,05:26 PM,7,8,10,8,19,75,82,27.3,1013,12,8,174,13,Jordan
2020-02-20,11,8,0.0,4.2,3,7,04:11 AM,02:30 PM,06:14 AM,05:27 PM,6,6,9,6,28,75,83,0.5,1017,11,10,277,21,Jordan
2020-02-21,13,5,0.0,8.7,4,0,04:58 AM,03:27 PM,06:13 AM,05:27 PM,4,8,10,8,19,8,67,0.3,1016,13,10,227,14,Jordan
2020-02-22,11,7,0.0,4.2,2,0,05:40 AM,04:23 PM,06:12 AM,05:28 PM,5,6,9,6,28,72,78,1.7,1017,11,10,244,21,Jordan
2020-02-23,13,6,0.0,8.7,4,0,06:16 AM,05:20 PM,06:11 AM,05:29 PM,4,9,10,9,7,20,69,0.0,1018,13,10,180,5,Jordan
2020-02-24,13,8,0.0,8.7,4,0,06:49 AM,06:14 PM,06:10 AM,05:30 PM,5,9,10,9,15,12,72,0.0,1014,13,10,299,11,Jordan
2020-02-25,12,8,0.0,8.7,3,8,07:20 AM,07:08 PM,06:09 AM,05:31 PM,6,8,10,8,25,24,79,0.1,1012,12,10,296,18,Jordan
2020-02-26,12,8,0.0,5.7,3,15,07:49 AM,08:01 PM,06:08 AM,05:31 PM,7,7,10,7,32,46,83,0.3,1017,12,10,275,24,Jordan
2020-02-27,17,7,0.0,8.7,4,23,08:17 AM,08:54 PM,06:07 AM,05:32 PM,4,12,12,12,8,16,57,0.0,1019,17,10,236,6,Jordan
2020-02-28,16,9,0.0,8.7,3,30,08:46 AM,09:48 PM,06:05 AM,05:33 PM,4,12,13,12,21,27,59,0.3,1015,16,10,249,16,Jordan
2020-02-29,11,7,0.0,7.2,3,38,09:16 AM,10:43 PM,06:04 AM,05:34 PM,5,8,11,8,38,39,70,1.0,1014,11,10,257,27,Jordan
2020-03-01,11,6,0.0,4.2,2,44,09:49 AM,11:39 PM,06:03 AM,05:35 PM,5,4,8,4,53,76,83,5.6,1016,11,8,268,39,Jordan
2020-03-02,12,6,0.0,8.7,3,51,10:26 AM,No moonset,06:02 AM,05:35 PM,6,7,9,7,17,26,79,0.0,1020,12,10,265,13,Jordan
2020-03-03,19,7,0.0,8.7,5,58,11:09 AM,12:37 AM,06:01 AM,05:36 PM,4,13,13,13,11,0,56,0.0,1020,19,10,133,7,Jordan
2020-03-04,23,11,0.0,11.4,5,65,11:58 AM,01:36 AM,06:00 AM,05:37 PM,1,15,17,15,28,1,37,0.0,1015,23,10,126,17,Jordan
2020-03-05,22,12,0.0,8.7,4,73,12:54 PM,02:34 AM,05:59 AM,05:38 PM,-1,16,16,16,21,37,31,0.0,1011,22,10,152,12,Jordan
2020-03-06,14,9,0.0,7.3,3,80,01:57 PM,03:30 AM,05:57 AM,05:38 PM,4,10,12,10,29,64,59,7.2,1009,14,10,243,20,Jordan
2020-03-07,13,4,0.0,8.8,3,87,03:05 PM,04:22 AM,05:56 AM,05:39 PM,7,8,10,8,26,39,80,0.4,1017,13,10,276,20,Jordan
2020-03-08,20,6,0.0,11.6,5,95,04:15 PM,05:09 AM,05:55 AM,05:40 PM,6,14,15,14,16,1,60,0.0,1019,20,10,120,11,Jordan
2020-03-09,22,13,0.0,11.6,4,100,05:27 PM,05:53 AM,05:54 AM,05:40 PM,3,17,18,17,30,23,39,0.0,1014,22,10,160,18,Jordan
2020-03-10,21,15,0.0,10.2,4,100,06:37 PM,06:32 AM,05:53 AM,05:41 PM,5,17,18,17,10,46,45,0.0,1014,21,10,171,6,Jordan
2020-03-11,24,14,0.0,11.6,5,84,07:48 PM,07:10 AM,05:51 AM,05:42 PM,5,19,19,19,14,25,45,0.0,1013,24,10,114,8,Jordan
2020-03-12,25,16,0.0,11.6,5,76,08:57 PM,07:48 AM,05:50 AM,05:43 PM,3,20,20,20,33,48,34,2.1,1006,25,9,121,21,Jordan
2020-03-13,14,10,0.0,6.0,3,69,10:05 PM,08:26 AM,05:49 AM,05:43 PM,7,10,12,10,50,78,71,13.2,1000,14,9,141,36,Jordan
2020-03-14,12,9,0.0,8.8,3,62,11:12 PM,09:07 AM,05:48 AM,05:44 PM,9,8,10,8,33,72,90,17.2,1007,12,9,256,24,Jordan
2020-03-15,16,10,0.0,10.2,4,55,No moonrise,09:52 AM,05:46 AM,05:45 PM,10,13,13,13,11,39,80,0.0,1015,16,9,284,8,Jordan
2020-03-16,18,13,0.0,11.6,5,47,12:16 AM,10:39 AM,05:45 AM,05:45 PM,9,15,15,15,12,4,69,0.0,1013,18,10,254,9,Jordan
2020-03-17,15,7,0.0,8.8,3,40,01:16 AM,11:31 AM,05:44 AM,05:46 PM,7,10,12,10,29,46,73,4.3,1010,15,10,245,23,Jordan
2020-03-18,8,5,0.0,6.0,2,33,02:10 AM,12:25 PM,05:43 AM,05:47 PM,4,2,7,2,53,78,81,9.1,1011,8,9,260,40,Jordan
2020-03-19,10,6,0.0,6.0,2,25,02:58 AM,01:22 PM,05:41 AM,05:48 PM,5,4,8,4,42,80,81,0.8,1015,10,10,249,32,Jordan
2020-03-20,7,4,0.0,6.0,2,18,03:41 AM,02:18 PM,05:40 AM,05:48 PM,3,2,5,2,26,75,82,2.0,1014,7,7,250,19,Jordan
2020-03-21,9,4,0.0,6.1,2,11,04:18 AM,03:14 PM,05:39 AM,05:49 PM,2,3,6,3,22,67,79,9.5,1013,9,9,278,17,Jordan
2020-03-22,12,5,0.0,10.2,2,4,04:52 AM,04:09 PM,05:37 AM,05:50 PM,5,6,8,6,20,31,80,0.1,1016,12,10,282,14,Jordan
2020-03-23,19,8,0.0,11.6,4,0,05:23 AM,05:03 PM,05:36 AM,05:50 PM,2,13,13,13,8,30,50,0.3,1014,19,10,192,5,Jordan
2020-03-24,18,12,0.0,11.6,5,0,05:52 AM,05:56 PM,05:35 AM,05:51 PM,3,14,15,14,23,5,46,0.0,1009,18,10,207,16,Jordan
2020-03-25,16,10,0.0,11.6,3,3,06:20 AM,06:49 PM,05:34 AM,05:52 PM,6,11,12,11,17,20,68,0.0,1011,16,10,286,12,Jordan
2020-03-26,20,10,0.0,10.2,4,11,06:48 AM,07:43 PM,05:32 AM,05:52 PM,5,15,15,15,20,44,53,0.0,1009,20,10,112,14,Jordan
2020-03-27,19,12,0.0,11.6,5,18,07:18 AM,08:37 PM,05:31 AM,05:53 PM,5,15,15,15,18,8,53,0.0,1008,19,10,261,13,Jordan
2020-03-28,17,10,0.0,11.6,4,25,07:50 AM,09:33 PM,05:30 AM,05:54 PM,6,13,14,13,25,15,62,0.0,1013,17,10,295,18,Jordan
2020-03-29,14,8,0.0,11.6,4,32,08:24 AM,10:30 PM,05:29 AM,05:54 PM,4,8,11,8,34,24,67,0.0,1014,14,10,263,26,Jordan
2020-03-30,19,10,0.0,11.6,5,40,09:04 AM,11:28 PM,05:27 AM,05:55 PM,2,14,15,14,26,9,44,0.0,1014,19,10,263,17,Jordan
2020-03-31,23,13,0.0,11.6,5,44,09:50 AM,No moonset,05:26 AM,05:56 PM,4,16,17,16,30,7,44,0.0,1010,23,10,193,20,Jordan
2020-04-01,14,10,0.0,7.5,3,56,10:42 AM,12:24 AM,05:25 AM,05:56 PM,8,10,12,10,34,54,77,0.9,1012,14,10,256,26,Jordan
2020-04-02,16,9,0.0,11.6,4,64,11:40 AM,01:20 AM,05:23 AM,05:57 PM,6,11,12,11,19,23,71,0.0,1015,16,10,271,14,Jordan
2020-04-03,18,10,0.0,11.6,5,71,12:44 PM,02:11 AM,05:22 AM,05:58 PM,3,13,14,13,19,8,50,0.0,1016,18,10,255,14,Jordan
2020-04-04,24,13,0.0,11.6,6,79,01:52 PM,02:59 AM,05:21 AM,05:58 PM,4,18,19,18,12,10,42,0.0,1016,24,10,147,7,Jordan
2020-04-05,28,17,0.0,11.6,6,87,03:01 PM,03:43 AM,05:20 AM,05:59 PM,3,21,21,21,38,28,33,0.0,1012,28,10,186,23,Jordan
2020-04-06,19,14,0.0,12.8,5,94,04:11 PM,04:23 AM,05:18 AM,06:00 PM,7,16,17,16,19,23,55,0.0,1015,19,10,284,14,Jordan
2020-04-07,18,11,0.0,12.8,5,100,05:22 PM,05:02 AM,05:17 AM,06:00 PM,3,13,14,13,19,14,50,0.0,1014,18,10,280,14,Jordan
2020-04-08,16,8,0.0,11.9,3,100,06:32 PM,05:39 AM,05:16 AM,06:01 PM,5,11,12,11,15,56,65,0.0,1014,16,10,297,12,Jordan
2020-04-09,16,10,0.0,12.9,4,83,07:43 PM,06:17 AM,05:15 AM,06:02 PM,5,12,12,12,20,11,60,0.0,1013,16,10,280,15,Jordan
2020-04-10,14,8,0.0,8.1,3,76,08:53 PM,06:58 AM,05:13 AM,06:02 PM,6,8,11,8,27,55,76,1.2,1013,14,10,265,21,Jordan
2020-04-11,14,8,0.0,9.4,3,68,10:01 PM,07:42 AM,05:12 AM,06:03 PM,8,9,11,9,24,55,80,0.7,1015,14,10,268,18,Jordan
2020-04-12,17,11,0.0,12.9,4,61,11:05 PM,08:30 AM,05:11 AM,06:04 PM,7,13,14,13,13,3,66,0.0,1017,17,10,296,11,Jordan
2020-04-13,20,12,0.0,12.9,5,53,No moonrise,09:22 AM,05:10 AM,06:04 PM,4,16,16,16,7,1,48,0.0,1017,20,10,240,6,Jordan
2020-04-14,23,13,0.0,13.0,5,46,12:04 AM,10:17 AM,05:09 AM,06:05 PM,2,18,18,18,17,4,38,0.0,1015,23,10,72,12,Jordan
2020-04-15,22,15,0.0,13.0,5,38,12:55 AM,11:15 AM,05:07 AM,06:06 PM,6,18,19,18,16,8,45,0.0,1017,22,10,256,11,Jordan
2020-04-16,23,15,0.0,13.0,6,30,01:41 AM,12:12 PM,05:06 AM,06:06 PM,5,19,19,19,20,17,43,0.6,1011,23,10,232,15,Jordan
2020-04-17,17,12,0.0,9.4,4,23,02:20 AM,01:08 PM,05:05 AM,06:07 PM,10,14,15,14,19,75,76,4.0,1010,17,10,286,15,Jordan
2020-04-18,24,13,0.0,13.0,6,15,02:55 AM,02:04 PM,05:04 AM,06:08 PM,8,18,19,18,13,7,54,0.0,1013,24,10,168,9,Jordan
2020-04-19,26,17,0.0,13.1,6,8,03:26 AM,02:58 PM,05:03 AM,06:08 PM,6,21,21,21,12,8,41,0.0,1011,26,10,85,7,Jordan
2020-04-20,27,18,0.0,13.1,6,0,03:55 AM,03:52 PM,05:02 AM,06:09 PM,6,22,22,22,18,6,37,0.0,1010,27,10,146,12,Jordan
2020-04-21,27,19,0.0,13.1,6,0,04:23 AM,04:44 PM,05:00 AM,06:10 PM,9,23,23,23,9,7,42,0.0,1010,27,10,239,6,Jordan
2020-04-22,28,20,0.0,13.5,7,0,04:51 AM,05:38 PM,04:59 AM,06:10 PM,6,24,24,23,21,2,35,0.0,1008,28,10,232,15,Jordan
2020-04-23,20,14,0.0,13.3,4,0,05:21 AM,06:32 PM,04:58 AM,06:11 PM,8,16,17,16,33,24,58,0.2,1010,20,10,258,26,Jordan
2020-04-24,27,14,0.0,9.7,5,7,05:52 AM,07:29 PM,04:57 AM,06:12 PM,5,20,20,20,22,52,40,0.7,1005,27,10,196,15,Jordan
2020-04-25,14,11,0.0,10.9,3,15,06:25 AM,08:25 PM,04:56 AM,06:12 PM,9,11,13,11,33,64,74,1.2,1008,14,10,275,25,Jordan
2020-04-26,17,9,0.0,13.3,3,22,07:04 AM,09:23 PM,04:55 AM,06:13 PM,6,12,13,12,27,37,65,0.4,1013,17,10,269,21,Jordan
2020-04-27,19,12,0.0,13.6,5,30,07:47 AM,10:20 PM,04:54 AM,06:14 PM,3,15,15,15,21,21,45,0.0,1013,19,10,259,16,Jordan
2020-04-28,23,15,0.0,13.6,6,37,08:36 AM,11:15 PM,04:53 AM,06:15 PM,4,19,19,19,14,6,38,0.0,1010,23,10,250,10,Jordan
2020-04-29,20,13,0.0,13.6,5,45,09:32 AM,No moonset,04:52 AM,06:15 PM,6,16,16,16,21,1,50,0.0,1012,20,10,289,16,Jordan
2020-04-30,22,12,0.0,13.3,4,52,10:32 AM,12:07 AM,04:51 AM,06:16 PM,7,16,17,16,17,32,57,0.0,1013,22,10,289,12,Jordan
2020-05-01,21,14,0.0,13.7,5,58,11:37 AM,12:55 AM,04:50 AM,06:17 PM,5,17,17,17,23,4,45,0.0,1013,21,10,278,18,Jordan
2020-05-02,22,15,0.0,13.7,5,65,12:43 PM,01:39 AM,04:49 AM,06:17 PM,1,18,18,18,22,9,34,0.0,1011,22,10,266,17,Jordan
2020-05-03,24,14,0.0,13.3,5,72,01:51 PM,02:18 AM,04:48 AM,06:18 PM,-0,19,19,19,17,14,29,0.0,1011,24,10,259,13,Jordan
2020-05-04,25,16,0.0,13.7,6,80,02:59 PM,02:56 AM,04:47 AM,06:19 PM,2,20,20,20,18,7,32,0.0,1010,25,10,283,13,Jordan
