date_time,Belarus_maxtempC,Belarus_mintempC,Belarus_totalSnow_cm,Belarus_sunHour,Belarus_uvIndex,Belarus_moon_illumination,Belarus_moonrise,Belarus_moonset,Belarus_sunrise,Belarus_sunset,Belarus_DewPointC,Belarus_FeelsLikeC,Belarus_HeatIndexC,Belarus_WindChillC,Belarus_WindGustKmph,Belarus_cloudcover,Belarus_humidity,Belarus_precipMM,Belarus_pressure,Belarus_tempC,Belarus_visibility,Belarus_winddirDegree,Belarus_windspeedKmph,Belarus_location
2020-01-01,-0,-7,0.0,5.8,1,37,12:49 PM,11:46 PM,09:28 AM,04:58 PM,-4,-7,-1,-7,37,43,83,0.1,1019,-0,9,307,24,Belarus
2020-01-02,2,-4,0.0,3.8,1,44,01:04 PM,No moonset,09:28 AM,04:59 PM,-1,-4,1,-4,35,71,87,0.0,1020,2,10,273,22,Belarus
2020-01-03,2,-4,0.0,5.8,2,51,01:18 PM,12:54 AM,09:28 AM,05:00 PM,-4,-4,0,-4,31,19,75,0.0,1017,2,10,254,17,Belarus
2020-01-04,2,-7,1.3,1.9,1,59,01:33 PM,02:03 AM,09:28 AM,05:02 PM,-1,-5,0,-5,36,89,90,2.3,1006,2,8,257,24,Belarus
2020-01-05,-1,-3,0.3,3.9,1,66,01:49 PM,03:13 AM,09:27 AM,05:03 PM,-5,-7,-2,-7,27,45,81,0.5,1017,-1,9,313,18,Belarus
2020-01-06,-1,-5,0.9,1.9,1,73,02:08 PM,04:24 AM,09:27 AM,05:04 PM,-3,-6,-2,-6,25,78,86,1.9,1025,-1,8,263,16,Belarus
2020-01-07,1,-5,0.0,1.9,1,80,02:31 PM,05:39 AM,09:27 AM,05:06 PM,0,-3,0,-3,19,93,96,0.3,1026,1,3,253,12,Belarus
2020-01-08,-1,-5,0.0,3.9,1,88,03:03 PM,06:53 AM,09:26 AM,05:07 PM,-3,-6,-1,-6,23,70,90,0.0,1024,-1,9,226,15,Belarus
2020-01-09,2,-5,0.0,2.0,1,95,03:46 PM,08:05 AM,09:25 AM,05:09 PM,1,-3,1,-3,24,90,97,2.4,1018,2,7,265,15,Belarus
2020-01-10,1,-3,0.0,2.0,1,100,04:42 PM,09:09 AM,09:25 AM,05:10 PM,0,-3,1,-3,22,99,98,8.1,1015,1,6,195,13,Belarus
2020-01-11,3,-4,0.0,2.0,1,100,05:52 PM,10:02 AM,09:24 AM,05:12 PM,1,-2,1,-2,20,84,96,12.7,1018,3,8,116,12,Belarus
2020-01-12,2,-4,0.0,3.9,1,83,07:13 PM,10:43 AM,09:23 AM,05:13 PM,-2,-5,0,-5,33,50,86,0.0,1023,2,10,243,20,Belarus
2020-01-13,3,-3,0.0,2.0,1,76,08:39 PM,11:15 AM,09:22 AM,05:15 PM,1,-3,1,-3,30,92,93,0.7,1017,3,10,254,19,Belarus
2020-01-14,2,-3,0.1,2.0,1,69,10:05 PM,11:40 AM,09:22 AM,05:16 PM,1,-2,1,-2,23,90,95,0.4,1020,2,9,222,14,Belarus
2020-01-15,2,-1,0.0,3.9,1,61,11:31 PM,12:00 PM,09:21 AM,05:18 PM,-1,-5,1,-5,35,53,86,0.0,1022,2,10,201,22,Belarus
2020-01-16,3,-1,0.0,2.0,1,54,No moonrise,12:18 PM,09:20 AM,05:20 PM,-0,-2,2,-2,29,72,86,0.0,1024,3,10,247,18,Belarus
2020-01-17,2,-2,0.0,5.8,1,47,12:54 AM,12:36 PM,09:19 AM,05:22 PM,-1,-3,1,-3,18,39,91,0.0,1031,2,9,247,11,Belarus
2020-01-18,2,-1,0.0,5.8,1,40,02:16 AM,12:55 PM,09:18 AM,05:23 PM,-5,-5,0,-5,30,19,71,0.0,1025,2,10,189,18,Belarus
2020-01-19,1,-5,0.0,5.8,2,32,03:39 AM,01:16 PM,09:16 AM,05:25 PM,-3,-3,-1,-3,11,2,83,0.0,1028,1,10,191,8,Belarus
2020-01-20,1,-2,0.0,3.9,1,25,04:59 AM,01:42 PM,09:15 AM,05:27 PM,-1,-5,-0,-5,26,53,92,0.0,1037,1,10,286,16,Belarus
2020-01-21,5,0,0.0,2.0,1,18,06:15 AM,02:15 PM,09:14 AM,05:29 PM,2,-2,3,-2,46,99,89,0.1,1026,5,10,277,29,Belarus
2020-01-22,4,-1,1.3,2.0,1,11,07:25 AM,02:57 PM,09:13 AM,05:31 PM,-0,-3,2,-3,42,91,81,7.1,1012,4,5,298,29,Belarus
2020-01-23,1,-2,0.1,2.1,1,3,08:24 AM,03:50 PM,09:11 AM,05:32 PM,-4,-6,-0,-6,36,66,73,0.4,1022,1,8,314,24,Belarus
2020-01-24,3,-3,0.0,2.1,1,0,09:11 AM,04:52 PM,09:10 AM,05:34 PM,0,-4,2,-4,39,96,89,0.4,1016,3,10,259,26,Belarus
2020-01-25,4,0,0.0,2.1,1,0,09:48 AM,06:00 PM,09:09 AM,05:36 PM,0,-2,3,-2,38,77,83,1.2,1011,4,6,278,26,Belarus
2020-01-26,3,-1,0.0,2.1,1,4,10:15 AM,07:11 PM,09:07 AM,05:38 PM,-1,-3,1,-3,23,65,88,0.0,1018,3,8,265,15,Belarus
2020-01-27,1,-0,0.3,2.1,1,11,10:37 AM,08:21 PM,09:06 AM,05:40 PM,-1,-3,1,-3,18,98,91,0.5,1016,1,7,226,12,Belarus
2020-01-28,2,-5,0.0,2.1,1,18,10:54 AM,09:31 PM,09:04 AM,05:42 PM,-1,-4,-0,-4,19,80,91,0.5,1008,2,9,191,12,Belarus
2020-01-29,2,0,12.8,2.1,1,26,11:10 AM,10:39 PM,09:02 AM,05:44 PM,0,-4,1,-4,24,100,97,15.1,997,2,5,128,16,Belarus
2020-01-30,1,-1,2.0,2.1,1,33,11:24 AM,11:48 PM,09:01 AM,05:46 PM,-0,-5,0,-5,35,98,96,3.4,998,1,7,305,23,Belarus
2020-01-31,2,-7,2.5,3.3,1,37,11:38 AM,No moonset,08:59 AM,05:48 PM,0,-2,0,-2,12,93,98,3.5,1000,2,4,190,8,Belarus
2020-02-01,4,-2,0.0,3.3,1,49,11:53 AM,12:56 AM,08:57 AM,05:50 PM,2,-1,2,-1,19,98,97,2.2,1001,4,4,232,12,Belarus
2020-02-02,6,0,0.0,3.4,2,57,12:10 PM,02:06 AM,08:56 AM,05:52 PM,3,-0,5,-0,42,98,86,5.7,993,6,6,251,29,Belarus
2020-02-03,2,0,0.0,5.2,1,64,12:31 PM,03:18 AM,08:54 AM,05:54 PM,-2,-5,1,-5,40,71,77,0.4,995,2,9,287,28,Belarus
2020-02-04,0,-2,0.0,3.4,1,72,12:58 PM,04:30 AM,08:52 AM,05:56 PM,-3,-4,-1,-4,15,76,83,0.0,999,0,10,175,11,Belarus
2020-02-05,-3,-4,0.0,5.2,1,79,01:34 PM,05:43 AM,08:50 AM,05:58 PM,-9,-9,-3,-9,25,46,63,0.0,1012,-3,10,117,18,Belarus
2020-02-06,2,-10,0.3,4.8,1,87,02:22 PM,06:50 AM,08:48 AM,06:00 PM,-4,-7,-2,-7,34,69,82,0.8,1012,2,8,279,23,Belarus
2020-02-07,-3,-6,0.0,9.6,2,95,03:26 PM,07:49 AM,08:47 AM,06:02 PM,-13,-11,-5,-11,30,2,54,0.0,1021,-3,10,317,21,Belarus
2020-02-08,-0,-5,2.1,4.8,1,100,04:43 PM,08:36 AM,08:45 AM,06:04 PM,-6,-8,-2,-8,27,87,76,2.6,1024,-0,7,293,18,Belarus
2020-02-09,1,-3,0.0,9.6,2,100,06:09 PM,09:12 AM,08:43 AM,06:06 PM,-4,-6,-1,-6,26,28,80,0.0,1023,1,9,229,15,Belarus
2020-02-10,3,-1,0.3,8.2,1,83,07:39 PM,09:41 AM,08:41 AM,06:08 PM,-2,-5,1,-5,51,46,80,3.5,1000,3,9,202,32,Belarus
2020-02-11,1,-0,1.4,6.5,1,75,09:08 PM,10:03 AM,08:39 AM,06:10 PM,-1,-3,1,-3,23,89,90,2.2,990,1,6,233,16,Belarus
2020-02-12,1,-3,2.1,4.9,1,68,10:35 PM,10:22 AM,08:37 AM,06:12 PM,-2,-6,-0,-6,36,96,90,3.3,997,1,7,263,25,Belarus
2020-02-13,1,-1,0.7,4.9,1,60,No moonrise,10:41 AM,08:35 AM,06:14 PM,-2,-6,0,-6,35,96,89,0.9,1006,1,8,254,24,Belarus
2020-02-14,1,-3,0.0,8.3,1,53,12:02 AM,11:00 AM,08:33 AM,06:16 PM,-2,-3,-0,-3,16,69,89,0.0,1017,1,10,178,10,Belarus
2020-02-15,2,-1,0.1,8.3,1,45,01:26 AM,11:21 AM,08:31 AM,06:18 PM,-2,-2,-0,-2,11,63,89,0.2,1024,2,10,127,7,Belarus
2020-02-16,3,-1,0.0,9.9,1,38,02:48 AM,11:46 AM,08:28 AM,06:20 PM,-2,-5,1,-5,40,54,82,0.0,1024,3,10,202,25,Belarus
2020-02-17,8,3,0.0,5.0,2,30,04:07 AM,12:16 PM,08:26 AM,06:22 PM,1,0,5,0,40,70,78,1.4,1014,8,8,229,25,Belarus
2020-02-18,6,3,0.0,5.0,1,22,05:19 AM,12:55 PM,08:24 AM,06:24 PM,2,0,4,0,30,81,83,1.4,1013,6,8,237,20,Belarus
2020-02-19,4,1,0.3,5.0,1,15,06:20 AM,01:44 PM,08:22 AM,06:26 PM,-1,-2,3,-2,29,76,80,0.9,1013,4,9,242,20,Belarus
2020-02-20,3,0,0.8,5.0,1,7,07:10 AM,02:42 PM,08:20 AM,06:28 PM,-0,-1,1,-1,16,78,90,1.4,1016,3,8,226,9,Belarus
2020-02-21,4,-0,0.1,10.0,1,0,07:49 AM,03:48 PM,08:18 AM,06:30 PM,-1,-2,2,-2,24,50,82,0.1,1017,4,10,201,16,Belarus
2020-02-22,5,1,0.0,8.3,1,0,08:18 AM,04:58 PM,08:15 AM,06:32 PM,-1,-2,2,-2,31,74,82,0.9,1017,5,7,226,22,Belarus
2020-02-23,4,1,0.2,5.1,1,0,08:41 AM,06:08 PM,08:13 AM,06:34 PM,-1,-3,3,-3,42,89,77,1.7,1002,4,5,258,30,Belarus
2020-02-24,3,-1,0.0,10.0,1,0,09:00 AM,07:18 PM,08:11 AM,06:36 PM,-3,-4,1,-4,30,44,74,0.0,1002,3,9,292,21,Belarus
2020-02-25,2,-1,0.0,5.1,1,8,09:16 AM,08:27 PM,08:09 AM,06:38 PM,-1,-4,1,-4,28,80,87,2.6,1001,2,9,211,18,Belarus
2020-02-26,4,-4,0.0,10.3,1,15,09:31 AM,09:36 PM,08:06 AM,06:40 PM,-2,-3,1,-3,29,30,80,0.1,995,4,10,231,18,Belarus
2020-02-27,2,-1,0.3,6.8,1,23,09:44 AM,10:44 PM,08:04 AM,06:42 PM,-2,-3,1,-3,19,62,82,0.4,999,2,9,237,11,Belarus
2020-02-28,2,-2,1.0,6.8,1,30,09:59 AM,11:53 PM,08:02 AM,06:44 PM,-3,-4,-0,-4,20,71,81,1.2,999,2,9,209,14,Belarus
2020-02-29,2,-2,0.0,6.8,1,38,10:14 AM,No moonset,08:00 AM,06:46 PM,-3,-5,0,-5,23,68,82,0.0,1010,2,10,244,16,Belarus
2020-03-01,4,-3,0.0,5.5,1,44,10:33 AM,01:03 AM,07:57 AM,06:47 PM,-1,-3,2,-3,36,81,79,1.1,1006,4,8,196,25,Belarus
2020-03-02,6,-1,0.0,5.5,1,51,10:56 AM,02:14 AM,07:55 AM,06:49 PM,3,0,4,0,24,100,92,2.5,1003,6,10,176,17,Belarus
2020-03-03,8,1,0.0,5.5,2,58,11:27 AM,03:25 AM,07:53 AM,06:51 PM,4,3,6,3,21,91,84,0.5,1003,8,7,174,14,Belarus
2020-03-04,9,4,0.0,5.5,2,65,12:08 PM,04:33 AM,07:50 AM,06:53 PM,5,5,7,5,17,86,87,1.8,1007,9,8,225,11,Belarus
2020-03-05,5,4,0.1,5.5,1,73,01:03 PM,05:35 AM,07:48 AM,06:55 PM,2,2,4,2,17,100,86,6.7,1007,5,6,258,13,Belarus
2020-03-06,7,2,0.0,5.6,1,80,02:12 PM,06:26 AM,07:46 AM,06:57 PM,2,2,4,2,12,78,84,0.0,1007,7,10,82,9,Belarus
2020-03-07,8,1,0.0,5.6,2,87,03:34 PM,07:07 AM,07:43 AM,06:59 PM,5,4,6,4,17,96,92,1.7,1006,8,9,165,12,Belarus
2020-03-08,8,5,0.0,5.8,2,95,05:02 PM,07:38 AM,07:41 AM,07:01 PM,3,4,6,4,14,83,83,1.0,1013,8,10,252,10,Belarus
2020-03-09,7,4,0.0,5.8,2,100,06:33 PM,08:03 AM,07:39 AM,07:03 PM,2,4,5,4,11,72,82,1.0,1013,7,10,208,8,Belarus
2020-03-10,9,5,0.0,11.6,2,100,08:04 PM,08:24 AM,07:36 AM,07:05 PM,2,5,6,5,12,43,77,0.3,1013,9,9,237,8,Belarus
2020-03-11,7,4,0.0,7.3,2,84,09:35 PM,08:43 AM,07:34 AM,07:07 PM,2,1,5,1,33,67,83,4.1,1003,7,10,231,22,Belarus
2020-03-12,10,2,0.0,7.3,2,76,11:03 PM,09:02 AM,07:31 AM,07:09 PM,2,1,5,1,45,58,77,2.7,1003,10,9,253,31,Belarus
2020-03-13,5,2,0.0,7.3,1,69,No moonrise,09:23 AM,07:29 AM,07:11 PM,-2,-2,3,-2,42,73,70,0.9,1003,5,9,260,31,Belarus
2020-03-14,2,-4,1.0,7.4,1,62,12:30 AM,09:46 AM,07:26 AM,07:13 PM,-5,-7,-0,-7,37,76,72,2.7,1008,2,6,285,27,Belarus
2020-03-15,1,-7,0.0,11.6,1,55,01:54 AM,10:15 AM,07:24 AM,07:15 PM,-9,-7,-2,-7,28,26,58,0.2,1025,1,10,309,20,Belarus
2020-03-16,6,-2,0.0,8.8,1,47,03:11 AM,10:52 AM,07:22 AM,07:17 PM,-9,-3,1,-3,34,47,49,0.1,1024,6,10,218,21,Belarus
2020-03-17,6,2,0.0,10.2,1,40,04:17 AM,11:39 AM,07:19 AM,07:18 PM,-1,1,4,1,19,55,72,1.6,1024,6,10,296,13,Belarus
2020-03-18,11,2,0.0,8.8,2,33,05:11 AM,12:35 PM,07:17 AM,07:20 PM,2,3,6,3,28,52,74,0.0,1025,11,10,232,17,Belarus
2020-03-19,8,4,0.0,6.0,2,25,05:53 AM,01:39 PM,07:14 AM,07:22 PM,4,4,7,4,29,81,82,1.4,1019,8,7,276,19,Belarus
2020-03-20,7,1,0.0,7.4,1,18,06:24 AM,02:47 PM,07:12 AM,07:24 PM,-2,0,4,0,21,52,69,0.0,1022,7,10,294,14,Belarus
2020-03-21,1,-2,0.5,6.1,1,11,06:48 AM,03:58 PM,07:09 AM,07:26 PM,-4,-4,1,-4,27,71,73,0.7,1022,1,9,159,20,Belarus
2020-03-22,0,-4,0.0,8.9,1,4,07:07 AM,05:08 PM,07:07 AM,07:28 PM,-9,-9,-2,-9,41,68,60,0.5,1028,0,8,40,30,Belarus
2020-03-23,1,-4,0.0,11.6,2,0,07:24 AM,06:17 PM,07:04 AM,07:30 PM,-11,-7,-2,-7,23,2,48,0.0,1039,1,10,45,16,Belarus
2020-03-24,4,-5,0.0,11.6,2,0,07:38 AM,07:26 PM,07:02 AM,07:32 PM,-11,-3,0,-3,12,1,46,0.0,1040,4,10,30,9,Belarus
2020-03-25,7,-2,0.0,11.6,2,3,07:52 AM,08:34 PM,06:59 AM,07:33 PM,-9,1,2,1,6,14,44,0.0,1039,7,10,305,4,Belarus
2020-03-26,10,3,0.0,11.6,3,11,08:05 AM,09:44 PM,06:57 AM,07:35 PM,-5,6,6,6,7,2,46,0.0,1037,10,10,151,5,Belarus
2020-03-27,11,2,0.0,10.3,2,18,08:20 AM,10:53 PM,06:54 AM,07:37 PM,-3,3,6,3,18,33,55,0.0,1031,11,10,95,11,Belarus
2020-03-28,13,4,0.0,10.3,2,25,08:37 AM,No moonset,06:52 AM,07:39 PM,1,7,8,7,10,46,67,0.0,1020,13,10,97,6,Belarus
2020-03-29,11,0,0.0,7.7,2,32,08:58 AM,12:04 AM,06:49 AM,07:41 PM,2,4,7,4,19,84,72,0.1,1010,11,10,149,14,Belarus
2020-03-30,1,-2,0.3,7.8,1,40,09:26 AM,01:15 AM,06:47 AM,07:43 PM,-9,-6,-1,-6,28,81,55,0.4,1015,1,9,13,22,Belarus
2020-03-31,2,-3,0.0,11.6,2,44,10:01 AM,02:23 AM,06:44 AM,07:45 PM,-12,-4,-0,-4,17,24,41,0.0,1021,2,10,306,13,Belarus
2020-04-01,4,-2,0.0,6.5,1,56,10:49 AM,03:26 AM,06:42 AM,07:46 PM,-5,-4,1,-4,29,89,65,0.0,1014,4,10,255,22,Belarus
2020-04-02,5,0,0.1,6.5,1,64,11:51 AM,04:20 AM,06:39 AM,07:48 PM,-1,-2,3,-2,33,94,80,0.5,1007,5,7,252,24,Belarus
2020-04-03,6,2,0.0,6.6,1,71,01:05 PM,05:03 AM,06:37 AM,07:50 PM,-1,-1,4,-1,36,71,72,1.2,1004,6,9,239,26,Belarus
2020-04-04,7,0,0.0,11.6,1,79,02:28 PM,05:37 AM,06:34 AM,07:52 PM,-5,-2,3,-2,32,31,59,0.2,1018,7,10,274,22,Belarus
2020-04-05,9,-1,0.0,11.6,3,87,03:57 PM,06:03 AM,06:32 AM,07:54 PM,-3,1,4,1,21,11,60,0.0,1033,9,10,293,14,Belarus
2020-04-06,12,2,0.0,11.6,3,94,05:27 PM,06:25 AM,06:30 AM,07:56 PM,-1,6,7,6,16,7,57,0.0,1035,12,10,274,11,Belarus
2020-04-07,14,5,0.0,11.6,4,100,06:58 PM,06:45 AM,06:27 AM,07:57 PM,-0,7,9,7,21,0,52,0.0,1034,14,10,218,14,Belarus
2020-04-08,14,6,0.0,11.6,4,100,08:29 PM,07:03 AM,06:25 AM,07:59 PM,2,8,10,8,23,13,61,0.0,1027,14,10,301,15,Belarus
2020-04-09,14,5,0.0,6.9,3,83,10:00 PM,07:23 AM,06:22 AM,08:01 PM,3,7,9,7,25,72,68,1.0,1018,14,10,258,17,Belarus
2020-04-10,8,1,0.0,10.4,2,76,11:29 PM,07:45 AM,06:20 AM,08:03 PM,-2,1,5,1,30,32,61,0.1,1019,8,10,329,22,Belarus
2020-04-11,7,1,0.0,11.6,2,68,No moonrise,08:11 AM,06:18 AM,08:05 PM,-5,-0,4,-0,23,11,54,0.0,1024,7,10,334,17,Belarus
2020-04-12,9,2,0.0,7.0,2,61,12:52 AM,08:45 AM,06:15 AM,08:07 PM,-4,2,5,2,22,61,52,0.0,1023,9,10,233,14,Belarus
2020-04-13,14,4,0.0,8.1,2,53,02:06 AM,09:30 AM,06:13 AM,08:08 PM,2,4,8,4,33,51,68,5.5,1006,14,10,235,23,Belarus
2020-04-14,6,0,0.6,8.1,1,46,03:07 AM,10:24 AM,06:11 AM,08:10 PM,-4,-2,3,-2,28,49,64,1.1,1007,6,9,283,22,Belarus
2020-04-15,6,-0,0.3,7.0,1,38,03:54 AM,11:28 AM,06:08 AM,08:12 PM,-1,-2,3,-2,38,80,75,2.4,1008,6,9,277,29,Belarus
2020-04-16,8,-2,0.0,8.2,2,30,04:29 AM,12:36 PM,06:06 AM,08:14 PM,2,1,5,1,45,80,77,0.8,1004,8,9,282,31,Belarus
2020-04-17,7,1,0.0,9.3,2,23,04:55 AM,01:47 PM,06:04 AM,08:16 PM,-4,-1,4,-1,36,32,58,0.5,1009,7,10,299,26,Belarus
2020-04-18,8,-0,0.0,7.1,1,15,05:16 AM,02:57 PM,06:01 AM,08:18 PM,-3,-1,3,-1,31,51,65,0.1,1015,8,10,304,22,Belarus
2020-04-19,6,0,0.0,12.4,1,8,05:32 AM,04:07 PM,05:59 AM,08:19 PM,-2,-1,3,-1,24,47,70,0.6,1016,6,10,327,17,Belarus
2020-04-20,7,0,0.0,11.3,1,0,05:47 AM,05:16 PM,05:57 AM,08:21 PM,-1,-0,4,-0,23,50,73,0.1,1023,7,10,297,16,Belarus
2020-04-21,9,1,0.0,11.3,2,0,06:00 AM,06:24 PM,05:55 AM,08:23 PM,0,2,5,2,21,61,72,0.1,1026,9,10,180,14,Belarus
2020-04-22,12,4,0.0,13.4,3,0,06:13 AM,07:34 PM,05:53 AM,08:25 PM,1,5,8,5,21,35,66,0.2,1025,12,10,263,15,Belarus
2020-04-23,12,5,0.0,13.4,3,0,06:27 AM,08:44 PM,05:50 AM,08:27 PM,3,6,9,6,23,47,67,0.0,1019,12,10,293,15,Belarus
2020-04-24,13,5,0.0,12.4,2,7,06:43 AM,09:55 PM,05:48 AM,08:29 PM,3,6,9,6,23,49,72,0.5,1007,13,10,276,16,Belarus
2020-04-25,9,4,0.0,10.3,2,15,07:03 AM,11:07 PM,05:46 AM,08:31 PM,2,4,7,4,23,69,72,0.2,999,9,10,160,16,Belarus
2020-04-26,9,1,0.0,13.5,2,22,07:28 AM,No moonset,05:44 AM,08:32 PM,-2,2,5,2,19,35,61,0.2,1006,9,10,324,13,Belarus
2020-04-27,11,3,0.0,12.4,2,30,08:00 AM,12:17 AM,05:42 AM,08:34 PM,0,4,6,4,22,44,66,0.1,1010,11,10,307,14,Belarus
2020-04-28,15,4,0.0,10.4,3,37,08:43 AM,01:22 AM,05:40 AM,08:36 PM,3,8,10,8,23,60,64,0.8,1008,15,10,215,15,Belarus
2020-04-29,9,6,0.0,9.4,2,45,09:39 AM,02:18 AM,05:37 AM,08:38 PM,5,6,8,6,18,85,81,0.9,1004,9,8,182,12,Belarus
2020-04-30,10,3,0.0,14.5,3,52,10:48 AM,03:04 AM,05:35 AM,08:40 PM,-0,3,6,3,21,23,67,0.0,1011,10,10,59,15,Belarus
2020-05-01,13,3,0.0,14.5,3,58,12:06 PM,03:39 AM,05:33 AM,08:42 PM,2,6,8,6,21,19,67,0.0,1012,13,10,90,14,Belarus
2020-05-02,16,8,0.0,9.5,3,65,01:30 PM,04:07 AM,05:31 AM,08:43 PM,9,10,11,10,21,94,84,6.0,1007,16,10,154,15,Belarus
2020-05-03,18,10,0.0,13.5,4,72,02:56 PM,04:29 AM,05:29 AM,08:45 PM,9,13,14,13,12,51,77,8.6,1007,18,8,216,8,Belarus
2020-05-04,12,9,0.0,9.5,3,80,04:24 PM,04:48 AM,05:27 AM,08:47 PM,8,8,10,8,23,79,84,0.9,1011,12,8,333,14,Belarus
2020-05-05,15,9,0.0,9.5,3,87,05:54 PM,05:06 AM,05:25 AM,08:49 PM,5,10,11,10,16,85,66,0.4,1010,15,10,128,10,Belarus
2020-05-06,11,5,0.0,9.6,3,94,07:24 PM,05:24 AM,05:23 AM,08:51 PM,9,7,10,7,28,99,91,2.0,1004,11,5,261,19,Belarus
2020-05-07,13,7,0.0,13.5,3,100,08:54 PM,05:44 AM,05:21 AM,08:53 PM,4,6,10,6,34,52,70,1.0,1006,13,8,265,25,Belarus
2020-05-08,12,3,0.0,14.5,3,100,10:23 PM,06:08 AM,05:19 AM,08:54 PM,1,5,7,5,22,10,64,0.0,1015,12,10,313,15,Belarus
2020-05-09,15,6,0.0,13.5,3,84,11:45 PM,06:38 AM,05:18 AM,08:56 PM,5,10,11,10,17,46,70,0.1,1013,15,10,269,11,Belarus
2020-05-10,17,8,0.0,13.5,3,77,No moonrise,07:18 AM,05:16 AM,08:58 PM,7,12,13,12,13,41,71,0.2,1011,17,10,281,8,Belarus
2020-05-11,20,8,0.0,12.8,4,70,12:55 AM,08:09 AM,05:14 AM,09:00 PM,10,14,15,14,32,47,75,1.4,1003,20,10,181,20,Belarus
2020-05-12,9,3,0.0,13.7,2,62,01:50 AM,09:11 AM,05:12 AM,09:01 PM,4,4,7,4,35,77,82,4.5,1001,9,8,293,25,Belarus
2020-05-13,10,1,0.0,15.6,2,55,02:30 AM,10:19 AM,05:10 AM,09:03 PM,2,2,5,2,31,36,77,2.3,1012,10,10,251,21,Belarus
2020-05-14,10,2,0.0,15.6,2,48,03:00 AM,11:32 AM,05:09 AM,09:05 PM,-0,3,6,3,16,36,68,0.1,1013,10,10,281,11,Belarus
2020-05-15,11,4,0.0,15.6,2,40,03:23 AM,12:43 PM,05:07 AM,09:07 PM,1,6,7,6,9,46,69,1.4,1013,11,9,263,7,Belarus
2020-05-16,11,4,0.0,15.6,2,33,03:40 AM,01:54 PM,05:05 AM,09:08 PM,3,5,8,5,26,42,72,0.4,1014,11,10,263,18,Belarus
2020-05-17,13,5,0.0,13.8,3,26,03:55 AM,03:04 PM,05:04 AM,09:10 PM,5,6,9,6,33,59,78,1.5,1019,13,10,272,23,Belarus
2020-05-18,12,6,0.0,14.7,2,19,04:08 AM,04:12 PM,05:02 AM,09:11 PM,4,4,8,4,32,55,77,4.1,1015,12,9,287,22,Belarus
2020-05-19,10,5,0.0,12.1,2,11,04:21 AM,05:22 PM,05:01 AM,09:13 PM,5,6,8,6,13,94,87,6.5,1013,10,8,238,8,Belarus
2020-05-20,11,6,0.0,16.6,2,4,04:35 AM,06:31 PM,04:59 AM,09:15 PM,3,5,8,5,29,42,71,6.7,1014,11,9,320,21,Belarus
2020-05-21,8,-1,0.0,14.1,2,0,04:50 AM,07:43 PM,04:58 AM,09:16 PM,3,1,5,1,33,63,83,0.6,1015,8,10,320,24,Belarus
2020-05-22,10,4,0.0,12.5,2,0,05:08 AM,08:56 PM,04:56 AM,09:18 PM,4,3,6,3,26,88,85,1.1,1018,10,10,288,20,Belarus
2020-05-23,16,3,0.0,16.6,4,3,05:31 AM,10:07 PM,04:55 AM,09:19 PM,3,8,10,8,11,18,70,0.0,1023,16,10,110,8,Belarus
2020-05-24,12,5,0.0,13.3,3,10,06:01 AM,11:16 PM,04:54 AM,09:21 PM,4,8,9,8,13,80,71,0.0,1020,12,10,219,9,Belarus
2020-05-25,15,8,0.0,14.2,3,17,06:40 AM,No moonset,04:52 AM,09:22 PM,7,11,11,11,10,78,75,0.9,1021,15,10,198,6,Belarus
2020-05-26,17,9,0.0,15.0,3,25,07:33 AM,12:15 AM,04:51 AM,09:24 PM,9,12,13,12,18,54,79,2.1,1025,17,10,67,12,Belarus
2020-05-27,17,10,0.0,15.0,3,32,08:37 AM,01:05 AM,04:50 AM,09:25 PM,8,12,13,12,20,50,70,0.5,1024,17,10,28,12,Belarus
2020-05-28,17,9,0.0,14.2,4,39,09:53 AM,01:44 AM,04:49 AM,09:26 PM,9,13,13,13,18,54,74,2.9,1020,17,10,246,11,Belarus
2020-05-29,12,9,0.0,12.6,3,47,11:14 AM,02:12 AM,04:48 AM,09:28 PM,10,9,12,9,45,89,86,6.9,1014,12,8,23,29,Belarus
2020-05-30,14,7,0.0,12.6,3,54,12:37 PM,02:35 AM,04:47 AM,09:29 PM,11,9,12,9,46,100,92,16.5,1009,14,9,34,31,Belarus
2020-05-31,15,11,0.0,13.4,3,58,02:02 PM,02:55 AM,04:46 AM,09:30 PM,9,10,12,10,48,84,83,3.9,1010,15,9,42,32,Belarus
2020-06-01,13,7,0.0,14.2,3,71,03:28 PM,03:12 AM,04:45 AM,09:32 PM,4,7,10,7,30,53,66,0.8,1018,13,10,28,21,Belarus
2020-06-02,10,8,0.0,12.7,2,79,04:55 PM,03:29 AM,04:44 AM,09:33 PM,7,5,9,5,45,97,89,2.2,1007,10,8,29,31,Belarus
2020-06-03,14,2,0.0,12.7,3,86,06:23 PM,03:47 AM,04:43 AM,09:34 PM,9,8,11,8,27,79,85,8.0,1005,14,9,90,18,Belarus
2020-06-04,15,8,0.0,14.3,3,94,07:52 PM,04:08 AM,04:42 AM,09:35 PM,9,10,11,10,20,66,85,4.0,1001,15,7,139,13,Belarus
2020-06-05,20,8,0.0,15.8,4,100,09:18 PM,04:34 AM,04:41 AM,09:36 PM,11,14,14,14,20,35,82,4.5,1001,20,9,171,14,Belarus
