date_time,Uruguay_maxtempC,Uruguay_mintempC,Uruguay_totalSnow_cm,Uruguay_sunHour,Uruguay_uvIndex,Uruguay_moon_illumination,Uruguay_moonrise,Uruguay_moonset,Uruguay_sunrise,Uruguay_sunset,Uruguay_DewPointC,Uruguay_FeelsLikeC,Uruguay_HeatIndexC,Uruguay_WindChillC,Uruguay_WindGustKmph,Uruguay_cloudcover,Uruguay_humidity,Uruguay_precipMM,Uruguay_pressure,Uruguay_tempC,Uruguay_visibility,Uruguay_winddirDegree,Uruguay_windspeedKmph,Uruguay_location
2020-11-15,22,16,0.0,12.2,5,0,05:52 AM,08:11 PM,05:31 AM,07:29 PM,14,20,20,20,23,43,71,0.2,1013,22,10,171,18,Uruguay
2020-11-16,21,15,0.0,14.0,5,2,06:37 AM,09:24 PM,05:30 AM,07:30 PM,7,18,18,18,19,13,51,0.0,1015,21,10,180,14,Uruguay
2020-11-17,24,14,0.0,14.0,6,9,07:30 AM,10:32 PM,05:30 AM,07:31 PM,6,19,19,19,12,7,45,0.0,1015,24,10,146,8,Uruguay
2020-11-18,23,17,0.0,11.1,5,17,08:27 AM,11:32 PM,05:29 AM,07:32 PM,11,20,20,20,17,51,58,2.4,1016,23,10,165,13,Uruguay
2020-11-19,19,16,0.0,9.9,4,24,09:30 AM,No moonset,05:29 AM,07:33 PM,10,17,17,17,21,59,63,0.3,1018,19,10,154,15,Uruguay
2020-11-20,23,15,0.0,14.1,5,32,10:33 AM,12:22 AM,05:28 AM,07:34 PM,11,18,19,18,20,12,62,0.0,1018,23,10,94,15,Uruguay
2020-11-21,26,14,0.0,14.1,6,39,11:36 AM,01:05 AM,05:28 AM,07:35 PM,12,19,20,19,20,21,64,0.0,1018,26,10,51,14,Uruguay
2020-11-22,28,13,0.0,14.1,6,47,12:35 PM,01:40 AM,05:27 AM,07:36 PM,11,20,20,20,21,5,59,0.0,1019,28,10,43,15,Uruguay
2020-11-23,29,15,0.0,13.4,5,54,01:34 PM,02:11 AM,05:27 AM,07:37 PM,12,22,22,22,28,16,55,0.0,1016,29,10,33,19,Uruguay
2020-11-24,33,18,0.0,13.4,6,62,02:29 PM,02:39 AM,05:26 AM,07:38 PM,15,26,26,25,24,28,55,0.2,1011,33,10,33,17,Uruguay
2020-11-25,28,22,0.0,8.8,6,70,03:25 PM,03:05 AM,05:26 AM,07:39 PM,19,26,26,24,16,78,73,6.1,1008,28,9,157,11,Uruguay
2020-11-26,24,18,0.0,14.1,6,77,04:19 PM,03:31 AM,05:26 AM,07:40 PM,14,22,22,21,21,8,66,0.0,1012,24,10,188,16,Uruguay
2020-11-27,30,13,0.0,14.2,6,85,05:15 PM,03:57 AM,05:25 AM,07:41 PM,9,22,22,21,24,1,46,0.0,1016,30,10,42,16,Uruguay
2020-11-28,30,16,0.0,14.2,5,92,06:12 PM,04:25 AM,05:25 AM,07:42 PM,17,24,24,23,26,19,68,0.0,1013,30,10,45,19,Uruguay
2020-11-29,28,21,0.0,12.2,6,100,07:10 PM,04:56 AM,05:25 AM,07:42 PM,18,26,26,24,20,49,72,12.1,1009,28,9,159,14,Uruguay
2020-11-30,22,17,0.0,12.2,4,100,08:08 PM,05:31 AM,05:25 AM,07:43 PM,10,19,20,19,27,42,57,2.0,1017,22,10,136,21,Uruguay
2020-12-01,28,14,0.0,14.2,6,89,09:05 PM,06:11 AM,05:24 AM,07:44 PM,10,21,21,20,18,7,54,0.0,1015,28,10,52,13,Uruguay
2020-12-02,31,16,0.0,14.2,7,82,10:00 PM,06:57 AM,05:24 AM,07:45 PM,13,24,24,23,23,13,54,0.0,1009,31,10,38,16,Uruguay
2020-12-03,25,19,0.0,12.3,5,75,10:51 PM,07:50 AM,05:24 AM,07:46 PM,12,23,23,22,19,36,58,8.1,1008,25,9,140,15,Uruguay
2020-12-04,20,15,0.0,14.2,5,67,11:38 PM,08:47 AM,05:24 AM,07:47 PM,8,18,18,18,23,14,54,0.0,1019,20,10,158,17,Uruguay
2020-12-05,20,15,0.0,14.2,5,60,No moonrise,09:50 AM,05:24 AM,07:48 PM,6,17,17,17,17,21,48,0.0,1025,20,10,157,14,Uruguay
2020-12-06,22,11,0.0,14.2,5,53,12:18 AM,10:54 AM,05:24 AM,07:48 PM,7,16,17,16,17,0,55,0.0,1022,22,10,79,13,Uruguay
2020-12-07,24,13,0.0,14.3,6,46,12:55 AM,11:59 AM,05:24 AM,07:49 PM,9,18,19,18,21,1,57,0.0,1019,24,10,69,15,Uruguay
2020-12-08,27,15,0.0,14.3,6,38,01:29 AM,01:05 PM,05:24 AM,07:50 PM,13,22,22,21,20,13,63,0.0,1017,27,10,61,15,Uruguay
2020-12-09,31,17,0.0,14.3,7,31,02:01 AM,02:12 PM,05:24 AM,07:51 PM,15,24,24,24,21,7,59,0.0,1014,31,10,210,15,Uruguay
2020-12-10,35,20,0.0,14.3,7,24,02:32 AM,03:21 PM,05:25 AM,07:52 PM,14,29,29,28,25,6,45,0.0,1008,35,10,257,17,Uruguay
2020-12-11,26,13,0.0,13.4,5,17,03:06 AM,04:31 PM,05:25 AM,07:52 PM,13,24,24,22,27,33,54,0.2,1006,26,10,208,19,Uruguay
2020-12-12,35,20,0.0,14.3,7,9,03:43 AM,05:44 PM,05:25 AM,07:53 PM,7,26,26,26,15,12,33,0.9,1006,35,10,186,9,Uruguay
2020-12-13,22,12,0.0,10.0,4,2,04:24 AM,06:57 PM,05:25 AM,07:54 PM,14,19,20,19,33,65,67,17.8,1007,22,9,252,22,Uruguay
2020-12-14,29,16,0.0,14.3,6,0,05:12 AM,08:08 PM,05:25 AM,07:54 PM,8,23,23,22,21,1,42,0.0,1009,29,10,278,14,Uruguay
2020-12-15,25,18,0.0,14.3,6,0,06:08 AM,09:14 PM,05:26 AM,07:55 PM,10,21,22,21,29,27,52,0.0,1009,25,10,228,21,Uruguay
2020-12-16,30,15,0.0,14.3,6,5,07:09 AM,10:10 PM,05:26 AM,07:56 PM,9,22,22,22,23,1,46,0.0,1015,30,10,73,16,Uruguay
2020-12-17,34,19,0.0,14.3,7,12,08:14 AM,10:58 PM,05:26 AM,07:56 PM,12,25,25,26,26,3,47,0.0,1013,34,10,96,19,Uruguay
2020-12-18,32,20,0.0,14.3,7,20,09:19 AM,11:38 PM,05:27 AM,07:57 PM,15,27,27,26,30,5,52,0.0,1006,32,10,54,21,Uruguay
2020-12-19,28,22,0.0,11.2,6,27,10:22 AM,No moonset,05:27 AM,07:57 PM,15,26,26,24,34,44,58,0.9,1000,28,10,166,27,Uruguay
2020-12-20,23,17,0.0,14.3,6,34,11:22 AM,12:11 AM,05:28 AM,07:58 PM,8,20,20,20,34,5,50,0.0,1007,23,10,224,26,Uruguay
2020-12-21,21,16,0.0,14.3,5,41,12:20 PM,12:41 AM,05:28 AM,07:58 PM,8,18,19,18,20,10,50,0.0,1015,21,10,182,15,Uruguay
2020-12-22,29,14,0.0,14.3,6,49,01:16 PM,01:08 AM,05:29 AM,07:59 PM,6,22,22,21,15,1,41,0.0,1015,29,10,154,10,Uruguay
2020-12-23,33,17,0.0,14.3,7,56,02:11 PM,01:34 AM,05:29 AM,07:59 PM,10,24,24,25,24,2,41,0.0,1013,33,10,88,16,Uruguay
2020-12-24,32,17,0.0,14.5,7,63,03:07 PM,02:00 AM,05:30 AM,08:00 PM,13,25,25,25,26,5,54,0.0,1013,32,10,55,19,Uruguay
2020-12-25,31,21,0.0,14.5,7,70,04:03 PM,02:27 AM,05:30 AM,08:00 PM,17,27,27,26,28,16,59,0.0,1014,31,10,68,21,Uruguay
2020-12-26,30,20,0.0,14.5,7,78,05:00 PM,02:56 AM,05:31 AM,08:00 PM,15,26,26,25,30,8,58,0.0,1015,30,10,76,23,Uruguay
2020-12-27,30,20,0.0,14.5,7,85,05:58 PM,03:30 AM,05:32 AM,08:01 PM,17,26,26,25,30,12,61,0.0,1016,30,10,83,23,Uruguay
2020-12-28,28,20,0.0,11.3,6,92,06:57 PM,04:07 AM,05:32 AM,08:01 PM,17,26,26,24,29,59,63,0.0,1015,28,10,71,22,Uruguay
2020-12-29,32,19,0.0,14.5,7,100,07:54 PM,04:52 AM,05:33 AM,08:01 PM,15,26,26,25,20,11,58,0.0,1010,32,10,75,14,Uruguay
2020-12-30,28,18,0.0,13.4,5,100,08:47 PM,05:43 AM,05:34 AM,08:01 PM,15,25,25,24,33,20,55,6.9,1003,28,10,213,22,Uruguay
2020-12-31,24,18,0.0,14.5,6,89,09:36 PM,06:40 AM,05:35 AM,08:02 PM,8,20,21,20,25,2,47,0.0,1012,24,10,174,19,Uruguay
2021-01-01,29,16,0.0,14.5,6,79,10:18 PM,07:42 AM,05:35 AM,08:02 PM,7,23,23,22,23,4,39,0.0,1013,29,10,137,17,Uruguay
2021-01-02,29,18,0.0,14.5,6,71,10:57 PM,08:47 AM,05:36 AM,08:02 PM,10,23,23,23,19,3,44,0.0,1015,29,10,90,14,Uruguay
2021-01-03,29,17,0.0,14.5,6,64,11:31 PM,09:52 AM,05:37 AM,08:02 PM,12,24,24,23,27,0,52,0.0,1014,29,10,60,21,Uruguay
2021-01-04,31,19,0.0,12.4,6,57,No moonrise,10:58 AM,05:38 AM,08:02 PM,15,25,25,25,22,30,59,0.0,1010,31,10,77,16,Uruguay
2021-01-05,30,21,0.0,11.3,6,50,12:03 AM,12:03 PM,05:38 AM,08:02 PM,18,26,26,25,18,57,67,0.9,1010,30,10,94,14,Uruguay
2021-01-06,28,21,0.0,12.4,6,42,12:34 AM,01:10 PM,05:39 AM,08:02 PM,18,26,26,24,18,55,71,8.1,1009,28,9,169,14,Uruguay
2021-01-07,27,19,0.0,14.5,6,35,01:06 AM,02:17 PM,05:40 AM,08:02 PM,14,24,24,23,27,6,53,0.0,1007,27,10,268,20,Uruguay
2021-01-08,29,21,0.0,14.5,7,28,01:40 AM,03:26 PM,05:41 AM,08:02 PM,14,26,26,24,17,15,55,0.0,1009,29,10,147,13,Uruguay
2021-01-09,26,18,0.0,14.5,6,20,02:17 AM,04:37 PM,05:42 AM,08:02 PM,12,23,23,22,19,36,56,0.0,1012,26,10,96,14,Uruguay
2021-01-10,37,19,0.0,10.2,6,13,03:01 AM,05:47 PM,05:43 AM,08:02 PM,14,28,28,27,26,56,52,2.6,1009,37,10,55,18,Uruguay
2021-01-11,30,24,0.0,10.2,6,6,03:52 AM,06:54 PM,05:44 AM,08:02 PM,20,28,28,26,30,63,70,21.5,1006,30,8,202,19,Uruguay
2021-01-12,23,18,0.0,14.5,6,0,04:50 AM,07:55 PM,05:45 AM,08:01 PM,8,21,21,21,29,24,46,0.4,1016,23,10,146,22,Uruguay
2021-01-13,28,15,0.0,14.5,6,0,05:53 AM,08:46 PM,05:46 AM,08:01 PM,6,21,21,21,23,1,39,0.0,1020,28,10,74,17,Uruguay
2021-01-14,28,16,0.0,14.5,6,1,06:59 AM,09:31 PM,05:47 AM,08:01 PM,8,22,22,22,27,0,41,0.0,1019,28,10,69,20,Uruguay
2021-01-15,33,17,0.0,14.5,7,8,08:04 AM,10:07 PM,05:48 AM,08:01 PM,14,25,25,25,21,14,53,0.0,1012,33,10,86,15,Uruguay
2021-01-16,31,22,0.0,11.2,6,16,09:07 AM,10:39 PM,05:49 AM,08:00 PM,20,27,27,25,28,58,73,43.0,1004,31,8,79,18,Uruguay
2021-01-17,23,16,0.0,14.5,6,23,10:07 AM,11:08 PM,05:50 AM,08:00 PM,13,21,23,21,26,30,60,0.2,1008,23,10,203,21,Uruguay
2021-01-18,24,18,0.0,14.5,6,30,11:05 AM,11:35 PM,05:51 AM,08:00 PM,11,22,22,21,20,10,53,0.0,1014,24,10,176,15,Uruguay
2021-01-19,34,16,0.0,14.1,7,38,12:01 PM,No moonset,05:52 AM,07:59 PM,12,25,25,25,20,1,48,0.0,1017,34,10,182,13,Uruguay
2021-01-20,31,20,0.0,14.1,7,45,12:56 PM,12:01 AM,05:53 AM,07:59 PM,11,25,25,26,21,3,43,0.0,1018,31,10,63,15,Uruguay
2021-01-21,31,19,0.0,14.0,7,52,01:52 PM,12:27 AM,05:54 AM,07:58 PM,13,26,26,25,24,1,49,0.0,1020,31,10,66,18,Uruguay
2021-01-22,32,19,0.0,14.0,7,59,02:49 PM,12:56 AM,05:55 AM,07:58 PM,15,26,26,25,26,1,56,0.0,1020,32,10,63,19,Uruguay
2021-01-23,35,21,0.0,14.0,7,67,03:46 PM,01:27 AM,05:56 AM,07:57 PM,18,29,29,27,23,7,59,0.0,1015,35,10,56,17,Uruguay
2021-01-24,34,22,0.0,14.0,7,74,04:44 PM,02:03 AM,05:57 AM,07:57 PM,17,29,29,28,25,2,54,0.0,1011,34,10,69,18,Uruguay
2021-01-25,35,21,0.0,14.0,7,81,05:42 PM,02:44 AM,05:58 AM,07:56 PM,17,29,29,28,20,3,56,0.0,1007,35,10,70,14,Uruguay
2021-01-26,34,25,0.0,13.3,6,88,06:37 PM,03:33 AM,05:59 AM,07:56 PM,17,30,30,29,23,31,52,1.0,1003,34,9,175,16,Uruguay
2021-01-27,31,25,0.0,13.6,7,96,07:29 PM,04:28 AM,06:00 AM,07:55 PM,18,29,29,28,17,16,55,0.0,1003,31,10,162,13,Uruguay
2021-01-28,32,20,0.0,6.8,6,100,08:14 PM,05:29 AM,06:01 AM,07:54 PM,16,25,25,24,21,51,60,7.4,1006,32,9,82,14,Uruguay
2021-01-29,29,22,0.0,8.0,6,90,08:55 PM,06:34 AM,06:02 AM,07:54 PM,17,26,26,25,14,64,64,6.4,1006,29,10,157,10,Uruguay
2021-01-30,29,20,0.0,10.4,5,82,09:32 PM,07:42 AM,06:03 AM,07:53 PM,15,25,25,23,27,41,62,12.8,1009,29,9,95,20,Uruguay
2021-01-31,19,11,0.0,6.7,4,79,10:05 PM,08:49 AM,06:04 AM,07:52 PM,14,18,18,18,34,89,73,5.5,1015,19,5,110,26,Uruguay
2021-02-01,28,21,0.0,8.0,5,63,10:37 PM,09:56 AM,06:05 AM,07:52 PM,18,24,24,23,23,79,75,18.9,1009,28,8,152,15,Uruguay
2021-02-02,27,20,0.0,7.9,5,55,11:08 PM,11:03 AM,06:06 AM,07:51 PM,19,25,25,23,17,71,78,1.5,1009,27,10,196,13,Uruguay
2021-02-03,27,21,0.0,7.9,5,48,11:41 PM,12:10 PM,06:07 AM,07:50 PM,19,26,26,24,24,80,75,2.0,1012,27,10,154,18,Uruguay
2021-02-04,24,20,0.0,7.9,5,40,No moonrise,01:18 PM,06:08 AM,07:49 PM,15,22,23,22,37,57,66,21.6,1013,24,8,176,25,Uruguay
2021-02-05,23,18,0.0,11.6,5,33,12:17 AM,02:27 PM,06:09 AM,07:48 PM,12,20,21,20,22,24,59,0.0,1013,23,10,168,17,Uruguay
2021-02-06,29,15,0.0,11.6,6,25,12:58 AM,03:36 PM,06:10 AM,07:47 PM,11,23,23,23,18,0,50,0.0,1012,29,10,299,13,Uruguay
2021-02-07,29,19,0.0,11.6,7,18,01:45 AM,04:42 PM,06:11 AM,07:46 PM,15,25,25,24,19,4,61,0.0,1014,29,10,147,15,Uruguay
