date_time,Nepal_maxtempC,Nepal_mintempC,Nepal_totalSnow_cm,Nepal_sunHour,Nepal_uvIndex,Nepal_moon_illumination,Nepal_moonrise,Nepal_moonset,Nepal_sunrise,Nepal_sunset,Nepal_DewPointC,Nepal_FeelsLikeC,Nepal_HeatIndexC,Nepal_WindChillC,Nepal_WindGustKmph,Nepal_cloudcover,Nepal_humidity,Nepal_precipMM,Nepal_pressure,Nepal_tempC,Nepal_visibility,Nepal_winddirDegree,Nepal_windspeedKmph,Nepal_location
2021-01-17,17,6,0.0,8.7,4,23,09:56 AM,09:37 PM,06:56 AM,05:33 PM,5,11,11,11,5,22,70,0.0,1015,17,10,166,3,Nepal
2021-01-18,19,8,0.0,8.7,4,30,10:27 AM,10:30 PM,06:55 AM,05:33 PM,5,12,12,12,5,16,66,0.0,1016,19,10,168,3,Nepal
2021-01-19,16,7,0.0,5.6,3,38,10:58 AM,11:23 PM,06:55 AM,05:34 PM,5,10,10,10,4,52,70,1.4,1012,16,9,181,3,Nepal
2021-01-20,15,7,0.0,5.6,3,45,11:28 AM,No moonset,06:55 AM,05:35 PM,5,10,10,10,5,55,73,1.8,1012,15,10,162,3,Nepal
2021-01-21,17,7,0.0,8.7,4,52,11:58 AM,12:14 AM,06:55 AM,05:36 PM,6,11,11,11,5,41,73,0.9,1013,17,10,150,4,Nepal
2021-01-22,18,6,0.0,8.7,4,59,12:29 PM,01:07 AM,06:54 AM,05:37 PM,5,10,10,10,5,15,70,0.0,1014,18,10,158,3,Nepal
2021-01-23,19,6,0.0,8.7,4,67,01:05 PM,02:00 AM,06:54 AM,05:37 PM,5,12,11,12,4,10,69,0.0,1014,19,10,156,3,Nepal
2021-01-24,19,7,0.0,8.7,4,74,01:44 PM,02:54 AM,06:54 AM,05:38 PM,5,12,12,12,4,9,66,0.0,1015,19,10,164,3,Nepal
2021-01-25,20,7,0.0,8.7,4,81,02:28 PM,03:50 AM,06:53 AM,05:39 PM,3,12,12,12,5,5,59,0.0,1016,20,10,161,3,Nepal
2021-01-26,19,7,0.0,8.7,4,88,03:18 PM,04:46 AM,06:53 AM,05:40 PM,2,12,12,12,4,3,55,0.0,1016,19,10,180,3,Nepal
2021-01-27,21,8,0.0,8.7,5,96,04:14 PM,05:41 AM,06:53 AM,05:41 PM,2,13,14,13,4,1,51,0.0,1016,21,10,189,3,Nepal
2021-01-28,20,5,0.0,8.7,4,100,05:14 PM,06:33 AM,06:52 AM,05:42 PM,2,12,12,12,5,2,53,0.0,1018,20,10,152,3,Nepal
2021-01-29,19,7,0.0,8.7,4,90,06:16 PM,07:21 AM,06:52 AM,05:42 PM,-0,12,12,12,6,3,48,0.0,1017,19,10,149,4,Nepal
2021-01-30,17,5,0.0,8.7,4,82,07:20 PM,08:04 AM,06:51 AM,05:43 PM,-1,10,10,10,5,5,49,0.0,1016,17,10,163,3,Nepal
2021-01-31,17,7,0.0,8.7,4,79,08:23 PM,08:44 AM,06:51 AM,05:44 PM,-0,11,11,11,6,4,50,0.0,1016,17,10,141,4,Nepal
2021-02-01,18,5,0.0,8.7,4,63,09:26 PM,09:22 AM,06:50 AM,05:45 PM,-1,10,10,10,6,4,47,0.0,1017,18,10,137,4,Nepal
2021-02-02,18,6,0.0,8.7,4,55,10:28 PM,09:58 AM,06:50 AM,05:45 PM,-0,11,11,11,6,3,48,0.0,1018,18,10,152,4,Nepal
2021-02-03,20,7,0.0,8.7,5,48,11:31 PM,10:33 AM,06:49 AM,05:46 PM,1,13,13,13,5,2,47,0.0,1018,20,10,152,3,Nepal
2021-02-04,21,8,0.0,8.7,5,40,No moonrise,11:11 AM,06:49 AM,05:47 PM,1,13,13,13,5,2,46,0.0,1018,21,10,147,3,Nepal
2021-02-05,18,7,0.0,5.7,3,33,12:35 AM,11:51 AM,06:48 AM,05:48 PM,1,11,12,11,7,44,51,1.2,1017,18,10,123,4,Nepal
2021-02-06,15,5,0.0,5.7,3,25,01:40 AM,12:35 PM,06:47 AM,05:49 PM,2,9,9,9,10,54,64,5.9,1016,15,10,101,6,Nepal
2021-02-07,19,5,0.0,8.7,4,18,02:46 AM,01:26 PM,06:47 AM,05:49 PM,3,12,12,12,5,10,59,2.3,1018,19,10,158,4,Nepal
