date_time,Sudan_maxtempC,Sudan_mintempC,Sudan_totalSnow_cm,Sudan_sunHour,Sudan_uvIndex,Sudan_moon_illumination,Sudan_moonrise,Sudan_moonset,Sudan_sunrise,Sudan_sunset,Sudan_DewPointC,Sudan_FeelsLikeC,Sudan_HeatIndexC,Sudan_WindChillC,Sudan_WindGustKmph,Sudan_cloudcover,Sudan_humidity,Sudan_precipMM,Sudan_pressure,Sudan_tempC,Sudan_visibility,Sudan_winddirDegree,Sudan_windspeedKmph,Sudan_location
2020-06-09,40,34,0.0,12.0,8,69,09:55 PM,08:35 AM,05:18 AM,06:20 PM,14,37,37,36,41,53,29,1.4,1007,40,9,150,31,Sudan
2020-06-10,40,29,0.0,13.0,8,61,10:41 PM,09:31 AM,05:19 AM,06:20 PM,15,35,35,33,22,33,33,1.4,1008,40,10,223,17,Sudan
2020-06-11,42,32,0.0,13.0,8,54,11:22 PM,10:23 AM,05:19 AM,06:21 PM,8,36,36,36,19,16,19,0.1,1005,42,10,267,13,Sudan
2020-06-12,39,30,0.0,13.0,8,46,12:00 AM,11:13 AM,05:19 AM,06:21 PM,14,35,35,34,32,4,30,0.0,1006,39,10,215,25,Sudan
2020-06-13,41,32,0.0,13.0,9,38,No moonrise,12:01 PM,05:19 AM,06:21 PM,9,36,36,36,19,3,19,0.0,1005,41,10,200,13,Sudan
2020-06-14,40,29,0.0,13.0,9,31,12:36 AM,12:47 PM,05:19 AM,06:21 PM,13,36,36,36,30,8,28,0.0,1007,40,10,221,23,Sudan
2020-06-15,40,30,0.0,13.0,9,23,01:11 AM,01:34 PM,05:19 AM,06:22 PM,15,36,36,36,30,4,30,0.0,1007,40,10,211,24,Sudan
2020-06-16,41,31,0.0,13.0,9,16,01:46 AM,02:20 PM,05:19 AM,06:22 PM,14,36,36,35,24,5,26,0.0,1006,41,10,222,18,Sudan
2020-06-17,40,30,0.0,13.0,9,8,02:22 AM,03:08 PM,05:20 AM,06:22 PM,14,35,35,34,17,10,28,0.0,1007,40,10,207,13,Sudan
2020-06-18,41,32,0.0,13.0,9,1,03:00 AM,03:58 PM,05:20 AM,06:23 PM,10,36,36,36,15,13,22,0.0,1007,41,10,262,11,Sudan
2020-06-19,39,30,0.0,13.0,8,0,03:42 AM,04:51 PM,05:20 AM,06:23 PM,13,35,35,34,30,7,28,0.0,1008,39,10,223,24,Sudan
2020-06-20,40,31,0.0,13.0,9,0,04:27 AM,05:46 PM,05:20 AM,06:23 PM,5,35,35,35,16,2,15,0.0,1008,40,10,151,11,Sudan
2020-06-21,40,31,0.0,13.0,9,0,05:17 AM,06:41 PM,05:20 AM,06:23 PM,-3,34,34,35,17,6,8,0.0,1006,40,10,235,11,Sudan
2020-06-22,41,32,0.0,13.0,9,7,06:11 AM,07:38 PM,05:21 AM,06:23 PM,-1,36,36,36,20,3,9,0.0,1006,41,10,252,14,Sudan
2020-06-23,42,31,0.0,13.0,9,14,07:09 AM,08:31 PM,05:21 AM,06:24 PM,3,36,36,36,17,2,13,0.0,1005,42,10,218,11,Sudan
2020-06-24,42,33,0.0,13.0,9,22,08:08 AM,09:23 PM,05:21 AM,06:24 PM,9,37,37,38,24,9,19,0.0,1005,42,10,217,17,Sudan
2020-06-25,40,30,0.0,13.0,9,29,09:07 AM,10:11 PM,05:21 AM,06:24 PM,14,36,36,35,27,6,31,0.0,1006,40,10,225,22,Sudan
2020-06-26,41,30,0.0,13.0,9,37,10:05 AM,10:57 PM,05:22 AM,06:24 PM,10,35,35,35,19,6,23,0.0,1005,41,10,225,15,Sudan
2020-06-27,40,29,0.0,13.0,9,44,11:02 AM,11:40 PM,05:22 AM,06:24 PM,5,35,35,34,16,4,19,0.0,1006,40,10,245,11,Sudan
2020-06-28,40,31,0.0,13.0,9,52,11:59 AM,No moonset,05:22 AM,06:24 PM,-0,35,35,36,14,7,10,0.0,1006,40,10,299,9,Sudan
2020-06-29,41,30,0.0,13.0,9,59,12:55 PM,12:22 AM,05:22 AM,06:24 PM,7,36,36,36,17,10,19,0.0,1006,41,10,251,12,Sudan
2020-06-30,42,32,0.0,13.0,9,67,01:53 PM,01:06 AM,05:23 AM,06:25 PM,2,37,37,38,11,8,11,0.0,1005,42,10,230,7,Sudan
2020-07-01,42,32,0.0,13.0,9,72,02:52 PM,01:51 AM,05:23 AM,06:25 PM,8,37,37,37,16,5,18,0.0,1005,42,10,265,11,Sudan
2020-07-02,42,32,0.0,13.0,9,79,03:53 PM,02:39 AM,05:23 AM,06:25 PM,5,37,37,37,21,5,15,0.0,1004,42,10,264,15,Sudan
2020-07-03,40,31,0.0,13.0,9,86,04:54 PM,03:31 AM,05:24 AM,06:25 PM,15,36,36,36,32,9,31,0.0,1006,40,10,210,25,Sudan
2020-07-04,40,30,0.0,12.0,7,94,05:54 PM,04:25 AM,05:24 AM,06:25 PM,15,35,35,34,27,44,33,0.7,1007,40,10,220,21,Sudan
2020-07-05,41,32,0.0,13.0,9,100,06:52 PM,05:23 AM,05:24 AM,06:25 PM,13,37,37,36,19,29,25,0.2,1004,41,10,246,14,Sudan
2020-07-06,40,29,0.0,13.0,8,100,07:45 PM,06:21 AM,05:24 AM,06:25 PM,14,35,35,34,30,27,31,0.0,1003,40,10,211,23,Sudan
2020-07-07,36,29,0.0,9.4,7,85,08:33 PM,07:18 AM,05:25 AM,06:25 PM,15,34,34,33,30,68,33,1.4,1006,36,10,212,24,Sudan
2020-07-08,33,25,0.0,12.0,6,77,09:17 PM,08:12 AM,05:25 AM,06:25 PM,17,30,30,29,29,46,47,1.0,1009,33,10,194,23,Sudan
2020-07-09,37,28,0.0,13.0,8,70,09:56 PM,09:04 AM,05:25 AM,06:25 PM,17,33,33,32,27,35,38,0.4,1008,37,10,197,21,Sudan
2020-07-10,38,30,0.0,13.0,8,63,10:33 PM,09:53 AM,05:26 AM,06:25 PM,16,35,35,33,28,27,33,0.1,1008,38,10,211,22,Sudan
2020-07-11,41,31,0.0,13.0,9,55,11:09 PM,10:40 AM,05:26 AM,06:25 PM,14,37,37,35,25,11,28,0.0,1007,41,10,252,20,Sudan
2020-07-12,42,33,0.0,13.0,9,48,11:44 PM,11:27 AM,05:26 AM,06:25 PM,7,37,37,37,20,3,17,0.0,1004,42,10,226,14,Sudan
2020-07-13,39,29,0.0,13.0,8,41,No moonrise,12:13 PM,05:27 AM,06:25 PM,15,35,35,34,38,3,35,0.0,1005,39,10,222,31,Sudan
2020-07-14,40,30,0.0,13.0,9,34,12:19 AM,01:01 PM,05:27 AM,06:25 PM,14,35,35,35,32,5,32,0.0,1005,40,10,205,24,Sudan
2020-07-15,41,32,0.0,13.0,9,26,12:56 AM,01:50 PM,05:27 AM,06:25 PM,13,37,37,36,26,12,26,0.0,1006,41,10,222,20,Sudan
2020-07-16,40,30,0.0,13.0,9,19,01:36 AM,02:40 PM,05:28 AM,06:24 PM,15,35,35,35,32,6,32,0.0,1007,40,10,226,25,Sudan
2020-07-17,38,29,0.0,13.0,8,12,02:19 AM,03:34 PM,05:28 AM,06:24 PM,17,35,35,34,36,15,39,0.0,1007,38,10,214,29,Sudan
2020-07-18,37,31,0.0,11.9,7,5,03:08 AM,04:30 PM,05:28 AM,06:24 PM,17,35,35,34,34,57,38,3.0,1006,37,10,214,27,Sudan
2020-07-19,38,30,0.0,13.0,7,0,04:00 AM,05:27 PM,05:28 AM,06:24 PM,17,35,35,34,33,60,38,5.2,1006,38,9,195,27,Sudan
2020-07-20,36,26,0.0,11.9,7,0,04:57 AM,06:22 PM,05:29 AM,06:24 PM,17,31,31,29,39,48,45,8.7,1009,36,9,212,29,Sudan
2020-07-21,39,30,0.0,12.9,8,2,05:57 AM,07:16 PM,05:29 AM,06:23 PM,15,34,34,34,30,29,35,0.0,1008,39,10,195,24,Sudan
2020-07-22,40,31,0.0,12.9,9,10,06:58 AM,08:07 PM,05:29 AM,06:23 PM,13,35,35,34,20,23,29,0.0,1004,40,10,188,14,Sudan
2020-07-23,38,30,0.0,12.9,8,17,07:58 AM,08:54 PM,05:30 AM,06:23 PM,17,35,35,34,40,40,37,0.0,1004,38,10,212,32,Sudan
2020-07-24,39,29,0.0,12.9,8,24,08:57 AM,09:39 PM,05:30 AM,06:23 PM,16,35,35,34,37,23,36,0.0,1005,39,10,215,30,Sudan
2020-07-25,39,30,0.0,12.9,9,32,09:54 AM,10:22 PM,05:30 AM,06:22 PM,17,36,36,35,38,21,35,0.0,1004,39,10,198,31,Sudan
2020-07-26,36,29,0.0,11.9,7,39,10:51 AM,11:05 PM,05:31 AM,06:22 PM,19,34,34,32,39,51,46,1.0,1006,36,10,200,33,Sudan
2020-07-27,35,28,0.0,12.9,7,46,11:48 AM,11:49 PM,05:31 AM,06:22 PM,19,33,33,31,29,52,47,13.1,1007,35,9,227,22,Sudan
2020-07-28,34,29,0.0,12.9,8,53,12:46 PM,No moonset,05:31 AM,06:22 PM,19,33,33,31,26,35,51,1.1,1006,34,9,167,22,Sudan
2020-07-29,30,21,0.0,9.4,6,61,01:45 PM,12:35 AM,05:31 AM,06:21 PM,20,28,28,26,19,72,64,5.9,1008,30,9,170,16,Sudan
2020-07-30,32,24,0.0,10.6,6,68,02:45 PM,01:25 AM,05:32 AM,06:21 PM,20,31,31,28,27,66,58,9.9,1010,32,9,202,19,Sudan
2020-07-31,31,21,0.0,9.3,6,72,03:44 PM,02:17 AM,05:32 AM,06:21 PM,19,31,31,29,23,69,53,4.4,1010,31,9,218,18,Sudan
2020-08-01,30,24,0.0,11.9,6,82,04:42 PM,03:13 AM,05:32 AM,06:20 PM,21,29,29,26,26,50,67,5.5,1009,30,10,214,21,Sudan
2020-08-02,34,26,0.0,12.9,8,90,05:36 PM,04:10 AM,05:32 AM,06:20 PM,20,32,32,30,30,21,56,0.0,1009,34,10,192,25,Sudan
2020-08-03,35,29,0.0,12.9,8,97,06:26 PM,05:07 AM,05:33 AM,06:19 PM,19,34,34,32,25,19,46,0.0,1010,35,10,238,20,Sudan
2020-08-04,33,28,0.0,11.9,7,100,07:11 PM,06:02 AM,05:33 AM,06:19 PM,19,33,33,31,25,57,49,2.3,1009,33,10,243,20,Sudan
2020-08-05,33,25,0.0,12.9,7,88,07:52 PM,06:55 AM,05:33 AM,06:18 PM,20,31,31,29,30,28,59,0.0,1009,33,10,185,25,Sudan
2020-08-06,32,24,0.0,12.9,7,81,08:30 PM,07:46 AM,05:33 AM,06:18 PM,19,29,29,28,30,60,61,0.0,1012,32,10,189,25,Sudan
2020-08-07,32,24,0.0,10.6,6,74,09:07 PM,08:33 AM,05:34 AM,06:18 PM,20,30,30,28,23,53,56,9.7,1012,32,9,203,17,Sudan
2020-08-08,35,27,0.0,12.8,7,67,09:42 PM,09:21 AM,05:34 AM,06:17 PM,19,33,33,31,21,28,49,0.4,1008,35,10,180,17,Sudan
2020-08-09,33,23,0.0,11.9,6,59,10:16 PM,10:07 AM,05:34 AM,06:17 PM,20,32,32,29,31,56,56,12.4,1007,33,9,195,22,Sudan
2020-08-10,32,27,0.0,12.8,6,52,10:52 PM,10:53 AM,05:34 AM,06:16 PM,20,32,32,29,25,55,59,9.6,1009,32,9,189,20,Sudan
2020-08-11,34,26,0.0,12.8,8,45,11:31 PM,11:42 AM,05:34 AM,06:16 PM,20,32,32,30,16,30,53,0.0,1010,34,10,189,14,Sudan
2020-08-12,37,27,0.0,12.8,7,38,No moonrise,12:31 PM,05:35 AM,06:15 PM,19,35,35,32,11,31,42,0.1,1008,37,10,211,9,Sudan
2020-08-13,35,30,0.0,12.8,8,30,12:12 AM,01:23 PM,05:35 AM,06:14 PM,20,36,36,33,28,37,46,0.2,1008,35,10,215,23,Sudan
2020-08-14,37,29,0.0,12.8,8,23,12:57 AM,02:17 PM,05:35 AM,06:14 PM,19,35,35,33,26,40,43,1.5,1007,37,10,218,21,Sudan
2020-08-15,36,29,0.0,11.9,7,16,01:48 AM,03:13 PM,05:35 AM,06:13 PM,19,35,35,32,24,55,44,1.4,1005,36,10,204,19,Sudan
2020-08-16,36,28,0.0,11.9,7,8,02:42 AM,04:09 PM,05:35 AM,06:13 PM,19,34,34,32,22,51,45,1.5,1005,36,10,211,18,Sudan
2020-08-17,34,26,0.0,12.8,8,1,03:41 AM,05:04 PM,05:36 AM,06:12 PM,19,33,33,30,23,31,48,0.1,1007,34,10,165,18,Sudan
2020-08-18,35,28,0.0,12.8,8,0,04:42 AM,05:56 PM,05:36 AM,06:11 PM,20,33,33,31,19,25,53,0.0,1006,35,10,198,14,Sudan
2020-08-19,35,28,0.0,12.8,8,0,05:44 AM,06:46 PM,05:36 AM,06:11 PM,20,34,34,32,29,24,50,0.0,1006,35,10,199,24,Sudan
2020-08-20,35,27,0.0,12.7,8,6,06:44 AM,07:33 PM,05:36 AM,06:10 PM,19,33,33,31,26,23,46,0.0,1006,35,10,208,21,Sudan
2020-08-21,37,29,0.0,12.7,8,13,07:44 AM,08:18 PM,05:36 AM,06:10 PM,18,35,35,32,27,24,43,0.0,1007,37,10,233,22,Sudan
2020-08-22,39,30,0.0,12.7,8,20,08:43 AM,09:02 PM,05:36 AM,06:09 PM,17,36,36,34,29,10,36,0.0,1005,39,10,218,23,Sudan
2020-08-23,38,29,0.0,12.7,8,28,09:42 AM,09:47 PM,05:36 AM,06:08 PM,17,36,36,34,29,17,38,0.0,1005,38,10,211,24,Sudan
2020-08-24,33,25,0.0,12.7,7,35,10:40 AM,10:33 PM,05:37 AM,06:08 PM,19,33,33,30,30,41,47,0.2,1007,33,10,205,26,Sudan
2020-08-25,37,29,0.0,12.7,8,42,11:40 AM,11:22 PM,05:37 AM,06:07 PM,17,34,34,32,22,30,41,0.0,1008,37,10,197,18,Sudan
