date_time,Madagascar_maxtempC,Madagascar_mintempC,Madagascar_totalSnow_cm,Madagascar_sunHour,Madagascar_uvIndex,Madagascar_moon_illumination,Madagascar_moonrise,Madagascar_moonset,Madagascar_sunrise,Madagascar_sunset,Madagascar_DewPointC,Madagascar_FeelsLikeC,Madagascar_HeatIndexC,Madagascar_WindChillC,Madagascar_WindGustKmph,Madagascar_cloudcover,Madagascar_humidity,Madagascar_precipMM,Madagascar_pressure,Madagascar_tempC,Madagascar_visibility,Madagascar_winddirDegree,Madagascar_windspeedKmph,Madagascar_location
2020-01-01,26,18,0.0,9.5,5,37,10:27 AM,11:08 PM,05:16 AM,06:30 PM,18,23,23,22,10,68,81,26.0,1010,26,6,201,6,Madagascar
2020-01-02,19,18,0.0,8.2,4,44,11:15 AM,11:43 PM,05:16 AM,06:31 PM,18,19,19,19,11,88,95,24.6,1012,19,8,39,8,Madagascar
2020-01-03,22,18,0.0,12.0,4,51,12:03 PM,No moonset,05:17 AM,06:31 PM,17,19,20,19,13,63,88,12.8,1014,22,9,211,10,Madagascar
2020-01-04,24,18,0.0,9.5,5,59,12:51 PM,12:16 AM,05:18 AM,06:31 PM,18,20,21,20,13,75,88,38.4,1013,24,8,219,7,Madagascar
2020-01-05,27,17,0.0,10.7,5,66,01:41 PM,12:52 AM,05:18 AM,06:32 PM,17,20,21,20,14,58,84,27.9,1012,27,7,117,9,Madagascar
2020-01-06,27,17,0.0,12.0,5,73,02:32 PM,01:29 AM,05:19 AM,06:32 PM,16,22,22,20,16,56,81,22.3,1013,27,8,102,10,Madagascar
2020-01-07,24,17,0.0,13.1,5,80,03:27 PM,02:10 AM,05:20 AM,06:32 PM,17,20,21,20,11,55,83,8.4,1014,24,10,113,8,Madagascar
2020-01-08,25,17,0.0,9.5,5,88,04:24 PM,02:55 AM,05:20 AM,06:32 PM,17,20,21,20,11,73,84,43.2,1014,25,8,101,7,Madagascar
2020-01-09,26,16,0.0,10.7,5,95,05:24 PM,03:46 AM,05:21 AM,06:33 PM,17,20,20,20,13,61,86,13.5,1013,26,8,106,9,Madagascar
2020-01-10,27,16,0.0,13.1,5,100,06:22 PM,04:41 AM,05:22 AM,06:33 PM,15,22,22,21,12,28,76,0.0,1014,27,8,112,9,Madagascar
2020-01-11,26,15,0.0,13.1,6,100,07:20 PM,05:42 AM,05:22 AM,06:33 PM,15,20,20,20,13,29,75,0.2,1014,26,9,111,9,Madagascar
2020-01-12,26,16,0.0,13.1,6,83,08:14 PM,06:45 AM,05:23 AM,06:33 PM,15,20,21,20,12,35,77,0.0,1014,26,9,113,9,Madagascar
2020-01-13,25,16,0.0,10.7,5,76,09:04 PM,07:49 AM,05:24 AM,06:33 PM,16,20,20,20,13,60,82,6.6,1013,25,6,108,9,Madagascar
2020-01-14,26,18,0.0,12.0,5,69,09:50 PM,08:51 AM,05:24 AM,06:33 PM,17,20,21,20,12,62,84,17.3,1013,26,7,95,8,Madagascar
2020-01-15,26,17,0.0,13.1,5,61,10:34 PM,09:52 AM,05:25 AM,06:33 PM,16,21,21,21,13,49,77,1.3,1014,26,8,98,9,Madagascar
2020-01-16,27,17,0.0,10.7,5,54,11:16 PM,10:51 AM,05:26 AM,06:33 PM,17,21,21,21,14,65,84,20.3,1014,27,6,98,9,Madagascar
2020-01-17,22,18,0.0,10.7,5,47,11:57 PM,11:49 AM,05:26 AM,06:33 PM,18,19,20,19,5,73,91,11.0,1013,22,9,160,3,Madagascar
2020-01-18,24,18,0.0,8.2,5,40,No moonrise,12:46 PM,05:27 AM,06:33 PM,19,21,21,21,13,82,89,41.7,1011,24,7,269,7,Madagascar
2020-01-19,24,18,0.0,10.7,5,32,12:40 AM,01:45 PM,05:27 AM,06:33 PM,19,20,21,20,17,69,91,34.7,1009,24,6,274,10,Madagascar
2020-01-20,24,18,0.0,10.7,5,25,01:25 AM,02:42 PM,05:28 AM,06:33 PM,19,20,21,20,17,73,91,20.9,1007,24,6,297,11,Madagascar
2020-01-21,20,17,0.0,8.2,4,18,02:12 AM,03:41 PM,05:29 AM,06:33 PM,18,18,18,18,8,96,97,57.0,1007,20,6,152,6,Madagascar
2020-01-22,17,11,0.0,8.2,4,11,03:03 AM,04:37 PM,05:29 AM,06:33 PM,17,16,17,16,13,100,98,149.9,1007,17,5,96,9,Madagascar
2020-01-23,20,17,0.0,8.1,4,3,03:56 AM,05:32 PM,05:30 AM,06:33 PM,17,18,18,18,15,93,94,68.1,1007,20,7,131,10,Madagascar
2020-01-24,23,17,0.0,10.7,5,0,04:50 AM,06:22 PM,05:31 AM,06:33 PM,18,19,20,19,11,75,91,18.2,1012,23,6,88,6,Madagascar
2020-01-25,23,17,0.0,10.7,4,0,05:45 AM,07:09 PM,05:31 AM,06:33 PM,16,19,19,19,14,66,85,2.2,1014,23,8,110,10,Madagascar
2020-01-26,22,16,0.0,10.7,4,4,06:38 AM,07:51 PM,05:32 AM,06:33 PM,16,19,19,19,12,70,84,1.4,1015,22,10,109,9,Madagascar
2020-01-27,25,16,0.0,10.7,5,11,07:30 AM,08:30 PM,05:33 AM,06:32 PM,17,20,20,20,9,73,87,21.7,1014,25,7,104,5,Madagascar
2020-01-28,28,18,0.0,9.4,5,18,08:20 AM,09:06 PM,05:33 AM,06:32 PM,18,23,23,22,7,75,83,20.0,1012,28,8,191,5,Madagascar
2020-01-29,30,18,0.0,10.7,5,26,09:08 AM,09:41 PM,05:34 AM,06:32 PM,18,23,23,22,7,68,81,6.5,1013,30,8,197,5,Madagascar
2020-01-30,25,19,0.0,8.1,5,33,09:56 AM,10:14 PM,05:34 AM,06:32 PM,18,20,21,20,14,76,89,22.2,1014,25,8,88,9,Madagascar
2020-01-31,25,16,0.0,13.0,6,37,10:43 AM,10:49 PM,05:35 AM,06:31 PM,16,20,21,20,15,38,80,0.7,1014,25,10,105,11,Madagascar
2020-02-01,24,15,0.0,13.0,6,49,11:32 AM,11:25 PM,05:35 AM,06:31 PM,14,19,19,19,17,32,77,0.0,1016,24,9,120,12,Madagascar
2020-02-02,25,13,0.0,13.0,6,57,12:21 PM,No moonset,05:36 AM,06:31 PM,14,18,19,18,19,27,78,0.0,1017,25,9,123,14,Madagascar
2020-02-03,25,13,0.0,10.7,5,64,01:14 PM,12:03 AM,05:37 AM,06:31 PM,14,18,19,18,20,49,79,2.2,1017,25,10,129,14,Madagascar
2020-02-04,25,16,0.0,11.9,5,72,02:08 PM,12:45 AM,05:37 AM,06:30 PM,16,20,20,20,22,56,80,6.6,1015,25,9,118,15,Madagascar
2020-02-05,25,14,0.0,12.9,5,79,03:06 PM,01:32 AM,05:38 AM,06:30 PM,15,19,20,19,17,50,78,0.3,1015,25,8,117,11,Madagascar
2020-02-06,27,14,0.0,12.9,5,87,04:04 PM,02:24 AM,05:38 AM,06:29 PM,14,21,21,21,13,42,74,0.1,1016,27,9,121,9,Madagascar
2020-02-07,28,15,0.0,12.9,5,95,05:03 PM,03:22 AM,05:39 AM,06:29 PM,15,22,22,21,8,40,76,0.5,1016,28,7,134,5,Madagascar
2020-02-08,29,14,0.0,12.9,5,100,05:59 PM,04:24 AM,05:39 AM,06:29 PM,13,22,22,21,10,29,70,0.1,1016,29,6,110,7,Madagascar
2020-02-09,27,17,0.0,10.6,5,100,06:52 PM,05:30 AM,05:40 AM,06:28 PM,16,20,21,20,13,60,80,16.3,1016,27,8,114,9,Madagascar
2020-02-10,29,14,0.0,12.9,5,83,07:42 PM,06:34 AM,05:40 AM,06:28 PM,13,22,22,21,11,32,71,0.2,1015,29,8,126,7,Madagascar
2020-02-11,28,14,0.0,12.9,5,75,08:28 PM,07:38 AM,05:41 AM,06:27 PM,12,22,22,21,9,18,69,0.0,1013,28,7,140,6,Madagascar
2020-02-12,27,13,0.0,12.9,5,68,09:12 PM,08:40 AM,05:41 AM,06:27 PM,14,22,22,21,14,37,74,0.1,1012,27,7,115,10,Madagascar
2020-02-13,26,16,0.0,10.6,5,60,09:55 PM,09:41 AM,05:42 AM,06:26 PM,17,20,21,20,13,65,82,10.0,1013,26,7,128,8,Madagascar
2020-02-14,27,16,0.0,10.6,5,53,10:38 PM,10:40 AM,05:42 AM,06:26 PM,17,22,22,21,9,64,82,22.6,1014,27,6,179,5,Madagascar
2020-02-15,25,17,0.0,9.3,5,45,11:24 PM,11:39 AM,05:43 AM,06:25 PM,18,20,21,20,8,70,88,8.3,1013,25,8,207,5,Madagascar
2020-02-16,17,8,0.0,9.3,4,38,No moonrise,12:38 PM,05:43 AM,06:25 PM,16,15,16,15,19,89,96,86.2,1014,17,6,130,12,Madagascar
2020-02-17,23,16,0.0,10.6,5,30,12:10 AM,01:36 PM,05:44 AM,06:24 PM,17,19,19,19,16,78,90,18.8,1015,23,8,98,10,Madagascar
2020-02-18,24,17,0.0,9.3,5,22,01:00 AM,02:33 PM,05:44 AM,06:23 PM,18,20,20,20,12,86,89,16.6,1015,24,6,102,8,Madagascar
2020-02-19,25,17,0.0,9.3,5,15,01:52 AM,03:28 PM,05:44 AM,06:23 PM,18,20,20,20,9,84,88,58.2,1013,25,7,67,6,Madagascar
2020-02-20,24,18,0.0,10.6,5,7,02:45 AM,04:18 PM,05:45 AM,06:22 PM,18,20,20,20,10,80,92,66.0,1012,24,7,83,6,Madagascar
2020-02-21,23,18,0.0,9.3,4,0,03:39 AM,05:05 PM,05:45 AM,06:22 PM,18,19,19,19,11,85,94,49.5,1013,23,4,80,6,Madagascar
2020-02-22,21,18,0.0,8.0,4,0,04:32 AM,05:49 PM,05:46 AM,06:21 PM,18,19,19,19,9,91,96,106.4,1013,21,6,53,6,Madagascar
2020-02-23,25,18,0.0,8.0,5,0,05:24 AM,06:28 PM,05:46 AM,06:20 PM,19,20,21,20,10,84,90,28.6,1013,25,7,218,6,Madagascar
2020-02-24,25,18,0.0,9.3,5,0,06:14 AM,07:05 PM,05:46 AM,06:20 PM,19,20,21,20,16,77,90,14.4,1010,25,8,279,10,Madagascar
2020-02-25,25,18,0.0,8.0,5,8,07:03 AM,07:41 PM,05:47 AM,06:19 PM,18,20,21,20,11,87,90,52.4,1010,25,6,113,6,Madagascar
2020-02-26,23,17,0.0,11.9,5,15,07:51 AM,08:14 PM,05:47 AM,06:18 PM,17,19,20,19,13,68,89,17.5,1012,23,6,108,10,Madagascar
2020-02-27,24,16,0.0,11.9,5,23,08:38 AM,08:48 PM,05:48 AM,06:18 PM,17,19,20,19,14,59,87,12.0,1014,24,6,132,9,Madagascar
2020-02-28,27,17,0.0,12.7,5,30,09:26 AM,09:23 PM,05:48 AM,06:17 PM,17,22,22,21,10,51,83,5.6,1012,27,8,126,7,Madagascar
2020-02-29,29,16,0.0,12.7,5,38,10:15 AM,10:00 PM,05:48 AM,06:16 PM,16,22,22,21,8,58,80,2.1,1010,29,7,143,5,Madagascar
2020-03-01,27,15,0.0,12.7,5,44,11:05 AM,10:39 PM,05:49 AM,06:15 PM,16,21,21,20,8,45,77,1.8,1010,27,9,156,6,Madagascar
2020-03-02,25,16,0.0,10.5,5,51,11:58 AM,11:23 PM,05:49 AM,06:15 PM,17,19,20,19,10,67,87,6.2,1012,25,9,100,7,Madagascar
2020-03-03,25,17,0.0,10.5,5,58,12:52 PM,No moonset,05:49 AM,06:14 PM,17,20,20,20,10,65,85,4.0,1014,25,9,103,7,Madagascar
2020-03-04,24,17,0.0,10.5,5,65,01:49 PM,12:11 AM,05:50 AM,06:13 PM,17,19,20,19,14,66,89,5.9,1014,24,10,109,10,Madagascar
2020-03-05,25,16,0.0,12.6,6,73,02:46 PM,01:05 AM,05:50 AM,06:13 PM,15,20,21,20,20,33,79,0.0,1015,25,10,136,15,Madagascar
2020-03-06,26,14,0.0,12.6,6,80,03:43 PM,02:04 AM,05:50 AM,06:12 PM,15,20,20,20,13,25,78,0.0,1014,26,8,143,9,Madagascar
2020-03-07,26,17,0.0,9.2,5,87,04:36 PM,03:07 AM,05:51 AM,06:11 PM,18,20,21,20,19,74,86,19.3,1012,26,6,131,11,Madagascar
2020-03-08,24,18,0.0,10.5,5,95,05:28 PM,04:11 AM,05:51 AM,06:10 PM,17,20,21,20,25,67,83,4.6,1013,24,10,125,17,Madagascar
2020-03-09,25,17,0.0,10.5,5,100,06:15 PM,05:16 AM,05:51 AM,06:09 PM,16,20,20,20,23,67,80,0.7,1012,25,10,131,16,Madagascar
2020-03-10,25,15,0.0,12.6,5,100,07:02 PM,06:20 AM,05:51 AM,06:09 PM,16,22,22,21,22,47,78,0.5,1012,25,9,131,15,Madagascar
2020-03-11,27,15,0.0,12.6,5,84,07:47 PM,07:23 AM,05:52 AM,06:08 PM,16,22,22,21,16,39,81,2.7,1013,27,8,138,11,Madagascar
2020-03-12,26,15,0.0,12.6,5,76,08:31 PM,08:25 AM,05:52 AM,06:07 PM,16,22,22,20,19,49,83,1.2,1013,26,7,138,13,Madagascar
2020-03-13,25,14,0.0,12.5,5,69,09:17 PM,09:27 AM,05:52 AM,06:06 PM,15,20,21,20,19,30,80,0.0,1014,25,6,133,13,Madagascar
2020-03-14,26,14,0.0,12.5,5,62,10:05 PM,10:28 AM,05:52 AM,06:05 PM,15,19,19,19,18,30,81,3.9,1013,26,9,137,11,Madagascar
2020-03-15,26,16,0.0,11.8,5,55,10:55 PM,11:29 AM,05:53 AM,06:05 PM,16,20,21,20,13,51,82,4.9,1011,26,9,132,9,Madagascar
2020-03-16,26,15,0.0,10.5,5,47,11:48 PM,12:28 PM,05:53 AM,06:04 PM,15,19,20,19,11,58,80,10.4,1010,26,9,117,7,Madagascar
2020-03-17,27,15,0.0,10.5,5,40,No moonrise,01:24 PM,05:53 AM,06:03 PM,17,21,21,20,6,61,82,10.3,1011,27,8,173,4,Madagascar
2020-03-18,26,17,0.0,10.5,5,33,12:41 AM,02:16 PM,05:53 AM,06:02 PM,17,20,21,20,10,75,85,19.5,1012,26,7,235,5,Madagascar
2020-03-19,25,16,0.0,10.5,5,25,01:35 AM,03:05 PM,05:54 AM,06:01 PM,17,20,21,20,10,59,86,19.1,1014,25,7,46,6,Madagascar
2020-03-20,24,16,0.0,9.1,5,18,02:28 AM,03:49 PM,05:54 AM,06:01 PM,17,19,20,19,12,72,88,4.3,1015,24,8,88,8,Madagascar
2020-03-21,24,16,0.0,9.1,5,11,03:20 AM,04:28 PM,05:54 AM,06:00 PM,17,19,19,19,13,81,90,6.4,1016,24,6,91,9,Madagascar
2020-03-22,22,16,0.0,10.2,4,4,04:10 AM,05:06 PM,05:54 AM,05:59 PM,16,19,19,19,18,64,85,0.0,1017,22,8,109,13,Madagascar
2020-03-23,23,13,0.0,11.6,4,0,05:00 AM,05:42 PM,05:55 AM,05:58 PM,15,18,18,18,17,49,83,0.0,1018,23,7,111,12,Madagascar
2020-03-24,24,15,0.0,10.2,5,0,05:48 AM,06:15 PM,05:55 AM,05:57 PM,16,19,19,19,13,53,84,0.2,1016,24,8,112,9,Madagascar
2020-03-25,25,14,0.0,11.6,5,3,06:35 AM,06:49 PM,05:55 AM,05:56 PM,16,19,19,19,13,40,84,0.6,1013,25,7,118,8,Madagascar
2020-03-26,26,15,0.0,10.2,5,11,07:23 AM,07:24 PM,05:55 AM,05:56 PM,17,20,21,20,10,50,84,5.1,1012,26,7,80,7,Madagascar
2020-03-27,26,15,0.0,10.2,5,18,08:11 AM,07:59 PM,05:56 AM,05:55 PM,17,21,21,20,10,64,84,8.3,1014,26,6,82,6,Madagascar
2020-03-28,26,16,0.0,10.2,5,25,09:01 AM,08:37 PM,05:56 AM,05:54 PM,17,20,21,20,11,61,84,8.3,1014,26,7,90,7,Madagascar
2020-03-29,25,17,0.0,8.8,5,32,09:52 AM,09:19 PM,05:56 AM,05:53 PM,18,20,20,20,6,79,89,15.3,1012,25,6,193,3,Madagascar
2020-03-30,27,16,0.0,10.2,5,40,10:45 AM,10:05 PM,05:56 AM,05:52 PM,17,23,23,21,6,66,82,0.1,1011,27,5,147,4,Madagascar
2020-03-31,25,16,0.0,7.4,5,44,11:40 AM,10:55 PM,05:57 AM,05:51 PM,16,20,20,20,9,73,83,0.7,1013,25,6,119,6,Madagascar
2020-04-01,27,17,0.0,8.8,5,56,12:35 PM,11:51 PM,05:57 AM,05:51 PM,17,21,21,21,9,74,80,0.4,1013,27,7,147,6,Madagascar
2020-04-02,25,16,0.0,6.0,5,64,01:31 PM,No moonset,05:57 AM,05:50 PM,17,20,21,20,9,76,85,6.8,1013,25,6,106,5,Madagascar
2020-04-03,23,15,0.0,6.0,4,71,02:23 PM,12:49 AM,05:57 AM,05:49 PM,16,18,18,18,15,76,87,5.8,1014,23,9,117,11,Madagascar
2020-04-04,23,14,0.0,8.8,4,79,03:15 PM,01:51 AM,05:57 AM,05:48 PM,14,18,19,18,12,61,79,3.6,1015,23,9,115,9,Madagascar
2020-04-05,23,13,0.0,11.6,4,87,04:03 PM,02:54 AM,05:58 AM,05:47 PM,12,18,19,18,12,42,74,0.0,1016,23,9,109,8,Madagascar
2020-04-06,25,14,0.0,11.6,5,94,04:49 PM,03:58 AM,05:58 AM,05:47 PM,14,19,19,19,10,40,78,2.6,1016,25,9,73,7,Madagascar
2020-04-07,23,16,0.0,10.2,4,100,05:34 PM,05:01 AM,05:58 AM,05:46 PM,16,18,19,18,9,61,86,3.7,1017,23,7,77,6,Madagascar
2020-04-08,26,17,0.0,10.2,5,100,06:19 PM,06:04 AM,05:58 AM,05:45 PM,15,22,22,21,12,51,79,2.1,1018,26,10,99,9,Madagascar
2020-04-09,24,13,0.0,11.6,5,83,07:05 PM,07:07 AM,05:59 AM,05:44 PM,15,19,20,19,16,37,83,0.0,1019,24,7,117,11,Madagascar
2020-04-10,23,15,0.0,11.6,5,76,07:54 PM,08:10 AM,05:59 AM,05:43 PM,14,18,19,18,22,26,78,0.0,1019,23,10,125,16,Madagascar
2020-04-11,22,12,0.0,11.6,4,68,08:44 PM,09:14 AM,05:59 AM,05:43 PM,13,17,18,17,18,38,83,0.0,1019,22,6,122,12,Madagascar
2020-04-12,23,14,0.0,11.6,4,61,09:38 PM,10:16 AM,05:59 AM,05:42 PM,14,18,18,18,18,44,80,0.0,1018,23,10,117,13,Madagascar
2020-04-13,23,14,0.0,10.1,4,53,10:33 PM,11:16 AM,06:00 AM,05:41 PM,14,18,19,18,17,43,82,0.0,1018,23,9,112,12,Madagascar
2020-04-14,22,14,0.0,10.1,4,46,11:29 PM,12:11 PM,06:00 AM,05:40 PM,14,17,18,17,18,55,84,0.0,1018,22,7,117,13,Madagascar
2020-04-15,22,13,0.0,10.1,4,38,No moonrise,01:02 PM,06:00 AM,05:40 PM,13,18,19,18,22,40,77,0.0,1019,22,9,117,15,Madagascar
2020-04-16,23,15,0.0,10.1,4,30,12:23 AM,01:48 PM,06:00 AM,05:39 PM,13,19,20,19,25,38,76,0.2,1018,23,10,112,18,Madagascar
2020-04-17,23,13,0.0,8.7,5,23,01:16 AM,02:29 PM,06:01 AM,05:38 PM,12,17,18,17,20,15,74,0.0,1018,23,9,122,14,Madagascar
2020-04-18,23,12,0.0,8.7,4,15,02:07 AM,03:07 PM,06:01 AM,05:38 PM,13,17,18,17,19,31,79,0.0,1018,23,9,121,13,Madagascar
2020-04-19,22,14,0.0,8.7,4,8,02:57 AM,03:43 PM,06:01 AM,05:37 PM,13,17,18,17,19,42,80,0.0,1017,22,9,126,14,Madagascar
2020-04-20,19,13,0.0,7.2,4,0,03:45 AM,04:17 PM,06:01 AM,05:36 PM,13,16,16,16,24,67,83,0.2,1017,19,10,129,17,Madagascar
2020-04-21,22,12,0.0,7.2,4,0,04:32 AM,04:51 PM,06:02 AM,05:35 PM,13,17,18,17,18,50,81,1.0,1017,22,10,120,13,Madagascar
2020-04-22,23,14,0.0,7.2,4,0,05:20 AM,05:25 PM,06:02 AM,05:35 PM,14,18,18,18,13,61,78,4.9,1016,23,10,83,9,Madagascar
2020-04-23,23,13,0.0,7.2,4,0,06:08 AM,06:00 PM,06:02 AM,05:34 PM,14,17,18,17,11,58,85,10.5,1016,23,8,83,8,Madagascar
2020-04-24,22,15,0.0,7.2,4,7,06:58 AM,06:37 PM,06:03 AM,05:34 PM,15,18,18,18,9,71,85,1.9,1016,22,8,67,6,Madagascar
2020-04-25,24,14,0.0,8.7,5,15,07:49 AM,07:18 PM,06:03 AM,05:33 PM,15,19,20,19,8,47,81,2.5,1015,24,9,172,5,Madagascar
2020-04-26,24,15,0.0,7.2,5,22,08:41 AM,08:02 PM,06:03 AM,05:32 PM,15,19,19,19,8,53,82,1.8,1015,24,9,228,5,Madagascar
2020-04-27,22,14,0.0,7.2,4,30,09:36 AM,08:51 PM,06:03 AM,05:32 PM,15,17,18,17,18,68,86,0.3,1019,22,7,123,13,Madagascar
2020-04-28,22,14,0.0,8.7,4,37,10:31 AM,09:44 PM,06:04 AM,05:31 PM,14,17,19,17,16,60,82,0.1,1020,22,7,111,11,Madagascar
2020-04-29,22,13,0.0,7.2,4,45,11:25 AM,10:41 PM,06:04 AM,05:30 PM,14,17,18,17,14,58,81,0.0,1020,22,9,111,10,Madagascar
2020-04-30,22,13,0.0,8.7,4,52,12:17 PM,11:40 PM,06:04 AM,05:30 PM,13,18,19,18,16,46,80,0.0,1021,22,8,116,11,Madagascar
2020-05-01,23,11,0.0,8.7,4,58,01:08 PM,No moonset,06:05 AM,05:29 PM,12,17,18,17,13,35,78,0.0,1021,23,6,108,8,Madagascar
2020-05-02,24,15,0.0,8.7,5,65,01:55 PM,12:40 AM,06:05 AM,05:29 PM,14,19,19,19,10,48,77,0.2,1018,24,10,98,7,Madagascar
2020-05-03,26,15,0.0,8.7,5,72,02:40 PM,01:42 AM,06:05 AM,05:28 PM,14,20,21,20,7,54,78,0.0,1016,26,8,107,4,Madagascar
2020-05-04,26,15,0.0,8.7,5,80,03:24 PM,02:42 AM,06:06 AM,05:28 PM,14,20,20,20,10,60,80,0.6,1018,26,8,104,6,Madagascar
2020-05-05,24,14,0.0,8.7,5,87,04:08 PM,03:44 AM,06:06 AM,05:27 PM,13,18,20,18,13,60,79,0.2,1019,24,7,107,9,Madagascar
2020-05-06,24,14,0.0,7.2,4,94,04:52 PM,04:46 AM,06:06 AM,05:27 PM,14,19,20,19,12,54,82,1.3,1018,24,8,103,8,Madagascar
2020-05-07,26,14,0.0,8.7,5,100,05:40 PM,05:49 AM,06:07 AM,05:26 PM,14,19,19,19,6,48,78,1.1,1017,26,9,135,3,Madagascar
2020-05-08,23,15,0.0,4.2,4,100,06:29 PM,06:53 AM,06:07 AM,05:26 PM,15,18,19,18,10,79,85,1.5,1017,23,8,92,7,Madagascar
2020-05-09,21,14,0.0,7.2,4,84,07:23 PM,07:57 AM,06:07 AM,05:25 PM,14,16,17,16,13,64,86,0.8,1019,21,8,105,9,Madagascar
2020-05-10,21,13,0.0,7.2,4,77,08:19 PM,09:00 AM,06:08 AM,05:25 PM,13,16,16,16,18,48,81,0.0,1020,21,10,116,13,Madagascar
2020-05-11,20,11,0.0,4.2,4,70,09:17 PM,09:59 AM,06:08 AM,05:25 PM,12,15,15,15,17,64,84,0.4,1020,20,9,113,12,Madagascar
2020-05-12,24,13,0.0,8.7,5,62,10:13 PM,10:54 AM,06:08 AM,05:24 PM,13,18,18,18,9,40,74,0.0,1018,24,10,107,6,Madagascar
2020-05-13,24,15,0.0,7.2,5,55,11:08 PM,11:43 AM,06:09 AM,05:24 PM,14,18,19,18,8,54,77,0.1,1016,24,9,177,6,Madagascar
2020-05-14,24,13,0.0,8.7,4,48,No moonrise,12:27 PM,06:09 AM,05:23 PM,12,17,18,17,7,37,73,0.0,1016,24,7,250,5,Madagascar
2020-05-15,24,11,0.0,8.7,4,40,12:01 AM,01:07 PM,06:09 AM,05:23 PM,11,18,19,18,8,34,72,0.2,1015,24,10,217,5,Madagascar
2020-05-16,23,14,0.0,5.7,4,33,12:52 AM,01:44 PM,06:10 AM,05:23 PM,13,17,18,17,9,64,81,0.4,1017,23,7,114,5,Madagascar
2020-05-17,22,13,0.0,8.7,4,26,01:41 AM,02:18 PM,06:10 AM,05:22 PM,13,17,18,17,14,51,82,0.2,1020,22,8,108,10,Madagascar
2020-05-18,22,10,0.0,8.7,4,19,02:28 AM,02:52 PM,06:11 AM,05:22 PM,11,17,18,17,14,43,79,0.0,1022,22,7,110,9,Madagascar
2020-05-19,20,13,0.0,8.7,5,11,03:16 AM,03:26 PM,06:11 AM,05:22 PM,10,16,17,16,15,41,73,0.0,1021,20,9,118,11,Madagascar
2020-05-20,18,10,0.0,8.7,4,4,04:04 AM,04:00 PM,06:11 AM,05:22 PM,9,13,14,13,22,34,73,0.0,1023,18,10,127,16,Madagascar
2020-05-21,18,10,0.0,7.2,4,0,04:53 AM,04:36 PM,06:12 AM,05:21 PM,10,12,14,12,26,71,78,0.1,1024,18,10,129,18,Madagascar
2020-05-22,19,10,0.0,5.7,4,0,05:44 AM,05:17 PM,06:12 AM,05:21 PM,10,13,14,13,22,58,80,0.1,1023,19,9,125,15,Madagascar
2020-05-23,22,11,0.0,8.7,5,3,06:36 AM,06:00 PM,06:12 AM,05:21 PM,11,16,18,16,16,34,77,0.0,1022,22,9,116,11,Madagascar
2020-05-24,21,12,0.0,5.7,4,10,07:31 AM,06:48 PM,06:13 AM,05:21 PM,12,16,16,16,14,57,80,0.3,1021,21,8,110,10,Madagascar
2020-05-25,21,12,0.0,8.7,4,17,08:27 AM,07:40 PM,06:13 AM,05:21 PM,11,16,17,16,13,48,80,0.0,1020,21,8,101,9,Madagascar
2020-05-26,23,12,0.0,8.7,5,25,09:22 AM,08:36 PM,06:14 AM,05:20 PM,10,17,18,17,9,28,71,0.0,1019,23,10,90,6,Madagascar
2020-05-27,24,11,0.0,8.7,5,32,10:15 AM,09:35 PM,06:14 AM,05:20 PM,9,18,19,18,11,7,68,0.0,1020,24,10,107,7,Madagascar
2020-05-28,24,11,0.0,8.7,4,39,11:06 AM,10:34 PM,06:14 AM,05:20 PM,11,17,18,17,10,14,75,0.0,1021,24,6,114,6,Madagascar
2020-05-29,24,9,0.0,8.7,4,47,11:53 AM,11:34 PM,06:15 AM,05:20 PM,10,17,18,17,11,34,74,0.0,1020,24,6,95,7,Madagascar
2020-05-30,25,13,0.0,8.7,5,54,12:37 PM,No moonset,06:15 AM,05:20 PM,13,19,20,19,10,56,77,0.1,1020,25,6,125,7,Madagascar
2020-05-31,22,13,0.0,8.7,4,58,01:20 PM,12:32 AM,06:15 AM,05:20 PM,13,17,19,17,13,49,83,0.6,1021,22,8,108,9,Madagascar
2020-06-01,21,13,0.0,7.2,4,71,02:02 PM,01:32 AM,06:16 AM,05:20 PM,12,16,16,16,19,59,79,0.1,1022,21,9,120,14,Madagascar
2020-06-02,19,10,0.0,7.2,4,79,02:44 PM,02:31 AM,06:16 AM,05:20 PM,11,14,15,14,18,47,81,0.2,1022,19,8,124,13,Madagascar
2020-06-03,18,10,0.0,7.2,3,86,03:29 PM,03:32 AM,06:17 AM,05:20 PM,10,12,13,12,23,52,81,0.0,1022,18,9,124,16,Madagascar
2020-06-04,20,8,0.0,8.7,5,94,04:16 PM,04:34 AM,06:17 AM,05:20 PM,10,14,15,14,18,28,78,0.0,1022,20,9,120,13,Madagascar
2020-06-05,21,11,0.0,8.7,4,100,05:08 PM,05:37 AM,06:17 AM,05:20 PM,11,16,16,16,14,49,78,1.9,1021,21,9,105,10,Madagascar
2020-06-06,22,11,0.0,7.2,4,100,06:03 PM,06:41 AM,06:18 AM,05:20 PM,11,16,17,16,13,60,78,1.2,1020,22,8,111,8,Madagascar
2020-06-07,18,11,0.0,7.2,4,84,07:00 PM,07:43 AM,06:18 AM,05:20 PM,11,13,14,13,23,64,82,0.3,1021,18,10,119,16,Madagascar
