date_time,Germany_maxtempC,Germany_mintempC,Germany_totalSnow_cm,Germany_sunHour,Germany_uvIndex,Germany_moon_illumination,Germany_moonrise,Germany_moonset,Germany_sunrise,Germany_sunset,Germany_DewPointC,Germany_FeelsLikeC,Germany_HeatIndexC,Germany_WindChillC,Germany_WindGustKmph,Germany_cloudcover,Germany_humidity,Germany_precipMM,Germany_pressure,Germany_tempC,Germany_visibility,Germany_winddirDegree,Germany_windspeedKmph,Germany_location
2020-11-17,10,3,0.0,3.3,2,9,10:22 AM,05:52 PM,07:33 AM,04:10 PM,6,7,9,7,22,86,80,0.3,1024,10,10,240,15,Germany
2020-11-18,11,8,0.0,8.7,3,17,11:32 AM,06:50 PM,07:34 AM,04:09 PM,7,8,10,8,19,38,80,0.0,1025,11,10,211,13,Germany
2020-11-19,11,5,0.0,3.3,2,24,12:24 PM,07:58 PM,07:36 AM,04:07 PM,3,6,9,6,36,58,65,0.1,1016,11,10,249,24,Germany
2020-11-20,5,-2,0.0,3.3,1,32,01:03 PM,09:12 PM,07:38 AM,04:06 PM,-0,-0,4,-0,28,53,73,0.1,1030,5,10,278,19,Germany
2020-11-21,6,-1,0.0,5.1,1,39,01:31 PM,10:26 PM,07:40 AM,04:05 PM,-0,0,4,0,24,61,74,0.2,1031,6,10,227,16,Germany
2020-11-22,9,4,0.0,3.2,2,47,01:52 PM,11:40 PM,07:41 AM,04:04 PM,4,4,7,4,28,87,79,0.4,1023,9,8,245,19,Germany
2020-11-23,7,5,0.0,8.6,3,54,02:09 PM,No moonset,07:43 AM,04:03 PM,2,3,6,3,24,30,79,0.0,1024,7,10,265,16,Germany
2020-11-24,6,3,0.0,8.6,3,62,02:23 PM,12:51 AM,07:45 AM,04:02 PM,2,2,5,2,14,18,83,0.0,1026,6,10,210,10,Germany
2020-11-25,5,1,0.0,3.2,1,70,02:37 PM,02:00 AM,07:46 AM,04:01 PM,-0,2,4,2,16,67,73,0.0,1020,5,10,179,10,Germany
2020-11-26,7,3,0.0,3.2,2,77,02:50 PM,03:08 AM,07:48 AM,04:00 PM,3,3,5,3,14,71,84,0.5,1019,7,8,235,9,Germany
2020-11-27,10,5,0.0,8.1,2,85,03:04 PM,04:16 AM,07:49 AM,03:59 PM,5,6,6,6,7,31,89,0.0,1022,10,8,308,5,Germany
2020-11-28,5,2,0.0,8.1,1,92,03:21 PM,05:25 AM,07:51 AM,03:58 PM,1,2,4,2,9,32,84,0.0,1024,5,10,77,6,Germany
2020-11-29,4,2,0.0,4.9,1,100,03:40 PM,06:35 AM,07:52 AM,03:57 PM,-0,1,3,1,12,42,79,0.0,1025,4,10,286,8,Germany
2020-11-30,3,1,0.0,3.0,1,100,04:05 PM,07:46 AM,07:54 AM,03:57 PM,-2,-1,2,-1,14,78,77,0.0,1024,3,10,259,9,Germany
2020-12-01,3,-5,0.0,3.0,1,89,04:37 PM,08:54 AM,07:55 AM,03:56 PM,-1,-2,1,-2,18,93,77,0.0,1017,3,10,148,13,Germany
2020-12-02,3,-0,0.0,8.0,2,82,05:21 PM,09:57 AM,07:57 AM,03:55 PM,-2,-1,2,-1,13,24,75,0.0,1020,3,10,119,10,Germany
2020-12-03,2,-1,0.0,4.9,1,75,06:15 PM,10:52 AM,07:58 AM,03:55 PM,-5,-4,0,-4,19,56,68,0.0,1008,2,10,162,13,Germany
2020-12-04,4,-1,0.0,4.9,1,67,07:22 PM,11:37 AM,07:59 AM,03:54 PM,-1,-2,2,-2,24,41,82,0.0,996,4,10,125,15,Germany
2020-12-05,6,2,0.0,7.5,2,60,08:35 PM,12:11 PM,08:00 AM,03:54 PM,1,1,4,1,17,33,85,0.0,998,6,10,132,10,Germany
2020-12-06,9,2,0.0,7.5,2,53,09:54 PM,12:38 PM,08:02 AM,03:53 PM,4,4,7,4,26,60,83,0.0,1003,9,9,107,14,Germany
2020-12-07,10,6,0.0,2.8,2,46,11:14 PM,12:59 PM,08:03 AM,03:53 PM,3,6,8,6,29,70,70,0.0,1002,10,10,156,18,Germany
2020-12-08,7,1,0.0,7.5,2,38,No moonrise,01:18 PM,08:04 AM,03:53 PM,2,3,6,3,18,65,77,0.0,1007,7,10,109,12,Germany
2020-12-09,5,3,0.0,6.7,1,31,12:36 AM,01:35 PM,08:05 AM,03:53 PM,2,1,4,1,22,61,82,0.0,1010,5,10,105,15,Germany
2020-12-10,2,-3,0.0,6.7,1,24,02:00 AM,01:52 PM,08:06 AM,03:52 PM,-1,-2,1,-2,14,76,80,0.0,1009,2,10,97,11,Germany
2020-12-11,2,-3,0.0,4.8,1,17,03:26 AM,02:10 PM,08:07 AM,03:52 PM,-1,-2,1,-2,15,73,85,0.0,1004,2,10,113,10,Germany
2020-12-12,4,-2,0.0,2.8,1,9,04:54 AM,02:32 PM,08:08 AM,03:52 PM,0,-1,2,-1,19,84,87,0.0,1002,4,10,111,11,Germany
2020-12-13,4,0,0.0,4.8,1,2,06:23 AM,03:01 PM,08:09 AM,03:52 PM,1,1,3,1,8,88,89,0.8,1010,4,7,101,5,Germany
2020-12-14,5,2,0.0,6.7,1,0,07:51 AM,03:39 PM,08:10 AM,03:52 PM,2,2,4,2,17,55,88,0.0,1015,5,7,164,10,Germany
2020-12-15,7,2,0.0,2.8,2,0,09:08 AM,04:29 PM,08:11 AM,03:52 PM,2,3,5,3,22,76,75,0.1,1013,7,10,167,12,Germany
2020-12-16,8,5,0.0,7.4,2,5,10:11 AM,05:34 PM,08:12 AM,03:53 PM,6,5,7,5,13,50,93,0.0,1019,8,5,198,7,Germany
2020-12-17,7,3,0.0,7.4,3,12,10:58 AM,06:47 PM,08:13 AM,03:53 PM,4,3,5,3,19,37,87,0.3,1021,7,9,171,11,Germany
2020-12-18,6,4,0.0,7.4,2,20,11:32 AM,08:05 PM,08:13 AM,03:53 PM,4,3,5,3,16,27,91,0.0,1024,6,7,198,9,Germany
2020-12-19,6,4,0.0,7.4,3,27,11:56 AM,09:21 PM,08:14 AM,03:53 PM,3,2,5,2,20,9,85,0.0,1020,6,10,164,13,Germany
2020-12-20,6,1,0.0,7.4,2,34,12:14 PM,10:34 PM,08:14 AM,03:54 PM,2,2,5,2,18,45,82,0.0,1021,6,10,179,11,Germany
2020-12-21,6,3,0.0,7.4,2,41,12:30 PM,11:46 PM,08:15 AM,03:54 PM,4,3,5,3,18,56,88,0.0,1022,6,10,200,11,Germany
2020-12-22,12,5,0.0,2.8,3,49,12:44 PM,No moonset,08:15 AM,03:55 PM,6,5,9,5,35,86,82,2.9,1011,12,10,229,21,Germany
2020-12-23,7,-1,0.0,2.8,2,56,12:57 PM,12:54 AM,08:16 AM,03:55 PM,5,4,6,4,12,89,87,3.0,1012,7,8,167,8,Germany
2020-12-24,9,5,0.0,2.8,2,63,01:11 PM,02:03 AM,08:16 AM,03:56 PM,5,4,7,4,26,89,85,5.4,1003,9,9,259,18,Germany
2020-12-25,3,2,2.0,2.8,1,70,01:27 PM,03:12 AM,08:17 AM,03:57 PM,-1,-1,3,-1,22,91,78,3.8,1016,3,8,325,16,Germany
2020-12-26,2,-0,0.0,6.7,1,78,01:45 PM,04:21 AM,08:17 AM,03:58 PM,-3,-3,1,-3,21,44,78,0.0,1020,2,10,245,14,Germany
2020-12-27,3,-0,0.0,7.4,2,85,02:07 PM,05:32 AM,08:17 AM,03:58 PM,-5,-3,2,-3,37,41,60,0.0,1001,3,10,181,25,Germany
2020-12-28,4,1,0.0,4.8,1,92,02:37 PM,06:41 AM,08:17 AM,03:59 PM,-1,-0,3,-0,19,64,75,0.0,984,4,10,143,12,Germany
2020-12-29,4,-2,3.4,2.9,1,100,03:16 PM,07:48 AM,08:17 AM,04:00 PM,1,-1,2,-1,21,98,87,5.0,985,4,6,202,15,Germany
2020-12-30,4,-2,0.0,6.8,1,100,04:07 PM,08:46 AM,08:17 AM,04:01 PM,-1,-1,2,-1,24,58,81,0.0,1000,4,10,205,15,Germany
2020-12-31,3,1,0.0,6.8,1,89,05:11 PM,09:35 AM,08:17 AM,04:02 PM,-0,-1,2,-1,18,71,84,0.0,1006,3,10,188,12,Germany
2021-01-01,2,-3,0.3,2.9,1,79,06:24 PM,10:13 AM,08:17 AM,04:03 PM,0,-1,2,-1,9,96,89,0.5,1009,2,9,203,6,Germany
2021-01-02,3,1,0.0,7.9,1,71,07:43 PM,10:42 AM,08:17 AM,04:04 PM,-0,-1,1,-1,10,51,88,0.0,1014,3,10,166,6,Germany
2021-01-03,2,-2,0.0,3.0,1,64,09:03 PM,11:06 AM,08:17 AM,04:05 PM,-0,-4,1,-4,27,80,93,4.6,1015,2,9,46,17,Germany
2021-01-04,3,-1,0.4,3.0,1,57,10:24 PM,11:25 AM,08:16 AM,04:07 PM,2,-2,2,-2,24,100,96,6.3,1017,3,6,51,16,Germany
2021-01-05,2,-5,0.0,3.0,1,50,11:45 PM,11:42 AM,08:16 AM,04:08 PM,1,-2,1,-2,19,100,93,0.6,1017,2,9,33,13,Germany
2021-01-06,3,2,0.2,3.0,1,42,No moonrise,11:58 AM,08:16 AM,04:09 PM,2,1,3,1,13,99,96,4.0,1011,3,6,266,9,Germany
2021-01-07,2,2,5.0,3.0,1,35,01:08 AM,12:15 PM,08:15 AM,04:10 PM,2,-1,2,-1,19,100,96,5.9,1009,2,3,244,13,Germany
2021-01-08,1,-0,0.3,3.0,1,28,02:32 AM,12:35 PM,08:15 AM,04:12 PM,-0,-2,0,-2,12,97,94,0.7,1012,1,6,250,9,Germany
2021-01-09,1,-3,0.9,3.0,1,20,03:58 AM,12:59 PM,08:14 AM,04:13 PM,-0,-3,0,-3,14,100,95,1.1,1020,1,7,300,10,Germany
2021-01-10,1,-1,0.0,6.8,1,13,05:24 AM,01:31 PM,08:13 AM,04:15 PM,-1,-2,0,-2,10,53,89,0.0,1024,1,10,252,7,Germany
2021-01-11,2,-1,0.3,3.0,1,6,06:44 AM,02:14 PM,08:13 AM,04:16 PM,-1,-4,1,-4,22,99,88,0.5,1018,2,9,221,15,Germany
2021-01-12,4,1,0.4,3.0,1,0,07:54 AM,03:12 PM,08:12 AM,04:18 PM,0,-3,2,-3,33,92,87,5.2,1004,4,8,245,21,Germany
2021-01-13,2,-6,0.8,3.0,1,0,08:48 AM,04:21 PM,08:11 AM,04:19 PM,-2,-5,0,-5,40,89,79,3.0,1005,2,9,275,27,Germany
2021-01-14,2,-4,2.5,8.1,1,1,09:28 AM,05:39 PM,08:10 AM,04:21 PM,-1,-4,0,-4,22,82,92,2.9,1016,2,7,286,14,Germany
2021-01-15,-0,-3,0.7,3.0,1,8,09:56 AM,06:57 PM,08:10 AM,04:22 PM,-3,-5,-1,-5,18,88,86,0.8,1023,-0,8,335,13,Germany
2021-01-16,-1,-4,0.0,4.9,1,16,10:18 AM,08:13 PM,08:09 AM,04:24 PM,-6,-7,-2,-7,18,45,78,0.0,1024,-1,10,307,13,Germany
2021-01-17,-2,-4,0.0,4.9,1,23,10:35 AM,09:27 PM,08:08 AM,04:26 PM,-5,-5,-3,-5,9,54,85,0.0,1020,-2,10,171,7,Germany
2021-01-18,2,-4,0.3,3.1,1,30,10:50 AM,10:38 PM,08:07 AM,04:27 PM,-2,-5,-1,-5,18,88,93,1.1,1019,2,8,215,12,Germany
2021-01-19,2,-3,0.3,3.1,1,38,11:03 AM,11:47 PM,08:06 AM,04:29 PM,2,-3,1,-3,31,99,96,8.5,1009,2,8,229,19,Germany
2021-01-20,6,3,0.0,3.1,2,45,11:17 AM,No moonset,08:05 AM,04:31 PM,2,1,5,1,34,77,77,2.7,1002,6,10,220,20,Germany
2021-01-21,9,5,0.0,8.3,3,52,11:32 AM,12:56 AM,08:03 AM,04:32 PM,1,3,7,3,37,58,67,0.1,999,9,10,197,21,Germany
2021-01-22,8,3,0.0,5.0,2,59,11:48 AM,02:05 AM,08:02 AM,04:34 PM,2,4,7,4,29,69,75,0.5,994,8,9,210,19,Germany
2021-01-23,3,-6,12.8,3.1,1,67,12:08 PM,03:15 AM,08:01 AM,04:36 PM,0,-2,1,-2,19,87,88,15.2,995,3,6,205,13,Germany
2021-01-24,3,1,0.9,5.0,1,74,12:35 PM,04:25 AM,08:00 AM,04:38 PM,-1,-1,2,-1,14,77,84,1.0,995,3,8,126,9,Germany
2021-01-25,3,1,0.5,3.3,1,81,01:10 PM,05:33 AM,07:58 AM,04:40 PM,-0,-2,1,-2,14,85,88,0.8,1001,3,8,282,10,Germany
2021-01-26,2,-1,3.1,3.3,1,88,01:56 PM,06:35 AM,07:57 AM,04:41 PM,-1,-4,0,-4,20,85,89,4.2,1008,2,7,271,14,Germany
2021-01-27,3,-1,0.4,3.3,1,96,02:56 PM,07:29 AM,07:56 AM,04:43 PM,-1,-3,1,-3,22,86,88,0.8,1013,3,8,234,14,Germany
2021-01-28,3,-1,0.0,3.3,1,100,04:07 PM,08:11 AM,07:54 AM,04:45 PM,-0,-1,2,-1,19,99,83,0.5,1005,3,9,220,13,Germany
2021-01-29,0,-2,6.8,3.4,1,90,05:26 PM,08:44 AM,07:53 AM,04:47 PM,-4,-4,-1,-4,15,79,77,8.1,999,0,7,158,11,Germany
2021-01-30,0,-2,3.5,3.4,1,82,06:48 PM,09:10 AM,07:51 AM,04:49 PM,-2,-4,-1,-4,14,73,90,4.2,998,0,6,140,10,Germany
2021-01-31,-0,-5,0.0,8.7,2,79,08:11 PM,09:31 AM,07:50 AM,04:51 PM,-4,-6,-3,-6,12,19,88,0.0,1005,-0,10,245,9,Germany
2021-02-01,-0,-3,0.0,5.2,1,63,09:34 PM,09:48 AM,07:48 AM,04:53 PM,-7,-6,-2,-6,16,65,69,0.5,1001,-0,9,127,11,Germany
2021-02-02,1,-6,0.1,3.4,1,55,10:56 PM,10:05 AM,07:46 AM,04:55 PM,-1,-3,-0,-3,15,100,91,3.2,1003,1,9,205,10,Germany
2021-02-03,7,0,0.0,3.4,2,48,No moonrise,10:21 AM,07:45 AM,04:57 PM,4,2,4,2,16,96,97,12.2,999,7,4,180,9,Germany
2021-02-04,2,0,1.0,3.4,1,40,12:20 AM,10:40 AM,07:43 AM,04:59 PM,1,-1,2,-1,15,99,94,6.2,1010,2,7,95,10,Germany
2021-02-05,1,-1,0.5,3.6,1,33,01:45 AM,11:02 AM,07:41 AM,05:00 PM,-2,-5,-0,-5,21,100,86,0.6,1019,1,8,88,15,Germany
2021-02-06,-1,-3,0.3,7.0,1,25,03:09 AM,11:31 AM,07:40 AM,05:02 PM,-7,-8,-2,-8,32,76,71,0.4,1019,-1,8,77,23,Germany
2021-02-07,-6,-7,0.0,3.6,1,18,04:29 AM,12:08 PM,07:38 AM,05:04 PM,-11,-14,-6,-14,42,97,70,7.4,1012,-6,3,81,30,Germany
